Hybridization REF	TCGA-B6-A0RG-01A-11R-A056-07
C7orf20	-0.6695
APAF1	-0.507
SLC36A4	-1.64883333333333
MYH11	4.27583333333333
NEK1	0.542
MPP2	0.154
C12orf24	-3.78025
TNK2	1.2573125
ZNF289	0.3005
MATN3	-0.0291428571428571
IFNGR2	0.931333333333333
ITPR1	-0.1425
EBF3	2.2189
TBC1D20	0.4521
OR10P1	0.1625
DDAH2	2.03175
SHPRH	-0.5205
STX7	-0.6505
LOC554248	-2.10525
BCAR1	-0.238
ATXN3	0.0965833333333333
TRIM27	-0.11875
CDC42EP2	0.3545
CHP	0.670142857142857
SOX17	1.9155
ZNF259	-1.41066666666667
CHCHD1	0.297
ZDHHC19	0.332
GBP2	2.8185
GARNL3	2.594125
MRC2	0.65675
C1orf52	-0.6385
AOF2	-0.3815
LRPPRC	-0.3237
ACVR1C	-2.04466666666667
TM4SF18	2.33633333333333
TMEM169	-0.883166666666667
PPP1R16A	0.44375
EBF1	-0.0115
RRS1	-0.140666666666667
SNX2	-0.5855
OR2T2	0.00900000000000001
RBX1	-0.64025
ANKRD54	0.3475
TSNAX	0.579833333333333
TMEM83	0.14175
ZBTB7A	1.60075
ATM	-2.14866666666667
LOC338328	1.71583333333333
TIE1	1.5915
HIST1H3G	1.205
PASD1	-4.41666666666667
TINAG	0.48275
PCDHAC2	0.259
LRRC15	0.3435
WBSCR17	-1.33
TFF2	-0.0095
PARP2	-1.1765
NDFIP2	0.0305
PCDHGB2	-0.4965
WDR60	-0.14375
MAP7D2	-2.1178
USP45	-1.372
GSDML	-0.95375
TNS1	-0.0895000000000001
PLCD4	0.09675
IQCD	1.9045
SMPX	-3.73975
CD9	1.18033333333333
SRGN	-0.4215
CASP7	0.633375
INOC1	0.3895
DKFZp451M2119	-2.677625
VMAC	1.955
USP53	0.6011
CAMK1G	-0.464125
TMEM106A	0.131166666666667
CDC20	-1.7695
ACSL5	-2.21416666666667
CBWD5	-0.342125
C1orf87	-1.41366666666667
KIAA1274	-0.2475
PRUNE2	-2.26346153846154
LYPLA2	0.400333333333333
DOK6	-1.929
GPR149	0.04225
FAM30A	1.3475
TMEM129	0.76075
SLC35B3	0.7015
ACPP	-0.3102
LOC200261	-0.4955
SLC4A7	1.443
CCDC40	3.283
GART	-1.581375
THOP1	-0.967
SCARB1	-0.5905
CACNA1F	0.51
TRIAP1	-0.0523333333333333
SYT14L	0.0145
SFRS8	-0.154833333333333
PBOV1	0.1815
GOLSYN	2.9075
GJB7	-1.994
CAMK2N1	1.109
GREM1	3.33433333333333
FLJ20433	1.24625
QPCT	-3.197375
PRKAG2	1.44616666666667
H2AFX	-1.11425
C6orf154	0.616
PLOD3	-0.55025
ZBTB39	-0.432166666666667
WASF3	-1.64716666666667
DRG1	-0.914
PRR4	0.074
SPCS1	-0.2215
KDELR3	0.366166666666667
SRP19	-0.0883333333333333
GABRA6	0.35075
MFSD1	0.606
MMEL1	1.285
PDXDC2	-0.43
BUB1	-2.42277777777778
RNF138	-1.7015
MYLPF	-1.088
AIF1	-1.626
DYNLRB1	0.8454
HCN3	-1.32083333333333
HIST1H2AI	2.01825
MAP4K5	-0.0921666666666667
LASP1	1.695375
LOC130951	-0.1615
PLAA	0.579875
KRT6A	-1.9575
C6orf117	-2.540875
ARHGAP23	-0.88
PTF1A	-0.083
GPHA2	-0.31725
LCE3B	0.3235
MCL1	0.440428571428571
EHBP1	-0.888666666666667
PRNP	-1.372125
ZSCAN1	0.3565
C1orf113	1.2065
FOXA3	-3.549375
NEB	0.12225
ASGR1	-5.53966666666667
CTGF	2.10016666666667
RAB17	0.674166666666667
MST101	-0.36275
JARID1B	1.6545
USP37	0.4352
PTBP1	0.446333333333333
PTPN7	-1.3145
CDC7	-2.70866666666667
SNX7	-2.2435
ZNF335	-0.04125
CPT2	0.482
HEATR1	-1.02925
HSPC152	0.362
C5orf40	-0.09775
PSME1	0.389166666666667
STAG3	-2.247
TMEM154	0.965166666666667
KLHL32	-0.637166666666667
TSGA10IP	-2.2915
SUV420H2	-0.453666666666667
SF1	-0.6644
2'-PDE	0.26375
PNLIPRP2	-0.4625
TRSPAP1	0.0381666666666666
NUP210	-0.1785
ANP32C	-0.0205
RAB11B	0.566666666666667
ASB15	0.321
ITGB3BP	-1.23025
UBASH3A	-3.28125
YWHAB	0.281875
TPRX1	-1.24675
LY6G5C	0.328
SLC7A2	1.142375
CLK1	0.5238
HSD3B7	0.7965
VDR	2.09175
C16orf74	0.99025
ACE	0.50125
PSMA2	-0.748666666666667
CCDC131	-0.79725
ZNF213	1.52583333333333
EML2	0.971
ALS2CR13	0.569666666666667
GLYATL1	-3.69475
DSPP	-0.0925
DHFRL1	-0.900625
C10orf30	-0.289
SH3RF2	1.099
LOC197322	-0.0701666666666667
DLL3	-1.857875
TIGD7	0.15675
GFRA3	0.23075
CPA1	-0.230166666666667
RTN4	0.153333333333333
PPT2	-1.73716666666667
FASLG	0.692666666666667
FOXP4	1.09975
RPL26	-0.8521
GNL3L	-1.79683333333333
FMR1NB	2.96183333333333
CD163	6.51075
SGPP2	1.96975
GIMAP2	-0.976
CD37	0.156
DPT	3.69575
NBLA00301	0.558
RGS5	1.61825
C9orf4	-0.076
ACTL8	-3.08333333333333
PRKAR2B	2.076625
OPLAH	1.32016666666667
C20orf134	1.07775
SPACA5	0.095
TBL1X	-0.601333333333333
TSPYL3	0.99
CHCHD3	-0.75
CRKRS	0.637833333333333
GPR65	2.6685
DFFA	-0.945625
FUT1	1.38975
C6orf204	-0.9205
TMEM51	0.01775
ZNF580	0.257
CMTM2	-0.0735
C20orf200	-0.0775
EZH1	0.5455
FDX1L	-0.393625
MRPL32	-1.0375
PCAF	-1.9092
ALOX15B	1.1385
CD59	0.625
CDK9	0.727125
ERP29	-0.151833333333333
TTR	-1.9895
BCMO1	-0.873
DDIT4	-1.5228
PTGDS	2.746
C3orf63	0.306333333333333
BST2	0.921
CYP1A2	-1.43283333333333
C5orf25	-0.76525
STX1A	-0.857176470588235
OR2A12	-0.899
SH3BP5L	0.87025
SERINC5	0.91925
USP6	0.4233
MRPL3	-0.499333333333333
POMP	0.22575
INPP4B	2.34675
GMPPB	0.7325
EAPP	0.496
AHSA1	0.0515
ABCA11	-1.067
SLC5A6	-0.1215
HIVEP2	-0.212
SUMO2	0.128875
KIAA1822L	-2.413
C11orf67	0.81875
TXK	-1.099625
PHCA	0.3844375
ICAM4	-2.524
FPGS	0.509833333333333
SNRPA1	-1.281
KCNJ4	-1.66775
KIF6	-0.1547
HIST1H2BG	0.873833333333333
SLC5A5	0.645
ZNF354B	-0.884833333333333
IL12RB2	-1.16225
C11orf76	0.646666666666667
GAL3ST2	0.099
AIFM2	-0.596125
SYNC1	0.00575
UBL3	0.093875
PIK3CG	-2.8062
NLN	-0.8557
BCORL1	0.8355
CD5L	-0.44675
ZNF238	1.63566666666667
KIAA1394	-0.90625
C16orf55	-0.3292
CYP3A7	-2.98633333333333
KRTAP3-1	-2.8755
TFDP1	-0.063
MND1	-2.97175
NODAL	-0.0571666666666667
GTPBP4	-0.343
TUBGCP2	0.872
SLITRK5	-3.61525
CIC	0.57325
CD79A	0.625
SAMD14	0.733166666666667
TNPO3	-0.4165
OR10G3	-0.358
OR10G8	0.0625
CCDC111	-0.4385
HOXC9	1.09325
DCUN1D1	0.778583333333333
CYB5R1	1.5225
TSR2	0.54325
DAB2IP	1.0095
SLC6A5	0.1705
RAB3D	2.008
DCUN1D4	-0.2285
ERBB3	1.47416666666667
SDC1	1.54383333333333
ATP6V1H	1.1845
SYK	1.39
ST20	-0.6265
C13orf30	0.453
WDR40A	0.0825
ADMR	-0.493
LOC388335	0.394
ACSM1	3.2025
TDG	0.1205
FLJ11235	0.42525
MRPS5	-0.598333333333333
AGPAT2	0.327333333333333
SLC12A1	0.420625
CYP27A1	0.0275
THAP7	-1.0585
XPO1	-0.415666666666667
ALMS1L	1.763
C1orf2	-0.110125
ZNF777	-0.116833333333333
CAMK2A	0.5635
SMC1B	0.86575
IHPK2	0.168666666666667
LEMD1	-4.227
NKD2	0.0605999999999999
CLU	0.473
ARMETL1	0.1015
PABPC4	-1.2705
CXCL12	1.40016666666667
TFAP2C	1.4185
TTTY8	-0.824
ABCB10	-1.0345
ENDOD1	-0.469333333333333
IDI1	-0.6195
KCTD6	1.12783333333333
CCDC105	-1.696
ULBP2	-1.95433333333333
ZDHHC5	1.06625
WNT8A	-0.09675
COMMD10	-0.35275
KLHL12	0.15325
GPR50	0.13
NR5A2	-0.701857142857143
OXGR1	0.0164
EHD3	-0.23625
CAPRIN2	-1.120375
KLRC3	-2.135
SF3B1	0.390571428571428
IPO7	-0.59475
ALDH1A1	-2.764
ANKRD5	1.452375
TSNARE1	0.3965
DDEFL1	1.6875
RNASEL	1.78133333333333
DNAH9	-1.63025
HELLS	-2.3355
TNS4	1.7315
NAV1	0.6665
KIAA1409	-0.036
C20orf26	3.299
TUBG1	0.062
IRX2	-1.43075
CNGA4	-0.3595
MGC50559	1.67833333333333
OR4K17	0.528333333333333
TM2D2	0.04125
FAM32A	-0.015
TXNDC14	-0.301
CCBL1	-0.619
ANK1	-3.2672
PRSS23	-0.95825
PPM1L	0.136
SPATA20	0.86275
APCS	0.11125
C14orf122	-0.3395
PSMB5	0.251375
C6orf10	0.3769
SETDB2	-0.2795
SPNS3	-1.73675
SGMS2	-1.20833333333333
MXD3	-0.880833333333333
MON2	-0.0109
CARTPT	0.53575
HNF4A	-1.11816666666667
RABEP1	1.12945
TNFRSF10B	-1.51875
USH1G	0.372
PPAP2B	-1.66916666666667
TMEM16K	1.07525
CTDSP1	0.863833333333333
CDK5R1	-0.326
GABRR1	-0.701
OPN1LW	1.096
FAM98C	1.4025
DBN1	0.37625
ACAD10	0.0259166666666666
QTRTD1	-0.3095
WNK3	-2.371
RPS19	-0.696
C1QB	2.614875
OTUD5	0.10925
SLC41A2	0.618833333333333
TMEM22	-2.48466666666667
KHSRP	-0.490083333333333
TNFRSF11A	-1.23683333333333
FBL	-1.281
IBTK	0.181333333333333
OXER1	-0.145
CBLN4	-0.10475
GPR172B	2.146
CFTR	-1.73925
VSX1	1.5125
CAMK1D	-1.24875
LOXL3	-3.298
RTP4	1.21475
SLFNL1	-0.62075
KIAA0828	0.378625
PAR5	-0.396
LOC723972	0.03575
GDI2	-0.131875
CEBPA	0.5918
MLF2	0.165
AFMID	-0.90975
ALOX12B	0.19925
BPHL	1.265625
COX5B	-0.07425
S100A10	0.5626
THOC6	0.64575
NHN1	0.47675
RRP12	-0.4045
ARID3B	-1.85925
CD3G	-3.924
KIAA0133	-0.26175
NAT11	-0.9135
PPAT	-0.244
SIRT3	-0.5696
TCERG1L	-2.15175
NIPA1	0.3821
DPP8	0.4191
IL7R	-1.33333333333333
ZFP64	0.304
DMAP1	0.1147
TRMT12	1.7915
TLR4	-0.0077
WFIKKN2	0.2525
RAB12	-0.714
DDX51	-0.473333333333333
KIAA1086	-2.98175
ZNF295	-0.959666666666667
ACVR2B	-0.806785714285714
LOC494150	-0.1735
ZNF517	-0.316
DNASE1L2	-1.38633333333333
SUFU	0.704333333333333
LOC283677	0.6655
LMO3	-1.36716666666667
PPP2R5D	0.194666666666667
ZNF587	0.6989
HIST4H4	0.5745
CYP2C8	4.02075
C1orf80	0.00316666666666667
DOCK5	-2.09666666666667
C9orf24	-0.85225
OR5AR1	0.1885
C11orf24	-0.76025
UNQ1940	0.00025
CAP2	0.672
TIMM44	-0.6825
DSEL	1.6227
ROM1	-0.13275
FBXO4	0.447875
MYLC2PL	-1.9285
MLH3	0.9279
NOX1	0.901
DPEP2	0.6575
DNAJB5	0.1385
RLTPR	0.839
MBIP	-0.837
COPB1	0.251166666666667
SFTPA1B	-1.2745
C10orf4	0.0549
PRELID1	-0.862
NOLA1	-0.68775
C19orf24	0.54175
TLR9	-1.607
HLA-DMA	1.72258333333333
HCRP1	-0.516
GPR137	0.934166666666667
ITGA11	0.191166666666667
PHF13	0.2045
MARK4	0.6895
METTL4	-0.565
MBD3	-0.4095
LOC134145	0.129875
FGF3	0.374
SLC35A3	1.420375
CLEC16A	0.33975
AMOTL1	-1.48008333333333
FLJ31438	-0.73675
PAICS	-1.08275
TOMM40L	-0.2695
MMD	-1.48525
KLK10	-1.4763
NIT2	0.413
SERPINB10	0.091
KLF15	-1.4668
CCDC5	-0.702
WSB2	-0.201875
ME3	-0.51025
CACYBP	-0.119
TCTN2	1.3145
JAK1	2.0535
C2orf25	-0.42625
GPD2	2.0535
FBXL11	0.695666666666667
CDV3	-1.10133333333333
GALNT11	0.237875
NDUFA12L	-1.4165
FLOT1	0.250571428571429
TOR1AIP2	0.666
MMP25	2.5025
C1orf164	0.0203
CHST5	-0.29275
LYRM4	-0.27
GPER	2.27375
HIPK2	0.789333333333333
DAP	0.128
ZMIZ1	0.506666666666667
DDX58	1.6225
DCC1	-2.121
AKT1	0.55225
ENPP6	0.543166666666667
ERVWE1	-0.491833333333333
CDC34	-0.7355
RNF125	-2.21925
CASC1	3.00925
SHROOM2	1.8495
RRM2B	0.773
COL6A3	1.86775
TMEFF1	-1.6255
PLEKHA4	0.7649
LYSMD1	0.9855
SEPT1	-1.27816666666667
AOF1	0.38075
GNPAT	0.297
WDR18	-0.035
HSD17B12	-0.9165
HIST1H2BM	1.27583333333333
INDOL1	-0.916333333333333
SUDS3	1.088
C1orf192	1.5675
CYP2B6	-0.60075
TBC1D2	1.20766666666667
SLC25A12	-0.582
ERCC6L	-1.72583333333333
MGC10814	-1.13066666666667
POLR2C	-1.53966666666667
ZNF77	-0.260666666666667
EIF3K	-0.4861
HPX	-0.3505
ANKRD27	-1.165
MALAT1	1.04075
PLB1	-0.6445
HRNBP3	-0.996375
CPSF4	-0.7115
OR52N2	0.182
PIP5KL1	0.993
GH1	0.082
HPS5	0.1165
SLFN5	-0.642125
POP5	-0.724833333333333
OVOS2	-1.8985
C20orf108	-0.802625
MARS	-0.65025
CLRN3	1.83733333333333
ARSE	-0.00616666666666662
PPIE	-0.245666666666667
PHACS	0.451
GP5	-0.7705
IL8RB	-0.0178333333333333
FCRLA	-2.075125
ARRDC1	0.7619
KRTAP9-4	0.1605
ZNF613	0.92
OR11A1	0.4915
TMEM132B	-3.892375
PGLS	0.99825
BSND	-2.14316666666667
KCNK18	0.689
FOXD4	0.35075
SV2C	-0.51375
LCN2	-0.2985
ZNF490	0.8524
C3orf15	-0.2214
CACNA2D4	-1.8345
CBX5	-1.08175
MAGEB4	0.55475
BOLA1	0.53875
PPP2R5E	-0.06625
COL5A1	1.49916666666667
ASB7	0.182833333333333
SFT2D1	-0.1965
DERL1	0.7079
RABL2A	0.692333333333333
MOAP1	0.38425
KIAA1545	0.982166666666667
F3	-0.365
PLEKHM2	-0.87975
CCDC89	0.288833333333333
EFCAB1	0.74475
TMEM48	-0.78325
SEPHS2	0.5705
PYGM	-1.16175
PRICKLE1	1.68125
WNT5B	-2.217
TAS2R38	0.685
IMP5	0.7145
KHDRBS1	0.4412
LARS2	-0.703833333333333
C3orf28	-1.2685
FTCD	-3.49225
C10orf68	1.517
DGAT2L3	1.39525
PSEN1	1.10091666666667
MGC33657	0.19
PLA2G4B	0.6175
CDKN2A	-2.26358333333333
DLX1	-2.86925
TSHB	0.8745
C18orf37	-0.098
MEX3C	0.663625
MAMDC2	-0.56575
PDIA4	-0.293166666666667
ATP5E	0.1995
CASP2	0.451
SERBP1	-0.241846153846154
ZNF341	0.5375
TESC	-2.738
TMEM31	-0.8325
OR51I2	0.363
YTHDC1	0.727071428571428
JUN	1.39366666666667
AGMAT	-3.85833333333333
PCNXL2	-0.937
ATAD5	-2.41675
STK38	-0.054125
AZI1	0.2905
RBP1	2.318
C4orf26	-0.79725
KIAA1026	0.531875
TMEM101	1.97525
HSFX1	1.155
TREX1	1.00275
C18orf10	-0.1113
TRIM15	-3.3735
CA6	0.238428571428571
CEP57	-1.9925
AR	3.83533333333333
SESN2	-0.0698333333333333
KIF3C	1.018875
EPB41L5	1.097
ARHGEF10	-1.38140909090909
POLR3D	-1.023875
INDO	-2.11266666666667
GABRA3	-0.4715
SCG5	-1.5329
E2F3	-0.3012
TIGD5	1.03225
FGD6	2.85708333333333
KLHL3	-0.925
SCGB3A2	-1.5255
URP2	-1.108
ATP6V1B1	2.5254
CALML6	-0.222
LOC100049076	-0.36
TMF1	0.172
LOC388503	-0.56275
CDH5	2.9785
RPS6KC1	0.946666666666667
DAAM1	0.9194
TNFRSF10D	-1.73
GSTT1	-2.6576
INPP5A	0.3425
TRAF3IP1	1.8552
SMARCE1	0.577769230769231
VRK1	-1.888
TTC16	0.89625
AARS	-1.39616666666667
ARHGAP27	0.607333333333333
ZAK	-0.0505714285714286
ACSM2B	-2.55825
TRAP1	-0.485
MRPL53	0.186
RNF44	-0.50125
NPTXR	0.60375
DPYSL3	0.351666666666667
APP	0.1027
GLS2	-1.06366666666667
MNX1	-3.2015
CMTM7	-0.38375
OR10A7	0
NYD-SP21	1.68483333333333
ORC5L	-0.561
SLC16A10	-2.38225
TMEM178	-0.6175
LOC441601	-0.99025
PTGIS	-2.397
KBTBD7	0.723
C19orf41	-0.45275
CEACAM3	-0.631333333333333
KRT23	-2.0955
SERHL	1.4945
PNKD	0.701875
UBC	0.9065
ATRN	-0.258375
HAPLN1	-2.6405
RANGAP1	-0.354
C10orf26	1.45883333333333
KCNA7	-1.144
SRY	0.621
LOC376693	-1.087
HIST1H2BF	1.3725
CDCA8	-1.867
MLC1	-2.788
TNIP3	0.038
OR4D1	0.7935
IFT52	-0.3825
GOLT1A	0.617
UTP20	-0.018625
RP3-402G11.5	-0.526625
PRSS33	-1.69625
PMPCA	-0.52475
APOB48R	1.487
GLTP	1.30175
MPL	0.22625
C9orf78	-0.2455
ADAM12	1.295875
CSPG4	-1.763
LOC144305	-0.307
KRTAP4-10	0.3652
PAK1	0.9065
ADCY7	-0.6267
TAS2R43	-0.278
FRAS1	-1.74121428571429
PPP1R14A	-0.457
OR2B6	0.6145
ATP13A1	0.654666666666667
SIDT1	2.03525
C1RL	0.969833333333333
PRKRA	-0.308
TLN1	0.2806
RP11-50D16.3	-0.4395
MITF	-2.14225
GYS1	-0.108
LYG1	-0.693333333333333
NSMCE4A	-0.5225
DNAI1	1.649
HOXD11	-1.2625
FNBP1L	2.3828
DHX35	-0.81925
LCE3E	0.57275
SLC33A1	0.92625
DCLK3	0.0981666666666667
TRIM33	-0.494
TMCC3	0.477666666666667
FBXO42	-0.382333333333333
C1orf27	0.5665
C17orf50	0.6485
RNF14	1.24008333333333
SLC4A8	-1.234875
RAB3IP	0.5491
COX6C	3.90728571428571
PCSK1	-4.0277
SLC13A1	0.331375
ARF6	1.175
KIAA1009	0.413125
HOXA13	-3.0095
HMGN1	-0.44575
CXADR	-4.411
MGC14436	0.6075
UTF1	1.55
TSC22D1	1.0492
BZRAP1	0.571833333333333
PUF60	0.878
SHC1	0.431
HOOK3	1.2805
LIMS2	-0.0363333333333333
BAHCC1	-2.007
CLCC1	0.479333333333333
ENTPD3	1.95666666666667
SMO	-2.1
PIK3R5	-0.34925
CDC14A	-1.30483333333333
KRT1	2.80075
ENOX2	0.896666666666667
FLJ22655	-1.124
FPRL1	-0.104
INTS6	0.6466
ZCCHC5	0.0415
SMC3	-0.793
C6orf123	0.739333333333333
FLJ20160	-1.036
LOC653391	-0.215166666666667
GSS	0.05925
NT5M	-0.558
SIX5	0.84575
TAF5	-1.149
KCNA1	0.554
ANLN	-2.9765
MGC45491	-1.3559
SSTR2	3.86225
LYPD4	0.1695
TH1L	-0.03175
CHRNA5	-1.741
PNMA6A	-1.5725
FLJ16369	-0.09
DLX2	-3.685
C6orf108	-0.207083333333333
ALDH3A2	0.587333333333333
CLEC1B	0.282166666666667
LEPREL2	-1.24425
FOXJ1	-0.181
OR1D4	0.621
PPIL4	-0.70125
MTRR	-1.47075
SLC27A3	0.797
HTR7	-1.4985
MIB2	-0.624125
BHMT	-1.549
A2ML1	0.5295
MSMB	3.46525
KIAA1383	1.75671428571429
TRUB2	0.179
PF4	0.714833333333333
IL1F5	0.5298
LRRC37B2	-0.1065
IPO4	-0.54825
FIGF	0.1445
QDPR	-2.26175
ZNF598	-0.71425
BOP1	-0.35775
MAPK12	-2.73633333333333
POLR1E	-2.168125
CEECAM1	0.61
INSRR	0.2055
SIPA1	1.04575
ULK4	1.265
BTN3A1	-0.8882
FABP5	-2.0198
KBTBD3	0.800833333333333
SORT1	0.130666666666667
YWHAQ	-0.120625
LRIT1	0.167
KIAA1704	-0.578
MEIS2	-2.6257
ENOSF1	0.4065
PCDH7	-0.287857142857143
FZD9	-1.2815
RPLP1	-0.325333333333333
ZNF75A	1.07275
P4HA3	3.707625
NKX6-1	-0.083
CTA-216E10.6	-0.6435
IFT140	1.717
DENND1A	-0.214916666666667
ALCAM	0.297
ABHD2	2.20077272727273
QPRT	-2.87416666666667
TRAM1	0.934928571428572
ATP1B4	0.4395
NUP37	-1.715
SAA3P	-1.2865
SLC22A6	0.36775
KIAA0265	0.548
ZNF41	0.4175
ADAM19	0.2418
ERAF	-1.0215
DEFB119	0.00475000000000001
DNMT3B	-3.09683333333333
SNF1LK2	-1.4965
MGC24039	-0.513166666666667
TAS2R48	-0.659
PNLDC1	1.889
ADAMTS16	0.307875
TMEM92	-1.64266666666667
CCT8	-0.571416666666667
POGZ	1.04941666666667
N-PAC	1.43675
GUCA1B	-0.290666666666667
ZZEF1	-0.132333333333333
OR2C3	0.2435
ZNF334	-2.47066666666667
RANBP6	0.9045
LDHB	-3.90358333333333
BAMBI	0.922875
RAB5B	1.7595
FOXB1	1.53525
MRPS12	-0.5275
MRGPRF	0.657875
CRIPT	-0.6155
CYP2D7P1	-0.5715
RYR1	-0.25575
NDUFA2	0.6495
TRIP12	0.8415
KCNE3	2.0485
MOBKL2B	-0.5342
MIOX	-0.19025
ACOT7	-1.774375
FGF6	0.7375
RASSF5	-1.3495
ATAD3B	-1.77566666666667
IKZF3	-0.1655
H3F3B	1.08578571428571
C6orf91	1.6795
SEC11C	-0.722
TMEM14C	0.05975
KIAA1632	-0.064875
SLC38A4	-0.469
FGFR3	0.541833333333333
HES7	1.6425
HINT3	-0.3775
ARIH1	-0.4835
FLJ35880	-3.01475
C1orf129	0.573
POU6F1	-0.52375
RPL32	-0.667125
BBS1	1.41366666666667
RGPD5	-0.173
SULT1C2	-1.4435
KDELC1	-2.31725
PIP5K3	-0.276666666666667
CHI3L1	0.7451
CSDA	-1.16941666666667
VTCN1	4.011
WDR62	-0.9955
TMEM170	-1.018
KIF2A	-1.85775
C6orf182	-1.40866666666667
ARL6IP6	-1.9075
ZCCHC9	-1.692
RARB	-0.530333333333333
ZNF320	0.522625
DHX15	0.326375
PICALM	-0.562166666666667
CNOT6	0.392166666666667
HIST1H1A	-0.66875
ZNF702	1.00416666666667
OR1E2	0.872
HLF	-1.546
LOC442582	-1.564
KIAA0494	0.994375
TCF4	0.7208
APOBEC3B	-0.8225
FAM54B	0.4545
MYH2	-2.1945
FXN	-0.431833333333333
C12orf59	0.4785
PAEP	-1.40225
SPG11	0.566
VN1R4	-0.59025
KCNJ13	-0.46975
NOC3L	-0.95175
C5orf36	1.1375
CPAMD8	2.57725
MLN	-1.0447
FLJ11184	-0.0695
TIAM1	1.575
OR10J3	0.193
OR52E2	-0.809
PBX1	3.057
UBL7	0.158166666666667
PXMP2	0.2125
SYTL1	0.837
FAM126B	0.68125
ZNF711	-2.153125
GGA1	-0.8645
VAMP4	0.7955
BCAP29	0.3596
C20orf19	-1.556
ZNF275	-0.235125
NEK6	-0.02125
SETD8	-0.259583333333333
HEXIM1	1.27925
SULT1A2	-0.323625
KLHL9	1.4465
SLC39A12	-0.062
ARHGEF16	0.5355
SCN1A	-1.11566666666667
HNRPH1	-0.745333333333333
C9orf103	1.69125
ECE1	1.183
MED18	-2.672
TEX13B	0.4515
SNN	1.06025
C6orf62	-0.114333333333333
WNT3A	0.0841
IL22RA2	0.207
MGC21881	-0.038125
GABBR1	-0.0105
YIPF6	0.349
PROX1	-2.71766666666667
PPP1R1B	0.0195
LANCL2	0.3628
SCN3A	-1.24766666666667
SSRP1	-1.14616666666667
ASXL2	-0.68475
RPE65	1.048
SNAI1	-0.41
EFNA2	-0.094
CLDN9	0.328
TP53I13	1.062625
LOC375748	0.73325
C9orf7	1.579
C14orf178	-1.378
GC	-1.3035
IER3	2.57
KCTD10	0.38225
FLJ45717	1.201
ADC	1.75016666666667
LOC285908	-0.82725
MLL3	0.357
KIAA1787	-0.1665
MGC31957	-0.0745
MUC5B	1.70616666666667
ZNF193	0.25675
CSRP1	1.49525
MOSPD1	-0.046
C21orf49	-0.3895
RAD1	-0.94125
ANKRD34	-0.61225
NFRKB	-0.752
FANCA	-3.419
VTI1A	0.177714285714286
PCBP3	-0.615833333333333
BFSP2	-1.95225
ZNF354C	0.0295714285714286
FRMPD4	-0.442
IKBKG	0.292333333333333
LOC441046	-0.048
UNQ9438	0.075
TM4SF20	-0.1165
MAGEC1	-4.83575
AMMECR1	-1.323875
GLDN	1.07
TTC30B	1.825
SEC13	-0.3168
EGF	3.082875
HAGH	1.37675
VSIG1	0.510666666666667
NHLH2	-0.42575
NCAPD3	-1.608
MGC16121	-0.643
HIATL2	-0.484
BRCC3	0.902666666666667
LCE2D	0.8575
TMEM79	1.95625
GTF3C5	-0.474
AKR1C4	-1.4856
C3orf59	2.840875
RBM26	-0.338875
DUSP14	0.388666666666667
AP4M1	0.746666666666667
RIMBP2	-1.354
ABCC2	-4.463
DNAJC16	0.381
TTC12	-0.192833333333333
SNX13	-0.818666666666667
C6orf168	-1.6145
C1orf100	-1.33725
CSPP1	-0.528666666666667
LRRC56	0.82725
OR1J2	0.389
THY1	0.2234
KIT	0.213
TBC1D8	0.1375
EPHA7	0.09725
SOLH	0.089
SVIP	0.5825
ZNF294	-0.358
HAND2	1.75033333333333
CENTB2	1.21033333333333
MARVELD3	1.663
CREB3	0.37
KRTAP1-5	-4.12375
OR8K1	0.391
MED25	1.359
FDX1	-1.67183333333333
FAM19A1	0.0975
IL13RA1	1.6323
ZNF627	1.0165
NHP2L1	-1.103125
EIF2B2	-0.201625
ZNF593	0.07375
WIPI2	-0.0770833333333333
RANBP1	-2.07
TAS2R7	0.09
LOC283514	-1.3085
CSNK2B	-0.1105
CFHR1	-0.9085
DKFZP434O047	0.352833333333333
WBP11	-0.279
TEX2	0.99925
GALNT2	-0.573666666666667
FLJ33360	0.76325
WNT9A	0.42925
IL29	0.9665
STK3	1.42144444444444
REPS2	1.693125
FAM78A	-2.2755
MGC3207	-0.0645
FCGR3A	6.2965
H2AFY2	0.87325
RNF150	1.38
CCNK	0.046125
VEZT	1.40533333333333
FSHR	0.218
C1orf66	0.781666666666667
LCE2B	0.1826
CD200	-1.221
ORMDL1	-0.203125
OR51S1	0.2175
KRT83	0.81875
COL19A1	-0.3755
POL3S	-0.33325
ZNF468	0.407166666666667
BAG3	2.23675
C1GALT1	-1.92
CA5A	-4.434
DKK4	-1.874
SGK2	-1.23875
PIK3C2G	1.005
USP11	-0.11525
IMPA2	-3.943
PRKDC	-0.400285714285714
MSR1	2.287
PDCD6IP	0.59575
FAM122A	-0.41375
ZNF740	-0.314
ATXN2	-0.183833333333333
SLC17A4	0.379333333333333
RAXL1	-0.940666666666667
RS1	0.092
NET1	0.575666666666667
NPY1R	6.78333333333333
MVD	-1.14025
C11orf61	-1.69775
CHDH	1.486
GCNT2	1.82907142857143
LGALS12	-2.1905
IK	-0.0976666666666667
C7orf41	-0.616222222222222
SURF4	-0.171
C1orf91	0.331166666666667
BCS1L	-0.644333333333333
C20orf141	0.273666666666667
BCAS2	-1.1865
ACE2	-1.2825
ICT1	0.61775
CD79B	0.25925
