Hybridization REF	TCGA-AO-A0JE-01A-11R-A056-07
ATXN3	0.500416666666667
TRIM27	0.2725
CDC42EP2	1.5225
CHP	0.807928571428571
SOX17	2.36175
ZNF259	-0.892833333333333
CHCHD1	0.731
ZDHHC19	0.4645
GBP2	3.79
GARNL3	0.764375
MRC2	0.962
C1orf52	-0.5805
AOF2	-0.821833333333333
LRPPRC	-0.4646
ACVR1C	-0.764833333333333
TM4SF18	2.625
TMEM169	-0.207333333333333
PPP1R16A	-0.533
EBF1	1.068
RRS1	1.41183333333333
SNX2	-0.6585
OR2T2	0.5465
RBX1	-0.301
ANKRD54	0.2785
TSNAX	0.6875
TMEM83	-2.17375
ZBTB7A	-0.189
ATM	-1.4605
LOC338328	2.04616666666667
TIE1	1.40383333333333
HIST1H3G	0.976666666666666
PASD1	-4.0705
TINAG	0.54275
PCDHAC2	-0.15
LRRC15	2.1655
WBSCR17	1.372
TFF2	1.297
PARP2	0.0325
NDFIP2	-0.433
PCDHGB2	0.809
WDR60	-1.00325
MAP7D2	-1.4467
USP45	-1.40875
GSDML	-1.75625
TNS1	1.2194
PLCD4	-0.75925
IQCD	1.80533333333333
SMPX	-2.43375
CD9	0.878166666666667
SRGN	1.75475
CASP7	1.723875
INOC1	0.162166666666667
DKFZp451M2119	-2.0025
VMAC	1.5665
USP53	-0.1741
CAMK1G	-0.16525
TMEM106A	1.314
CDC20	-1.4354
ACSL5	1.03033333333333
CBWD5	-1.092875
C1orf87	-1.4035
KIAA1274	2.048
PRUNE2	-2.25442857142857
LYPLA2	-0.4725
DOK6	-1.23716666666667
GPR149	0.1645
FAM30A	3.97925
TMEM129	0.2075
SLC35B3	1.19325
ACPP	-0.1585
LOC200261	-0.6635
SLC4A7	-0.5092
CCDC40	2.72775
GART	-0.953625
THOP1	-1.032
SCARB1	-1.43675
CACNA1F	-0.5635
TRIAP1	-0.143166666666667
SYT14L	0.9015
SFRS8	-1.13116666666667
PBOV1	0.2935
GOLSYN	0.3445
GJB7	-0.9525
CAMK2N1	-0.13775
GREM1	4.50741666666667
FLJ20433	0.8675
QPCT	-2.47125
PRKAG2	1.24266666666667
H2AFX	-1.42675
C6orf154	0.78525
PLOD3	-1.49325
ZBTB39	-1.05966666666667
WASF3	-1.04566666666667
DRG1	0.1105
PRR4	-0.476
SPCS1	-1.2005
KDELR3	1.2575
SRP19	0.0548333333333333
GABRA6	0.686666666666667
MFSD1	1.2425
MMEL1	1.00425
PDXDC2	0.4521
BUB1	-2.82455555555556
RNF138	-0.57425
MYLPF	-0.520666666666667
AIF1	1.70116666666667
DYNLRB1	0.4026
HCN3	-1.33766666666667
HIST1H2AI	0.17625
MAP4K5	0.456833333333333
LASP1	1.615125
LOC130951	0.4325
PLAA	-0.020875
KRT6A	-2.0545
C6orf117	-0.250125
ARHGAP23	-0.9405
PTF1A	0.3635
GPHA2	-0.5415
LCE3B	0.50725
MCL1	0.773357142857143
EHBP1	-0.7465
PRNP	-0.750375
ZSCAN1	1.079
C1orf113	-0.405
FOXA3	-1.83875
NEB	2.80325
ASGR1	-4.057
CTGF	2.3455
RAB17	-0.645666666666667
MST101	-0.62675
JARID1B	0.269
USP37	-0.9421
PTBP1	-0.530833333333333
PTPN7	0.5255
CDC7	-1.46533333333333
SNX7	0.39925
ZNF335	0.2435
CPT2	-0.75075
HEATR1	-0.10025
HSPC152	-0.359375
C5orf40	0.2835
PSME1	0.8895
STAG3	-1.28
TMEM154	2.34316666666667
KLHL32	-0.628
TSGA10IP	-1.2655
SUV420H2	-0.337
SF1	-0.9902
2'-PDE	-0.118625
PNLIPRP2	-1.1735
TRSPAP1	-0.517583333333333
NUP210	-1.69766666666667
ANP32C	0.237666666666667
RAB11B	0.324333333333333
ASB15	0.6655
ITGB3BP	-2.09775
UBASH3A	0.10275
YWHAB	0.168125
TPRX1	-0.138
LY6G5C	0.157875
SLC7A2	-2.066
CLK1	0.3155
HSD3B7	0.471833333333333
VDR	3.32675
C16orf74	-0.73975
ACE	0.57475
PSMA2	-0.581833333333333
CCDC131	-1.017375
ZNF213	1.0885
EML2	-1.69825
ALS2CR13	0.0598333333333334
GLYATL1	3.233
DSPP	-0.1985
DHFRL1	0.388875
C10orf30	-0.648166666666667
SH3RF2	-0.857833333333333
LOC197322	-0.210333333333333
DLL3	-1.8795
TIGD7	1.9905
GFRA3	0.17225
CPA1	-0.18
RTN4	-0.556
PPT2	-1.867
FASLG	4.89083333333333
FOXP4	0.3485
RPL26	-0.1817
GNL3L	-2.05383333333333
FMR1NB	0.199
CD163	7.47775
SGPP2	1.03525
GIMAP2	1.36475
CD37	1.87766666666667
DPT	4.5595
NBLA00301	1.91075
RGS5	1.75641666666667
C9orf4	0.1295
ACTL8	-2.25616666666667
PRKAR2B	-0.261375
OPLAH	0.119
C20orf134	2.89675
SPACA5	0.26925
TBL1X	-0.730166666666667
TSPYL3	0.217
CHCHD3	-1.22625
CRKRS	0.6285
GPR65	5.516
DFFA	-0.73425
FUT1	0.06975
C6orf204	-0.595
TMEM51	1.0325
ZNF580	0.199
CMTM2	0.783
C20orf200	-1.48
EZH1	-0.540833333333333
FDX1L	-0.14575
MRPL32	-0.02275
PCAF	-0.7566
ALOX15B	2.892
CD59	1.17020833333333
CDK9	0.0855
ERP29	0.128166666666667
TTR	-5.598
BCMO1	0.4925
DDIT4	0.039
PTGDS	2.9735
C3orf63	-0.660666666666667
BST2	1.3825
CYP1A2	-0.849
C5orf25	-0.80775
STX1A	1.06047058823529
OR2A12	0.206
SH3BP5L	0.2905
SERINC5	0.810625
USP6	-0.4819
MRPL3	-0.160666666666667
POMP	0.00712499999999999
INPP4B	-0.74925
GMPPB	0.598
EAPP	1.11825
AHSA1	-0.57475
ABCA11	0.389
SLC5A6	0.533
HIVEP2	1.097
SUMO2	0.2865
KIAA1822L	3.90633333333333
C11orf67	1.54475
TXK	-0.321142857142857
PHCA	0.216
ICAM4	-2.20866666666667
FPGS	0.436833333333333
SNRPA1	-1.07425
KCNJ4	-1.132
KIF6	-0.584
HIST1H2BG	1.38066666666667
SLC5A5	0.713
ZNF354B	-0.573166666666667
IL12RB2	1.7485
C11orf76	0.539
GAL3ST2	-0.1575
AIFM2	0.531125
SYNC1	0.386875
UBL3	0.308
PIK3CG	-0.450833333333333
NLN	0.2496
BCORL1	-0.435
CD5L	-0.1885
ZNF238	1.69616666666667
KIAA1394	-0.1905
C16orf55	-0.1727
CYP3A7	-2.66875
KRTAP3-1	-2.4395
TFDP1	-1.19166666666667
MND1	-2.419
NODAL	-0.0735
GTPBP4	-0.5
TUBGCP2	0.49375
SLITRK5	-0.25725
CIC	-0.23925
CD79A	1.8115
SAMD14	0.712166666666667
TNPO3	-1.3055
OR10G3	1.1065
OR10G8	0.232
CCDC111	-0.1735
HOXC9	1.58525
DCUN1D1	0.99825
CYB5R1	1.65925
TSR2	-0.557
DAB2IP	0.8098
SLC6A5	0.5945
RAB3D	2.32225
DCUN1D4	-0.3285
ERBB3	-0.272166666666667
SDC1	2.6615
ATP6V1H	-0.766
SYK	1.23
ST20	0.03775
C13orf30	0.356
WDR40A	-0.0478333333333333
ADMR	0.5475
LOC388335	1.8635
ACSM1	4.01
TDG	-0.831583333333333
FLJ11235	0.293
MRPS5	-0.456833333333333
AGPAT2	0.0258333333333333
SLC12A1	0.735
CYP27A1	-1.1755
THAP7	-1.00325
XPO1	-0.60225
ALMS1L	-0.12
C1orf2	-0.2295
ZNF777	-0.235166666666667
CAMK2A	-0.0796666666666667
SMC1B	3.13425
IHPK2	-0.415066666666667
LEMD1	-3.54075
NKD2	0.4512
CLU	2.07878571428571
ARMETL1	1.2075
PABPC4	-1.171
CXCL12	2.81566666666667
TFAP2C	1.0215
TTTY8	0.5545
ABCB10	-0.622
ENDOD1	0.760833333333333
IDI1	-1.009
KCTD6	-0.757
CCDC105	1.079
ULBP2	-1.16166666666667
ZDHHC5	0.51625
WNT8A	-0.47425
COMMD10	0.04825
KLHL12	0.222125
GPR50	0.436
NR5A2	0.1845
OXGR1	0.207
EHD3	0.3815
CAPRIN2	-1.118625
KLRC3	-2.61825
SF3B1	-0.00749999999999997
IPO7	-0.72425
ALDH1A1	-0.560666666666667
ANKRD5	1.955
TSNARE1	0.6455
DDEFL1	0.52225
RNASEL	1.33983333333333
DNAH9	-1.36575
HELLS	-1.1
TNS4	0.1415
NAV1	-0.6528
KIAA1409	-0.38725
C20orf26	3.3315
TUBG1	-1.2905
IRX2	1.248
CNGA4	0.0235
MGC50559	2.21383333333333
OR4K17	0.555833333333333
TM2D2	0.534416666666667
FAM32A	0.00499999999999999
TXNDC14	-0.46475
CCBL1	-1.186
ANK1	-2.6741
PRSS23	-0.340625
PPM1L	0.488
SPATA20	-0.2845
APCS	0.30425
C14orf122	0.543833333333333
PSMB5	0.65575
C6orf10	0.1196
SETDB2	-0.0878333333333333
SPNS3	-0.7615
SGMS2	1.47533333333333
MXD3	-0.882
MON2	-0.229
CARTPT	0.00133333333333337
HNF4A	-0.6625
RABEP1	-0.1544
TNFRSF10B	-1.179875
USH1G	0.0215
PPAP2B	-0.513
TMEM16K	-0.71
CTDSP1	0.522666666666667
CDK5R1	-0.453666666666667
GABRR1	0.3805
OPN1LW	-0.1
FAM98C	0.468125
DBN1	0.130625
ACAD10	-0.604416666666667
QTRTD1	-0.24425
WNK3	-1.45516666666667
RPS19	-0.93525
C1QB	3.690125
OTUD5	-0.628375
SLC41A2	3.14583333333333
TMEM22	-1.78233333333333
KHSRP	-0.858833333333333
TNFRSF11A	1.29016666666667
FBL	-1.50466666666667
IBTK	-0.582833333333333
OXER1	0.043
CBLN4	1.74125
GPR172B	0.8155
CFTR	1.493
VSX1	0.5005
CAMK1D	0.52975
LOXL3	-2.1215
RTP4	3.013
SLFNL1	0.2995
KIAA0828	-0.01775
PAR5	0.3055
LOC723972	0.27325
GDI2	0.427125
CEBPA	0.6914
MLF2	-0.274833333333333
AFMID	0.00525
ALOX12B	-0.5105
BPHL	-0.462
COX5B	-0.39875
S100A10	0.3975
THOC6	1.539
NHN1	-0.31675
RRP12	0.339166666666667
ARID3B	-2.26275
CD3G	-0.0793333333333333
KIAA0133	0.205
NAT11	-1.704
PPAT	-1.752
SIRT3	0.7262
TCERG1L	-1.827
NIPA1	-0.4351
DPP8	-0.3441
IL7R	0.795833333333333
ZFP64	0.767583333333333
DMAP1	0.1084
TRMT12	1.9675
TLR4	2.4476
WFIKKN2	0.348
RAB12	0.1055
DDX51	-0.461666666666667
KIAA1086	-1.425
ZNF295	-0.296333333333333
ACVR2B	-2.30164285714286
LOC494150	-0.1555
ZNF517	-0.1515
DNASE1L2	-0.471666666666667
SUFU	0.69275
LOC283677	0.001
LMO3	1.031
PPP2R5D	-0.320166666666667
ZNF587	0.236
HIST4H4	0.56675
CYP2C8	1.1015
C1orf80	0.707
DOCK5	-0.533333333333333
C9orf24	-0.22875
OR5AR1	-0.714
C11orf24	0.77175
UNQ1940	-0.45125
CAP2	-1.23416666666667
TIMM44	-0.79775
DSEL	-0.7483
ROM1	1.59225
FBXO4	1.75675
MYLC2PL	-1.74375
MLH3	1.2325
NOX1	0.2615
DPEP2	2.85125
DNAJB5	0.5455
RLTPR	0.3075
MBIP	-0.829833333333333
COPB1	-0.2395
SFTPA1B	0.065
C10orf4	0.2959
PRELID1	-0.93275
NOLA1	-0.86075
C19orf24	0.23725
TLR9	-1.3445
HLA-DMA	4.35475
HCRP1	-0.716
GPR137	0.187
ITGA11	2.54966666666667
PHF13	-0.551
MARK4	0.0211666666666667
METTL4	0.29225
MBD3	-0.8922
LOC134145	0.0545
FGF3	0.4055
SLC35A3	-0.14325
CLEC16A	0.64
AMOTL1	-0.840333333333333
FLJ31438	-1.10875
PAICS	-0.8245
TOMM40L	0.756
MMD	-0.76
KLK10	-1.4802
NIT2	-0.372
SERPINB10	1.04775
KLF15	-0.5977
CCDC5	-0.84975
WSB2	-0.06025
ME3	0.548125
CACYBP	-0.685333333333333
TCTN2	0.2735
JAK1	0.81025
C2orf25	-0.45175
GPD2	2.144
FBXL11	1.00333333333333
CDV3	-0.248833333333333
GALNT11	-0.5635
NDUFA12L	-0.63
FLOT1	-0.5405
TOR1AIP2	2.154
MMP25	-0.18825
C1orf164	-0.7384
CHST5	0.21
LYRM4	-0.4194
GPER	-2.661
HIPK2	0.52475
DAP	1.0554
ZMIZ1	0.8
DDX58	3.797
DCC1	-1.99125
AKT1	-0.30475
ENPP6	1.27116666666667
ERVWE1	-0.482166666666667
CDC34	-0.725
RNF125	-2.19
CASC1	4.479
SHROOM2	-0.24775
RRM2B	-0.1545
COL6A3	1.57475
TMEFF1	-1.54975
PLEKHA4	-0.3086
LYSMD1	1.218
SEPT1	0.0496666666666667
AOF1	0.03475
GNPAT	0.165
WDR18	0.15625
HSD17B12	0.824166666666667
HIST1H2BM	1.41366666666667
INDOL1	0.802166666666667
SUDS3	0.62125
C1orf192	1.0605
CYP2B6	-0.57
TBC1D2	1.7215
SLC25A12	-0.2375
ERCC6L	-1.23866666666667
MGC10814	-1.86
POLR2C	-0.8555
ZNF77	-0.3975
EIF3K	-0.5346
HPX	4.72625
ANKRD27	-0.85925
MALAT1	-2.232875
PLB1	1.08083333333333
HRNBP3	-1.220875
CPSF4	-1.4965
OR52N2	0.1975
PIP5KL1	-1.4025
GH1	0.28725
HPS5	-0.1555
SLFN5	1.837625
POP5	0.343833333333333
OVOS2	-4.1665
C20orf108	0.73225
MARS	-1.1185
CLRN3	1.757
ARSE	-1.18766666666667
PPIE	-0.506666666666667
PHACS	0.117333333333333
GP5	-0.5925
IL8RB	1.61583333333333
FCRLA	-1.255125
ARRDC1	0.8921
KRTAP9-4	0.25475
ZNF613	1.83
OR11A1	0.804
TMEM132B	-2.505625
PGLS	0.2275
BSND	-2.55433333333333
KCNK18	0.7345
FOXD4	-0.04725
SV2C	1.35675
LCN2	3.15516666666667
ZNF490	0.6358
C3orf15	1.7063
CACNA2D4	-1.26183333333333
CBX5	-0.79175
MAGEB4	0.00266666666666669
BOLA1	0.86325
PPP2R5E	0.07425
COL5A1	1.9045
ASB7	0.404
SFT2D1	0.557
DERL1	1.9096
RABL2A	0.702666666666667
MOAP1	-0.49025
KIAA1545	0.39
F3	1.50525
PLEKHM2	-0.73625
CCDC89	1.29733333333333
EFCAB1	0.808125
TMEM48	0.19625
SEPHS2	0.34625
PYGM	-0.229
PRICKLE1	1.861
WNT5B	-0.43025
TAS2R38	-0.2165
IMP5	0.11875
KHDRBS1	0.2218
LARS2	-1.01666666666667
C3orf28	-0.633
FTCD	-3.316
C10orf68	2.04283333333333
DGAT2L3	0.4795
PSEN1	1.1035
MGC33657	2.4375
PLA2G4B	0.00500000000000001
CDKN2A	0.168416666666667
DLX1	-1.0195
TSHB	0.395
C18orf37	0.471
MEX3C	0.5165
MAMDC2	-0.6095
PDIA4	0.536416666666667
ATP5E	-0.2325
CASP2	-0.714214285714286
SERBP1	-0.450807692307692
ZNF341	0.2865
TESC	-2.411
TMEM31	-1.02075
OR51I2	1.624
YTHDC1	0.715785714285714
JUN	-0.409833333333333
AGMAT	-3.6635
PCNXL2	0.1685
ATAD5	-1.22275
STK38	-0.007
AZI1	-0.2755
RBP1	1.5955
C4orf26	-0.4755
KIAA1026	0.544125
TMEM101	0.75075
HSFX1	-0.6165
TREX1	1.09775
C18orf10	-0.3074
TRIM15	-3.03675
CA6	0.109857142857143
CEP57	-0.17525
AR	3.898
SESN2	-1.17066666666667
KIF3C	-0.4055
EPB41L5	-0.174625
ARHGEF10	-1.70704545454545
POLR3D	-0.603125
INDO	2.1565
GABRA3	-0.3695
SCG5	-0.0733
E2F3	-0.3449
TIGD5	0.17725
FGD6	1.00925
KLHL3	-0.08275
SCGB3A2	-0.9535
URP2	1.03233333333333
ATP6V1B1	1.6761
CALML6	0.0715
LOC100049076	0.2755
TMF1	-0.17275
LOC388503	-0.6195
CDH5	3.12325
RPS6KC1	0.323333333333333
DAAM1	1.1175
TNFRSF10D	-0.4995
GSTT1	0.7014
INPP5A	0.27975
TRAF3IP1	0.6317
SMARCE1	-0.245214285714286
VRK1	-0.657
TTC16	2.461
AARS	-0.7765
ARHGAP27	0.582166666666667
ZAK	-1.42985714285714
ACSM2B	-2.2455
TRAP1	-0.120166666666667
MRPL53	-0.17475
RNF44	-0.489
NPTXR	0.46625
DPYSL3	2.46416666666667
APP	1.364
GLS2	-2.486
MNX1	-1.259
CMTM7	-0.69925
OR10A7	0.274
NYD-SP21	2.574
ORC5L	-1.055
SLC16A10	1.383
TMEM178	-1.085
LOC441601	-4.57275
PTGIS	1.415
KBTBD7	1.10375
C19orf41	0.0105
CEACAM3	-0.521916666666667
KRT23	-2.86075
SERHL	3.252
PNKD	0.1676875
UBC	0.99625
ATRN	0.04075
HAPLN1	0.40325
RANGAP1	-0.954
C10orf26	1.373
KCNA7	-0.503
SRY	-0.0715
LOC376693	-0.897
HIST1H2BF	1.641
CDCA8	-1.69816666666667
MLC1	2.97875
TNIP3	5.1305
OR4D1	0.5855
IFT52	0.123666666666667
GOLT1A	0.533333333333333
UTP20	-0.01
RP3-402G11.5	-0.172375
PRSS33	-1.39175
PMPCA	-1.29225
APOB48R	2.83133333333333
GLTP	0.35975
MPL	0.90625
C9orf78	-0.57975
ADAM12	1.900375
CSPG4	-1.682
LOC144305	-0.083
KRTAP4-10	-0.302
PAK1	1.3555
ADCY7	0.4131
TAS2R43	-0.424
FRAS1	-1.77571428571429
PPP1R14A	-0.283833333333333
OR2B6	-1.779
ATP13A1	-0.4
SIDT1	3.21025
C1RL	1.80116666666667
PRKRA	-0.1635
TLN1	0.5338
RP11-50D16.3	0.28925
MITF	-0.949416666666667
GYS1	-0.39275
LYG1	0.4065
NSMCE4A	-0.4197
DNAI1	0.62225
HOXD11	-1.5165
FNBP1L	1.8145
DHX35	0.14475
LCE3E	0.243375
SLC33A1	1.48425
DCLK3	-0.173
TRIM33	-1.103
TMCC3	0.9765
FBXO42	-0.101333333333333
C1orf27	-0.2643
C17orf50	0.6175
RNF14	0.440916666666667
SLC4A8	-0.00675
RAB3IP	-0.9967
COX6C	-0.794071428571429
PCSK1	-3.883
SLC13A1	0.206125
ARF6	0.691666666666667
KIAA1009	-0.035
HOXA13	-3.7315
HMGN1	-0.25175
CXADR	-0.675583333333333
MGC14436	0.289
UTF1	1.1395
TSC22D1	0.6859
BZRAP1	0.831666666666667
PUF60	0.36825
SHC1	-0.34125
HOOK3	0.4999
LIMS2	1.47383333333333
BAHCC1	0.208666666666667
CLCC1	1.10216666666667
ENTPD3	2.96383333333333
SMO	-1.31
PIK3R5	0.52175
CDC14A	-0.789083333333333
KRT1	2.581
ENOX2	-0.411
FLJ22655	-0.25475
FPRL1	2.275
INTS6	0.1711
ZCCHC5	0.958
SMC3	-0.767
C6orf123	2.6615
FLJ20160	0.68925
LOC653391	0.0748333333333334
GSS	0.00625
NT5M	-0.82075
SIX5	-0.05075
TAF5	-0.203
KCNA1	0.5885
ANLN	-1.53833333333333
MGC45491	-1.3805
SSTR2	2.83675
LYPD4	1.0675
TH1L	-0.448
CHRNA5	-3.7195
PNMA6A	-1.583
FLJ16369	0.5695
DLX2	-1.278
C6orf108	-0.24
ALDH3A2	-1.00383333333333
CLEC1B	1.22066666666667
LEPREL2	-0.03825
FOXJ1	-0.6159
OR1D4	0.4565
PPIL4	0.32275
MTRR	0.1195
SLC27A3	0.8895
HTR7	-0.849
MIB2	-0.435875
BHMT	-1.6155
A2ML1	0.8065
MSMB	-1.013875
KIAA1383	1.838
TRUB2	-0.317
PF4	0.513666666666667
IL1F5	1.41216666666667
LRRC37B2	0.73425
IPO4	0.12375
FIGF	1.272
QDPR	0.129
ZNF598	-0.19075
BOP1	-0.05525
MAPK12	-1.92583333333333
POLR1E	-1.742125
CEECAM1	0.249166666666667
INSRR	0.270666666666667
SIPA1	0.78725
ULK4	-0.4935
BTN3A1	1.4213
FABP5	-0.4498
KBTBD3	0.314
SORT1	-0.981333333333333
YWHAQ	-0.1998125
LRIT1	-0.1765
KIAA1704	-0.4268
MEIS2	-1.5139
ENOSF1	-0.393166666666667
PCDH7	1.24985714285714
FZD9	-1.64016666666667
RPLP1	0.499666666666667
ZNF75A	1.6845
P4HA3	4.043875
NKX6-1	0.18525
CTA-216E10.6	0.4845
IFT140	1.1005
DENND1A	-0.350833333333333
ALCAM	3.5872
ABHD2	-0.0536818181818181
QPRT	0.697333333333333
TRAM1	1.53171428571429
ATP1B4	0.291875
NUP37	-0.9105
SAA3P	0.215
SLC22A6	-0.3505
KIAA0265	0.25375
ZNF41	0.1265
ADAM19	1.1796
ERAF	-0.62225
DEFB119	0.344916666666667
DNMT3B	-3.3285
SNF1LK2	-0.67275
MGC24039	-1.76191666666667
TAS2R48	-1.145
PNLDC1	0.8865
ADAMTS16	1.494625
TMEM92	-1.23433333333333
CCT8	-0.627583333333333
POGZ	0.36725
N-PAC	0.643
GUCA1B	-0.437666666666667
ZZEF1	-0.151666666666667
OR2C3	0.14625
ZNF334	-1.25016666666667
RANBP6	-0.383
LDHB	-2.49458333333333
BAMBI	-1.45825
RAB5B	0.84175
FOXB1	1.13375
MRPS12	-0.60175
MRGPRF	0.895375
CRIPT	-0.431
CYP2D7P1	-0.158
RYR1	0.554
NDUFA2	0.206375
TRIP12	0.37075
KCNE3	2.956
MOBKL2B	-0.3173
MIOX	-0.1345
ACOT7	-1.45725
FGF6	0.3015
RASSF5	-0.2517
ATAD3B	-1.85183333333333
IKZF3	0.3815
H3F3B	-0.6525
C6orf91	0.0495
SEC11C	0.539
TMEM14C	-0.4015
KIAA1632	-0.134875
SLC38A4	0.78825
FGFR3	-1.18708333333333
HES7	1.13225
HINT3	2.066
ARIH1	-0.0245
FLJ35880	-0.632
C1orf129	-0.054
POU6F1	-0.314875
RPL32	-0.442625
BBS1	0.468666666666667
RGPD5	0.2045
SULT1C2	-0.55375
KDELC1	-0.1345
PIP5K3	-0.829166666666667
CHI3L1	1.3785
CSDA	-0.309916666666667
VTCN1	4.484
WDR62	-1.4465
TMEM170	0.03725
KIF2A	-0.80175
C6orf182	-0.82
ARL6IP6	-1.654
ZCCHC9	-0.47275
RARB	1.25383333333333
ZNF320	0.841625
DHX15	-0.474125
PICALM	0.308166666666667
CNOT6	-0.289
HIST1H1A	0.0285
ZNF702	1.01266666666667
OR1E2	0.8405
HLF	-1.4324
LOC442582	-1.022
KIAA0494	0.369375
TCF4	1.3506
APOBEC3B	-0.21475
FAM54B	-0.25825
MYH2	-0.8405
FXN	-0.390166666666667
C12orf59	1.3155
PAEP	-1.118
SPG11	-0.543125
VN1R4	0.21875
KCNJ13	-1.068
NOC3L	0.03225
C5orf36	0.3365
CPAMD8	0.238
MLN	-0.1966
FLJ11184	-0.0935
TIAM1	0.124833333333333
OR10J3	-0.08
OR52E2	0.2035
PBX1	2.8126
UBL7	-0.650666666666667
PXMP2	-0.98
SYTL1	-1.809
FAM126B	-0.142
ZNF711	-0.025125
GGA1	-0.774666666666667
VAMP4	0.8925
BCAP29	0.4383
C20orf19	-1.074375
ZNF275	-0.299375
NEK6	0.784
SETD8	-0.652666666666667
HEXIM1	0.887166666666667
SULT1A2	0.535375
KLHL9	0.389
SLC39A12	3.50425
ARHGEF16	-0.313833333333333
SCN1A	-1.20383333333333
HNRPH1	-0.07725
C9orf103	2.033
ECE1	-0.0298333333333333
MED18	-2.848
TEX13B	0.4985
SNN	1.5445
C6orf62	0.717222222222222
WNT3A	0.9143
IL22RA2	3.335
MGC21881	-0.7685
GABBR1	-1.61625
YIPF6	-0.12475
PROX1	-2.3315
PPP1R1B	0.262
LANCL2	0.2356
SCN3A	-1.18216666666667
SSRP1	-0.763333333333333
ASXL2	-0.91475
RPE65	0.306
SNAI1	0.5065
EFNA2	-0.2425
CLDN9	0.228625
TP53I13	1.677
LOC375748	-1.0835
C9orf7	0.79475
C14orf178	-0.6045
GC	-0.267666666666667
IER3	-0.308333333333333
KCTD10	0.831
FLJ45717	1.1085
ADC	1.571
LOC285908	-0.849833333333334
MLL3	-1.058125
KIAA1787	-0.734
MGC31957	-0.47425
MUC5B	1.6175
ZNF193	-0.0805
CSRP1	0.367375
MOSPD1	-0.837833333333334
C21orf49	-0.348
RAD1	-0.161
ANKRD34	-0.19425
NFRKB	-0.896
FANCA	-3.021
VTI1A	0.583571428571428
PCBP3	-0.28
BFSP2	0.78025
ZNF354C	0.427
FRMPD4	0.00750000000000002
IKBKG	-0.147
LOC441046	1.438
UNQ9438	0.5525
TM4SF20	-0.00850000000000001
MAGEC1	1.9755
AMMECR1	-0.111375
GLDN	-0.984
TTC30B	1.51275
SEC13	-0.0563
EGF	2.36425
HAGH	0.565375
VSIG1	0.773666666666667
NHLH2	0.40075
NCAPD3	-1.841
MGC16121	-2.0725
HIATL2	-0.8795
BRCC3	0.266
LCE2D	1.074
TMEM79	0.03325
GTF3C5	-0.424
AKR1C4	0.301
C3orf59	0.44575
RBM26	-0.674875
DUSP14	0.351833333333333
AP4M1	-0.549
RIMBP2	-0.327
ABCC2	-0.573666666666667
DNAJC16	0.833666666666667
TTC12	1.2335
SNX13	0.352
C6orf168	-0.56775
C1orf100	-0.49375
CSPP1	-0.63125
LRRC56	1.222
OR1J2	0.025
THY1	1.4226
KIT	0.192166666666667
TBC1D8	0.7945
EPHA7	-0.74125
SOLH	-0.061125
SVIP	0.0825
ZNF294	-1.3355
HAND2	2.54816666666667
CENTB2	0.3405
MARVELD3	2.36825
CREB3	1.00883333333333
KRTAP1-5	-2.392
OR8K1	-0.05
MED25	0.1835
FDX1	-1.04466666666667
FAM19A1	0.0865
IL13RA1	2.1591
ZNF627	0.447333333333333
NHP2L1	-0.168125
EIF2B2	0.089
ZNF593	-0.07975
WIPI2	-0.37425
RANBP1	-1.09975
TAS2R7	-0.049
LOC283514	1.751
CSNK2B	-0.838
CFHR1	-0.071
DKFZP434O047	-0.552666666666667
WBP11	-0.743
TEX2	1.6015
GALNT2	-0.0631666666666666
FLJ33360	0.03425
WNT9A	0.117
IL29	0.96775
STK3	0.398555555555556
REPS2	0.41825
FAM78A	0.60425
MGC3207	-0.214
FCGR3A	7.5415
H2AFY2	1.87125
RNF150	-0.8295
CCNK	-0.08825
VEZT	1.10083333333333
FSHR	0.3055
C1orf66	-0.0316666666666667
LCE2B	0.7334
CD200	0.397
ORMDL1	-0.4895
OR51S1	0.5045
KRT83	-0.62225
COL19A1	-0.483
POL3S	-0.24275
ZNF468	1.22616666666667
BAG3	0.60475
C1GALT1	-0.4135
CA5A	-3.40225
DKK4	0.3175
SGK2	-2.418375
PIK3C2G	5.298
USP11	-0.1515
IMPA2	-0.119
PRKDC	-1.35171428571429
MSR1	4.962875
PDCD6IP	-0.545666666666667
FAM122A	-0.47525
ZNF740	-0.1585
ATXN2	-0.528166666666667
SLC17A4	-0.00933333333333334
RAXL1	-1.468
RS1	0.00824999999999999
NET1	-0.275833333333333
NPY1R	-3.05833333333333
MVD	-0.42625
C11orf61	-0.71975
CHDH	-0.9695
GCNT2	0.228785714285714
LGALS12	-1.622
IK	0.0975
C7orf41	-0.0185555555555555
SURF4	0.250333333333333
C1orf91	0.838833333333333
BCS1L	0.0531666666666667
C20orf141	0.637833333333333
BCAS2	-0.48575
ACE2	1.9015
ICT1	0.1215
CD79B	2.50625
MRPS9	0.26975
AADACL1	0.19525
IRS2	-1.025875
LUZP2	-1.2565
TMEM148	0.15375
ZNF514	-1.41383333333333
ADCK2	-0.4271
ZKSCAN1	-1.48478571428571
FASTKD2	-0.157
KCNMB3	1.12366666666667
POFUT2	-0.2098
GNG2	-0.2525
OR6Y1	0.049
FAM26A	2.54325
CAND2	-1.70975
FLYWCH2	2.127375
BCL6	1.16
MDH2	-0.459357142857143
