Hybridization REF	TCGA-A2-A0EU-01A-22R-A056-07
MGC16703	-1.91383333333333
SNAPC2	1.0035
FILIP1L	1.2345
RASGRP4	1.022
LRRC1	2.27375
GAS1	0.5335
PRAC	-1.43675
DGKA	-0.3165
NT5C3	-0.01225
PEG3	3.34783333333333
NADK	-0.513
PRR17	-0.379
LOC374569	-1.401
SGSH	-0.0793333333333334
NLRP8	0.0845
GALT	-1.0566
MCF2	0.6125
ZNF263	1.50325
TACSTD1	0.573333333333333
TYR	-6.7845
ATP6AP2	1.219
RNUXA	0.26875
ABHD10	-0.1213
GDPD2	2.17825
SLC35C1	-0.348
UBE2A	0.847625
HERC5	-1.4015
FAM112B	-5.07783333333333
FBXL16	0.5885
DKFZP434A0131	-0.819
ELA3A	-2.8735
RBM41	-0.148375
HAO2	0.322666666666667
RNH1	-0.096875
SHANK2	1.62133333333333
OSBP2	-1.659875
DAK	-0.215333333333333
C3orf58	0.0306666666666667
TCL1B	-0.1475
KBTBD2	-0.043875
SUGT1L1	0.82575
UBE2E2	-0.390833333333333
MYL9	2.2385
CDC23	0.0128333333333333
PBXIP1	0.6326
CXorf40B	2.0745
NBL1	0.654
RTBDN	-0.094
RAB11FIP5	0.467125
TTTY13	-0.6835
SCOTIN	-0.288
SOHLH1	-0.883666666666667
CDKN1A	1.04757142857143
NCK1	-0.14025
ZNF550	0.54925
SAPS3	0.608666666666667
SPIN3	1.28133333333333
MAGEE2	-1.24933333333333
MIS12	-0.039
OR8H2	-0.374
KIAA0774	-2.4202
UNC5D	-2.773
CUL7	-0.7705
LIPC	-3.4605
DIO1	4.31325
C20orf11	1.4287
CTRL	-1.5
HS3ST2	1.31925
PAK4	0.743333333333333
CCRL1	4.5155
RNF10	0.58575
ZNF567	0.4615
ZNF660	-0.9105
TCEAL3	3.283
MAGOH	-0.3025
CENPB	0.0976666666666667
C19orf7	0.711875
LOC388965	0.55475
ZCCHC13	0.72
JMJD1A	-0.5631
HIST1H4H	-0.2705
TBRG1	0.0342
GPC3	-4.877375
TAF1C	-1.245125
EBNA1BP2	-0.130166666666667
CIAPIN1	-0.419
PDGFRA	-1.38416666666667
CSTB	-0.89
CENPI	-1.78133333333333
GTF2E2	-1.71716666666667
RPP21	-0.43225
CCNF	-0.216333333333333
KCNQ3	0.7705
FAM79A	1.05775
SLC22A12	0.2765
NOVA1	-0.758666666666667
FZD3	-0.4072
AKAP8	0.13975
SOCS5	0.29025
CFDP1	-0.9395
DLG5	1.025
PGM5	-0.07225
C1orf144	-0.254583333333333
HDAC10	-0.975
RND2	0.871
C20orf199	-0.10775
RNMT	-0.778125
SLURP1	-0.237
ASTN1	-0.161625
SH3BGR	2.0785
MYCL1	-1.20171428571429
ZHX1	0.3155
CENPK	-2.191
FOSB	1.8827
LOC643406	1.125
C2orf59	-1.576125
TMEM135	0.696375
SLC27A2	0.98325
KRT33A	2.0285
OVOL1	1.66575
PAMCI	-3.2
S100A7	-0.7105
ZNF789	-1.8355
HARS2	0.3495
RPL23A	-0.649333333333333
TCF23	0.1595
UPF3B	-1.29675
C17orf78	-0.4845
HLA-DOB	-0.681166666666667
C14orf142	0.229
TEKT5	1.45333333333333
DMWD	0.1445
POLD1	-1.99683333333333
GSCL	-0.6745
CALD1	0.2617
SCRT1	-0.324
AIG1	2.95
UNC84B	-0.91875
ZNF404	-1.04
TMED6	-4.27625
KIAA1462	0.0245
LRRC27	1.79466666666667
PYGO1	0.1975
PIGU	-0.143166666666667
ALAS2	-3.9195
WRNIP1	0.4755
CNNM3	-0.022
ZNF2	0.3665
ST3GAL5	-1.06341666666667
MRPL23	-0.19275
TSSK6	-0.8055
PSMA6	-0.40675
C16orf70	-0.2835
KIAA1602	0.04625
ALMS1	0.615666666666667
DCN	2.335125
TMEM132D	-0.9205
SUCLG2	0.858
ABHD14A	0.0705
DEXI	0.487166666666667
AMPD2	-1.274
IFNAR2	-0.118666666666667
CYB5A	1.402
TLOC1	0.40335
NXF5	-1.28266666666667
NRBF2	0.0455
KCTD3	1.4735
ITGAE	-0.00116666666666665
SLC30A3	-2.66266666666667
ZRF1	-0.936
IFRD2	-0.887125
XAB1	-0.459
PYCR2	-0.2695
SERPINB3	-4.49
TMLHE	0.1665
GEFT	-1.786625
ABCA5	-0.210375
EMR4	-0.299166666666667
TSFM	0.376
HIST3H2BB	-0.76825
ARHGEF19	0.01525
TSPAN17	-0.0935
ABCC8	2.33325
MAP1S	0.0735
C22orf36	-0.865
BNC2	-0.0375714285714286
HIST1H4A	-1.7995
NDUFS3	0.2725
WDR3	-0.5625
XKR4	-1.472
TTC33	-0.155615384615385
STMN2	4.03525
CPN2	-0.975333333333333
HSPC105	1.317
PCOLCE2	-4.10075
C3orf55	0.4525
KLHDC9	2.93416666666667
TBC1D23	0.270875
ATXN2L	-0.687166666666667
MAP2K3	0.0633333333333333
SCAP	-0.439
ZNF486	1.43183333333333
C20orf96	1.14775
NARS	-0.15375
ADAMTSL1	-1.47292857142857
PRCC	0.0625
CCDC126	2.34
ZNF675	0.70325
CALCOCO1	0.55625
ANKRD43	-0.41025
CWF19L2	0.575
ZBTB32	1.70583333333333
BRAF	-0.40925
ODF4	0.79775
MGC14376	1.07566666666667
HORMAD1	-1.83333333333333
AAK1	-0.140636363636364
PEBP1	1.76741666666667
TNFSF5IP1	-0.420166666666667
DKFZp564N2472	0.5545
RMND1	0.8385
IGKV1-5	3.05775
COL1A2	2.96533333333333
SERPINA5	-0.933875
AANAT	0.166
C19orf21	1.35433333333333
GEMIN5	-0.036
UBR4	-0.594
LTBP3	0.351833333333333
AMHR2	-1.321
PROCR	-1.28825
MYBBP1A	-0.959
C20orf39	0.4665
ZNF697	0.193875
PASK	-0.6958
ZNF776	2.35583333333333
RFXDC2	0.2695
KIAA0467	-0.13475
C10orf96	-2.288
ZNF503	-1.581
GULP1	-1.88766666666667
KCNE4	3.39033333333333
DKFZp434K191	-1.608375
LOC196913	0.54
BHLHB4	0.335
CH25H	1.8725
LOC81691	0.0478333333333333
ALPL	0.234285714285714
COL12A1	3.082125
FOLR3	-2.72016666666667
GPR123	0.175714285714286
TRIM62	0.461285714285714
ABLIM1	0.454833333333333
MAST3	-0.54125
RHBDD1	0.350666666666667
LOC338809	1.5465
RYBP	1.2225
TTC26	-0.16
ZNF22	0.4685
ISCA2	0.05825
RDM1	-1.0815
PIGM	0.282
GNB3	-1.625
ACTR2	0.0681
HMGB1	0.28055
EDG1	2.692
SOAT2	0.3535
OR10AD1	0.949
RAP1GDS1	1.83141666666667
LCE1F	0.673
ESM1	0.473375
RCN3	1.879
CREBL1	-0.83425
DBNL	-0.549833333333333
PTGER3	3.804375
USP30	0.8265
BCL2L12	0.0965
KIF26B	2.44975
ZNF416	0.6945
ZNF225	0.846
C17orf70	0.074
ZNF554	1.21725
RAE1	-0.422333333333333
TNIK	-0.744
ACTN3	0.5335
MGC45922	-0.0105
CCNA1	0.187333333333333
RYK	0.469666666666667
IL26	0.922
LRP3	0.0893333333333333
QARS	-0.9095
SOX7	0.627857142857143
BID	-0.880125
OR2S2	-0.689
CXCL14	3.787
C11orf47	0.166
MGC29891	-0.291333333333333
HSPB8	3.5787
PRDM14	-1.529
NUFIP2	0.0085
MNAT1	-0.137875
ZDHHC2	-1.81658333333333
MBNL2	-0.192125
ADD3	-1.408625
CSNK2A1P	-0.60575
KLK6	-2.87116666666667
TMEM111	0.6216
KIAA1279	1.678
NUBP2	0.762333333333333
RAB42	-0.38275
ID3	-1.0745
TM9SF1	-0.3065
MDP-1	0.36525
POU4F2	0.44875
IQCK	2.24375
C16orf14	-0.19775
CAPN3	-1.45075
FAM43B	-0.947125
RECQL	-0.4625
AP1G1	0.151
CTNNBL1	0.0286666666666667
ECHDC1	-0.418666666666667
SMARCC1	0.1099
FOXQ1	-1.296625
GNAI3	0.229166666666667
POLG2	-1.61975
CD4	0.77675
ITLN1	-1.2875
EBI2	4.185
IRF1	0.8665
PTPRE	2.3044
PTK2B	-0.72975
NXNL2	0.873
SOX4	0.353055555555556
TSPAN3	0.757666666666667
SH2D1A	-2.82116666666667
C8orf58	-1.5395
USP20	-1.63475
DUSP22	-0.813916666666667
CALB1	-3.8926
L3MBTL2	0.592833333333333
MCRS1	0.004
TMEM118	-0.6565
C18orf8	0.783166666666666
FLJ10241	0.13025
GJA12	0.11675
PKD1	-0.271
ZFP3	0.5455
JAM3	-1.167625
LAPTM4A	1.4258
DIRC2	0.14025
KIAA2022	2.571
MYOM1	-0.275666666666667
TRPM8	-2.5078
MOP-1	0.4665
PHKG2	-0.051375
ZNF650	0.434375
KIAA1522	1.467
PSG8	-1.10483333333333
DDX19B	-0.4515
MOBKL1B	-0.33325
DIAPH2	-0.30875
PTPN12	0.402
CLN8	0.2491
CRYZL1	-0.275666666666667
CRY2	0.429833333333333
FCGR2B	3.28533333333333
PNPLA4	2.5705
ZNF454	0.228
DKFZp434B1231	-0.44725
CLDN11	0.2012
RFWD2	0.016
CIB2	-0.961333333333333
MXRA8	2.890875
HRK	-0.74825
MAML2	-1.28525
C4orf31	0.352
C6orf192	-1.62175
COG6	0.49625
FAM5B	-0.262
NFATC1	1.4705
SEPT10	-0.23375
SCYL1	-0.1954
RPP40	-0.801
SCOC	0.9363
KIAA1450	0.9465
CTDSPL2	-0.13775
TBX5	1.6485
NAPG	-0.128625
RHD	-5.01333333333333
C14orf45	2.50216666666667
ZBTB22	1.725
PLCG1	-0.695
ANKRD10	-1.58075
AQP7P2	0.521
TAGLN2	-0.448166666666667
HTR2C	-1.4885
SLC16A7	-0.685166666666667
C17orf83	-0.550666666666667
TSGA14	-0.383583333333333
MDH1	-1.0525
PPP3R2	-0.0766666666666667
DCBLD2	-2.39935714285714
RBM33	-0.1205
DPH3	-1.61375
SYT10	-1.2394
FMO4	2.199125
THYN1	-0.81975
DRD5	-2.8505
OTOR	2.2875
PGRMC2	0.954
KATNAL1	-0.00712500000000002
PAQR6	-1.76175
UBE2I	0.0015
C14orf28	-0.01275
C8orf70	0.75225
FLYWCH1	-0.21075
ANGPTL3	-1.50825
GLRX2	-0.539
ATP11A	-1.6735
ARL5B	-0.10025
MUC16	-2.9865
SLC25A5	-0.6225
ACRC	-0.6
MYO1C	-0.40175
FAM89B	0.773333333333333
FAS	0.476
KIFAP3	0.778
GLRA2	0.957
BTN3A2	-0.6053
CNKSR3	0.616
CSTF3	0.111833333333333
ARPM1	0.501
KIAA1530	-0.305
C9orf150	2.758
PRKCI	0.38925
tcag7.1015	-0.94325
SOD3	-1.37
ZNF574	0.645
CYP21A2	1.431
RPL12	-0.63875
COMMD2	-0.57925
WIZ	0.5665
LOC344405	-1.69275
ALDH4A1	0.0672352941176471
CRYAB	1.42275
COPA	-0.0870666666666667
PCDHGA7	0.1065
KIF11	-1.39025
RASD2	-0.554
SLC26A3	2.1495
ZNF175	-0.0025
JAKMIP2	-2.132
C8orf4	2.87733333333333
PTHLH	4.24025
SLC40A1	3.42833333333333
OR7D4	0.0238333333333333
PCDHB17	-2.026
CD36	2.21821428571429
C6orf203	0.9732
PRKG2	-0.2465
LOC400566	1.4395
ANAPC13	0.5985
SLCO3A1	-0.1685
ZNF692	-2.5665
FANCL	-1.75
SH3GLB1	0.524
C12orf61	-0.06
KBTBD6	0.48175
SUPT5H	-0.0345
XRCC6	-0.4569
HUS1B	-0.4396
FAM133B	0.376785714285714
LOC728276	0.4085
KCTD18	1.07375
SOS2	0.590833333333333
CCDC99	-0.983
C1QTNF5	3.379
NNAT	0.687833333333333
USP16	-0.10425
LARS	-0.379375
ZBTB2	0.628875
ABO	-0.0251666666666667
TRAF3	0.28775
GALNT5	-1.701
NAP5	1.683375
ALG14	0.519833333333333
KIAA0515	-0.500269230769231
WDR75	-0.882
TEX261	-0.77825
LY86	0.13175
LOC389072	-1.344
FLJ13611	0.39025
MRGPRX2	0.241
SNRPA	-1.31925
OR2G2	-0.1195
GPRASP2	-0.0135
C7orf42	0.3896
C9orf163	-0.933
CYP11B2	-0.378
FCRL3	0.3782
PRDX1	1.255
FGB	-7.1272
COX17	0.9105
C16orf33	0.8885
PIWIL1	-0.5595
FOLR1	-3.11366666666667
KIAA0082	-0.55175
FREQ	-0.719166666666667
TMCC2	-1.83216666666667
TCF12	0.37875
ZNF721	0.812
FAM130A2	0.31575
POU4F1	-3.17433333333333
SNRPF	-0.66075
SGIP1	1.78066666666667
ZNF641	1.09766666666667
EMG1	-0.190875
PRRG4	1.651
HIRA	-3.3595
MYNN	0.520333333333333
AEBP2	-0.0389166666666667
TBXA2R	-0.143666666666667
ISL2	-1.9705
PCDHB11	-1.0075
RNF144A	-0.700875
MARCH5	0.9335
DULLARD	-0.348166666666667
DCLRE1B	-0.0786666666666666
ITGA8	1.17775
TP73	-1.08175
PRKCD	0.4265
NDUFB4	0.47075
ATP13A4	-0.0045
ANTXR2	-1.2305
COL4A3	-1.08866666666667
MYO10	-1.9319
SLC6A18	1.03675
PEX1	1.066
TMEM74	-2.2216
RBM19	-0.30725
TAPBP	0.0687
RUNX1	0.22375
MID1	-2.30966666666667
GPR64	-1.47066666666667
RASEF	4.6775
GABRG1	-0.354
MYO16	-2.164
DBF4	-1.131
TSHZ2	2.211
RIPK2	1.066125
PPTC7	1.29533333333333
KIF4B	-1.1085
LRRC31	0.04075
ZNF540	0.7095
EFNB3	-0.634333333333333
LOH12CR1	0.243625
STON2	0.204666666666667
GLP1R	-0.0375
CSTF2T	0.3215
IREB2	-0.517125
GRSF1	0.47675
PDCD7	-0.426333333333333
LRRC43	-0.177
CNR1	-0.562333333333333
IL1F7	-0.3435
C12orf64	0.59075
FAM69B	-2.84625
NR2E1	-1.848
MS4A6A	1.4642
FTL	-1.2592
C7orf36	0.103
PCLO	2.5991
DYRK2	0.845
ARIH2	0.208125
SAMD7	null
SCNN1D	-1.13825
SLC32A1	-1.21425
C22orf25	-0.691166666666667
MRPS18A	-0.3823
GPR112	1.0165
EARS2	0.43675
ERN2	0.025
ATPBD3	0.127
PRH2	0.1765
CDKN2D	1.0825
PGLYRP2	3.487
TRIM40	-0.387
SEC14L3	1.1895
SLC22A1	0.3375
BTN2A3	-0.48625
RASA4	0.81375
CCNL2	-0.620166666666667
MYBPC3	0.3095
GJA4	3.522
CDC42SE1	0.2815
TRPV2	-1.97425
MYPN	-4.068
SIM1	0.4155
CDADC1	0.490833333333333
ZFHX4	1.18925
NIBP	1.28516666666667
ADAMTS19	-1.24475
ABTB2	0.51675
TSPYL2	-0.637375
EIF2S3	-1.1776
SOX30	0.182333333333333
AP2A1	0.421
DKFZP564O0523	0.043
LOC285398	-0.06075
CDH18	-2.79
CHL1	0.823285714285714
GATS	-0.0366666666666667
TBC1D2B	0.284
OR1J1	-1.2775
GSN	1.3125
DPCR1	0.0214285714285714
GARNL4	-0.278
SMARCA5	-0.36975
PLEKHG3	0.207166666666667
ZBTB45	0.6525
FRMD6	2.08366666666667
PLS1	1.21316666666667
DGKZ	0.121666666666667
EFNA1	1.8853
WDR85	-1.2325
ANK2	0.356
PAGE4	-1.61583333333333
SENP6	1.44983333333333
AKR7A2	0.265
FKBP10	-2.2465
VEGFC	-1.84
LARP1	-0.360375
SRBD1	-0.32325
ITGB6	2.91
SLC1A2	2.04714285714286
INVS	-1.615
MPO	-0.276333333333333
MOBKL3	-0.1148
CUTL2	-1.3775
KLK2	-0.31325
VIM	-0.8355
REG1B	-0.3225
PCDHGC4	0.43375
C3orf34	0.454833333333333
SUMO3	-0.508833333333333
CST9L	6.488
MLL4	-0.533
SPR	1.05016666666667
SAMD9L	1.04475
ABCE1	-0.247
SUPT3H	-1.73566666666667
ACTBL1	0.20875
ADAMTS4	1.15416666666667
SLIT3	2.709
RHEBL1	-0.75975
NPM2	-2.73725
MAN1C1	0.2605
KIAA1856	0.303083333333333
HSPA6	1.65475
LOC388152	-0.782
C10orf140	-1.90775
ZDHHC12	-1.0145
LIN7A	2.1663
PHC2	-0.247833333333333
SPHK1	-0.096
TRIM26	0.1069375
FAM83E	2.45
C18orf24	-3.2768
ZNF578	1.21683333333333
ORAI1	0.2925
RUVBL1	-0.356833333333333
C7orf20	-0.169333333333333
APAF1	0.097
SLC36A4	-1.8395
MYH11	4.15833333333333
NEK1	0.6686
MPP2	-1.770375
C12orf24	-1.65525
TNK2	0.400625
ZNF289	-0.5535
MATN3	0.747571428571429
IFNGR2	0.913
ITPR1	2.472375
EBF3	2.8864
TBC1D20	0.9684
OR10P1	0.33675
DDAH2	1.14625
SHPRH	0.155
STX7	-0.1925
LOC554248	-1.89875
BCAR1	0.02475
ATXN3	-0.556083333333333
TRIM27	-0.33025
CDC42EP2	0.2375
CHP	0.366571428571429
SOX17	1.65925
ZNF259	-0.813
CHCHD1	0.79075
ZDHHC19	1.0435
GBP2	2.0935
GARNL3	0.79125
MRC2	-0.232
C1orf52	-0.2305
AOF2	-0.632833333333333
LRPPRC	-0.1668
ACVR1C	-0.824
TM4SF18	3.09916666666667
TMEM169	-0.172
PPP1R16A	0.244375
EBF1	-0.355
RRS1	0.584
SNX2	-0.133
OR2T2	0.1165
RBX1	0.45425
ANKRD54	-0.0323333333333333
TSNAX	0.9905
TMEM83	-1.998
ZBTB7A	1.30925
ATM	-2.27791666666667
LOC338328	2.16683333333333
TIE1	1.19616666666667
HIST1H3G	0.369166666666667
PASD1	-4.83516666666667
TINAG	0.2645
PCDHAC2	-0.61
LRRC15	0.9845
WBSCR17	-1.64025
TFF2	-0.6405
PARP2	-1.42475
NDFIP2	0.12
PCDHGB2	-0.456
WDR60	0.98125
MAP7D2	-1.8202
USP45	-1.17275
GSDML	-0.40875
TNS1	-0.547
PLCD4	2.6645
IQCD	1.3075
SMPX	-2.483
CD9	2.55
SRGN	1.20675
CASP7	1.79575
INOC1	0.0485
DKFZp451M2119	-2.47825
VMAC	1.8605
USP53	0.7886
CAMK1G	-1.9985
TMEM106A	0.467833333333333
CDC20	-2.3848
ACSL5	-1.0605
CBWD5	-1.529
C1orf87	-1.3325
KIAA1274	-0.1865
PRUNE2	-2.933
LYPLA2	-0.6365
DOK6	-1.42216666666667
GPR149	-0.29675
FAM30A	1.29375
TMEM129	0.4865
SLC35B3	0.794
ACPP	-0.2481
LOC200261	0.2595
SLC4A7	-0.1481
CCDC40	2.776
GART	-1.998125
THOP1	-0.5135
SCARB1	-1.275625
CACNA1F	0.516
TRIAP1	0.375666666666667
SYT14L	5.826
SFRS8	0.0385
PBOV1	0.307
GOLSYN	4.9515
GJB7	-3.599
CAMK2N1	2.1775
GREM1	3.93941666666667
FLJ20433	0.44575
QPCT	-2.561
PRKAG2	1.77733333333333
H2AFX	-0.51625
C6orf154	1.444
PLOD3	-1.752
ZBTB39	0.311
WASF3	-0.9985
DRG1	-0.45525
PRR4	0.078
SPCS1	-0.1775
KDELR3	-1.07766666666667
SRP19	-0.0333333333333333
GABRA6	1.00725
MFSD1	0.01475
MMEL1	2.12175
PDXDC2	-0.1853
BUB1	-3.79155555555556
RNF138	-1.279
MYLPF	-0.8276
AIF1	-0.6235
DYNLRB1	1.09
HCN3	-1.4275
HIST1H2AI	1.36425
MAP4K5	0.115166666666667
LASP1	0.9475
LOC130951	2.4965
PLAA	1.195375
KRT6A	-2.62
C6orf117	-4.446125
ARHGAP23	-0.8775
PTF1A	0.4505
GPHA2	-0.58025
LCE3B	0.1335
MCL1	0.4335
EHBP1	-0.668833333333333
PRNP	-1.524
ZSCAN1	0.17675
C1orf113	-0.1135
FOXA3	-4.221875
NEB	-0.144
ASGR1	-5.7615
CTGF	1.66633333333333
RAB17	0.846333333333333
MST101	0.37275
JARID1B	0.1383
USP37	0.8278
PTBP1	-0.610833333333333
PTPN7	-1.60716666666667
CDC7	-1.73866666666667
SNX7	0.8695
ZNF335	0.0525
CPT2	-0.0385
HEATR1	-1.845375
HSPC152	0.571
C5orf40	0.2635
PSME1	0.0996666666666667
STAG3	-1.61225
TMEM154	1.1135
KLHL32	-0.148333333333333
TSGA10IP	-2.2435
SUV420H2	-0.9475
SF1	-0.4884
2'-PDE	0.5915625
PNLIPRP2	3.099
TRSPAP1	0.173083333333333
NUP210	-1.4085
ANP32C	-1.1125
RAB11B	0.673166666666667
ASB15	-0.8725
ITGB3BP	-1.224
UBASH3A	-1.91375
YWHAB	0.918
TPRX1	-0.0995
LY6G5C	-0.473
SLC7A2	-0.686
CLK1	0.8978
HSD3B7	0.494833333333333
VDR	2.4755
C16orf74	0.75575
ACE	-0.2165
PSMA2	-0.0236666666666667
CCDC131	0.277875
ZNF213	1.50733333333333
EML2	1.45025
ALS2CR13	-0.727666666666667
GLYATL1	1.98175
DSPP	0.4985
DHFRL1	-0.616125
C10orf30	1.38283333333333
SH3RF2	-0.243333333333333
LOC197322	-1.04783333333333
DLL3	-2.683125
TIGD7	1.7575
GFRA3	-0.19575
CPA1	-0.4745
RTN4	0.0728333333333333
PPT2	-1.43033333333333
FASLG	3.00375
FOXP4	0.2005
RPL26	0.1193
GNL3L	-2.06316666666667
FMR1NB	0.343333333333333
CD163	6.894
SGPP2	-0.64425
GIMAP2	-0.1785
CD37	0.3285
DPT	3.68166666666667
NBLA00301	1.2975
RGS5	2.05016666666667
C9orf4	-0.6485
ACTL8	-4.2255
PRKAR2B	1.736875
OPLAH	0.908333333333333
C20orf134	2.21725
SPACA5	0.688
TBL1X	0.3415
TSPYL3	0.892
CHCHD3	-0.983
CRKRS	0.0835
GPR65	4.857
DFFA	-0.7705
FUT1	1.4475
C6orf204	-0.508333333333333
TMEM51	0.39525
ZNF580	0.0585
CMTM2	0.2825
C20orf200	-0.5755
EZH1	0.235333333333333
FDX1L	-0.227375
MRPL32	0.19525
PCAF	-1.7796
ALOX15B	4.1845
CD59	1.67345833333333
CDK9	0.08675
ERP29	-0.018
TTR	-6.532
BCMO1	1.886
DDIT4	-1.6399
PTGDS	2.0385
C3orf63	0.487
BST2	0.53775
CYP1A2	-0.8665
C5orf25	-3.03075
STX1A	-1.02152941176471
OR2A12	-0.311
SH3BP5L	0.11825
SERINC5	0.532125
USP6	-0.274
MRPL3	-0.0405
POMP	-0.17825
INPP4B	1.15675
GMPPB	0.10325
EAPP	0.57875
AHSA1	-0.77575
ABCA11	-0.784
SLC5A6	-0.478083333333333
HIVEP2	0.83675
SUMO2	0.273
KIAA1822L	1.0345
C11orf67	1.20575
TXK	0.174375
PHCA	0.4280625
ICAM4	-2.687
FPGS	-0.017
SNRPA1	-1.44525
KCNJ4	-1.03075
KIF6	0.0658
HIST1H2BG	-1.504
SLC5A5	0.52675
ZNF354B	0.0855
IL12RB2	-0.25775
C11orf76	0.179
GAL3ST2	0.1195
AIFM2	-0.175375
SYNC1	0.319625
UBL3	0.419375
PIK3CG	-1.4805
NLN	-0.9594
BCORL1	0.52225
CD5L	0.2245
ZNF238	0.187
KIAA1394	-1.022
C16orf55	0.0503
CYP3A7	-1.43175
KRTAP3-1	-2.4285
TFDP1	-0.7895
MND1	-2.51175
NODAL	-0.508
GTPBP4	-0.2815
TUBGCP2	0.054
SLITRK5	-3.153
CIC	0.476
CD79A	-0.0293333333333333
SAMD14	0.294666666666667
TNPO3	-0.6975
OR10G3	-0.532
OR10G8	0.9735
CCDC111	-0.1375
HOXC9	-1.004
DCUN1D1	0.165166666666667
CYB5R1	2.06175
TSR2	0.8415
DAB2IP	0.0616
SLC6A5	-0.0225
RAB3D	1.37325
DCUN1D4	-0.757833333333333
ERBB3	1.72241666666667
SDC1	0.85525
ATP6V1H	1.799
SYK	0.9395
ST20	-0.63925
C13orf30	1.824
WDR40A	0.911333333333333
ADMR	0.1835
LOC388335	2.225
ACSM1	3.098
TDG	0.229583333333333
FLJ11235	0.29925
MRPS5	-1.23366666666667
AGPAT2	-1.42516666666667
SLC12A1	-0.0198571428571429
CYP27A1	-0.69175
THAP7	-1.3945
XPO1	-0.736083333333333
ALMS1L	0.6895
C1orf2	-1.0245
ZNF777	-0.0138333333333333
CAMK2A	0.421166666666667
SMC1B	-0.765875
IHPK2	-0.00993333333333333
LEMD1	-4.13125
NKD2	-0.5032
CLU	0.330642857142857
ARMETL1	0.615
PABPC4	-1.1755
CXCL12	2.457
TFAP2C	0.4917
TTTY8	1.069
ABCB10	-0.6837
ENDOD1	-1.14033333333333
IDI1	-1.367
KCTD6	0.645833333333333
CCDC105	0.1095
ULBP2	-1.724
ZDHHC5	0.8905
WNT8A	1.064
COMMD10	-0.14075
KLHL12	-0.088375
GPR50	-0.1315
NR5A2	-0.01275
OXGR1	0.446666666666667
EHD3	-0.22525
CAPRIN2	0.79625
KLRC3	-0.59725
SF3B1	0.0817857142857143
IPO7	0.33725
ALDH1A1	-1.887
ANKRD5	1.4935
TSNARE1	0.6885
DDEFL1	0.13125
RNASEL	1.5115
DNAH9	-1.906
HELLS	-1.88425
TNS4	0.745
NAV1	0.6216
KIAA1409	0.443
C20orf26	4.157
TUBG1	-0.697
IRX2	0.59325
CNGA4	0.33
MGC50559	2.293
OR4K17	0.437166666666667
TM2D2	1.31383333333333
FAM32A	0.55225
TXNDC14	0.3005
CCBL1	-1.5145
ANK1	-3.35388888888889
PRSS23	-0.755
PPM1L	0.3495
SPATA20	-0.159
APCS	-0.334
C14orf122	-1.2455
PSMB5	-0.28925
C6orf10	0.588666666666667
SETDB2	-0.109666666666667
SPNS3	-1.9835
SGMS2	-0.256166666666667
MXD3	-1.4035
MON2	0.273
CARTPT	0.55525
HNF4A	-1.1108
RABEP1	1.31635
TNFRSF10B	-2.1395
USH1G	0.332
PPAP2B	-1.3535
TMEM16K	0.1865
CTDSP1	0.306166666666667
CDK5R1	-0.408333333333333
GABRR1	0.581
OPN1LW	0.896
FAM98C	1.482125
DBN1	-1.2615
ACAD10	-0.494833333333333
QTRTD1	0.08
WNK3	-0.697666666666667
RPS19	-0.570625
C1QB	2.652
OTUD5	-0.256125
SLC41A2	0.447333333333333
TMEM22	-1.64933333333333
KHSRP	-0.6145
TNFRSF11A	-0.261
FBL	-0.732
IBTK	0.910333333333333
OXER1	-0.0955
CBLN4	1.244125
GPR172B	2.68633333333333
CFTR	-2.6935
VSX1	0.553
CAMK1D	0.5825
LOXL3	-2.9425
RTP4	2.12
SLFNL1	-0.50325
KIAA0828	0.1055
PAR5	0.646
LOC723972	-1.12375
GDI2	0.068875
CEBPA	-0.0216
MLF2	0.00299999999999999
AFMID	-1.01875
ALOX12B	-0.00449999999999998
BPHL	0.60075
COX5B	-0.19525
S100A10	0.0495
THOC6	0.39875
NHN1	-0.12225
RRP12	-0.666166666666667
ARID3B	-2.6665
CD3G	-1.8665
KIAA0133	-0.23925
NAT11	-1.05533333333333
PPAT	-1.42466666666667
SIRT3	0.952
TCERG1L	0.7125
NIPA1	0.508
DPP8	0.1834
IL7R	0.671166666666667
ZFP64	0.260333333333333
DMAP1	-0.3242
TRMT12	1.35875
TLR4	0.5884
WFIKKN2	-0.072
RAB12	-1.09933333333333
DDX51	0.253666666666667
KIAA1086	-3.228
ZNF295	-0.852666666666667
ACVR2B	-1.10242857142857
LOC494150	-1.23125
ZNF517	-0.3915
DNASE1L2	-0.776666666666667
SUFU	0.312833333333333
LOC283677	-0.608
LMO3	-0.728833333333333
PPP2R5D	-0.419166666666667
ZNF587	0.9064
HIST4H4	0.41525
CYP2C8	-0.13675
C1orf80	0.1405
DOCK5	-1.0715
C9orf24	0.2015
OR5AR1	-0.188
C11orf24	-0.4495
UNQ1940	-0.52275
CAP2	1.8555
TIMM44	-0.311
DSEL	-0.9347
ROM1	1.1355
FBXO4	0.575125
MYLC2PL	-2.06
MLH3	0.5786
NOX1	0.456
DPEP2	0.51575
DNAJB5	-0.34625
RLTPR	0.803
MBIP	-0.734166666666667
COPB1	0.497166666666667
SFTPA1B	-0.7135
C10orf4	0.3675
PRELID1	-0.912
NOLA1	-0.3765
