Hybridization REF	TCGA-BH-A0HB-01A-11R-A056-07
MYO5C	0.79575
MAPK10	2.884
LDHAL6A	0.108333333333333
NUDT12	0.851333333333333
NCAM1	-0.303142857142857
GLIS2	0.9135
GGTL4	-0.66225
DAPP1	-0.74075
ATF7	0.751375
KIAA0748	-0.83375
NFIL3	-1.48175
TM6SF1	0.1554
SEZ6	-0.162875
NANOS3	0.789333333333333
DNAJA3	-0.3895
CLDN6	-2.7865
CIITA	2.4623
EPHA4	-1.0915
FANCC	0.09175
CMTM3	-0.3425
PSG3	-0.73725
MRPL15	0.87925
C21orf59	0.614
PLCXD2	0.186
C2orf34	-0.438375
UBE2L6	1.793
MED14	-0.121666666666667
HP1BP3	-0.722
C6orf208	-0.212
TPBG	0.34075
OSR2	1.59325
XPC	-0.310833333333333
KLHL7	-0.950083333333333
CCR3	0.110166666666667
AGTPBP1	-0.261833333333333
PCSK6	0.212333333333333
STAT5A	-1.7027
FAM18B	-0.82275
LONRF2	-0.633666666666667
PTPN2	-0.6715
SF3A3	-0.908333333333333
EFCBP2	-0.96975
HCFC1	-1.0655
AHNAK	0.25865
ACTR5	0.2155
KIF14	-0.800428571428571
TENC1	0.41475
HEATR5B	0.7275
YIPF2	0.630166666666667
MYEOV2	1.83083333333333
DUSP18	0.987
KIAA1012	0.75425
AHR	-0.200166666666667
C17orf53	-1.682
PTPRH	-3.697
ATP6V1C1	1.0138
TAS2R3	-1.5075
LOC440356	0.22275
COQ10B	0.64
PSMF1	-0.24525
SORBS2	0.689166666666667
NFE2L2	-0.09825
TMCO7	-0.525
SH3PXD2A	-0.4657
SH2D2A	-0.041
SPINK5	-2.57525
MRPS24	-0.83175
OPA3	0.768875
TRAF7	-0.317833333333333
C4orf35	0.462333333333333
MT1G	0.76975
MGC39545	0.379333333333333
HS1BP3	0.1504
OR2B2	0.701
CHRM4	-0.8415
SFRP2	3.08825
RIC3	-0.2385
ART1	-0.1975
C6orf1	1.157875
DUS4L	-1.563
C10orf104	0.046
TNFAIP6	2.934
RTEL1	-0.354
CCT4	-0.2077
ZNF709	0.1005
CHMP6	0.739
UPP2	-0.83975
CYP19A1	-2.472875
CD151	-1.43983333333333
NDUFA13	-0.09
ARFRP1	-0.896166666666667
FAM26B	1.65625
CRYBA1	-0.773
MRPL41	0.404666666666667
NPFFR2	-0.72
HRH2	0.2935
SCAMP3	-0.599166666666667
MTMR6	0.2896
MTG1	-1.2915
UBTD1	0.42275
CRABP1	-2.3625
FLJ33790	0.4529
KIAA1908	-1.00883333333333
GPR158	-1.23625
PACSIN3	-0.913166666666667
OMD	3.0395
CATSPER1	-0.388833333333333
HOXB8	0.0815
FBXO46	1.1035
OAS1	2.032
SVIL	-0.69925
PHB2	-1.756
ADCY3	-0.044
NDRG2	-0.433166666666667
ERMAP	0.1286
APBA2	-1.45816666666667
IGSF9	2.4975
WNT6	0.151642857142857
MYCBPAP	0.72
ATP2B2	-0.261444444444444
CPVL	-1.17211111111111
TRAM2	-0.448583333333333
NOP5/NOP58	0.4145
ZNRF4	0.18975
TLK1	0.776
MTMR12	-0.0297142857142857
ZNF384	-1.604
FAM9B	-2.966
RPN1	1.2303
PMVK	0.32225
EIF3D	-0.7733
SIX2	-0.4525
HPS1	0.0605
RNF7	0.85075
PSKH2	0.057
KCTD13	-0.259833333333333
CSMD3	0.5345
FBF1	0.097
IL8	-5.38425
SERPINB13	0.760909090909091
FBXL20	-0.23525
BLR1	0.07025
SH2B1	-0.901666666666667
RFNG	-0.344625
RAB20	0.403333333333333
RBM7	-1.7065
POLR1A	-0.624
TMPRSS4	-0.3495
TAF9	-0.603
TERF2	-1.041
TNFRSF1A	-0.10075
ACADVL	-1.53566666666667
GTF2H5	1.61675
EDG8	-0.926
C9orf140	-0.225
UST6	-0.207333333333333
ZBTB8OS	-0.13975
ZNF710	-0.2965
GPR174	-1.2575
ATP6V0A2	0.2095
KIAA0319L	0.2735
XKRX	-0.7515
DOPEY2	0.9033
SDHD	-1.30375
SUMF1	1.9955
OSM	1.88025
OPN3	-2.33275
DAGLB	-0.427166666666667
PPFIBP1	0.2902
TRIM63	-3.1115
C10orf53	0.489
LYPD3	0.963833333333333
BCL7A	0.143875
AGER	-1.08233333333333
TCF19	-1.949625
SAT2	-0.461
PFTK1	1.52666666666667
GABRE	-2.97275
C15orf38	0.5423
FIS1	-0.368
KCNV2	0.14725
CLPS	-0.14725
PPCDC	-0.571375
FOXN2	0.785666666666667
NT5E	-2.8011
CD83	1.0985
IL18	0.067125
VPS16	-0.7015
IGFBP2	-0.960333333333333
NOTCH2	0.41675
SIGLEC1	2.866
CD93	4.6595
SULF2	0.35825
CEP164	-0.64075
P53AIP1	-0.1135
TOR2A	0.0665
ZNF136	1.227
MGP	3.9316
CCDC144A	-1.361
TRPC1	-1.0735
SMS	0.283
MAPK7	-0.8255
RRAGC	0.8805
PARD6A	0.447166666666667
NUB1	0.116333333333333
SYNGR4	0.71275
OR11H12	0.0505
WIF1	0.126625
GCH1	0.215
OR11H4	0.4525
SLC44A5	-0.8545
GPRIN2	-0.681666666666667
LOC401431	0.02625
CPA4	-2.5212
MELK	-1.08388888888889
IL15RA	0.27625
CUL3	0.3475
HMBOX1	-2.1335
PODXL	-1.87775
CCT6B	0.868166666666667
COMTD1	-0.50025
MUC20	-1.6085
GPX2	-3.172
ITK	-0.575
FBXL5	1.759
C13orf27	-1.46975
DEFA5	0.2915
TRHDE	0.4955
MTP18	-1.08983333333333
UQCRQ	0.0394
ITGB2	1.92441666666667
CSRP2BP	0.7325
TAS2R44	0.7845
PHPT1	-0.5765
FAM44C	-0.70075
ERH	1.494
MPHOSPH1	-1.40066666666667
MORC1	-0.42
PARVB	-1.47275
LAMA1	-1.95875
PGBD3	-0.04575
GIMAP6	4.40175
AREG	2.54816666666667
LIPT1	-0.518
MGC99813	-0.6345
C1orf201	-0.227166666666667
GRIN2A	-1.2497
MAN2C1	-1.092125
NSUN5	-0.67725
SF3B5	0.0075
MYC	-1.42175
NRXN1	-0.492333333333333
ZNF18	0.4285
SPDYA	-1.14371428571429
SLC37A1	1.0435
DECR2	0.50525
ANKRD38	-0.051
SPTLC3	-1.403
SUPT16H	0.456125
DTWD2	1.722
ULBP1	-0.1775
ZADH1	0.873833333333333
OIP5	-1.889
IL10RB	-0.690166666666667
OTUB2	-0.28675
VWA3A	0.338
SPIC	0.148333333333333
OR6C4	0.0335
PSCD4	0.912833333333333
DPY19L2P2	-2.435
TRAPPC6A	0.878
C21orf2	-1.2075
CEMP1	-0.53125
LIN7B	0.39
E2F7	-1.90166666666667
VCP	0.031375
LAMA3	2.27225
BGN	1.12075
GPR160	1.9605
COCH	-3.52116666666667
GPR81	2.92466666666667
APOBEC3F	-2.302
tcag7.1017	-0.4115
C1orf32	0.2365
SCGB1D2	6.5685
FLJ43987	-0.327
C6orf170	-0.36225
KLK9	0.208
GPD1L	1.16975
VPS37B	0.561
ATG3	-0.6125
ADAMTS17	-1.13
KLHDC2	-0.00416666666666668
NDUFV2	-0.7475
BLK	-1.85825
MATN4	-0.3025
GPM6A	-0.888
GBP4	4.387
TMEM162	0.832166666666667
PKP2	-0.00600000000000001
HRASLS	1.238
MMP1	-2.677
SFXN3	-0.2255
FSD1	-1.49316666666667
ST6GALNAC3	-1.80666666666667
CA12	3.4295
NCOA6	0.8045
C19orf58	0.0442
PPP4R1	-1.28216666666667
MAN1A2	1.0865
IKBKAP	-1.66175
UPF1	0.575166666666667
KIAA1219	0.18675
WNT16	0.6174
SNW1	-0.33775
IL18RAP	3.09425
RPP30	-0.525375
CDC40	-0.155571428571429
SETD3	0.296833333333333
SLAMF6	0.25175
ELK4	0.063
TRIM47	-0.3325
ACOX3	3.108125
TRIM6	0.889375
KIAA0372	-0.547666666666667
TP53AP1	1.3805
SMURF2	-1.0815
ADAD1	0.3085
EBP	-0.7308
KRTAP13-2	-0.5265
FLJ36874	-0.924333333333333
TOR1A	-0.111833333333333
P2RY4	1.402
GPBP1	0.17125
TRPV1	-0.565
ADAMTS12	-0.927166666666666
PES1	-0.7422
ATG4A	0.520833333333333
MAGEA10	-3.9085
WFS1	1.043
CC2D1B	-0.249666666666667
PABPN1	0.254125
SLC25A30	-1.0165
SLCO1C1	-0.669666666666667
SLC22A5	1.831
KIF23	-1.61066666666667
SYN2	-1.17083333333333
ASPN	7.747
CENTG2	0.5605
QSOX2	-1.8005
FLJ10815	0.670833333333333
STK24	-0.8018125
SPEG	-0.1236
STK10	-0.00416666666666666
DACT2	-1.387
AAAS	-0.488
SSX3	-2.3685
ABCD3	1.0274
C4orf12	0.474
PARVG	0.3405
FIG4	-0.59525
C9orf46	0.71075
TMCO6	-0.911
IGHMBP2	-0.7735
DUS2L	-0.212
FAM3C	-0.8439375
TMEM16D	-2.495625
DCTN4	1.27925
KCNH3	-0.32625
EIF2AK2	2.28675
AP1S3	0.4055
CST4	0.988
PAM	-0.1548125
NUTF2	0.34425
CITED2	0.0357
SLC39A4	0.86475
C2orf52	-0.817
GRM3	-0.5335
C12orf49	0.099875
CCDC49	-0.686
GRAMD1B	-1.074875
FNDC4	-0.3295
SIAH2	0.571375
GDPD4	0.4275
C21orf87	0.8345
ATP5A1	-0.172666666666667
C16orf63	-0.402875
LOC388135	-0.9395
ATP5J2	-0.62275
MMP3	-1.55
EMID2	-0.398
CRHR1	0.08975
WDR70	-0.38125
C13orf31	1.4575
ZFAND1	0.19725
CCL18	5.308
C3orf49	1.344
RINT1	-0.0885
KIAA0408	-2.38875
F13A1	5.2718
SLC10A1	0.260833333333333
OGN	0.75375
GIPC2	-1.47733333333333
XPO6	-0.679666666666667
LCE1A	0.805
FMR1	0.7781
LOC374920	0.36425
DUSP3	0.37
ANKMY1	-0.62775
C7orf50	-0.10625
BBS9	-0.4277
UNC119B	-0.429375
C9orf72	0.287625
MGC35440	0.2595
ENTPD6	-0.018375
PPP1R2P9	0.448
ERCC4	0.06075
FAHD2B	-0.2175
HMHA1	0.27
HACL1	-0.00624999999999999
RAD23A	0.223833333333333
FAM83B	0.02775
PPP5C	-0.979
RNASEH2C	0.453
C9orf153	-0.189
SCAMP4	1.035875
GHITM	0.2867
NDUFB7	0.86875
ADCYAP1	0.302
SP110	2.70916666666667
MAP3K7IP2	0.45625
DHH	-0.0605
AGRN	0.333428571428571
WDR33	0.214666666666667
CEP290	0.3915
PRPS1L1	-3.1125
KLRA1	-0.511
GPR97	-0.131
CHD7	1.22875
TLR10	0.24
SLC30A8	-0.94
HIC1	1.17333333333333
IAPP	0.9405
RXFP4	0.4075
GP1BB	2.1015
SHQ1	-0.1165
NKX2-3	0.126833333333333
API5	-0.6905
FTHP1	0.4775
MOV10L1	0.399
TRIM6-TRIM34	2.34233333333333
ADHFE1	0.69175
FAM117A	0.74375
DDI1	0.5545
CDON	0.566666666666667
TRIM73	-3.6935
IGKC	4.0635
MMP14	-1.06808333333333
DYNC1LI1	-0.332375
C11orf66	-0.11725
TRBV3-1	-0.828
FASTKD5	-1.29875
BIVM	-1.97725
LHX4	0.42825
CXCL2	-2.4611
RAB2B	-0.470166666666667
IZUMO1	-0.8365
MAP3K15	-2.632375
FAM19A2	-0.132333333333333
ZC3H8	-0.423166666666667
ZMAT1	2.195625
SPINK5L3	-2.90775
SLC10A6	0.77
APPL2	-0.069
CARD10	-0.822333333333333
LOC402176	-1.71075
EEF1D	0.7586
RAB6A	0.0235
C12orf5	-0.914875
PAPOLG	0.87375
MSRB2	0.30475
BCR	-0.0652941176470588
PUS3	-0.47325
TIAM2	0.9725
ZNF317	0.252666666666667
CHD2	-0.327857142857143
FZD5	-2.08031818181818
NUDT8	-1.57825
ZNF763	0.278
PRC1	-1.24477777777778
ABCB9	0.313833333333333
SPATA3	-0.30475
TRAK2	0.049125
STAB1	2.734875
LRRTM2	0.0766666666666667
psiTPTE22	2.1285
DBI	0.55525
SERPINA11	-1.061
NAT5	0.359
C20orf58	-1.81675
RPS6KA4	0.0481666666666667
FLJ90650	-0.41375
TGFBRAP1	0.2285
CHRDL2	-1.73425
FAHD2A	-0.567166666666667
CNTN1	-0.955333333333333
BBS4	-0.8352
TMEM181	1.4405
MINPP1	-1.215
MPHOSPH6	-0.0423333333333333
HOXC10	2.1738
ITPKB	0.3385
CLPTM1L	-0.239875
MEOX2	-0.831666666666667
ATP6V0C	0.822
PRPF8	-1.33733333333333
TMC5	3.50725
FKBP3	-0.28125
PLEKHB2	0.687
OR4D6	0.6235
ZNF544	-0.6615
D2HGDH	-0.41875
RPL18A	-0.7244
HEL308	-0.146375
MPP6	-3.77725
TCERG1	-1.522
KRT16	-0.240166666666667
KLF17	-1.412
KLF5	0.0615
CDR1	2.1965
VCX3A	-3.4675
FBLN2	1.6075
C14orf104	0.4795
HBE1	-4.9767
OR4S2	-0.62
C1orf108	-0.627166666666667
ROBO4	3.37383333333333
CPEB4	1.542875
C11orf80	-0.437666666666667
BCKDHA	0.285
MYOC	-0.00375
GIF	-0.107
CKMT1A	1.476
RPL3	-0.3671
THBS1	3.1385
APOO	-0.517
ARMCX1	1.0955
HSZFP36	1.09475
SNAPC5	-0.744
EIF4ENIF1	0.57425
ZNF433	0.2495
TNFRSF21	-1.107375
TMPRSS7	1.7765
SPATA18	1.0049
HPDL	-1.881
MKL2	1.2068
TBX3	2.71661538461538
C21orf93	0.864
DAXX	-0.5245
ELMO1	0.145
RGS13	1.7805
TAF11	0.3625
UNC13A	-1.840875
LOC653314	-0.9089
ORC3L	-2.17075
IMAA	-2.374
TARBP2	-0.723
CABIN1	-0.3564
TRIOBP	-0.282625
HIST1H2AC	1.7755
RGS22	-1.10483333333333
NCOA1	1.14583333333333
IL25	1.498
SNCG	-0.2705
GPR6	0.9545
AMDHD1	-0.179
CHEK2	-1.134375
C6orf142	-0.796
DRD4	1.193
C14orf68	-1.31975
GDF11	-2.15825
SEMG2	0.946
CD247	0.04475
CDAN1	0.03125
RBMX2	-0.381
TGS1	-0.50375
OIT3	1.45225
SYF2	-0.02325
MCM4	-0.684375
PKHD1L1	-0.112625
CEP192	-1.59466666666667
IFT88	-0.606
RPL9	-0.0311428571428571
RAB32	-0.374875
DDX43	-2.03
P2RX2	0.569833333333333
OR5D18	0.2875
UBE1	-0.2235
SLC24A1	0.39725
ARHGAP5	0.09625
CETP	-0.82275
KIAA1731	-1.33916666666667
SLC9A4	0.261
PTPN6	0.34875
BAHD1	0.528
GRIK3	1.284
CACNB2	-0.7601
PDE10A	-0.892
DGCR14	-0.495
PCDHB9	0.0216666666666667
RHOQ	0.320166666666667
MAP3K4	0.73725
KTI12	0.316166666666667
RPL23AP13	-2.0735
GNG11	-1.0905
CLCN3	2.03066666666667
GPAM	-0.3085
VSTM2A	3.1355
SLAMF7	2.87683333333333
INTS2	0.52225
PPP2CA	0.0902
LRP12	-0.319333333333333
SEC14L2	1.54811111111111
DKFZP586H2123	1.594
MC3R	-0.132
CIRH1A	-1.75616666666667
HIST1H2AB	2.602
POLH	-1.305375
MGC16703	-2.351
SNAPC2	0.568
FILIP1L	0.3785
RASGRP4	0.616
LRRC1	1.809
GAS1	0.3245
PRAC	-1.204
DGKA	-1.647
NT5C3	-0.2505
PEG3	-3.33883333333333
NADK	-0.42625
PRR17	1.46475
LOC374569	-0.4795
SGSH	0.219833333333333
NLRP8	0.055
GALT	-0.6704
MCF2	0.1455
ZNF263	-0.2295
TACSTD1	1.86533333333333
TYR	-6.0217
ATP6AP2	-0.5725
RNUXA	-0.046
ABHD10	0.322777777777778
GDPD2	-1.2295
SLC35C1	-0.7245
UBE2A	0.073125
HERC5	-0.1315
FAM112B	-4.4805
FBXL16	0.22875
DKFZP434A0131	-0.55125
ELA3A	-2.414
RBM41	-1.650375
HAO2	0.292
RNH1	-0.7265
SHANK2	0.582666666666667
OSBP2	-1.78825
DAK	0.845833333333333
C3orf58	-0.4025
TCL1B	0.6505
KBTBD2	-0.59075
SUGT1L1	0.024
UBE2E2	1.165
MYL9	2.204125
CDC23	-0.333666666666667
PBXIP1	0.5365
CXorf40B	1.307
NBL1	1.18375
RTBDN	0.573
RAB11FIP5	-0.063
TTTY13	-0.333
SCOTIN	0.6775
SOHLH1	0.1958
CDKN1A	-0.0293571428571428
NCK1	-0.0905
ZNF550	-0.68775
SAPS3	1.01666666666667
SPIN3	0.514
MAGEE2	-0.496
MIS12	-1.37283333333333
OR8H2	-0.172
KIAA0774	1.222
UNC5D	-2.5865
CUL7	-1.1825
LIPC	-3.216
DIO1	-1.68725
C20orf11	0.4905
CTRL	-0.439
HS3ST2	2.88525
PAK4	1.39333333333333
CCRL1	3.565
RNF10	1.03
ZNF567	-0.0305
ZNF660	-1.435
TCEAL3	1.2455
MAGOH	0.833666666666667
CENPB	-0.202666666666667
C19orf7	0.99275
LOC388965	0.30175
ZCCHC13	-0.254
JMJD1A	-0.662
HIST1H4H	2.7315
TBRG1	-1.6969
GPC3	-4.53875
TAF1C	-0.773625
EBNA1BP2	-0.597666666666667
CIAPIN1	0.05875
PDGFRA	-0.653764705882353
CSTB	-0.37475
CENPI	-1.7835
GTF2E2	-0.987
RPP21	-0.5435
CCNF	-0.802666666666667
KCNQ3	0.269
FAM79A	0.82275
SLC22A12	0.8955
NOVA1	2.84316666666667
FZD3	0.7278
AKAP8	-0.68975
SOCS5	0.045625
CFDP1	-0.84725
DLG5	0.57275
PGM5	-0.973583333333333
C1orf144	0.1215
HDAC10	-1.8495
RND2	-1.15075
C20orf199	-0.236
RNMT	-0.6705
SLURP1	0.558
ASTN1	-0.568375
SH3BGR	1.14425
MYCL1	-1.179625
ZHX1	-0.00916666666666666
CENPK	-2.542
FOSB	1.7867
LOC643406	-0.1765
C2orf59	-1.218375
TMEM135	-0.35825
SLC27A2	1.594
KRT33A	1.7135
OVOL1	2.74671428571429
PAMCI	-3.07666666666667
S100A7	-0.6915
ZNF789	-1.1205
HARS2	0.15825
RPL23A	1.5235
TCF23	-0.10575
UPF3B	-1.289
C17orf78	-1.23
HLA-DOB	0.6228
C14orf142	0.364333333333333
TEKT5	1.28683333333333
DMWD	0.2525
POLD1	-1.473
GSCL	0.972
CALD1	-0.4258
SCRT1	0.9535
AIG1	2.1905
UNC84B	-0.924
ZNF404	-2.047
TMED6	-3.858
KIAA1462	-0.8425
LRRC27	0.886
PYGO1	0.317
PIGU	-1.00283333333333
ALAS2	-3.65733333333333
WRNIP1	-0.2135
CNNM3	0.0935
ZNF2	0.867
ST3GAL5	-0.526083333333333
MRPL23	-0.88675
TSSK6	-0.193
PSMA6	-0.246
C16orf70	0.44125
KIAA1602	-0.099
ALMS1	0.818166666666667
DCN	2.1555
TMEM132D	-0.9925
SUCLG2	-0.90125
ABHD14A	-0.3385
DEXI	0.426166666666667
AMPD2	-1.32583333333333
IFNAR2	-0.264166666666667
CYB5A	2.5151
TLOC1	-0.5481
NXF5	-0.824666666666667
NRBF2	-0.069125
KCTD3	2.57825
ITGAE	-1.37533333333333
SLC30A3	-1.59383333333333
ZRF1	-0.904
IFRD2	-0.465
XAB1	0.18975
PYCR2	0.138166666666667
SERPINB3	-3.361
TMLHE	-0.0105
GEFT	-1.351625
ABCA5	-0.608
EMR4	0.1205
TSFM	-0.011
HIST3H2BB	1.62275
ARHGEF19	0.52075
TSPAN17	-0.00433333333333334
ABCC8	3.7705
MAP1S	0.377166666666667
C22orf36	-0.07075
BNC2	-0.438357142857143
HIST1H4A	-0.375
NDUFS3	-0.719833333333333
WDR3	-0.116666666666667
XKR4	-0.54875
TTC33	-0.586357142857143
STMN2	2.93025
CPN2	-0.5005
HSPC105	0.802625
PCOLCE2	-2.3795
C3orf55	-0.695
KLHDC9	2.17983333333333
TBC1D23	0.40025
ATXN2L	-1.06666666666667
MAP2K3	-0.431916666666667
SCAP	0.173
ZNF486	0.787333333333333
C20orf96	0.274
NARS	0.77225
ADAMTSL1	-1.00071428571429
PRCC	0.431833333333333
CCDC126	1.40333333333333
ZNF675	-0.28525
CALCOCO1	0.03725
ANKRD43	-0.6105
CWF19L2	-0.3325
ZBTB32	1.81116666666667
BRAF	0.97475
ODF4	0.6285
MGC14376	0.0345
HORMAD1	-2.248
AAK1	-0.395363636363636
PEBP1	1.38766666666667
TNFSF5IP1	-0.621
DKFZp564N2472	0.611
RMND1	3.853875
IGKV1-5	4.5385
COL1A2	2.92033333333333
SERPINA5	1.366125
AANAT	0.4165
C19orf21	1.19733333333333
GEMIN5	-0.11725
UBR4	-0.856833333333333
LTBP3	0.863333333333333
AMHR2	-2.57016666666667
PROCR	-1.59675
MYBBP1A	-1.32725
C20orf39	0.334833333333333
ZNF697	0.590375
PASK	-0.6576
ZNF776	1.05833333333333
RFXDC2	-0.196875
KIAA0467	-0.4215
C10orf96	-2.667
ZNF503	-1.37275
GULP1	-2.08575
KCNE4	1.868
DKFZp434K191	-0.867375
LOC196913	-0.956
BHLHB4	2.0155
CH25H	2.09675
LOC81691	-0.787833333333333
ALPL	0.536642857142857
COL12A1	2.023
FOLR3	-2.19733333333333
GPR123	-0.73025
TRIM62	0.724857142857143
ABLIM1	0.374833333333333
MAST3	-0.6335
RHBDD1	0.984333333333333
LOC338809	0.0185
RYBP	1.64025
TTC26	0.328
ZNF22	0.593666666666667
ISCA2	0.28075
RDM1	-2.39925
PIGM	0.5645
GNB3	-1.3935
ACTR2	0.4287
HMGB1	1.0324
EDG1	2.7915
SOAT2	-2.8145
OR10AD1	-0.2765
RAP1GDS1	0.92825
LCE1F	0.8105
ESM1	-3.193
RCN3	1.74
CREBL1	-0.6795
DBNL	-1.02233333333333
PTGER3	4.24925
USP30	0.665666666666667
BCL2L12	-0.317
KIF26B	3.04933333333333
ZNF416	1.01925
ZNF225	-0.4125
C17orf70	0.117
ZNF554	0.87925
RAE1	-0.210833333333333
TNIK	0.201
ACTN3	0.471
MGC45922	1.848
CCNA1	-0.127833333333333
RYK	0.405166666666667
IL26	1.47
LRP3	1.25016666666667
QARS	-0.6525
SOX7	0.820785714285714
BID	-0.69575
OR2S2	-0.3695
CXCL14	4.63525
C11orf47	-1.3915
MGC29891	-0.0198333333333334
HSPB8	2.9311
PRDM14	-0.285
NUFIP2	1.65925
MNAT1	0.217625
ZDHHC2	-1.42933333333333
MBNL2	-0.920625
ADD3	-0.189625
CSNK2A1P	-1.26775
KLK6	-1.17816666666667
TMEM111	0.4931
KIAA1279	0.72625
NUBP2	0.467333333333333
RAB42	-0.2035
ID3	-1.1094
TM9SF1	0.09
MDP-1	-0.235
POU4F2	0.243666666666667
IQCK	-0.287
C16orf14	-0.1825
CAPN3	-2.24575
FAM43B	0.126
RECQL	-1.50125
AP1G1	0.823785714285714
CTNNBL1	-0.753
ECHDC1	-1.68283333333333
SMARCC1	0.7133
FOXQ1	-1.046875
GNAI3	0.919666666666667
POLG2	-2.56225
CD4	1.390625
ITLN1	1.52775
EBI2	4.35975
IRF1	0.87375
PTPRE	2.1911
PTK2B	-0.502
NXNL2	1.309
SOX4	1.95755555555556
TSPAN3	-0.111833333333333
SH2D1A	-1.03516666666667
C8orf58	-0.595
USP20	-0.7385
DUSP22	-1.47366666666667
CALB1	-2.21233333333333
L3MBTL2	0.4375
MCRS1	-0.336
TMEM118	-0.180333333333333
C18orf8	1.05816666666667
FLJ10241	-0.003875
GJA12	1.323
PKD1	-0.6495
ZFP3	0.064
JAM3	-1.39375
LAPTM4A	1.1905
DIRC2	0.6725
KIAA2022	-0.194166666666667
MYOM1	-0.319833333333333
TRPM8	-2.65716666666667
MOP-1	2.1715
PHKG2	-0.201125
ZNF650	0.233375
KIAA1522	1.725125
PSG8	-2.40233333333333
DDX19B	-0.6935
MOBKL1B	0.24725
DIAPH2	-0.9665
PTPN12	0.16975
CLN8	-1.5963
CRYZL1	-0.584
CRY2	-0.31325
FCGR2B	4.603
PNPLA4	1.86
ZNF454	-0.523
DKFZp434B1231	-0.053
CLDN11	0.2662
RFWD2	0.3445
CIB2	-0.7525
MXRA8	2.22925
HRK	0.312125
MAML2	-1.116
C4orf31	0.42225
C6orf192	-1.066
COG6	-0.086875
FAM5B	-0.38625
NFATC1	1.1335
SEPT10	-0.402
SCYL1	0.5565
RPP40	0.879
SCOC	0.3343
KIAA1450	0.735
CTDSPL2	0.206
TBX5	1.30916666666667
NAPG	1.296875
RHD	-3.85275
C14orf45	0.967333333333333
ZBTB22	0.0635
PLCG1	-1.2445
ANKRD10	-2.2435
AQP7P2	0.7895
TAGLN2	-0.175
HTR2C	-1.0132
SLC16A7	-0.683
C17orf83	-0.88725
TSGA14	-0.11275
MDH1	-0.1785
PPP3R2	0.059
DCBLD2	-1.72392857142857
RBM33	-0.853375
DPH3	-1.02575
SYT10	-1.3254
FMO4	1.293625
THYN1	-1.4745
DRD5	-2.089
OTOR	-0.00975000000000003
PGRMC2	0.9063
KATNAL1	0.4065
PAQR6	-3.5995
UBE2I	-0.6575
C14orf28	-0.044
C8orf70	2.53425
FLYWCH1	-0.635875
ANGPTL3	-1.27375
GLRX2	0.00299999999999995
ATP11A	-1.539
ARL5B	1.652375
MUC16	-2.64075
SLC25A5	-0.9495
ACRC	-1.16275
MYO1C	-0.740375
FAM89B	1.8135
FAS	0.146625
KIFAP3	0.069
GLRA2	0.125
BTN3A2	-0.7681
CNKSR3	-0.26125
CSTF3	-0.5925
ARPM1	0.1875
KIAA1530	-0.0445
C9orf150	1.79633333333333
PRKCI	0.8255
tcag7.1015	-1.75825
SOD3	-1.168
ZNF574	0.86675
CYP21A2	-0.18825
RPL12	-0.66675
COMMD2	-1.11525
WIZ	0.3765
LOC344405	-1.37075
ALDH4A1	-0.420941176470588
CRYAB	2.09875
COPA	0.173866666666667
PCDHGA7	1.48566666666667
KIF11	-0.632083333333333
RASD2	-0.4265
SLC26A3	-0.4155
ZNF175	-0.7125
JAKMIP2	-1.480375
C8orf4	1.462
PTHLH	1.20275
SLC40A1	1.77541666666667
OR7D4	0.246666666666667
PCDHB17	0.203
CD36	2.88428571428571
C6orf203	0.0476
PRKG2	-0.157
LOC400566	0.25875
ANAPC13	-0.26525
SLCO3A1	-1.36925
ZNF692	-2.577
FANCL	-1.338
SH3GLB1	0.64025
C12orf61	-0.2655
KBTBD6	0.765
SUPT5H	-0.23125
XRCC6	-0.5388
HUS1B	1.1683
FAM133B	0.231285714285714
LOC728276	-1.0405
KCTD18	0.05225
SOS2	1.114
CCDC99	-1.6645
C1QTNF5	2.7945
NNAT	1.55566666666667
USP16	0.0285
LARS	-0.325625
ZBTB2	1.01675
ABO	0.340666666666667
TRAF3	0.40825
GALNT5	-2.6275
NAP5	2.175125
ALG14	1.337
KIAA0515	0.236076923076923
WDR75	-0.408166666666667
TEX261	-0.276
LY86	1.0835
LOC389072	-2.253
FLJ13611	-0.53825
MRGPRX2	-0.099
SNRPA	-0.73775
OR2G2	0.602
GPRASP2	0.179
C7orf42	0.5309
C9orf163	-0.461
CYP11B2	0.9365
FCRL3	1.9748
PRDX1	0.8465
FGB	-6.6168
COX17	1.47166666666667
C16orf33	-0.863
PIWIL1	-0.152666666666667
FOLR1	-2.3625
KIAA0082	-0.94275
FREQ	-0.354166666666667
TMCC2	-1.38633333333333
TCF12	0.07675
ZNF721	0.2675
FAM130A2	0.18575
POU4F1	-2.476
SNRPF	-0.58475
SGIP1	1.03066666666667
ZNF641	0.517166666666667
EMG1	-0.975
PRRG4	3.035
HIRA	-3.11925
MYNN	0.621833333333333
AEBP2	-0.470083333333333
TBXA2R	-0.193333333333333
ISL2	-2.22983333333333
PCDHB11	0.438
RNF144A	-1.094
MARCH5	1.181875
DULLARD	-0.845166666666667
DCLRE1B	-0.450166666666667
ITGA8	-0.54
TP73	-0.5705
PRKCD	1.62025
NDUFB4	0.7155
ATP13A4	0.313
ANTXR2	-1.06783333333333
COL4A3	-1.46433333333333
MYO10	-2.3265
