Hybridization REF	TCGA-AO-A03L-01A-41R-A056-07
TRIM39	0.590666666666667
KIAA1305	0.4835
CRNN	0.303666666666667
GRN	0.21475
HSH2D	0.669
SCAMP1	1.0415625
KIAA1913	1.30325
PTS	-0.63975
BANP	-0.253071428571429
PRKACG	0.672
ADCY6	0.353333333333333
C16orf46	0.3875
CYP51A1	-0.16925
DDC	-6.20225
ANPEP	0.0448333333333333
PROM1	-0.712333333333333
SIGLEC10	2.72975
COPG	0.5155
FAM26E	1.5675
TRIP4	0.7045
SNX3	-0.3175
C1orf175	0.442666666666667
PPY2	0.38325
C14orf152	0.03875
FTSJ1	-0.459166666666667
DST	0.19545
LOC554235	0.27725
GLRX5	0.018
C20orf12	0.5934
CAB39	-0.0643333333333333
MSH2	-1.27816666666667
PIP4K2C	1.012625
CYLD	1.01325
WTAP	0.05
MGAT4A	0.428444444444445
TSC22D4	-0.7056
CHRM2	-2.045
PPYR1	0.153333333333333
CCNH	-0.1125
RRM1	-0.043
ECAT8	-3.671
LOC400120	0.033
GABRA4	-0.560285714285714
C14orf4	1.2075
C1orf59	-2.4025
CTDSPL	-0.0653333333333333
NHEDC2	-1.3915
PDE11A	-1.64771428571429
KLHL29	-1.32
CD5	-0.0129
TSPAN9	0.7915625
WDR67	-0.69425
THUMPD1	0.2834
C18orf17	-0.10075
CLYBL	-1.02683333333333
FLJ13231	-0.522875
CMBL	2.066375
LECT2	0.40475
NKAPL	1.43366666666667
LOC654780	0.2675
OR4C6	0.4315
RAB30	-0.163666666666667
TSSK4	-0.232
TMEM163	-0.2515
OSBPL11	0.342166666666667
GNB5	-0.965666666666667
CCL21	1.69275
C1orf121	-0.2555
FMO2	1.4675
RPTN	0.337
MSTN	0.2555
VCL	0.226142857142857
FYTTD1	0.20525
C11orf1	-0.773
CCDC88C	0.8551875
HFE	-0.893944444444445
MOGAT1	-0.439
FAM125B	-0.0266666666666667
IRGQ	-0.1255
RAVER2	0.20075
AKAP5	0.358
SSSCA1	0.70175
C11orf63	0.653375
ACTG2	2.103
PORCN	-1.868
DTL	-0.395545454545455
TMEM151	0.45425
FAM122C	-1.013
RSAD2	4.2584
BAT4	-0.299
KRTDAP	-1.67166666666667
MYH8	0.615857142857143
CRTC3	0.8645
LRRFIP2	-0.2439
INTS4	-0.9635
TTN	-1.24233333333333
SLC26A5	0.423
PLLP	0.59525
RGS6	-0.523125
SRGAP3	0.338875
ZNF525	0.2435
NBR2	-0.672666666666667
C13orf1	-0.4441
ZNF137	0.041
CEP27	-0.9775
BEST2	0.278
RNF121	-0.43
DMRTC2	0.2555
C8orf76	0.051
BCCIP	0.463875
MEST	-1.44175
HTRA2	-0.2335
ANGPTL2	1.198
ILKAP	0.157666666666667
ERAS	-0.293
HBS1L	-1.15575
CPA5	-0.31
TMEM30A	-0.3705
CD300LF	2.25533333333333
WISP3	1.4015
CRK	0.139571428571429
PDS5A	-0.0772
BRPF3	0.74
NEDD9	0.641125
SMPDL3B	1.503
PSG6	-0.0257499999999997
PSMD13	0.873
ETV5	-1.7416875
OR51A4	-0.5035
BTBD7	0.606333333333333
GSTO1	-0.55425
hCG_16001	0.2275
MAD2L1BP	0.772333333333333
COX6A2	1.433
SCNN1A	2.39116666666667
LSM1	0.401166666666667
UGT2B11	-2.001
IDUA	0.2735
PPP2R3C	-0.568166666666667
COX11	-1.50083333333333
PDZK1	0.1165
ZNF443	1.427
MGC21874	1.40033333333333
ZNF323	1.1279
KRTAP10-10	0.2475
CXCL6	-0.727
SLC34A2	1.0417
LOC284402	0.362
NPTN	1.55525
UPP1	-2.264
SLC6A9	-0.3545
OR7G3	0.46
CISD1	-0.3665
ZNF545	-1.38933333333333
SYT14	-1.0565
NT5C3L	-0.9285
ZNHIT3	-0.477666666666667
SNRPD3	-0.21575
KIAA0701	0.307875
UNC93B1	0.542833333333333
GMNN	-1.337625
SPCS2	-0.293666666666667
LOC388524	0.0725
NAPRT1	0.748
PNLIPRP1	0.275666666666667
OR6V1	0.847
PRKAB1	-0.20025
EYA4	-3.306
KIF20A	-0.2475
ALG10	1.0005
ITPKC	0.6025
LMX1B	2.41083333333333
RPUSD4	-0.661333333333333
C7orf34	0.00316666666666669
DLGAP2	0.0967142857142858
PFN1	-0.3169
MICALL2	-0.299916666666667
ZNF654	-0.253
SS18L1	-0.6765
SLC16A8	0.5255
MKI67IP	-0.296833333333333
ITGB3	-0.625125
TCEA3	2.51716666666667
CEP152	-1.736125
CLIP1	0.7025
ZNF75	0.5984375
ATP5C1	-0.089
NUDT5	-0.615333333333333
PSCDBP	0.98425
UBP1	-0.42675
RBM27	0.2675
C13orf15	1.923875
ZNF282	-0.115333333333333
ZNF222	-0.4374
COL10A1	5.965
PRDM15	-0.958875
TTTY5	-0.385
FAM9C	-0.389833333333333
C20orf67	0.138
GNG13	0.035
F12	-0.02825
C1orf41	-1.2785
CPXCR1	0.605
GSK3A	-0.060125
SUPT6H	-0.2605
PI16	1.26216666666667
ELL2	-0.621083333333333
C9orf167	-1.99416666666667
PVRL3	-1.902
FLJ38596	0.28175
ADAM20	0.271
GPR89A	-0.138
GPR87	0.149
ZNF30	0.153
SMR3B	1.34775
ZNF770	0.25175
TRPC4AP	-0.271
DKFZP686E2158	0.636333333333333
C2orf28	-0.324
FREM1	0.4555
LAMA4	0.185833333333333
ADPRHL2	0.32175
EIF4G2	0.912
GUCA1A	-0.744
CTNNA2	-1.7805
NUDT15	-1.2725
CEPT1	-0.7995
ZNFX1	1.1869
CCDC92	1.05275
TDRD1	-0.9935
KCNK5	-2.023
ETNK1	-0.242666666666667
LTA	0.4795
TTPA	-0.085
B3GALNT2	-0.027125
SC65	-0.480166666666667
PEX5L	-1.002
EPS15L1	1.2515
MGEA5	-0.36925
HIST1H3A	0.71275
ING1	-0.277625
BCAT1	-3.402625
ORC6L	-1.94045454545455
KLK11	-5.25733333333333
C19orf28	-0.816875
DNER	-4.50675
MED22	-0.873285714285714
ETV6	0.978666666666667
CHAC2	-1.638
CD300E	0.255
CEBPB	0.20625
ZNF398	-0.85475
LRCH3	-0.059
HMGA1	-0.944333333333333
CAPN7	-0.480333333333333
MGC5566	-2.499
CCL3	2.270875
NANOS1	-0.2625
ZFYVE19	0.21025
APITD1	-0.866166666666667
PARD3	1.400875
IRAK4	-0.395666666666667
SERPINI2	0.2105
CEP170L	-0.8015
TTC9	3.051875
MYOM3	-0.70575
MLPH	1.549125
LOC222699	0.8805
NRG1	-1.712
TBC1D9	3.41272727272727
TTK	-1.2445
ZNF557	0.6334
DDX41	0.253333333333333
FANK1	1.0005
UBE2D2	0.16125
PSMB10	0.971875
MYH7B	0.0285
GABARAPL2	-0.519875
MARVELD2	2.97383333333333
DGCR2	0.322166666666667
UNC45A	0.533666666666667
C6orf72	-0.1355
ZNF683	4.91275
GIT2	0.026875
CASK	1.02316666666667
C14orf161	4.52516666666667
LRRC44	-0.875
TIFA	-0.39
UTP11L	-0.938
C6orf65	-0.3255
FDPS	-0.1615
DUSP9	-1.8062
SLC17A8	0.5888
OR51G1	0.314
NANS	0.96175
OLFML1	2.16025
ATP10B	-1.03375
NPAS3	-0.577
PRKCA	-2.5184
GGA2	-0.509875
LCE4A	0.011
SPANXN3	0.484
CCDC115	0.2285
SDCCAG3	-0.8135
GLIPR1L1	0.41575
TTC1	0.01075
C17orf76	1.741
MAD2L2	-1.3825
HIPK1	-0.4174
LRRC3B	-0.312666666666667
CLN3	0.0859090909090909
C17orf47	0.5135
FMN2	-2.4655
TUBB1	-1.16825
WAPAL	0.4295
C3orf21	0.108875
SCN5A	-0.456
SMYD1	-0.0465
BEX5	-0.282
ZNF192	0.005
SEC22A	0.675
GRIA2	3.8295
KIAA0825	-2.02075
NUSAP1	-1.064
LANCL1	-0.338125
C15orf40	-0.1945
ZNF645	0.34225
GPR61	-0.07
NLRP14	-0.213
SNX21	-0.6885
C1QTNF8	0.298
C17orf46	-0.14625
IFNA8	-0.301
SPRR1B	-1.0802
FLRT1	-0.84875
SNX17	0.054
ASB2	0.323333333333333
HBG1	-5.425
RPRML	-1.943
JOSD2	0.3785
PLSCR3	-0.109
SPOCD1	0.895
RAB39	-0.4485
GHRH	0.255833333333333
ITIH5L	2.078
C17orf37	1.24325
SMCR8	0.519
DPY19L2P3	-0.958666666666667
IL11RA	0.456833333333333
GDF3	-3.4475
RPS6KB1	-0.647666666666667
DNAJC19	0.4207
TOP1	-0.50025
CRCT1	-0.326625
MPST	-0.0565
DPM2	0.540375
FAM38B	-1.60133333333333
SLC18A1	-1.913
FARP1	-0.197
PAX7	0.07825
TUBD1	-0.83325
GNL3	-0.869375
BTG2	2.28826666666667
NDUFS6	-0.1305
C1orf79	-1.524
ERAL1	-0.425
ECHS1	0.82125
VPS4A	-0.394166666666667
CYP11A1	-0.595
ABCC6	0.00450000000000001
PBX4	-1.6305
MOSC1	0.3745
NCF4	0.58425
HYMAI	0.5545
NAGPA	0.011625
OTOP2	0.17575
ACOT12	0.19475
MTHFD2L	-0.8485
LOC441376	4.127
C19orf34	-0.137
RAB1B	0.40975
ALDOAP2	0.337
NTRK1	-1.2895
ARTS-1	-0.3178
SLC6A11	-0.543
NAP1L2	-0.99375
CNGB1	0.126
EPB41L4B	-0.163666666666667
FAM134B	3.204
HS3ST3A1	-1.36966666666667
CPXM2	4.81725
SIRPB2	1.2225
CHORDC1	-1.4605
TRIB3	0.841333333333333
SLC2A5	0.70475
C2orf49	-0.830333333333333
DDX5	1.06425
OR5L1	0.8775
ANAPC4	-0.614666666666667
ZSWIM1	0.969375
LOC93622	-0.140625
KCNK3	-0.353
RP11-35N6.1	-2.2225
ZFP161	-0.0553333333333333
AQP9	3.608
SLC15A2	1.4415
MREG	0.936333333333333
OR9I1	0.675
PDLIM2	0.46625
ADAM7	0.655
GSTCD	0.235
WDR21A	0.348125
SLC12A8	1.624
TMEM174	0.4505
IGSF3	1.31191666666667
LRRN1	-1.50825
LOC402117	0.0795
SRPK1	-0.776166666666667
LY6K	-2.362
NFIA	1.2285
PTCD3	-0.301
LEP	0.593833333333333
PCDH21	-0.7672
MAPKAPK2	1.28607142857143
NMNAT1	-1.00466666666667
LHFPL2	1.016125
C9orf43	0.966
DIP2A	-0.765333333333333
ACTR8	-0.395625
CCDC34	0.0315
PTPN22	-0.89675
ITGA3	-0.13625
FAM129C	0.6765
RABGGTA	0.924
UNC45B	0.27725
KIAA1033	0.355625
ZNF510	0.118666666666667
CYP2D6	-0.514833333333333
SLC26A10	-1.531
STX8	0.757
LUZP1	-0.106125
WDR89	0.434166666666667
EIF4G3	-0.6422
C5AR1	1.099875
ZNF623	0.548
A2M	0.52325
TGM7	-0.518
GRPEL1	0.0273333333333333
LMNB2	-0.6788
ROCK2	-0.6385
SNX16	-0.532625
CCDC66	-0.40525
ANXA3	-0.12575
KIAA1609	-0.3135
EED	-1.15275
RNF32	-0.2875
HES1	1.153
CLC	0.051
ISL1	-0.0356666666666667
KIAA0528	0.04725
MANEA	0.375625
C1orf61	-2.6405
hCG_2001000	0.3705
RAPGEF6	0.4713
KIAA0020	-0.763666666666667
NEIL1	0.41525
C16orf45	-1.606625
RBM10	0.248166666666667
C10orf125	-0.35975
MRS2L	-0.387
DNAH17	-1.618625
C19orf10	-0.3975
C1orf160	0.3695
SLFN12	0.231
EXOC3	-0.0815
HIST3H3	0.77325
NCOR2	0.548666666666667
TNFRSF9	0.6695
MFSD8	0.6875
ALX1	-3.06883333333333
NOL1	-1.1945
PODN	3.122
TIAL1	-0.55525
HIST1H1E	-0.1215
NPY6R	0.509
TM4SF4	0.168
CORO2A	1.7885
ETNK2	0.596333333333333
APOE	0.7843
ANGPT4	0.0755
HDGF2	0.22175
G30	0.7185
ST8SIA4	-0.306625
F2RL1	0.675625
FAM19A4	-1.7785
CCAR1	-0.42775
B3GNT7	0.57875
OPHN1	-0.7568
DSCR6	0.74
C21orf13	0.1345
GAS2L1	0.575916666666667
RFX3	-0.916333333333333
COPS4	-0.054
BCHE	-5.38066666666667
BCL2	2.17925
HBZ	-2.89466666666667
ARL13B	-0.23675
MAPBPIP	0.527625
MYO15B	-0.134
SPZ1	0.453
KIAA1324	3.637
PLCL2	-0.6265
C4orf29	-0.66925
WDFY2	-1.3905
ZNF284	-1.2575
NAALADL1	0.3995
DUSP5	1.0325
PXDN	0.514
SLMO1	-0.403
TNXB	0.6349
BIRC7	-1.0135
A4GALT	0.626166666666667
TIMM22	-0.0655
FAM110C	2.31025
TOMM34	-0.722
ABHD9	0.544
ADAM32	-0.248
CRHBP	-0.2865
AQP2	0.599
LOC130355	0.3245
ZNF187	0.165333333333333
ZNF816A	1.06
F7	0.99825
CNOT1	-0.245
SLC13A4	1.851
ZBTB11	0.30675
B3GALT5	-0.07875
EXOC2	3.04516666666667
IRS1	0.3955
TMEM1	-0.0331666666666667
MRPL34	-0.357
SAMM50	-0.6345
CDC42EP3	-0.787375
HSF2	-1.2712
MFN2	-0.72575
TSPAN7	-2.3085
NUCB1	0.70525
RHOH	-0.1065
ARL16	-0.13
TACR1	-0.07925
SFRS5	-0.219
SNX25	1.0515
RHBDF1	0.764333333333333
PCDH18	2.19116666666667
HMG1L1	-0.395
MYO5C	2.085375
MAPK10	0.325
LDHAL6A	0.107833333333333
NUDT12	0.7445
NCAM1	-0.627
GLIS2	1.043
GGTL4	-0.03075
DAPP1	1.33725
ATF7	1.06328571428571
KIAA0748	-0.43525
NFIL3	-1.6415
TM6SF1	1.1044
SEZ6	0.39575
NANOS3	-0.282666666666667
DNAJA3	-0.1335
CLDN6	-2.867
CIITA	2.2979
EPHA4	-1.44216666666667
FANCC	-0.2085
CMTM3	0.429125
PSG3	-0.377375
MRPL15	-0.1645
C21orf59	-0.57475
PLCXD2	-0.5795
C2orf34	-0.61125
UBE2L6	1.867
MED14	0.00683333333333332
HP1BP3	-0.2811
C6orf208	-0.871
TPBG	2.167
OSR2	1.875125
XPC	-0.517
KLHL7	-1.82566666666667
CCR3	-1.12033333333333
AGTPBP1	-1.3085
PCSK6	1.2616
STAT5A	-1.6148
FAM18B	-0.1615
LONRF2	-0.394166666666667
PTPN2	-0.5515
SF3A3	-1.21683333333333
EFCBP2	-0.08325
HCFC1	-0.45
AHNAK	0.9178
ACTR5	0.98225
KIF14	-1.80014285714286
TENC1	0.949
HEATR5B	0.749
YIPF2	0.7835
MYEOV2	0.760833333333333
DUSP18	0.483
KIAA1012	-0.331
AHR	-0.868
C17orf53	-0.0851666666666667
PTPRH	-2.9585
ATP6V1C1	-0.3002
TAS2R3	-0.3605
LOC440356	-1.56625
COQ10B	0.29025
PSMF1	0.801
SORBS2	2.78691666666667
NFE2L2	-0.23175
TMCO7	-0.60775
SH3PXD2A	0.5
SH2D2A	-0.869
SPINK5	-3.93625
MRPS24	-0.9275
OPA3	0.381
TRAF7	-0.0118333333333333
C4orf35	0.011
MT1G	-0.908
MGC39545	0.0575
HS1BP3	0.5043
OR2B2	0.3225
CHRM4	-0.02
SFRP2	3.80883333333333
RIC3	-0.64725
ART1	0.029
C6orf1	0.872875
DUS4L	-1.014
C10orf104	0.0335
TNFAIP6	2.908
RTEL1	-0.526
CCT4	-0.6034
ZNF709	0.28475
CHMP6	1.04066666666667
UPP2	0.32075
CYP19A1	-2.224875
CD151	0.580333333333333
NDUFA13	0.219166666666667
ARFRP1	-0.5725
FAM26B	2.1565
CRYBA1	-1.435
MRPL41	0.258333333333333
NPFFR2	-0.02675
HRH2	0.2885
SCAMP3	0.0998333333333333
MTMR6	0.092
MTG1	-0.53
UBTD1	1.28925
CRABP1	-2.7805
FLJ33790	-0.3055
KIAA1908	-0.886666666666667
GPR158	-1.13625
PACSIN3	0.874
OMD	3.48433333333333
CATSPER1	0.371166666666667
HOXB8	-0.92875
FBXO46	0.418
OAS1	2.6155
SVIL	0.67475
PHB2	-0.8945
ADCY3	-0.733
NDRG2	0.447333333333333
ERMAP	0.196
APBA2	-1.57566666666667
IGSF9	2.0005
WNT6	-0.177428571428571
MYCBPAP	-0.7945
ATP2B2	-0.209
CPVL	-0.952
TRAM2	-0.793333333333333
NOP5/NOP58	-0.262
ZNRF4	0.1675
TLK1	-0.0185
MTMR12	0.375857142857143
ZNF384	-0.736666666666667
FAM9B	-2.70125
RPN1	-0.3367
PMVK	1.13725
EIF3D	-0.0364
SIX2	1.218
HPS1	0.467714285714286
RNF7	0.2115
PSKH2	0.3045
KCTD13	0.572833333333333
CSMD3	-0.3991
FBF1	-1.74
IL8	-5.635
SERPINB13	0.120666666666667
FBXL20	0.65325
BLR1	0.43925
SH2B1	-0.483833333333333
RFNG	-0.156375
RAB20	1.19966666666667
RBM7	-1.04575
POLR1A	-0.671333333333333
TMPRSS4	-1.47
TAF9	-0.060875
TERF2	-0.3365
TNFRSF1A	-0.0455
ACADVL	-1.42866666666667
GTF2H5	-0.095
EDG8	0.0945
C9orf140	0.13225
UST6	0.4645
ZBTB8OS	-1.125
ZNF710	2.081
GPR174	-0.9905
ATP6V0A2	-0.52575
KIAA0319L	0.2305
XKRX	-0.7605
DOPEY2	0.9579
SDHD	-0.671083333333333
SUMF1	0.60025
OSM	3.5885
OPN3	-1.7775
DAGLB	-0.352833333333333
PPFIBP1	0.2112
TRIM63	-2.1335
C10orf53	0.8315
LYPD3	0.130666666666667
BCL7A	-0.303
AGER	-1.17716666666667
TCF19	-0.018125
SAT2	-0.27225
PFTK1	0.594833333333333
GABRE	-3.230875
C15orf38	0.9239
FIS1	-0.155
KCNV2	0.2545
CLPS	0.51025
PPCDC	0.0045
FOXN2	-0.0455
NT5E	-3.2244
CD83	0.4105
IL18	0.445125
VPS16	-0.25375
IGFBP2	-0.644833333333333
NOTCH2	0.234
SIGLEC1	3.54625
CD93	5.102
SULF2	-0.64875
CEP164	-0.467625
P53AIP1	0.101666666666667
TOR2A	0.254
ZNF136	0.59075
MGP	2.4933
CCDC144A	-0.474833333333333
TRPC1	-1.10233333333333
SMS	-0.167166666666667
MAPK7	0.0693333333333333
RRAGC	0.19425
PARD6A	0.173333333333333
NUB1	0.373166666666667
SYNGR4	1.1035
OR11H12	0.615
WIF1	0.712714285714286
GCH1	0.6765
OR11H4	0.157
SLC44A5	-0.8015
GPRIN2	0.4535
LOC401431	-1.14275
CPA4	-2.9761
MELK	-1.50911111111111
IL15RA	1.06975
CUL3	0.80375
HMBOX1	-0.8615
PODXL	-2.45025
CCT6B	0.0173333333333333
COMTD1	0.83725
MUC20	0.156
GPX2	-2.646625
ITK	-0.703625
FBXL5	1.2
C13orf27	-1.35675
DEFA5	0.4835
TRHDE	-0.2265
MTP18	-0.951166666666667
UQCRQ	0.3997
ITGB2	1.80516666666667
CSRP2BP	0.213
TAS2R44	0.164
PHPT1	-0.072
FAM44C	0.0455
ERH	0.66925
MPHOSPH1	-0.8045
MORC1	0.154
PARVB	-1.7265
LAMA1	-1.58891666666667
PGBD3	0.3445
GIMAP6	3.60075
AREG	-0.0861666666666667
LIPT1	-0.39475
MGC99813	-1.7085
C1orf201	-0.549666666666667
GRIN2A	-0.9556
MAN2C1	-0.47125
NSUN5	-0.463
SF3B5	0.01
MYC	-1.3123125
NRXN1	-0.620416666666667
ZNF18	0.63775
SPDYA	-0.83825
SLC37A1	1.358
DECR2	-0.361
ANKRD38	1.694375
SPTLC3	-1.39783333333333
SUPT16H	-0.306375
DTWD2	0.788
ULBP1	0.1015
ZADH1	-0.229833333333333
OIP5	-1.316
IL10RB	0.0426666666666667
OTUB2	0.504125
VWA3A	0.564
SPIC	0.7135
OR6C4	0.703
PSCD4	0.9905
DPY19L2P2	-2.118
TRAPPC6A	-0.0413333333333333
C21orf2	-0.86
CEMP1	-0.28225
LIN7B	0.4745
E2F7	-1.12633333333333
VCP	0.2051875
LAMA3	0.874083333333334
BGN	2.329
GPR160	2.42533333333333
COCH	-4.82166666666667
GPR81	2.39233333333333
APOBEC3F	-0.8335
tcag7.1017	-0.841
C1orf32	0.5955
SCGB1D2	6.70975
FLJ43987	-0.963
C6orf170	-0.171
KLK9	0.2075
GPD1L	1.164875
VPS37B	0.97975
ATG3	-0.101833333333333
ADAMTS17	-0.384
KLHDC2	0.274666666666667
NDUFV2	-0.619
BLK	-1.822
MATN4	-1.5855
GPM6A	-0.3645
GBP4	3.66833333333333
TMEM162	0.384833333333333
PKP2	-1.616
HRASLS	-3.076
MMP1	-3.426
SFXN3	0.0219
FSD1	-1.84583333333333
ST6GALNAC3	-1.58483333333333
CA12	2.6477
NCOA6	0.53025
C19orf58	0.4106
PPP4R1	-0.0523333333333333
MAN1A2	0.535
IKBKAP	-1.37675
UPF1	0.473
KIAA1219	1.23375
WNT16	0.7435
SNW1	0.369
IL18RAP	2.55575
RPP30	-0.223125
CDC40	-0.105142857142857
SETD3	0.670666666666667
SLAMF6	0.66675
ELK4	-0.224
TRIM47	1.31183333333333
ACOX3	0.593875
TRIM6	0.227875
KIAA0372	-0.552166666666667
TP53AP1	0.060875
SMURF2	1.0055
ADAD1	-0.06575
EBP	-0.4299
KRTAP13-2	0.269
FLJ36874	-0.613
TOR1A	0.0195
P2RY4	1.096
GPBP1	0.403
TRPV1	0.556125
ADAMTS12	-0.0205
PES1	-0.3489
ATG4A	0.264666666666667
MAGEA10	-4.31
WFS1	1.28175
CC2D1B	-0.400833333333333
PABPN1	0.187875
SLC25A30	0.24175
SLCO1C1	0.259
SLC22A5	0.58
KIF23	-0.611666666666667
SYN2	-0.540833333333333
ASPN	8.46116666666667
CENTG2	0.04275
QSOX2	-1.4765
FLJ10815	-0.0351666666666667
STK24	-0.0594375
SPEG	-0.4411
STK10	0.689333333333333
DACT2	-2.625
AAAS	-0.34375
SSX3	-1.699625
ABCD3	0.588
C4orf12	-0.644125
PARVG	1.13633333333333
FIG4	0.3625
C9orf46	0.69875
TMCO6	-0.4825
IGHMBP2	-0.181
DUS2L	-0.275333333333333
FAM3C	-0.7869375
TMEM16D	-2.11225
DCTN4	0.711
KCNH3	-0.0805
EIF2AK2	1.32625
AP1S3	-0.317625
CST4	1.4825
PAM	0.0955625
NUTF2	-0.175
CITED2	-0.2231
SLC39A4	-1.7305
C2orf52	-1.004
GRM3	-0.609666666666667
C12orf49	1.074125
CCDC49	0.5848
GRAMD1B	-1.355875
FNDC4	0.2225
SIAH2	1.862
GDPD4	0.48425
C21orf87	0.067
ATP5A1	-0.584833333333333
C16orf63	-0.447625
LOC388135	-0.145333333333333
ATP5J2	-1.009625
MMP3	1.48
EMID2	-0.3025
CRHR1	0.58175
WDR70	-0.31125
C13orf31	0.538
ZFAND1	-0.78375
CCL18	3.86016666666667
C3orf49	0.041
RINT1	-2.795
KIAA0408	-1.26366666666667
F13A1	4.1561
SLC10A1	-0.0535
OGN	2.732
GIPC2	-1.262
XPO6	-0.257333333333333
LCE1A	0.8345
FMR1	0.8648
LOC374920	0.23475
DUSP3	0.717375
ANKMY1	0.958
C7orf50	-0.245
BBS9	-0.7067
UNC119B	-1.008375
C9orf72	-0.34775
MGC35440	-0.7025
ENTPD6	-0.0285
PPP1R2P9	0.2595
ERCC4	0.24375
FAHD2B	-0.5475
HMHA1	-0.7195
HACL1	-1.1695
RAD23A	-0.0688333333333333
FAM83B	2.625
PPP5C	-0.928333333333333
RNASEH2C	-0.336875
C9orf153	-0.55125
SCAMP4	0.939
GHITM	0.1365
NDUFB7	0.550625
ADCYAP1	-0.3316
SP110	2.51066666666667
MAP3K7IP2	0.08175
DHH	0.514
AGRN	-0.233071428571429
WDR33	-0.0811666666666667
CEP290	0.312
PRPS1L1	-1.43333333333333
KLRA1	-1.616
GPR97	0.154
CHD7	-0.2865
TLR10	0.81275
SLC30A8	-1.5625
HIC1	1.90316666666667
IAPP	0.3
RXFP4	0.5365
GP1BB	1.1935
SHQ1	-0.242
NKX2-3	0.227666666666667
API5	0.1935
FTHP1	0.2875
MOV10L1	-0.00366666666666665
TRIM6-TRIM34	2.59333333333333
ADHFE1	0.0715
FAM117A	-0.0985
DDI1	0.510166666666667
CDON	0.183333333333333
TRIM73	-0.4075
IGKC	4.91
MMP14	0.258166666666667
DYNC1LI1	0.00037499999999999
C11orf66	-0.166
TRBV3-1	-0.9355
FASTKD5	-0.1925
BIVM	-1.41575
LHX4	0.4485
CXCL2	-1.9738
RAB2B	-0.737
IZUMO1	-1.3675
MAP3K15	-2.622375
FAM19A2	0.0798333333333333
ZC3H8	-0.576666666666667
ZMAT1	1.045125
SPINK5L3	-4.34766666666667
SLC10A6	0.6545
APPL2	-0.03625
CARD10	0.377833333333333
LOC402176	-0.87625
EEF1D	1.0529
RAB6A	0.3871
C12orf5	-0.559
PAPOLG	0.2265
MSRB2	0.08075
BCR	0.253
PUS3	-0.39
TIAM2	-0.08425
ZNF317	0.423166666666667
CHD2	0.152
FZD5	-1.62304545454545
NUDT8	-0.0365
ZNF763	-0.273
PRC1	-0.0535555555555556
ABCB9	1.569
SPATA3	0.64825
TRAK2	1.82775
STAB1	2.87675
LRRTM2	0.318166666666667
psiTPTE22	1.1625
DBI	-0.0505
SERPINA11	-2.8945
NAT5	0.3135
C20orf58	-2.43825
RPS6KA4	0.240833333333333
FLJ90650	-0.90875
TGFBRAP1	-0.20175
CHRDL2	-0.016
FAHD2A	-0.8855
CNTN1	-0.0475
BBS4	-0.3376
TMEM181	-0.2985
MINPP1	-0.8105
MPHOSPH6	-0.387666666666667
HOXC10	0.6456
ITPKB	-0.098125
CLPTM1L	0.4
MEOX2	0.027
ATP6V0C	0.68625
PRPF8	-0.485333333333333
TMC5	2.811
FKBP3	0.586
PLEKHB2	-0.817875
OR4D6	1.1045
ZNF544	-0.1155
D2HGDH	0.162875
RPL18A	0.3986
HEL308	0.045
MPP6	-3.9525
TCERG1	-1.2885
KRT16	-0.8805
KLF17	-0.30125
KLF5	0.13
CDR1	2.323375
VCX3A	-4.5355
FBLN2	2.302625
C14orf104	-0.24075
HBE1	-4.5625
OR4S2	0.96
C1orf108	-1.23283333333333
ROBO4	3.37633333333333
CPEB4	-0.41825
C11orf80	0.0881666666666667
BCKDHA	0.294166666666667
MYOC	-0.15175
GIF	1.885
CKMT1A	2.0655
RPL3	0.4138
THBS1	3.09075
APOO	-0.37775
ARMCX1	-0.52125
HSZFP36	0.8795
SNAPC5	-0.1885
EIF4ENIF1	0.2895
ZNF433	0.71125
TNFRSF21	-0.741875
TMPRSS7	-0.5775
SPATA18	0.3582
HPDL	-3.039
MKL2	1.2747
TBX3	0.243923076923077
C21orf93	0.4325
DAXX	0.56125
ELMO1	-0.1955
RGS13	2.534
TAF11	-0.1695
UNC13A	-1.958375
LOC653314	0.6842
ORC3L	0.18925
IMAA	-3.1085
TARBP2	0.17925
CABIN1	-0.4947
TRIOBP	0.2495625
HIST1H2AC	0.4555
RGS22	-1.17133333333333
NCOA1	1.29733333333333
IL25	1.041
SNCG	0.328
GPR6	-0.239
AMDHD1	-1.72583333333333
CHEK2	-1.07
C6orf142	0.321
DRD4	0.80625
C14orf68	-0.93425
GDF11	-1.04425
SEMG2	0.1195
CD247	-0.48975
CDAN1	-0.2
RBMX2	0.162333333333333
TGS1	-0.343
OIT3	0.74475
SYF2	-0.08425
MCM4	-1.119625
PKHD1L1	1.784875
CEP192	-0.851333333333333
IFT88	0.51
RPL9	0.429357142857143
RAB32	-0.615625
DDX43	-3.10775
P2RX2	0.317333333333333
OR5D18	-0.484
UBE1	0.585166666666667
SLC24A1	0.316125
ARHGAP5	-0.778
CETP	-1.02375
KIAA1731	-1.03616666666667
SLC9A4	0.9815
PTPN6	0.9545
BAHD1	0.265
GRIK3	-0.518
CACNB2	-1.001
PDE10A	-0.71875
DGCR14	-0.2895
PCDHB9	0.901666666666667
RHOQ	-0.659166666666667
MAP3K4	0.05325
KTI12	-0.0956666666666667
RPL23AP13	-1.999
GNG11	-0.7335
