Hybridization REF	TCGA-BH-A0BM-01A-11R-A056-07
VPS4A	-0.345666666666667
CYP11A1	0.032625
ABCC6	-0.475285714285714
PBX4	-2.251
MOSC1	0.849
NCF4	-0.64825
HYMAI	0.656
NAGPA	-0.756625
OTOP2	0.30425
ACOT12	-0.04675
MTHFD2L	-0.636875
LOC441376	3.48675
C19orf34	0.0895
RAB1B	-0.09
ALDOAP2	-0.423
NTRK1	-1.55166666666667
ARTS-1	0.1222
SLC6A11	-0.029
NAP1L2	1.0785
CNGB1	0.163333333333333
EPB41L4B	1.52366666666667
FAM134B	2.02575
HS3ST3A1	-0.8075
CPXM2	5.7715
SIRPB2	0.051
CHORDC1	-0.9745
TRIB3	-1.5905
SLC2A5	-0.0135
C2orf49	-0.449833333333333
DDX5	-0.72275
OR5L1	0.4745
ANAPC4	-0.615666666666667
ZSWIM1	0.697875
LOC93622	-0.2485
KCNK3	-0.0616
RP11-35N6.1	-1.198
ZFP161	0.581666666666667
AQP9	0.565666666666667
SLC15A2	-0.9175
MREG	-0.302833333333333
OR9I1	0.3265
PDLIM2	0.162875
ADAM7	0.06
GSTCD	-0.239333333333333
WDR21A	0.5695
SLC12A8	1.23833333333333
TMEM174	-0.1485
IGSF3	1.24
LRRN1	0.70125
LOC402117	0.23475
SRPK1	-1.547
LY6K	-1.1305
NFIA	3.6625
PTCD3	-0.90325
LEP	3.88
PCDH21	-1.02183333333333
MAPKAPK2	0.0981428571428572
NMNAT1	-0.607166666666667
LHFPL2	-0.192875
C9orf43	0.77175
DIP2A	-0.977166666666667
ACTR8	-0.100375
CCDC34	-0.92175
PTPN22	-1.53025
ITGA3	-0.457625
FAM129C	0.5665
RABGGTA	0.0825
UNC45B	1.017
KIAA1033	-0.462625
ZNF510	0.2225
CYP2D6	-0.819166666666667
SLC26A10	-1.623
STX8	0.0115
LUZP1	0.06225
WDR89	0.741
EIF4G3	-0.0985
C5AR1	0.25825
ZNF623	-0.2005
A2M	0.88375
TGM7	-0.086
GRPEL1	-0.198333333333333
LMNB2	-1.6377
ROCK2	0.377
SNX16	1.145375
CCDC66	-0.13725
ANXA3	1.18425
KIAA1609	-0.7155
EED	-1.1835
RNF32	0.316833333333333
HES1	1.9838
CLC	0.2645
ISL1	1.57216666666667
KIAA0528	0.265125
MANEA	-0.214
C1orf61	-1.6205
hCG_2001000	0.93275
RAPGEF6	0.3595
KIAA0020	-0.869833333333333
NEIL1	1.666
C16orf45	-0.920625
RBM10	0.0455
C10orf125	-1.065125
MRS2L	-0.89675
DNAH17	-0.41975
C19orf10	-0.898
C1orf160	1.0395
SLFN12	0.50175
EXOC3	-0.5155
HIST3H3	0.23
NCOR2	0.279333333333333
TNFRSF9	-1.04475
MFSD8	-0.6425
ALX1	-3.37133333333333
NOL1	-1.39
PODN	3.2055
TIAL1	-1.487
HIST1H1E	0.7345
NPY6R	0.13
TM4SF4	0.26625
CORO2A	0.85225
ETNK2	-0.580166666666667
APOE	0.6046
ANGPT4	-0.196
HDGF2	-0.216
G30	0.2205
ST8SIA4	-0.911125
F2RL1	1.15525
FAM19A4	-3.08733333333333
CCAR1	-0.47625
B3GNT7	-0.18525
OPHN1	-0.3585
DSCR6	0.41
C21orf13	0.881
GAS2L1	0.869166666666667
RFX3	-0.109666666666667
COPS4	-0.927375
BCHE	-3.89916666666667
BCL2	2.813875
HBZ	-2.57116666666667
ARL13B	0.40375
MAPBPIP	0.813125
MYO15B	0.144625
SPZ1	-0.0725
KIAA1324	4.34211111111111
PLCL2	-1.089625
C4orf29	-1.3365
WDFY2	-0.534625
ZNF284	-0.399
NAALADL1	-0.0045
DUSP5	0.177
PXDN	0.210125
SLMO1	-1.25575
TNXB	1.0824
BIRC7	-1.16
A4GALT	0.898166666666667
TIMM22	-0.24975
FAM110C	1.14025
TOMM34	-1.219
ABHD9	0.6325
ADAM32	0.1765
CRHBP	0.70875
AQP2	0.403125
LOC130355	0.91075
ZNF187	0.185833333333333
ZNF816A	0.0755
F7	0.410125
CNOT1	-1.227
SLC13A4	-1.5825
ZBTB11	-0.331
B3GALT5	-0.004
EXOC2	-0.0533333333333333
IRS1	-0.1845
TMEM1	-0.233666666666667
MRPL34	-0.004
SAMM50	-0.53025
CDC42EP3	2.007375
HSF2	-1.6028
MFN2	0.317
TSPAN7	-1.13116666666667
NUCB1	0.457416666666667
RHOH	-0.65525
ARL16	-0.922
TACR1	-0.122
SFRS5	0.025
SNX25	0.09125
RHBDF1	0.428166666666667
PCDH18	2.993
HMG1L1	0.11225
MYO5C	1.48075
MAPK10	1.237
LDHAL6A	0.3948
NUDT12	0.909333333333333
NCAM1	-0.482571428571429
GLIS2	0.417
GGTL4	0.6015
DAPP1	-0.146
ATF7	1.41225
KIAA0748	-1.65025
NFIL3	-0.89575
TM6SF1	0.4105
SEZ6	0.035125
NANOS3	0.061
DNAJA3	-1.18883333333333
CLDN6	-3.0935
CIITA	2.152
EPHA4	-0.827833333333333
FANCC	-0.33525
CMTM3	-0.01325
PSG3	-0.043125
MRPL15	-0.686
C21orf59	0.53775
PLCXD2	-0.2165
C2orf34	-0.18875
UBE2L6	0.80775
MED14	-0.275
HP1BP3	-0.1046
C6orf208	-0.047
TPBG	-0.3135
OSR2	-0.39125
XPC	-0.350333333333333
KLHL7	-1.24966666666667
CCR3	0.2378
AGTPBP1	-1.38683333333333
PCSK6	0.2806
STAT5A	-0.79
FAM18B	-0.12725
LONRF2	0.269
PTPN2	-0.778
SF3A3	-0.778333333333333
EFCBP2	-1.40125
HCFC1	-1.53083333333333
AHNAK	0.36435
ACTR5	-0.4015
KIF14	-4.322
TENC1	1.90275
HEATR5B	1.0485
YIPF2	0.398166666666667
MYEOV2	0.553
DUSP18	1.282
KIAA1012	0.2385
AHR	0.574333333333333
C17orf53	-2.37616666666667
PTPRH	-3.4025
ATP6V1C1	-0.6073
TAS2R3	-0.0535
LOC440356	-1.02625
COQ10B	0.09
PSMF1	0.530416666666667
SORBS2	3.62833333333333
NFE2L2	-0.49825
TMCO7	-0.63875
SH3PXD2A	0.5233
SH2D2A	-1.61025
SPINK5	-1.163
MRPS24	-1.0125
OPA3	1.049
TRAF7	-1.151
C4orf35	0.571666666666667
MT1G	-0.905
MGC39545	0.41425
HS1BP3	0.0326
OR2B2	0.2765
CHRM4	0.0855
SFRP2	3.64083333333333
RIC3	1.79325
ART1	-0.276
C6orf1	1.183375
DUS4L	-1.38325
C10orf104	0.82675
TNFAIP6	2.68175
RTEL1	-0.99875
CCT4	-1.1218
ZNF709	-0.01125
CHMP6	0.388166666666667
UPP2	-0.02925
CYP19A1	-2.1265
CD151	0.192666666666667
NDUFA13	-0.177
ARFRP1	-1.11133333333333
FAM26B	1.34425
CRYBA1	-2.112
MRPL41	0.7965
NPFFR2	-1.870875
HRH2	0.08
SCAMP3	-0.539833333333333
MTMR6	0.4007
MTG1	-1.3925
UBTD1	1.391
CRABP1	-1.317
FLJ33790	0.9037
KIAA1908	-0.426166666666667
GPR158	-2.73525
PACSIN3	0.603166666666667
OMD	3.712
CATSPER1	-0.8375
HOXB8	0.183
FBXO46	1.9585
OAS1	0.327
SVIL	0.20175
PHB2	-0.82125
ADCY3	-0.8125
NDRG2	2.5075
ERMAP	0.2688
APBA2	-1.539
IGSF9	2.65075
WNT6	0.762857142857143
MYCBPAP	-0.098
ATP2B2	0.2314
CPVL	-1.8041
TRAM2	-0.65175
NOP5/NOP58	-0.16775
ZNRF4	0.13625
TLK1	0.605375
MTMR12	-0.171642857142857
ZNF384	-0.639333333333333
FAM9B	-2.37175
RPN1	0.8792
PMVK	0.73875
EIF3D	0.0726
SIX2	1.075
HPS1	0.438428571428572
RNF7	0.5315
PSKH2	-0.02
KCTD13	-0.719
CSMD3	-0.8772
FBF1	-0.072
IL8	-5.5295
SERPINB13	0.185363636363636
FBXL20	-0.315
BLR1	0.18975
SH2B1	-0.303666666666667
RFNG	-0.1065
RAB20	0.701166666666667
RBM7	-1.1815
POLR1A	-0.953
TMPRSS4	-2.829
TAF9	-0.854875
TERF2	-1.005
TNFRSF1A	0.932833333333333
ACADVL	-0.5235
GTF2H5	0.08625
EDG8	-0.320333333333333
C9orf140	-2.205375
UST6	0.25625
ZBTB8OS	-0.33225
ZNF710	0.87
GPR174	-1.175
ATP6V0A2	-0.7265
KIAA0319L	0.451
XKRX	-1.5635
DOPEY2	1.4057
SDHD	-0.139583333333333
SUMF1	2.246
OSM	1.51125
OPN3	-1.15625
DAGLB	-0.586666666666667
PPFIBP1	0.4372
TRIM63	-3.12075
C10orf53	-0.2785
LYPD3	2.12166666666667
BCL7A	-0.202625
AGER	-1.04366666666667
TCF19	-2.15475
SAT2	0.0275
PFTK1	0.693
GABRE	-1.730125
C15orf38	1.3412
FIS1	-0.00149999999999999
KCNV2	-0.0915
CLPS	0.1115
PPCDC	-0.349375
FOXN2	0.241333333333333
NT5E	-3.6265
CD83	0.57475
IL18	1.622875
VPS16	0.144
IGFBP2	-1.03883333333333
NOTCH2	1.08275
SIGLEC1	1.14375
CD93	5.4105
SULF2	0.2235
CEP164	-0.116
P53AIP1	0.408333333333333
TOR2A	0.118833333333333
ZNF136	1.05175
MGP	3.5459
CCDC144A	0.404166666666667
TRPC1	-0.188166666666667
SMS	-0.729333333333333
MAPK7	-0.386333333333333
RRAGC	0.67
PARD6A	-0.0431666666666667
NUB1	0.380166666666667
SYNGR4	1.061
OR11H12	0.3715
WIF1	2.5805
GCH1	-0.82525
OR11H4	-0.328
SLC44A5	3.0355
GPRIN2	2.31766666666667
LOC401431	1.07475
CPA4	-1.8157
MELK	-4.86
IL15RA	0.15425
CUL3	0.380125
HMBOX1	1.1705
PODXL	-1.533
CCT6B	0.676333333333333
COMTD1	0.03475
MUC20	1.50416666666667
GPX2	-2.5865
ITK	-1.722
FBXL5	1.47975
C13orf27	-2.022
DEFA5	0.3285
TRHDE	-0.5555
MTP18	-1.013
UQCRQ	1.2402
ITGB2	0.781833333333333
CSRP2BP	0.2355
TAS2R44	1.126
PHPT1	0.260375
FAM44C	-0.68675
ERH	0.58225
MPHOSPH1	-3.121
MORC1	-0.244
PARVB	-1.56325
LAMA1	-1.96333333333333
PGBD3	0.0415
GIMAP6	4.778
AREG	-2.93783333333333
LIPT1	0.34175
MGC99813	-0.904
C1orf201	0.660833333333333
GRIN2A	-0.9166
MAN2C1	-0.549375
NSUN5	-1.09275
SF3B5	-0.39075
MYC	-1.8046875
NRXN1	0.0218333333333333
ZNF18	0.18375
SPDYA	-0.98875
SLC37A1	1.6255
DECR2	-0.41975
ANKRD38	1.869625
SPTLC3	-0.798666666666667
SUPT16H	-0.592
DTWD2	0.08725
ULBP1	0.472
ZADH1	0.479666666666667
OIP5	-4.33
IL10RB	-0.5325
OTUB2	-0.4325
VWA3A	0.632166666666667
SPIC	0.199833333333333
OR6C4	0.048
PSCD4	0.637
DPY19L2P2	-1.257
TRAPPC6A	0.790833333333333
C21orf2	-0.3
CEMP1	0.22475
LIN7B	0.787
E2F7	-3.58466666666667
VCP	-0.548125
LAMA3	1.3165
BGN	2.48575
GPR160	1.7235
COCH	-4.32033333333333
GPR81	2.61183333333333
APOBEC3F	-1.96725
tcag7.1017	-0.55175
C1orf32	0.369
SCGB1D2	7.7615
FLJ43987	-0.6855
C6orf170	-0.3165
KLK9	0.651
GPD1L	1.71575
VPS37B	0.72425
ATG3	-0.680333333333333
ADAMTS17	-0.345
KLHDC2	-0.376166666666667
NDUFV2	-0.093
BLK	-1.7555
MATN4	-0.506
GPM6A	0.132142857142857
GBP4	3.4815
TMEM162	0.363166666666667
PKP2	-0.2985
HRASLS	0.0685555555555556
MMP1	-4.899
SFXN3	-0.2269
FSD1	-1.65366666666667
ST6GALNAC3	-1.2815
CA12	3.3571
NCOA6	0.547
C19orf58	-0.2609
PPP4R1	-1.1265
MAN1A2	1.2335
IKBKAP	-1.27025
UPF1	0.226
KIAA1219	0.37375
WNT16	0.3705
SNW1	-0.181375
IL18RAP	1.23275
RPP30	-0.61125
CDC40	-0.525714285714286
SETD3	0.642
SLAMF6	-0.08875
ELK4	-0.7085
TRIM47	0.786333333333333
ACOX3	2.4205
TRIM6	0.426
KIAA0372	-0.425
TP53AP1	1.16925
SMURF2	-0.96725
ADAD1	-0.536
EBP	-1.4653
KRTAP13-2	-0.933
FLJ36874	-1.30416666666667
TOR1A	-0.527666666666667
P2RY4	1.61
GPBP1	0.15875
TRPV1	-0.265875
ADAMTS12	0.320333333333333
PES1	-0.6179
ATG4A	0.3225
MAGEA10	-3.667
WFS1	2.07625
CC2D1B	-0.176833333333333
PABPN1	0.15625
SLC25A30	-0.702
SLCO1C1	0.5295
SLC22A5	2.0305
KIF23	-4.78
SYN2	0.047
ASPN	9.188
CENTG2	0.1935
QSOX2	-1.3456
FLJ10815	-0.609
STK24	-0.3894375
SPEG	0.1021
STK10	-0.4825
DACT2	1.0495
AAAS	-0.7125
SSX3	-1.45157142857143
ABCD3	-0.2271
C4orf12	0.279625
PARVG	0.0991666666666667
FIG4	-0.10725
C9orf46	1.0925
TMCO6	-0.9085
IGHMBP2	-0.5245
DUS2L	-1.4815
FAM3C	-1.0845625
TMEM16D	-2.53825
DCTN4	0.6925
KCNH3	-0.33125
EIF2AK2	1.0455
AP1S3	-0.93225
CST4	3.42
PAM	-0.063625
NUTF2	-0.5635
CITED2	0.7518
SLC39A4	0.09375
C2orf52	-1.712
GRM3	0.11925
C12orf49	-0.29225
CCDC49	-0.4135
GRAMD1B	-1.422375
FNDC4	0.961
SIAH2	-0.63875
GDPD4	0.2895
C21orf87	0.756875
ATP5A1	-0.849
C16orf63	-1.340875
LOC388135	-0.268
ATP5J2	-0.570875
MMP3	0.376
EMID2	-0.02325
CRHR1	0.33675
WDR70	-0.56475
C13orf31	1.96175
ZFAND1	-0.6515
CCL18	2.02166666666667
C3orf49	0.0015
RINT1	-1.2055
KIAA0408	-0.929333333333333
F13A1	5.4856
SLC10A1	0.0633333333333333
OGN	3.48925
GIPC2	-0.697666666666667
XPO6	-1.16716666666667
LCE1A	1.39
FMR1	0.0118
LOC374920	0.73275
DUSP3	0.367875
ANKMY1	-0.24575
C7orf50	-0.46475
BBS9	-0.3065
UNC119B	-0.19825
C9orf72	-0.694125
MGC35440	0.07025
ENTPD6	0.4625
PPP1R2P9	0.07375
ERCC4	-0.18675
FAHD2B	0.272
HMHA1	-0.206
HACL1	-0.735
RAD23A	-0.489
FAM83B	-1.58925
PPP5C	-1.646
RNASEH2C	-0.006375
C9orf153	-0.32725
SCAMP4	0.82775
GHITM	0.137
NDUFB7	0.706875
ADCYAP1	0.181666666666667
SP110	1.157
MAP3K7IP2	0.49725
DHH	0.0015
AGRN	0.254928571428571
WDR33	-0.0278333333333333
CEP290	0.00433333333333337
PRPS1L1	-2.28733333333333
KLRA1	-0.426
GPR97	-0.4915
CHD7	-0.535416666666667
TLR10	0.18325
SLC30A8	-0.6555
HIC1	1.38033333333333
IAPP	0.438
RXFP4	-0.105
GP1BB	2.578
SHQ1	1.095
NKX2-3	0.376166666666667
API5	-0.63025
FTHP1	0.0025
MOV10L1	0.0413333333333333
TRIM6-TRIM34	2.71716666666667
ADHFE1	1.545
FAM117A	-0.38525
DDI1	0.8475
CDON	-0.165
TRIM73	-1.084
IGKC	5.286
MMP14	-0.6465
DYNC1LI1	-0.112625
C11orf66	0.352
TRBV3-1	-1.4055
FASTKD5	-0.1335
BIVM	-1.25425
LHX4	-0.22125
CXCL2	0.8422
RAB2B	-0.5685
IZUMO1	-1.0135
MAP3K15	-2.50125
FAM19A2	0.288833333333333
ZC3H8	-0.980166666666666
ZMAT1	3.01525
SPINK5L3	-3.2195
SLC10A6	0.3835
APPL2	-0.09875
CARD10	-0.0295
LOC402176	-0.678
EEF1D	1.1555
RAB6A	1.2366
C12orf5	-0.871125
PAPOLG	1.001
MSRB2	0.69775
BCR	0.310388888888889
PUS3	0.251
TIAM2	0.483
ZNF317	-0.0305
CHD2	0.00878571428571428
FZD5	-0.961909090909091
NUDT8	0.276
ZNF763	-0.3115
PRC1	-3.59033333333333
ABCB9	0.0475
SPATA3	0.23675
TRAK2	1.5
STAB1	2.69525
LRRTM2	0.252333333333333
psiTPTE22	2.42375
DBI	2.1545
SERPINA11	-1.192
NAT5	0.1535
C20orf58	-1.68
RPS6KA4	0.352
FLJ90650	1.1105
TGFBRAP1	0.02175
CHRDL2	-0.045875
FAHD2A	-0.177166666666667
CNTN1	0.431
BBS4	-0.5201
TMEM181	0.44975
MINPP1	-1.22575
MPHOSPH6	0.734
HOXC10	0.4053
ITPKB	0.520875
CLPTM1L	-0.745
MEOX2	0.1855
ATP6V0C	0.434
PRPF8	-0.7985
TMC5	4.9965
FKBP3	-0.656
PLEKHB2	-0.477
OR4D6	0.205
ZNF544	-0.4418
D2HGDH	0.323375
RPL18A	-0.0266
HEL308	-0.2895
MPP6	-3.13175
TCERG1	-1.81275
KRT16	1.02083333333333
KLF17	-1.497
KLF5	1.9445
CDR1	4.34775
VCX3A	-4.0805
FBLN2	2.007875
C14orf104	-0.019
HBE1	-4.5105
OR4S2	0.251
C1orf108	-1.48416666666667
ROBO4	4.43783333333333
CPEB4	1.241125
C11orf80	-0.8625
BCKDHA	0.512666666666667
MYOC	0.691
GIF	0.415
CKMT1A	1.1395
RPL3	0.9651
THBS1	2.250625
APOO	-0.729
ARMCX1	1.655
HSZFP36	0.717
SNAPC5	-0.58875
EIF4ENIF1	1.36925
ZNF433	-0.33025
TNFRSF21	-0.962125
TMPRSS7	0.9305
SPATA18	1.1724
HPDL	-2.7575
MKL2	1.0352
TBX3	1.54215384615385
C21orf93	0.725833333333333
DAXX	-0.125
ELMO1	0.505625
RGS13	0.99
TAF11	-1.35175
UNC13A	-2.21475
LOC653314	0.0624
ORC3L	-1.08075
IMAA	-2.37
TARBP2	-1.06275
CABIN1	0.0422
TRIOBP	0.3483125
HIST1H2AC	1.91125
RGS22	0.027
NCOA1	2.0015
IL25	1.9935
SNCG	0.9455
GPR6	0.3345
AMDHD1	-2.4245
CHEK2	-1.588
C6orf142	0.197
DRD4	1.395
C14orf68	-0.94925
GDF11	-2.4575
SEMG2	-0.007
CD247	-1.41625
CDAN1	-0.0165
RBMX2	0.014
TGS1	-1.3795
OIT3	0.19575
SYF2	0.41125
MCM4	-2.576875
PKHD1L1	-0.068375
CEP192	-1.45816666666667
IFT88	0.21175
RPL9	0.932071428571429
RAB32	-1.14875
DDX43	-2.42275
P2RX2	0.424666666666667
OR5D18	0.606
UBE1	-0.71525
SLC24A1	0.681875
ARHGAP5	0.199
CETP	-0.62275
KIAA1731	-1.05833333333333
SLC9A4	0.198
PTPN6	0.60875
BAHD1	0.841
GRIK3	-0.154
CACNB2	-0.293
PDE10A	-0.523
DGCR14	0.18
PCDHB9	-0.634833333333333
RHOQ	1.16
MAP3K4	-0.52525
KTI12	-0.248
RPL23AP13	0.135
GNG11	0.266
CLCN3	2.14833333333333
GPAM	0.91575
VSTM2A	-0.1255
SLAMF7	2.01616666666667
INTS2	-1.34075
PPP2CA	-0.297
LRP12	-0.293733333333333
SEC14L2	2.83422222222222
DKFZP586H2123	4.18225
MC3R	-0.562
CIRH1A	-2.03933333333333
HIST1H2AB	0.848833333333333
POLH	-0.985
MGC16703	-2.328
SNAPC2	0.541
FILIP1L	0.3465
RASGRP4	0.429
LRRC1	2.77525
GAS1	1.14225
PRAC	-1.62
DGKA	-0.796666666666667
NT5C3	-1.13375
PEG3	-2.05025
NADK	-1.14175
PRR17	1.55575
LOC374569	0.883
SGSH	0.6015
NLRP8	0.21
GALT	-0.5504
MCF2	-1.3285
ZNF263	-0.25575
TACSTD1	0.641166666666667
TYR	-6.259
ATP6AP2	0.12075
RNUXA	-0.342
ABHD10	0.1744
GDPD2	-0.839666666666667
SLC35C1	0.543
UBE2A	-0.1285
HERC5	-1.513
FAM112B	-4.53283333333333
FBXL16	1.81425
DKFZP434A0131	-0.335
ELA3A	-1.843
RBM41	-1.15675
HAO2	0.377
RNH1	0.378125
SHANK2	1.7975
OSBP2	-1.475875
DAK	-0.0865
C3orf58	0.675833333333333
TCL1B	0.345
KBTBD2	-0.676625
SUGT1L1	0.12325
UBE2E2	-0.427833333333333
MYL9	2.9965
CDC23	-1.05883333333333
PBXIP1	1.7205
CXorf40B	0.8445
NBL1	1.28175
RTBDN	0.884
RAB11FIP5	0.993875
TTTY13	-0.6175
SCOTIN	-0.223666666666667
SOHLH1	-0.606166666666667
CDKN1A	-0.338857142857143
NCK1	-0.22925
ZNF550	-0.4455
SAPS3	0.701833333333333
SPIN3	0.458
MAGEE2	0.15025
MIS12	-1.38933333333333
OR8H2	0.00799999999999999
KIAA0774	-0.462833333333333
UNC5D	-1.635
CUL7	-0.6355
LIPC	-2.75933333333333
DIO1	2.498
C20orf11	-0.3146
CTRL	-0.7945
HS3ST2	0.772
PAK4	1.3215
CCRL1	3.2175
RNF10	0.79875
ZNF567	0.50125
ZNF660	-0.425
TCEAL3	0.9655
MAGOH	1.20533333333333
CENPB	0.0411666666666667
C19orf7	1.248875
LOC388965	-0.02125
ZCCHC13	0.7105
JMJD1A	-1.0936
HIST1H4H	1.1305
TBRG1	-0.6755
GPC3	-2.37025
TAF1C	-0.70175
EBNA1BP2	-1.11266666666667
CIAPIN1	-1.1125
PDGFRA	0.0674444444444444
CSTB	-0.55525
CENPI	-3.30216666666667
GTF2E2	-0.713666666666667
RPP21	0.32475
CCNF	-2.12833333333333
KCNQ3	0.3795
FAM79A	1.22975
SLC22A12	0.845
NOVA1	-0.253833333333333
FZD3	0.5225
AKAP8	-1.1415
SOCS5	0.724375
CFDP1	-1.20225
DLG5	0.66025
PGM5	0.771333333333333
C1orf144	0.195916666666667
HDAC10	-1.6065
RND2	-0.8175
C20orf199	-0.31775
RNMT	-1.068625
SLURP1	0.357625
ASTN1	-0.0228571428571429
SH3BGR	1.43225
MYCL1	1.202
ZHX1	0.279166666666667
CENPK	-4.72575
FOSB	3.7366
LOC643406	-0.0615
C2orf59	-0.888375
TMEM135	0.077375
SLC27A2	-3.835
KRT33A	1.766
OVOL1	2.29814285714286
PAMCI	-1.7505
S100A7	-1.5685
ZNF789	-0.9665
HARS2	-0.29875
RPL23A	-0.178
TCF23	0.20125
UPF3B	-1.336
C17orf78	0.841
HLA-DOB	0.9015
C14orf142	0.365666666666667
TEKT5	2.18983333333333
DMWD	0.504
POLD1	-1.93016666666667
GSCL	0.7045
CALD1	0.6263
SCRT1	0.775833333333333
AIG1	0.81725
UNC84B	-0.32275
ZNF404	0.5485
TMED6	-2.736
KIAA1462	0.0825
LRRC27	2.0668
PYGO1	0.105
PIGU	-1.13366666666667
ALAS2	-3.07983333333333
WRNIP1	0.32475
CNNM3	-0.1605
ZNF2	0.435
ST3GAL5	-1.12508333333333
MRPL23	-0.00225000000000001
TSSK6	-0.3395
PSMA6	-1.038
C16orf70	-0.70175
KIAA1602	0.03925
ALMS1	0.311333333333333
DCN	2.68475
TMEM132D	-0.480333333333333
SUCLG2	-0.283
ABHD14A	0.648
DEXI	0.302833333333333
AMPD2	-1.54383333333333
IFNAR2	-0.440666666666667
CYB5A	2.7604
TLOC1	0.82025
NXF5	-0.868
NRBF2	-0.121125
KCTD3	1.5265
ITGAE	-1.7985
SLC30A3	-1.95033333333333
ZRF1	-1.3265
IFRD2	-0.30825
XAB1	-0.54575
PYCR2	-0.432
SERPINB3	-4.135
TMLHE	-0.1908
GEFT	-0.2765
ABCA5	0.378875
EMR4	-0.0826
TSFM	-0.59425
HIST3H2BB	0.63325
ARHGEF19	-0.476
TSPAN17	-0.730666666666667
ABCC8	4.8235
MAP1S	0.344833333333333
C22orf36	1.43475
BNC2	0.0877857142857143
HIST1H4A	-0.7735
NDUFS3	-0.1275
WDR3	-0.4415
XKR4	-0.53175
TTC33	-0.00378571428571428
STMN2	4.83075
CPN2	-0.872666666666667
HSPC105	0.64275
PCOLCE2	0.526
C3orf55	1.2615
KLHDC9	2.57833333333333
TBC1D23	0.152
ATXN2L	-1.24175
MAP2K3	-0.42675
SCAP	-0.46525
ZNF486	0.626166666666667
C20orf96	1.19925
NARS	0.09625
ADAMTSL1	-0.992285714285714
PRCC	0.504
CCDC126	1.92358333333333
ZNF675	-0.12475
CALCOCO1	0.61875
ANKRD43	6.177
CWF19L2	0.715
ZBTB32	0.721833333333333
BRAF	-0.37225
ODF4	0.22875
MGC14376	0.356833333333333
HORMAD1	-1.97716666666667
AAK1	-0.0267272727272727
PEBP1	1.59208333333333
TNFSF5IP1	-0.5425
DKFZp564N2472	0.133
RMND1	-1.322
IGKV1-5	5.39475
COL1A2	3.33941666666667
SERPINA5	-3.031625
AANAT	0.2845
C19orf21	-0.673666666666667
GEMIN5	-0.27025
UBR4	-0.651666666666667
LTBP3	1.34883333333333
AMHR2	-2.722
PROCR	-0.05075
MYBBP1A	-0.82275
C20orf39	2.06083333333333
ZNF697	-0.36175
PASK	-0.9353
ZNF776	0.830166666666667
RFXDC2	-0.02675
KIAA0467	0.54925
C10orf96	-2.629
ZNF503	0.557
GULP1	-0.383666666666667
KCNE4	2.097
DKFZp434K191	-0.751
LOC196913	0.0215
BHLHB4	2.221
CH25H	1.91025
LOC81691	-2.2725
ALPL	0.434714285714286
COL12A1	2.42575
FOLR3	-1.82166666666667
GPR123	-0.102714285714286
TRIM62	0.332142857142857
ABLIM1	1.3005
MAST3	-1.0105
RHBDD1	0.6035
LOC338809	-1.304
RYBP	1.5835
TTC26	-0.76375
ZNF22	0.0995
ISCA2	-0.182
RDM1	-2.6735
PIGM	0.90525
GNB3	-1.5915
ACTR2	-0.1008
HMGB1	0.4581
EDG1	3.22433333333333
SOAT2	-3.32175
OR10AD1	-1.1035
RAP1GDS1	0.614083333333333
LCE1F	0.726
ESM1	-0.960625
RCN3	2.63575
CREBL1	-0.45875
DBNL	-0.9135
PTGER3	2.076875
USP30	-0.166333333333333
BCL2L12	-1.23266666666667
KIF26B	2.35875
ZNF416	0.79075
ZNF225	-0.1185
C17orf70	-0.16225
ZNF554	1.00475
RAE1	-1.288
TNIK	1.2895
ACTN3	0.5515
MGC45922	2.0845
CCNA1	-0.00433333333333333
RYK	1.14116666666667
IL26	0.492
LRP3	1.596
QARS	-0.47525
SOX7	1.49935714285714
BID	-0.9735
OR2S2	0.8965
CXCL14	5.99175
C11orf47	-0.6175
MGC29891	0.869166666666667
HSPB8	0.0117
PRDM14	-2.382
NUFIP2	0.3415
MNAT1	-0.719875
ZDHHC2	-1.02191666666667
MBNL2	0.173125
ADD3	-0.275375
CSNK2A1P	-0.919
KLK6	0.170333333333333
TMEM111	0.0515
KIAA1279	0.381
NUBP2	0.0706666666666667
RAB42	-1.62625
ID3	-0.6671
TM9SF1	0.18575
MDP-1	-0.374
POU4F2	0.11625
IQCK	1.235
C16orf14	-0.54925
CAPN3	-1.32475
FAM43B	0.800125
RECQL	-1.2325
AP1G1	-0.122428571428571
CTNNBL1	-0.928333333333333
ECHDC1	-1.08366666666667
SMARCC1	-0.4186
FOXQ1	-0.424625
GNAI3	-0.0373333333333333
POLG2	-2.24025
CD4	1.0835
ITLN1	-0.633
EBI2	2.4975
IRF1	0.71075
PTPRE	2.2448
PTK2B	-0.455
NXNL2	-0.23
SOX4	0.254555555555556
TSPAN3	0.3955
SH2D1A	-2.6315
C8orf58	-0.023
USP20	-0.873
DUSP22	-0.249
CALB1	-1.76316666666667
L3MBTL2	1.32475
MCRS1	-0.92525
TMEM118	-2.16966666666667
C18orf8	0.0108333333333333
FLJ10241	-0.29975
GJA12	1.6505
PKD1	-0.287333333333333
ZFP3	-0.5435
JAM3	-0.46575
LAPTM4A	1.1902
DIRC2	0.94475
KIAA2022	0.551666666666667
MYOM1	1.963
TRPM8	-2.18183333333333
MOP-1	2.4185
