Hybridization REF	TCGA-BH-A0HF-01A-11R-A056-07
HEATR5B	0.562
YIPF2	0.220166666666667
MYEOV2	0.763166666666667
DUSP18	1.2025
KIAA1012	0.02725
AHR	1.18666666666667
C17orf53	-1.8325
PTPRH	-3.682
ATP6V1C1	-0.4016
TAS2R3	-0.2825
LOC440356	-2.16275
COQ10B	0.428
PSMF1	0.533583333333333
SORBS2	2.98
NFE2L2	-0.23925
TMCO7	-0.3885
SH3PXD2A	0.8627
SH2D2A	-1.099
SPINK5	-2.879
MRPS24	-1.04075
OPA3	0.793125
TRAF7	-0.3125
C4orf35	0.0538333333333333
MT1G	-0.095125
MGC39545	0.08125
HS1BP3	0.1992
OR2B2	0.764
CHRM4	0.163
SFRP2	3.53483333333333
RIC3	-1.309
ART1	0.498
C6orf1	1.076625
DUS4L	-1.754
C10orf104	0.5605
TNFAIP6	3.48775
RTEL1	-0.7785
CCT4	-0.7049
ZNF709	-0.2455
CHMP6	0.5915
UPP2	0.26
CYP19A1	-1.19475
CD151	-1.12183333333333
NDUFA13	-0.0931666666666667
ARFRP1	-0.641333333333333
FAM26B	1.8735
CRYBA1	-2.2445
MRPL41	0.292166666666667
NPFFR2	1.73
HRH2	0.2265
SCAMP3	-0.304166666666667
MTMR6	0.4611
MTG1	-0.720166666666667
UBTD1	1.574
CRABP1	-2.742
FLJ33790	0.996
KIAA1908	-0.684166666666667
GPR158	-1.57375
PACSIN3	-0.0953333333333333
OMD	4.0285
CATSPER1	-0.311833333333333
HOXB8	-0.319
FBXO46	0.806
OAS1	1.32666666666667
SVIL	0.08325
PHB2	-0.6575
ADCY3	-0.1935
NDRG2	1.08316666666667
ERMAP	0.4086
APBA2	-1.28416666666667
IGSF9	1.977
WNT6	0.148928571428571
MYCBPAP	0.56375
ATP2B2	0.00533333333333334
CPVL	-0.2988
TRAM2	-0.21525
NOP5/NOP58	-0.72325
ZNRF4	-0.1405
TLK1	0.70925
MTMR12	0.158285714285714
ZNF384	-0.660666666666667
FAM9B	-2.5725
RPN1	0.7222
PMVK	0.4975
EIF3D	0.1592
SIX2	-0.1905
HPS1	0.667785714285714
RNF7	0.5945
PSKH2	0.225
KCTD13	-0.4495
CSMD3	-0.9978
FBF1	-0.093
IL8	-4.643625
SERPINB13	0.0674166666666667
FBXL20	-0.2535
BLR1	0.08825
SH2B1	-0.599
RFNG	-0.1995
RAB20	0.752166666666667
RBM7	-0.73275
POLR1A	-0.506166666666667
TMPRSS4	-2.78775
TAF9	-0.958
TERF2	-0.145333333333333
TNFRSF1A	1.15383333333333
ACADVL	-0.047
GTF2H5	0.624
EDG8	-0.227666666666667
C9orf140	-1.365
UST6	-0.07525
ZBTB8OS	-0.63425
ZNF710	1.1745
GPR174	-1.692
ATP6V0A2	-0.4065
KIAA0319L	0.276916666666667
XKRX	-0.9495
DOPEY2	1.3412
SDHD	-0.89675
SUMF1	1.655
OSM	1.998
OPN3	-1.62275
DAGLB	-0.107666666666667
PPFIBP1	0.4019
TRIM63	-3.15825
C10orf53	0.3865
LYPD3	1.517
BCL7A	-0.592
AGER	-1.43433333333333
TCF19	-1.302375
SAT2	-0.40825
PFTK1	0.863333333333333
GABRE	-2.73125
C15orf38	1.4903
FIS1	-0.061
KCNV2	-0.26625
CLPS	-0.0485
PPCDC	-0.78925
FOXN2	0.8205
NT5E	-2.9361
CD83	1.617
IL18	-0.025625
VPS16	0.263
IGFBP2	-0.064
NOTCH2	0.7985
SIGLEC1	2.86825
CD93	6.338
SULF2	1.239
CEP164	-0.6035
P53AIP1	-0.343333333333333
TOR2A	-0.0371666666666666
ZNF136	0.57275
MGP	3.8477
CCDC144A	-0.4525
TRPC1	-0.3535
SMS	-0.6625
MAPK7	-0.453666666666667
RRAGC	1.01975
PARD6A	1.216
NUB1	0.481833333333333
SYNGR4	1.43975
OR11H12	0.661
WIF1	0.303625
GCH1	-0.12575
OR11H4	-0.4145
SLC44A5	0.906
GPRIN2	1.1255
LOC401431	0.1915
CPA4	-2.7993
MELK	-2.79433333333333
IL15RA	0.13775
CUL3	-0.102
HMBOX1	0.308
PODXL	-1.09125
CCT6B	2.10816666666667
COMTD1	-0.91225
MUC20	-0.699166666666667
GPX2	-3.341
ITK	-1.376375
FBXL5	2.1795
C13orf27	-2.14475
DEFA5	0.3815
TRHDE	0.5975
MTP18	0.459833333333333
UQCRQ	1.1701
ITGB2	2.72741666666667
CSRP2BP	0.24925
TAS2R44	0.69
PHPT1	0.458625
FAM44C	-0.3755
ERH	0.5805
MPHOSPH1	-2.42883333333333
MORC1	-0.2465
PARVB	-0.5275
LAMA1	-2.0355
PGBD3	0.32675
GIMAP6	4.5375
AREG	-2.936
LIPT1	-0.1785
MGC99813	-1.0765
C1orf201	0.2965
GRIN2A	-1.0642
MAN2C1	-0.5675
NSUN5	-0.953
SF3B5	0.67225
MYC	-1.992625
NRXN1	-0.411833333333333
ZNF18	0.41625
SPDYA	-0.9405
SLC37A1	1.22
DECR2	-0.5755
ANKRD38	2.203875
SPTLC3	-0.855083333333333
SUPT16H	-0.50625
DTWD2	1.41225
ULBP1	-0.0435
ZADH1	0.196166666666667
OIP5	-2.34975
IL10RB	0.201333333333333
OTUB2	0.046375
VWA3A	-0.2525
SPIC	0.620166666666667
OR6C4	0.1625
PSCD4	1.23983333333333
DPY19L2P2	-0.7675
TRAPPC6A	0.7945
C21orf2	0.0403333333333334
CEMP1	-0.478
LIN7B	0.0335
E2F7	-2.0935
VCP	0.0531875
LAMA3	0.593833333333333
BGN	2.6845
GPR160	1.94083333333333
COCH	-4.55133333333333
GPR81	2.03116666666667
APOBEC3F	-1.759
tcag7.1017	-0.84075
C1orf32	0.1915
SCGB1D2	7.049
FLJ43987	0.7615
C6orf170	0.612
KLK9	0.3725
GPD1L	2.127
VPS37B	0.4935
ATG3	-0.576333333333333
ADAMTS17	-0.4975
KLHDC2	0.0168333333333333
NDUFV2	0.112
BLK	-1.8325
MATN4	-1.077
GPM6A	0.417833333333333
GBP4	3.905
TMEM162	0.3075
PKP2	0.2
HRASLS	-0.115666666666667
MMP1	-2.8725
SFXN3	-0.153
FSD1	-1.60516666666667
ST6GALNAC3	-0.760333333333333
CA12	3.1053
NCOA6	-0.218
C19orf58	-0.4697
PPP4R1	0.181833333333333
MAN1A2	1.59683333333333
IKBKAP	-1.60625
UPF1	0.125166666666667
KIAA1219	-0.24425
WNT16	0.696
SNW1	-0.40075
IL18RAP	2.84075
RPP30	-0.570125
CDC40	0.0425
SETD3	0.174
SLAMF6	-0.06975
ELK4	-0.5135
TRIM47	0.556666666666667
ACOX3	2.537125
TRIM6	1.068875
KIAA0372	-0.680333333333333
TP53AP1	0.9685
SMURF2	-0.563
ADAD1	0.24475
EBP	-0.7827
KRTAP13-2	-0.354
FLJ36874	-1.46383333333333
TOR1A	0.0431666666666667
P2RY4	1.929
GPBP1	-0.009
TRPV1	-0.38975
ADAMTS12	0.859166666666667
PES1	-0.3088
ATG4A	0.38
MAGEA10	-4.19775
WFS1	1.84475
CC2D1B	-0.454333333333333
PABPN1	-0.013125
SLC25A30	-0.2465
SLCO1C1	0.1555
SLC22A5	1.11225
KIF23	-2.97016666666667
SYN2	-0.5445
ASPN	9.30516666666667
CENTG2	0.346
QSOX2	-1.9658
FLJ10815	-0.0551666666666667
STK24	-0.579625
SPEG	-0.0453
STK10	0.119
DACT2	-1.0725
AAAS	-0.7335
SSX3	-1.8615
ABCD3	0.5552
C4orf12	0.44075
PARVG	1.20166666666667
FIG4	0.64875
C9orf46	1.709
TMCO6	-1.282
IGHMBP2	-0.83
DUS2L	-0.293
FAM3C	-0.3234375
TMEM16D	-2.039875
DCTN4	0.509
KCNH3	-0.2795
EIF2AK2	0.956
AP1S3	0.35475
CST4	-0.124
PAM	1.17575
NUTF2	0.32025
CITED2	-0.5216
SLC39A4	-0.5385
C2orf52	-1.006
GRM3	0.142
C12orf49	0.754125
CCDC49	-0.6927
GRAMD1B	-1.417875
FNDC4	1.22025
SIAH2	1.4165
GDPD4	-0.36375
C21orf87	0.937
ATP5A1	-0.0566666666666667
C16orf63	-0.971625
LOC388135	-0.7035
ATP5J2	-0.56525
MMP3	-1.01675
EMID2	-0.4765
CRHR1	0.4605
WDR70	-0.34
C13orf31	1.623
ZFAND1	-0.40075
CCL18	4.1345
C3orf49	-0.148
RINT1	-0.5455
KIAA0408	-1.85966666666667
F13A1	5.1729
SLC10A1	0.325666666666667
OGN	3.74025
GIPC2	-0.66
XPO6	-0.663666666666667
LCE1A	1.6905
FMR1	0.2483
LOC374920	-0.47375
DUSP3	0.221
ANKMY1	0.21575
C7orf50	0.46225
BBS9	-0.0419
UNC119B	-0.432375
C9orf72	-0.17925
MGC35440	-0.299
ENTPD6	-0.381875
PPP1R2P9	0.4815
ERCC4	-0.22475
FAHD2B	0.3335
HMHA1	-0.401
HACL1	0.24225
RAD23A	-0.893166666666667
FAM83B	-1.49625
PPP5C	-1.0115
RNASEH2C	0.28325
C9orf153	-1.1325
SCAMP4	0.65925
GHITM	0.5001
NDUFB7	0.09625
ADCYAP1	0.4675
SP110	1.43033333333333
MAP3K7IP2	0.21975
DHH	-0.2365
AGRN	0.393357142857143
WDR33	0.0871666666666667
CEP290	-0.2305
PRPS1L1	-2.20016666666667
KLRA1	-0.358
GPR97	0.0315
CHD7	-0.404083333333333
TLR10	1.7265
SLC30A8	1.1365
HIC1	1.991
IAPP	0.6825
RXFP4	0.2425
GP1BB	2.48875
SHQ1	0.571
NKX2-3	0.617666666666667
API5	-0.28025
FTHP1	0.561
MOV10L1	0.366833333333333
TRIM6-TRIM34	2.96683333333333
ADHFE1	0.075
FAM117A	-0.86325
DDI1	0.0738
CDON	0.251666666666667
TRIM73	-2.601
IGKC	4.1255
MMP14	0.287166666666667
DYNC1LI1	-0.3735
C11orf66	-0.16925
TRBV3-1	-1.61
FASTKD5	-0.4185
BIVM	-1.59075
LHX4	-0.2025
CXCL2	-1.3276
RAB2B	-0.731833333333333
IZUMO1	-1.08575
MAP3K15	-2.289125
FAM19A2	-0.121
ZC3H8	-1.44966666666667
ZMAT1	2.057
SPINK5L3	-3.4275
SLC10A6	0.8895
APPL2	0.06575
CARD10	0.147666666666667
LOC402176	-0.78775
EEF1D	0.9037
RAB6A	0.2034
C12orf5	-0.562125
PAPOLG	0.40025
MSRB2	0.7295
BCR	0.828722222222222
PUS3	-0.3135
TIAM2	0.6945
ZNF317	-0.214166666666667
CHD2	-0.191071428571429
FZD5	-1.40777272727273
NUDT8	-0.237
ZNF763	-0.467
PRC1	-2.26866666666667
ABCB9	-0.296
SPATA3	0.607
TRAK2	0.57
STAB1	3.092
LRRTM2	0.223333333333333
psiTPTE22	2.409
DBI	1.00725
SERPINA11	2.17275
NAT5	-0.04475
C20orf58	-1.91675
RPS6KA4	0.2345
FLJ90650	0.31425
TGFBRAP1	0.26025
CHRDL2	-0.355875
FAHD2A	-0.093
CNTN1	0.37175
BBS4	0.3377
TMEM181	1.08625
MINPP1	-0.8125
MPHOSPH6	-0.0264166666666667
HOXC10	-0.7024
ITPKB	0.032
CLPTM1L	-0.22475
MEOX2	0.900666666666667
ATP6V0C	0.31775
PRPF8	-0.645833333333333
TMC5	4.6725
FKBP3	-0.2075
PLEKHB2	-0.040875
OR4D6	0.0465
ZNF544	-0.565
D2HGDH	-0.155875
RPL18A	-0.2077
HEL308	-0.25
MPP6	-3.41175
TCERG1	-1.93025
KRT16	-0.534333333333333
KLF17	-1.7635
KLF5	-1.095875
CDR1	3.389375
VCX3A	-4.8205
FBLN2	2.348125
C14orf104	-0.45125
HBE1	-4.5225
OR4S2	-0.9675
C1orf108	-0.543
ROBO4	4.26766666666667
CPEB4	1.024125
C11orf80	-0.2
BCKDHA	0.812666666666667
MYOC	0.665
GIF	-0.9215
CKMT1A	-1.192
RPL3	0.7643
THBS1	3.390125
APOO	-0.88375
ARMCX1	2.18325
HSZFP36	0.39175
SNAPC5	-0.47625
EIF4ENIF1	0.935
ZNF433	-0.9405
TNFRSF21	-0.17475
TMPRSS7	0.286
SPATA18	0.4359
HPDL	-2.654
MKL2	1.4568
TBX3	0.700307692307692
C21orf93	0.945666666666667
DAXX	0.424
ELMO1	0.212625
RGS13	1.32833333333333
TAF11	-1.103
UNC13A	-2.1065
LOC653314	-0.1863
ORC3L	-0.65625
IMAA	-2.6035
TARBP2	-0.52375
CABIN1	-0.00979999999999999
TRIOBP	0.2625
HIST1H2AC	1.33475
RGS22	-0.531166666666667
NCOA1	1.63983333333333
IL25	1.244
SNCG	0.8175
GPR6	0.326
AMDHD1	-0.642833333333333
CHEK2	-1.1335
C6orf142	-0.3985
DRD4	1.215
C14orf68	-1.31575
GDF11	-1.2385
SEMG2	0.4985
CD247	-1.3405
CDAN1	-0.38375
RBMX2	0.0715
TGS1	-1.028
OIT3	1.21675
SYF2	0.01475
MCM4	-1.91825
PKHD1L1	-0.40875
CEP192	-1.13966666666667
IFT88	0.22475
RPL9	0.869428571428571
RAB32	0.51325
DDX43	-1.50875
P2RX2	0.402833333333333
OR5D18	-0.3025
UBE1	0.00841666666666666
SLC24A1	0.23875
ARHGAP5	-0.4715
CETP	0.01125
KIAA1731	-0.9035
SLC9A4	-0.0635
PTPN6	1.10025
BAHD1	0.1765
GRIK3	0.2575
CACNB2	-0.4628
PDE10A	-0.36675
DGCR14	-0.1625
PCDHB9	-1.10716666666667
RHOQ	0.738166666666667
MAP3K4	-0.3945
KTI12	0.0186666666666667
RPL23AP13	-0.04525
GNG11	0.57825
CLCN3	1.55133333333333
GPAM	-0.478625
VSTM2A	-0.1295
SLAMF7	2.65983333333333
INTS2	-1.42775
PPP2CA	0.1972
LRP12	0.3514
SEC14L2	2.80511111111111
DKFZP586H2123	3.518
MC3R	-0.516
CIRH1A	-1.473
HIST1H2AB	0.742333333333333
POLH	-0.84875
MGC16703	-1.75533333333333
SNAPC2	-0.005
FILIP1L	1.60325
RASGRP4	0.764
LRRC1	2.06675
GAS1	1.3825
PRAC	-1.21875
DGKA	-0.916333333333333
NT5C3	-1.09425
PEG3	-3.04866666666667
NADK	-0.78175
PRR17	1.495
LOC374569	-0.26375
SGSH	1.20616666666667
NLRP8	1.8175
GALT	-0.4436
MCF2	-1.288
ZNF263	0.127
TACSTD1	1.16416666666667
TYR	-6.2147
ATP6AP2	0.20225
RNUXA	-0.47425
ABHD10	0.0985555555555556
GDPD2	-1.68225
SLC35C1	-0.34775
UBE2A	-0.00174999999999999
HERC5	-0.9175
FAM112B	-4.21833333333333
FBXL16	1.22375
DKFZP434A0131	-0.54175
ELA3A	-2.1635
RBM41	-1.136875
HAO2	-0.07
RNH1	0.543625
SHANK2	0.695166666666667
OSBP2	-0.871375
DAK	0.536166666666667
C3orf58	0.0493333333333333
TCL1B	-0.3065
KBTBD2	-0.489875
SUGT1L1	0.387
UBE2E2	0.00850000000000001
MYL9	2.899125
CDC23	-1.022
PBXIP1	1.5286
CXorf40B	1.289
NBL1	1.188
RTBDN	0.554
RAB11FIP5	0.578625
TTTY13	-0.1745
SCOTIN	0.327083333333333
SOHLH1	-0.180333333333333
CDKN1A	-0.393071428571429
NCK1	-0.095
ZNF550	-0.957
SAPS3	0.613916666666667
SPIN3	-0.463833333333333
MAGEE2	-0.2665
MIS12	-0.406333333333333
OR8H2	-0.024
KIAA0774	-1.26133333333333
UNC5D	-2.473
CUL7	-0.397333333333333
LIPC	-3.22416666666667
DIO1	1.255
C20orf11	-0.3118
CTRL	-1.032
HS3ST2	3.079
PAK4	1.14933333333333
CCRL1	3.70175
RNF10	0.3205
ZNF567	0.1505
ZNF660	-0.0255
TCEAL3	1.939
MAGOH	0.527333333333333
CENPB	0.0861666666666667
C19orf7	0.78525
LOC388965	0.529
ZCCHC13	1.131
JMJD1A	-1.3177
HIST1H4H	0.655
TBRG1	-1.2922
GPC3	-3.516
TAF1C	-0.47525
EBNA1BP2	-0.826833333333333
CIAPIN1	-0.106
PDGFRA	0.184666666666667
CSTB	-1.304875
CENPI	-2.45366666666667
GTF2E2	-1.26783333333333
RPP21	-0.423
CCNF	-1.574
KCNQ3	0.3645
FAM79A	1.3685
SLC22A12	0.882
NOVA1	0.684
FZD3	-0.2497
AKAP8	-0.617
SOCS5	0.601125
CFDP1	-1.21425
DLG5	1.221
PGM5	0.801666666666667
C1orf144	0.282333333333333
HDAC10	-1.5115
RND2	-1.23525
C20orf199	-1.229
RNMT	-0.73825
SLURP1	0.847875
ASTN1	-0.18025
SH3BGR	0.15725
MYCL1	-1.047125
ZHX1	0.0181666666666667
CENPK	-3.07125
FOSB	2.9235
LOC643406	0.17825
C2orf59	-0.414875
TMEM135	-0.4845
SLC27A2	-0.02775
KRT33A	1.2425
OVOL1	1.51425
PAMCI	-1.70516666666667
S100A7	-1.786
ZNF789	-1.469
HARS2	0.02025
RPL23A	-0.6525
TCF23	-0.00725000000000001
UPF3B	-1.898125
C17orf78	-0.096
HLA-DOB	1.129
C14orf142	0.849833333333333
TEKT5	1.46766666666667
DMWD	0.359
POLD1	-1.72533333333333
GSCL	0.62
CALD1	1.0895
SCRT1	0.828833333333333
AIG1	1.37825
UNC84B	0.26725
ZNF404	-0.4035
TMED6	-3.228
KIAA1462	0.8075
LRRC27	1.51116666666667
PYGO1	0.5355
PIGU	-0.701666666666667
ALAS2	-3.20166666666667
WRNIP1	-0.086
CNNM3	0.648
ZNF2	0.8965
ST3GAL5	-0.68075
MRPL23	-0.34925
TSSK6	-0.965
PSMA6	-0.30325
C16orf70	0.187
KIAA1602	0.14025
ALMS1	0.1805
DCN	3.4295
TMEM132D	-1.44275
SUCLG2	-0.12625
ABHD14A	1.14625
DEXI	0.215333333333333
AMPD2	-1.10433333333333
IFNAR2	0.0485
CYB5A	2.7214
TLOC1	0.49195
NXF5	-0.897833333333333
NRBF2	0.21825
KCTD3	0.624
ITGAE	-0.433333333333333
SLC30A3	-1.8575
ZRF1	-1.666
IFRD2	-0.704875
XAB1	-0.223
PYCR2	-0.885833333333333
SERPINB3	-3.7705
TMLHE	0.0161
GEFT	-0.66275
ABCA5	-1.4315
EMR4	0.1605
TSFM	-0.27925
HIST3H2BB	-0.60025
ARHGEF19	1.2485
TSPAN17	-0.121333333333333
ABCC8	3.71
MAP1S	0.334
C22orf36	0.13925
BNC2	1.295
HIST1H4A	-0.7475
NDUFS3	-0.054
WDR3	-0.901666666666667
XKR4	0.05175
TTC33	-0.262307692307692
STMN2	3.17025
CPN2	-0.9405
HSPC105	-0.215
PCOLCE2	-1.636
C3orf55	1.111
KLHDC9	1.624
TBC1D23	0.183
ATXN2L	-1.62933333333333
MAP2K3	-0.296583333333333
SCAP	-0.54975
ZNF486	0.386833333333333
C20orf96	1.79
NARS	-0.4975
ADAMTSL1	-0.471785714285714
PRCC	0.150666666666667
CCDC126	2.25583333333333
ZNF675	-0.43875
CALCOCO1	0.421
ANKRD43	5.1655
CWF19L2	-0.163333333333333
ZBTB32	0.469166666666667
BRAF	0.28675
ODF4	-0.09225
MGC14376	1.48116666666667
HORMAD1	-2.679
AAK1	0.2125
PEBP1	1.12866666666667
TNFSF5IP1	-0.316166666666667
DKFZp564N2472	-0.346
RMND1	0.294
IGKV1-5	4.468
COL1A2	4.13525
SERPINA5	0.641625
AANAT	0.2805
C19orf21	-1.87866666666667
GEMIN5	-0.65625
UBR4	-0.174166666666667
LTBP3	1.37366666666667
AMHR2	-3.40866666666667
PROCR	-0.625
MYBBP1A	-0.3845
C20orf39	2.44366666666667
ZNF697	0.363
PASK	-0.9241
ZNF776	0.739333333333333
RFXDC2	0.131375
KIAA0467	-0.31825
C10orf96	-2.86525
ZNF503	-0.533
GULP1	-0.74725
KCNE4	3.73283333333333
DKFZp434K191	-0.594
LOC196913	0.34
BHLHB4	2.372
CH25H	2.357
LOC81691	-0.765666666666667
ALPL	2.12985714285714
COL12A1	3.083125
FOLR3	-2.43916666666667
GPR123	0.09775
TRIM62	0.252857142857143
ABLIM1	0.484833333333333
MAST3	-0.61625
RHBDD1	-0.110333333333333
LOC338809	0.248
RYBP	1.63
TTC26	-0.12575
ZNF22	0.643333333333333
ISCA2	-0.3555
RDM1	-1.3285
PIGM	0.60825
GNB3	-1.543
ACTR2	0.4939
HMGB1	0.2092
EDG1	3.37516666666667
SOAT2	-3.08825
OR10AD1	0.4255
RAP1GDS1	0.742416666666667
LCE1F	0.41
ESM1	-0.10725
RCN3	2.6895
CREBL1	-0.645
DBNL	-0.118666666666667
PTGER3	3.049375
USP30	0.0215
BCL2L12	-0.670666666666667
KIF26B	2.561
ZNF416	0.87675
ZNF225	-0.1585
C17orf70	0.473
ZNF554	-0.19675
RAE1	-0.957666666666667
TNIK	1.76616666666667
ACTN3	0.8905
MGC45922	2.255
CCNA1	-0.2345
RYK	0.809333333333333
IL26	-0.0955
LRP3	1.60116666666667
QARS	-0.11525
SOX7	1.46742857142857
BID	-0.262125
OR2S2	0.259
CXCL14	4.3595
C11orf47	-1.241
MGC29891	-0.6215
HSPB8	1.2603
PRDM14	-2.232
NUFIP2	-0.09925
MNAT1	-0.855125
ZDHHC2	-0.30975
MBNL2	0.545
ADD3	-0.42625
CSNK2A1P	-0.7115
KLK6	-0.93
TMEM111	0.2056
KIAA1279	0.54075
NUBP2	0.547833333333333
RAB42	0.4345
ID3	-0.2101
TM9SF1	0.22575
MDP-1	-0.067
POU4F2	0.332333333333333
IQCK	1.04725
C16orf14	-0.74975
CAPN3	-1.66775
FAM43B	0.316
RECQL	-0.737
AP1G1	0.414857142857143
CTNNBL1	-0.3035
ECHDC1	-0.651166666666667
SMARCC1	0.0567
FOXQ1	-1.167875
GNAI3	0.000499999999999991
POLG2	-2.40375
CD4	1.836125
ITLN1	-1.176
EBI2	3.57675
IRF1	1.5715
PTPRE	2.1541
PTK2B	-0.3485
NXNL2	-0.3195
SOX4	1.19522222222222
TSPAN3	0.3265
SH2D1A	-2.52616666666667
C8orf58	-0.133166666666667
USP20	-0.77025
DUSP22	-0.48975
CALB1	-3.435
L3MBTL2	1.08625
MCRS1	-0.3995
TMEM118	-2.08883333333333
C18orf8	0.0233333333333333
FLJ10241	-0.07
GJA12	1.6115
PKD1	-0.590833333333333
ZFP3	0.78
JAM3	-0.3035
LAPTM4A	1.5281
DIRC2	0.863
KIAA2022	0.323666666666667
MYOM1	0.411166666666667
TRPM8	-2.37066666666667
MOP-1	2.7455
PHKG2	-0.288
ZNF650	0.15925
KIAA1522	1.403875
PSG8	-2.70416666666667
DDX19B	-0.2285
MOBKL1B	-0.00025
DIAPH2	-0.41825
PTPN12	-0.1075
CLN8	-0.6513
CRYZL1	-0.481833333333333
CRY2	1.08275
FCGR2B	4.173
PNPLA4	1.71775
ZNF454	0.1625
DKFZp434B1231	-0.217
CLDN11	0.5809
RFWD2	0.321166666666667
CIB2	-0.2295
MXRA8	3.237875
HRK	0.0692499999999999
MAML2	-0.06825
C4orf31	0.612
C6orf192	0.17575
COG6	0.34975
FAM5B	-0.20125
NFATC1	1.0064
SEPT10	0.1075
SCYL1	-0.1903
RPP40	-0.96725
SCOC	0.2818
KIAA1450	0.87975
CTDSPL2	0.03775
TBX5	2.051
NAPG	0.72425
RHD	-4.1855
C14orf45	2.697
ZBTB22	1.1425
PLCG1	-1.638
ANKRD10	-1.445625
AQP7P2	1.9515
TAGLN2	0.1885
HTR2C	-1.666
SLC16A7	0.0415
C17orf83	0.202
TSGA14	-0.633916666666667
MDH1	-0.43175
PPP3R2	0.464666666666667
DCBLD2	-1.27542857142857
RBM33	-0.59275
DPH3	-1.47525
SYT10	-1.403
FMO4	1.493
THYN1	-1.0205
DRD5	-2.0535
OTOR	-0.11425
PGRMC2	0.3106
KATNAL1	-0.60725
PAQR6	-4.0995
UBE2I	-0.89225
C14orf28	0.75525
C8orf70	-0.042
FLYWCH1	-0.63775
ANGPTL3	-1.5975
GLRX2	-0.261333333333333
ATP11A	-1.20464285714286
ARL5B	0.35775
MUC16	-2.43325
SLC25A5	-0.647642857142857
ACRC	-1.5825
MYO1C	-0.16225
FAM89B	1.52933333333333
FAS	0.437375
KIFAP3	0.632
GLRA2	-0.611
BTN3A2	-0.2772
CNKSR3	-1.025625
CSTF3	-0.521666666666667
ARPM1	0.9015
KIAA1530	-0.5975
C9orf150	0.452166666666667
PRKCI	0.427
tcag7.1015	-1.0065
SOD3	1.034
ZNF574	0.60825
CYP21A2	2.516
RPL12	0.1425
COMMD2	-0.9695
WIZ	0.14275
LOC344405	-0.23575
ALDH4A1	-0.820529411764706
CRYAB	2.835
COPA	0.276533333333333
PCDHGA7	1.371
KIF11	-1.60425
RASD2	0.08175
SLC26A3	1.1215
ZNF175	-0.357
JAKMIP2	-1.74425
C8orf4	3.31016666666667
PTHLH	1.0855
SLC40A1	2.411
OR7D4	-0.0741666666666666
PCDHB17	-0.8865
CD36	5.58685714285714
C6orf203	0.2233
PRKG2	0.681
LOC400566	1.79825
ANAPC13	0.405
SLCO3A1	-0.5045
ZNF692	-2.1715
FANCL	-1.4805
SH3GLB1	0.836
C12orf61	-0.1015
KBTBD6	0.24175
SUPT5H	0.206
XRCC6	-0.0983
HUS1B	-1.0455
FAM133B	-0.163928571428571
LOC728276	0.269
KCTD18	0.553
SOS2	0.663333333333333
CCDC99	-2.37025
C1QTNF5	4.1065
NNAT	1.5145
USP16	0.1195
LARS	-0.79375
ZBTB2	0.813625
ABO	0.049
TRAF3	-0.0005
GALNT5	-0.213
NAP5	1.830625
ALG14	1.06116666666667
KIAA0515	0.137884615384615
WDR75	-1.46916666666667
TEX261	0.0380833333333333
LY86	1.5865
LOC389072	-0.7525
FLJ13611	0.072
MRGPRX2	0.1775
SNRPA	-0.913125
OR2G2	0.0815
GPRASP2	1.2465
C7orf42	0.4424
C9orf163	-0.4675
CYP11B2	0.7915
FCRL3	0.810333333333333
PRDX1	-0.072
FGB	-6.63633333333333
COX17	0.368833333333333
C16orf33	-0.6395
PIWIL1	-0.142666666666667
FOLR1	-1.74983333333333
KIAA0082	-1.3765
FREQ	-0.2562
TMCC2	-1.48783333333333
TCF12	0.37525
ZNF721	0.48125
FAM130A2	0.6715
POU4F1	-2.89425
SNRPF	-1.113375
SGIP1	1.06216666666667
ZNF641	0.946666666666667
EMG1	-0.260125
PRRG4	1.2875
HIRA	-2.816
MYNN	0.331
AEBP2	-0.468666666666667
TBXA2R	0.859666666666667
ISL2	-1.48283333333333
PCDHB11	-0.2255
RNF144A	0.03825
MARCH5	0.77575
DULLARD	-0.0478333333333333
DCLRE1B	-0.1935
ITGA8	1.48875
TP73	-0.36825
PRKCD	1.51275
NDUFB4	0.32725
ATP13A4	1.441875
ANTXR2	-0.0255
COL4A3	-1.72416666666667
MYO10	-1.2232
SLC6A18	0.7975
PEX1	-0.52625
TMEM74	-1.769
RBM19	0.06275
TAPBP	0.65985
RUNX1	1.76475
MID1	-1.27683333333333
GPR64	-0.6715
RASEF	4.96075
GABRG1	0.098625
MYO16	-0.792
DBF4	-2.50383333333333
TSHZ2	3.69375
RIPK2	-0.367375
PPTC7	0.3905
KIF4B	-1.714
LRRC31	4.128375
ZNF540	0.8895
EFNB3	0.016
LOH12CR1	0.320875
STON2	1.31383333333333
GLP1R	0.61
CSTF2T	0.57575
IREB2	-0.72825
GRSF1	-0.1525
PDCD7	-0.709666666666667
LRRC43	0.5555
CNR1	0.728666666666667
IL1F7	-0.604
C12orf64	-1.28925
FAM69B	-0.696
NR2E1	-2.11216666666667
MS4A6A	3.0077
FTL	0.1552
C7orf36	-0.15675
PCLO	1.42
DYRK2	0.95875
ARIH2	-0.50525
SAMD7	0.4925
SCNN1D	-1.0665
SLC32A1	-0.846125
C22orf25	0.236166666666667
MRPS18A	-0.1663
GPR112	-0.387
EARS2	-1.367
ERN2	2.0905
ATPBD3	0.101833333333333
