Hybridization REF	TCGA-AO-A0JD-01A-11R-A056-07
ZNF641	1.529
EMG1	-0.359375
PRRG4	1.7325
HIRA	-2.871
MYNN	0.739333333333333
AEBP2	0.359333333333333
TBXA2R	-0.526666666666667
ISL2	-1.95466666666667
PCDHB11	0.4785
RNF144A	-1.56625
MARCH5	0.651
DULLARD	-0.526666666666667
DCLRE1B	0.538666666666667
ITGA8	0.41125
TP73	0.693625
PRKCD	2.3095
NDUFB4	0.21775
ATP13A4	0.092125
ANTXR2	-1.5125
COL4A3	-0.2045
MYO10	-1.9793
SLC6A18	0.678
PEX1	1.27725
TMEM74	-1.35766666666667
RBM19	-0.372
TAPBP	0.4845
RUNX1	0.27775
MID1	-1.99366666666667
GPR64	-2.76266666666667
RASEF	2.50725
GABRG1	0.552857142857143
MYO16	-0.93725
DBF4	0.700166666666667
TSHZ2	2.4575
RIPK2	0.452625
PPTC7	1.831
KIF4B	0.4475
LRRC31	4.31575
ZNF540	0.29925
EFNB3	-0.151833333333333
LOH12CR1	0.133375
STON2	0.763
GLP1R	0.373
CSTF2T	-0.68325
IREB2	0.28925
GRSF1	0.28075
PDCD7	-0.2215
LRRC43	0.1295
CNR1	0.502166666666667
IL1F7	-0.6415
C12orf64	-0.40225
FAM69B	-2.47575
NR2E1	-2.007
MS4A6A	2.4622
FTL	-0.9564
C7orf36	0.6765
PCLO	1.5469
DYRK2	1.26891666666667
ARIH2	0.07025
SAMD7	0.491
SCNN1D	-1.5815
SLC32A1	-0.94925
C22orf25	-0.38
MRPS18A	0.4141
GPR112	1.0815
EARS2	-0.10175
ERN2	0.8475
ATPBD3	0.522
PRH2	-0.22
CDKN2D	-0.282333333333333
PGLYRP2	2.74325
TRIM40	0.249333333333333
SEC14L3	-0.825
SLC22A1	0.212
BTN2A3	-0.2245
RASA4	-0.07025
CCNL2	-1.35466666666667
MYBPC3	0.2795
GJA4	3.19475
CDC42SE1	1.88875
TRPV2	-1.61725
MYPN	-3.7993
SIM1	0.808
CDADC1	0.8595
ZFHX4	-0.60075
NIBP	0.1045
ADAMTS19	-0.14725
ABTB2	-0.22
TSPYL2	-0.977875
EIF2S3	-0.5173
SOX30	-0.0645
AP2A1	0.326666666666667
DKFZP564O0523	0.302333333333333
LOC285398	-0.12275
CDH18	-4.73375
CHL1	0.72775
GATS	-0.6857
TBC1D2B	0.0693333333333333
OR1J1	-1.2475
GSN	-0.115166666666667
DPCR1	0.169125
GARNL4	-1.917
SMARCA5	-0.23
PLEKHG3	0.870166666666667
ZBTB45	-0.1935
FRMD6	-0.0848333333333333
PLS1	1.49916666666667
DGKZ	1.41283333333333
EFNA1	1.1163
WDR85	-0.884625
ANK2	-0.84975
PAGE4	-0.639
SENP6	1.151
AKR7A2	0.549166666666667
FKBP10	-1.45325
VEGFC	-2.84083333333333
LARP1	0.5031875
SRBD1	-0.25125
ITGB6	2.58775
SLC1A2	0.853
INVS	-2.19333333333333
MPO	-0.2005
MOBKL3	0.0314
CUTL2	-1.840875
KLK2	-0.0989166666666667
VIM	-2.3265
REG1B	0.437
PCDHGC4	0.90225
C3orf34	-1.0635
SUMO3	-0.0896666666666667
CST9L	0.0315
MLL4	-0.588
SPR	1.84266666666667
SAMD9L	1.415
ABCE1	0.57475
SUPT3H	-0.0531666666666667
ACTBL1	0.5525
ADAMTS4	0.689333333333333
SLIT3	1.706
RHEBL1	-2.0095
NPM2	-2.189
MAN1C1	-0.056875
KIAA1856	0.677083333333333
HSPA6	0.442
LOC388152	0.341
C10orf140	-0.498
ZDHHC12	-0.081
LIN7A	-1.9128
PHC2	-0.12075
SPHK1	-1.96
TRIM26	0.81925
FAM83E	0.772
C18orf24	0.445333333333333
ZNF578	0.131666666666667
ORAI1	-0.30325
RUVBL1	-0.147333333333333
C7orf20	-0.761166666666667
APAF1	-0.2245
SLC36A4	0.564
MYH11	4.36033333333333
NEK1	0.6162
MPP2	0.108625
C12orf24	-1.5115
TNK2	-0.086875
ZNF289	-0.4635
MATN3	-2.78385714285714
IFNGR2	0.6985
ITPR1	1.798375
EBF3	2.1579
TBC1D20	0.7475
OR10P1	0.0605
DDAH2	0.60925
SHPRH	0.45575
STX7	0.1695
LOC554248	0.159
BCAR1	-0.42575
ATXN3	1.09983333333333
TRIM27	-0.0395
CDC42EP2	-0.6955
CHP	0.404142857142857
SOX17	1.886875
ZNF259	-0.590333333333333
CHCHD1	0.312
ZDHHC19	0.743
GBP2	2.4845
GARNL3	0.785125
MRC2	-0.66375
C1orf52	-0.95775
AOF2	-0.618666666666667
LRPPRC	0.0656
ACVR1C	-0.286833333333333
TM4SF18	2.7165
TMEM169	-0.5755
PPP1R16A	-1.045375
EBF1	-0.272
RRS1	0.530666666666667
SNX2	0.21625
OR2T2	-0.029
RBX1	-0.1815
ANKRD54	0.224
TSNAX	0.8475
TMEM83	-2.078
ZBTB7A	0.72775
ATM	-2.21983333333333
LOC338328	1.94683333333333
TIE1	1.026
HIST1H3G	-0.6155
PASD1	-5.10866666666667
TINAG	0.93625
PCDHAC2	-0.0175
LRRC15	-1.77475
WBSCR17	-1.4735
TFF2	-0.442
PARP2	-0.319
NDFIP2	0.421875
PCDHGB2	2.1035
WDR60	-0.57025
MAP7D2	-1.581
USP45	-0.2225
GSDML	-1.96775
TNS1	0.0619
PLCD4	2.021
IQCD	-0.696333333333333
SMPX	-2.02375
CD9	2.011
SRGN	1.0605
CASP7	0.740125
INOC1	0.293166666666667
DKFZp451M2119	-1.614375
VMAC	0.6715
USP53	0.8539
CAMK1G	-0.20175
TMEM106A	-1.25
CDC20	-0.837
ACSL5	0.236833333333333
CBWD5	0.434125
C1orf87	-1.03283333333333
KIAA1274	-0.24425
PRUNE2	-2.54421428571429
LYPLA2	0.00316666666666667
DOK6	-3.34516666666667
GPR149	-0.41425
FAM30A	2.40725
TMEM129	0.28425
SLC35B3	0.2765
ACPP	1.345
LOC200261	-1.9655
SLC4A7	1.0086
CCDC40	0.185
GART	-0.953
THOP1	-1.264
SCARB1	-1.194
CACNA1F	-0.81625
TRIAP1	-0.416
SYT14L	1.3185
SFRS8	-0.960333333333333
PBOV1	0.214
GOLSYN	1.98575
GJB7	-1.7825
CAMK2N1	-0.161083333333333
GREM1	2.97325
FLJ20433	-0.0295
QPCT	-4.31275
PRKAG2	0.579333333333333
H2AFX	-0.828625
C6orf154	0.56175
PLOD3	-0.40425
ZBTB39	-0.154
WASF3	-1.70466666666667
DRG1	-0.1625
PRR4	0.3365
SPCS1	0.12425
KDELR3	-1.81433333333333
SRP19	0.816333333333333
GABRA6	0.579
MFSD1	0.5595
MMEL1	2.2435
PDXDC2	-0.0935
BUB1	-0.837888888888889
RNF138	-0.046375
MYLPF	-0.882666666666667
AIF1	-0.0301666666666667
DYNLRB1	0.5322
HCN3	-2.14533333333333
HIST1H2AI	0.87525
MAP4K5	0.231166666666667
LASP1	0.27875
LOC130951	0.217
PLAA	1.180125
KRT6A	-0.772
C6orf117	-1.343375
ARHGAP23	-0.185
PTF1A	0.472
GPHA2	-0.6885
LCE3B	0.34875
MCL1	0.163857142857143
EHBP1	-0.380666666666667
PRNP	-1.142625
ZSCAN1	0.2705
C1orf113	-1.52783333333333
FOXA3	-3.8245
NEB	-0.53575
ASGR1	-5.23783333333333
CTGF	-0.464166666666667
RAB17	-0.470166666666667
MST101	0.56575
JARID1B	1.5706
USP37	-0.2612
PTBP1	0.203166666666667
PTPN7	-0.475833333333333
CDC7	-1.07383333333333
SNX7	0.51125
ZNF335	-0.1625
CPT2	-0.07875
HEATR1	-0.30625
HSPC152	-0.404375
C5orf40	0.44775
PSME1	0.869666666666667
STAG3	-1.35975
TMEM154	-0.0268333333333333
KLHL32	0.8935
TSGA10IP	-1.364
SUV420H2	-1.3865
SF1	-1.085
2'-PDE	1.1905
PNLIPRP2	-0.444
TRSPAP1	-0.447583333333333
NUP210	0.319833333333333
ANP32C	-0.250333333333333
RAB11B	0.264333333333333
ASB15	0.6185
ITGB3BP	-1.155
UBASH3A	-1.07475
YWHAB	0.391375
TPRX1	1.22
LY6G5C	-0.421
SLC7A2	1.586375
CLK1	-0.28
HSD3B7	0.157666666666667
VDR	2.755
C16orf74	-1.73175
ACE	0.5125
PSMA2	0.527333333333333
CCDC131	-0.415375
ZNF213	0.785666666666667
EML2	-0.88025
ALS2CR13	-0.805666666666667
GLYATL1	2.92
DSPP	0.292
DHFRL1	-0.191285714285714
C10orf30	-2.3755
SH3RF2	0.121833333333333
LOC197322	-0.446166666666667
DLL3	-1.571875
TIGD7	-0.05575
GFRA3	-0.03425
CPA1	-0.0111666666666667
RTN4	0.457
PPT2	-2.74883333333333
FASLG	3.21141666666667
FOXP4	0.597875
RPL26	-0.5488
GNL3L	-1.7825
FMR1NB	1.68966666666667
CD163	7.13425
SGPP2	2.14175
GIMAP2	0.453
CD37	1.20266666666667
DPT	2.00316666666667
NBLA00301	0.64475
RGS5	0.449083333333333
C9orf4	-0.084
ACTL8	0.523166666666667
PRKAR2B	0.259875
OPLAH	-1.60966666666667
C20orf134	1.68375
SPACA5	0.00874999999999998
TBL1X	1.20233333333333
TSPYL3	-0.5415
CHCHD3	-0.73625
CRKRS	0.0618333333333333
GPR65	4.65975
DFFA	-0.311625
FUT1	0.28425
C6orf204	-0.6245
TMEM51	-0.5885
ZNF580	-0.46875
CMTM2	0.72825
C20orf200	-0.56
EZH1	-0.618
FDX1L	-0.19475
MRPL32	0.2065
PCAF	-1.1573
ALOX15B	1.73816666666667
CD59	0.286833333333333
CDK9	0.203875
ERP29	-1.564
TTR	-3.40925
BCMO1	-0.429
DDIT4	-0.0692
PTGDS	2.5225
C3orf63	0.461666666666667
BST2	0.7725
CYP1A2	-0.764333333333333
C5orf25	-2.17775
STX1A	-1.04982352941176
OR2A12	-0.014
SH3BP5L	0.50775
SERINC5	0.746375
USP6	-1.4086
MRPL3	0.6575
POMP	0.805125
INPP4B	0.07275
GMPPB	1.2555
EAPP	0.35025
AHSA1	2.02125
ABCA11	-0.181
SLC5A6	0.607166666666667
HIVEP2	1.92275
SUMO2	-0.005875
KIAA1822L	-1.33283333333333
C11orf67	-0.66725
TXK	-0.02175
PHCA	-0.971625
ICAM4	-2.7115
FPGS	0.101666666666667
SNRPA1	0.44575
KCNJ4	-0.7715
KIF6	-0.8092
HIST1H2BG	-0.983833333333333
SLC5A5	0.66725
ZNF354B	-0.239333333333333
IL12RB2	1.63525
C11orf76	0.039
GAL3ST2	-0.2275
AIFM2	-2.23775
SYNC1	-1.4845
UBL3	0.523125
PIK3CG	-1.0415
NLN	0.3083
BCORL1	-0.65375
CD5L	0.20475
ZNF238	3.50983333333333
KIAA1394	-0.11025
C16orf55	-0.6524
CYP3A7	-2.647
KRTAP3-1	-3.3405
TFDP1	0.5445
MND1	-1.6685
NODAL	-0.0326666666666667
GTPBP4	0.2185
TUBGCP2	0.201
SLITRK5	-0.545
CIC	-0.124
CD79A	0.433333333333333
SAMD14	0.0433333333333334
TNPO3	-0.622
OR10G3	0.5985
OR10G8	0.5235
CCDC111	-0.6555
HOXC9	-0.86725
DCUN1D1	0.557333333333333
CYB5R1	1.018
TSR2	0.5445
DAB2IP	0.0367
SLC6A5	0.016
RAB3D	2.01175
DCUN1D4	-0.221166666666667
ERBB3	1.47058333333333
SDC1	-0.100833333333333
ATP6V1H	0.836166666666667
SYK	1.136
ST20	0.61275
C13orf30	0.103
WDR40A	1.28033333333333
ADMR	-0.268
LOC388335	0.3845
ACSM1	0.35
TDG	0.152
FLJ11235	0.15625
MRPS5	-0.369833333333333
AGPAT2	-1.45616666666667
SLC12A1	2.788875
CYP27A1	-1.047
THAP7	-1.2535
XPO1	0.20625
ALMS1L	0.2275
C1orf2	0.02725
ZNF777	-0.8035
CAMK2A	-0.192333333333333
SMC1B	-1.211125
IHPK2	0.436533333333333
LEMD1	-3.336
NKD2	-1.0045
CLU	0.992928571428571
ARMETL1	-2.347
PABPC4	-0.78075
CXCL12	0.1475
TFAP2C	0.3151
TTTY8	0.3055
ABCB10	-0.1312
ENDOD1	3.1655
IDI1	0.2495
KCTD6	2.02583333333333
CCDC105	0.8425
ULBP2	-0.6315
ZDHHC5	0.4695
WNT8A	-0.86575
COMMD10	1.506
KLHL12	0.18025
GPR50	-0.134
NR5A2	0.259
OXGR1	1.4875
EHD3	-0.57525
CAPRIN2	-0.61375
KLRC3	-3.36975
SF3B1	-0.0857857142857143
IPO7	1.1525
ALDH1A1	-0.919666666666667
ANKRD5	2.240375
TSNARE1	0.3645
DDEFL1	0.0745
RNASEL	1.08833333333333
DNAH9	-1.2575
HELLS	-1.47575
TNS4	0.043
NAV1	-0.865
KIAA1409	-0.80425
C20orf26	2.60683333333333
TUBG1	-0.2115
IRX2	1.07075
CNGA4	-0.0735
MGC50559	1.24233333333333
OR4K17	0.395833333333333
TM2D2	0.749
FAM32A	0.23
TXNDC14	-0.1635
CCBL1	-1.4385
ANK1	-3.1856
PRSS23	-3.48
PPM1L	0.241
SPATA20	-1.4055
APCS	-0.33325
C14orf122	0.282166666666667
PSMB5	0.18875
C6orf10	-0.0817
SETDB2	-0.376833333333333
SPNS3	-1.48075
SGMS2	0.588833333333333
MXD3	-1.39916666666667
MON2	0.1368
CARTPT	0.4575
HNF4A	-0.7274
RABEP1	0.53435
TNFRSF10B	-0.99775
USH1G	0.3405
PPAP2B	-2.204
TMEM16K	0.1655
CTDSP1	-0.441
CDK5R1	-1.175
GABRR1	-0.4815
OPN1LW	0.132
FAM98C	0.632125
DBN1	-0.911125
ACAD10	-0.585833333333333
QTRTD1	0.3575
WNK3	-2.12166666666667
RPS19	-0.3915
C1QB	3.31375
OTUD5	-0.284125
SLC41A2	1.21366666666667
TMEM22	-2.62383333333333
KHSRP	-0.2505
TNFRSF11A	1.28716666666667
FBL	-0.9525
IBTK	0.779
OXER1	0.2535
CBLN4	-0.576375
GPR172B	-0.128333333333333
CFTR	0.094
VSX1	1.106
CAMK1D	-1.44425
LOXL3	-1.77475
RTP4	0.8415
SLFNL1	-0.603
KIAA0828	-0.46925
PAR5	0.35
LOC723972	-0.15925
GDI2	0.53625
CEBPA	0.9236
MLF2	0.506833333333333
AFMID	0.13075
ALOX12B	-0.00875
BPHL	-0.660125
COX5B	0.23175
S100A10	-2.0536
THOC6	0.715
NHN1	0.086
RRP12	-0.550833333333333
ARID3B	-2.17575
CD3G	-1.06516666666667
KIAA0133	1.176
NAT11	-1.62233333333333
PPAT	0.464833333333333
SIRT3	-0.0711
TCERG1L	-1.9655
NIPA1	-0.9825
DPP8	0.4626
IL7R	0.598
ZFP64	0.694166666666667
DMAP1	-1.1315
TRMT12	-0.50375
TLR4	1.0654
WFIKKN2	0.1195
RAB12	1.44316666666667
DDX51	-1.06516666666667
KIAA1086	-2.9325
ZNF295	-0.203166666666667
ACVR2B	-1.32285714285714
LOC494150	-0.658625
ZNF517	-0.405
DNASE1L2	-1.56416666666667
SUFU	0.328
LOC283677	-0.196
LMO3	-0.1465
PPP2R5D	-0.133
ZNF587	-0.2325
HIST4H4	-0.039
CYP2C8	-0.1545
C1orf80	0.6915
DOCK5	-0.813
C9orf24	0.7275
OR5AR1	-0.0675
C11orf24	0.8425
UNQ1940	-0.85775
CAP2	1.24416666666667
TIMM44	-0.00025
DSEL	-2.5278
ROM1	-0.48575
FBXO4	0.693625
MYLC2PL	-1.30925
MLH3	2.1443
NOX1	0.4345
DPEP2	1.5715
DNAJB5	0.21725
RLTPR	0.505
MBIP	-0.390166666666667
COPB1	1.33733333333333
SFTPA1B	-0.015
C10orf4	-0.0311
PRELID1	0.25325
NOLA1	-0.77125
C19orf24	0.59125
TLR9	-1.837
HLA-DMA	2.95941666666667
HCRP1	0.2335
GPR137	0.141333333333333
ITGA11	-3.26683333333333
PHF13	0.0106666666666667
MARK4	-0.132333333333333
METTL4	0.07275
MBD3	-0.2755
LOC134145	0.737125
FGF3	0.05275
SLC35A3	1.067625
CLEC16A	0.06675
AMOTL1	1.429
FLJ31438	-1.04425
PAICS	-0.58875
TOMM40L	-0.345666666666667
MMD	-1.45
KLK10	-0.1219
NIT2	0.438666666666667
SERPINB10	0.3965
KLF15	-0.6838
CCDC5	-0.39175
WSB2	0.207625
ME3	-0.064
CACYBP	-0.261
TCTN2	-0.4865
JAK1	0.664625
C2orf25	-0.33075
GPD2	1.821
FBXL11	2.049
CDV3	-0.0348333333333333
GALNT11	0.025
NDUFA12L	-1.0597
FLOT1	0.390857142857143
TOR1AIP2	1.626
MMP25	-0.19525
C1orf164	-0.9613
CHST5	-0.09325
LYRM4	-1.0301
GPER	-4.262
HIPK2	0.505916666666667
DAP	-0.1824
ZMIZ1	0.237833333333333
DDX58	1.08925
DCC1	-1.80525
AKT1	1.125375
ENPP6	0.353
ERVWE1	-0.834
CDC34	0.136
RNF125	-2.588
CASC1	2.261
SHROOM2	1.24925
RRM2B	-0.721333333333333
COL6A3	0.690625
TMEFF1	-1.5135
PLEKHA4	-0.727
LYSMD1	0.620166666666667
SEPT1	-0.498333333333333
AOF1	0.511
GNPAT	0.44075
WDR18	-0.181
HSD17B12	-1.06166666666667
HIST1H2BM	0.0276666666666667
INDOL1	-0.169666666666667
SUDS3	-0.256
C1orf192	1.1375
CYP2B6	-0.8145
TBC1D2	0.627166666666667
SLC25A12	-0.159
ERCC6L	0.330166666666667
MGC10814	-1.79616666666667
POLR2C	-1.22866666666667
ZNF77	0.143333333333333
EIF3K	-0.4837
HPX	4.2335
ANKRD27	-0.267625
MALAT1	-0.066125
PLB1	-0.237666666666667
HRNBP3	-0.997125
CPSF4	0.1595
OR52N2	0.682
PIP5KL1	-0.62275
GH1	0.4905
HPS5	0.65175
SLFN5	0.619375
POP5	-1.5955
OVOS2	-4.31766666666667
C20orf108	0.00025
MARS	-0.29525
CLRN3	1.063
ARSE	-2.22616666666667
PPIE	-0.341833333333333
PHACS	-0.800333333333333
GP5	-0.6805
IL8RB	0.743
FCRLA	-1.630875
ARRDC1	-0.0499
KRTAP9-4	-0.0165
ZNF613	0.4015
OR11A1	0.5185
TMEM132B	-2.9455
PGLS	-0.18025
BSND	-2.37833333333333
KCNK18	-0.664
FOXD4	1.31575
SV2C	-0.44025
LCN2	1.68166666666667
ZNF490	0.1252
C3orf15	2.1168
CACNA2D4	-2.5215
CBX5	0.43675
MAGEB4	0.44725
BOLA1	0.236
PPP2R5E	0.81125
COL5A1	-0.58225
ASB7	1.3465
SFT2D1	0.8725
DERL1	0.1519
RABL2A	-0.0211666666666667
MOAP1	1.27325
KIAA1545	0.351833333333333
F3	-0.72
PLEKHM2	-1.07475
CCDC89	-0.368833333333333
EFCAB1	1.892875
TMEM48	-0.004
SEPHS2	1.11725
PYGM	-0.7965
PRICKLE1	2.0835
WNT5B	-2.35075
TAS2R38	-0.346
IMP5	0.01625
KHDRBS1	-0.0173
LARS2	-0.4655
C3orf28	-0.3575
FTCD	-3.7145
C10orf68	-0.276
DGAT2L3	0.04025
PSEN1	1.08941666666667
MGC33657	0.42125
PLA2G4B	-0.51
CDKN2A	-0.150083333333333
DLX1	-3.08025
TSHB	0.6065
C18orf37	0.43175
MEX3C	0.480875
MAMDC2	-0.68
PDIA4	-0.269
ATP5E	0.2315
CASP2	-0.544357142857143
SERBP1	0.188730769230769
ZNF341	0.536166666666667
TESC	-2.919
TMEM31	2.23025
OR51I2	0.0235
YTHDC1	0.6595
JUN	0.3195
AGMAT	-2.7265
PCNXL2	0.55525
ATAD5	-1.743625
STK38	-0.14475
AZI1	-0.57825
RBP1	-0.1225
C4orf26	-1.14
KIAA1026	0.868
TMEM101	-1.009
HSFX1	0.2865
TREX1	0.25475
C18orf10	0.1079
TRIM15	-3.029875
CA6	0.398285714285714
CEP57	0.592125
AR	3.54283333333333
SESN2	-1.17466666666667
KIF3C	-1.755375
EPB41L5	1.085375
ARHGEF10	-1.60268181818182
POLR3D	-0.461875
INDO	0.738
GABRA3	0.387
SCG5	-2.4312
E2F3	0.0834
TIGD5	-0.6655
FGD6	0.627166666666667
KLHL3	-0.802875
SCGB3A2	-1.702
URP2	-0.00350000000000001
ATP6V1B1	0.0757
CALML6	-0.4055
LOC100049076	-0.0185
TMF1	0.68875
LOC388503	0.17525
CDH5	2.7785
RPS6KC1	1.2095
DAAM1	2.1011
TNFRSF10D	-0.60275
GSTT1	-1.8257
INPP5A	-0.17625
TRAF3IP1	0.4621
SMARCE1	-0.625928571428572
VRK1	-0.0275
TTC16	0.27675
AARS	-1.07516666666667
ARHGAP27	-0.541666666666667
ZAK	-0.280642857142857
ACSM2B	-2.76625
TRAP1	-0.120666666666667
MRPL53	0.40125
RNF44	-0.71275
NPTXR	-0.735
DPYSL3	-1.32883333333333
APP	0.0820999999999999
GLS2	-0.4565
MNX1	-2.28383333333333
CMTM7	-1.07125
OR10A7	0.8595
NYD-SP21	2.9155
ORC5L	0.5775
SLC16A10	-0.703875
TMEM178	-0.484
LOC441601	-4.15075
PTGIS	-0.87825
KBTBD7	1.844
C19orf41	-0.5195
CEACAM3	-0.136333333333333
KRT23	0.77375
SERHL	0.189
PNKD	-0.10075
UBC	0.37625
ATRN	-0.61225
HAPLN1	0.54725
RANGAP1	-0.7095
C10orf26	1.28866666666667
KCNA7	-0.8215
SRY	0.48
LOC376693	-1.076
HIST1H2BF	-0.14875
CDCA8	-0.988
MLC1	-2.90525
TNIP3	-0.747
OR4D1	0.7175
IFT52	1.07333333333333
GOLT1A	0.457833333333333
UTP20	-0.450375
RP3-402G11.5	-1.204375
PRSS33	-2.0155
PMPCA	-0.64725
APOB48R	1.55866666666667
GLTP	0.10325
MPL	0.28875
C9orf78	-0.90925
ADAM12	-0.307125
CSPG4	-2.538
LOC144305	-2.059
KRTAP4-10	-0.4262
PAK1	0.24175
ADCY7	-1.3366
TAS2R43	0.0625
FRAS1	-2.63157142857143
PPP1R14A	-0.4155
OR2B6	-0.6275
ATP13A1	0.502833333333333
SIDT1	1.915
C1RL	0.6575
PRKRA	-0.0915
TLN1	1.0129
RP11-50D16.3	0.45475
MITF	-1.897
GYS1	-0.549
LYG1	-0.177833333333333
NSMCE4A	-0.2952
DNAI1	0.93325
HOXD11	-1.8245
FNBP1L	1.4237
DHX35	-0.33025
LCE3E	0.245875
SLC33A1	1.517
DCLK3	0.195333333333333
TRIM33	-0.342
TMCC3	0.323
FBXO42	0.0296666666666667
C1orf27	0.8642
C17orf50	0.3715
RNF14	0.594333333333333
SLC4A8	1.263
RAB3IP	0.4879
COX6C	-0.0625714285714286
PCSK1	-3.5182
SLC13A1	0.0445
ARF6	1.49816666666667
KIAA1009	-0.55075
HOXA13	-3.42525
HMGN1	0.16625
CXADR	-0.982
MGC14436	-0.2815
UTF1	1.1945
TSC22D1	0.8888
BZRAP1	-0.253666666666667
PUF60	-0.334083333333333
SHC1	-0.203625
HOOK3	1.1987
LIMS2	-0.727666666666667
BAHCC1	-2.16783333333333
CLCC1	0.824666666666667
ENTPD3	2.14983333333333
SMO	-2.918
PIK3R5	0.533
CDC14A	-0.12875
KRT1	2.06425
ENOX2	1.04383333333333
FLJ22655	-0.818
FPRL1	1.276
INTS6	1.1299
ZCCHC5	-2.075
SMC3	-0.825
C6orf123	0.534
FLJ20160	2.904
LOC653391	0.325
GSS	-0.5555
NT5M	-0.62325
SIX5	-0.078
TAF5	-0.9715
KCNA1	-0.198166666666667
ANLN	-1.27516666666667
MGC45491	-1.2751
SSTR2	2.10375
LYPD4	-0.02325
TH1L	0.379375
CHRNA5	0.0505
PNMA6A	-1.34175
FLJ16369	0.0495
DLX2	-2.105
C6orf108	0.800583333333333
ALDH3A2	1.69916666666667
CLEC1B	0.506833333333333
LEPREL2	-2.71325
FOXJ1	1.6081
OR1D4	0.422
PPIL4	0.5355
MTRR	-0.29775
SLC27A3	-0.0808333333333334
HTR7	-1.54083333333333
MIB2	-0.58425
BHMT	-1.52366666666667
A2ML1	0.5055
MSMB	-3.36175
KIAA1383	1.4195
TRUB2	-0.5005
PF4	0.0235
IL1F5	0.184333333333333
LRRC37B2	-0.62175
IPO4	0.15925
FIGF	1.16075
QDPR	-0.17175
ZNF598	-0.502
BOP1	-0.91525
MAPK12	-2.1195
POLR1E	-0.94675
CEECAM1	-1.20666666666667
INSRR	-0.19
SIPA1	-0.49125
ULK4	-0.0178333333333333
BTN3A1	0.3236
FABP5	-1.3509
KBTBD3	0.743
SORT1	1.42241666666667
YWHAQ	-0.4910625
LRIT1	-0.433
KIAA1704	0.1329
MEIS2	-2.3031
ENOSF1	0.697666666666667
PCDH7	-0.702384615384615
FZD9	-2.5
RPLP1	0.152166666666667
ZNF75A	-0.052
P4HA3	1.2955
NKX6-1	0.2275
CTA-216E10.6	-1.271
IFT140	0.48275
DENND1A	-0.552
ALCAM	0.985
ABHD2	0.931318181818182
QPRT	-2.58383333333333
TRAM1	0.880142857142857
ATP1B4	0.057125
NUP37	-1.1325
SAA3P	0.131
SLC22A6	0.1285
KIAA0265	0.0535
ZNF41	0.404
ADAM19	0.249
ERAF	-1.34425
DEFB119	0.875545454545455
DNMT3B	-3.8275
SNF1LK2	-0.3865
MGC24039	-3.14983333333333
TAS2R48	-0.266833333333333
PNLDC1	0.3715
ADAMTS16	0.135125
TMEM92	-2.76083333333333
CCT8	-0.328083333333333
POGZ	0.233083333333333
N-PAC	1.1645
GUCA1B	-0.483666666666667
ZZEF1	-0.360666666666667
OR2C3	-0.02575
ZNF334	-1.77233333333333
RANBP6	0.63375
LDHB	-1.46516666666667
BAMBI	2.943625
RAB5B	1.1865
FOXB1	1.0285
MRPS12	-0.026
MRGPRF	-0.096
CRIPT	0.7135
CYP2D7P1	-1.0385
RYR1	0.06425
NDUFA2	0.697375
TRIP12	0.297083333333333
KCNE3	2.28766666666667
MOBKL2B	-1.1411
MIOX	-0.179
ACOT7	-1.46575
FGF6	0.383
RASSF5	-1.0151
ATAD3B	-0.964333333333333
IKZF3	0.65
H3F3B	-0.119071428571429
C6orf91	2.896
SEC11C	1.6945
TMEM14C	-1.576
KIAA1632	-0.0285
SLC38A4	-0.195
FGFR3	-0.991083333333333
HES7	0.9535
HINT3	0.8155
ARIH1	0.8645
FLJ35880	-2.465
C1orf129	-0.35
POU6F1	-0.759875
RPL32	-0.2265
BBS1	1.932
RGPD5	-0.9755
SULT1C2	-0.4005
KDELC1	-1.0665
PIP5K3	-0.435666666666667
CHI3L1	2.0147
CSDA	0.187916666666667
VTCN1	4.84275
WDR62	-1.48975
TMEM170	-0.5105
KIF2A	0.06875
C6orf182	-0.7755
ARL6IP6	-2.1535
ZCCHC9	-0.822
RARB	0.247166666666667
ZNF320	0.37325
DHX15	0.94275
PICALM	-0.322666666666667
CNOT6	0.706333333333333
HIST1H1A	-0.748
ZNF702	1.60066666666667
OR1E2	0.007
HLF	-1.6033
LOC442582	-0.535
KIAA0494	0.29425
TCF4	-0.1423
APOBEC3B	-0.3955
FAM54B	-0.49025
MYH2	-2.529
FXN	-0.833
C12orf59	0.6505
PAEP	-1.61525
SPG11	0.229125
VN1R4	-0.2925
KCNJ13	-0.623
NOC3L	-0.604
C5orf36	0.4305
CPAMD8	-0.194
MLN	-0.431
FLJ11184	0.134
TIAM1	-0.204833333333333
OR10J3	0.311
OR52E2	0.92
PBX1	2.4153
UBL7	0.130833333333333
PXMP2	-0.35725
SYTL1	-0.293833333333333
FAM126B	0.71725
ZNF711	0.344625
GGA1	-1.333
VAMP4	0.623
BCAP29	-0.2267
C20orf19	-2.226875
ZNF275	-0.744875
NEK6	0.64025
SETD8	-0.7765
HEXIM1	0.384916666666667
SULT1A2	-0.2375
KLHL9	0.76475
SLC39A12	0.038
ARHGEF16	1.05316666666667
SCN1A	-1.08933333333333
HNRPH1	-0.266416666666667
C9orf103	-0.569
ECE1	0.268833333333333
MED18	-3.45425
TEX13B	0.136
