Hybridization REF	TCGA-BH-A0HK-01A-11R-A056-07
MRPL15	-0.28275
C21orf59	-0.40575
PLCXD2	-0.35575
C2orf34	-0.2255
UBE2L6	0.87675
MED14	-0.298333333333333
HP1BP3	0.1447
C6orf208	-0.122
TPBG	0.72825
OSR2	-0.526625
XPC	-0.0821666666666667
KLHL7	-2.241
CCR3	-1.0904
AGTPBP1	-1.62116666666667
PCSK6	-2.0464
STAT5A	-1.2473
FAM18B	-0.25675
LONRF2	-2.80433333333333
PTPN2	-1.1695
SF3A3	-0.970333333333333
EFCBP2	-0.74875
HCFC1	-0.9455
AHNAK	0.34595
ACTR5	-0.4635
KIF14	-2.88842857142857
TENC1	1.71475
HEATR5B	0.955
YIPF2	1.00883333333333
MYEOV2	0.8525
DUSP18	1.0195
KIAA1012	-0.03475
AHR	-0.908333333333333
C17orf53	-1.49216666666667
PTPRH	-2.31775
ATP6V1C1	-0.3515
TAS2R3	-0.3745
LOC440356	-0.55775
COQ10B	0.34625
PSMF1	0.396666666666667
SORBS2	3.81816666666667
NFE2L2	-1.37675
TMCO7	-1.0115
SH3PXD2A	0.0103
SH2D2A	0.06475
SPINK5	-1.1975
MRPS24	-1.207
OPA3	1.089
TRAF7	0.125
C4orf35	-0.244666666666667
MT1G	-1.39175
MGC39545	1.1125
HS1BP3	0.4699
OR2B2	0.003
CHRM4	-0.134
SFRP2	2.03525
RIC3	-2.3595
ART1	0.1475
C6orf1	0.318625
DUS4L	-1.1775
C10orf104	0.43475
TNFAIP6	1.342
RTEL1	-0.60575
CCT4	-0.7365
ZNF709	-0.5325
CHMP6	0.373
UPP2	0.5335
CYP19A1	-0.442875
CD151	-1.09533333333333
NDUFA13	-0.274333333333333
ARFRP1	-0.900166666666667
FAM26B	1.7445
CRYBA1	-0.962
MRPL41	0.242333333333333
NPFFR2	-1.573375
HRH2	0.8865
SCAMP3	0.951333333333333
MTMR6	0.6316
MTG1	-1.04833333333333
UBTD1	1.502
CRABP1	-2.6565
FLJ33790	0.9235
KIAA1908	-0.0113333333333333
GPR158	-2.01325
PACSIN3	0.4285
OMD	3.97333333333333
CATSPER1	-0.639833333333333
HOXB8	4.291625
FBXO46	1.091
OAS1	0.315
SVIL	-0.122
PHB2	-0.428
ADCY3	-0.0235
NDRG2	1.4965
ERMAP	0.3306
APBA2	-2.31066666666667
IGSF9	4.05225
WNT6	0.1815
MYCBPAP	2.4085
ATP2B2	-0.1156
CPVL	-0.9316
TRAM2	-0.5265
NOP5/NOP58	-0.57725
ZNRF4	0.877
TLK1	0.363875
MTMR12	0.107785714285714
ZNF384	-0.568333333333333
FAM9B	-2.03575
RPN1	0.1869
PMVK	1.5415
EIF3D	0.7442
SIX2	2.51075
HPS1	0.593357142857143
RNF7	0.097
PSKH2	0.9855
KCTD13	-0.123166666666667
CSMD3	-0.4834
FBF1	-0.08
IL8	-5.78725
SERPINB13	0.4828
FBXL20	-0.50825
BLR1	0.34675
SH2B1	-0.2645
RFNG	0.014
RAB20	1.27666666666667
RBM7	-1.3505
POLR1A	-0.615
TMPRSS4	-2.98725
TAF9	-0.568875
TERF2	-0.175
TNFRSF1A	0.0898333333333333
ACADVL	-0.387666666666667
GTF2H5	0.17075
EDG8	-0.7265
C9orf140	-1.094875
UST6	-0.053
ZBTB8OS	-0.89125
ZNF710	0.977
GPR174	-2.3445
ATP6V0A2	-0.88425
KIAA0319L	0.0366666666666667
XKRX	-0.689
DOPEY2	2.4834
SDHD	-0.440916666666667
SUMF1	1.52475
OSM	2.114
OPN3	-1.63825
DAGLB	-0.345666666666667
PPFIBP1	-0.1053
TRIM63	-2.30725
C10orf53	0.3715
LYPD3	3.0745
BCL7A	-0.811875
AGER	-0.9825
TCF19	0.628625
SAT2	-0.2175
PFTK1	1.481
GABRE	-1.949125
C15orf38	1.2861
FIS1	0.373
KCNV2	0.097
CLPS	0.11625
PPCDC	-0.815125
FOXN2	0.798
NT5E	-2.6846
CD83	0.8525
IL18	3.476125
VPS16	-0.21075
IGFBP2	1.484
NOTCH2	0.2845
SIGLEC1	1.953875
CD93	5.692
SULF2	-1.23025
CEP164	-0.826875
P53AIP1	0.1032
TOR2A	-0.0225
ZNF136	0.7675
MGP	4.0454
CCDC144A	-1.36
TRPC1	-1.24133333333333
SMS	-0.821
MAPK7	-0.606833333333333
RRAGC	0.4905
PARD6A	0.601166666666667
NUB1	0.782333333333333
SYNGR4	1.15625
OR11H12	0.4905
WIF1	0.737125
GCH1	-0.404
OR11H4	0.1325
SLC44A5	-0.3465
GPRIN2	3.4005
LOC401431	0.2555
CPA4	-2.9402
MELK	-3.33977777777778
IL15RA	-0.1465
CUL3	0.68575
HMBOX1	-1.54125
PODXL	-2.694
CCT6B	0.927833333333334
COMTD1	-0.0435
MUC20	-0.842333333333333
GPX2	-2.630125
ITK	-1.868125
FBXL5	1.53325
C13orf27	-1.923
DEFA5	-0.223
TRHDE	-0.423
MTP18	-0.535666666666667
UQCRQ	1.7537
ITGB2	0.9295
CSRP2BP	-0.07
TAS2R44	0.497
PHPT1	0.14475
FAM44C	-0.442
ERH	-0.1185
MPHOSPH1	-2.6435
MORC1	-0.5715
PARVB	0.0745
LAMA1	-2.33458333333333
PGBD3	-0.48325
GIMAP6	4.74275
AREG	-2.53383333333333
LIPT1	-0.551
MGC99813	-0.8835
C1orf201	0.223
GRIN2A	-1.1099
MAN2C1	-0.249
NSUN5	-0.87925
SF3B5	0.0625
MYC	-0.4560625
NRXN1	-0.743818181818182
ZNF18	-0.4245
SPDYA	-0.6795
SLC37A1	1.288
DECR2	-0.0975
ANKRD38	-0.026
SPTLC3	-1.10790909090909
SUPT16H	-0.39375
DTWD2	0.145
ULBP1	-0.843
ZADH1	0.28
OIP5	-3.3005
IL10RB	-0.03
OTUB2	-0.7435
VWA3A	-0.108
SPIC	0.3285
OR6C4	0.472
PSCD4	0.700333333333333
DPY19L2P2	-1.139
TRAPPC6A	1.33433333333333
C21orf2	-0.196666666666667
CEMP1	-0.63975
LIN7B	0.284
E2F7	-2.28716666666667
VCP	-0.3500625
LAMA3	-0.37375
BGN	2.57225
GPR160	3.24566666666667
COCH	-4.58266666666667
GPR81	2.52233333333333
APOBEC3F	-2.04725
tcag7.1017	-0.4525
C1orf32	0.335
SCGB1D2	0.61725
FLJ43987	0.6325
C6orf170	0.2475
KLK9	0.947
GPD1L	1.24125
VPS37B	0.1725
ATG3	-0.632166666666667
ADAMTS17	-0.189
KLHDC2	0.366
NDUFV2	-0.78425
BLK	-2.14
MATN4	-1.034
GPM6A	0.763625
GBP4	3.55533333333333
TMEM162	0.400666666666667
PKP2	1.0095
HRASLS	-2.14444444444444
MMP1	-5.25425
SFXN3	-0.5303
FSD1	-1.31833333333333
ST6GALNAC3	-0.181166666666667
CA12	3.3593
NCOA6	0.09525
C19orf58	0.1465
PPP4R1	-0.686833333333333
MAN1A2	0.386
IKBKAP	-0.57075
UPF1	-0.312166666666667
KIAA1219	0.44075
WNT16	0.259166666666667
SNW1	-0.331
IL18RAP	1.90975
RPP30	-0.444
CDC40	-0.132857142857143
SETD3	0.305166666666667
SLAMF6	-0.62375
ELK4	-0.046
TRIM47	0.143
ACOX3	1.58825
TRIM6	-0.163625
KIAA0372	-0.786333333333333
TP53AP1	1.900375
SMURF2	-1.948
ADAD1	-0.52375
EBP	-1.3459
KRTAP13-2	0.00899999999999999
FLJ36874	-1.49866666666667
TOR1A	-0.105333333333333
P2RY4	2.101
GPBP1	-0.19275
TRPV1	-0.741125
ADAMTS12	0.206166666666667
PES1	-0.0742
ATG4A	0.166
MAGEA10	-3.7685
WFS1	2.79225
CC2D1B	-1.2505
PABPN1	0.0777500000000001
SLC25A30	-0.1595
SLCO1C1	0.930333333333333
SLC22A5	3.69325
KIF23	-3.50083333333333
SYN2	0.341666666666667
ASPN	7.94333333333333
CENTG2	-0.58675
QSOX2	-1.1546
FLJ10815	-0.814666666666667
STK24	-0.5179375
SPEG	-0.3116
STK10	0.273166666666667
DACT2	-1.8605
AAAS	-0.619
SSX3	-1.42714285714286
ABCD3	1.0416
C4orf12	0.284375
PARVG	0.3285
FIG4	1.79675
C9orf46	1.385
TMCO6	-0.779
IGHMBP2	-0.28525
DUS2L	-1.036
FAM3C	-0.379875
TMEM16D	-1.860625
DCTN4	0.68125
KCNH3	-0.0575
EIF2AK2	0.851
AP1S3	2.55425
CST4	0.223
PAM	1.08775
NUTF2	-0.71725
CITED2	1.3623
SLC39A4	0.39125
C2orf52	-1.266
GRM3	-0.73875
C12orf49	0.0255
CCDC49	-0.5847
GRAMD1B	-1.565
FNDC4	0.308
SIAH2	1.798625
GDPD4	0.0705
C21orf87	0.59675
ATP5A1	-0.684166666666667
C16orf63	-0.74825
LOC388135	1.8575
ATP5J2	-0.7605
MMP3	0.46425
EMID2	-0.02
CRHR1	0.5735
WDR70	-0.27625
C13orf31	1.134
ZFAND1	0.4135
CCL18	3.71833333333333
C3orf49	-0.479
RINT1	-0.814
KIAA0408	-1.368
F13A1	5.0683
SLC10A1	-0.0165
OGN	3.52475
GIPC2	-0.2035
XPO6	-0.6595
LCE1A	1.148
FMR1	-0.2125
LOC374920	-0.0535
DUSP3	0.440125
ANKMY1	0.89025
C7orf50	-0.32775
BBS9	-0.9042
UNC119B	-0.476125
C9orf72	-0.408375
MGC35440	-0.74075
ENTPD6	-0.0175
PPP1R2P9	-0.215
ERCC4	-0.222
FAHD2B	0.289
HMHA1	-0.395
HACL1	-0.741
RAD23A	-0.3435
FAM83B	-3.08725
PPP5C	-0.936666666666667
RNASEH2C	0.0865
C9orf153	-0.1435
SCAMP4	0.75575
GHITM	0.1982
NDUFB7	0.526
ADCYAP1	-0.903
SP110	1.244
MAP3K7IP2	-0.263
DHH	0.506
AGRN	0.763571428571429
WDR33	-0.1715
CEP290	-0.629666666666667
PRPS1L1	-2.027
KLRA1	-0.9055
GPR97	0.0685
CHD7	-2.58433333333333
TLR10	0.56175
SLC30A8	-1.0935
HIC1	1.86833333333333
IAPP	0.791
RXFP4	0.427
GP1BB	2.218
SHQ1	-0.1295
NKX2-3	0.5136
API5	-0.471
FTHP1	0.2715
MOV10L1	0.315
TRIM6-TRIM34	2.38833333333333
ADHFE1	0.6005
FAM117A	-1.348
DDI1	0.401333333333333
CDON	-0.756166666666667
TRIM73	-2.309
IGKC	5.7905
MMP14	-1.65583333333333
DYNC1LI1	-0.71175
C11orf66	0.314
TRBV3-1	-1.46575
FASTKD5	-0.2515
BIVM	-2.521
LHX4	-0.36125
CXCL2	-0.9154
RAB2B	-0.540833333333333
IZUMO1	-1.13025
MAP3K15	-2.213125
FAM19A2	0.235666666666667
ZC3H8	-0.498166666666667
ZMAT1	1.327375
SPINK5L3	-2.226
SLC10A6	1.8665
APPL2	0.734625
CARD10	0.236166666666667
LOC402176	0.173625
EEF1D	1.236
RAB6A	-0.0686
C12orf5	-1.22975
PAPOLG	0.8385
MSRB2	0.45975
BCR	0.629058823529412
PUS3	-0.212
TIAM2	-1.1905
ZNF317	-0.3135
CHD2	-0.377357142857143
FZD5	-0.425136363636364
NUDT8	0.281
ZNF763	0.0725
PRC1	-2.35366666666667
ABCB9	0.1785
SPATA3	0.84875
TRAK2	0.77325
STAB1	3.394
LRRTM2	0.0848333333333333
psiTPTE22	2.08775
DBI	0.8385
SERPINA11	-3.04775
NAT5	-0.253
C20orf58	-2.14
RPS6KA4	0.554666666666667
FLJ90650	1.4905
TGFBRAP1	0.2175
CHRDL2	-0.832375
FAHD2A	-0.277333333333333
CNTN1	0.0675
BBS4	-1.1564
TMEM181	0.03775
MINPP1	-1.29375
MPHOSPH6	-1.28183333333333
HOXC10	2.0073
ITPKB	0.91575
CLPTM1L	-0.514125
MEOX2	1.59183333333333
ATP6V0C	-0.1165
PRPF8	-0.840666666666667
TMC5	3.88075
FKBP3	-0.50525
PLEKHB2	0.583375
OR4D6	0.9095
ZNF544	-0.5867
D2HGDH	-0.137375
RPL18A	0.7098
HEL308	-0.13575
MPP6	-3.66875
TCERG1	-1.709
KRT16	-1.506
KLF17	-1.328
KLF5	1.720375
CDR1	4.265875
VCX3A	-4.508
FBLN2	2.88375
C14orf104	-0.4705
HBE1	-4.6723
OR4S2	1.452
C1orf108	-0.821166666666667
ROBO4	4.63883333333333
CPEB4	1.165125
C11orf80	-0.551833333333333
BCKDHA	0.794666666666667
MYOC	2.15425
GIF	-0.358
CKMT1A	1.0565
RPL3	1.6759
THBS1	1.4815
APOO	-1.178
ARMCX1	3.174
HSZFP36	0.68725
SNAPC5	-0.46875
EIF4ENIF1	0.94025
ZNF433	-0.93275
TNFRSF21	-0.190375
TMPRSS7	-0.183
SPATA18	0.2998
HPDL	-2.075
MKL2	1.4849
TBX3	2.46153846153846
C21orf93	1.2262
DAXX	0.05025
ELMO1	0.3665
RGS13	0.511666666666667
TAF11	-1.107
UNC13A	-2.3315
LOC653314	0.4044
ORC3L	-1.0105
IMAA	-2.522
TARBP2	-0.54925
CABIN1	-0.1448
TRIOBP	0.4003125
HIST1H2AC	-0.6235
RGS22	-1.62
NCOA1	1.95883333333333
IL25	0.798
SNCG	1.031
GPR6	0.6615
AMDHD1	-2.63533333333333
CHEK2	-1.296625
C6orf142	-0.924
DRD4	1.1545
C14orf68	-1.27875
GDF11	-2.236
SEMG2	0.1375
CD247	-0.93875
CDAN1	-0.684
RBMX2	0.378
TGS1	-1.0175
OIT3	0.565
SYF2	0.44925
MCM4	-2.965875
PKHD1L1	1.060625
CEP192	-0.9585
IFT88	-0.7315
RPL9	1.33392857142857
RAB32	-0.18675
DDX43	-3.57866666666667
P2RX2	1.27116666666667
OR5D18	0.0045
UBE1	-0.308833333333333
SLC24A1	0.65225
ARHGAP5	-0.03925
CETP	0.53975
KIAA1731	-1.32916666666667
SLC9A4	-0.243
PTPN6	0.84925
BAHD1	0.08975
GRIK3	-0.14
CACNB2	-0.6491
PDE10A	-1.4355
DGCR14	0.0695
PCDHB9	-1.26166666666667
RHOQ	1.45183333333333
MAP3K4	-0.45725
KTI12	-0.3755
RPL23AP13	-1.6645
GNG11	0.32175
CLCN3	1.48933333333333
GPAM	0.328875
VSTM2A	0.67
SLAMF7	2.7215
INTS2	-1.0885
PPP2CA	0.0774
LRP12	-1.1378
SEC14L2	2.225
DKFZP586H2123	3.59
MC3R	0.1845
CIRH1A	-1.89216666666667
HIST1H2AB	-0.342333333333333
POLH	-0.961625
MGC16703	-2.28983333333333
SNAPC2	0.505
FILIP1L	1.11775
RASGRP4	0.418
LRRC1	1.8385
GAS1	0.30875
PRAC	-0.68925
DGKA	-0.6055
NT5C3	0.64475
PEG3	-3.502
NADK	-0.35775
PRR17	1.811
LOC374569	-0.4515
SGSH	0.4755
NLRP8	0.688
GALT	-0.3067
MCF2	-1.5675
ZNF263	0.029
TACSTD1	1.4465
TYR	-6.1228
ATP6AP2	-0.013
RNUXA	-0.698
ABHD10	0.3865
GDPD2	-0.9115
SLC35C1	0.77575
UBE2A	-0.43875
HERC5	-0.264166666666667
FAM112B	-4.8075
FBXL16	2.2875
DKFZP434A0131	-0.66325
ELA3A	-2.236
RBM41	-0.953125
HAO2	0.134333333333333
RNH1	-0.0725
SHANK2	1.0065
OSBP2	-1.41575
DAK	0.737
C3orf58	1.17775
TCL1B	-0.8685
KBTBD2	-0.57225
SUGT1L1	0.55875
UBE2E2	-0.675166666666667
MYL9	2.47525
CDC23	-1.04216666666667
PBXIP1	1.6595
CXorf40B	1.1075
NBL1	2.8425
RTBDN	0.954
RAB11FIP5	1.074
TTTY13	-0.488
SCOTIN	0.651666666666667
SOHLH1	-1.53583333333333
CDKN1A	-0.001
NCK1	-0.0355
ZNF550	-0.164
SAPS3	1.01983333333333
SPIN3	0.694333333333333
MAGEE2	-0.889
MIS12	-1.74916666666667
OR8H2	-0.0625
KIAA0774	-2.12166666666667
UNC5D	-2.133
CUL7	-0.180333333333333
LIPC	-2.99583333333333
DIO1	4.35925
C20orf11	-0.3758
CTRL	-0.81875
HS3ST2	-0.136
PAK4	1.54966666666667
CCRL1	3.4065
RNF10	0.1105
ZNF567	-0.08825
ZNF660	-2.0505
TCEAL3	0.47375
MAGOH	1.18
CENPB	0.306
C19orf7	0.793125
LOC388965	0.30125
ZCCHC13	0.5895
JMJD1A	-1.2324
HIST1H4H	-0.7125
TBRG1	-1.3241
GPC3	-3.5385
TAF1C	-0.670625
EBNA1BP2	-1.263
CIAPIN1	-1.0425
PDGFRA	-0.264666666666667
CSTB	-0.772625
CENPI	-2.44416666666667
GTF2E2	-1.33333333333333
RPP21	0.0255
CCNF	-1.64533333333333
KCNQ3	0.7235
FAM79A	1.567
SLC22A12	1.251
NOVA1	2.76116666666667
FZD3	-2.8398
AKAP8	-0.7635
SOCS5	0.43825
CFDP1	-1.20725
DLG5	0.23725
PGM5	0.505
C1orf144	0.0485
HDAC10	-0.98
RND2	-0.61925
C20orf199	-0.5305
RNMT	-0.789125
SLURP1	1.469625
ASTN1	-0.051625
SH3BGR	0.1915
MYCL1	2.773
ZHX1	0.605833333333333
CENPK	-3.8635
FOSB	3.6288
LOC643406	0.07075
C2orf59	-0.751125
TMEM135	-0.98875
SLC27A2	0.6825
KRT33A	0.627
OVOL1	3.199
PAMCI	-2.42716666666667
S100A7	-1.1065
ZNF789	-1.0725
HARS2	0.0055
RPL23A	0.709
TCF23	0.5335
UPF3B	-2.185875
C17orf78	-0.2935
HLA-DOB	0.877
C14orf142	-0.152333333333333
TEKT5	2.1645
DMWD	0.8245
POLD1	-1.752
GSCL	-0.167
CALD1	-0.8208
SCRT1	0.917333333333333
AIG1	0.8015
UNC84B	-0.254
ZNF404	-1.92675
TMED6	-3.14075
KIAA1462	0.503
LRRC27	1.889
PYGO1	0.295
PIGU	-0.6075
ALAS2	-3.2485
WRNIP1	0.168
CNNM3	0.1545
ZNF2	-0.16125
ST3GAL5	-1.78208333333333
MRPL23	0.5935
TSSK6	-0.866
PSMA6	-1.30575
C16orf70	-1.40725
KIAA1602	0.17925
ALMS1	0.559833333333333
DCN	2.965125
TMEM132D	-0.5085
SUCLG2	0.24675
ABHD14A	1.21925
DEXI	0.543166666666667
AMPD2	-1.05066666666667
IFNAR2	-0.8965
CYB5A	2.1342
TLOC1	1.63195
NXF5	-0.664
NRBF2	-0.23
KCTD3	1.369
ITGAE	-1.26566666666667
SLC30A3	-0.800833333333333
ZRF1	-1.3855
IFRD2	-0.26725
XAB1	-0.3785
PYCR2	0.199833333333333
SERPINB3	-4.7125
TMLHE	0.1705
GEFT	-0.7205
ABCA5	-1.701625
EMR4	0.503
TSFM	-0.56675
HIST3H2BB	-1.28575
ARHGEF19	0.8975
TSPAN17	-0.324666666666667
ABCC8	-0.111
MAP1S	0.700833333333334
C22orf36	0.7895
BNC2	-0.589857142857143
HIST1H4A	-2.5725
NDUFS3	-0.391333333333333
WDR3	-0.270666666666667
XKR4	-1.11825
TTC33	-0.256461538461538
STMN2	2.8805
CPN2	-0.42
HSPC105	-0.230375
PCOLCE2	-0.56825
C3orf55	2.072
KLHDC9	3.28233333333333
TBC1D23	-0.1845
ATXN2L	-1.24
MAP2K3	-0.40775
SCAP	-0.5145
ZNF486	0.3275
C20orf96	0.81325
NARS	-0.16925
ADAMTSL1	-0.726214285714286
PRCC	1.049
CCDC126	2.9025
ZNF675	-0.234
CALCOCO1	1.11925
ANKRD43	6.659
CWF19L2	0.122
ZBTB32	0.277833333333333
BRAF	-0.12925
ODF4	0.545
MGC14376	0.51
HORMAD1	-3.2264
AAK1	-0.0295833333333333
PEBP1	0.782333333333333
TNFSF5IP1	-0.195333333333333
DKFZp564N2472	0.618666666666667
RMND1	0.831125
IGKV1-5	5.3905
COL1A2	1.91716666666667
SERPINA5	-3.748875
AANAT	0.887
C19orf21	2.15716666666667
GEMIN5	-0.238
UBR4	-0.222333333333333
LTBP3	1.24966666666667
AMHR2	-2.763
PROCR	-0.844
MYBBP1A	-0.88
C20orf39	-0.7495
ZNF697	-0.072125
PASK	-1.3517
ZNF776	0.528166666666667
RFXDC2	0.038
KIAA0467	0.3275
C10orf96	-2.59033333333333
ZNF503	-1.72725
GULP1	-1.19741666666667
KCNE4	0.403166666666667
DKFZp434K191	-1.51175
LOC196913	0.1995
BHLHB4	2.0905
CH25H	1.8355
LOC81691	-1.10416666666667
ALPL	0.3735
COL12A1	0.8415
FOLR3	-2.96666666666667
GPR123	-0.07125
TRIM62	0.376785714285714
ABLIM1	0.990666666666667
MAST3	-0.35025
RHBDD1	0.398666666666667
LOC338809	-0.3975
RYBP	0.5605
TTC26	-1.089625
ZNF22	0.314333333333333
ISCA2	-0.5055
RDM1	-1.82275
PIGM	1.6535
GNB3	-1.6875
ACTR2	-0.4105
HMGB1	0.46555
EDG1	4.25883333333333
SOAT2	-3.17225
OR10AD1	0.0855
RAP1GDS1	0.954833333333333
LCE1F	0.945
ESM1	-0.268
RCN3	2.08025
CREBL1	0.07675
DBNL	-0.1295
PTGER3	3.152
USP30	0.1895
BCL2L12	-1.048
KIF26B	0.69725
ZNF416	0.44
ZNF225	-0.4705
C17orf70	0.1745
ZNF554	0.30625
RAE1	-1.26566666666667
TNIK	-2.21233333333333
ACTN3	-0.429
MGC45922	2.2255
CCNA1	-2.12366666666667
RYK	0.951
IL26	0.5445
LRP3	1.46333333333333
QARS	0.47675
SOX7	1.62192857142857
BID	-0.3655
OR2S2	0.4205
CXCL14	3.926
C11orf47	-0.7935
MGC29891	1.16833333333333
HSPB8	-0.3193
PRDM14	-2.149
NUFIP2	0.37775
MNAT1	-0.17975
ZDHHC2	-1.34325
MBNL2	0.904
ADD3	-0.910625
CSNK2A1P	-0.9405
KLK6	-2.08016666666667
TMEM111	0.0187
KIAA1279	0.06425
NUBP2	0.162
RAB42	-1.661
ID3	-0.3086
TM9SF1	0.076
MDP-1	-0.28225
POU4F2	0.54025
IQCK	0.40275
C16orf14	-0.11675
CAPN3	-1.69425
FAM43B	1.20575
RECQL	-1.423
AP1G1	-0.719714285714286
CTNNBL1	-0.707666666666667
ECHDC1	-1.71833333333333
SMARCC1	-0.5018
FOXQ1	-2.181
GNAI3	-0.470666666666667
POLG2	-2.47175
CD4	1.328
ITLN1	-0.71225
EBI2	3.54325
IRF1	0.7125
PTPRE	0.8312
PTK2B	-0.42175
NXNL2	-1.137
SOX4	-0.507222222222222
TSPAN3	0.657166666666667
SH2D1A	-3.03033333333333
C8orf58	-0.812
USP20	-0.85025
DUSP22	-1.14508333333333
CALB1	-2.06883333333333
L3MBTL2	1.77383333333333
MCRS1	-0.82475
TMEM118	-1.7365
C18orf8	0.00633333333333334
FLJ10241	-0.144875
GJA12	1.5345
PKD1	-0.327
ZFP3	0.654
JAM3	-0.951
LAPTM4A	0.1957
DIRC2	0.076
KIAA2022	1.26233333333333
MYOM1	1.81566666666667
TRPM8	-2.8426
MOP-1	2.676
PHKG2	-0.219625
ZNF650	0.2925
KIAA1522	1.741875
PSG8	-2.6648
DDX19B	-0.888
MOBKL1B	-0.1065
DIAPH2	-0.747583333333333
PTPN12	-0.53625
CLN8	-1.2956
CRYZL1	-0.114
CRY2	1.25466666666667
FCGR2B	4.0865
PNPLA4	0.864375
ZNF454	0.1755
DKFZp434B1231	0.583
CLDN11	0.3362
RFWD2	0.869666666666667
CIB2	0.832333333333333
MXRA8	2.313625
HRK	-0.386875
MAML2	-0.80375
C4orf31	-0.97
C6orf192	-0.8235
COG6	0.993625
FAM5B	-0.68725
NFATC1	0.4508
SEPT10	-0.3705
SCYL1	-0.4401
RPP40	-0.96475
SCOC	0.1174
KIAA1450	0.68925
CTDSPL2	-0.1795
TBX5	1.107
NAPG	-0.287
RHD	-4.4215
C14orf45	1.94616666666667
ZBTB22	1.411
PLCG1	-1.664
ANKRD10	-1.449
AQP7P2	3.8515
TAGLN2	1.03166666666667
HTR2C	-2.09
SLC16A7	-0.00216666666666665
C17orf83	-0.37125
TSGA14	-0.984583333333333
MDH1	-0.738
PPP3R2	0.131666666666667
DCBLD2	-1.56364285714286
RBM33	-0.873
DPH3	-1.6265
SYT10	-0.4072
FMO4	2.004
THYN1	-0.482
DRD5	-2.218
OTOR	0.492625
PGRMC2	0.3593
KATNAL1	0.27925
PAQR6	-1.734
UBE2I	-1.33925
C14orf28	0.44575
C8orf70	0.18625
FLYWCH1	-0.434
ANGPTL3	-1.764
GLRX2	0.432666666666667
ATP11A	-0.985071428571429
ARL5B	0.038625
MUC16	-2.8975
SLC25A5	-1.05457142857143
ACRC	-2.05475
MYO1C	-0.433375
FAM89B	1.05266666666667
FAS	-0.751
KIFAP3	0.70525
GLRA2	0.389
BTN3A2	-0.0028
CNKSR3	-1.1
CSTF3	-0.686166666666667
ARPM1	1.6265
KIAA1530	-1.0795
C9orf150	0.154833333333333
PRKCI	0.28625
tcag7.1015	-1.3245
SOD3	0.6765
ZNF574	0.823
CYP21A2	0.499
RPL12	0.81
COMMD2	-1.61975
WIZ	0.87725
LOC344405	-1.5075
ALDH4A1	-0.398294117647059
CRYAB	3.68275
COPA	1.30196666666667
PCDHGA7	1.64383333333333
KIF11	-1.9845
RASD2	0.58875
SLC26A3	0.9795
ZNF175	-1.267
JAKMIP2	-3.029375
C8orf4	0.735166666666667
PTHLH	-0.1
SLC40A1	0.772416666666667
OR7D4	0.518
PCDHB17	-0.717
CD36	5.55442857142857
C6orf203	0.0285
PRKG2	1.527
LOC400566	0.4075
ANAPC13	0.06825
SLCO3A1	-0.29575
ZNF692	-0.7455
FANCL	-1.208
SH3GLB1	0.518
C12orf61	-0.394
KBTBD6	0.631
SUPT5H	0.156125
XRCC6	-0.3399
HUS1B	0.4238
FAM133B	-0.283
LOC728276	0.2195
KCTD18	0.13225
SOS2	0.955833333333333
CCDC99	-2.8
C1QTNF5	3.946
NNAT	2.5545
USP16	-0.39525
LARS	-0.98975
ZBTB2	0.80525
ABO	0.414666666666667
TRAF3	-0.39125
GALNT5	-3.5955
NAP5	-0.659625
ALG14	1.16183333333333
KIAA0515	0.158923076923077
WDR75	-1.18666666666667
TEX261	0.0358333333333333
LY86	1.0235
LOC389072	-1.05
FLJ13611	-0.14
MRGPRX2	0.076
SNRPA	-0.674375
OR2G2	0.8045
GPRASP2	1.4365
C7orf42	0.444
C9orf163	0.071
CYP11B2	-0.891
FCRL3	0.528666666666667
PRDX1	-0.8485
FGB	-6.8236
COX17	-0.1045
C16orf33	-0.66275
PIWIL1	-0.315
FOLR1	-1.64483333333333
KIAA0082	-1.554
FREQ	-1.38566666666667
TMCC2	-1.862
TCF12	-0.14425
ZNF721	0.751
FAM130A2	0.989666666666667
POU4F1	-2.61825
SNRPF	-1.349125
SGIP1	-0.185666666666667
ZNF641	-0.1315
EMG1	-0.622375
PRRG4	0.8295
HIRA	-3.0875
MYNN	0.806166666666667
AEBP2	0.116666666666667
TBXA2R	1.57116666666667
ISL2	-1.45083333333333
PCDHB11	-0.3435
RNF144A	-1.415
MARCH5	0.334875
DULLARD	-0.458333333333333
DCLRE1B	-0.277666666666667
ITGA8	0.0685
TP73	-0.113125
PRKCD	2.03725
NDUFB4	-0.586
ATP13A4	-0.751857142857143
ANTXR2	-0.155333333333333
COL4A3	-1.43733333333333
MYO10	-2.4048
SLC6A18	1.15625
PEX1	-0.36925
TMEM74	-1.52033333333333
RBM19	0.237
TAPBP	0.73855
RUNX1	0.79875
MID1	-1.28058333333333
GPR64	-0.479833333333333
RASEF	5.16075
GABRG1	-0.4145
MYO16	-1.071
DBF4	-1.97
TSHZ2	3.551
RIPK2	0.779875
PPTC7	0.230833333333333
KIF4B	-1.3655
LRRC31	7.111
ZNF540	0.90625
EFNB3	-0.250333333333333
LOH12CR1	0.166
STON2	1.559
GLP1R	0.177333333333333
CSTF2T	0.379875
IREB2	-1.022625
GRSF1	0.516
PDCD7	-0.934
