Hybridization REF	TCGA-BH-A0BJ-01A-11R-A056-07
CRNN	0.00766666666666665
GRN	0.82325
HSH2D	-0.611
SCAMP1	1.42925
KIAA1913	1.5115
PTS	-0.04025
BANP	0.356928571428571
PRKACG	-0.02225
ADCY6	0.225333333333333
C16orf46	0.268
CYP51A1	0.9815
DDC	-5.34475
ANPEP	0.486833333333333
PROM1	0.9555
SIGLEC10	3.10975
COPG	1.1565
FAM26E	2.107
TRIP4	0.28925
SNX3	-0.0313333333333333
C1orf175	0.508166666666667
PPY2	-0.208333333333333
C14orf152	0.539333333333333
FTSJ1	-0.753
DST	0.3153
LOC554235	-0.113
GLRX5	-0.8875
C20orf12	1.1442
CAB39	-0.0801666666666667
MSH2	-0.774333333333333
PIP4K2C	0.846875
CYLD	1.419375
WTAP	0.276625
MGAT4A	0.810444444444445
TSC22D4	-0.0995
CHRM2	-1.675
PPYR1	0.0995
CCNH	-0.159333333333333
RRM1	-0.06375
ECAT8	-3.6685
LOC400120	-0.327
GABRA4	-0.771714285714286
C14orf4	1.50783333333333
C1orf59	-0.15275
CTDSPL	-0.34875
NHEDC2	1.1775
PDE11A	-0.999933333333333
KLHL29	-0.92025
CD5	-0.1668
TSPAN9	1.8549375
WDR67	-1.07025
THUMPD1	0.267
C18orf17	0.295
CLYBL	0.250833333333333
FLJ13231	0.052
CMBL	0.341625
LECT2	0.4715
NKAPL	2.989
LOC654780	0.4175
OR4C6	-0.388
RAB30	1.15816666666667
TSSK4	-0.4665
TMEM163	1.6035
OSBPL11	0.606
GNB5	-1.48266666666667
CCL21	2.61575
C1orf121	0.303
FMO2	3.365
RPTN	-0.387
MSTN	1.162
VCL	0.229
FYTTD1	0.137
C11orf1	0.17875
CCDC88C	0.064
HFE	-0.485888888888889
MOGAT1	-2.4085
FAM125B	0.913333333333333
IRGQ	0.605
RAVER2	0.38475
AKAP5	-0.693
SSSCA1	-0.52225
C11orf63	1.69575
ACTG2	-0.1078
PORCN	-0.644
DTL	-2.00145454545455
TMEM151	0.6245
FAM122C	-0.26425
RSAD2	2.8842
BAT4	-0.232
KRTDAP	-2.33866666666667
MYH8	0.566142857142857
CRTC3	1.48475
LRRFIP2	0.0994
INTS4	-0.163833333333333
TTN	-2.339
SLC26A5	1.084
PLLP	0.9645
RGS6	-0.47875
SRGAP3	0.591875
ZNF525	0.506166666666667
NBR2	-0.294
C13orf1	-0.7461
ZNF137	0.5195
CEP27	-2.04675
BEST2	-0.3365
RNF121	0.2225
DMRTC2	-0.157333333333333
C8orf76	-0.62875
BCCIP	-0.394
MEST	-1.863
HTRA2	-0.353
ANGPTL2	0.89675
ILKAP	-0.496666666666667
ERAS	0.1745
HBS1L	-1.25175
CPA5	0.6655
TMEM30A	0.630166666666667
CD300LF	2.6175
WISP3	-2.1225
CRK	0.845
PDS5A	-0.3319
BRPF3	0.0678333333333333
NEDD9	0.332125
SMPDL3B	1.17325
PSG6	-1.45475
PSMD13	0.3325
ETV5	-1.239375
OR51A4	-0.391
BTBD7	0.206
GSTO1	-1.07575
hCG_16001	0.4375
MAD2L1BP	-0.521833333333333
COX6A2	1.5945
SCNN1A	2.59583333333333
LSM1	-0.0906666666666667
UGT2B11	3.078
IDUA	0.2135
PPP2R3C	-0.946666666666667
COX11	-0.528
PDZK1	-0.6485
ZNF443	0.934666666666667
MGC21874	1.06883333333333
ZNF323	0.8394
KRTAP10-10	0.002
CXCL6	-0.11725
SLC34A2	3.1033
LOC284402	0.3375
NPTN	1.22758333333333
UPP1	-1.99641666666667
SLC6A9	-1.1225
OR7G3	-0.94425
CISD1	-1.2955
ZNF545	0.6375
SYT14	-1.743
NT5C3L	0.503833333333333
ZNHIT3	-0.311833333333333
SNRPD3	-0.8075
KIAA0701	0.22075
UNC93B1	0.202166666666667
GMNN	-2.185
SPCS2	1.03116666666667
LOC388524	-0.084
NAPRT1	0.897
PNLIPRP1	-0.27675
OR6V1	0.4875
PRKAB1	0.485
EYA4	-3.17733333333333
KIF20A	-2.352
ALG10	-0.21375
ITPKC	0.580166666666667
LMX1B	1.04133333333333
RPUSD4	0.332833333333333
C7orf34	0.042
DLGAP2	0.51725
PFN1	-0.1714
MICALL2	-0.259
ZNF654	-1.0775
SS18L1	-2.02675
SLC16A8	0.756
MKI67IP	-0.378833333333333
ITGB3	1.202
TCEA3	2.98225
CEP152	-3.01433333333333
CLIP1	0.549875
ZNF75	0.0944375
ATP5C1	-0.7445
NUDT5	-1.05983333333333
PSCDBP	0.6065
UBP1	-0.86375
RBM27	0.5755
C13orf15	2.898875
ZNF282	0.197166666666667
ZNF222	0.1776
COL10A1	6.1685
PRDM15	-0.99625
TTTY5	1.2975
FAM9C	-0.733909090909091
C20orf67	-0.01475
GNG13	-1.051
F12	0.24225
C1orf41	-0.71275
CPXCR1	0.1825
GSK3A	0.31425
SUPT6H	0.1315
PI16	1.0745
ELL2	-0.00233333333333334
C9orf167	-0.914666666666667
PVRL3	-1.6458
FLJ38596	0.65975
ADAM20	-1.53
GPR89A	0.849
GPR87	-0.692
ZNF30	1.2265
SMR3B	1.95733333333333
ZNF770	0.1075
TRPC4AP	-0.228166666666667
DKFZP686E2158	0.348166666666667
C2orf28	0.0555
FREM1	0.250666666666667
LAMA4	0.626
ADPRHL2	0.154
EIF4G2	0.509666666666667
GUCA1A	0.236
CTNNA2	-2.30514285714286
NUDT15	-1.20616666666667
CEPT1	0.288333333333333
ZNFX1	0.9322
CCDC92	1.28675
TDRD1	-2.0135
KCNK5	-1.9195
ETNK1	0.229166666666667
LTA	-0.096
TTPA	0.405
B3GALNT2	-0.001375
SC65	0.033
PEX5L	1.089875
EPS15L1	0.571
MGEA5	-0.28175
HIST1H3A	1.047
ING1	-0.35475
BCAT1	-3.43375
ORC6L	-3.58154545454545
KLK11	-4.74433333333333
C19orf28	-1.315375
DNER	-4.366125
MED22	-0.797642857142857
ETV6	1.39041666666667
CHAC2	-2.683
CD300E	0.442
CEBPB	0.434166666666667
ZNF398	-0.76875
LRCH3	-0.2825
HMGA1	-1.62833333333333
CAPN7	-0.095
MGC5566	-3.079
CCL3	3.47242857142857
NANOS1	-1.0635
ZFYVE19	-0.163
APITD1	-0.467333333333333
PARD3	1.28625
IRAK4	-0.169166666666667
SERPINI2	-1.3715
CEP170L	0.0705
TTC9	2.324375
MYOM3	-1.6045
MLPH	1.3625
LOC222699	0.3995
NRG1	-1.59225
TBC1D9	3.34909090909091
TTK	-3.4085
ZNF557	0.8105
DDX41	-0.302166666666667
FANK1	2.447
UBE2D2	0.176125
PSMB10	0.879375
MYH7B	-0.5045
GABARAPL2	-0.0295
MARVELD2	2.58183333333333
DGCR2	0.770333333333333
UNC45A	0.4895
C6orf72	-0.146
ZNF683	4.84375
GIT2	0.326375
CASK	1.27233333333333
C14orf161	2.93266666666667
LRRC44	0.37575
TIFA	0.56975
UTP11L	-0.273875
C6orf65	-0.69275
FDPS	-0.028
DUSP9	-2.1908
SLC17A8	-1.699
OR51G1	0.0218333333333334
NANS	0.63125
OLFML1	2.3895
ATP10B	-0.913625
NPAS3	1.9275
PRKCA	-2.2695
GGA2	-0.1429375
LCE4A	0.403
SPANXN3	-0.356666666666667
CCDC115	1.403
SDCCAG3	-0.7615
GLIPR1L1	0.044
TTC1	0.2975
C17orf76	0.8745
MAD2L2	-1.275
HIPK1	-0.1644
LRRC3B	-0.0283333333333333
CLN3	-0.937636363636364
C17orf47	0.5545
FMN2	-1.741
TUBB1	-1.07514285714286
WAPAL	-0.0153333333333333
C3orf21	-0.43525
SCN5A	-0.607
SMYD1	-2.78
BEX5	1.784
ZNF192	-0.161
SEC22A	0.324666666666667
GRIA2	6.67318181818182
KIAA0825	-1.13925
NUSAP1	-2.536
LANCL1	0.121625
C15orf40	-0.7194
ZNF645	0.271571428571429
GPR61	-0.697
NLRP14	0.00900000000000001
SNX21	0.0978
C1QTNF8	0.362
C17orf46	0.3335
IFNA8	0.112
SPRR1B	-2.54333333333333
FLRT1	-0.29875
SNX17	0.193833333333333
ASB2	0.290166666666667
HBG1	-5.242
RPRML	-2.04475
JOSD2	0.1995
PLSCR3	0.42025
SPOCD1	-0.532833333333333
RAB39	-0.436
GHRH	-0.552666666666667
ITIH5L	0.32725
C17orf37	0.7235
SMCR8	0.87225
DPY19L2P3	-0.548
IL11RA	0.706833333333333
GDF3	-3.54516666666667
RPS6KB1	-1.224
DNAJC19	1.1344
TOP1	-0.1145
CRCT1	-0.752875
MPST	-0.080875
DPM2	0.20575
FAM38B	-1.547
SLC18A1	-2.88583333333333
FARP1	-0.160333333333333
PAX7	-0.188
TUBD1	-1.868
GNL3	-1.42825
BTG2	2.4376
NDUFS6	-0.1025
C1orf79	-2.5765
ERAL1	-0.52175
ECHS1	0.4615
VPS4A	0.168
CYP11A1	-0.527
ABCC6	-2.21214285714286
PBX4	-2.1285
MOSC1	-0.806375
NCF4	0.7325
HYMAI	0.7095
NAGPA	-0.390875
OTOP2	-0.07225
ACOT12	-0.497
MTHFD2L	-1.4015
LOC441376	4.90925
C19orf34	0.205
RAB1B	0.785
ALDOAP2	-0.7745
NTRK1	-2.12516666666667
ARTS-1	1.3995
SLC6A11	-1.0825
NAP1L2	0.316
CNGB1	0.201166666666667
EPB41L4B	0.526181818181818
FAM134B	3.7435
HS3ST3A1	-1.1345
CPXM2	4.803
SIRPB2	0.011
CHORDC1	-1.09316666666667
TRIB3	-1.11133333333333
SLC2A5	0.42575
C2orf49	-1.15683333333333
DDX5	-0.35125
OR5L1	1.4325
ANAPC4	-0.7315
ZSWIM1	-0.048625
LOC93622	-0.764375
KCNK3	-0.5165
RP11-35N6.1	-2.31616666666667
ZFP161	0.3995
AQP9	1.978
SLC15A2	-2.23666666666667
MREG	0.1185
OR9I1	0.121
PDLIM2	0.516375
ADAM7	1.2705
GSTCD	-0.156833333333333
WDR21A	-0.606625
SLC12A8	2.826
TMEM174	-0.162
IGSF3	2.14908333333333
LRRN1	0.46175
LOC402117	0.2745
SRPK1	-1.11616666666667
LY6K	-1.2825
NFIA	2.554
PTCD3	-0.734375
LEP	2.72266666666667
PCDH21	-0.982166666666667
MAPKAPK2	1.50914285714286
NMNAT1	-1.17183333333333
LHFPL2	0.866
C9orf43	-0.447
DIP2A	-0.358
ACTR8	-0.0135
CCDC34	-0.30225
PTPN22	-0.11075
ITGA3	-1.069
FAM129C	0.00874999999999999
RABGGTA	0.481
UNC45B	1.075
KIAA1033	-0.547875
ZNF510	-0.580833333333333
CYP2D6	-1.47716666666667
SLC26A10	-2.527
STX8	0.5655
LUZP1	0.260375
WDR89	-0.270666666666667
EIF4G3	-0.5558
C5AR1	1.1695
ZNF623	0.457
A2M	1.60575
TGM7	0.198
GRPEL1	-0.964166666666667
LMNB2	-1.3276
ROCK2	0.011
SNX16	-0.199125
CCDC66	-1.198
ANXA3	-0.114
KIAA1609	0.003625
EED	-0.627
RNF32	-0.610166666666667
HES1	1.2549
CLC	0.8296
ISL1	0.333
KIAA0528	-0.3275
MANEA	0.235375
C1orf61	-2.24
hCG_2001000	0.79675
RAPGEF6	0.0132
KIAA0020	-0.570666666666667
NEIL1	0.8455
C16orf45	-0.780125
RBM10	0.00266666666666666
C10orf125	-0.92775
MRS2L	-1.20025
DNAH17	-1.766625
C19orf10	-0.182
C1orf160	0.67475
SLFN12	2.205
EXOC3	0.101666666666667
HIST3H3	0.29925
NCOR2	0.693666666666667
TNFRSF9	0.169
MFSD8	0.24775
ALX1	-4.99883333333333
NOL1	-1.32925
PODN	3.73525
TIAL1	-1.25375
HIST1H1E	-1.514
NPY6R	0.01175
TM4SF4	-0.102
CORO2A	0.48275
ETNK2	-0.541833333333333
APOE	1.1525
ANGPT4	-0.237
HDGF2	0.20525
G30	null
ST8SIA4	0.05
F2RL1	0.975375
FAM19A4	-3.70925
CCAR1	-1.3865
B3GNT7	-0.0245
OPHN1	-0.5585
DSCR6	2.289
C21orf13	1.29733333333333
GAS2L1	0.43875
RFX3	-0.309666666666667
COPS4	-0.415125
BCHE	-5.0625
BCL2	2.97425
HBZ	-2.93333333333333
ARL13B	-0.00687500000000001
MAPBPIP	1.20175
MYO15B	-0.768875
SPZ1	0.7985
KIAA1324	2.97588888888889
PLCL2	-0.2085
C4orf29	-1.6275
WDFY2	-0.97625
ZNF284	-0.671
NAALADL1	0.1215
DUSP5	-0.084
PXDN	0.706875
SLMO1	-0.63725
TNXB	0.7496
BIRC7	-1.24775
A4GALT	0.7115
TIMM22	0.5205
FAM110C	1.208
TOMM34	-0.56925
ABHD9	0.346
ADAM32	3.855
CRHBP	0.0655
AQP2	0.417
LOC130355	0.698
ZNF187	0.358333333333333
ZNF816A	0.984
F7	-0.607875
CNOT1	-0.1845
SLC13A4	0.38325
ZBTB11	-0.68
B3GALT5	-1.00975
EXOC2	0.829833333333333
IRS1	0.9811
TMEM1	-0.430333333333333
MRPL34	0.188166666666667
SAMM50	-0.54825
CDC42EP3	-0.67525
HSF2	-0.7891
MFN2	0.15375
TSPAN7	-0.9755
NUCB1	1.41533333333333
RHOH	-0.50275
ARL16	-0.1345
TACR1	0.588333333333333
SFRS5	-1.30616666666667
SNX25	-0.0415
RHBDF1	0.823
PCDH18	3.14466666666667
HMG1L1	-0.7935
MYO5C	1.46725
MAPK10	0.1935
LDHAL6A	-0.4864
NUDT12	1.11333333333333
NCAM1	-0.234142857142857
GLIS2	0.585
GGTL4	-0.20475
DAPP1	0.06425
ATF7	0.6385
KIAA0748	-0.615
NFIL3	-1.13125
TM6SF1	0.829
SEZ6	-0.57025
NANOS3	0.583666666666667
DNAJA3	-0.8885
CLDN6	-3.713
CIITA	2.7321
EPHA4	-0.9965
FANCC	-0.15925
CMTM3	1.177125
PSG3	-1.13
MRPL15	-0.25575
C21orf59	-0.479
PLCXD2	-0.9325
C2orf34	0.44525
UBE2L6	1.3625
MED14	-0.0838333333333333
HP1BP3	-0.2044
C6orf208	-0.099
TPBG	0.70825
OSR2	-0.306125
XPC	-0.0791666666666667
KLHL7	-0.8975
CCR3	0.474
AGTPBP1	-0.691833333333333
PCSK6	2.25926666666667
STAT5A	-0.5047
FAM18B	0.61225
LONRF2	0.355333333333333
PTPN2	-0.72925
SF3A3	-0.8595
EFCBP2	-0.526
HCFC1	-0.193666666666667
AHNAK	0.9205
ACTR5	-0.281
KIF14	-3.41442857142857
TENC1	1.429
HEATR5B	0.965
YIPF2	1.37566666666667
MYEOV2	0.987833333333333
DUSP18	0.94975
KIAA1012	0.02825
AHR	-0.5065
C17orf53	-1.34183333333333
PTPRH	-3.616
ATP6V1C1	0.0547
TAS2R3	-0.2565
LOC440356	-0.672
COQ10B	0.74225
PSMF1	0.32875
SORBS2	3.00508333333333
NFE2L2	-0.50275
TMCO7	-0.287
SH3PXD2A	0.5023
SH2D2A	-1.367
SPINK5	-3.26225
MRPS24	-0.72875
OPA3	0.548
TRAF7	-0.231833333333333
C4orf35	0.0586666666666667
MT1G	-2.099
MGC39545	0.4665
HS1BP3	0.156
OR2B2	-0.5545
CHRM4	0.6555
SFRP2	4.31041666666667
RIC3	1.88075
ART1	0.394
C6orf1	0.96125
DUS4L	-0.9155
C10orf104	0.06925
TNFAIP6	2.66925
RTEL1	-1.499
CCT4	-0.5466
ZNF709	0.1675
CHMP6	0.132833333333333
UPP2	0.811
CYP19A1	-2.55014285714286
CD151	0.0908333333333333
NDUFA13	0.468166666666667
ARFRP1	-1.05866666666667
FAM26B	1.702
CRYBA1	-3.831
MRPL41	0.186666666666667
NPFFR2	3.64825
HRH2	-0.0215
SCAMP3	0.885166666666667
MTMR6	0.5508
MTG1	-1.29933333333333
UBTD1	1.63725
CRABP1	-2.788
FLJ33790	1.672
KIAA1908	-0.316666666666667
GPR158	1.039
PACSIN3	0.303166666666667
OMD	3.77933333333333
CATSPER1	-0.468666666666667
HOXB8	1.16925
FBXO46	1.069
OAS1	1.15566666666667
SVIL	1.116
PHB2	-0.813
ADCY3	-0.343
NDRG2	1.91966666666667
ERMAP	1.4681
APBA2	-1.60533333333333
IGSF9	2.7795
WNT6	0.260714285714286
MYCBPAP	2.563
ATP2B2	-0.6648
CPVL	-0.3588
TRAM2	-0.9821
NOP5/NOP58	-1.069
ZNRF4	-0.23075
TLK1	0.538625
MTMR12	0.306071428571429
ZNF384	-0.130333333333333
FAM9B	-3.145
RPN1	0.6112
PMVK	1.126
EIF3D	0.1742
SIX2	0.711
HPS1	0.280285714285714
RNF7	0.255
PSKH2	0.547
KCTD13	-0.232166666666667
CSMD3	-1.0595
FBF1	-2.204
IL8	-6.396875
SERPINB13	0.297428571428571
FBXL20	-0.0335
BLR1	0.79175
SH2B1	-0.5365
RFNG	0.08975
RAB20	0.703833333333333
RBM7	0.0975
POLR1A	-0.282
TMPRSS4	-2.9615
TAF9	-0.880625
TERF2	0.707
TNFRSF1A	0.673333333333333
ACADVL	-0.0681666666666667
GTF2H5	0.27
EDG8	0.5825
C9orf140	-2.315125
UST6	-1.603
ZBTB8OS	-0.76725
ZNF710	0.9135
GPR174	-2.4815
ATP6V0A2	-0.689
KIAA0319L	0.066
XKRX	-1.436
DOPEY2	1.9121
SDHD	-0.461583333333333
SUMF1	1.0725
OSM	2.193
OPN3	-1.27375
DAGLB	0.353833333333333
PPFIBP1	0.1077
TRIM63	-2.0255
C10orf53	2.16
LYPD3	0.493
BCL7A	-0.340625
AGER	-1.76116666666667
TCF19	-1.278625
SAT2	0.04025
PFTK1	0.584166666666667
GABRE	-3.1955
C15orf38	0.621
FIS1	0.1715
KCNV2	-0.0465
CLPS	-0.087
PPCDC	-0.793375
FOXN2	0.1805
NT5E	-3.2968
CD83	0.672
IL18	-0.183625
VPS16	0.53375
IGFBP2	0.6085
NOTCH2	1.76
SIGLEC1	1.80385714285714
CD93	5.9905
SULF2	0.6665
CEP164	0.051625
P53AIP1	0.133666666666667
TOR2A	-0.240666666666667
ZNF136	0.92325
MGP	2.8885
CCDC144A	-0.476
TRPC1	-0.7405
SMS	-0.4635
MAPK7	-0.443
RRAGC	0.66175
PARD6A	1.24416666666667
NUB1	0.333333333333333
SYNGR4	0.841
OR11H12	0.5245
WIF1	1.55314285714286
GCH1	0.11
OR11H4	-0.3815
SLC44A5	-0.323
GPRIN2	1.041
LOC401431	0.233
CPA4	-1.9959
MELK	-3.09088888888889
IL15RA	0.3735
CUL3	0.530625
HMBOX1	1.24475
PODXL	-1.048
CCT6B	1.97783333333333
COMTD1	-0.8515
MUC20	-0.573
GPX2	-3.840625
ITK	-0.567875
FBXL5	1.7025
C13orf27	-1.96725
DEFA5	-0.2435
TRHDE	0.679
MTP18	-1.34733333333333
UQCRQ	0.5164
ITGB2	1.53875
CSRP2BP	0.41475
TAS2R44	0.1595
PHPT1	0.27975
FAM44C	-0.0685
ERH	-0.15575
MPHOSPH1	-2.844
MORC1	-3.831
PARVB	-0.6705
LAMA1	-2.26525
PGBD3	-0.0945
GIMAP6	4.2245
AREG	-3.32016666666667
LIPT1	-0.07575
MGC99813	-0.3855
C1orf201	-0.141666666666667
GRIN2A	-2.011
MAN2C1	-0.902
NSUN5	-0.6715
SF3B5	0.06725
MYC	-1.8398125
NRXN1	-0.524333333333333
ZNF18	0.797
SPDYA	-0.322625
SLC37A1	1.296
DECR2	-0.03275
ANKRD38	0.440857142857143
SPTLC3	-0.793916666666667
SUPT16H	-0.71075
DTWD2	0.74475
ULBP1	-0.2
ZADH1	-0.4705
OIP5	-2.9015
IL10RB	0.254333333333333
OTUB2	-0.184625
VWA3A	-1.49483333333333
SPIC	0.1762
OR6C4	0.4155
PSCD4	1.33116666666667
DPY19L2P2	-2.705
TRAPPC6A	0.778166666666667
C21orf2	0.101166666666667
CEMP1	-0.2115
LIN7B	0.057
E2F7	-3.28983333333333
VCP	0.2564375
LAMA3	1.16375
BGN	2.6115
GPR160	1.93833333333333
COCH	-5.3005
GPR81	2.09516666666667
APOBEC3F	-1.67175
tcag7.1017	-0.74175
C1orf32	0.0005
SCGB1D2	4.1815
FLJ43987	-0.85
C6orf170	-0.2735
KLK9	0.369
GPD1L	0.6805
VPS37B	0.10075
ATG3	-0.637666666666667
ADAMTS17	-0.346
KLHDC2	-0.166833333333333
NDUFV2	0.02775
BLK	-2.15475
MATN4	-1.864
GPM6A	1.07916666666667
GBP4	3.53933333333333
TMEM162	0.3975
PKP2	-0.3575
HRASLS	2.23166666666667
MMP1	-4.28525
SFXN3	-0.0762
FSD1	-1.9865
ST6GALNAC3	-1.26533333333333
CA12	2.9179
NCOA6	0.108
C19orf58	-0.2959
PPP4R1	0.648166666666667
MAN1A2	2.08766666666667
IKBKAP	-1.26575
UPF1	0.487833333333333
KIAA1219	0.55025
WNT16	-0.171
SNW1	-0.4035
IL18RAP	2.902
RPP30	-0.4885
CDC40	-0.198928571428571
SETD3	-0.0513333333333333
SLAMF6	0.5405
ELK4	-0.6665
TRIM47	0.405
ACOX3	1.7685
TRIM6	-0.275875
KIAA0372	-0.0566666666666667
TP53AP1	1.078125
SMURF2	-0.332
ADAD1	-0.11375
EBP	-0.4236
KRTAP13-2	-0.326
FLJ36874	-0.752833333333333
TOR1A	-0.226166666666667
P2RY4	1.275
GPBP1	0.30775
TRPV1	-0.211
ADAMTS12	0.730833333333333
PES1	-0.4764
ATG4A	0.716666666666667
MAGEA10	-4.3485
WFS1	1.26875
CC2D1B	-0.127666666666667
PABPN1	-0.725625
SLC25A30	-0.20375
SLCO1C1	0.556666666666667
SLC22A5	1.70875
KIF23	-2.477
SYN2	0.363166666666667
ASPN	9.15116666666667
CENTG2	0.386
QSOX2	-1.6549
FLJ10815	-0.106833333333333
STK24	-0.2115
SPEG	-0.348
STK10	0.280333333333333
DACT2	0.2565
AAAS	-0.715
SSX3	-2.26371428571429
ABCD3	-0.1165
C4orf12	-0.1465
PARVG	1.14066666666667
FIG4	0.9425
C9orf46	1.10825
TMCO6	-1.002
IGHMBP2	-0.2285
DUS2L	-0.369
FAM3C	0.2253125
TMEM16D	-1.245375
DCTN4	0.966
KCNH3	-0.61575
EIF2AK2	0.67175
AP1S3	-0.31475
CST4	1.2455
PAM	1.0661875
NUTF2	0.24825
CITED2	-0.0087
SLC39A4	-0.92125
C2orf52	-1.1205
GRM3	1.0255
C12orf49	0.100625
CCDC49	0.0932
GRAMD1B	-1.429875
FNDC4	0.765
SIAH2	1.240375
GDPD4	-0.435
C21orf87	0.34125
ATP5A1	-0.0198333333333333
C16orf63	-0.8365
LOC388135	-0.418833333333333
ATP5J2	-0.467875
MMP3	0.6475
EMID2	-1.53633333333333
CRHR1	0.50925
WDR70	-0.29
C13orf31	1.116
ZFAND1	-0.1585
CCL18	3.46933333333333
C3orf49	1.276
RINT1	0.1265
KIAA0408	-2.1605
F13A1	4.8072
SLC10A1	-0.1926
OGN	2.653
GIPC2	-0.916666666666667
XPO6	-0.609333333333333
LCE1A	1.3015
FMR1	0.35
LOC374920	0.15375
DUSP3	0.442625
ANKMY1	0.8995
C7orf50	0.31475
BBS9	0.4884
UNC119B	-0.284625
C9orf72	-0.0455
MGC35440	-0.305
ENTPD6	-0.310125
PPP1R2P9	0.3415
ERCC4	-0.02375
FAHD2B	0.051
HMHA1	0.171
HACL1	-0.75025
RAD23A	-0.573
FAM83B	0.84475
PPP5C	-0.995333333333333
RNASEH2C	0.320375
C9orf153	-1.3395
SCAMP4	1.140625
GHITM	0.2223
NDUFB7	0.745875
ADCYAP1	-0.1255
SP110	1.35216666666667
MAP3K7IP2	0.118
DHH	-0.156
AGRN	0.334142857142857
WDR33	0.180166666666667
CEP290	-0.289666666666667
PRPS1L1	-2.10083333333333
KLRA1	-0.543
GPR97	-0.8555
CHD7	-0.902083333333333
TLR10	1.52075
SLC30A8	5.3945
HIC1	1.73666666666667
IAPP	-0.619
RXFP4	-0.206
GP1BB	1.35125
SHQ1	-0.0435
NKX2-3	0.5905
API5	0.03
FTHP1	0.843
MOV10L1	0.0275
TRIM6-TRIM34	2.74416666666667
ADHFE1	-0.61275
FAM117A	-1.18425
DDI1	1.08975
CDON	1.9855
TRIM73	-3.173
IGKC	4.9045
MMP14	-0.243
DYNC1LI1	-0.26575
C11orf66	-0.08325
TRBV3-1	-0.45475
FASTKD5	-0.137
BIVM	-1.61625
LHX4	-0.95725
CXCL2	-1.9331
RAB2B	-1.05833333333333
IZUMO1	-2.08325
MAP3K15	-2.02125
FAM19A2	-0.04
ZC3H8	-1.02116666666667
ZMAT1	1.476125
SPINK5L3	-3.31
SLC10A6	-0.2905
APPL2	-0.044625
CARD10	-0.0355
LOC402176	-0.7445
EEF1D	0.6719
RAB6A	1.0598
C12orf5	-0.029
PAPOLG	0.6385
MSRB2	1.38075
BCR	0.561944444444444
PUS3	0.44575
TIAM2	-0.5175
ZNF317	0.4595
CHD2	0.00200000000000002
FZD5	-1.75186363636364
NUDT8	-0.7705
ZNF763	0.0175
PRC1	-2.19588888888889
ABCB9	0.2395
SPATA3	0.5775
TRAK2	1.261125
STAB1	2.991
LRRTM2	-1.75483333333333
psiTPTE22	1.44475
DBI	0.35275
SERPINA11	0.781
NAT5	0.02025
C20orf58	-2.02175
RPS6KA4	-0.101666666666667
FLJ90650	-0.54425
TGFBRAP1	-0.14
CHRDL2	0.28425
FAHD2A	-0.414333333333333
CNTN1	-0.40875
BBS4	0.1664
TMEM181	0.7465
MINPP1	-0.7875
MPHOSPH6	-0.2865
HOXC10	-1.0448
ITPKB	0.61325
CLPTM1L	0.445
MEOX2	0.463666666666667
ATP6V0C	0.095
PRPF8	-0.0491666666666667
TMC5	3.9855
FKBP3	-0.629
PLEKHB2	-0.620125
OR4D6	0.5015
ZNF544	-0.227
D2HGDH	-0.40825
RPL18A	-0.4899
HEL308	-0.5225
MPP6	-3.2265
TCERG1	-1.889
KRT16	-0.245333333333333
KLF17	-1.646
KLF5	-0.433625
CDR1	2.788375
VCX3A	-4.8275
FBLN2	2.087
C14orf104	-0.81125
HBE1	-4.6612
OR4S2	1.8875
C1orf108	-0.280166666666667
ROBO4	4.05616666666667
CPEB4	0.97725
C11orf80	-1.063
BCKDHA	1.1545
MYOC	0.804
GIF	0.352
CKMT1A	0.0285
RPL3	0.3682
THBS1	3.453875
APOO	-0.494
ARMCX1	2.8915
HSZFP36	1.3785
SNAPC5	-0.4985
EIF4ENIF1	0.6835
ZNF433	0.06375
TNFRSF21	-1.195
TMPRSS7	1.099
SPATA18	1.5298
HPDL	-3.345
MKL2	1.3901
TBX3	0.554692307692308
C21orf93	-0.0648000000000001
DAXX	0.00325
ELMO1	0.29725
RGS13	2.6776
TAF11	-0.713
UNC13A	-2.217375
LOC653314	-0.4451
ORC3L	-1.11375
IMAA	-3.2965
TARBP2	-0.663
CABIN1	-0.6173
TRIOBP	0.344
HIST1H2AC	0.8785
RGS22	1.48983333333333
NCOA1	1.2995
IL25	2.24
SNCG	0.2305
GPR6	0.483
AMDHD1	-2.28133333333333
CHEK2	-1.24225
C6orf142	1.06125
DRD4	0.47625
C14orf68	-1.3085
GDF11	-2.034
SEMG2	-0.124
CD247	-0.99875
CDAN1	-1.2445
RBMX2	0.646833333333333
TGS1	-0.33425
OIT3	1.60566666666667
SYF2	0.46075
MCM4	-2.41375
PKHD1L1	0.436625
CEP192	-1.09416666666667
IFT88	0.94875
RPL9	0.3615
RAB32	0.40475
DDX43	-0.818
P2RX2	0.403333333333333
OR5D18	1.185
UBE1	0.218166666666667
SLC24A1	0.583625
ARHGAP5	-0.09725
CETP	-0.27675
KIAA1731	-0.887666666666667
SLC9A4	0.7365
PTPN6	0.88175
BAHD1	0.259
GRIK3	-0.043
CACNB2	-1.0564
PDE10A	-0.25275
DGCR14	-0.374
PCDHB9	0.934833333333333
RHOQ	0.0993333333333333
MAP3K4	-0.2525
KTI12	0.182
RPL23AP13	-1.1355
GNG11	0.01025
