Hybridization REF	TCGA-BH-A0HX-01A-21R-A056-07
DKFZp564N2472	0.42725
RMND1	1.30875
IGKV1-5	3.75775
COL1A2	2.8515
SERPINA5	0.50725
AANAT	0.439
C19orf21	1.29083333333333
GEMIN5	0.4355
UBR4	-0.436
LTBP3	1.45133333333333
AMHR2	-2.97083333333333
PROCR	0.5525
MYBBP1A	0.28775
C20orf39	1.38966666666667
ZNF697	-0.8365
PASK	-0.2405
ZNF776	0.274
RFXDC2	-0.584
KIAA0467	-0.067
C10orf96	-1.56675
ZNF503	-0.91075
GULP1	-1.34633333333333
KCNE4	1.4935
DKFZp434K191	-1.359
LOC196913	0.4125
BHLHB4	1.174
CH25H	0.417
LOC81691	-0.912
ALPL	0.405714285714286
COL12A1	3.032875
FOLR3	-3.12416666666667
GPR123	-0.331125
TRIM62	0.590357142857143
ABLIM1	-0.7525
MAST3	-0.332
RHBDD1	0.6525
LOC338809	0.9905
RYBP	0.87425
TTC26	-0.3405
ZNF22	0.344333333333333
ISCA2	-1.1715
RDM1	-0.6195
PIGM	0.54475
GNB3	-2.126
ACTR2	0.1344
HMGB1	-0.6214
EDG1	3.464
SOAT2	-3.3755
OR10AD1	0.5415
RAP1GDS1	0.705333333333333
LCE1F	0.6905
ESM1	-0.90325
RCN3	2.41975
CREBL1	-0.7085
DBNL	0.552833333333333
PTGER3	1.359625
USP30	0.406833333333333
BCL2L12	-1.17916666666667
KIF26B	2.13125
ZNF416	0.65275
ZNF225	0.0495
C17orf70	1.20075
ZNF554	0.2085
RAE1	-0.21
TNIK	-1.23166666666667
ACTN3	0.7915
MGC45922	1.167
CCNA1	0.234833333333333
RYK	0.229833333333333
IL26	0.281
LRP3	0.618666666666667
QARS	-0.127
SOX7	1.04228571428571
BID	-1.21
OR2S2	0.544
CXCL14	4.718
C11orf47	-1.2645
MGC29891	0.121666666666667
HSPB8	1.9812
PRDM14	-1.288
NUFIP2	1.49525
MNAT1	-0.616125
ZDHHC2	-0.20925
MBNL2	-0.78425
ADD3	-0.507875
CSNK2A1P	-0.09225
KLK6	-2.91516666666667
TMEM111	0.7222
KIAA1279	1.0215
NUBP2	0.679
RAB42	-0.94675
ID3	-0.7265
TM9SF1	-0.04675
MDP-1	0.25
POU4F2	0.309
IQCK	1.1445
C16orf14	-0.00175000000000001
CAPN3	-1.902375
FAM43B	0.374375
RECQL	-0.9235
AP1G1	-0.355928571428571
CTNNBL1	0.105333333333333
ECHDC1	-1.42966666666667
SMARCC1	-0.0864
FOXQ1	-1.914625
GNAI3	0.0148333333333333
POLG2	-0.98575
CD4	1.254375
ITLN1	0.50675
EBI2	3.59725
IRF1	0.89125
PTPRE	1.7885
PTK2B	-0.5315
NXNL2	-2.111
SOX4	-0.471611111111111
TSPAN3	-0.247833333333333
SH2D1A	-3.13333333333333
C8orf58	-0.839833333333333
USP20	-0.53275
DUSP22	-0.25
CALB1	-3.59033333333333
L3MBTL2	0.9325
MCRS1	0.427
TMEM118	-0.4075
C18orf8	0.669333333333333
FLJ10241	0.2515
GJA12	1.22775
PKD1	-0.307333333333333
ZFP3	0.8255
JAM3	-0.567875
LAPTM4A	1.2978
DIRC2	0.53425
KIAA2022	1.01466666666667
MYOM1	0.603
TRPM8	-3.44116666666667
MOP-1	1.67125
PHKG2	-0.300375
ZNF650	0.408625
KIAA1522	1.202875
PSG8	-2.53933333333333
DDX19B	-0.483
MOBKL1B	-0.72275
DIAPH2	-0.261916666666667
PTPN12	-0.05325
CLN8	-0.2004
CRYZL1	-0.679666666666667
CRY2	0.41625
FCGR2B	3.33183333333333
PNPLA4	1.7435
ZNF454	-0.5635
DKFZp434B1231	0.0905
CLDN11	-0.359555555555556
RFWD2	0.315
CIB2	-0.662333333333333
MXRA8	3.092625
HRK	0.543875
MAML2	-0.823
C4orf31	-1.02725
C6orf192	-1.46225
COG6	-0.025625
FAM5B	4.954
NFATC1	0.2501
SEPT10	-0.4735
SCYL1	0.2806
RPP40	-1.448
SCOC	0.6894
KIAA1450	0.852
CTDSPL2	-0.70125
TBX5	2.09
NAPG	-0.037375
RHD	-4.96
C14orf45	1.44
ZBTB22	0.656
PLCG1	-0.8275
ANKRD10	-1.98325
AQP7P2	1.19775
TAGLN2	0.254333333333333
HTR2C	1.49483333333333
SLC16A7	-0.839666666666667
C17orf83	-0.12725
TSGA14	-0.0560833333333333
MDH1	-0.3345
PPP3R2	0.6615
DCBLD2	-2.12478571428571
RBM33	-0.119375
DPH3	-1.72875
SYT10	-1.22
FMO4	2.90775
THYN1	-1.42775
DRD5	-3.3725
OTOR	1.083625
PGRMC2	0.7741
KATNAL1	-0.16225
PAQR6	-2.56775
UBE2I	-0.5605
C14orf28	1.16025
C8orf70	2.78425
FLYWCH1	-0.19425
ANGPTL3	-2.2625
GLRX2	-0.0055
ATP11A	-1.23878571428571
ARL5B	-0.589875
MUC16	-3.526
SLC25A5	-0.709428571428571
ACRC	-1.786
MYO1C	0.27525
FAM89B	1.20633333333333
FAS	-0.232625
KIFAP3	1.21225
GLRA2	-0.007
BTN3A2	-0.7163
CNKSR3	-1.665625
CSTF3	-0.808333333333333
ARPM1	0.065
KIAA1530	-0.0645
C9orf150	3.6045
PRKCI	0.359
tcag7.1015	-0.6855
SOD3	0.197
ZNF574	0.4835
CYP21A2	0.82275
RPL12	-0.2405
COMMD2	-0.94025
WIZ	-0.316
LOC344405	-1.11425
ALDH4A1	-0.528882352941177
CRYAB	2.63825
COPA	0.388466666666667
PCDHGA7	0.782333333333333
KIF11	-1.21475
RASD2	-0.180125
SLC26A3	1.466
ZNF175	-1.013
JAKMIP2	-1.662625
C8orf4	3.03116666666667
PTHLH	1.10875
SLC40A1	3.45841666666667
OR7D4	0.453666666666667
PCDHB17	0.8635
CD36	3.84964285714286
C6orf203	-0.3033
PRKG2	-0.1685
LOC400566	2.18775
ANAPC13	-0.215
SLCO3A1	0.125
ZNF692	-1.972
FANCL	-1.1965
SH3GLB1	0.203
C12orf61	0.578
KBTBD6	0.48
SUPT5H	0.53875
XRCC6	-0.2905
HUS1B	4.0065
FAM133B	-0.507928571428571
LOC728276	-0.1535
KCTD18	0.47525
SOS2	1.8305
CCDC99	-1.8315
C1QTNF5	3.697
NNAT	2.03633333333333
USP16	-0.5
LARS	-0.24175
ZBTB2	-0.51525
ABO	0.277166666666667
TRAF3	-0.41225
GALNT5	-1.8335
NAP5	1.47325
ALG14	0.358166666666667
KIAA0515	0.0370384615384615
WDR75	-1.17283333333333
TEX261	0.0515833333333333
LY86	0.7505
LOC389072	-1.1865
FLJ13611	0.24375
MRGPRX2	0.485
SNRPA	-0.6865
OR2G2	0.6325
GPRASP2	0.06875
C7orf42	0.3781
C9orf163	-0.714
CYP11B2	0.57
FCRL3	1.454
PRDX1	-0.01425
FGB	-7.488
COX17	1.16033333333333
C16orf33	0.00625000000000001
PIWIL1	-0.0511666666666667
FOLR1	-2.52583333333333
KIAA0082	-0.80075
FREQ	-0.883833333333333
TMCC2	-1.752
TCF12	-0.239833333333333
ZNF721	-0.23925
FAM130A2	0.898
POU4F1	-3.17775
SNRPF	-0.96475
SGIP1	2.6695
ZNF641	1.243
EMG1	-0.511625
PRRG4	0.8185
HIRA	-3.468
MYNN	0.112666666666667
AEBP2	-0.123166666666667
TBXA2R	0.618833333333333
ISL2	-1.81483333333333
PCDHB11	-0.217
RNF144A	-0.729625
MARCH5	0.00899999999999999
DULLARD	0.0973333333333333
DCLRE1B	-1.13983333333333
ITGA8	1.268
TP73	0.321
PRKCD	2.27025
NDUFB4	0.1785
ATP13A4	1.544
ANTXR2	-0.636166666666667
COL4A3	-0.684833333333333
MYO10	-1.6405
SLC6A18	0.63125
PEX1	0.02325
TMEM74	-1.18866666666667
RBM19	0.29375
TAPBP	0.1339
RUNX1	0.403125
MID1	-2.36683333333333
GPR64	1.015
RASEF	3.26025
GABRG1	-0.045375
MYO16	-0.78875
DBF4	-2.197
TSHZ2	3.2725
RIPK2	0.479625
PPTC7	0.187333333333333
KIF4B	-1.121
LRRC31	0.428875
ZNF540	0.535
EFNB3	0.186833333333333
LOH12CR1	0.27475
STON2	-0.547833333333333
GLP1R	-0.05275
CSTF2T	0.576875
IREB2	-0.887125
GRSF1	0.43425
PDCD7	-0.5925
LRRC43	1.92
CNR1	-0.255
IL1F7	-1.028
C12orf64	-0.9985
FAM69B	-0.58675
NR2E1	-2.90833333333333
MS4A6A	2.5464
FTL	-0.7589
C7orf36	0.33475
PCLO	1.9185
DYRK2	0.679916666666667
ARIH2	-0.09125
SAMD7	0.042
SCNN1D	-1.00425
SLC32A1	-1.25871428571429
C22orf25	0.518166666666667
MRPS18A	-0.4868
GPR112	1.741
EARS2	0.13575
ERN2	1.2035
ATPBD3	0.379666666666667
PRH2	0.048
CDKN2D	-0.0925
PGLYRP2	1.82675
TRIM40	-0.63125
SEC14L3	0.473666666666667
SLC22A1	-0.406
BTN2A3	-0.28725
RASA4	0.741
CCNL2	-0.975666666666667
MYBPC3	0.2265
GJA4	3.9455
CDC42SE1	0.873375
TRPV2	-1.2625
MYPN	-4.6957
SIM1	0.1445
CDADC1	0.114083333333333
ZFHX4	2.33575
NIBP	0.793333333333333
ADAMTS19	1.25225
ABTB2	-1.3485
TSPYL2	-0.14425
EIF2S3	-0.9338
SOX30	-0.0665
AP2A1	0.230166666666667
DKFZP564O0523	-0.400333333333333
LOC285398	-0.1115
CDH18	-5.243
CHL1	1.82325
GATS	-0.281444444444444
TBC1D2B	0.258666666666667
OR1J1	0.049
GSN	1.4355
DPCR1	0.420125
GARNL4	0.296666666666667
SMARCA5	-0.35375
PLEKHG3	-0.258333333333333
ZBTB45	0.591
FRMD6	2.34116666666667
PLS1	0.730833333333333
DGKZ	0.2515
EFNA1	1.7881
WDR85	-1.00675
ANK2	0.1695
PAGE4	-1.26733333333333
SENP6	0.5715
AKR7A2	-0.150666666666667
FKBP10	-2.20925
VEGFC	-0.530666666666667
LARP1	0.1674375
SRBD1	0.2355
ITGB6	0.49075
SLC1A2	-0.730785714285714
INVS	-1.26883333333333
MPO	0.104
MOBKL3	-0.3614
CUTL2	-1.333625
KLK2	-0.19275
VIM	-0.495
REG1B	-0.00183333333333334
PCDHGC4	0.552
C3orf34	-0.122
SUMO3	-1.0365
CST9L	5.1685
MLL4	-0.505
SPR	1.86616666666667
SAMD9L	-0.139
ABCE1	0.12
SUPT3H	-0.786
ACTBL1	1.09425
ADAMTS4	0.284
SLIT3	3.00275
RHEBL1	-1.1405
NPM2	-2.44
MAN1C1	2.02
KIAA1856	0.823666666666667
HSPA6	1.59025
LOC388152	-1.112
C10orf140	-1.4
ZDHHC12	0.2205
LIN7A	0.643
PHC2	-0.156416666666667
SPHK1	-0.1795
TRIM26	-0.01475
FAM83E	-0.422
C18orf24	-2.1758
ZNF578	-0.00616666666666667
ORAI1	0.29
RUVBL1	0.190916666666667
C7orf20	-0.0391666666666667
APAF1	-1.482
SLC36A4	-1.828
MYH11	4.305
NEK1	0.6135
MPP2	-0.90225
C12orf24	-2.08
TNK2	0.804625
ZNF289	-0.1865
MATN3	-0.728285714285714
IFNGR2	0.074
ITPR1	2.212
EBF3	3.6659
TBC1D20	0.5818
OR10P1	0.4845
DDAH2	0.284
SHPRH	-0.8025
STX7	-0.9395
LOC554248	-2.5115
BCAR1	0.3245
ATXN3	-0.452583333333333
TRIM27	-0.6405
CDC42EP2	-0.6055
CHP	-0.8125
SOX17	2.35425
ZNF259	-0.981833333333333
CHCHD1	0.2605
ZDHHC19	0.2055
GBP2	1.644
GARNL3	1.2
MRC2	0.52575
C1orf52	-0.88875
AOF2	-1.0045
LRPPRC	0.2693
ACVR1C	-0.184333333333333
TM4SF18	2.64166666666667
TMEM169	-0.168
PPP1R16A	0.041125
EBF1	1.449
RRS1	0.6655
SNX2	-0.1175
OR2T2	-0.3165
RBX1	-0.31825
ANKRD54	0.709333333333333
TSNAX	0.5195
TMEM83	-1.849
ZBTB7A	1.27575
ATM	-1.56775
LOC338328	2.25116666666667
TIE1	2.15066666666667
HIST1H3G	0.357
PASD1	-4.99966666666667
TINAG	0.34225
PCDHAC2	0.936
LRRC15	1.440625
WBSCR17	-1.06275
TFF2	-0.628
PARP2	-1.785
NDFIP2	-0.6325
PCDHGB2	-0.0495
WDR60	0.06
MAP7D2	-2.4412
USP45	-2.02575
GSDML	-1.40325
TNS1	0.2431
PLCD4	0.17575
IQCD	1.08666666666667
SMPX	-2.9085
CD9	1.287
SRGN	0.86925
CASP7	1.094125
INOC1	-0.495833333333333
DKFZp451M2119	-1.46525
VMAC	1.506
USP53	1.1534
CAMK1G	-0.322625
TMEM106A	0.0971666666666667
CDC20	-1.9958
ACSL5	-1.084
CBWD5	-1.2
C1orf87	-0.733833333333333
KIAA1274	0.085
PRUNE2	-1.47635714285714
LYPLA2	0.0471666666666667
DOK6	-1.05316666666667
GPR149	-0.2135
FAM30A	1.88425
TMEM129	0.3755
SLC35B3	0.8725
ACPP	-0.2872
LOC200261	-0.9105
SLC4A7	0.4836
CCDC40	3.13775
GART	-1.9945
THOP1	-1.10625
SCARB1	-1.015375
CACNA1F	0.26225
TRIAP1	-0.2025
SYT14L	-0.187
SFRS8	-0.279833333333333
PBOV1	-0.077
GOLSYN	1.58175
GJB7	4.1895
CAMK2N1	0.73975
GREM1	2.71341666666667
FLJ20433	0.50025
QPCT	-3.851125
PRKAG2	0.631666666666667
H2AFX	-1.083375
C6orf154	1.80275
PLOD3	-0.93125
ZBTB39	-0.635666666666667
WASF3	0.370166666666667
DRG1	-0.708
PRR4	-0.2205
SPCS1	0.199
KDELR3	0.307166666666667
SRP19	0.0995
GABRA6	1.119
MFSD1	0.5475
MMEL1	1.6445
PDXDC2	-0.6847
BUB1	-2.93366666666667
RNF138	-2.232875
MYLPF	-0.654
AIF1	0.291833333333333
DYNLRB1	1.0284
HCN3	-2.2445
HIST1H2AI	1.0895
MAP4K5	1.08758333333333
LASP1	0.731375
LOC130951	2.01
PLAA	0.959
KRT6A	-2.428
C6orf117	-2.840375
ARHGAP23	-1.1465
PTF1A	-0.1795
GPHA2	-1.33925
LCE3B	0.58525
MCL1	0.250785714285714
EHBP1	-0.94575
PRNP	-0.2586875
ZSCAN1	0.5365
C1orf113	-1.09416666666667
FOXA3	-3.778625
NEB	0.67375
ASGR1	-5.0115
CTGF	3.08416666666667
RAB17	0.908666666666667
MST101	-0.33225
JARID1B	0.4895
USP37	0.2472
PTBP1	-0.469
PTPN7	-1.12633333333333
CDC7	-1.79816666666667
SNX7	0.4415
ZNF335	0.07425
CPT2	0.88525
HEATR1	-1.083125
HSPC152	-0.2185
C5orf40	0.4325
PSME1	-0.147333333333333
STAG3	-2.41625
TMEM154	0.713333333333333
KLHL32	-0.511333333333333
TSGA10IP	-1.4215
SUV420H2	-0.988833333333333
SF1	-0.9122
2'-PDE	0.315375
PNLIPRP2	3.104
TRSPAP1	-0.300833333333333
NUP210	-0.469833333333333
ANP32C	-2.655
RAB11B	0.152333333333333
ASB15	0.2435
ITGB3BP	-1.7415
UBASH3A	-0.892
YWHAB	0.406
TPRX1	-0.3295
LY6G5C	-0.335125
SLC7A2	1.132
CLK1	-0.6449
HSD3B7	0.6535
VDR	1.59975
C16orf74	0.577
ACE	0.49525
PSMA2	0.1595
CCDC131	-0.278
ZNF213	0.969666666666667
EML2	0.044
ALS2CR13	-0.672333333333333
GLYATL1	1.393
DSPP	-0.3725
DHFRL1	-0.409125
C10orf30	-0.169
SH3RF2	-1.55883333333333
LOC197322	-0.198333333333333
DLL3	-0.593875
TIGD7	0.53175
GFRA3	0.29775
CPA1	0.0788333333333333
RTN4	-0.0323333333333333
PPT2	-1.6715
FASLG	1.93608333333333
FOXP4	0.4025
RPL26	-0.1511
GNL3L	-1.08433333333333
FMR1NB	-0.08
CD163	7.17
SGPP2	0.2555
GIMAP2	0.178
CD37	1.26783333333333
DPT	4.33208333333333
NBLA00301	1.97825
RGS5	2.435
C9orf4	0.539
ACTL8	-2.37966666666667
PRKAR2B	-0.836875
OPLAH	1.219
C20orf134	2.48975
SPACA5	-0.24575
TBL1X	0.197166666666667
TSPYL3	1.508
CHCHD3	-0.77625
CRKRS	0.106833333333333
GPR65	4.56375
DFFA	-0.431
FUT1	1.3505
C6orf204	-0.903666666666667
TMEM51	0.2155
ZNF580	-0.0125
CMTM2	0.592
C20orf200	-0.1665
EZH1	0.160666666666667
FDX1L	-0.30925
MRPL32	0.19525
PCAF	-0.5424
ALOX15B	1.33683333333333
CD59	-0.090625
CDK9	0.226625
ERP29	-0.164833333333333
TTR	-6.3185
BCMO1	-0.095
DDIT4	-0.8057
PTGDS	2.621
C3orf63	0.0333333333333333
BST2	-0.18275
CYP1A2	-0.8382
C5orf25	-0.189
STX1A	-1.22652941176471
OR2A12	-0.25
SH3BP5L	0.037
SERINC5	0.588875
USP6	-0.3558
MRPL3	-0.568833333333333
POMP	-0.083625
INPP4B	1.671
GMPPB	1.465
EAPP	1.9445
AHSA1	-0.81225
ABCA11	-1.1355
SLC5A6	-0.03175
HIVEP2	0.518
SUMO2	-0.237
KIAA1822L	-1.35116666666667
C11orf67	0.38525
TXK	-0.47375
PHCA	-0.4465
ICAM4	-2.98283333333333
FPGS	0.044
SNRPA1	-1.6815
KCNJ4	-0.81875
KIF6	0.1929
HIST1H2BG	0.0226666666666667
SLC5A5	0.395
ZNF354B	-0.943666666666667
IL12RB2	-0.45225
C11orf76	0.111833333333333
GAL3ST2	-0.0195
AIFM2	-0.409
SYNC1	-0.2905
UBL3	0.03925
PIK3CG	-1.22183333333333
NLN	-0.6426
BCORL1	0.672
CD5L	-0.08275
ZNF238	0.603
KIAA1394	-0.327
C16orf55	-0.1473
CYP3A7	-2.991
KRTAP3-1	-1.106
TFDP1	-1.22283333333333
MND1	-2.22975
NODAL	-0.251
GTPBP4	-0.60325
TUBGCP2	0.9685
SLITRK5	-2.9285
CIC	0.62625
CD79A	0.827833333333333
SAMD14	0.989
TNPO3	-0.301
OR10G3	0.289
OR10G8	0.2795
CCDC111	0.2635
HOXC9	1.019
DCUN1D1	-0.226083333333333
CYB5R1	2.413
TSR2	0.97575
DAB2IP	0.466
SLC6A5	-0.064
RAB3D	1.3015
DCUN1D4	-0.841333333333333
ERBB3	1.65125
SDC1	1.901
ATP6V1H	1.079
SYK	1.8415
ST20	-0.70625
C13orf30	0.3475
WDR40A	0.425833333333333
ADMR	0.7075
LOC388335	1.57275
ACSM1	1.6445
TDG	0.151166666666667
FLJ11235	0.296
MRPS5	-0.614666666666667
AGPAT2	0.0933333333333333
SLC12A1	-0.149375
CYP27A1	0.27575
THAP7	-0.635
XPO1	-0.6845
ALMS1L	0.482666666666667
C1orf2	-0.4685
ZNF777	-0.4575
CAMK2A	0.137666666666667
SMC1B	2.697875
IHPK2	-0.200666666666667
LEMD1	-5.3865
NKD2	0.0836
CLU	0.964214285714286
ARMETL1	0.1955
PABPC4	-0.85675
CXCL12	2.672
TFAP2C	1.5242
TTTY8	-0.136
ABCB10	-0.8317
ENDOD1	-0.2865
IDI1	-1.394
KCTD6	1.218
CCDC105	0.536
ULBP2	-1.42683333333333
ZDHHC5	0.11625
WNT8A	0.277
COMMD10	-0.387
KLHL12	0.00587500000000002
GPR50	1.133
NR5A2	0.681875
OXGR1	0.2052
EHD3	0.5125
CAPRIN2	-0.502375
KLRC3	-3.9075
SF3B1	-0.0705714285714286
IPO7	0.3055
ALDH1A1	-1.5765
ANKRD5	1.43325
TSNARE1	0.204
DDEFL1	0.6215
RNASEL	1.715
DNAH9	-0.00549999999999999
HELLS	-2.35
TNS4	0.0795
NAV1	0.4291
KIAA1409	-0.259
C20orf26	3.62683333333333
TUBG1	-0.613
IRX2	0.146
CNGA4	-0.0245
MGC50559	1.4875
OR4K17	0.0806666666666667
TM2D2	1.586
FAM32A	-0.3225
TXNDC14	-0.49375
CCBL1	-1.111
ANK1	-2.8478
PRSS23	-0.210125
PPM1L	0.181
SPATA20	0.862
APCS	0.20725
C14orf122	-1.10716666666667
PSMB5	-0.524625
C6orf10	0.00540000000000004
SETDB2	-0.315666666666667
SPNS3	-1.48675
SGMS2	1.0275
MXD3	-0.756166666666667
MON2	-0.1111
CARTPT	-0.35375
HNF4A	-1.98383333333333
RABEP1	0.5813
TNFRSF10B	-1.589375
USH1G	0.2725
PPAP2B	-1.18283333333333
TMEM16K	0.0985
CTDSP1	0.508166666666667
CDK5R1	-0.529666666666667
GABRR1	-0.275
OPN1LW	-0.3625
FAM98C	1.151125
DBN1	-0.19375
ACAD10	0.524416666666667
QTRTD1	-0.10875
WNK3	0.254
RPS19	-0.310375
C1QB	3.33325
OTUD5	0.0915
SLC41A2	0.785833333333333
TMEM22	-2.18
KHSRP	-1.00316666666667
TNFRSF11A	-0.953333333333333
FBL	-0.6585
IBTK	0.225833333333333
OXER1	-0.0475
CBLN4	1.39225
GPR172B	2.62866666666667
CFTR	-2.3395
VSX1	0.661
CAMK1D	0.2225
LOXL3	-2.37
RTP4	0.8115
SLFNL1	-0.12725
KIAA0828	-0.727375
PAR5	0.0815
LOC723972	-2.42325
GDI2	-0.31825
CEBPA	0.8073
MLF2	0.00433333333333333
AFMID	-0.5855
ALOX12B	0.5525
BPHL	-0.341625
COX5B	-0.16075
S100A10	-0.2928
THOC6	-0.2685
NHN1	0.418
RRP12	0.238
ARID3B	-2.80725
CD3G	-1.66533333333333
KIAA0133	-0.1095
NAT11	-1.67083333333333
PPAT	0.226166666666667
SIRT3	0.0169
TCERG1L	-1.08825
NIPA1	-1.1705
DPP8	-0.3033
IL7R	1.464
ZFP64	-0.02925
DMAP1	-0.1851
TRMT12	0.71275
TLR4	1.5879
WFIKKN2	0.10875
RAB12	-1.40633333333333
DDX51	0.221166666666667
KIAA1086	0.06325
ZNF295	-0.853666666666667
ACVR2B	-0.950428571428571
LOC494150	0.10925
ZNF517	0.7035
DNASE1L2	-2.357
SUFU	0.620416666666667
LOC283677	-0.3655
LMO3	2.44666666666667
PPP2R5D	-0.7025
ZNF587	-0.051
HIST4H4	0.8605
CYP2C8	-0.2935
C1orf80	-0.139
DOCK5	-0.632833333333333
C9orf24	1.127
OR5AR1	0.277
C11orf24	-0.0995
UNQ1940	-0.53725
CAP2	2.31116666666667
TIMM44	-0.71425
DSEL	-1.6069
ROM1	0.0675
FBXO4	0.030125
MYLC2PL	-2.0465
MLH3	0.1064
NOX1	0.41
DPEP2	1.9185
DNAJB5	-0.0445
RLTPR	0.292
MBIP	0.373166666666667
COPB1	-0.3135
SFTPA1B	0.332
C10orf4	-0.2154
PRELID1	-0.06025
NOLA1	-0.05225
C19orf24	0.45325
TLR9	-2.1685
HLA-DMA	2.54075
HCRP1	-1.958
GPR137	0.00916666666666667
ITGA11	0.973333333333333
PHF13	0.2115
MARK4	0.4375
METTL4	-1.1395
MBD3	-0.6465
LOC134145	0.683125
FGF3	0.38625
SLC35A3	1.304125
CLEC16A	-0.261
AMOTL1	-1.2925
FLJ31438	-1.143
PAICS	-1.084
TOMM40L	-0.252166666666667
MMD	-0.25425
KLK10	-1.3554
NIT2	0.052
SERPINB10	0.229
KLF15	-0.4657
CCDC5	-1.344
WSB2	-0.146625
ME3	1.4735
CACYBP	-0.196416666666667
TCTN2	0.8735
JAK1	1.122
C2orf25	-0.6685
GPD2	0.89175
FBXL11	1.14666666666667
CDV3	-0.199
GALNT11	0.736125
NDUFA12L	-0.3081
FLOT1	-0.424642857142857
TOR1AIP2	0.09125
MMP25	-0.31575
C1orf164	-0.2102
CHST5	0.1645
LYRM4	-0.6816
GPER	-1.79975
HIPK2	-0.0919166666666667
DAP	0.2471
ZMIZ1	0.485333333333333
DDX58	1.650125
DCC1	-0.4575
AKT1	-0.499875
ENPP6	1.03883333333333
ERVWE1	-0.575833333333333
CDC34	-0.63025
RNF125	-2.222
CASC1	3.61525
SHROOM2	1.0465
RRM2B	1.59566666666667
COL6A3	1.95
TMEFF1	-2.74825
PLEKHA4	-0.083
LYSMD1	0.459333333333333
SEPT1	-0.769166666666667
AOF1	0.4585
GNPAT	0.01175
WDR18	-0.1895
HSD17B12	-0.322833333333333
HIST1H2BM	-0.344833333333333
INDOL1	-0.574
SUDS3	0.648
C1orf192	0.9405
CYP2B6	-0.74075
TBC1D2	1.519
SLC25A12	-0.66175
ERCC6L	-1.681
MGC10814	-1.2205
POLR2C	-0.745333333333333
ZNF77	-0.651
EIF3K	-0.1109
HPX	-0.26425
ANKRD27	-0.0365
MALAT1	0.340875
PLB1	0.904666666666667
HRNBP3	-1.440875
CPSF4	-0.933
OR52N2	0.352
PIP5KL1	0.079
GH1	-0.249
HPS5	-0.6845
SLFN5	0.100625
POP5	-0.427833333333333
OVOS2	-2.94566666666667
C20orf108	-0.471
MARS	-0.12125
CLRN3	1.8755
ARSE	-0.945166666666667
PPIE	0.0796666666666667
PHACS	-0.639333333333333
GP5	-1.1935
IL8RB	0.8165
FCRLA	-1.812
ARRDC1	0.8457
KRTAP9-4	-0.378
ZNF613	1.009
OR11A1	0.2635
TMEM132B	-2.417625
PGLS	0.323
BSND	-3.06083333333333
KCNK18	0.71
FOXD4	0.7805
SV2C	-0.3805
LCN2	-1.4665
ZNF490	0.3513
C3orf15	3.0547
CACNA2D4	-0.6505
CBX5	-1.2535
MAGEB4	-0.60925
BOLA1	0.863
PPP2R5E	-0.49275
COL5A1	1.32075
ASB7	-0.557
SFT2D1	-0.83225
DERL1	0.3005
RABL2A	0.707833333333333
MOAP1	-0.448
KIAA1545	1.01816666666667
F3	0.20425
PLEKHM2	-0.45775
CCDC89	0.629666666666667
EFCAB1	0.552
TMEM48	-1.2975
SEPHS2	0.51075
PYGM	-0.149
PRICKLE1	1.6405
WNT5B	-0.12375
TAS2R38	-0.579
IMP5	0.166
KHDRBS1	-0.1686
LARS2	-0.695
C3orf28	-0.95325
FTCD	-3.89
C10orf68	1.7365
DGAT2L3	-0.53775
PSEN1	0.24675
MGC33657	0.37025
PLA2G4B	-0.217166666666667
CDKN2A	-0.452666666666667
DLX1	-2.03575
TSHB	0.0245
C18orf37	-0.40375
MEX3C	-0.114375
MAMDC2	0.28275
PDIA4	0.2065
ATP5E	0.42775
CASP2	-0.456214285714286
SERBP1	0.0764615384615384
ZNF341	0.536666666666667
TESC	-2.61625
TMEM31	0.19975
OR51I2	0.4955
YTHDC1	0.514615384615385
JUN	1.1745
AGMAT	-3.4785
PCNXL2	0.0115
ATAD5	-1.336375
STK38	-0.6285
AZI1	0.4555
RBP1	2.332
C4orf26	-1.334
KIAA1026	1.676125
TMEM101	0.7955
HSFX1	0.1785
TREX1	1.8065
C18orf10	-1.0456
TRIM15	-4.3315
CA6	-0.267
CEP57	-1.83525
AR	3.80983333333333
SESN2	-0.2965
KIF3C	0.158375
EPB41L5	0.796
ARHGEF10	-1.12504545454545
POLR3D	-0.510125
INDO	-0.719166666666667
GABRA3	-0.762
SCG5	-2.2173
E2F3	-1.7107
TIGD5	0.97475
FGD6	0.9375
KLHL3	0.201375
SCGB3A2	-1.6695
URP2	0.271833333333333
ATP6V1B1	0.4765
CALML6	-0.71
LOC100049076	0.369
TMF1	0.3
LOC388503	-0.242
CDH5	3.0465
RPS6KC1	0.696166666666667
DAAM1	0.3672
TNFRSF10D	-0.96475
GSTT1	1.1141
INPP5A	0.1
TRAF3IP1	1.3131
SMARCE1	-0.317461538461539
VRK1	-2.21675
TTC16	0.94375
AARS	-0.0921666666666667
ARHGAP27	0.408166666666667
ZAK	-0.6095
ACSM2B	-3.113
TRAP1	-0.341
MRPL53	0.77075
RNF44	-0.57125
NPTXR	0.69425
DPYSL3	1.13016666666667
APP	0.69
GLS2	1.42133333333333
MNX1	-2.0745
CMTM7	-1.0965
OR10A7	0.1325
NYD-SP21	4.85183333333333
ORC5L	-0.287
