Hybridization REF	TCGA-A7-A0D9-01A-31R-A056-07
TRHDE	-1.7755
MTP18	-0.937833333333333
UQCRQ	-0.4574
ITGB2	0.0581666666666667
CSRP2BP	0.29425
TAS2R44	0.005
PHPT1	-1.0685
FAM44C	-0.22825
ERH	0.43675
MPHOSPH1	-1.77533333333333
MORC1	-0.549
PARVB	-0.62975
LAMA1	-2.60583333333333
PGBD3	-0.03525
GIMAP6	3.30625
AREG	-4.59083333333333
LIPT1	0.292
MGC99813	-0.80825
C1orf201	-0.1665
GRIN2A	-1.0183
MAN2C1	1.5555
NSUN5	0.12975
SF3B5	0.054
MYC	-1.0483125
NRXN1	-0.699416666666667
ZNF18	-0.3115
SPDYA	-0.859125
SLC37A1	0.8435
DECR2	-1.0135
ANKRD38	1.020125
SPTLC3	-2.72141666666667
SUPT16H	-0.119875
DTWD2	1.542
ULBP1	-0.1925
ZADH1	1.27166666666667
OIP5	-4.861
IL10RB	-0.162166666666667
OTUB2	0.592
VWA3A	-0.312333333333333
SPIC	0.111
OR6C4	0.1865
PSCD4	-0.105666666666667
DPY19L2P2	-0.3365
TRAPPC6A	1.241
C21orf2	-0.410333333333333
CEMP1	0.48175
LIN7B	0.1555
E2F7	-3.15533333333333
VCP	0.2350625
LAMA3	2.16041666666667
BGN	1.79575
GPR160	1.409
COCH	-5.49533333333333
GPR81	1.0015
APOBEC3F	-1.224
tcag7.1017	-0.0825
C1orf32	0.0065
SCGB1D2	3.2025
FLJ43987	-2.373
C6orf170	1.13125
KLK9	0.1325
GPD1L	1.714375
VPS37B	-0.2995
ATG3	-0.0558333333333333
ADAMTS17	-0.751
KLHDC2	-0.113833333333333
NDUFV2	0.033
BLK	-3.414
MATN4	-1.9885
GPM6A	-1.13057142857143
GBP4	2.21066666666667
TMEM162	0.12
PKP2	-0.247
HRASLS	0.947222222222222
MMP1	-4.339
SFXN3	0.0341
FSD1	-2.11716666666667
ST6GALNAC3	-1.69666666666667
CA12	4.1398
NCOA6	0.65325
C19orf58	0.1966
PPP4R1	0.148166666666667
MAN1A2	0.618333333333333
IKBKAP	-1.558
UPF1	0.652666666666667
KIAA1219	0.7665
WNT16	0.0976666666666667
SNW1	-0.101375
IL18RAP	1.83075
RPP30	-0.159
CDC40	0.611785714285714
SETD3	0.5445
SLAMF6	-0.4555
ELK4	-1.005
TRIM47	-0.234833333333333
ACOX3	1.177125
TRIM6	-1.323
KIAA0372	0.286666666666667
TP53AP1	0.444875
SMURF2	-0.717
ADAD1	0.39925
EBP	-1.9895
KRTAP13-2	0.2665
FLJ36874	-0.0393333333333333
TOR1A	-1.104
P2RY4	-0.043
GPBP1	0.4405
TRPV1	0.24825
ADAMTS12	-0.053
PES1	-0.4345
ATG4A	0.7675
MAGEA10	-5.55625
WFS1	1.8445
CC2D1B	-0.204833333333333
PABPN1	-0.547375
SLC25A30	-0.12525
SLCO1C1	-0.231333333333333
SLC22A5	0.7665
KIF23	-1.23783333333333
SYN2	-0.797333333333333
ASPN	7.8535
CENTG2	1.333
QSOX2	-2.2858
FLJ10815	0.413666666666667
STK24	-0.00381250000000003
SPEG	0.0418
STK10	-0.140166666666667
DACT2	0.2155
AAAS	-0.70925
SSX3	-1.86475
ABCD3	0.7617
C4orf12	0.649
PARVG	-0.277333333333333
FIG4	1.759
C9orf46	0.8805
TMCO6	-0.199
IGHMBP2	-0.57625
DUS2L	-0.269333333333333
FAM3C	1.11725
TMEM16D	-1.80728571428571
DCTN4	1.2515
KCNH3	0.3035
EIF2AK2	0.85925
AP1S3	0.305125
CST4	-0.367
PAM	-0.560625
NUTF2	-0.3785
CITED2	-0.5255
SLC39A4	0.9095
C2orf52	-1.1815
GRM3	0.3405
C12orf49	-0.437625
CCDC49	-0.8486
GRAMD1B	-1.571
FNDC4	0.05225
SIAH2	0.45475
GDPD4	-0.036
C21orf87	0.3585
ATP5A1	0.778666666666667
C16orf63	-0.06125
LOC388135	2.39133333333333
ATP5J2	-0.043375
MMP3	-2.19775
EMID2	-0.366
CRHR1	0.19875
WDR70	-0.153
C13orf31	1.603
ZFAND1	0.502
CCL18	3.25933333333333
C3orf49	-0.034
RINT1	-0.056
KIAA0408	-1.3225
F13A1	4.7889
SLC10A1	-0.283166666666667
OGN	1.87675
GIPC2	-1.8585
XPO6	-0.774333333333333
LCE1A	0.3515
FMR1	0.7978
LOC374920	-0.4115
DUSP3	0.39525
ANKMY1	-0.386
C7orf50	-0.31275
BBS9	0.25
UNC119B	0.06675
C9orf72	-0.566
MGC35440	-0.62875
ENTPD6	0.02725
PPP1R2P9	0.93525
ERCC4	0.2635
FAHD2B	0.25
HMHA1	0.028
HACL1	-0.73775
RAD23A	-0.330166666666667
FAM83B	-0.84225
PPP5C	-0.136
RNASEH2C	-1.104
C9orf153	-0.472
SCAMP4	0.7645
GHITM	0.7581
NDUFB7	-0.19075
ADCYAP1	-1.237
SP110	0.993666666666667
MAP3K7IP2	1.02425
DHH	-0.2305
AGRN	1.151
WDR33	-0.296
CEP290	0.863666666666667
PRPS1L1	-2.6095
KLRA1	-0.515
GPR97	-0.433
CHD7	0.2225
TLR10	0.374
SLC30A8	-1.705
HIC1	1.14333333333333
IAPP	0.0455
RXFP4	-0.00575000000000001
GP1BB	0.1875
SHQ1	-0.0135
NKX2-3	-0.0373333333333333
API5	0.33925
FTHP1	-0.059
MOV10L1	0.337333333333333
TRIM6-TRIM34	0.976166666666667
ADHFE1	2.6955
FAM117A	-1.0095
DDI1	-0.3625
CDON	0.497666666666667
TRIM73	-1.229
IGKC	2.6335
MMP14	0.47
DYNC1LI1	0.688125
C11orf66	1.09175
TRBV3-1	-1.77325
FASTKD5	-0.743
BIVM	-0.64525
LHX4	0.0423333333333333
CXCL2	-2.1882
RAB2B	-0.479666666666667
IZUMO1	0.63625
MAP3K15	-2.581
FAM19A2	0.651666666666667
ZC3H8	-0.557666666666667
ZMAT1	1.9595
SPINK5L3	-3.4315
SLC10A6	0.6505
APPL2	0.095125
CARD10	0.188833333333333
LOC402176	-0.971125
EEF1D	2.0569
RAB6A	0.6738
C12orf5	-0.8845
PAPOLG	-0.03225
MSRB2	1.34525
BCR	0.962222222222222
PUS3	-0.5495
TIAM2	0.00625000000000001
ZNF317	0.227333333333333
CHD2	-0.0827142857142857
FZD5	-0.905272727272727
NUDT8	-1.81425
ZNF763	0.127
PRC1	-2.80822222222222
ABCB9	1.4225
SPATA3	-0.063
TRAK2	1.062625
STAB1	2.424
LRRTM2	-0.117
psiTPTE22	0.4855
DBI	-0.4695
SERPINA11	-3.80825
NAT5	0.486
C20orf58	-2.779
RPS6KA4	-0.204333333333333
FLJ90650	0.43225
TGFBRAP1	0.74225
CHRDL2	-1.03975
FAHD2A	-0.0548333333333333
CNTN1	-0.6
BBS4	1.9625
TMEM181	1.5695
MINPP1	-0.03925
MPHOSPH6	0.209666666666667
HOXC10	0.4641
ITPKB	0.08275
CLPTM1L	0.1915
MEOX2	-0.21
ATP6V0C	1.083125
PRPF8	0.0208333333333333
TMC5	0.26375
FKBP3	-0.586
PLEKHB2	0.336625
OR4D6	-0.3
ZNF544	0.0764
D2HGDH	-0.555625
RPL18A	-1.4322
HEL308	-0.2915
MPP6	-2.6645
TCERG1	-0.89625
KRT16	-0.7445
KLF17	-1.44875
KLF5	-0.60725
CDR1	2.48175
VCX3A	-3.141
FBLN2	1.987625
C14orf104	-0.444
HBE1	-5.341
OR4S2	0.414
C1orf108	-0.0926666666666667
ROBO4	3.09233333333333
CPEB4	0.842875
C11orf80	-0.0926666666666667
BCKDHA	0.608166666666667
MYOC	0.162
GIF	0.8745
CKMT1A	-0.7415
RPL3	0.5098
THBS1	1.292375
APOO	-1.35075
ARMCX1	0.647
HSZFP36	1.59075
SNAPC5	1.58925
EIF4ENIF1	0.656
ZNF433	0.4955
TNFRSF21	-0.885125
TMPRSS7	0.48
SPATA18	0.511
HPDL	-4.124
MKL2	1.1656
TBX3	1.68269230769231
C21orf93	0.109
DAXX	-0.307
ELMO1	-0.81675
RGS13	0.770333333333333
TAF11	-1.165
UNC13A	-1.955
LOC653314	-0.6273
ORC3L	0.32775
IMAA	-2.3965
TARBP2	-0.765
CABIN1	0.387
TRIOBP	0.4575625
HIST1H2AC	-0.0915
RGS22	-2.67266666666667
NCOA1	1.3165
IL25	3.358
SNCG	-0.2465
GPR6	0.272
AMDHD1	-3.112
CHEK2	-2.4825
C6orf142	-1.26875
DRD4	0.44325
C14orf68	-1.47575
GDF11	-2.586
SEMG2	0.811
CD247	-2.684
CDAN1	-0.6575
RBMX2	-0.156333333333333
TGS1	0.3095
OIT3	0.374
SYF2	-0.057
MCM4	-1.2205
PKHD1L1	-0.544142857142857
CEP192	-0.608666666666667
IFT88	1.21875
RPL9	-0.626357142857143
RAB32	-0.441625
DDX43	-1.951
P2RX2	0.976
OR5D18	0.727
UBE1	0.368583333333333
SLC24A1	2.325625
ARHGAP5	0.44375
CETP	-0.793
KIAA1731	-0.561333333333333
SLC9A4	0.444
PTPN6	1.30475
BAHD1	-0.19325
GRIK3	1.5515
CACNB2	-0.7924
PDE10A	-0.5285
DGCR14	-0.23425
PCDHB9	-1.03133333333333
RHOQ	-0.0431666666666666
MAP3K4	0.434
KTI12	-0.0778333333333333
RPL23AP13	-0.5625
GNG11	-1.067
CLCN3	0.6215
GPAM	0.39475
VSTM2A	-0.02
SLAMF7	0.3765
INTS2	-0.37025
PPP2CA	-0.0299
LRP12	2.45353333333333
SEC14L2	0.664777777777778
DKFZP586H2123	2.139
MC3R	0.019
CIRH1A	-0.932
HIST1H2AB	-0.1045
POLH	-0.45325
MGC16703	-2.33033333333333
SNAPC2	-0.0895
FILIP1L	1.3865
RASGRP4	0.348
LRRC1	2.184
GAS1	0.4395
PRAC	-1.518
DGKA	0.256833333333333
NT5C3	-0.20825
PEG3	-2.081
NADK	-0.338
PRR17	0.6435
LOC374569	-0.57975
SGSH	0.0583333333333333
NLRP8	0.447
GALT	-0.1089
MCF2	-0.205
ZNF263	0.13675
TACSTD1	2.22216666666667
TYR	-6.9847
ATP6AP2	1.14375
RNUXA	0.30025
ABHD10	0.00900000000000001
GDPD2	-0.118
SLC35C1	-0.0975
UBE2A	0.56075
HERC5	-1.4865
FAM112B	-5.30233333333333
FBXL16	0.62925
DKFZP434A0131	-0.121
ELA3A	-2.686
RBM41	-1.41025
HAO2	0.0915
RNH1	-0.24725
SHANK2	1.79766666666667
OSBP2	-0.261125
DAK	-0.177166666666667
C3orf58	0.97975
TCL1B	0.888
KBTBD2	-0.289
SUGT1L1	-0.019
UBE2E2	0.923666666666667
MYL9	1.476625
CDC23	0.0465
PBXIP1	0.2711
CXorf40B	-0.138
NBL1	0.20025
RTBDN	-0.0595
RAB11FIP5	0.31975
TTTY13	-0.1325
SCOTIN	0.40825
SOHLH1	0.307333333333333
CDKN1A	0.339928571428571
NCK1	-0.309
ZNF550	0.0635
SAPS3	0.344583333333333
SPIN3	0.475833333333333
MAGEE2	0.0725
MIS12	-1.11866666666667
OR8H2	-0.438
KIAA0774	-0.3225
UNC5D	-0.4445
CUL7	0.119
LIPC	-4.247
DIO1	1.046
C20orf11	2.0664
CTRL	-1.18675
HS3ST2	2.1555
PAK4	0.671666666666667
CCRL1	2.504
RNF10	0.163875
ZNF567	0.0255
ZNF660	0.2975
TCEAL3	1.22425
MAGOH	-1.66483333333333
CENPB	-0.234333333333333
C19orf7	0.415875
LOC388965	-0.05825
ZCCHC13	-0.094
JMJD1A	-1.1913
HIST1H4H	-0.283
TBRG1	-0.5099
GPC3	-3.75475
TAF1C	-0.315125
EBNA1BP2	-0.655333333333333
CIAPIN1	-0.1975
PDGFRA	-0.808666666666667
CSTB	-0.167375
CENPI	-3.21366666666667
GTF2E2	-1.30866666666667
RPP21	-0.8145
CCNF	-1.589
KCNQ3	1.2995
FAM79A	1.51
SLC22A12	-0.162
NOVA1	-0.6945
FZD3	0.9203
AKAP8	-1.0535
SOCS5	0.185625
CFDP1	-0.70525
DLG5	1.2375
PGM5	0.35325
C1orf144	0.292666666666667
HDAC10	-0.6705
RND2	-1.99425
C20orf199	2.1195
RNMT	-0.322875
SLURP1	0.123875
ASTN1	-0.43725
SH3BGR	0.8875
MYCL1	-1.42675
ZHX1	1.39
CENPK	-3.8315
FOSB	0.8043
LOC643406	0.047375
C2orf59	-1.325375
TMEM135	-0.815625
SLC27A2	-2.59175
KRT33A	2.4765
OVOL1	2.210125
PAMCI	-3.77233333333333
S100A7	-0.859
ZNF789	-0.903
HARS2	0.36275
RPL23A	-0.401166666666667
TCF23	0.59575
UPF3B	-1.681
C17orf78	-0.1735
HLA-DOB	-1.00333333333333
C14orf142	-0.127666666666667
TEKT5	-0.287
DMWD	-0.012
POLD1	-2.12
GSCL	-0.29
CALD1	0.5841
SCRT1	0.1965
AIG1	1.25
UNC84B	-0.24025
ZNF404	0.4275
TMED6	-3.88025
KIAA1462	0.126
LRRC27	1.59366666666667
PYGO1	0.5015
PIGU	-0.458333333333333
ALAS2	-4.19766666666667
WRNIP1	0.3285
CNNM3	0.734
ZNF2	0.60925
ST3GAL5	-1.28658333333333
MRPL23	-1.192
TSSK6	0.34375
PSMA6	-0.4265
C16orf70	0.66575
KIAA1602	-0.33875
ALMS1	0.6805
DCN	1.976625
TMEM132D	-0.825666666666667
SUCLG2	0.6395
ABHD14A	-0.584
DEXI	0.170833333333333
AMPD2	-1.4915
IFNAR2	-0.557833333333333
CYB5A	1.6629
TLOC1	0.3799
NXF5	-0.989333333333333
NRBF2	-0.453125
KCTD3	1.17
ITGAE	-1.47933333333333
SLC30A3	-2.31033333333333
ZRF1	-0.754
IFRD2	-0.177625
XAB1	-0.3215
PYCR2	-0.204833333333333
SERPINB3	-4.3385
TMLHE	-0.0126
GEFT	-1.010375
ABCA5	-0.596625
EMR4	0.1455
TSFM	-0.21
HIST3H2BB	-0.90575
ARHGEF19	0.60775
TSPAN17	0.283666666666667
ABCC8	2.38
MAP1S	0.172166666666667
C22orf36	1.15
BNC2	0.1685
HIST1H4A	-0.998
NDUFS3	-0.018
WDR3	-0.5795
XKR4	-0.34325
TTC33	-0.965
STMN2	3.319
CPN2	-0.626
HSPC105	1.676125
PCOLCE2	-2.10225
C3orf55	1.1345
KLHDC9	1.7865
TBC1D23	0.340625
ATXN2L	-1.17175
MAP2K3	-0.4075
SCAP	0.58775
ZNF486	0.790166666666667
C20orf96	0.27575
NARS	0.53825
ADAMTSL1	-1.24864285714286
PRCC	0.176833333333333
CCDC126	1.27583333333333
ZNF675	0.5575
CALCOCO1	0.87575
ANKRD43	0.0935
CWF19L2	0.021
ZBTB32	0.143
BRAF	-0.01525
ODF4	0.09
MGC14376	0.7995
HORMAD1	-2.4392
AAK1	-0.196636363636364
PEBP1	0.916833333333333
TNFSF5IP1	0.353333333333333
DKFZp564N2472	0.2525
RMND1	-0.219125
IGKV1-5	3.065
COL1A2	2.56008333333333
SERPINA5	-2.7905
AANAT	0.1755
C19orf21	2.011
GEMIN5	0.2325
UBR4	-0.274
LTBP3	0.8155
AMHR2	-3.12183333333333
PROCR	-2.53925
MYBBP1A	-1.63875
C20orf39	-0.251166666666667
ZNF697	-0.744625
PASK	-0.2854
ZNF776	1.1715
RFXDC2	-0.851375
KIAA0467	0.11875
C10orf96	-1.0595
ZNF503	-1.917
GULP1	2.95566666666667
KCNE4	3.36733333333333
DKFZp434K191	-1.1075
LOC196913	0.323
BHLHB4	0.5335
CH25H	-0.77175
LOC81691	-2.1165
ALPL	-0.0437857142857143
COL12A1	1.981875
FOLR3	-2.723
GPR123	0.437
TRIM62	0.902642857142857
ABLIM1	-0.346333333333333
MAST3	0.13825
RHBDD1	0.662833333333333
LOC338809	0.5105
RYBP	1.3955
TTC26	0.469
ZNF22	-0.437333333333333
ISCA2	-0.05125
RDM1	-2.891
PIGM	0.239
GNB3	-1.818
ACTR2	0.413
HMGB1	0.04935
EDG1	2.56183333333333
SOAT2	-3.416
OR10AD1	-0.1595
RAP1GDS1	2.01933333333333
LCE1F	1.208
ESM1	-1.090125
RCN3	2.04675
CREBL1	-0.3905
DBNL	0.191
PTGER3	1.599375
USP30	-0.0576666666666667
BCL2L12	-0.966666666666667
KIF26B	2.54575
ZNF416	0.6035
ZNF225	0.109
C17orf70	-0.925
ZNF554	0.94
RAE1	2.065
TNIK	-2.19483333333333
ACTN3	0.2325
MGC45922	0.083
CCNA1	-0.470166666666667
RYK	0.598333333333333
IL26	0.0295
LRP3	0.302333333333333
QARS	0.1965
SOX7	0.189
BID	-0.471375
OR2S2	0.8515
CXCL14	2.337
C11orf47	-0.974
MGC29891	0.327166666666667
HSPB8	2.7882
PRDM14	-2.2535
NUFIP2	0.512
MNAT1	-0.25225
ZDHHC2	-0.07075
MBNL2	-0.644625
ADD3	-1.589
CSNK2A1P	-0.70975
KLK6	-0.995666666666667
TMEM111	0.007
KIAA1279	1.53075
NUBP2	0.0121666666666667
RAB42	-1.12175
ID3	-0.0104
TM9SF1	-0.01375
MDP-1	-0.52325
POU4F2	0.426
IQCK	0.9805
C16orf14	-0.86425
CAPN3	-2.164375
FAM43B	-0.28775
RECQL	-0.9105
AP1G1	0.346214285714286
CTNNBL1	-0.0483333333333333
ECHDC1	-1.22066666666667
SMARCC1	0.6001
FOXQ1	-1.673875
GNAI3	-0.147333333333333
POLG2	-1.27425
CD4	0.8975
ITLN1	-0.8155
EBI2	2.204
IRF1	-0.6715
PTPRE	2.3301
PTK2B	-0.907
NXNL2	-0.7525
SOX4	0.382055555555555
TSPAN3	0.661166666666667
SH2D1A	-4.027
C8orf58	-0.983666666666667
USP20	-1.493
DUSP22	-0.320583333333333
CALB1	-2.0866
L3MBTL2	1.14916666666667
MCRS1	-0.059
TMEM118	-1.9585
C18orf8	0.970666666666667
FLJ10241	0.4045
GJA12	0.65975
PKD1	0.0791666666666666
ZFP3	0.5615
JAM3	-0.4585
LAPTM4A	1.2084
DIRC2	0.75825
KIAA2022	1.90583333333333
MYOM1	1.35133333333333
TRPM8	-2.892
MOP-1	0.36525
PHKG2	-0.210125
ZNF650	1.486
KIAA1522	1.245875
PSG8	-0.333666666666667
DDX19B	0.2985
MOBKL1B	-0.552
DIAPH2	-1.39308333333333
PTPN12	0.44775
CLN8	0.2256
CRYZL1	-0.228333333333333
CRY2	1.34
FCGR2B	2.79733333333333
PNPLA4	2.1445
ZNF454	0.8565
DKFZp434B1231	0.10475
CLDN11	0.0496
RFWD2	0.438333333333333
CIB2	0.6285
MXRA8	2.528625
HRK	-1.441625
MAML2	-1.17425
C4orf31	-0.92875
C6orf192	-1.97925
COG6	0.970125
FAM5B	-0.703
NFATC1	1.2952
SEPT10	-0.49175
SCYL1	-0.1199
RPP40	-0.24625
SCOC	0.7519
KIAA1450	0.98475
CTDSPL2	-1.3415
TBX5	1.789
NAPG	0.300875
RHD	-4.77275
C14orf45	1.442
ZBTB22	1.185
PLCG1	-0.198
ANKRD10	-0.8965
AQP7P2	1.96325
TAGLN2	-1.10083333333333
HTR2C	-1.2132
SLC16A7	-0.946166666666667
C17orf83	0.22725
TSGA14	0.376166666666667
MDH1	-0.3755
PPP3R2	0.2575
DCBLD2	-1.18278571428571
RBM33	-0.130625
DPH3	-1.463
SYT10	-1.3414
FMO4	2.52325
THYN1	-1.2015
DRD5	-0.658
OTOR	1.008625
PGRMC2	-0.0281
KATNAL1	-0.48625
PAQR6	-1.7075
UBE2I	-0.6625
C14orf28	0.36725
C8orf70	2.0975
FLYWCH1	-0.607875
ANGPTL3	-0.8085
GLRX2	-0.413833333333333
ATP11A	0.414071428571429
ARL5B	-0.348625
MUC16	-3.43525
SLC25A5	-1.02157142857143
ACRC	-0.65075
MYO1C	0.19075
FAM89B	0.136833333333333
FAS	-0.745625
KIFAP3	1.0325
GLRA2	-0.65
BTN3A2	-1.3309
CNKSR3	-0.031
CSTF3	-0.548333333333333
ARPM1	0.34125
KIAA1530	-0.861
C9orf150	0.652333333333333
PRKCI	1.804
tcag7.1015	-1.218
SOD3	-0.7335
ZNF574	0.5075
CYP21A2	1.856
RPL12	-1.0355
COMMD2	-0.29625
WIZ	0.36425
LOC344405	-1.52625
ALDH4A1	1.10247058823529
CRYAB	2.87775
COPA	-0.193366666666667
PCDHGA7	0.0636666666666666
KIF11	-2.17841666666667
RASD2	0.406125
SLC26A3	0.4095
ZNF175	0.6055
JAKMIP2	-1.885875
C8orf4	-0.32
PTHLH	-0.3255
SLC40A1	1.51966666666667
OR7D4	0.189333333333333
PCDHB17	-0.812
CD36	3.50092857142857
C6orf203	0.6735
PRKG2	-0.487
LOC400566	0.68225
ANAPC13	-0.443
SLCO3A1	0.2985
ZNF692	-1.9675
FANCL	-1.009
SH3GLB1	0.87175
C12orf61	0.00650000000000001
KBTBD6	1.6065
SUPT5H	-0.136125
XRCC6	-0.2224
HUS1B	-1.3355
FAM133B	0.352785714285714
LOC728276	-0.061
KCTD18	0.9535
SOS2	0.999833333333333
CCDC99	-2.01225
C1QTNF5	2.591
NNAT	1.0915
USP16	0.78175
LARS	-0.307
ZBTB2	0.319875
ABO	0.3765
TRAF3	-0.863
GALNT5	-2.0175
NAP5	0.4865
ALG14	0.295166666666667
KIAA0515	-0.301576923076923
WDR75	-0.524333333333333
TEX261	0.260666666666667
LY86	-0.2075
LOC389072	-0.2675
FLJ13611	0.23525
MRGPRX2	0.3605
SNRPA	-0.99225
OR2G2	0.0915
GPRASP2	0.0965
C7orf42	0.6208
C9orf163	-0.7065
CYP11B2	1.1465
FCRL3	0.573
PRDX1	0.402
FGB	-6.74583333333333
COX17	0.888833333333333
C16orf33	-0.33375
PIWIL1	-0.749833333333333
FOLR1	-2.78533333333333
KIAA0082	0.000499999999999987
FREQ	-1.00833333333333
TMCC2	-1.13716666666667
TCF12	0.471083333333333
ZNF721	0.868
FAM130A2	0.85475
POU4F1	-2.98925
SNRPF	-0.8635
SGIP1	1.87983333333333
ZNF641	1.05333333333333
EMG1	-1.026
PRRG4	1.234
HIRA	-1.85475
MYNN	0.542
AEBP2	-0.393666666666667
TBXA2R	-0.204833333333333
ISL2	-1.714
PCDHB11	-0.804
RNF144A	-0.828375
MARCH5	0.619375
DULLARD	-0.732833333333333
DCLRE1B	-0.6295
ITGA8	1.92825
TP73	-0.206625
PRKCD	1.56725
NDUFB4	0.506
ATP13A4	0.168857142857143
ANTXR2	-1.016
COL4A3	-0.534333333333333
MYO10	-2.1153
SLC6A18	0.5305
PEX1	1.281
TMEM74	-0.762
RBM19	0.10325
TAPBP	-0.2275
RUNX1	1.904375
MID1	-2.21208333333333
GPR64	1.239
RASEF	2.6785
GABRG1	0.241571428571429
MYO16	-0.69975
DBF4	-1.79133333333333
TSHZ2	2.6455
RIPK2	0.3265
PPTC7	0.500833333333333
KIF4B	-2.0725
LRRC31	0.195375
ZNF540	0.3575
EFNB3	0.200333333333333
LOH12CR1	-0.4205
STON2	0.825333333333333
GLP1R	0.17975
CSTF2T	0.0345
IREB2	0.574625
GRSF1	-0.0305
PDCD7	2.31483333333333
LRRC43	0.633
CNR1	0.0636666666666667
IL1F7	-1.2835
C12orf64	-0.48175
FAM69B	-2.25625
NR2E1	-2.48283333333333
MS4A6A	1.5669
FTL	-0.9886
C7orf36	0.876
PCLO	2.4992
DYRK2	0.797083333333333
ARIH2	0.440125
SAMD7	0.13
SCNN1D	-0.13475
SLC32A1	-1.84828571428571
C22orf25	0.342666666666667
MRPS18A	-0.6378
GPR112	-0.04
EARS2	-0.1625
ERN2	0.085
ATPBD3	-0.3355
PRH2	0.2725
CDKN2D	-0.168333333333333
PGLYRP2	0.41325
TRIM40	0.21975
SEC14L3	0.530666666666667
SLC22A1	0.9075
BTN2A3	-0.6095
RASA4	0.5925
CCNL2	-0.7575
MYBPC3	0.1715
GJA4	2.762
CDC42SE1	0.401875
TRPV2	-2.26725
MYPN	-4.0396
SIM1	0.2335
CDADC1	1.06908333333333
ZFHX4	1.55225
NIBP	2.11016666666667
ADAMTS19	-2.4135
ABTB2	-1.1035
TSPYL2	-0.961375
EIF2S3	-0.5547
SOX30	0.15975
AP2A1	0.246166666666667
DKFZP564O0523	0.157833333333333
LOC285398	-0.08825
CDH18	0.03875
CHL1	0.923
GATS	0.1089
TBC1D2B	1.87716666666667
OR1J1	0.313
GSN	1.033
DPCR1	0.61875
GARNL4	-0.3955
SMARCA5	-0.47575
PLEKHG3	1.06083333333333
ZBTB45	-0.0045
FRMD6	-0.693333333333333
PLS1	0.594833333333333
DGKZ	0.094
EFNA1	1.5324
WDR85	-1.093875
ANK2	-0.3495
PAGE4	-0.200333333333333
SENP6	1.19883333333333
AKR7A2	0.686666666666667
FKBP10	-1.373
VEGFC	-1.95716666666667
LARP1	-0.0968125
SRBD1	-0.2975
ITGB6	0.3315
SLC1A2	0.179307692307692
INVS	-1.4825
MPO	-0.7785
MOBKL3	0.5003
CUTL2	-1.8875
KLK2	0.00525000000000003
VIM	-0.756
REG1B	0.201
PCDHGC4	0.16725
C3orf34	-0.457666666666667
SUMO3	-0.309166666666667
CST9L	1.31775
MLL4	0.046
SPR	1.2335
SAMD9L	-1.51175
ABCE1	0.0515
SUPT3H	-1.2085
ACTBL1	-0.53225
ADAMTS4	0.400166666666667
SLIT3	2.199
RHEBL1	-1.9085
NPM2	-2.4235
MAN1C1	2.67275
KIAA1856	0.77375
HSPA6	0.7875
LOC388152	0.8055
C10orf140	0.08325
ZDHHC12	-1.0035
LIN7A	3.458
PHC2	0.0449166666666667
SPHK1	-0.53625
TRIM26	-0.3595
FAM83E	-0.27
C18orf24	-2.4655
ZNF578	0.746666666666667
ORAI1	-0.25375
RUVBL1	-0.801416666666667
C7orf20	0.322833333333333
APAF1	-0.8175
SLC36A4	-1.61266666666667
MYH11	3.62933333333333
NEK1	0.9449
MPP2	-1.87442857142857
C12orf24	-2.439
TNK2	0.3360625
ZNF289	0.19525
MATN3	-0.352
IFNGR2	0.443166666666667
ITPR1	-0.833375
EBF3	2.7469
TBC1D20	0.1837
OR10P1	0.68575
DDAH2	0.8355
SHPRH	0.77
STX7	-0.241
LOC554248	-0.94275
BCAR1	0.208
ATXN3	-0.19375
TRIM27	-0.28725
CDC42EP2	-1.3275
CHP	-0.698928571428571
SOX17	1.52675
ZNF259	-0.825833333333333
CHCHD1	0.07825
ZDHHC19	-0.1845
GBP2	2.398
GARNL3	1.052125
MRC2	0.155
C1orf52	-0.9045
AOF2	-0.759833333333333
LRPPRC	0.7689
ACVR1C	1.53583333333333
TM4SF18	2.68783333333333
TMEM169	0.0103333333333334
PPP1R16A	1.18275
EBF1	1.10783333333333
RRS1	0.7215
SNX2	0.02125
OR2T2	0.023
RBX1	0.72375
ANKRD54	0.264666666666667
TSNAX	0.0671666666666667
TMEM83	-2.52525
ZBTB7A	1.648
ATM	-2.22683333333333
LOC338328	2.03316666666667
TIE1	1.0055
HIST1H3G	-1.21983333333333
PASD1	-5.10183333333333
TINAG	0.38975
PCDHAC2	2.0375
LRRC15	0.051125
WBSCR17	-0.86275
TFF2	1.455
PARP2	-1.3355
NDFIP2	0.42275
PCDHGB2	-1.5025
WDR60	0.908
MAP7D2	-2.337
USP45	-0.7895
GSDML	-2.06875
TNS1	-0.1206
PLCD4	2.43025
IQCD	0.189333333333333
SMPX	-2.47075
CD9	0.315666666666667
SRGN	-0.816625
CASP7	0.256625
INOC1	-0.281333333333333
DKFZp451M2119	-0.227625
VMAC	1.712
USP53	1.4826
CAMK1G	-0.56775
TMEM106A	0.161666666666667
CDC20	-3.432
ACSL5	-1.69166666666667
CBWD5	-1.24575
C1orf87	-0.955166666666667
KIAA1274	-0.85725
PRUNE2	-2.66485714285714
LYPLA2	-0.0873333333333333
DOK6	-1.286
GPR149	-0.08075
FAM30A	0.4975
TMEM129	0.59325
SLC35B3	0.355
