Hybridization REF	TCGA-BH-A0BA-01A-11R-A056-07
EML2	0.7315
ALS2CR13	0.145666666666667
GLYATL1	3.722
DSPP	0.2915
DHFRL1	-0.14825
C10orf30	-1.253
SH3RF2	0.559833333333333
LOC197322	-0.7285
DLL3	-1.7025
TIGD7	-1.46625
GFRA3	0.15425
CPA1	-0.265
RTN4	-0.896833333333333
PPT2	-1.65916666666667
FASLG	3.15208333333333
FOXP4	0.284125
RPL26	0.2465
GNL3L	-1.5765
FMR1NB	-1.2432
CD163	8.366
SGPP2	3.368
GIMAP2	0.5035
CD37	1.33016666666667
DPT	3.58416666666667
NBLA00301	1.8825
RGS5	5.71191666666667
C9orf4	0.3995
ACTL8	-3.328
PRKAR2B	1.02925
OPLAH	1.733
C20orf134	2.24675
SPACA5	-0.18375
TBL1X	0.671333333333333
TSPYL3	-1.103
CHCHD3	-1.107
CRKRS	-0.735333333333334
GPR65	5.27925
DFFA	-0.708625
FUT1	0.972
C6orf204	-1.62716666666667
TMEM51	0.683
ZNF580	0.4565
CMTM2	0.396
C20orf200	-0.747
EZH1	0.297833333333333
FDX1L	-0.156
MRPL32	0.087
PCAF	-0.6453
ALOX15B	4.83383333333333
CD59	1.63025
CDK9	0.799625
ERP29	-0.464666666666667
TTR	-4.815
BCMO1	-0.6725
DDIT4	-0.3998
PTGDS	3.67375
C3orf63	0.299833333333333
BST2	0.735625
CYP1A2	-0.3744
C5orf25	-1.23725
STX1A	-0.840823529411765
OR2A12	0.6575
SH3BP5L	0.31775
SERINC5	1.170625
USP6	-1.2502
MRPL3	-0.538666666666667
POMP	0.15225
INPP4B	0.716
GMPPB	0.281
EAPP	0.90125
AHSA1	-0.69125
ABCA11	-0.4055
SLC5A6	0.49275
HIVEP2	1.04425
SUMO2	-0.53375
KIAA1822L	1.24166666666667
C11orf67	0.568
TXK	-0.824
PHCA	-0.9105
ICAM4	-2.30566666666667
FPGS	0.678
SNRPA1	-1.4655
KCNJ4	-1.148
KIF6	-0.7683
HIST1H2BG	0.7255
SLC5A5	0.5235
ZNF354B	-0.535333333333333
IL12RB2	-0.1175
C11orf76	0.280666666666667
GAL3ST2	0.7
AIFM2	-0.591125
SYNC1	-0.051625
UBL3	0.43225
PIK3CG	-0.963333333333333
NLN	-0.553
BCORL1	-0.231
CD5L	-0.244
ZNF238	2.39166666666667
KIAA1394	-1.432
C16orf55	-0.5936
CYP3A7	-2.27866666666667
KRTAP3-1	-2.4035
TFDP1	-1.30333333333333
MND1	-4.30575
NODAL	-1.2538
GTPBP4	-0.72725
TUBGCP2	0.4545
SLITRK5	0.68375
CIC	0.653
CD79A	1.63783333333333
SAMD14	0.820333333333333
TNPO3	-0.468
OR10G3	0.201
OR10G8	0.626
CCDC111	-0.9985
HOXC9	2.49425
DCUN1D1	0.267833333333333
CYB5R1	2.567
TSR2	-0.09625
DAB2IP	0.6942
SLC6A5	-0.609
RAB3D	1.9115
DCUN1D4	-0.5835
ERBB3	1.0245
SDC1	2.68658333333333
ATP6V1H	0.776833333333333
SYK	1.9635
ST20	0.19225
C13orf30	0.42
WDR40A	-0.152333333333333
ADMR	0.0805
LOC388335	1.4215
ACSM1	0.9515
TDG	-0.523666666666667
FLJ11235	0.9365
MRPS5	-1.0005
AGPAT2	0.0125
SLC12A1	0.417
CYP27A1	-0.12175
THAP7	-1.10175
XPO1	-0.716333333333333
ALMS1L	0.135833333333333
C1orf2	0.61675
ZNF777	0.726333333333333
CAMK2A	-0.916
SMC1B	-1.7525
IHPK2	0.234333333333333
LEMD1	-4.943
NKD2	0.417
CLU	1.45464285714286
ARMETL1	-0.0745
PABPC4	-1.23675
CXCL12	3.35666666666667
TFAP2C	1.4471
TTTY8	1.184
ABCB10	-1.23
ENDOD1	0.746833333333333
IDI1	-2.5755
KCTD6	2.2985
CCDC105	0.285
ULBP2	-1.22833333333333
ZDHHC5	0.64175
WNT8A	-0.7065
COMMD10	-0.36375
KLHL12	0.510375
GPR50	0.012
NR5A2	-0.298125
OXGR1	0.317833333333333
EHD3	-0.31125
CAPRIN2	-1.17225
KLRC3	-3.30375
SF3B1	-0.231642857142857
IPO7	0.2
ALDH1A1	-0.4715
ANKRD5	0.451
TSNARE1	0.3635
DDEFL1	2.03225
RNASEL	1.329
DNAH9	-1.5345
HELLS	-2.3565
TNS4	0.3735
NAV1	0.1666
KIAA1409	-0.19075
C20orf26	4.426
TUBG1	-1.31675
IRX2	4.297
CNGA4	0.126
MGC50559	0.940166666666667
OR4K17	0.244833333333333
TM2D2	1.04216666666667
FAM32A	-0.689
TXNDC14	-0.8825
CCBL1	-1.199
ANK1	-2.8446
PRSS23	-0.363125
PPM1L	0.2225
SPATA20	0.014
APCS	0.07625
C14orf122	-1.07383333333333
PSMB5	0.22325
C6orf10	-0.0674000000000001
SETDB2	0.504333333333333
SPNS3	-1.1305
SGMS2	0.541833333333333
MXD3	-1.23866666666667
MON2	-0.04
CARTPT	0.297
HNF4A	-1.7346
RABEP1	-0.1152
TNFRSF10B	-0.748375
USH1G	0.114
PPAP2B	-1.9595
TMEM16K	-0.62925
CTDSP1	0.932
CDK5R1	-0.102166666666667
GABRR1	-0.3735
OPN1LW	0.001
FAM98C	0.874125
DBN1	0.271
ACAD10	-0.29525
QTRTD1	-0.51025
WNK3	-1.82483333333333
RPS19	-0.795125
C1QB	3.824625
OTUD5	-0.37275
SLC41A2	0.778166666666667
TMEM22	-2.22716666666667
KHSRP	-0.32775
TNFRSF11A	-0.499666666666667
FBL	-1.2695
IBTK	-0.356
OXER1	-0.2525
CBLN4	-0.00812499999999995
GPR172B	1.483
CFTR	-1.40925
VSX1	0.737
CAMK1D	0.2475
LOXL3	-2.0655
RTP4	0.8175
SLFNL1	0.15775
KIAA0828	-0.0715
PAR5	0.7015
LOC723972	-1.22475
GDI2	0.221
CEBPA	1.7236
MLF2	-0.124666666666667
AFMID	-0.21325
ALOX12B	-1.454
BPHL	0.177375
COX5B	-0.53575
S100A10	0.3832
THOC6	0.48575
NHN1	0.015
RRP12	-0.151333333333333
ARID3B	-2.356
CD3G	-1.247
KIAA0133	-0.26775
NAT11	-1.29833333333333
PPAT	-1.31216666666667
SIRT3	1.1836
TCERG1L	-2.276
NIPA1	-0.5316
DPP8	-0.2623
IL7R	0.6955
ZFP64	0.171083333333333
DMAP1	-0.3999
TRMT12	0.98575
TLR4	1.9881
WFIKKN2	-0.055
RAB12	-0.213333333333333
DDX51	-0.033
KIAA1086	-2.30375
ZNF295	-0.554
ACVR2B	-0.988785714285714
LOC494150	-1.184
ZNF517	0.902
DNASE1L2	-2.05616666666667
SUFU	0.988416666666667
LOC283677	0.89
LMO3	-0.011
PPP2R5D	-0.850166666666667
ZNF587	-0.2689
HIST4H4	-1.66175
CYP2C8	2.78575
C1orf80	0.16
DOCK5	-0.599166666666667
C9orf24	1.4215
OR5AR1	2.7675
C11orf24	-0.30575
UNQ1940	-0.5905
CAP2	0.442833333333333
TIMM44	-0.95875
DSEL	-1.2807
ROM1	1.1635
FBXO4	-0.677625
MYLC2PL	-1.5245
MLH3	0.991
NOX1	0.2455
DPEP2	2.1035
DNAJB5	0.386
RLTPR	0.3675
MBIP	-0.672166666666667
COPB1	-0.135333333333333
SFTPA1B	-0.531
C10orf4	0.4028
PRELID1	-0.82225
NOLA1	-0.568
C19orf24	0.00725
TLR9	-1.4225
HLA-DMA	3.71925
HCRP1	-0.3555
GPR137	-0.420166666666667
ITGA11	1.24016666666667
PHF13	0.288333333333333
MARK4	0.651833333333333
METTL4	-0.251
MBD3	-0.3974
LOC134145	0.477375
FGF3	0.6725
SLC35A3	0.065625
CLEC16A	0.43025
AMOTL1	-1.075
FLJ31438	-0.3315
PAICS	-1.7185
TOMM40L	0.729166666666667
MMD	-0.56625
KLK10	-1.6143
NIT2	-0.129166666666667
SERPINB10	1.8165
KLF15	-0.7524
CCDC5	-0.881
WSB2	-0.34725
ME3	1.704625
CACYBP	-0.49625
TCTN2	0.4005
JAK1	0.47075
C2orf25	-0.88925
GPD2	1.2325
FBXL11	0.0273333333333333
CDV3	-0.460333333333333
GALNT11	0.202625
NDUFA12L	-1.3457
FLOT1	-0.392571428571429
TOR1AIP2	1.0585
MMP25	1.9255
C1orf164	-0.0252
CHST5	-0.6045
LYRM4	-0.34175
GPER	-1.898
HIPK2	2.56183333333333
DAP	-0.1877
ZMIZ1	1.087
DDX58	1.504
DCC1	-3.5695
AKT1	-0.176125
ENPP6	0.8545
ERVWE1	-0.4075
CDC34	-0.39775
RNF125	0.466
CASC1	5.04775
SHROOM2	0.43175
RRM2B	1.86516666666667
COL6A3	1.77075
TMEFF1	-2.70925
PLEKHA4	1.2894
LYSMD1	1.59866666666667
SEPT1	-0.689166666666667
AOF1	-0.25125
GNPAT	0.26625
WDR18	0.076
HSD17B12	-0.205
HIST1H2BM	0.668
INDOL1	-1.2376
SUDS3	0.66175
C1orf192	2.751
CYP2B6	-0.569
TBC1D2	2.43116666666667
SLC25A12	-0.5275
ERCC6L	-2.691
MGC10814	-0.924166666666667
POLR2C	-1.538
ZNF77	-0.515166666666667
EIF3K	-0.5844
HPX	4.70025
ANKRD27	-0.47125
MALAT1	-0.80775
PLB1	0.5305
HRNBP3	-0.888625
CPSF4	-0.3605
OR52N2	0.4175
PIP5KL1	1.42425
GH1	0.283
HPS5	-1.08675
SLFN5	1.148125
POP5	-0.798333333333333
OVOS2	-4.82733333333333
C20orf108	0.335125
MARS	-1.5335
CLRN3	4.69366666666667
ARSE	-1.26766666666667
PPIE	-0.937
PHACS	0.0858333333333333
GP5	-0.3085
IL8RB	1.19733333333333
FCRLA	-0.852625
ARRDC1	0.6256
KRTAP9-4	-0.5255
ZNF613	0.742
OR11A1	0.4325
TMEM132B	-1.6185
PGLS	0.322
BSND	-2.28933333333333
KCNK18	-2.5865
FOXD4	0.93125
SV2C	0.90225
LCN2	2.43133333333333
ZNF490	0.8073
C3orf15	1.754
CACNA2D4	-1.019
CBX5	-1.13075
MAGEB4	0.5225
BOLA1	1.1365
PPP2R5E	0.2875
COL5A1	1.85316666666667
ASB7	0.246166666666667
SFT2D1	-0.293875
DERL1	1.1061
RABL2A	0.778666666666667
MOAP1	-0.172
KIAA1545	1.68083333333333
F3	-1.99275
PLEKHM2	-0.2905
CCDC89	0.182833333333333
EFCAB1	1.825375
TMEM48	-1.3145
SEPHS2	1.1845
PYGM	-0.577
PRICKLE1	2.502
WNT5B	-1.162
TAS2R38	1.9585
IMP5	0.1845
KHDRBS1	-0.1086
LARS2	-0.6245
C3orf28	0.1455
FTCD	-2.80375
C10orf68	1.16216666666667
DGAT2L3	0.441
PSEN1	0.257416666666667
MGC33657	2.8125
PLA2G4B	0.846
CDKN2A	-1.40608333333333
DLX1	-3.20625
TSHB	0.219
C18orf37	0.087
MEX3C	-0.133875
MAMDC2	-0.90075
PDIA4	-0.2165
ATP5E	-0.063
CASP2	-0.0262142857142857
SERBP1	-0.560346153846154
ZNF341	-0.106166666666667
TESC	-2.53725
TMEM31	-1.22975
OR51I2	0.943
YTHDC1	0.412857142857143
JUN	1.97316666666667
AGMAT	-2.53183333333333
PCNXL2	0.3745
ATAD5	-3.030875
STK38	-0.634
AZI1	-0.75025
RBP1	0.04
C4orf26	-1.1205
KIAA1026	0.87375
TMEM101	0.809
HSFX1	-0.4845
TREX1	1.03875
C18orf10	-1.0643
TRIM15	-3.881875
CA6	0.920142857142857
CEP57	-1.309125
AR	3.88533333333333
SESN2	-0.375666666666667
KIF3C	-0.206375
EPB41L5	-0.3275
ARHGEF10	-0.820714285714286
POLR3D	-0.4585
INDO	-0.750833333333333
GABRA3	-0.856
SCG5	-0.9835
E2F3	-1.0847
TIGD5	1.469
FGD6	0.454166666666667
KLHL3	0.32325
SCGB3A2	-1.501
URP2	1.1895
ATP6V1B1	-0.213555555555556
CALML6	-0.128
LOC100049076	0.9335
TMF1	0.31375
LOC388503	-0.082
CDH5	3.284375
RPS6KC1	0.295
DAAM1	1.3088
TNFRSF10D	-1.03125
GSTT1	2.3775
INPP5A	-0.0745
TRAF3IP1	1.6772
SMARCE1	-0.168428571428571
VRK1	-1.9885
TTC16	2.64275
AARS	-1.521
ARHGAP27	0.404666666666667
ZAK	0.373
ACSM2B	-2.2145
TRAP1	-0.886
MRPL53	0.677625
RNF44	-0.628
NPTXR	-0.51825
DPYSL3	1.4445
APP	1.3426
GLS2	-0.0721666666666667
MNX1	-0.4115
CMTM7	-0.33875
OR10A7	0.087
NYD-SP21	5.39
ORC5L	-0.68
SLC16A10	-1.06957142857143
TMEM178	-1.365
LOC441601	-3.99525
PTGIS	2.20375
KBTBD7	0.88575
C19orf41	0.48725
CEACAM3	0.784583333333333
KRT23	2.76225
SERHL	3.6065
PNKD	-0.00581250000000002
UBC	0.99
ATRN	-0.82675
HAPLN1	-0.796
RANGAP1	-0.5415
C10orf26	1.95933333333333
KCNA7	-0.98225
SRY	0.941
LOC376693	-0.81025
HIST1H2BF	0.8
CDCA8	-2.952
MLC1	1.844
TNIP3	-0.05525
OR4D1	0.7235
IFT52	-1.21416666666667
GOLT1A	1.8595
UTP20	0.39625
RP3-402G11.5	-0.416375
PRSS33	-2.0645
PMPCA	-0.9405
APOB48R	2.90166666666667
GLTP	0.583
MPL	0.426
C9orf78	-0.76325
ADAM12	1.978625
CSPG4	-1.6275
LOC144305	0.117
KRTAP4-10	0.3886
PAK1	-0.06075
ADCY7	-0.2777
TAS2R43	-1.7415
FRAS1	-2.72928571428571
PPP1R14A	0.446166666666667
OR2B6	-0.8925
ATP13A1	-0.577833333333333
SIDT1	1.956
C1RL	1.52466666666667
PRKRA	-0.263
TLN1	0.1387
RP11-50D16.3	-0.0923333333333333
MITF	-0.136333333333333
GYS1	-0.6575
LYG1	-1.89683333333333
NSMCE4A	-0.3091
DNAI1	1.15375
HOXD11	-1.611
FNBP1L	1.5424
DHX35	-0.6715
LCE3E	1.04442857142857
SLC33A1	0.2675
DCLK3	-0.0573333333333333
TRIM33	-0.9575
TMCC3	0.933833333333333
FBXO42	0.460166666666667
C1orf27	0.2492
C17orf50	0.7475
RNF14	0.25225
SLC4A8	-0.84375
RAB3IP	-0.2298
COX6C	3.67964285714286
PCSK1	-3.4676
SLC13A1	-0.19975
ARF6	1.118
KIAA1009	-0.301
HOXA13	-3.18575
HMGN1	-0.0815
CXADR	-0.59475
MGC14436	0.359
UTF1	1.6985
TSC22D1	0.6036
BZRAP1	0.679
PUF60	0.999
SHC1	0.35375
HOOK3	1.1578
LIMS2	1.70466666666667
BAHCC1	-0.0348333333333333
CLCC1	0.133166666666667
ENTPD3	4.0645
SMO	-1.21975
PIK3R5	0.5195
CDC14A	-1.13233333333333
KRT1	0.7985
ENOX2	-0.201833333333333
FLJ22655	0.9005
FPRL1	-0.3105
INTS6	0.4699
ZCCHC5	-0.6595
SMC3	-0.8855
C6orf123	0.4315
FLJ20160	1.92125
LOC653391	1.20916666666667
GSS	-0.59525
NT5M	-0.02275
SIX5	-0.0125
TAF5	-1.325
KCNA1	0.156166666666667
ANLN	-2.10716666666667
MGC45491	-1.8242
SSTR2	1.0615
LYPD4	0.20125
TH1L	-1.05375
CHRNA5	-2.826
PNMA6A	-0.64025
FLJ16369	-0.265
DLX2	-3.39533333333333
C6orf108	0.116416666666667
ALDH3A2	-0.00816666666666666
CLEC1B	0.0911666666666667
LEPREL2	-0.24375
FOXJ1	3.1917
OR1D4	0.43
PPIL4	-0.4725
MTRR	-1.23875
SLC27A3	1.386
HTR7	-0.445
MIB2	-0.362125
BHMT	-1.95683333333333
A2ML1	1.2765
MSMB	0.93925
KIAA1383	-0.2035
TRUB2	0.22075
PF4	0.2295
IL1F5	0.592
LRRC37B2	-0.39525
IPO4	-0.1575
FIGF	2.32325
QDPR	2.93525
ZNF598	-0.49825
BOP1	-0.039375
MAPK12	-1.51916666666667
POLR1E	-1.419375
CEECAM1	-0.315833333333333
INSRR	-0.223
SIPA1	1.0845
ULK4	1.2645
BTN3A1	-0.7821
FABP5	0.6454
KBTBD3	1.268
SORT1	0.67525
YWHAQ	-1.3421875
LRIT1	-0.101
KIAA1704	-0.6917
MEIS2	-1.3051
ENOSF1	-0.689333333333333
PCDH7	1.58785714285714
FZD9	-0.8885
RPLP1	1.88133333333333
ZNF75A	-1.3
P4HA3	3.8535
NKX6-1	0.152
CTA-216E10.6	-0.133
IFT140	1.936
DENND1A	-0.329583333333333
ALCAM	1.0499
ABHD2	2.12777272727273
QPRT	-2.03783333333333
TRAM1	1.23342857142857
ATP1B4	0.39725
NUP37	-1.837
SAA3P	0.005
SLC22A6	0.00325
KIAA0265	0.492
ZNF41	-1.266
ADAM19	0.4151
ERAF	-1.61225
DEFB119	0.85275
DNMT3B	-4.3245
SNF1LK2	-0.22375
MGC24039	-1.87433333333333
TAS2R48	-0.74
PNLDC1	0.15825
ADAMTS16	0.977
TMEM92	-2.022
CCT8	-0.555583333333333
POGZ	1.16508333333333
N-PAC	0.48175
GUCA1B	-2.0756
ZZEF1	0.659333333333333
OR2C3	-0.3525
ZNF334	-2.4255
RANBP6	-0.3705
LDHB	-2.68975
BAMBI	-1.672375
RAB5B	0.73475
FOXB1	1.99875
MRPS12	-0.641
MRGPRF	0.939375
CRIPT	-0.3045
CYP2D7P1	-0.4285
RYR1	-0.094
NDUFA2	0.505625
TRIP12	-0.28475
KCNE3	2.83283333333333
MOBKL2B	-0.7776
MIOX	-0.1515
ACOT7	-1.27125
FGF6	0.794
RASSF5	-0.7719
ATAD3B	-1.118
IKZF3	-0.2265
H3F3B	-0.151285714285714
C6orf91	2.156
SEC11C	0.34175
TMEM14C	-1.052
KIAA1632	-0.375375
SLC38A4	-0.7305
FGFR3	-2.52641666666667
HES7	2.20175
HINT3	0.84
ARIH1	-0.777
FLJ35880	-1.285
C1orf129	2.4075
POU6F1	-0.214125
RPL32	-0.148
BBS1	0.809833333333333
RGPD5	0.09
SULT1C2	-0.988
KDELC1	-1.7575
PIP5K3	-1.06016666666667
CHI3L1	2.5434
CSDA	-0.6995
VTCN1	4.65825
WDR62	-1.33875
TMEM170	-1.5135
KIF2A	-1.50625
C6orf182	-1.93233333333333
ARL6IP6	-1.7955
ZCCHC9	-1.09575
RARB	-0.500833333333333
ZNF320	0.000375
DHX15	-0.377125
PICALM	-0.485833333333333
CNOT6	-0.2915
HIST1H1A	0.02725
ZNF702	1.01316666666667
OR1E2	0.845
HLF	-1.1711
LOC442582	-2.012
KIAA0494	1.083125
TCF4	1.292
APOBEC3B	-1.60325
FAM54B	-0.11475
MYH2	-2.0715
FXN	-0.849666666666667
C12orf59	1.042
PAEP	-0.10625
SPG11	0.184875
VN1R4	-0.5175
KCNJ13	-1.98925
NOC3L	-0.804
C5orf36	0.5895
CPAMD8	1.885
MLN	-0.5821
FLJ11184	-0.5105
TIAM1	0.386333333333333
OR10J3	-1.458
OR52E2	0.299
PBX1	2.4609
UBL7	-0.698
PXMP2	-0.26775
SYTL1	0.702333333333333
FAM126B	-0.20575
ZNF711	-3.40875
GGA1	-0.409833333333333
VAMP4	0.799
BCAP29	0.1875
C20orf19	-1.559625
ZNF275	-0.491375
NEK6	0.73825
SETD8	-0.961166666666667
HEXIM1	0.954333333333333
SULT1A2	-0.444125
KLHL9	0.7605
SLC39A12	-0.202
ARHGEF16	1.18733333333333
SCN1A	-1.0006
HNRPH1	-0.839166666666667
C9orf103	1.06125
ECE1	0.749
MED18	-1.40775
TEX13B	0.7135
SNN	0.15975
C6orf62	0.247222222222222
WNT3A	0.6486
IL22RA2	1.6435
MGC21881	-1.350125
GABBR1	-0.78975
YIPF6	-0.2735
PROX1	-3.226
PPP1R1B	4.41575
LANCL2	-0.2678
SCN3A	-1.1795
SSRP1	-1.30866666666667
ASXL2	-0.3635
RPE65	-0.523
SNAI1	-0.035
EFNA2	-0.2755
CLDN9	-0.200625
TP53I13	0.48275
LOC375748	-0.00925
C9orf7	1.1315
C14orf178	-1.48
GC	-0.4635
IER3	0.2135
KCTD10	1.037875
FLJ45717	1.6155
ADC	1.43516666666667
LOC285908	-0.347083333333333
MLL3	0.21475
KIAA1787	-0.259
MGC31957	-3.55325
MUC5B	-0.311833333333333
ZNF193	-0.0785
CSRP1	0.137375
MOSPD1	-0.965833333333333
C21orf49	-0.2155
RAD1	-1.2665
ANKRD34	-1.80325
NFRKB	-0.521
FANCA	-3.5395
VTI1A	0.654071428571429
PCBP3	-0.815
BFSP2	-0.98675
ZNF354C	0.320125
FRMPD4	-0.623
IKBKG	-0.646833333333333
LOC441046	-0.637
UNQ9438	1.30716666666667
TM4SF20	0.178
MAGEC1	-4.432
AMMECR1	-0.18
GLDN	2.4845
TTC30B	2.15425
SEC13	-0.1358
EGF	2.133125
HAGH	0.5765
VSIG1	0.581666666666667
NHLH2	0.56325
NCAPD3	-1.836625
MGC16121	-1.73125
HIATL2	-0.48075
BRCC3	-0.2525
LCE2D	2.0375
TMEM79	2.35125
GTF3C5	-0.871
AKR1C4	-0.749333333333333
C3orf59	-0.97825
RBM26	-0.522875
DUSP14	-0.5995
AP4M1	0.408666666666667
RIMBP2	-1.06816666666667
ABCC2	-3.77216666666667
DNAJC16	0.868666666666667
TTC12	2.041
SNX13	0.667833333333333
C6orf168	0.741
C1orf100	-1.27075
CSPP1	0.478333333333333
LRRC56	2.2075
OR1J2	0.915
THY1	1.198
KIT	1.11916666666667
TBC1D8	1.23425
EPHA7	-0.5875
SOLH	0.14925
SVIP	-0.06025
ZNF294	-0.82825
HAND2	2.2885
CENTB2	0.701666666666667
MARVELD3	1.568625
CREB3	1.01083333333333
KRTAP1-5	-3.066
OR8K1	-0.336
MED25	0.622166666666667
FDX1	-0.5165
FAM19A1	0.156
IL13RA1	1.2
ZNF627	0.298166666666667
NHP2L1	-0.6965
EIF2B2	-0.25775
ZNF593	0.08125
WIPI2	0.899666666666667
RANBP1	-1.51175
TAS2R7	-0.192
LOC283514	0.7545
CSNK2B	-1.0707
CFHR1	1.034
DKFZP434O047	-0.638
WBP11	-0.9895
TEX2	0.11025
GALNT2	-0.482833333333333
FLJ33360	0.1175
WNT9A	-0.13475
IL29	-0.9535
STK3	1.91488888888889
REPS2	2.534875
FAM78A	0.2595
MGC3207	-0.399
FCGR3A	7.67625
H2AFY2	-0.531
RNF150	-0.736
CCNK	-0.1995
VEZT	0.374166666666667
FSHR	-0.543
C1orf66	1.11533333333333
LCE2B	-0.0119
CD200	-0.4975
ORMDL1	-1.095625
OR51S1	-0.662
KRT83	-1.02375
COL19A1	-0.43675
POL3S	-0.04225
ZNF468	0.0861666666666667
BAG3	1.118375
C1GALT1	-0.91375
CA5A	-4.34525
DKK4	-2.0005
SGK2	-1.4545
PIK3C2G	4.38525
USP11	-0.041375
IMPA2	-0.66075
PRKDC	-0.310714285714286
MSR1	4.61425
PDCD6IP	0.143666666666667
FAM122A	-0.449
ZNF740	-0.271
ATXN2	-0.00616666666666666
SLC17A4	0.3142
RAXL1	-0.515833333333333
RS1	1.186
NET1	2.359
NPY1R	-0.0276666666666667
MVD	-1.7555
C11orf61	-0.803428571428571
CHDH	0.8245
GCNT2	-2.27142857142857
LGALS12	0.4065
IK	0.157833333333333
C7orf41	0.9625
SURF4	-0.152333333333333
C1orf91	0.0733333333333333
BCS1L	-0.9695
C20orf141	0.406166666666667
BCAS2	-1.05475
ACE2	0.61575
ICT1	0.4495
CD79B	1.49525
MRPS9	-0.0875
AADACL1	0.7775
IRS2	-0.50025
LUZP2	-3.736
TMEM148	-0.402
ZNF514	-0.225666666666667
ADCK2	0.982
ZKSCAN1	0.0110714285714286
FASTKD2	-0.75425
KCNMB3	-1.00166666666667
POFUT2	-0.7124
GNG2	-0.6995
OR6Y1	0.513
FAM26A	-1.44325
CAND2	-1.1415
FLYWCH2	1.20275
BCL6	2.18975
MDH2	0.343571428571429
DRP2	0.534
TPD52L1	0.83575
TXNL4A	-0.53775
OR3A1	-0.959
C22orf9	0.897142857142857
RAB25	2.7135
PCTK3	0.31125
POR	-0.0298333333333333
ARPP-19	0.0113333333333333
SREBF2	-1.079
ZWINT	-2.7425
TRUB1	0.785125
ENPP2	1.31933333333333
UXT	-1.08233333333333
ALG11	-0.536
SMCR7	1.32125
SLC31A2	2.8195
USMG5	0.1445
ZNF780B	0.65525
APEX1	-0.181125
THSD3	-2.663
CEP68	0.6798
NY-SAR-48	-1.055
ZIC3	-4.18866666666667
LPAL2	-0.2343
MRPL11	-1.118
VPS53	-1.00116666666667
MPDU1	0.134625
UBL4B	0.13875
LASS3	-0.2745
GAST	0.991833333333333
SPERT	-0.219
UBE2L3	0.42625
MLSTD2	-1.09183333333333
ADRA1D	0.5425
FZD10	-1.353
ATP6V1E1	0.15225
SAR1A	1.0586875
MCTP2	-1.61316666666667
TMEM5	-1.1145
BIRC2	-0.7985
TMEFF2	-3.86133333333333
NLGN3	-1.2046
LMX1A	0.47775
C19orf51	1.12125
LOH3CR2A	0.427
SLC9A3R2	2.59
TIMP1	0.524
PFN4	0.1095
UCK1	-0.18575
TPST2	1.11075
AQP6	0.125
OR1N2	0.38925
KCNIP1	-0.75575
SFTPG	0.737666666666667
KIAA0087	-2.16
UBXD3	3.1747
ABT1	0.5795
RIPK5	0.340357142857143
SMG1	-0.7141
BTBD8	-0.3855
PIP5K1C	1.3228
POU2F2	1.2667
C17orf57	-0.485
TSPAN14	-0.1339
NUDT16	0.732666666666667
GPT	2.1835
PDK4	0.461
ELL3	2.414125
NNMT	1.50783333333333
NUFIP1	-0.743625
RHBDL1	2.3315
FILIP1	2.2352
C17orf56	-0.915
C8orf73	1.02875
FLJ21438	1.2035
TBC1D10A	0.701
ERGIC3	-0.486166666666667
CREB3L4	3.5995
TARBP1	-0.89875
C1orf9	1.4315
COLEC12	0.116166666666667
FBXO30	0.457
TNFRSF25	0.34575
UBE2T	-2.941
SLC2A1	-1.1519
RPH3A	0.00475
LSAMP	-2.7985
CER1	0.517
ATP2A3	-0.3133
SGK	-0.64475
CCR7	3.58075
ZIK1	-1.71475
RECQL5	-0.589125
HSD17B7P2	-0.27625
MTERFD1	0.17075
ANGPTL1	1.1988
NLRX1	-0.0876666666666667
FHOD3	0.776666666666667
PSG7	0.165
ARHGEF5	2.01725
C14orf21	0.121
FGD2	1.516
OR5T2	-1.51175
P2RY14	3.00566666666667
PPP1CA	-0.182166666666667
ZNF33B	0.52125
MOCS1	0.11
NAP1L1	-0.62425
IGSF21	0.711666666666667
PTDSS1	0.646538461538462
SLC38A6	1.48575
GLCCI1	0.36775
CCR4	0.181
OLFM2	0.213
COX6A1	0.215666666666667
B3GALT2	-0.20175
BEST3	-1.6784
CD14	4.64375
ABCC9	1.66275
SNAP29	0.419
HMGCR	-1.0585
IFT74	0.529166666666667
CNTROB	-0.0568333333333333
ZNF548	0.518375
INSL6	0.596
HERC1	-0.11675
HOXB1	0.7355
EMCN	4.829
BLNK	1.85116666666667
SKP1A	0.787
IL19	0.203
DOC2A	0.18275
COPB2	0.732833333333333
CDC27	-0.4005
LECT1	-0.76
UBR1	1.21141666666667
COPS6	-0.484
MCCC1	-0.578666666666667
C12orf33	1.707
POM121L1	1.291
GPC4	0.462833333333333
ZNF664	0.358944444444444
VAC14	-0.351
PPY	-0.3715
SRCAP	1.254875
PPP1R13L	1.0445
BPGM	1.1055
HMOX1	0.775333333333333
MC4R	-1.301
FAM126A	-2.23866666666667
PRR13	0.5145
INS	0.20325
FLT1	0.34025
FEM1C	0.28275
SLC25A2	-0.11725
TMED3	1.3375
SPIN2A	-0.1285
EXT1	-0.310555555555556
CLEC4D	-2.123
GALNTL4	2.23
RCOR1	-0.199125
SMAD2	0.828888888888889
ODZ3	-0.39136
TMEM68	-0.5155
POLS	-1.18666666666667
PPIH	-1.62283333333333
FLJ25439	0.62325
C21orf77	0.536333333333333
