Hybridization REF	TCGA-B6-A0RI-01A-11R-A056-07
SAT2	-0.45775
PFTK1	0.977
GABRE	-3.342625
C15orf38	1.1936
FIS1	0.3365
KCNV2	0.194
CLPS	1.52675
PPCDC	-0.381125
FOXN2	-0.775
NT5E	-2.2412
CD83	0.8
IL18	1.0935
VPS16	0.373
IGFBP2	-0.057
NOTCH2	1.345
SIGLEC1	3.354125
CD93	5.091
SULF2	1.84975
CEP164	-0.0775
P53AIP1	-0.0141666666666667
TOR2A	-0.1215
ZNF136	0.4055
MGP	3.5249
CCDC144A	0.0546666666666667
TRPC1	-0.664833333333333
SMS	-0.614166666666667
MAPK7	-0.471833333333333
RRAGC	0.74975
PARD6A	0.524166666666667
NUB1	0.809833333333333
SYNGR4	0.36075
OR11H12	0.589
WIF1	0.281875
GCH1	0.47
OR11H4	-0.038
SLC44A5	1.9315
GPRIN2	0.6675
LOC401431	0.69825
CPA4	-3.2005
MELK	-1.51533333333333
IL15RA	-0.39075
CUL3	1.71825
HMBOX1	1.27925
PODXL	-1.80575
CCT6B	-0.538666666666667
COMTD1	-1.067
MUC20	-0.898
GPX2	-4.17475
ITK	-2.385375
FBXL5	1.42825
C13orf27	-1.576
DEFA5	0.0465
TRHDE	0.402
MTP18	-1.21433333333333
UQCRQ	-0.033
ITGB2	2.05691666666667
CSRP2BP	-0.07875
TAS2R44	-0.0435
PHPT1	0.316375
FAM44C	0.36975
ERH	0.26125
MPHOSPH1	-0.7275
MORC1	-0.452
PARVB	-1.678
LAMA1	-1.80166666666667
PGBD3	0.08475
GIMAP6	3.1525
AREG	2.32883333333333
LIPT1	-0.4725
MGC99813	-0.711
C1orf201	0.424666666666667
GRIN2A	-1.4968
MAN2C1	-0.549125
NSUN5	-0.58825
SF3B5	0.22875
MYC	-1.782625
NRXN1	-0.784416666666667
ZNF18	0.17225
SPDYA	-0.620625
SLC37A1	1.205
DECR2	0.713
ANKRD38	1.336375
SPTLC3	-1.54575
SUPT16H	-0.458625
DTWD2	1.66275
ULBP1	-0.7015
ZADH1	-0.0131666666666667
OIP5	-1.73
IL10RB	-0.0596666666666667
OTUB2	0.17975
VWA3A	0.184166666666667
SPIC	-0.1322
OR6C4	0.266
PSCD4	1.356
DPY19L2P2	-0.6925
TRAPPC6A	0.9405
C21orf2	-0.0876666666666667
CEMP1	0.05425
LIN7B	0.0815
E2F7	-1.73516666666667
VCP	0.3229375
LAMA3	2.16225
BGN	2.428
GPR160	0.814833333333333
COCH	-5.52833333333333
GPR81	1.14816666666667
APOBEC3F	-1.59125
tcag7.1017	-0.60025
C1orf32	0.1905
SCGB1D2	3.91375
FLJ43987	-0.49
C6orf170	0.63525
KLK9	0.5355
GPD1L	0.872
VPS37B	0.12425
ATG3	-0.261166666666667
ADAMTS17	0.284
KLHDC2	-0.446833333333333
NDUFV2	-0.0745
BLK	-3.616
MATN4	-1.6575
GPM6A	2.409875
GBP4	2.13666666666667
TMEM162	0.421
PKP2	0.413
HRASLS	-0.554888888888889
MMP1	0.28825
SFXN3	0.9289
FSD1	-2.03416666666667
ST6GALNAC3	-2.50466666666667
CA12	3.4414
NCOA6	0.40125
C19orf58	-0.0215
PPP4R1	0.829833333333333
MAN1A2	1.79116666666667
IKBKAP	-1.137
UPF1	0.0128333333333333
KIAA1219	0.4775
WNT16	0.480333333333333
SNW1	-0.052875
IL18RAP	1.444
RPP30	-0.161625
CDC40	0.0887857142857143
SETD3	0.3785
SLAMF6	-0.32825
ELK4	-0.5635
TRIM47	1.37616666666667
ACOX3	1.9475
TRIM6	1.41525
KIAA0372	-0.205833333333333
TP53AP1	0.927
SMURF2	-0.4165
ADAD1	0.2885
EBP	-0.8198
KRTAP13-2	0.0825
FLJ36874	-0.520166666666667
TOR1A	-0.1825
P2RY4	0.8775
GPBP1	0.3985
TRPV1	-0.070125
ADAMTS12	0.758333333333333
PES1	-0.7055
ATG4A	1.22033333333333
MAGEA10	-4.77775
WFS1	1.63075
CC2D1B	-0.138
PABPN1	-0.395125
SLC25A30	0.09325
SLCO1C1	-0.533
SLC22A5	1.6475
KIF23	-1.10416666666667
SYN2	-0.832
ASPN	8.65816666666667
CENTG2	0.4175
QSOX2	-1.8479
FLJ10815	-0.0931666666666667
STK24	0.756875
SPEG	0.0312
STK10	0.0851666666666667
DACT2	-3.7645
AAAS	-0.378
SSX3	-2.0015
ABCD3	1.4951
C4orf12	-0.122
PARVG	1.03433333333333
FIG4	1.9515
C9orf46	1.395
TMCO6	-0.5875
IGHMBP2	-0.76875
DUS2L	-0.790833333333333
FAM3C	-0.0523125
TMEM16D	-2.612875
DCTN4	0.78425
KCNH3	-0.188
EIF2AK2	0.5005
AP1S3	1.0165
CST4	-0.0945
PAM	1.16975
NUTF2	-0.45925
CITED2	0.5532
SLC39A4	-0.05975
C2orf52	-1.5155
GRM3	-0.30525
C12orf49	1.021125
CCDC49	0.0582
GRAMD1B	-2.014
FNDC4	0.74225
SIAH2	2.009625
GDPD4	0.30925
C21orf87	0.202625
ATP5A1	-0.201666666666667
C16orf63	-0.769125
LOC388135	0.424333333333333
ATP5J2	-0.506
MMP3	-0.423
EMID2	-0.10475
CRHR1	0.47125
WDR70	-0.5465
C13orf31	2.027
ZFAND1	-0.97375
CCL18	3.43833333333333
C3orf49	0.4605
RINT1	-1.149
KIAA0408	-2.27266666666667
F13A1	5.128
SLC10A1	-0.277833333333333
OGN	0.82625
GIPC2	-2.27966666666667
XPO6	-0.635333333333333
LCE1A	0.8985
FMR1	-0.087
LOC374920	-0.13725
DUSP3	0.62
ANKMY1	0.9025
C7orf50	-0.3385
BBS9	-0.3648
UNC119B	-0.144625
C9orf72	-0.626375
MGC35440	-0.61175
ENTPD6	-0.267875
PPP1R2P9	0.35025
ERCC4	0.70975
FAHD2B	-0.197
HMHA1	-0.831
HACL1	0.26575
RAD23A	-0.334333333333333
FAM83B	0.82475
PPP5C	-0.056
RNASEH2C	-0.379625
C9orf153	-0.4255
SCAMP4	0.801875
GHITM	0.2514
NDUFB7	-0.036125
ADCYAP1	-0.481833333333333
SP110	1.28133333333333
MAP3K7IP2	0.95525
DHH	-0.176
AGRN	1.19692857142857
WDR33	-0.0821666666666667
CEP290	-0.297333333333333
PRPS1L1	-1.56033333333333
KLRA1	-1.0535
GPR97	-0.349
CHD7	-1.47175
TLR10	0.91975
SLC30A8	-0.695
HIC1	1.75333333333333
IAPP	-0.2025
RXFP4	0.15025
GP1BB	0.97875
SHQ1	0.7825
NKX2-3	0.1485
API5	-0.0245
FTHP1	0.5955
MOV10L1	0.100166666666667
TRIM6-TRIM34	2.04883333333333
ADHFE1	1.61375
FAM117A	-0.9165
DDI1	0.381833333333333
CDON	-0.220666666666667
TRIM73	-0.977
IGKC	1.132
MMP14	1.20516666666667
DYNC1LI1	-0.077125
C11orf66	0.7525
TRBV3-1	-2.036
FASTKD5	-0.389
BIVM	-1.67275
LHX4	-0.126
CXCL2	-1.4318
RAB2B	-0.321333333333333
IZUMO1	-0.9885
MAP3K15	-2.835625
FAM19A2	0.0235
ZC3H8	-0.964833333333333
ZMAT1	1.2615
SPINK5L3	-3.1715
SLC10A6	2.7405
APPL2	0.141375
CARD10	0.119833333333333
LOC402176	-0.782875
EEF1D	0.5251
RAB6A	0.5387
C12orf5	-0.822375
PAPOLG	0.52525
MSRB2	1.733
BCR	0.0832777777777778
PUS3	-0.417
TIAM2	0.25725
ZNF317	0.206
CHD2	0.0648571428571429
FZD5	-1.06363636363636
NUDT8	-1.25125
ZNF763	0.092
PRC1	-0.789666666666667
ABCB9	1.00183333333333
SPATA3	0.426
TRAK2	1.256125
STAB1	3.02675
LRRTM2	0.021
psiTPTE22	1.19525
DBI	0.65875
SERPINA11	1.23025
NAT5	-0.07575
C20orf58	-2.1145
RPS6KA4	-0.180166666666667
FLJ90650	-1.2175
TGFBRAP1	0.09225
CHRDL2	1.798375
FAHD2A	-0.609
CNTN1	0.2225
BBS4	0.2244
TMEM181	1.46575
MINPP1	-0.26625
MPHOSPH6	-1.20533333333333
HOXC10	-1.7084
ITPKB	0.3385
CLPTM1L	-0.133125
MEOX2	-1.132
ATP6V0C	0.987
PRPF8	-0.770333333333333
TMC5	1.86975
FKBP3	-0.38
PLEKHB2	0.15375
OR4D6	0.2075
ZNF544	-0.5524
D2HGDH	-0.528625
RPL18A	-0.6679
HEL308	-0.082
MPP6	-3.90975
TCERG1	-1.4735
KRT16	0.493
KLF17	-1.52425
KLF5	-0.57
CDR1	2.553625
VCX3A	-4.3665
FBLN2	2.11075
C14orf104	-0.385
HBE1	-5.0534
OR4S2	0.3925
C1orf108	-0.535666666666667
ROBO4	3.041
CPEB4	1.435875
C11orf80	0.524333333333333
BCKDHA	0.466833333333333
MYOC	0.04825
GIF	0.0795
CKMT1A	-0.0685
RPL3	0.6356
THBS1	3.427375
APOO	-0.9
ARMCX1	1.85275
HSZFP36	1.439
SNAPC5	-0.5605
EIF4ENIF1	0.159
ZNF433	0.7675
TNFRSF21	-0.83875
TMPRSS7	0.292
SPATA18	2.4011
HPDL	-3.4075
MKL2	1.9456
TBX3	2.04107692307692
C21orf93	0.493666666666667
DAXX	1.12825
ELMO1	-0.370125
RGS13	1.73983333333333
TAF11	-0.926
UNC13A	-3.041375
LOC653314	-0.236
ORC3L	-0.68075
IMAA	-2.7685
TARBP2	-0.33975
CABIN1	-0.6365
TRIOBP	0.475625
HIST1H2AC	-0.20275
RGS22	-2.33583333333333
NCOA1	0.977
IL25	0.9145
SNCG	-0.1005
GPR6	0.3645
AMDHD1	0.638333333333333
CHEK2	-1.51025
C6orf142	-1.497
DRD4	0.6565
C14orf68	-1.51
GDF11	-2.29875
SEMG2	0.129
CD247	-2.8525
CDAN1	-0.1735
RBMX2	-0.245666666666667
TGS1	-0.36475
OIT3	-0.00200000000000001
SYF2	0.017
MCM4	-2.203875
PKHD1L1	-0.996142857142857
CEP192	-0.6185
IFT88	1.0425
RPL9	-0.238928571428571
RAB32	0.46425
DDX43	-1.1445
P2RX2	0.4
OR5D18	-0.2745
UBE1	0.748666666666667
SLC24A1	0.749125
ARHGAP5	0.1085
CETP	-0.98275
KIAA1731	-0.6675
SLC9A4	0.393
PTPN6	0.73125
BAHD1	0.351
GRIK3	1.895
CACNB2	-1.1889
PDE10A	0.09575
DGCR14	-0.73525
PCDHB9	-1.09383333333333
RHOQ	0.337166666666667
MAP3K4	0.50825
KTI12	-0.1935
RPL23AP13	-2.26675
GNG11	-1.54975
CLCN3	0.988333333333333
GPAM	-0.939625
VSTM2A	0.228
SLAMF7	0.582333333333333
INTS2	-1.10025
PPP2CA	0.4627
LRP12	-0.132
SEC14L2	1.92811111111111
DKFZP586H2123	2.46775
MC3R	-0.8715
CIRH1A	-2.24166666666667
HIST1H2AB	-0.175166666666667
POLH	-0.182375
MGC16703	-1.04566666666667
SNAPC2	0.838
FILIP1L	1.83825
RASGRP4	0.8
LRRC1	2.12625
GAS1	1.99825
PRAC	-1.22325
DGKA	0.413
NT5C3	-0.8785
PEG3	-4.13916666666667
NADK	-0.49525
PRR17	0.196
LOC374569	-0.904
SGSH	0.708
NLRP8	-0.0145
GALT	-1.3893
MCF2	-0.9615
ZNF263	1.22375
TACSTD1	0.688833333333333
TYR	-6.8427
ATP6AP2	0.1565
RNUXA	0.022
ABHD10	0.0659
GDPD2	-1.897
SLC35C1	-0.1475
UBE2A	0.18975
HERC5	-1.15533333333333
FAM112B	-4.8845
FBXL16	1.13275
DKFZP434A0131	-1.0965
ELA3A	-3.0655
RBM41	-1.426125
HAO2	-0.074
RNH1	0.619625
SHANK2	0.676666666666667
OSBP2	-2.57775
DAK	0.2465
C3orf58	-0.667666666666667
TCL1B	-1.384
KBTBD2	0.056125
SUGT1L1	0.62625
UBE2E2	0.829666666666667
MYL9	3.052875
CDC23	-0.487166666666667
PBXIP1	1.455
CXorf40B	1.257
NBL1	1.579
RTBDN	0.6395
RAB11FIP5	1.31175
TTTY13	-0.459
SCOTIN	0.52175
SOHLH1	-0.8225
CDKN1A	1.21921428571429
NCK1	-0.34675
ZNF550	0.00599999999999999
SAPS3	0.262083333333333
SPIN3	0.3185
MAGEE2	0.03725
MIS12	-1.2415
OR8H2	0.046
KIAA0774	-1.8165
UNC5D	-3.091
CUL7	-0.0126666666666667
LIPC	-3.52216666666667
DIO1	2.77375
C20orf11	0.0554
CTRL	-0.88075
HS3ST2	1.336
PAK4	1.069
CCRL1	4.0245
RNF10	0.6405
ZNF567	0.214
ZNF660	-0.796
TCEAL3	0.8785
MAGOH	-0.9855
CENPB	0.0131666666666667
C19orf7	0.586
LOC388965	0.0675
ZCCHC13	-0.6015
JMJD1A	-0.6964
HIST1H4H	-0.523
TBRG1	-0.2531
GPC3	-5.573
TAF1C	-0.72975
EBNA1BP2	-0.402333333333333
CIAPIN1	-0.50575
PDGFRA	0.0807222222222222
CSTB	-0.146125
CENPI	-1.47816666666667
GTF2E2	-0.0803333333333333
RPP21	-0.41575
CCNF	-0.290833333333333
KCNQ3	1.226
FAM79A	1.34175
SLC22A12	0.4205
NOVA1	-0.788166666666667
FZD3	1.073
AKAP8	-0.4685
SOCS5	0.653875
CFDP1	-0.63575
DLG5	1.75125
PGM5	-0.0944166666666667
C1orf144	0.55275
HDAC10	-0.8135
RND2	-1.13875
C20orf199	-0.97775
RNMT	-0.631875
SLURP1	0.10175
ASTN1	-0.7495
SH3BGR	1.594
MYCL1	-0.689125
ZHX1	-0.079
CENPK	-2.291
FOSB	1.2031
LOC643406	1.05275
C2orf59	-0.61875
TMEM135	0.012875
SLC27A2	0.84675
KRT33A	2.404
OVOL1	2.272375
PAMCI	-3.64133333333333
S100A7	2.079
ZNF789	-1.18
HARS2	0.512
RPL23A	-0.372666666666667
TCF23	0.144
UPF3B	-1.22575
C17orf78	0.398
HLA-DOB	-0.446
C14orf142	0.0741666666666667
TEKT5	1.0265
DMWD	0.193
POLD1	-1.54416666666667
GSCL	0.121
CALD1	0.7627
SCRT1	0.4565
AIG1	0.813
UNC84B	0.97575
ZNF404	0.08175
TMED6	-4.062
KIAA1462	1.1535
LRRC27	1.7455
PYGO1	-0.6815
PIGU	-0.493333333333333
ALAS2	-4.00416666666667
WRNIP1	0.069875
CNNM3	0.2755
ZNF2	0.766
ST3GAL5	-1.28133333333333
MRPL23	-0.4245
TSSK6	-0.3465
PSMA6	-0.5555
C16orf70	-0.4765
KIAA1602	0.02425
ALMS1	0.411166666666667
DCN	3.364625
TMEM132D	-1.28
SUCLG2	0.0905
ABHD14A	-0.24525
DEXI	0.522
AMPD2	-0.860166666666667
IFNAR2	-0.627666666666667
CYB5A	2.4979
TLOC1	0.4615
NXF5	-0.652
NRBF2	0.026375
KCTD3	2.34825
ITGAE	-1.096
SLC30A3	-2.16883333333333
ZRF1	-1.1255
IFRD2	-0.57725
XAB1	-0.3475
PYCR2	-0.444
SERPINB3	-4.622
TMLHE	-0.1092
GEFT	-0.705
ABCA5	-0.818875
EMR4	0.120166666666667
TSFM	-0.72025
HIST3H2BB	-1.53375
ARHGEF19	1.1995
TSPAN17	0.348333333333333
ABCC8	1.67225
MAP1S	0.583333333333333
C22orf36	-0.598
BNC2	0.587571428571429
HIST1H4A	-1.25175
NDUFS3	-0.351
WDR3	-0.1805
XKR4	-0.82925
TTC33	-0.252571428571429
STMN2	4.34775
CPN2	-0.928666666666667
HSPC105	1.244625
PCOLCE2	-4.8675
C3orf55	1.3175
KLHDC9	3.0705
TBC1D23	0.272375
ATXN2L	-1.18525
MAP2K3	-0.6715
SCAP	-0.08325
ZNF486	0.412833333333333
C20orf96	0.79125
NARS	-0.27475
ADAMTSL1	-0.441
PRCC	1.04116666666667
CCDC126	1.50975
ZNF675	-0.132
CALCOCO1	0.5615
ANKRD43	1.2325
CWF19L2	0.396333333333333
ZBTB32	0.560666666666667
BRAF	0.214
ODF4	0.16225
MGC14376	1.4515
HORMAD1	-3.11216666666667
AAK1	-0.08525
PEBP1	0.408416666666667
TNFSF5IP1	-0.0471666666666667
DKFZp564N2472	0.4215
RMND1	0.14025
IGKV1-5	1.785
COL1A2	3.39625
SERPINA5	0.077125
AANAT	0.438
C19orf21	1
GEMIN5	-0.31475
UBR4	-0.100333333333333
LTBP3	0.845833333333333
AMHR2	-2.66916666666667
PROCR	-0.09275
MYBBP1A	-1.578
C20orf39	2.61383333333333
ZNF697	0.8985
PASK	-0.2001
ZNF776	0.759166666666667
RFXDC2	-0.0855
KIAA0467	0.091
C10orf96	-2.38566666666667
ZNF503	-1.13975
GULP1	-0.787166666666667
KCNE4	2.33233333333333
DKFZp434K191	-1.224
LOC196913	-0.0805
BHLHB4	0.722
CH25H	-0.4535
LOC81691	-0.4875
ALPL	-0.633142857142857
COL12A1	3.97975
FOLR3	-2.72816666666667
GPR123	-0.553
TRIM62	0.650642857142857
ABLIM1	0.516666666666667
MAST3	-0.083
RHBDD1	0.700666666666667
LOC338809	0.2365
RYBP	0.80325
TTC26	0.028375
ZNF22	-0.1575
ISCA2	-0.4825
RDM1	-2.23875
PIGM	0.80225
GNB3	-1.1555
ACTR2	0.2498
HMGB1	0.46585
EDG1	1.36933333333333
SOAT2	-3.241
OR10AD1	0.583
RAP1GDS1	1.10666666666667
LCE1F	0.4875
ESM1	-0.530625
RCN3	2.6995
CREBL1	-0.58375
DBNL	0.244833333333333
PTGER3	4.059125
USP30	0.2805
BCL2L12	-0.383333333333333
KIF26B	2.62125
ZNF416	0.7285
ZNF225	0.24
C17orf70	0.70725
ZNF554	0.48575
RAE1	-0.974166666666667
TNIK	0.130833333333333
ACTN3	1.591
MGC45922	0.959
CCNA1	0.215666666666667
RYK	0.4925
IL26	0.1975
LRP3	0.835333333333333
QARS	-0.0755
SOX7	0.352428571428571
BID	-0.19675
OR2S2	0.115
CXCL14	4.93275
C11orf47	-1.087
MGC29891	0.839
HSPB8	1.7935
PRDM14	null
NUFIP2	-0.18525
MNAT1	-0.443375
ZDHHC2	-1.53525
MBNL2	1.249
ADD3	-1.034375
CSNK2A1P	-0.4845
KLK6	-0.514166666666667
TMEM111	0.084
KIAA1279	0.85925
NUBP2	0.192833333333333
RAB42	-0.40675
ID3	-0.9182
TM9SF1	0.71225
MDP-1	-0.75525
POU4F2	0.200666666666667
IQCK	1.5575
C16orf14	-0.5665
CAPN3	-1.58525
FAM43B	-0.409625
RECQL	-1.159
AP1G1	-0.0482142857142857
CTNNBL1	-0.661333333333333
ECHDC1	-0.324
SMARCC1	-0.1959
FOXQ1	-0.874375
GNAI3	0.535333333333333
POLG2	-0.745
CD4	1.151625
ITLN1	-1.35175
EBI2	2.51225
IRF1	0.57975
PTPRE	1.1415
PTK2B	-0.212
NXNL2	1.735
SOX4	1.24288888888889
TSPAN3	-0.282
SH2D1A	-4.46066666666667
C8orf58	-0.0516666666666667
USP20	-1.019
DUSP22	-0.592666666666667
CALB1	-2.60283333333333
L3MBTL2	0.865166666666667
MCRS1	-0.163
TMEM118	-1.02216666666667
C18orf8	0.573833333333333
FLJ10241	0.07075
GJA12	0.02925
PKD1	0.0481666666666667
ZFP3	0.1335
JAM3	-0.729125
LAPTM4A	1.7451
DIRC2	-0.12275
KIAA2022	0.813
MYOM1	-0.0498333333333333
TRPM8	-2.5585
MOP-1	1.237
PHKG2	0.487
ZNF650	0.67875
KIAA1522	1.844375
PSG8	-0.519333333333333
DDX19B	-0.512
MOBKL1B	-0.14925
DIAPH2	-0.30175
PTPN12	0.3385
CLN8	-0.2154
CRYZL1	-0.210166666666667
CRY2	0.740666666666667
FCGR2B	5.01416666666667
PNPLA4	1.857
ZNF454	-0.481
DKFZp434B1231	-0.24725
CLDN11	0.112
RFWD2	0.755166666666667
CIB2	-0.75
MXRA8	3.55175
HRK	-1.064125
MAML2	-0.295
C4orf31	0.472
C6orf192	-0.92025
COG6	0.608375
FAM5B	-0.3485
NFATC1	0.6256
SEPT10	0.371
SCYL1	0.0675
RPP40	-1.784
SCOC	0.7523
KIAA1450	0.6185
CTDSPL2	-0.225
TBX5	2.38883333333333
NAPG	-0.580125
RHD	-5.285
C14orf45	2.57216666666667
ZBTB22	1.3635
PLCG1	-0.8825
ANKRD10	-0.711875
AQP7P2	-0.57275
TAGLN2	0.618833333333333
HTR2C	-1.2834
SLC16A7	-1.65133333333333
C17orf83	-0.39525
TSGA14	-0.321083333333333
MDH1	-0.208
PPP3R2	0.132
DCBLD2	-1.40235714285714
RBM33	-0.311875
DPH3	-1.458
SYT10	-1.56816666666667
FMO4	1.60675
THYN1	-0.83
DRD5	-2.507
OTOR	1.813375
PGRMC2	1.2246
KATNAL1	0.272375
PAQR6	-1.86725
UBE2I	-0.1385
C14orf28	0.60525
C8orf70	1.6605
FLYWCH1	-0.122
ANGPTL3	-1.6795
GLRX2	-0.0823333333333334
ATP11A	-1.30857142857143
ARL5B	0.446875
MUC16	-3.4555
SLC25A5	-0.899857142857143
ACRC	-1.29825
MYO1C	-0.060375
FAM89B	1.10633333333333
FAS	0.7175
KIFAP3	1.5485
GLRA2	-0.6425
BTN3A2	-1.0523
CNKSR3	0.990625
CSTF3	-0.563
ARPM1	0.64475
KIAA1530	-0.2225
C9orf150	3.2855
PRKCI	-0.35225
tcag7.1015	-1.04025
SOD3	-1.6935
ZNF574	0.627
CYP21A2	2.003
RPL12	-0.02675
COMMD2	-0.4875
WIZ	0.57
LOC344405	-1.97875
ALDH4A1	-0.453705882352941
CRYAB	1.98175
COPA	0.419166666666667
PCDHGA7	0.688166666666667
KIF11	-0.813666666666667
RASD2	-0.6915
SLC26A3	0.1805
ZNF175	0.0925
JAKMIP2	-1.3855
C8orf4	2.8555
PTHLH	2.0885
SLC40A1	4.42366666666667
OR7D4	0.384166666666667
PCDHB17	0.2865
CD36	1.98428571428571
C6orf203	0.2749
PRKG2	0.44
LOC400566	1.53225
ANAPC13	0.268
SLCO3A1	-0.70825
ZNF692	-1.036
FANCL	-0.9325
SH3GLB1	1.02125
C12orf61	-0.0035
KBTBD6	-0.04425
SUPT5H	0.181875
XRCC6	-0.0649
HUS1B	-0.5675
FAM133B	-0.5205
LOC728276	-0.7075
KCTD18	0.7365
SOS2	0.8145
CCDC99	-1.685
C1QTNF5	3.755
NNAT	0.402333333333333
USP16	0.321
LARS	-0.963125
ZBTB2	0.450875
ABO	-0.101333333333333
TRAF3	0.11875
GALNT5	-0.1245
NAP5	1.456125
ALG14	0.609666666666667
KIAA0515	0.0426153846153846
WDR75	0.184333333333333
TEX261	0.120083333333333
LY86	0.94225
LOC389072	-0.8555
FLJ13611	-0.1165
MRGPRX2	0.3175
SNRPA	-1.0835
OR2G2	0.0245
GPRASP2	0.5985
C7orf42	0.6005
C9orf163	-0.804
CYP11B2	0.772
FCRL3	0.5165
PRDX1	-0.08175
FGB	-7.0885
COX17	0.267833333333333
C16orf33	-0.58975
PIWIL1	-0.8516
FOLR1	-2.59883333333333
KIAA0082	-0.39775
FREQ	-0.736833333333333
TMCC2	-1.3785
TCF12	0.645583333333333
ZNF721	0.4825
FAM130A2	-0.47725
POU4F1	-3.082
SNRPF	-0.831375
SGIP1	2.9495
ZNF641	0.942166666666667
EMG1	-1.341625
PRRG4	0.754
HIRA	-2.4835
MYNN	0.4895
AEBP2	-1.04075
TBXA2R	0.000833333333333343
ISL2	-1.66566666666667
PCDHB11	-0.585
RNF144A	0.10925
MARCH5	0.572875
DULLARD	-0.2755
DCLRE1B	-0.347
ITGA8	-0.21225
TP73	0.3965
PRKCD	1.41525
NDUFB4	0.31775
ATP13A4	2.625375
ANTXR2	-0.554666666666667
COL4A3	-1.053
MYO10	-1.6802
SLC6A18	0.52025
PEX1	-0.093
TMEM74	-1.849
RBM19	-0.314
TAPBP	0.72335
RUNX1	1.514125
MID1	-3.09408333333333
GPR64	-1.3405
RASEF	2.0455
GABRG1	-0.075375
MYO16	-0.5475
DBF4	-1.71183333333333
TSHZ2	2.4815
RIPK2	0.469125
PPTC7	0.284833333333333
KIF4B	-0.5205
LRRC31	0.816625
ZNF540	1.12025
EFNB3	-0.0506666666666667
LOH12CR1	-0.48225
STON2	0.582166666666667
GLP1R	0.534
CSTF2T	-0.18825
IREB2	-0.693375
GRSF1	-0.021
PDCD7	-0.934333333333333
LRRC43	1.6475
CNR1	-0.681166666666667
IL1F7	-0.232
C12orf64	-0.620666666666667
FAM69B	-2.6655
NR2E1	-2.526
MS4A6A	1.8572
FTL	-0.4152
C7orf36	-0.38625
PCLO	2.2192
DYRK2	0.594916666666667
ARIH2	-0.555875
SAMD7	0.163
SCNN1D	-0.5885
SLC32A1	-1.47775
C22orf25	-0.0823333333333333
MRPS18A	-0.3324
GPR112	0.5225
EARS2	-0.6345
ERN2	0.8195
ATPBD3	-0.177
PRH2	-0.7425
CDKN2D	0.0885
PGLYRP2	4.402
TRIM40	0.4215
SEC14L3	0.2692
SLC22A1	-0.684
BTN2A3	0.092
RASA4	-0.5395
CCNL2	-0.5345
MYBPC3	0.575
GJA4	2.2865
CDC42SE1	0.899
TRPV2	-1.65625
MYPN	-3.7008
SIM1	0.3545
CDADC1	0.396416666666667
ZFHX4	1.3185
NIBP	0.5755
ADAMTS19	1.8265
ABTB2	-1.83075
TSPYL2	-0.344
EIF2S3	-0.5806
SOX30	0.325
AP2A1	0.508166666666667
DKFZP564O0523	-0.0908333333333333
LOC285398	-0.25575
CDH18	-4.38425
CHL1	0.4655
GATS	-1.148
TBC1D2B	-0.262666666666667
OR1J1	0.5325
GSN	1.605
DPCR1	0.218875
GARNL4	-1.6595
SMARCA5	-0.2095
PLEKHG3	0.774333333333333
ZBTB45	1.2995
FRMD6	1.03916666666667
PLS1	0.904333333333333
DGKZ	0.409833333333333
EFNA1	1.9218
WDR85	-0.742625
ANK2	-0.711
PAGE4	3.98483333333333
SENP6	0.6115
AKR7A2	1.31333333333333
FKBP10	-1.0465
VEGFC	-0.956166666666667
LARP1	-0.3719375
SRBD1	0.27525
ITGB6	4.43275
SLC1A2	1.83121428571429
INVS	-1.0795
MPO	-0.2435
MOBKL3	0.22
CUTL2	-2.533625
KLK2	-0.176583333333333
VIM	0.54425
REG1B	0.0921666666666667
PCDHGC4	0.26125
C3orf34	-0.340333333333333
SUMO3	0.00166666666666667
CST9L	-0.265
MLL4	0.06525
SPR	1.445
SAMD9L	0.5255
ABCE1	-0.46175
SUPT3H	-1.00666666666667
ACTBL1	0.92575
ADAMTS4	1.5735
SLIT3	3.09975
RHEBL1	-1.69975
NPM2	-2.20025
MAN1C1	0.8465
KIAA1856	1.05025
HSPA6	2.517
LOC388152	-1.086
C10orf140	-2.2825
ZDHHC12	0.265
LIN7A	1.4565
PHC2	0.529416666666667
SPHK1	0.65075
TRIM26	0.447625
FAM83E	-0.8625
C18orf24	-1.30433333333333
ZNF578	0.2575
ORAI1	-0.4175
RUVBL1	-0.51475
C7orf20	-0.230666666666667
APAF1	-0.612
SLC36A4	-1.52033333333333
MYH11	4.17066666666667
NEK1	0.5938
MPP2	-0.57175
C12orf24	-3.4185
TNK2	0.590875
ZNF289	0.01525
MATN3	0.240857142857143
IFNGR2	1.44383333333333
ITPR1	1.545875
EBF3	2.4396
TBC1D20	0.2375
OR10P1	0.22425
DDAH2	1.8115
SHPRH	-0.29775
STX7	-0.259
LOC554248	-2.1195
BCAR1	0.2205
ATXN3	-0.127333333333333
TRIM27	-0.1245
CDC42EP2	0.357
CHP	0.823928571428571
SOX17	1.568125
ZNF259	-0.611333333333333
CHCHD1	0.43475
ZDHHC19	0.255
GBP2	2.3355
GARNL3	1.032375
MRC2	1.39275
C1orf52	-0.64925
AOF2	-0.4985
LRPPRC	-0.1645
ACVR1C	-0.102166666666667
TM4SF18	1.88716666666667
TMEM169	-0.1115
PPP1R16A	0.009
EBF1	0.156833333333333
RRS1	-0.863666666666667
SNX2	-0.295
