Hybridization REF	TCGA-AO-A0JF-01A-11R-A056-07
CALCRL	4.64575
SCGB2A2	8.65966666666667
UBXD7	-0.38325
ZNF674	-0.556
TMEM35	0.712375
BRSK2	-1.454625
HECTD3	0.133
TMEM188	0.00858333333333333
LGALS9	2.271375
SCARB2	1.29916666666667
USP34	-0.0553333333333333
C17orf28	1.55858333333333
ZDHHC23	-1.5525
AQP12B	-1.245
SLC16A3	-2.639
APLP2	0.44925
ITIH2	-5.846
MICAL3	-1.259625
TNNI3K	0.7112
HDAC2	-0.277
PRR7	-0.5001
THBS2	1.1165
LOC751071	-0.3655
CA2	1.05983333333333
RANBP17	-0.4075
RLN3	0.27925
CRYZ	0.866166666666667
GBAS	0.477666666666667
TAS1R1	-0.67725
MPZL3	1.063
PCDH8	-1.562
HSP90B1	-0.214333333333333
KCNK15	0.303
TNIP2	0.251333333333333
GPR146	1.3575
NOL6	-0.5785
SPC25	-3.03122222222222
STEAP2	2.699
VAMP3	0.376833333333333
TCIRG1	-0.1915
ZP4	-0.116166666666667
PARL	0.3305
TRIM39	0.0426666666666666
KIAA1305	1.46125
CRNN	0.415166666666667
GRN	0.4475
HSH2D	-1.2495
SCAMP1	1.194375
KIAA1913	1.5985
PTS	-0.58625
BANP	-0.404071428571429
PRKACG	0.38875
ADCY6	0.664833333333333
C16orf46	0.2045
CYP51A1	-0.0995
DDC	-5.84125
ANPEP	0.261333333333333
PROM1	-1.91766666666667
SIGLEC10	2.70325
COPG	0.6395
FAM26E	2.830875
TRIP4	0.67275
SNX3	0.796666666666667
C1orf175	0.167166666666667
PPY2	-0.104
C14orf152	0.699666666666667
FTSJ1	-0.857666666666667
DST	-0.3007
LOC554235	-0.1855
GLRX5	-0.2745
C20orf12	0.9211
CAB39	0.225
MSH2	-1.2015
PIP4K2C	0.359
CYLD	1.325125
WTAP	0.65425
MGAT4A	1.86266666666667
TSC22D4	-0.6166
CHRM2	-1.6545
PPYR1	0.208833333333333
CCNH	-0.113
RRM1	-0.5605
ECAT8	-3.57875
LOC400120	0.5415
GABRA4	-0.016375
C14orf4	0.9625
C1orf59	-0.549
CTDSPL	1.01625
NHEDC2	-0.4805
PDE11A	-0.1601875
KLHL29	-0.32925
CD5	-0.2773
TSPAN9	1.779875
WDR67	-1.5185
THUMPD1	0.4174
C18orf17	0.8895
CLYBL	0.162666666666667
FLJ13231	-0.799125
CMBL	0.437625
LECT2	-0.433666666666667
NKAPL	3.09433333333333
LOC654780	0.363
OR4C6	-0.1615
RAB30	1.9455
TSSK4	-0.2335
TMEM163	0.6725
OSBPL11	0.7535
GNB5	-1.13416666666667
CCL21	2.374
C1orf121	0.569
FMO2	3.02966666666667
RPTN	0.589
MSTN	1.158
VCL	0.242857142857143
FYTTD1	0.37475
C11orf1	-0.43475
CCDC88C	0.2485
HFE	-0.340111111111111
MOGAT1	-0.1605
FAM125B	0.192666666666667
IRGQ	0.1965
RAVER2	0.23075
AKAP5	-0.165
SSSCA1	-0.58625
C11orf63	1.55125
ACTG2	0.8393
PORCN	-0.96
DTL	-2.34290909090909
TMEM151	0.3255
FAM122C	-0.7245
RSAD2	2.438
BAT4	-0.5135
KRTDAP	-2.55083333333333
MYH8	0.361125
CRTC3	0.5915
LRRFIP2	0.5728
INTS4	-0.671666666666667
TTN	-1.3854
SLC26A5	0.3405
PLLP	-0.53
RGS6	0.0571428571428571
SRGAP3	0.716375
ZNF525	0.234833333333333
NBR2	-0.245
C13orf1	-0.2946
ZNF137	-0.11
CEP27	-1.593
BEST2	0.051
RNF121	0.02725
DMRTC2	0.33775
C8orf76	-0.366
BCCIP	0.383125
MEST	0.026
HTRA2	-0.0055
ANGPTL2	1.667
ILKAP	-0.1945
ERAS	0.242
HBS1L	-0.377625
CPA5	0.4175
TMEM30A	1.64866666666667
CD300LF	2.88933333333333
WISP3	-0.58
CRK	0.858285714285714
PDS5A	-0.4157
BRPF3	0.064
NEDD9	0.52975
SMPDL3B	0.911
PSG6	-1.074
PSMD13	0.38725
ETV5	-1.147125
OR51A4	-0.454
BTBD7	0.766083333333333
GSTO1	-0.68125
hCG_16001	-0.454
MAD2L1BP	-0.250166666666667
COX6A2	1.2955
SCNN1A	2.02166666666667
LSM1	0.1135
UGT2B11	0.534
IDUA	0.83825
PPP2R3C	-0.281166666666667
COX11	-0.541333333333333
PDZK1	0.89125
ZNF443	0.882333333333333
MGC21874	1.34616666666667
ZNF323	1.7413
KRTAP10-10	0.015
CXCL6	-0.5305
SLC34A2	0.7516
LOC284402	0.1365
NPTN	1.22441666666667
UPP1	-1.68058333333333
SLC6A9	-0.728
OR7G3	0.14775
CISD1	-0.7005
ZNF545	0.345166666666667
SYT14	-1.5745
NT5C3L	-0.175833333333333
ZNHIT3	-0.0868333333333333
SNRPD3	-0.23575
KIAA0701	0.574375
UNC93B1	-0.255833333333333
GMNN	-2.24525
SPCS2	0.687166666666667
LOC388524	-0.0925
NAPRT1	-0.55725
PNLIPRP1	0.13
OR6V1	0.451
PRKAB1	-0.1135
EYA4	-3.41533333333333
KIF20A	-2.90875
ALG10	0.12375
ITPKC	0.117666666666667
LMX1B	1.25233333333333
RPUSD4	-0.491166666666667
C7orf34	-0.00683333333333334
DLGAP2	0.082625
PFN1	-0.3651
MICALL2	-0.765416666666667
ZNF654	0.534
SS18L1	-1.8005
SLC16A8	0.73725
MKI67IP	-0.359333333333333
ITGB3	-0.281625
TCEA3	2.42766666666667
CEP152	-2.4904
CLIP1	0.667
ZNF75	0.2331875
ATP5C1	-0.453333333333333
NUDT5	-1.21433333333333
PSCDBP	1.05025
UBP1	-0.10575
RBM27	-0.193
C13orf15	2.952375
ZNF282	-0.218166666666667
ZNF222	0.6705
COL10A1	5.98325
PRDM15	-1.212125
TTTY5	-0.3565
FAM9C	-0.445545454545455
C20orf67	0.01
GNG13	-0.4565
F12	-0.47425
C1orf41	-0.751
CPXCR1	-0.0035
GSK3A	-0.29275
SUPT6H	-0.4695
PI16	4.635
ELL2	-0.0193333333333333
C9orf167	-1.09966666666667
PVRL3	-1.1144
FLJ38596	0.5125
ADAM20	0.02975
GPR89A	-0.013
GPR87	-3.7875
ZNF30	0.958
SMR3B	-0.30775
ZNF770	0.102125
TRPC4AP	-0.364
DKFZP686E2158	0.560333333333333
C2orf28	0.041
FREM1	-0.183
LAMA4	1.33483333333333
ADPRHL2	0.02275
EIF4G2	0.403
GUCA1A	-0.617
CTNNA2	-0.871571428571429
NUDT15	-0.325
CEPT1	0.534333333333333
ZNFX1	0.7536
CCDC92	1.03575
TDRD1	-0.244
KCNK5	-2.247
ETNK1	0.84475
LTA	0.3355
TTPA	0.2842
B3GALNT2	-0.3415
SC65	-0.293333333333333
PEX5L	-1.98514285714286
EPS15L1	-0.15
MGEA5	-0.3295
HIST1H3A	0.83625
ING1	-0.20225
BCAT1	-2.870875
ORC6L	-4.36609090909091
KLK11	-4.94066666666667
C19orf28	-1.7855
DNER	-5.028625
MED22	-1.078
ETV6	0.91375
CHAC2	-1.15775
CD300E	-0.146
CEBPB	0.312916666666667
ZNF398	-0.47475
LRCH3	-0.0955
HMGA1	-2.27916666666667
CAPN7	0.164833333333333
MGC5566	-3.68175
CCL3	2.722875
NANOS1	0.641
ZFYVE19	-0.168
APITD1	-0.216333333333333
PARD3	0.2975
IRAK4	0.0583333333333333
SERPINI2	-0.569
CEP170L	-0.44525
TTC9	2.16
MYOM3	-1.1205
MLPH	1.511
LOC222699	-0.777
NRG1	-1.99
TBC1D9	4.41318181818182
TTK	-3.34133333333333
ZNF557	0.3093
DDX41	-0.748
FANK1	3.129
UBE2D2	-0.160625
PSMB10	0.57575
MYH7B	0.495
GABARAPL2	-0.00574999999999999
MARVELD2	1.61433333333333
DGCR2	0.589
UNC45A	-0.222
C6orf72	0.4895
ZNF683	4.459
GIT2	0.27
CASK	-0.0193333333333333
C14orf161	2.4575
LRRC44	0.84
TIFA	1.12325
UTP11L	-0.3185
C6orf65	0.62775
FDPS	-0.27125
DUSP9	-2.2716
SLC17A8	0.9062
OR51G1	0.0233333333333333
NANS	0.319
OLFML1	2.345
ATP10B	-1.97071428571429
NPAS3	0.53875
PRKCA	-2.484
GGA2	-0.3948125
LCE4A	0.0685
SPANXN3	0.453
CCDC115	1.50875
SDCCAG3	-1.09875
GLIPR1L1	0.98025
TTC1	0.5265
C17orf76	1.128
MAD2L2	-1.46425
HIPK1	-0.2917
LRRC3B	-0.666833333333333
CLN3	-0.396227272727273
C17orf47	-0.1185
FMN2	-2.289625
TUBB1	-1.299375
WAPAL	0.061
C3orf21	-0.26125
SCN5A	-1.0697
SMYD1	-0.029
BEX5	1.58075
ZNF192	-0.519
SEC22A	0.261666666666667
GRIA2	5.179
KIAA0825	-1.49975
NUSAP1	-2.95963636363636
LANCL1	0.202125
C15orf40	-0.2087
ZNF645	0.185125
GPR61	0.37025
NLRP14	-0.7635
SNX21	0.2286
C1QTNF8	0.392
C17orf46	-0.158
IFNA8	2.4315
SPRR1B	-2.3935
FLRT1	-0.9385
SNX17	0.267166666666667
ASB2	0.158
HBG1	-5.6825
RPRML	-1.559
JOSD2	-0.23
PLSCR3	0.494
SPOCD1	-1.41083333333333
RAB39	-0.007
GHRH	3.61266666666667
ITIH5L	0.542
C17orf37	0.448
SMCR8	0.433
DPY19L2P3	-1.18716666666667
IL11RA	1.41833333333333
GDF3	-3.59866666666667
RPS6KB1	-1.35391666666667
DNAJC19	0.6874
TOP1	-0.43775
CRCT1	-0.26175
MPST	-0.18625
DPM2	-0.456875
FAM38B	-0.725333333333333
SLC18A1	-3.14533333333333
FARP1	0.108166666666667
PAX7	0.07275
TUBD1	-1.57075
GNL3	-0.945625
BTG2	2.0204
NDUFS6	-0.506
C1orf79	-2.692
ERAL1	-0.724
ECHS1	1.032
VPS4A	-0.695666666666667
CYP11A1	-0.08525
ABCC6	-0.613642857142857
PBX4	-2.793
MOSC1	0.252875
NCF4	1.438
HYMAI	0.8475
NAGPA	-0.446
OTOP2	0.07225
ACOT12	0.00700000000000001
MTHFD2L	-1.00325
LOC441376	4.118
C19orf34	0.0175
RAB1B	0.05275
ALDOAP2	-0.3385
NTRK1	-1.26733333333333
ARTS-1	1.4496
SLC6A11	-0.215
NAP1L2	0.194
CNGB1	-0.233
EPB41L4B	0.65925
FAM134B	2.519
HS3ST3A1	-0.883333333333333
CPXM2	5.6015
SIRPB2	1.1285
CHORDC1	-1.145
TRIB3	-1.84633333333333
SLC2A5	1.01925
C2orf49	-0.459833333333333
DDX5	-0.096
OR5L1	0.6985
ANAPC4	-0.267833333333333
ZSWIM1	-0.253375
LOC93622	0.016125
KCNK3	-0.2208
RP11-35N6.1	-2.773875
ZFP161	0.615666666666667
AQP9	4.0795
SLC15A2	0.0926666666666667
MREG	0.355333333333333
OR9I1	0.8225
PDLIM2	0.8715
ADAM7	0.4715
GSTCD	0.271666666666667
WDR21A	-0.727875
SLC12A8	1.85333333333333
TMEM174	0.2585
IGSF3	0.850083333333333
LRRN1	2.7355
LOC402117	0.419
SRPK1	-1.59216666666667
LY6K	-1.968875
NFIA	2.9255
PTCD3	-0.428875
LEP	3.25783333333333
PCDH21	-0.72
MAPKAPK2	0.716642857142857
NMNAT1	-0.974166666666667
LHFPL2	0.985375
C9orf43	0.45125
DIP2A	-0.707833333333333
ACTR8	0.072625
CCDC34	-1.00825
PTPN22	-0.07675
ITGA3	-0.786
FAM129C	0.21375
RABGGTA	0.119
UNC45B	1.70475
KIAA1033	0.30575
ZNF510	0.466
CYP2D6	-1.11883333333333
SLC26A10	-2.4545
STX8	0.73875
LUZP1	0.40075
WDR89	0.312
EIF4G3	-0.5164
C5AR1	1.158625
ZNF623	0.171
A2M	1.92475
TGM7	0.0195
GRPEL1	-0.557166666666667
LMNB2	-1.6961
ROCK2	0.2335
SNX16	1.10325
CCDC66	-0.5395
ANXA3	0.13925
KIAA1609	-0.578875
EED	-0.75325
RNF32	0.308
HES1	0.7579
CLC	-0.292
ISL1	-1.15116666666667
KIAA0528	-0.011875
MANEA	0.65175
C1orf61	-2.397
hCG_2001000	0.33475
RAPGEF6	-0.4695
KIAA0020	-0.806833333333333
NEIL1	0.413
C16orf45	0.524625
RBM10	-0.662
C10orf125	-0.928375
MRS2L	-0.863
DNAH17	-1.444375
C19orf10	-0.5935
C1orf160	0.45125
SLFN12	2.1365
EXOC3	-0.152
HIST3H3	0.2635
NCOR2	0.1125
TNFRSF9	0.084
MFSD8	0.79425
ALX1	-3.15483333333333
NOL1	-1.8725
PODN	3.26775
TIAL1	-0.8365
HIST1H1E	-0.648
NPY6R	0.34125
TM4SF4	0.20375
CORO2A	-0.3445
ETNK2	0.956166666666667
APOE	0.5791
ANGPT4	0.183
HDGF2	-0.74375
G30	1.258
ST8SIA4	0.448875
F2RL1	0.92325
FAM19A4	-3.32525
CCAR1	-0.7555
B3GNT7	-0.273
OPHN1	-0.419
DSCR6	0.067
C21orf13	1.10516666666667
GAS2L1	0.622833333333333
RFX3	0.192
COPS4	0.40875
BCHE	-3.10383333333333
BCL2	2.21975
HBZ	-3.3595
ARL13B	0.564625
MAPBPIP	0.959875
MYO15B	-0.652375
SPZ1	0.459
KIAA1324	3.01733333333333
PLCL2	0.516
C4orf29	-0.5015
WDFY2	-0.51725
ZNF284	-0.1585
NAALADL1	1.126
DUSP5	0.281333333333333
PXDN	0.94925
SLMO1	-1.60575
TNXB	0.9468
BIRC7	-1.7635
A4GALT	1.08983333333333
TIMM22	0.56375
FAM110C	0.26625
TOMM34	-1.02475
ABHD9	0.026
ADAM32	1.652
CRHBP	1.8825
AQP2	0.362625
LOC130355	1.1585
ZNF187	0.487333333333333
ZNF816A	0.666
F7	1.12525
CNOT1	-0.9605
SLC13A4	-1.11775
ZBTB11	-0.2885
B3GALT5	-0.66025
EXOC2	0.430833333333333
IRS1	0.4136
TMEM1	-0.0675
MRPL34	0.274666666666667
SAMM50	-0.21875
CDC42EP3	0.41325
HSF2	-0.6416
MFN2	0.07125
TSPAN7	0.131666666666667
NUCB1	0.632
RHOH	0.83075
ARL16	-0.746
TACR1	-0.24075
SFRS5	-0.944333333333333
SNX25	0.14725
RHBDF1	0.344833333333333
PCDH18	3.444
HMG1L1	-0.00600000000000001
MYO5C	1.3535
MAPK10	1.295
LDHAL6A	0.6385
NUDT12	1.46566666666667
NCAM1	-0.787125
GLIS2	0.4055
GGTL4	-1.004
DAPP1	1.178
ATF7	0.779875
KIAA0748	-0.43575
NFIL3	-0.5265
TM6SF1	1.295
SEZ6	-0.09725
NANOS3	0.518666666666667
DNAJA3	-1.02016666666667
CLDN6	-2.8575
CIITA	2.9625
EPHA4	-0.311833333333333
FANCC	-0.7765
CMTM3	1.045625
PSG3	-1.300375
MRPL15	-0.6715
C21orf59	-0.52275
PLCXD2	-0.64275
C2orf34	0.038125
UBE2L6	1.10975
MED14	-0.4886
HP1BP3	0.2175
C6orf208	0.005
TPBG	1.32575
OSR2	0.8635
XPC	-0.0571666666666667
KLHL7	-0.662833333333333
CCR3	-0.0818333333333334
AGTPBP1	-0.435666666666667
PCSK6	0.942466666666667
STAT5A	-0.7263
FAM18B	0.85275
LONRF2	0.00499999999999999
PTPN2	-0.7655
SF3A3	-0.866
EFCBP2	-1.11375
HCFC1	-0.638833333333333
AHNAK	0.9531
ACTR5	-0.5385
KIF14	-3.977
TENC1	1.661
HEATR5B	1.0035
YIPF2	0.675833333333333
MYEOV2	0.4358
DUSP18	1.3315
KIAA1012	0.2595
AHR	0.882166666666667
C17orf53	-2.362
PTPRH	-3.97075
ATP6V1C1	0.0187
TAS2R3	0.099
LOC440356	-1.64866666666667
COQ10B	0.957
PSMF1	0.145166666666667
SORBS2	2.76266666666667
NFE2L2	0.21475
TMCO7	-0.7115
SH3PXD2A	0.5209
SH2D2A	-1.3085
SPINK5	-4.29725
MRPS24	-1.2165
OPA3	0.078375
TRAF7	-0.167833333333333
C4orf35	0.3605
MT1G	-1.0535
MGC39545	0.4635
HS1BP3	0.0236
OR2B2	0.384
CHRM4	-0.292
SFRP2	4.4725
RIC3	-0.2925
ART1	0.4145
C6orf1	0.49025
DUS4L	-1.06875
C10orf104	0.7635
TNFAIP6	3.092
RTEL1	-1.551
CCT4	-0.5786
ZNF709	0.2575
CHMP6	0.03
UPP2	0.0475
CYP19A1	-0.132375
CD151	0.667666666666667
NDUFA13	0.1415
ARFRP1	-1.05333333333333
FAM26B	2.26725
CRYBA1	-1.386
MRPL41	-0.0145
NPFFR2	1.806875
HRH2	0.1515
SCAMP3	-0.118166666666667
MTMR6	0.9612
MTG1	-1.01066666666667
UBTD1	1.346
CRABP1	-3.4875
FLJ33790	0.0485
KIAA1908	-0.5375
GPR158	-2.24875
PACSIN3	-0.8675
OMD	4.94166666666667
CATSPER1	-0.217833333333333
HOXB8	-0.369625
FBXO46	0.418
OAS1	0.7075
SVIL	0.419
PHB2	-0.97525
ADCY3	-0.261
NDRG2	1.30266666666667
ERMAP	1.4219
APBA2	-1.57633333333333
IGSF9	1.71175
WNT6	-0.559142857142857
MYCBPAP	0.164
ATP2B2	0.2586
CPVL	0.4109
TRAM2	-0.587416666666667
NOP5/NOP58	-1.39975
ZNRF4	0.4295
TLK1	0.244125
MTMR12	0.0209285714285714
ZNF384	-0.737
FAM9B	-4.50425
RPN1	0.5196
PMVK	0.82975
EIF3D	-0.0518
SIX2	0.8015
HPS1	0.4405
RNF7	0.52625
PSKH2	0.181
KCTD13	-0.695333333333333
CSMD3	-0.9542
FBF1	-2.0845
IL8	-5.4815
SERPINB13	0.468727272727273
FBXL20	-0.06225
BLR1	0.2305
SH2B1	-1.08366666666667
RFNG	-0.271
RAB20	1.1845
RBM7	-0.152
POLR1A	-0.9385
TMPRSS4	-2.51125
TAF9	-0.76775
TERF2	-0.141
TNFRSF1A	0.875416666666666
ACADVL	-0.0696666666666667
GTF2H5	0.68575
EDG8	-0.0901666666666667
C9orf140	-2.34375
UST6	-0.227
ZBTB8OS	-0.6645
ZNF710	0.685
GPR174	-1.0275
ATP6V0A2	-0.75975
KIAA0319L	0.150833333333333
XKRX	-0.7865
DOPEY2	1.4427
SDHD	-0.0854166666666667
SUMF1	1.87825
OSM	2.74625
OPN3	-0.62575
DAGLB	-0.302333333333333
PPFIBP1	0.229
TRIM63	-2.357
C10orf53	1.564
LYPD3	1.47866666666667
BCL7A	-0.584
AGER	-1.78733333333333
TCF19	-1.47225
SAT2	0.241
PFTK1	0.3085
GABRE	-2.35075
C15orf38	1.6035
FIS1	0.292
KCNV2	-0.3795
CLPS	0.7235
PPCDC	-0.83625
FOXN2	0.254166666666667
NT5E	-2.3171
CD83	0.58625
IL18	1.5025
VPS16	-0.021
IGFBP2	-0.6365
NOTCH2	1.0885
SIGLEC1	3.1225
CD93	6.8395
SULF2	0.6315
CEP164	-0.666625
P53AIP1	-0.356333333333333
TOR2A	-0.212833333333333
ZNF136	0.58725
MGP	3.4732
CCDC144A	-0.0233333333333334
TRPC1	0.003
SMS	-0.5735
MAPK7	-0.600166666666667
RRAGC	0.9245
PARD6A	-0.00466666666666666
NUB1	0.808833333333333
SYNGR4	0.33725
OR11H12	-0.1865
WIF1	0.200125
GCH1	0.05875
OR11H4	0.165
SLC44A5	2.3855
GPRIN2	1.70583333333333
LOC401431	0.252
CPA4	-2.8608
MELK	-3.65888888888889
IL15RA	0.20825
CUL3	0.6385
HMBOX1	0.52825
PODXL	-0.5865
CCT6B	1.26966666666667
COMTD1	-1.15875
MUC20	0.6275
GPX2	-4.07375
ITK	-0.486
FBXL5	2.29375
C13orf27	-1.3855
DEFA5	0.2375
TRHDE	0.2455
MTP18	-0.159333333333333
UQCRQ	0.5007
ITGB2	2.01091666666667
CSRP2BP	0.304
TAS2R44	0.57
PHPT1	0.557375
FAM44C	-0.10625
ERH	0.65725
MPHOSPH1	-2.092
MORC1	-0.835
PARVB	-0.6115
LAMA1	-2.69891666666667
PGBD3	0.405
GIMAP6	4.65725
AREG	-2.13
LIPT1	0.29275
MGC99813	-1.87825
C1orf201	-0.069
GRIN2A	-1.53455555555556
MAN2C1	-1.245
NSUN5	-1.22525
SF3B5	0.297
MYC	-2.060125
NRXN1	-0.990875
ZNF18	0.46825
SPDYA	-0.979375
SLC37A1	1.1445
DECR2	-1.03525
ANKRD38	0.687
SPTLC3	-0.75325
SUPT16H	-0.607375
DTWD2	1.1235
ULBP1	0.2765
ZADH1	0.581833333333333
OIP5	-3.239
IL10RB	0.454666666666667
OTUB2	0.196625
VWA3A	-0.185833333333333
SPIC	0.226333333333333
OR6C4	-0.0705
PSCD4	1.15166666666667
DPY19L2P2	-1.8325
TRAPPC6A	0.619166666666667
C21orf2	-0.281166666666667
CEMP1	-0.60625
LIN7B	-0.659
E2F7	-3.25266666666667
VCP	-0.148125
LAMA3	0.233166666666667
BGN	2.53575
GPR160	1.9685
COCH	-5.02533333333333
GPR81	1.7135
APOBEC3F	-1.2435
tcag7.1017	-0.87775
C1orf32	0.027
SCGB1D2	6.50275
FLJ43987	0.091
C6orf170	0.66075
KLK9	0.3595
GPD1L	1.128
VPS37B	-0.0175
ATG3	0.0241666666666667
ADAMTS17	-0.272
KLHDC2	0.673833333333333
NDUFV2	0.2345
BLK	-2.7585
MATN4	-1.776
GPM6A	1.72525
GBP4	4.11016666666667
TMEM162	0.4675
PKP2	-0.536
HRASLS	0.214
MMP1	-3.87725
SFXN3	0.0719
FSD1	-2.33083333333333
ST6GALNAC3	-0.384333333333333
CA12	2.6383
NCOA6	-0.0855
C19orf58	-0.4689
PPP4R1	0.531333333333333
MAN1A2	0.585833333333333
IKBKAP	-1.2935
UPF1	-0.284
KIAA1219	0.26925
WNT16	1.26833333333333
SNW1	-0.2305
IL18RAP	3.58325
RPP30	-0.233875
CDC40	0.244214285714286
SETD3	0.0178333333333333
SLAMF6	0.4535
ELK4	-0.691
TRIM47	0.456166666666667
ACOX3	1.62925
TRIM6	0.54625
KIAA0372	-0.0751666666666667
TP53AP1	1.3165
SMURF2	-0.46675
ADAD1	0.093
EBP	-1.2592
KRTAP13-2	-0.383
FLJ36874	-0.599166666666667
TOR1A	-0.1675
P2RY4	1.063
GPBP1	0.1635
TRPV1	-0.409
ADAMTS12	0.777333333333333
PES1	-0.6902
ATG4A	1.01116666666667
MAGEA10	-4.67175
WFS1	1.42425
CC2D1B	-0.5448
PABPN1	-0.84875
SLC25A30	0.7445
SLCO1C1	1.21466666666667
SLC22A5	0.4795
KIF23	-2.94433333333333
SYN2	-0.425666666666667
ASPN	9.36166666666667
CENTG2	0.36525
QSOX2	-1.9491
FLJ10815	-0.296166666666667
STK24	-0.2990625
SPEG	-0.723
STK10	0.159333333333333
DACT2	-0.4395
AAAS	-0.85925
SSX3	-1.838
ABCD3	0.7458
C4orf12	0.570875
PARVG	1.09166666666667
FIG4	2.8475
C9orf46	1.30675
TMCO6	-1.161
IGHMBP2	-0.9615
DUS2L	-0.915166666666667
FAM3C	0.236875
TMEM16D	-1.783625
DCTN4	0.75075
KCNH3	-0.51575
EIF2AK2	0.26925
AP1S3	0.084
CST4	3.654
PAM	0.9575
NUTF2	-0.63275
CITED2	0.0225
SLC39A4	-1.53
C2orf52	-0.7325
GRM3	-0.46825
C12orf49	0.64525
CCDC49	-0.3693
GRAMD1B	-1.83985714285714
FNDC4	1.346
SIAH2	0.934875
GDPD4	0.409
C21orf87	0.361125
ATP5A1	0.183833333333333
C16orf63	-0.624125
LOC388135	0.0355
ATP5J2	-0.62925
MMP3	-0.66525
EMID2	-0.156
CRHR1	0.35575
WDR70	-0.2775
C13orf31	1.5995
ZFAND1	0.2525
CCL18	4.25833333333333
C3orf49	-0.516
RINT1	-0.1505
KIAA0408	-1.41566666666667
F13A1	5.714
SLC10A1	0.0491666666666667
OGN	4.56275
GIPC2	0.567
XPO6	-0.869
LCE1A	0.7715
FMR1	0.0136
LOC374920	-0.653
DUSP3	0.457375
ANKMY1	0.125
C7orf50	-0.669
BBS9	0.2912
UNC119B	-0.13825
C9orf72	0.1915
MGC35440	-0.81725
ENTPD6	-0.373625
PPP1R2P9	0.10225
ERCC4	-0.2005
FAHD2B	-0.212
HMHA1	-0.0315
HACL1	0.0285
RAD23A	-1.06433333333333
FAM83B	-1.24525
PPP5C	-1.033
RNASEH2C	-0.32375
C9orf153	-0.472
SCAMP4	0.578125
GHITM	0.6151
NDUFB7	0.288
ADCYAP1	1.7885
SP110	1.8385
MAP3K7IP2	0.43675
DHH	-0.1535
AGRN	0.728857142857143
WDR33	-0.246833333333333
CEP290	-0.246
PRPS1L1	-1.35583333333333
KLRA1	-0.5175
GPR97	-0.1025
CHD7	-1.36966666666667
TLR10	2.2655
SLC30A8	3.873
HIC1	1.8925
IAPP	-0.0145
RXFP4	0.0055
GP1BB	0.83175
SHQ1	0.3895
NKX2-3	0.161666666666667
API5	0.13425
FTHP1	0.54
MOV10L1	1.66016666666667
TRIM6-TRIM34	2.56666666666667
ADHFE1	0.7905
FAM117A	-0.64975
DDI1	0.532166666666667
CDON	0.274
TRIM73	-1.3215
IGKC	2.751
MMP14	-0.386833333333333
DYNC1LI1	0.06175
C11orf66	0.15925
TRBV3-1	-0.59175
FASTKD5	0.05675
BIVM	-1.2265
LHX4	-0.699333333333333
CXCL2	-1.896
RAB2B	-0.689833333333333
IZUMO1	-1.09375
MAP3K15	-2.22914285714286
FAM19A2	0.402333333333333
ZC3H8	-0.907166666666667
ZMAT1	1.015625
SPINK5L3	-3.52925
SLC10A6	0.399
APPL2	0.428
CARD10	-0.328
LOC402176	-0.358125
EEF1D	0.5282
RAB6A	0.609
C12orf5	-0.072375
PAPOLG	0.73775
MSRB2	0.78775
BCR	0.359833333333333
PUS3	0.0755
TIAM2	0.18175
ZNF317	-0.0531666666666667
CHD2	-0.185714285714286
FZD5	-1.62086363636364
NUDT8	-0.913
ZNF763	0.2345
PRC1	-2.62066666666667
ABCB9	0.486666666666667
SPATA3	0.25125
TRAK2	1.37125
STAB1	3.190125
LRRTM2	-0.3135
psiTPTE22	1.22675
DBI	0.8415
SERPINA11	-0.55125
NAT5	0.03975
C20orf58	-2.61975
RPS6KA4	-0.00683333333333334
FLJ90650	1.4335
TGFBRAP1	0.0115
CHRDL2	-0.596375
FAHD2A	-0.639166666666667
CNTN1	1.155
BBS4	0.3536
TMEM181	1.0305
MINPP1	0.4805
MPHOSPH6	-0.0475833333333333
HOXC10	1.3596
ITPKB	0.32125
CLPTM1L	0.0025
MEOX2	2.71883333333333
ATP6V0C	-0.01875
PRPF8	-0.4525
TMC5	3.9835
FKBP3	-0.26625
PLEKHB2	-0.120875
OR4D6	0.6275
ZNF544	-0.3724
D2HGDH	-0.4055
RPL18A	-0.9121
HEL308	-0.023
MPP6	-3.0155
TCERG1	-1.932
KRT16	-1.83633333333333
KLF17	-1.22725
KLF5	-2.28375
CDR1	4.03675
VCX3A	-4.9485
FBLN2	2.907625
C14orf104	0.08175
HBE1	-5.1128
OR4S2	0.324
C1orf108	-0.324
ROBO4	4.0595
CPEB4	0.5625
C11orf80	0.068
BCKDHA	0.4035
MYOC	2.92075
GIF	0.2385
CKMT1A	-2.538
RPL3	0.6121
THBS1	2.97
APOO	-0.89825
ARMCX1	2.48175
HSZFP36	1.17425
SNAPC5	-0.251
EIF4ENIF1	0.7035
ZNF433	0.338
TNFRSF21	-0.6785
TMPRSS7	0.8065
SPATA18	1.0997
HPDL	-3.5885
MKL2	1.5225
TBX3	-0.689923076923077
C21orf93	0.231166666666667
DAXX	-0.06825
ELMO1	0.735625
RGS13	3.75533333333333
TAF11	-0.50925
UNC13A	-2.27875
LOC653314	-0.4871
ORC3L	-0.66925
IMAA	-3.493
TARBP2	-0.6935
CABIN1	-0.8567
TRIOBP	0.276875
HIST1H2AC	1.17025
RGS22	1.47216666666667
