Hybridization REF	TCGA-A8-A08O-01A-21R-A056-07
ACTR5	-0.2755
KIF14	-3.15157142857143
TENC1	1.2195
HEATR5B	0.8205
YIPF2	0.100333333333333
MYEOV2	1.6325
DUSP18	0.71725
KIAA1012	0.38675
AHR	-0.723166666666667
C17orf53	-1.55616666666667
PTPRH	-3.689
ATP6V1C1	0.2681
TAS2R3	-0.239
LOC440356	0.6645
COQ10B	-0.166
PSMF1	-0.162916666666667
SORBS2	1.20383333333333
NFE2L2	-0.81325
TMCO7	-0.70725
SH3PXD2A	0.621
SH2D2A	-2.2955
SPINK5	-2.88475
MRPS24	-0.6385
OPA3	0.484625
TRAF7	0.164166666666667
C4orf35	0.310666666666667
MT1G	-0.307375
MGC39545	0.49
HS1BP3	0.2058
OR2B2	0.0135
CHRM4	0.185
SFRP2	3.76983333333333
RIC3	2.7685
ART1	0.3835
C6orf1	0.71375
DUS4L	-0.485
C10orf104	1.0035
TNFAIP6	2.7435
RTEL1	-0.55925
CCT4	-0.1632
ZNF709	0.103
CHMP6	0.0701666666666667
UPP2	0.28475
CYP19A1	-2.293125
CD151	0.804666666666667
NDUFA13	-0.572333333333333
ARFRP1	-0.565666666666667
FAM26B	1.7095
CRYBA1	-1.634
MRPL41	0.157333333333333
NPFFR2	-0.1675
HRH2	0.039
SCAMP3	0.3875
MTMR6	0.7214
MTG1	-0.0643333333333333
UBTD1	1.27325
CRABP1	-2.7645
FLJ33790	1.2362
KIAA1908	0.0506666666666667
GPR158	0.09525
PACSIN3	0.0055
OMD	3.46166666666667
CATSPER1	-0.342333333333333
HOXB8	-0.70675
FBXO46	1.866
OAS1	0.724166666666667
SVIL	1.02075
PHB2	-0.59725
ADCY3	-0.463
NDRG2	0.948166666666667
ERMAP	1.0796
APBA2	-1.69
IGSF9	1.9885
WNT6	0.208928571428571
MYCBPAP	1.38725
ATP2B2	0.0217
CPVL	-1.9562
TRAM2	-0.813666666666667
NOP5/NOP58	-1.1305
ZNRF4	-0.00949999999999999
TLK1	0.02
MTMR12	-0.113857142857143
ZNF384	-0.3975
FAM9B	-3.45675
RPN1	0.1975
PMVK	0.933
EIF3D	-0.0954
SIX2	0.938
HPS1	0.112142857142857
RNF7	0.508
PSKH2	-0.0995
KCTD13	-0.137333333333333
CSMD3	-0.431
FBF1	-0.3345
IL8	-5.778
SERPINB13	-0.239166666666667
FBXL20	0.3105
BLR1	0.30525
SH2B1	0.121333333333333
RFNG	-0.008375
RAB20	0.722833333333333
RBM7	-0.42675
POLR1A	-0.363666666666667
TMPRSS4	-0.4045
TAF9	-0.62575
TERF2	0.0191666666666667
TNFRSF1A	0.676583333333333
ACADVL	-0.355166666666667
GTF2H5	-0.411
EDG8	-0.190166666666667
C9orf140	-1.1955
UST6	-0.38225
ZBTB8OS	-0.95875
ZNF710	-0.434
GPR174	-2.073
ATP6V0A2	-0.5465
KIAA0319L	0.247166666666667
XKRX	-0.6115
DOPEY2	0.3575
SDHD	-0.922583333333333
SUMF1	1.7775
OSM	1.846
OPN3	-1.2225
DAGLB	0.0255
PPFIBP1	0.1422
TRIM63	-3.479
C10orf53	-0.224
LYPD3	2.46033333333333
BCL7A	0.0345
AGER	-1.0265
TCF19	-1.159
SAT2	-0.59275
PFTK1	0.461166666666667
GABRE	-2.4605
C15orf38	0.5726
FIS1	0.443
KCNV2	0.3845
CLPS	0.21475
PPCDC	-0.708625
FOXN2	-0.817666666666667
NT5E	-3.1211
CD83	-0.15825
IL18	-0.903125
VPS16	0.1405
IGFBP2	-0.186166666666667
NOTCH2	1.0505
SIGLEC1	2.736
CD93	4.915
SULF2	1.754
CEP164	-0.434
P53AIP1	0.903166666666667
TOR2A	-0.3005
ZNF136	-0.4105
MGP	3.2523
CCDC144A	-1.13
TRPC1	-0.329666666666667
SMS	-0.162666666666667
MAPK7	-0.4495
RRAGC	0.68875
PARD6A	-0.174666666666667
NUB1	1.12766666666667
SYNGR4	0.5525
OR11H12	0.0885
WIF1	1.887375
GCH1	-0.205
OR11H4	0.092
SLC44A5	-0.9845
GPRIN2	0.707166666666667
LOC401431	0.21175
CPA4	-2.4774
MELK	-2.24733333333333
IL15RA	-0.0535
CUL3	0.271625
HMBOX1	0.51475
PODXL	-1.55375
CCT6B	0.727
COMTD1	-0.4255
MUC20	0.1805
GPX2	-3.0455
ITK	-2.03825
FBXL5	2.047
C13orf27	-1.853
DEFA5	0.1755
TRHDE	-0.1265
MTP18	-0.734166666666667
UQCRQ	0.1042
ITGB2	0.6645
CSRP2BP	0.12125
TAS2R44	0.0715
PHPT1	-0.312
FAM44C	0.8445
ERH	-0.66425
MPHOSPH1	-2.1325
MORC1	-0.1685
PARVB	-1.1385
LAMA1	-1.4075
PGBD3	0.21275
GIMAP6	3.4905
AREG	0.637166666666667
LIPT1	-0.0585
MGC99813	-1.803
C1orf201	0.3425
GRIN2A	-1.1539
MAN2C1	-0.696625
NSUN5	-0.30575
SF3B5	0.016
MYC	-0.8001875
NRXN1	-0.629
ZNF18	-1.26
SPDYA	-0.918
SLC37A1	0.699
DECR2	-0.1885
ANKRD38	1.60425
SPTLC3	-1.57133333333333
SUPT16H	-0.8885
DTWD2	0.52125
ULBP1	-0.6145
ZADH1	0.260333333333333
OIP5	-2.92275
IL10RB	-0.4715
OTUB2	0.046875
VWA3A	-0.2415
SPIC	0.468
OR6C4	0.356
PSCD4	0.512166666666667
DPY19L2P2	1.804
TRAPPC6A	1.47066666666667
C21orf2	-0.166333333333333
CEMP1	0.248
LIN7B	0.508
E2F7	-2.2345
VCP	0.258
LAMA3	1.84391666666667
BGN	2.24175
GPR160	1.52383333333333
COCH	-2.192
GPR81	1.7935
APOBEC3F	-2.1775
tcag7.1017	-0.2115
C1orf32	0.221
SCGB1D2	3.904
FLJ43987	-1.206
C6orf170	-0.304
KLK9	0.3685
GPD1L	1.151
VPS37B	-0.1235
ATG3	-0.389166666666667
ADAMTS17	-0.0815
KLHDC2	0.532333333333333
NDUFV2	0.19325
BLK	-2.3475
MATN4	-1.4885
GPM6A	-0.580833333333333
GBP4	1.97883333333333
TMEM162	0.299166666666667
PKP2	0.3365
HRASLS	0.459222222222222
MMP1	-1.90925
SFXN3	-0.0213
FSD1	-1.63566666666667
ST6GALNAC3	-2.07383333333333
CA12	3.3083
NCOA6	0.55575
C19orf58	-0.109
PPP4R1	0.861666666666667
MAN1A2	0.723666666666667
IKBKAP	-0.68025
UPF1	-0.0843333333333333
KIAA1219	1.26125
WNT16	0.1886
SNW1	-0.481125
IL18RAP	2.17625
RPP30	-0.794625
CDC40	-0.465571428571429
SETD3	-0.0355
SLAMF6	-0.28675
ELK4	-0.8
TRIM47	-0.5575
ACOX3	2.53875
TRIM6	0.863625
KIAA0372	-0.159833333333333
TP53AP1	0.8615
SMURF2	-0.23525
ADAD1	0.34875
EBP	-0.8248
KRTAP13-2	-0.23
FLJ36874	-0.9945
TOR1A	-0.068
P2RY4	0.469
GPBP1	0.63
TRPV1	0.357625
ADAMTS12	0.764333333333333
PES1	-0.8188
ATG4A	0.860333333333333
MAGEA10	-4.53
WFS1	2.2905
CC2D1B	-0.156833333333333
PABPN1	-0.6895
SLC25A30	0.744
SLCO1C1	0.3015
SLC22A5	1.497
KIF23	-1.80983333333333
SYN2	-0.320166666666667
ASPN	8.29
CENTG2	-0.000500000000000001
QSOX2	-1.6735
FLJ10815	-0.0621666666666667
STK24	-0.1944375
SPEG	0.1609
STK10	0.1665
DACT2	0.5
AAAS	-0.41
SSX3	-1.918125
ABCD3	0.8936
C4orf12	0.282625
PARVG	-0.0213333333333333
FIG4	0.57675
C9orf46	2.0225
TMCO6	-0.383
IGHMBP2	-0.21825
DUS2L	-0.8085
FAM3C	0.3571875
TMEM16D	-2.383
DCTN4	0.862
KCNH3	-0.39275
EIF2AK2	-0.358
AP1S3	-0.37525
CST4	0.7275
PAM	0.62575
NUTF2	-0.53225
CITED2	-0.7755
SLC39A4	0.05625
C2orf52	-1.287
GRM3	0.27525
C12orf49	0.546625
CCDC49	0.2854
GRAMD1B	-1.940625
FNDC4	0.797
SIAH2	-0.15
GDPD4	0.251
C21orf87	0.13075
ATP5A1	0.105333333333333
C16orf63	-0.6615
LOC388135	-0.175833333333333
ATP5J2	-0.2565
MMP3	0.10625
EMID2	-0.4305
CRHR1	0.41325
WDR70	-0.21425
C13orf31	0.76475
ZFAND1	-0.08125
CCL18	2.7315
C3orf49	-0.259
RINT1	-0.808
KIAA0408	-2.015
F13A1	4.6972
SLC10A1	0.1905
OGN	1.77325
GIPC2	-1.1995
XPO6	-0.409333333333333
LCE1A	0.7955
FMR1	0.1314
LOC374920	1.0445
DUSP3	0.207125
ANKMY1	0.20225
C7orf50	0.28825
BBS9	-0.3125
UNC119B	0.093125
C9orf72	-0.285625
MGC35440	0.579
ENTPD6	-0.82525
PPP1R2P9	0.46675
ERCC4	-0.2145
FAHD2B	-0.6095
HMHA1	-0.248
HACL1	-0.675
RAD23A	-0.159166666666667
FAM83B	-1.33325
PPP5C	0.0728333333333333
RNASEH2C	-0.61825
C9orf153	-0.79625
SCAMP4	0.37375
GHITM	0.7581
NDUFB7	-0.496375
ADCYAP1	0.278166666666667
SP110	0.645833333333333
MAP3K7IP2	0.34725
DHH	-0.265
AGRN	0.634214285714286
WDR33	-0.196333333333333
CEP290	-0.658166666666667
PRPS1L1	-1.59616666666667
KLRA1	-0.2555
GPR97	-0.4195
CHD7	-0.68575
TLR10	0.596
SLC30A8	-1.5975
HIC1	1.88333333333333
IAPP	-0.2275
RXFP4	0.20025
GP1BB	0.59225
SHQ1	0.2875
NKX2-3	0.301
API5	0.00274999999999999
FTHP1	0.5145
MOV10L1	0.720166666666667
TRIM6-TRIM34	2.42
ADHFE1	1.1415
FAM117A	0.244
DDI1	0.352
CDON	1.4525
TRIM73	-0.735
IGKC	3.684
MMP14	0.913333333333333
DYNC1LI1	-0.182625
C11orf66	0.173
TRBV3-1	-1.26325
FASTKD5	-0.78725
BIVM	-2.3605
LHX4	-0.3705
CXCL2	-1.4234
RAB2B	-0.655333333333333
IZUMO1	-1.0305
MAP3K15	-1.99975
FAM19A2	0.333666666666667
ZC3H8	-0.206333333333333
ZMAT1	2.49225
SPINK5L3	-2.6795
SLC10A6	0.744
APPL2	0.536
CARD10	-0.161166666666667
LOC402176	-0.478625
EEF1D	0.162
RAB6A	0.5179
C12orf5	-0.79975
PAPOLG	-0.09025
MSRB2	0.7225
BCR	0.489944444444445
PUS3	-0.81575
TIAM2	0.3825
ZNF317	-0.109833333333333
CHD2	-0.203571428571429
FZD5	-2.518
NUDT8	-2.02175
ZNF763	-0.1545
PRC1	-1.57533333333333
ABCB9	-0.166833333333333
SPATA3	0.1935
TRAK2	0.174875
STAB1	2.678
LRRTM2	0.168333333333333
psiTPTE22	0.75825
DBI	-0.5315
SERPINA11	1.19175
NAT5	-0.01325
C20orf58	-1.90425
RPS6KA4	0.0433333333333333
FLJ90650	-0.0145
TGFBRAP1	0.1035
CHRDL2	-0.117625
FAHD2A	-0.891833333333333
CNTN1	0.26875
BBS4	0.4455
TMEM181	0.302
MINPP1	-0.4095
MPHOSPH6	-0.943333333333333
HOXC10	1.7616
ITPKB	-0.0525
CLPTM1L	0.243125
MEOX2	-0.0258333333333333
ATP6V0C	0.679
PRPF8	-0.534666666666667
TMC5	2.5825
FKBP3	0.41275
PLEKHB2	-0.25425
OR4D6	-0.1465
ZNF544	0.0684
D2HGDH	-0.101625
RPL18A	-1.1195
HEL308	-0.02
MPP6	-2.94025
TCERG1	-1.46425
KRT16	0.409666666666667
KLF17	-1.6465
KLF5	-0.337875
CDR1	2.79775
VCX3A	-4.2565
FBLN2	2.142375
C14orf104	0.21
HBE1	-4.7081
OR4S2	0.6025
C1orf108	-1.086
ROBO4	3.36283333333333
CPEB4	0.8605
C11orf80	0.778833333333333
BCKDHA	1.337
MYOC	0.35575
GIF	-0.017
CKMT1A	1.1915
RPL3	0.051
THBS1	3.4285
APOO	-0.82525
ARMCX1	2.4005
HSZFP36	0.183
SNAPC5	-0.42675
EIF4ENIF1	0.67475
ZNF433	-0.0385
TNFRSF21	-1.319875
TMPRSS7	0.324
SPATA18	1.3121
HPDL	-2.9265
MKL2	1.7894
TBX3	1.79369230769231
C21orf93	0.310166666666667
DAXX	0.8
ELMO1	-0.620625
RGS13	1.02666666666667
TAF11	-0.4765
UNC13A	-2.413
LOC653314	-0.409
ORC3L	-1.00475
IMAA	-1.867
TARBP2	-0.06025
CABIN1	-0.2778
TRIOBP	0.1725625
HIST1H2AC	0.91325
RGS22	-0.155666666666667
NCOA1	0.781
IL25	0.703
SNCG	0.3945
GPR6	0.272
AMDHD1	0.184666666666667
CHEK2	-1.2035
C6orf142	-0.5905
DRD4	0.40525
C14orf68	-1.08875
GDF11	-1.27
SEMG2	-0.237
CD247	-1.8205
CDAN1	-0.2845
RBMX2	0.5725
TGS1	-0.7155
OIT3	0.21125
SYF2	0.341
MCM4	-2.77725
PKHD1L1	0.407625
CEP192	-0.462
IFT88	1.2085
RPL9	0.0715714285714285
RAB32	-0.003625
DDX43	-2.5435
P2RX2	0.231166666666667
OR5D18	0.856
UBE1	0.08275
SLC24A1	0.566625
ARHGAP5	0.261
CETP	-0.757
KIAA1731	-1.44616666666667
SLC9A4	0.5325
PTPN6	1.03575
BAHD1	0.4745
GRIK3	1.069
CACNB2	-0.5775
PDE10A	-0.33975
DGCR14	-0.527
PCDHB9	-0.540166666666667
RHOQ	0.011
MAP3K4	0.21725
KTI12	-0.0455
RPL23AP13	-1.1795
GNG11	-0.7675
CLCN3	1.61033333333333
GPAM	-0.796125
VSTM2A	1.223
SLAMF7	1.38766666666667
INTS2	-0.741
PPP2CA	0.8592
LRP12	-0.503266666666667
SEC14L2	2.69488888888889
DKFZP586H2123	4.04075
MC3R	0.0755
CIRH1A	-1.5085
HIST1H2AB	0.992833333333333
POLH	-0.641
MGC16703	-2.07733333333333
SNAPC2	0.1595
FILIP1L	1.39075
RASGRP4	0.499
LRRC1	1.589
GAS1	1.63825
PRAC	-0.577
DGKA	-0.3345
NT5C3	-0.79375
PEG3	-3.67991666666667
NADK	-0.553
PRR17	-0.0355
LOC374569	-0.86925
SGSH	-0.332166666666667
NLRP8	1.3105
GALT	-0.8652
MCF2	-0.847
ZNF263	0.88675
TACSTD1	1.29166666666667
TYR	-6.2694
ATP6AP2	0.49675
RNUXA	-0.06575
ABHD10	-0.206
GDPD2	-1.456
SLC35C1	0.32325
UBE2A	0.153125
HERC5	-0.835833333333333
FAM112B	-4.66533333333333
FBXL16	0.47
DKFZP434A0131	-0.70425
ELA3A	-2.5045
RBM41	-0.519625
HAO2	0.2295
RNH1	0.6685
SHANK2	2.18466666666667
OSBP2	-2.185375
DAK	0.566333333333333
C3orf58	-0.177583333333333
TCL1B	-0.3645
KBTBD2	0.0795
SUGT1L1	0.08625
UBE2E2	1.0725
MYL9	2.992375
CDC23	-0.0853333333333333
PBXIP1	1.1099
CXorf40B	1.934
NBL1	1.82825
RTBDN	0.175
RAB11FIP5	0.186125
TTTY13	-0.508
SCOTIN	0.32775
SOHLH1	-0.4694
CDKN1A	-0.534785714285714
NCK1	-0.1225
ZNF550	0.53525
SAPS3	0.7615
SPIN3	1.1165
MAGEE2	0.35625
MIS12	-1.13533333333333
OR8H2	0.1585
KIAA0774	1.31266666666667
UNC5D	-2.9705
CUL7	0.0476666666666667
LIPC	-3.80383333333333
DIO1	-1.76275
C20orf11	0.3708
CTRL	-1.1135
HS3ST2	1.4555
PAK4	1.08166666666667
CCRL1	3.237
RNF10	0.604375
ZNF567	0.724
ZNF660	-0.9645
TCEAL3	1.4205
MAGOH	0.223
CENPB	-0.162333333333333
C19orf7	1.188
LOC388965	0.9825
ZCCHC13	0.744
JMJD1A	-0.7586
HIST1H4H	-0.139
TBRG1	-0.8485
GPC3	-4.194875
TAF1C	-0.7635
EBNA1BP2	-0.313
CIAPIN1	-0.53775
PDGFRA	0.343833333333333
CSTB	-0.810375
CENPI	-1.986
GTF2E2	-0.0251666666666667
RPP21	-0.3855
CCNF	-1.2025
KCNQ3	0.795
FAM79A	1.3385
SLC22A12	0.1685
NOVA1	-0.306833333333333
FZD3	1.2363
AKAP8	-0.78475
SOCS5	0.245
CFDP1	-0.5245
DLG5	1.18475
PGM5	0.271666666666667
C1orf144	0.199
HDAC10	-1.2395
RND2	-0.17275
C20orf199	-1.071
RNMT	-0.48825
SLURP1	0.12
ASTN1	0.48175
SH3BGR	1.63375
MYCL1	-0.75025
ZHX1	-0.3465
CENPK	-2.59075
FOSB	0.6692
LOC643406	0.423125
C2orf59	-1.048875
TMEM135	-0.43725
SLC27A2	-1.0255
KRT33A	3.17
OVOL1	2.159125
PAMCI	-2.2815
S100A7	-1.568
ZNF789	-0.4575
HARS2	0.673
RPL23A	-0.541666666666667
TCF23	1.16
UPF3B	-0.9715
C17orf78	0.117
HLA-DOB	-0.027
C14orf142	0.568833333333333
TEKT5	-0.0301666666666666
DMWD	0.4175
POLD1	-1.14133333333333
GSCL	-0.3155
CALD1	1.1964
SCRT1	0.446333333333333
AIG1	0.69675
UNC84B	-0.0235
ZNF404	0.36
TMED6	-3.519
KIAA1462	0.6655
LRRC27	2.48533333333333
PYGO1	0.3695
PIGU	-0.576
ALAS2	-3.82533333333333
WRNIP1	0.115875
CNNM3	0.4315
ZNF2	0.49125
ST3GAL5	-0.1625
MRPL23	-0.47525
TSSK6	-0.61575
PSMA6	-0.026
C16orf70	-0.13625
KIAA1602	0.373
ALMS1	0.4875
DCN	3.0155
TMEM132D	-0.659
SUCLG2	-0.3195
ABHD14A	-0.189
DEXI	0.0256666666666667
AMPD2	-0.653666666666667
IFNAR2	-0.705
CYB5A	1.5143
TLOC1	0.28465
NXF5	-0.546166666666667
NRBF2	0.09175
KCTD3	1.03025
ITGAE	-1.01416666666667
SLC30A3	-2.3895
ZRF1	-0.56
IFRD2	-0.331625
XAB1	-0.2375
PYCR2	-0.686666666666667
SERPINB3	-4.926
TMLHE	0.1225
GEFT	-0.858125
ABCA5	-0.671625
EMR4	0.1955
TSFM	0.06
HIST3H2BB	0.1055
ARHGEF19	0.70325
TSPAN17	0.214333333333333
ABCC8	2.5705
MAP1S	-0.194333333333333
C22orf36	-0.1365
BNC2	0.368
HIST1H4A	-1.00925
NDUFS3	-0.074
WDR3	-0.4
XKR4	-0.441
TTC33	-0.3075
STMN2	4.02475
CPN2	-0.836833333333333
HSPC105	1.217625
PCOLCE2	-2.59425
C3orf55	2.3155
KLHDC9	2.26866666666667
TBC1D23	0.105375
ATXN2L	-0.838916666666667
MAP2K3	-0.782416666666667
SCAP	0.20125
ZNF486	-0.206666666666667
C20orf96	-0.3955
NARS	-0.04275
ADAMTSL1	-0.836428571428572
PRCC	0.267166666666667
CCDC126	1.42933333333333
ZNF675	-0.68825
CALCOCO1	0.767
ANKRD43	1.13075
CWF19L2	0.098
ZBTB32	0.841
BRAF	0.495
ODF4	0.15275
MGC14376	1.19633333333333
HORMAD1	-2.24333333333333
AAK1	-0.0790833333333333
PEBP1	0.862166666666667
TNFSF5IP1	0.226666666666667
DKFZp564N2472	0.43775
RMND1	-0.363
IGKV1-5	4.07825
COL1A2	3.44758333333333
SERPINA5	0.124875
AANAT	0.2505
C19orf21	0.285833333333333
GEMIN5	-0.2395
UBR4	-0.0156666666666667
LTBP3	0.762333333333333
AMHR2	-2.65516666666667
PROCR	-0.34075
MYBBP1A	-0.8895
C20orf39	1.99233333333333
ZNF697	0.276875
PASK	0.0138
ZNF776	1.13616666666667
RFXDC2	-0.337
KIAA0467	0.42275
C10orf96	-1.442
ZNF503	-1.4435
GULP1	-0.304916666666667
KCNE4	-1.22316666666667
DKFZp434K191	-0.893375
LOC196913	-0.3735
BHLHB4	0.4655
CH25H	0.36825
LOC81691	-1.25883333333333
ALPL	0.151571428571429
COL12A1	2.972875
FOLR3	-2.33083333333333
GPR123	-0.188
TRIM62	0.670714285714286
ABLIM1	0.0766666666666667
MAST3	-0.97975
RHBDD1	0.365166666666667
LOC338809	0.424
RYBP	0.77025
TTC26	0.052875
ZNF22	0.447333333333333
ISCA2	-0.7435
RDM1	-1.03625
PIGM	0.56025
GNB3	-1.246
ACTR2	-0.1996
HMGB1	0.53515
EDG1	2.03916666666667
SOAT2	-2.86375
OR10AD1	-0.386
RAP1GDS1	0.913083333333333
LCE1F	0.2415
ESM1	-1.276375
RCN3	2.4325
CREBL1	-0.5
DBNL	0.324166666666667
PTGER3	3.28125
USP30	0.524
BCL2L12	0.0871666666666667
KIF26B	2.50425
ZNF416	0.27975
ZNF225	0.6975
C17orf70	0.19025
ZNF554	0.12625
RAE1	-0.620333333333333
TNIK	-1.021
ACTN3	0.809
MGC45922	0.6645
CCNA1	0.124833333333333
RYK	0.5815
IL26	0.191
LRP3	0.689333333333333
QARS	0.01925
SOX7	0.911785714285714
BID	-0.684625
OR2S2	0.123
CXCL14	3.19375
C11orf47	-0.202
MGC29891	-0.317333333333333
HSPB8	2.249
PRDM14	-1.8065
NUFIP2	0.66
MNAT1	0.108375
ZDHHC2	0.933583333333333
MBNL2	-0.053625
ADD3	0.066875
CSNK2A1P	-1.1945
KLK6	0.3865
TMEM111	0.4655
KIAA1279	1.3235
NUBP2	0.379333333333333
RAB42	-1.40925
ID3	-0.8238
TM9SF1	-0.21225
MDP-1	-0.63475
POU4F2	0.34025
IQCK	0.947
C16orf14	-0.49425
CAPN3	-1.81525
FAM43B	-0.287375
RECQL	-0.7975
AP1G1	-0.0283571428571429
CTNNBL1	-0.558666666666667
ECHDC1	-0.646333333333333
SMARCC1	-0.0468
FOXQ1	-0.87225
GNAI3	0.362666666666667
POLG2	-0.98225
CD4	0.643
ITLN1	-0.806
EBI2	1.65925
IRF1	0.03275
PTPRE	1.6682
PTK2B	-0.47625
NXNL2	1.7065
SOX4	1.63016666666667
TSPAN3	-0.226833333333333
SH2D1A	-3.88083333333333
C8orf58	-0.370166666666667
USP20	-0.71475
DUSP22	-0.735
CALB1	-2.54966666666667
L3MBTL2	0.375583333333333
MCRS1	-0.13825
TMEM118	-1.00633333333333
C18orf8	0.676833333333333
FLJ10241	0.83125
GJA12	1.161
PKD1	0.0396666666666667
ZFP3	0.316
JAM3	-0.44825
LAPTM4A	1.4064
DIRC2	-0.172
KIAA2022	-0.764166666666667
MYOM1	0.161166666666667
TRPM8	-2.33266666666667
MOP-1	0.98025
PHKG2	0.35675
ZNF650	-0.109375
KIAA1522	1.96275
PSG8	-0.866
DDX19B	-0.5415
MOBKL1B	-0.114
DIAPH2	-0.753083333333333
PTPN12	0.67975
CLN8	0.3068
CRYZL1	-0.689666666666667
CRY2	0.648833333333333
FCGR2B	2.40433333333333
PNPLA4	1.856125
ZNF454	-0.0775
DKFZp434B1231	0.06125
CLDN11	0.519
RFWD2	0.0108333333333333
CIB2	-0.241
MXRA8	3.345625
HRK	-0.907625
MAML2	-0.39725
C4orf31	-0.65375
C6orf192	-1.17675
COG6	0.941625
FAM5B	0.139
NFATC1	0.1926
SEPT10	0.27075
SCYL1	0.0685
RPP40	-0.89825
SCOC	1.2053
KIAA1450	0.35525
CTDSPL2	-0.362
TBX5	1.97983333333333
NAPG	-0.219
RHD	-4.01825
C14orf45	2.53233333333333
ZBTB22	1.1005
PLCG1	-0.808
ANKRD10	-0.721875
AQP7P2	1.99125
TAGLN2	-0.167833333333333
HTR2C	-1.48083333333333
SLC16A7	-0.814666666666667
C17orf83	-0.1865
TSGA14	0.0946666666666667
MDH1	-0.55175
PPP3R2	0.147
DCBLD2	-1.56985714285714
RBM33	0.10275
DPH3	-2.101
SYT10	-0.779
FMO4	1.500375
THYN1	-0.83725
DRD5	-1.7485
OTOR	0.36125
PGRMC2	0.6206
KATNAL1	0.189125
PAQR6	-2.9625
UBE2I	-0.1435
C14orf28	0.72975
C8orf70	1.27475
FLYWCH1	-0.3315
ANGPTL3	-1.40325
GLRX2	-0.130166666666667
ATP11A	-1.304
ARL5B	-0.060375
MUC16	-2.78075
SLC25A5	-0.857
ACRC	-0.03975
MYO1C	-0.139875
FAM89B	1.15883333333333
FAS	-0.018625
KIFAP3	1.40125
GLRA2	-0.5315
BTN3A2	-0.2333
CNKSR3	-0.394375
CSTF3	-0.364333333333333
ARPM1	0.3015
KIAA1530	-0.0915
C9orf150	2.767
PRKCI	-0.031
tcag7.1015	-0.93575
SOD3	-0.71175
ZNF574	0.8665
CYP21A2	1.38625
RPL12	-0.438
COMMD2	-1.13675
WIZ	0.63625
LOC344405	-1.13475
ALDH4A1	0.331764705882353
CRYAB	2.66825
COPA	0.497933333333333
PCDHGA7	0.617166666666667
KIF11	-1.19808333333333
RASD2	-0.044125
SLC26A3	0.353
ZNF175	0.2725
JAKMIP2	-2.887125
C8orf4	1.78433333333333
PTHLH	0.8435
SLC40A1	2.29725
OR7D4	0.0198333333333333
PCDHB17	-0.692
CD36	3.25028571428571
C6orf203	0.1104
PRKG2	0.2215
LOC400566	0.895
ANAPC13	-0.0985
SLCO3A1	-0.81825
ZNF692	-1.305
FANCL	-0.8465
SH3GLB1	0.614
C12orf61	-0.33
KBTBD6	-0.126
SUPT5H	0.681125
XRCC6	-0.2691
HUS1B	-0.5037
FAM133B	-0.434642857142857
LOC728276	-0.3085
KCTD18	0.4945
SOS2	1.0265
CCDC99	-1.8375
C1QTNF5	3.746
NNAT	1.343
USP16	0.25775
LARS	-0.609375
ZBTB2	0.1995
ABO	-0.0755
TRAF3	-0.779
GALNT5	-1.3835
NAP5	-0.312375
ALG14	0.891833333333333
KIAA0515	0.385269230769231
WDR75	-1.21283333333333
TEX261	0.225166666666667
LY86	0.22325
LOC389072	-1.181
FLJ13611	0.18725
MRGPRX2	0.2495
SNRPA	-1.114375
OR2G2	0.3905
GPRASP2	1.65
C7orf42	0.5659
C9orf163	-0.7245
CYP11B2	0.1015
FCRL3	1.10283333333333
PRDX1	1.1915
FGB	-6.98116666666667
COX17	0.614166666666667
C16orf33	0.11075
PIWIL1	-0.131
FOLR1	-2.51366666666667
KIAA0082	0.095
FREQ	-0.738833333333333
TMCC2	-0.8685
TCF12	-0.106666666666667
ZNF721	0.94075
FAM130A2	0.77475
POU4F1	-2.05625
SNRPF	-0.9825
SGIP1	2.30083333333333
ZNF641	1.396
EMG1	-0.18275
PRRG4	0.8795
HIRA	-2.40675
MYNN	0.3265
AEBP2	-0.33075
TBXA2R	-0.0146666666666667
ISL2	-1.54166666666667
PCDHB11	-0.294
RNF144A	-0.08225
MARCH5	0.596125
DULLARD	-0.438833333333333
DCLRE1B	-0.4935
ITGA8	0.2515
TP73	-0.31525
PRKCD	1.81375
NDUFB4	0.22225
ATP13A4	0.088375
ANTXR2	-0.538
COL4A3	-0.849
MYO10	-1.335
SLC6A18	0.47925
PEX1	0.68
TMEM74	-1.16333333333333
RBM19	0.2445
TAPBP	0.60305
RUNX1	1.429125
MID1	-1.83283333333333
GPR64	-0.255333333333333
RASEF	3.518
GABRG1	0.241285714285714
MYO16	-0.71125
DBF4	-1.6825
TSHZ2	3.11525
RIPK2	-0.408875
PPTC7	-0.376166666666667
KIF4B	-1.091
LRRC31	-0.20575
ZNF540	2.285
EFNB3	0.229
LOH12CR1	-0.009
STON2	-0.284833333333333
GLP1R	0.5705
CSTF2T	0.040875
IREB2	-0.97875
GRSF1	0.218
PDCD7	-1.21266666666667
LRRC43	0.037
CNR1	-0.0961666666666667
IL1F7	-0.4925
C12orf64	-0.4565
FAM69B	-1.193
NR2E1	-2.35433333333333
MS4A6A	1.9013
FTL	-0.4419
C7orf36	-0.45475
PCLO	2.0642
DYRK2	0.807416666666667
ARIH2	0.093375
SAMD7	-0.096
SCNN1D	-1.22025
SLC32A1	-1.38314285714286
C22orf25	-0.315
MRPS18A	0.2354
GPR112	-0.532
