Hybridization REF	TCGA-AO-A0JJ-01A-11R-A056-07
EPHA4	1.56966666666667
FANCC	-0.37775
CMTM3	0.597875
PSG3	-0.529875
MRPL15	-0.76425
C21orf59	-0.418
PLCXD2	-0.23925
C2orf34	-0.403875
UBE2L6	1.685125
MED14	-1.19833333333333
HP1BP3	0.1125
C6orf208	0.992
TPBG	0.611
OSR2	-0.122875
XPC	0.3245
KLHL7	-1.21416666666667
CCR3	0.005
AGTPBP1	-1.29066666666667
PCSK6	0.458666666666667
STAT5A	-0.6898
FAM18B	0.73925
LONRF2	-0.335333333333333
PTPN2	-0.69475
SF3A3	-0.713
EFCBP2	-0.68175
HCFC1	-0.937833333333333
AHNAK	0.62955
ACTR5	-0.2325
KIF14	-2.56971428571429
TENC1	1.73525
HEATR5B	0.8765
YIPF2	0.937
MYEOV2	0.564833333333333
DUSP18	0.97375
KIAA1012	-0.04025
AHR	-0.0793333333333333
C17orf53	-1.20083333333333
PTPRH	-3.238
ATP6V1C1	-0.3589
TAS2R3	-0.975
LOC440356	-0.2355
COQ10B	0.47225
PSMF1	0.517833333333333
SORBS2	3.7885
NFE2L2	-0.2985
TMCO7	-0.748
SH3PXD2A	0.0999
SH2D2A	-0.48325
SPINK5	-1.7165
MRPS24	-0.83
OPA3	0.49575
TRAF7	-0.459833333333333
C4orf35	0.429166666666667
MT1G	-0.269625
MGC39545	0.91325
HS1BP3	0.2749
OR2B2	0.3105
CHRM4	0.273
SFRP2	4.0205
RIC3	-0.0225
ART1	-0.2145
C6orf1	0.7145
DUS4L	-1.3275
C10orf104	0.62675
TNFAIP6	2.54625
RTEL1	-1.138
CCT4	-0.8853
ZNF709	-0.168
CHMP6	0.4575
UPP2	0.393
CYP19A1	-2.296625
CD151	-0.0126666666666667
NDUFA13	0.0485
ARFRP1	-0.843833333333333
FAM26B	2.14975
CRYBA1	-2.409
MRPL41	0.0478333333333333
NPFFR2	1.602875
HRH2	0.1425
SCAMP3	0.423833333333333
MTMR6	0.0105
MTG1	-1.00283333333333
UBTD1	1.4485
CRABP1	-2.101
FLJ33790	0.4481
KIAA1908	-0.593833333333333
GPR158	-2.20725
PACSIN3	0.613166666666667
OMD	4.02916666666667
CATSPER1	0.1175
HOXB8	-0.42625
FBXO46	0.828
OAS1	1.85233333333333
SVIL	1.05125
PHB2	-0.6555
ADCY3	0.0925
NDRG2	2.26166666666667
ERMAP	0.6082
APBA2	-1.818
IGSF9	2.06475
WNT6	0.436214285714286
MYCBPAP	1.22
ATP2B2	-0.849777777777778
CPVL	0.2176
TRAM2	-1.25066666666667
NOP5/NOP58	-0.771
ZNRF4	0.3065
TLK1	-0.22725
MTMR12	0.256357142857143
ZNF384	-0.9215
FAM9B	-3.0525
RPN1	0.5703
PMVK	1.33275
EIF3D	0.2536
SIX2	2.23575
HPS1	0.383857142857143
RNF7	0.38275
PSKH2	-0.626
KCTD13	-0.397666666666667
CSMD3	-0.545777777777778
FBF1	-0.346
IL8	-5.543625
SERPINB13	0.286666666666667
FBXL20	-0.40975
BLR1	0.5235
SH2B1	-0.315
RFNG	0.1985
RAB20	0.414833333333333
RBM7	-0.44425
POLR1A	-1.00333333333333
TMPRSS4	-1.371
TAF9	-0.857875
TERF2	-0.138333333333333
TNFRSF1A	0.724583333333333
ACADVL	-0.388
GTF2H5	0.3585
EDG8	0.949333333333333
C9orf140	-1.20475
UST6	0.134
ZBTB8OS	-0.69875
ZNF710	0.1935
GPR174	-0.3945
ATP6V0A2	-0.612
KIAA0319L	-0.0189166666666667
XKRX	-0.293
DOPEY2	0.685
SDHD	-0.184666666666667
SUMF1	1.3765
OSM	3.39925
OPN3	-1.449
DAGLB	0.171666666666667
PPFIBP1	-0.0375
TRIM63	-1.98475
C10orf53	1.6655
LYPD3	1.12366666666667
BCL7A	-0.523
AGER	-1.54533333333333
TCF19	-1.411875
SAT2	0.22225
PFTK1	0.271166666666667
GABRE	-2.602375
C15orf38	1.1588
FIS1	0.479
KCNV2	0.00875000000000001
CLPS	0.10125
PPCDC	-0.53275
FOXN2	0.108666666666667
NT5E	-3.0285
CD83	1.64075
IL18	1.694
VPS16	-0.08725
IGFBP2	0.852
NOTCH2	0.92175
SIGLEC1	3.4005
CD93	6.0045
SULF2	0.28275
CEP164	-0.337625
P53AIP1	0.161666666666667
TOR2A	0.0418333333333334
ZNF136	0.67025
MGP	3.416
CCDC144A	1.66266666666667
TRPC1	-0.6665
SMS	-1.22966666666667
MAPK7	-0.0413333333333333
RRAGC	0.5825
PARD6A	0.6305
NUB1	0.8225
SYNGR4	1.12525
OR11H12	0.978
WIF1	2.0805
GCH1	-0.16775
OR11H4	-0.2145
SLC44A5	0.5145
GPRIN2	2.46533333333333
LOC401431	0.02825
CPA4	-2.7173
MELK	-2.57966666666667
IL15RA	0.891
CUL3	0.478125
HMBOX1	-0.0895
PODXL	-2.33825
CCT6B	1.61266666666667
COMTD1	-0.38675
MUC20	-0.2775
GPX2	-2.90325
ITK	0.243625
FBXL5	2.132
C13orf27	-2.02825
DEFA5	0.8285
TRHDE	-0.2515
MTP18	-0.135833333333333
UQCRQ	0.8702
ITGB2	2.39791666666667
CSRP2BP	0.0095
TAS2R44	0.023
PHPT1	0.297125
FAM44C	-0.2995
ERH	0.53675
MPHOSPH1	-1.41966666666667
MORC1	-0.8155
PARVB	-0.77175
LAMA1	-2.03666666666667
PGBD3	0.17325
GIMAP6	4.56375
AREG	-3.16933333333333
LIPT1	0.2565
MGC99813	-1.2875
C1orf201	-0.0296666666666667
GRIN2A	-1.43711111111111
MAN2C1	-1.132625
NSUN5	-0.78025
SF3B5	0.40525
MYC	-1.9725625
NRXN1	-0.8974
ZNF18	0.36525
SPDYA	-1.081375
SLC37A1	1.227
DECR2	-0.44425
ANKRD38	0.6575
SPTLC3	-0.987083333333333
SUPT16H	-0.6555
DTWD2	0.03275
ULBP1	-1.743
ZADH1	0.317666666666667
OIP5	-2.053
IL10RB	0.585833333333333
OTUB2	0.62875
VWA3A	0.0968333333333334
SPIC	1.33383333333333
OR6C4	0.529
PSCD4	1.60233333333333
DPY19L2P2	-1.7745
TRAPPC6A	0.9155
C21orf2	-0.210333333333333
CEMP1	-0.296
LIN7B	0.422
E2F7	-2.04016666666667
VCP	-0.1048125
LAMA3	1.37966666666667
BGN	2.4525
GPR160	1.59483333333333
COCH	-4.16316666666667
GPR81	2.35866666666667
APOBEC3F	-0.60975
tcag7.1017	-0.5715
C1orf32	0.417
SCGB1D2	6.09925
FLJ43987	-0.25
C6orf170	0.3465
KLK9	0.526
GPD1L	2.004
VPS37B	-0.22925
ATG3	-0.383833333333333
ADAMTS17	-1.0705
KLHDC2	0.317333333333333
NDUFV2	-0.2665
BLK	-1.4725
MATN4	-1.563
GPM6A	0.8745
GBP4	4.10833333333333
TMEM162	0.0463333333333333
PKP2	0.3725
HRASLS	-2.31077777777778
MMP1	-4.92825
SFXN3	0.0418
FSD1	-1.57966666666667
ST6GALNAC3	-0.630333333333333
CA12	2.8858
NCOA6	0.262
C19orf58	-0.2838
PPP4R1	-0.169333333333333
MAN1A2	0.1705
IKBKAP	-1.198
UPF1	0.0773333333333334
KIAA1219	0.31075
WNT16	0.316
SNW1	-0.06275
IL18RAP	2.559
RPP30	-0.1365
CDC40	-0.530928571428572
SETD3	0.0696666666666667
SLAMF6	1.78475
ELK4	-0.3075
TRIM47	1.06266666666667
ACOX3	1.462125
TRIM6	0.8785
KIAA0372	-0.579166666666667
TP53AP1	1.1575
SMURF2	-1.28925
ADAD1	-0.33025
EBP	-0.6626
KRTAP13-2	-0.2465
FLJ36874	-0.8135
TOR1A	-0.126333333333333
P2RY4	1.9455
GPBP1	0.246
TRPV1	-0.315125
ADAMTS12	0.739
PES1	-0.2951
ATG4A	0.253833333333333
MAGEA10	-4.1415
WFS1	1.874
CC2D1B	-0.621166666666667
PABPN1	-0.41925
SLC25A30	-0.353
SLCO1C1	0.796
SLC22A5	1.98
KIF23	-2.58416666666667
SYN2	-0.0323333333333333
ASPN	8.7925
CENTG2	-0.31475
QSOX2	-1.6027
FLJ10815	-0.454666666666667
STK24	-0.4585
SPEG	-0.4133
STK10	0.684333333333333
DACT2	0.7265
AAAS	-0.79375
SSX3	-2.71275
ABCD3	-0.2469
C4orf12	0.509875
PARVG	1.88283333333333
FIG4	0.1795
C9orf46	1
TMCO6	-0.6975
IGHMBP2	-0.77525
DUS2L	-0.7125
FAM3C	-0.4244375
TMEM16D	-2.071625
DCTN4	0.70875
KCNH3	0.04375
EIF2AK2	0.3195
AP1S3	-0.252
CST4	1.3235
PAM	0.3111875
NUTF2	-0.606
CITED2	1.4469
SLC39A4	-0.553
C2orf52	-1.019
GRM3	0.171
C12orf49	0.12375
CCDC49	-0.3275
GRAMD1B	-1.210375
FNDC4	0.431
SIAH2	1.097375
GDPD4	0.01375
C21orf87	0.84675
ATP5A1	-0.161666666666667
C16orf63	-0.706875
LOC388135	-0.292833333333333
ATP5J2	-0.662
MMP3	1.90425
EMID2	0.0025
CRHR1	0.36675
WDR70	-0.6195
C13orf31	0.82375
ZFAND1	0.13925
CCL18	3.23383333333333
C3orf49	0.005
RINT1	-0.6615
KIAA0408	-0.878833333333333
F13A1	5.0329
SLC10A1	0.0966666666666666
OGN	4.16625
GIPC2	-0.544666666666667
XPO6	-0.690833333333333
LCE1A	0.889
FMR1	0.0155
LOC374920	0.2105
DUSP3	0.1975
ANKMY1	0.50575
C7orf50	0.098
BBS9	-0.1885
UNC119B	-0.72975
C9orf72	-0.162
MGC35440	-0.074
ENTPD6	0.285
PPP1R2P9	0.6665
ERCC4	-0.21775
FAHD2B	0.074
HMHA1	0.839
HACL1	-0.25875
RAD23A	-0.628333333333333
FAM83B	-1.7965
PPP5C	-1.05533333333333
RNASEH2C	0.143875
C9orf153	-1.19
SCAMP4	0.8585
GHITM	0.325
NDUFB7	0.355
ADCYAP1	2.04433333333333
SP110	1.66266666666667
MAP3K7IP2	0.159
DHH	0.084
AGRN	0.0679285714285714
WDR33	-0.0835
CEP290	-0.875166666666667
PRPS1L1	-1.888
KLRA1	-1.307
GPR97	-0.4715
CHD7	-2.18641666666667
TLR10	3.4085
SLC30A8	-2.5205
HIC1	2.24816666666667
IAPP	-0.228
RXFP4	0.05975
GP1BB	1.849
SHQ1	0.192
NKX2-3	0.310666666666667
API5	-0.5785
FTHP1	0.6605
MOV10L1	0.2586
TRIM6-TRIM34	2.2515
ADHFE1	0.93075
FAM117A	0.0285
DDI1	1.13983333333333
CDON	0.8785
TRIM73	-0.9225
IGKC	5.1425
MMP14	-0.93925
DYNC1LI1	-0.2995
C11orf66	0.4365
TRBV3-1	-0.4645
FASTKD5	-0.3195
BIVM	-1.89275
LHX4	-0.0655
CXCL2	-1.0285
RAB2B	-0.808333333333333
IZUMO1	-0.61125
MAP3K15	-1.58725
FAM19A2	0.440666666666667
ZC3H8	-0.785666666666667
ZMAT1	1.5985
SPINK5L3	-2.883
SLC10A6	1.0815
APPL2	0.01375
CARD10	0.58
LOC402176	-0.694125
EEF1D	1.1697
RAB6A	0.2742
C12orf5	-0.829
PAPOLG	0.69025
MSRB2	1.18225
BCR	0.297833333333333
PUS3	-0.0655
TIAM2	-0.18775
ZNF317	-0.073
CHD2	0.123538461538462
FZD5	-0.930727272727273
NUDT8	-0.77725
ZNF763	-0.5375
PRC1	-1.83588888888889
ABCB9	0.608666666666667
SPATA3	-0.47325
TRAK2	0.343
STAB1	3.17075
LRRTM2	0.181666666666667
psiTPTE22	1.7535
DBI	0.436
SERPINA11	0.8865
NAT5	0.271
C20orf58	-2.42425
RPS6KA4	0.627666666666667
FLJ90650	0.821
TGFBRAP1	-0.14125
CHRDL2	0.458
FAHD2A	-0.236666666666667
CNTN1	0.844
BBS4	0.0829
TMEM181	-0.1655
MINPP1	-0.528
MPHOSPH6	-1.362
HOXC10	-0.83
ITPKB	0.535125
CLPTM1L	0.07375
MEOX2	1.78833333333333
ATP6V0C	0.329
PRPF8	-0.269166666666667
TMC5	3.59375
FKBP3	-0.4715
PLEKHB2	-0.650625
OR4D6	0.0405
ZNF544	-0.5301
D2HGDH	-0.1385
RPL18A	-0.2496
HEL308	0.068
MPP6	-2.92175
TCERG1	-1.93675
KRT16	0.141333333333333
KLF17	-1.17525
KLF5	-0.269375
CDR1	3.310625
VCX3A	-4.2355
FBLN2	2.4235
C14orf104	-0.377
HBE1	-4.3306
OR4S2	2.824
C1orf108	-0.717833333333333
ROBO4	4.0845
CPEB4	0.597125
C11orf80	-0.974666666666667
BCKDHA	0.845833333333333
MYOC	0.824
GIF	0.6395
CKMT1A	0.2235
RPL3	0.8592
THBS1	2.859625
APOO	-0.82725
ARMCX1	2.27975
HSZFP36	0.282
SNAPC5	-0.45225
EIF4ENIF1	1.055
ZNF433	-0.545
TNFRSF21	-0.5345
TMPRSS7	0.9465
SPATA18	2.2577
HPDL	-2.884
MKL2	1.5619
TBX3	0.699692307692308
C21orf93	0.6952
DAXX	-0.5235
ELMO1	0.812625
RGS13	3.393
TAF11	-1.51925
UNC13A	-2.0675
LOC653314	-0.2026
ORC3L	-0.802
IMAA	-3.16
TARBP2	-0.76975
CABIN1	-0.3702
TRIOBP	0.199375
HIST1H2AC	1.093
RGS22	0.251
NCOA1	1.2725
IL25	3.6725
SNCG	0.7635
GPR6	0.247
AMDHD1	-1.141
CHEK2	-0.842375
C6orf142	-1.10725
DRD4	0.72475
C14orf68	-0.9845
GDF11	-1.7485
SEMG2	0.2355
CD247	0.87375
CDAN1	-0.2115
RBMX2	0.1395
TGS1	-0.723
OIT3	1.49975
SYF2	0.5025
MCM4	-2.086875
PKHD1L1	1.669875
CEP192	-0.967333333333333
IFT88	-0.26925
RPL9	0.851285714285714
RAB32	0.631
DDX43	-3.22725
P2RX2	0.412666666666667
OR5D18	1.371
UBE1	-0.206083333333333
SLC24A1	0.56375
ARHGAP5	-0.462
CETP	0.49275
KIAA1731	-0.792166666666667
SLC9A4	-0.163
PTPN6	1.5475
BAHD1	0.43525
GRIK3	0.309
CACNB2	-0.7824
PDE10A	-1.10575
DGCR14	0.04875
PCDHB9	-0.496
RHOQ	0.372833333333333
MAP3K4	-0.369
KTI12	-0.1025
RPL23AP13	-0.83275
GNG11	0.38
CLCN3	0.892833333333333
GPAM	0.673
VSTM2A	0.551
SLAMF7	3.97266666666667
INTS2	-0.93425
PPP2CA	0.0196
LRP12	-0.788066666666667
SEC14L2	3.34811111111111
DKFZP586H2123	3.9905
MC3R	-2.951
CIRH1A	-1.6615
HIST1H2AB	1.01233333333333
POLH	-1.0635
MGC16703	-1.59683333333333
SNAPC2	0.4445
FILIP1L	1.2385
RASGRP4	0.576
LRRC1	0.981
GAS1	1.1065
PRAC	-0.838
DGKA	0.118333333333333
NT5C3	-0.086
PEG3	-2.20358333333333
NADK	-0.372
PRR17	0.81075
LOC374569	0.524
SGSH	0.800333333333333
NLRP8	1.251
GALT	-0.0552
MCF2	-1.008
ZNF263	0.33225
TACSTD1	1.20616666666667
TYR	-6.1395
ATP6AP2	0.549
RNUXA	-0.45125
ABHD10	0.0976
GDPD2	-1.4845
SLC35C1	-0.283
UBE2A	0.00512499999999999
HERC5	0.002
FAM112B	-3.9825
FBXL16	1.50525
DKFZP434A0131	-0.94575
ELA3A	-2.2765
RBM41	-1.106
HAO2	0.5925
RNH1	0.373125
SHANK2	1.23766666666667
OSBP2	-1.1595
DAK	0.1375
C3orf58	0.415
TCL1B	-0.5475
KBTBD2	-0.262375
SUGT1L1	0.8975
UBE2E2	0.000666666666666667
MYL9	2.50675
CDC23	-1.00533333333333
PBXIP1	1.6511
CXorf40B	0.6145
NBL1	1.027
RTBDN	0.481
RAB11FIP5	0.5485
TTTY13	-0.9215
SCOTIN	0.429333333333333
SOHLH1	-1.0745
CDKN1A	-0.254
NCK1	0.4035
ZNF550	-0.404
SAPS3	0.199166666666667
SPIN3	0.248666666666667
MAGEE2	-0.02175
MIS12	-0.877333333333333
OR8H2	0.175
KIAA0774	-1.38483333333333
UNC5D	-2.091
CUL7	-0.755666666666667
LIPC	-3.00833333333333
DIO1	-2.505
C20orf11	-0.3414
CTRL	-0.90325
HS3ST2	1.32975
PAK4	1.00766666666667
CCRL1	2.75975
RNF10	0.064875
ZNF567	0.07
ZNF660	-0.676
TCEAL3	1.51575
MAGOH	0.433333333333333
CENPB	-0.0321666666666667
C19orf7	0.830875
LOC388965	0.54125
ZCCHC13	0.4365
JMJD1A	-0.6667
HIST1H4H	-0.137
TBRG1	-0.7551
GPC3	-2.795625
TAF1C	-0.7855
EBNA1BP2	-1.14716666666667
CIAPIN1	-0.815
PDGFRA	0.927277777777778
CSTB	-0.673875
CENPI	-1.9245
GTF2E2	-0.845
RPP21	-1.001
CCNF	-1.622
KCNQ3	0.6395
FAM79A	1.25825
SLC22A12	0.6415
NOVA1	3.22016666666667
FZD3	-1.1755
AKAP8	-0.43875
SOCS5	0.368625
CFDP1	-1.08325
DLG5	0.95775
PGM5	1.01725
C1orf144	0.29275
HDAC10	-1.323
RND2	-0.4255
C20orf199	-0.93575
RNMT	-0.7585
SLURP1	0.262125
ASTN1	0.129625
SH3BGR	1.081
MYCL1	-0.838375
ZHX1	0.219
CENPK	-2.68875
FOSB	2.8336
LOC643406	0.318375
C2orf59	-1.0265
TMEM135	-0.035625
SLC27A2	-0.0615
KRT33A	0.9395
OVOL1	1.197
PAMCI	-1.62116666666667
S100A7	-1.473
ZNF789	-1.1735
HARS2	-0.04025
RPL23A	-0.0431666666666667
TCF23	-0.1785
UPF3B	-1.86075
C17orf78	0.1595
HLA-DOB	1.91683333333333
C14orf142	0.435
TEKT5	1.4465
DMWD	0.826
POLD1	-1.63
GSCL	-0.117
CALD1	-0.0892
SCRT1	0.690833333333333
AIG1	1.312
UNC84B	0.52525
ZNF404	0.27925
TMED6	-3.2555
KIAA1462	0.205
LRRC27	1.58233333333333
PYGO1	-0.9985
PIGU	-0.372
ALAS2	-3.2615
WRNIP1	-0.149125
CNNM3	0.6455
ZNF2	0.8065
ST3GAL5	-0.389166666666667
MRPL23	-0.2645
TSSK6	-0.86875
PSMA6	-0.652
C16orf70	-0.448
KIAA1602	0.36675
ALMS1	0.0901666666666667
DCN	3.344625
TMEM132D	-0.929
SUCLG2	0.34225
ABHD14A	1.09525
DEXI	0.367333333333333
AMPD2	-0.7915
IFNAR2	-0.484
CYB5A	1.4138
TLOC1	1.11095
NXF5	-0.6774
NRBF2	0.221625
KCTD3	1.8065
ITGAE	-1.62066666666667
SLC30A3	-2.18316666666667
ZRF1	-1.1585
IFRD2	-0.716125
XAB1	-0.499
PYCR2	0.128666666666667
SERPINB3	-4.838
TMLHE	0.1251
GEFT	0.048875
ABCA5	-0.28125
EMR4	0.3175
TSFM	-0.3
HIST3H2BB	-0.43525
ARHGEF19	1.0845
TSPAN17	-0.368333333333333
ABCC8	3.7825
MAP1S	0.357333333333333
C22orf36	0.04125
BNC2	0.1615
HIST1H4A	-0.50425
NDUFS3	-0.0683333333333333
WDR3	-0.874833333333333
XKR4	-0.26275
TTC33	-0.134714285714286
STMN2	3.4005
CPN2	-0.5585
HSPC105	0.386875
PCOLCE2	-0.692
C3orf55	1.809
KLHDC9	1.95383333333333
TBC1D23	0.1145
ATXN2L	-1.393
MAP2K3	-0.330666666666667
SCAP	-0.301
ZNF486	0.0416666666666667
C20orf96	-0.20625
NARS	-0.47875
ADAMTSL1	-1.36142857142857
PRCC	0.450833333333333
CCDC126	2.03158333333333
ZNF675	-0.435
CALCOCO1	0.8335
ANKRD43	4.14775
CWF19L2	0.357166666666667
ZBTB32	2.13533333333333
BRAF	-0.859
ODF4	0.30875
MGC14376	-0.128333333333333
HORMAD1	-2.3022
AAK1	-0.0468333333333333
PEBP1	0.885166666666667
TNFSF5IP1	-0.0561666666666667
DKFZp564N2472	0.21675
RMND1	0.02025
IGKV1-5	4.8725
COL1A2	2.82525
SERPINA5	-2.9755
AANAT	0.6795
C19orf21	0.479166666666667
GEMIN5	-0.37375
UBR4	-0.385666666666667
LTBP3	1.58983333333333
AMHR2	-2.34283333333333
PROCR	-0.46825
MYBBP1A	-0.73075
C20orf39	1.3325
ZNF697	0.048
PASK	-0.4611
ZNF776	0.614333333333333
RFXDC2	0.102875
KIAA0467	0.033
C10orf96	-2.49425
ZNF503	-0.2435
GULP1	0.8515
KCNE4	1.15333333333333
DKFZp434K191	0.03975
LOC196913	-1.521
BHLHB4	1.805
CH25H	2.7395
LOC81691	-0.939333333333333
ALPL	0.5295
COL12A1	1.597125
FOLR3	-2.3235
GPR123	-0.0385
TRIM62	0.388071428571429
ABLIM1	1.06483333333333
MAST3	-0.08225
RHBDD1	0.681333333333333
LOC338809	0.849
RYBP	0.5345
TTC26	-0.449875
ZNF22	0.078
ISCA2	0.131
RDM1	-1.226
PIGM	0.94025
GNB3	-1.362
ACTR2	-0.0891
HMGB1	-0.2924
EDG1	3.72516666666667
SOAT2	-3.22675
OR10AD1	0.449
RAP1GDS1	0.66925
LCE1F	0.5755
ESM1	-1.1485
RCN3	2.30525
CREBL1	-0.58475
DBNL	-0.122666666666667
PTGER3	2.16575
USP30	0.0823333333333333
BCL2L12	-0.821166666666667
KIF26B	2.65075
ZNF416	0.48525
ZNF225	0.8675
C17orf70	0.374
ZNF554	0.728
RAE1	-1.10533333333333
TNIK	1.31133333333333
ACTN3	0.509
MGC45922	1.548
CCNA1	-0.946833333333333
RYK	0.3585
IL26	0.319
LRP3	1.1675
QARS	-0.28625
SOX7	1.56557142857143
BID	-0.427125
OR2S2	0.8535
CXCL14	4.5415
C11orf47	-0.839
MGC29891	-0.031
HSPB8	-0.3078
PRDM14	-2.3595
NUFIP2	0.1355
MNAT1	-0.406875
ZDHHC2	-0.358416666666667
MBNL2	0.79925
ADD3	-0.162
CSNK2A1P	-0.78175
KLK6	-0.363833333333333
TMEM111	0.3951
KIAA1279	0.5425
NUBP2	0.106333333333333
RAB42	-0.93225
ID3	-0.4056
TM9SF1	0.369
MDP-1	0.0455
POU4F2	0.384
IQCK	0.68475
C16orf14	-0.409
CAPN3	-1.789875
FAM43B	0.306
RECQL	-1.0205
AP1G1	-0.463857142857143
CTNNBL1	-0.475833333333333
ECHDC1	-1.18866666666667
SMARCC1	-0.6707
FOXQ1	-1.237125
GNAI3	0.190333333333333
POLG2	-1.8215
CD4	1.94775
ITLN1	-0.9245
EBI2	5.0225
IRF1	1.338
PTPRE	1.8167
PTK2B	-0.0385
NXNL2	0.922
SOX4	0.0916666666666667
TSPAN3	0.686
SH2D1A	-0.818833333333333
C8orf58	-0.223666666666667
USP20	-0.53225
DUSP22	-0.4665
CALB1	-3.19033333333333
L3MBTL2	1.20533333333333
MCRS1	-0.57625
TMEM118	-0.923333333333333
C18orf8	0.366166666666667
FLJ10241	-0.034
GJA12	1.25075
PKD1	-0.654833333333333
ZFP3	0.474
JAM3	-0.603
LAPTM4A	1.3735
DIRC2	0.69725
KIAA2022	0.0475
MYOM1	1.56833333333333
TRPM8	-2.889
MOP-1	2.06975
PHKG2	-0.198
ZNF650	-0.00325
KIAA1522	1.376375
PSG8	-1.8285
DDX19B	-0.244
MOBKL1B	-0.12375
DIAPH2	-0.3155
PTPN12	-0.229
CLN8	-1.375
CRYZL1	-0.253333333333333
CRY2	1.19025
FCGR2B	4.60516666666667
PNPLA4	1.899375
ZNF454	-0.181
DKFZp434B1231	0.11475
CLDN11	1.1079
RFWD2	0.123666666666667
CIB2	0.0208333333333333
MXRA8	3.02325
HRK	-0.658375
MAML2	-0.01075
C4orf31	1.39275
C6orf192	0.20125
COG6	0.1195
FAM5B	2.96575
NFATC1	1.0454
SEPT10	0.208
SCYL1	0.0623
RPP40	-1.597
SCOC	0.0853
KIAA1450	1.0625
CTDSPL2	0.08475
TBX5	2.098
NAPG	-0.191375
RHD	-3.95325
C14orf45	2.75633333333333
ZBTB22	0.905
PLCG1	-1.1355
ANKRD10	-1.756375
AQP7P2	2.30375
TAGLN2	0.217833333333333
HTR2C	-0.8096
SLC16A7	-0.3575
C17orf83	0.046
TSGA14	-0.735833333333333
MDH1	-0.28675
PPP3R2	0.166166666666667
DCBLD2	-1.57178571428571
RBM33	-0.416875
DPH3	-1.856
SYT10	-1.421
FMO4	2.102375
THYN1	-0.32425
DRD5	-2.274
OTOR	-0.079125
PGRMC2	0.6721
KATNAL1	-0.73875
PAQR6	-2.732
UBE2I	-0.7195
C14orf28	0.51775
C8orf70	0.38825
FLYWCH1	-0.515375
ANGPTL3	-1.02025
GLRX2	-0.0168333333333333
ATP11A	-1.14771428571429
ARL5B	0.16775
MUC16	-1.422
SLC25A5	-0.753785714285714
ACRC	-1.51975
MYO1C	-0.32325
FAM89B	1.0765
FAS	1.007375
KIFAP3	0.67425
GLRA2	-0.716
BTN3A2	0.0854
CNKSR3	0.997625
CSTF3	-0.479333333333333
ARPM1	0.3375
KIAA1530	-0.6515
C9orf150	1.76933333333333
PRKCI	-0.88475
tcag7.1015	-0.98125
SOD3	0.86175
ZNF574	0.65625
CYP21A2	1.053
RPL12	0.31075
COMMD2	-1.174
WIZ	-0.07275
LOC344405	-0.578
ALDH4A1	-0.440058823529412
CRYAB	3.15875
COPA	0.789166666666667
PCDHGA7	1.2055
KIF11	-1.24616666666667
RASD2	1.026625
SLC26A3	-0.0515
ZNF175	-0.3315
JAKMIP2	-1.534625
C8orf4	1.35833333333333
PTHLH	-0.09425
SLC40A1	2.24775
OR7D4	0.189166666666667
PCDHB17	-2.745
CD36	5.01385714285714
C6orf203	0.1592
PRKG2	-0.217
LOC400566	0.723
ANAPC13	0.3125
SLCO3A1	-0.2505
ZNF692	-1.96
FANCL	-0.777
SH3GLB1	0.76575
C12orf61	-0.249
KBTBD6	-0.033
SUPT5H	0.265625
XRCC6	-0.00560000000000002
HUS1B	-0.768
FAM133B	-0.610785714285714
LOC728276	-0.7805
KCTD18	0.407
SOS2	0.655833333333333
CCDC99	-2.4315
C1QTNF5	3.7185
NNAT	2.79233333333333
USP16	0.0815
LARS	-1.133875
ZBTB2	0.295875
ABO	0.127333333333333
TRAF3	-0.207
GALNT5	1.2585
NAP5	0.933625
ALG14	0.9195
KIAA0515	-0.00696153846153846
WDR75	-1.28883333333333
TEX261	0.295583333333333
LY86	2.205
LOC389072	-0.946
FLJ13611	-0.23975
MRGPRX2	0.4465
SNRPA	-0.773625
OR2G2	0.3455
GPRASP2	1.302
C7orf42	0.4245
C9orf163	-0.352
CYP11B2	1.457
FCRL3	2.0604
PRDX1	0.2295
FGB	-5.977
COX17	0.125
C16orf33	-0.58275
PIWIL1	0.0133333333333333
FOLR1	-1.926
KIAA0082	-0.62825
FREQ	-1.65116666666667
TMCC2	-1.35483333333333
TCF12	-0.260666666666667
ZNF721	0.457
FAM130A2	1.44525
POU4F1	-3.02575
SNRPF	-1.472125
SGIP1	0.781833333333333
ZNF641	0.832666666666667
EMG1	-0.286
PRRG4	0.552
HIRA	-3.89
MYNN	0.487166666666667
AEBP2	-0.147666666666667
TBXA2R	0.714666666666667
ISL2	-1.33966666666667
PCDHB11	0.2415
RNF144A	-0.667
MARCH5	0.26125
DULLARD	-0.0626666666666667
DCLRE1B	-0.788666666666667
ITGA8	0.52225
TP73	-0.120625
PRKCD	1.83325
NDUFB4	-0.11725
ATP13A4	1.373125
ANTXR2	-0.0873333333333333
COL4A3	-0.35
MYO10	-2.576
SLC6A18	0.94325
PEX1	-0.333
TMEM74	-1.41533333333333
RBM19	0.30675
TAPBP	0.5325
RUNX1	1.62925
MID1	-0.44975
GPR64	0.011
RASEF	2.8305
GABRG1	0.66725
MYO16	-0.923
DBF4	-2.2295
TSHZ2	3.868
RIPK2	-0.153625
PPTC7	-0.315333333333333
KIF4B	-0.9625
LRRC31	4.828875
ZNF540	1.6595
