Hybridization REF	TCGA-BH-A0GZ-01A-11R-A056-07
ARL16	-0.714
TACR1	0.63525
SFRS5	-0.486
SNX25	-0.202
RHBDF1	0.4295
PCDH18	2.40266666666667
HMG1L1	0.87875
MYO5C	1.685875
MAPK10	1.004
LDHAL6A	0.3295
NUDT12	1.58
NCAM1	0.062
GLIS2	1.1415
GGTL4	0.4205
DAPP1	0.27
ATF7	1.106875
KIAA0748	-1.28575
NFIL3	-0.888
TM6SF1	0.6899
SEZ6	-0.547125
NANOS3	0.35
DNAJA3	-0.535
CLDN6	-3.3225
CIITA	1.898
EPHA4	-0.0599166666666666
FANCC	-0.32525
CMTM3	0.52175
PSG3	-0.113375
MRPL15	-0.91475
C21orf59	0.47875
PLCXD2	0.169666666666667
C2orf34	-0.643625
UBE2L6	-0.205625
MED14	0.3195
HP1BP3	-1.3281
C6orf208	-0.364
TPBG	1.568
OSR2	0.119375
XPC	0.0461666666666667
KLHL7	-0.403083333333333
CCR3	0.6106
AGTPBP1	-1.78416666666667
PCSK6	-0.0876666666666667
STAT5A	-2.234
FAM18B	-0.127
LONRF2	-0.235666666666667
PTPN2	-0.41725
SF3A3	-1.39283333333333
EFCBP2	-0.26725
HCFC1	-0.995333333333333
AHNAK	-0.1833
ACTR5	-0.83425
KIF14	-2.11857142857143
TENC1	1.47925
HEATR5B	1.2
YIPF2	0.983
MYEOV2	1.53666666666667
DUSP18	0.954
KIAA1012	0.6705
AHR	0.151833333333333
C17orf53	-1.12833333333333
PTPRH	-2.03025
ATP6V1C1	-0.7209
TAS2R3	0.1465
LOC440356	1.71525
COQ10B	0.94875
PSMF1	0.3345
SORBS2	2.37175
NFE2L2	-0.03725
TMCO7	-0.1785
SH3PXD2A	1.2318
SH2D2A	-2.22025
SPINK5	-2.303
MRPS24	-0.75225
OPA3	0.736875
TRAF7	-0.575833333333333
C4orf35	0.743166666666667
MT1G	-0.371625
MGC39545	0.16
HS1BP3	0.1922
OR2B2	-0.8645
CHRM4	0.0635000000000001
SFRP2	4.38075
RIC3	2.87625
ART1	0.5145
C6orf1	0.51375
DUS4L	-1.079
C10orf104	0.2465
TNFAIP6	3.285
RTEL1	-1.85975
CCT4	-0.7022
ZNF709	0.0275
CHMP6	0.3495
UPP2	0.721
CYP19A1	-2.798
CD151	0.291833333333333
NDUFA13	0.482333333333333
ARFRP1	-1.697
FAM26B	1.12275
CRYBA1	-2.287
MRPL41	1.02116666666667
NPFFR2	1.536625
HRH2	0.186
SCAMP3	-0.2395
MTMR6	0.9756
MTG1	-1.83716666666667
UBTD1	1.21775
CRABP1	-3.6775
FLJ33790	-0.0487
KIAA1908	-0.7515
GPR158	-2.6425
PACSIN3	-0.506833333333333
OMD	4.09783333333333
CATSPER1	-0.363166666666667
HOXB8	-0.45475
FBXO46	1.238
OAS1	0.485833333333333
SVIL	0.5145
PHB2	-1.1635
ADCY3	0.4345
NDRG2	0.369166666666667
ERMAP	-0.7762
APBA2	-1.107
IGSF9	1.82
WNT6	-0.259428571428571
MYCBPAP	2.34
ATP2B2	0.1015
CPVL	-2.2097
TRAM2	-0.831
NOP5/NOP58	0.51975
ZNRF4	-0.36525
TLK1	0.37375
MTMR12	0.0785
ZNF384	-0.548166666666667
FAM9B	-2.5355
RPN1	0.7183
PMVK	0.72375
EIF3D	-0.5223
SIX2	-1.17825
HPS1	1.48064285714286
RNF7	0.432
PSKH2	-0.6535
KCTD13	-0.544333333333333
CSMD3	-0.7545
FBF1	-0.181
IL8	-5.990875
SERPINB13	0.175272727272727
FBXL20	0.039
BLR1	0.58925
SH2B1	-0.597333333333333
RFNG	-0.023125
RAB20	0.301666666666667
RBM7	-2.7755
POLR1A	-0.5
TMPRSS4	-1.82575
TAF9	-0.913
TERF2	-0.0193333333333333
TNFRSF1A	0.480166666666667
ACADVL	-0.208666666666667
GTF2H5	1.7585
EDG8	-0.856
C9orf140	-1.534625
UST6	-0.07425
ZBTB8OS	-0.29475
ZNF710	1.121
GPR174	-2.054
ATP6V0A2	-0.24
KIAA0319L	-0.283333333333333
XKRX	0.596
DOPEY2	2.4968
SDHD	-1.38825
SUMF1	1.46425
OSM	1.555
OPN3	-1.0955
DAGLB	-0.6725
PPFIBP1	0.6214
TRIM63	-2.7315
C10orf53	0.117
LYPD3	1.15883333333333
BCL7A	-0.03875
AGER	-1.6765
TCF19	-1.443625
SAT2	0.6495
PFTK1	1.9245
GABRE	-3.994875
C15orf38	1.6642
FIS1	-0.6415
KCNV2	0.076
CLPS	0.564
PPCDC	-0.764
FOXN2	0.4685
NT5E	-3.0312
CD83	0.1665
IL18	-0.495875
VPS16	0.2005
IGFBP2	0.344833333333333
NOTCH2	0.246
SIGLEC1	0.794375
CD93	5.684
SULF2	0.322
CEP164	-0.4485
P53AIP1	-0.0201666666666667
TOR2A	-0.556833333333333
ZNF136	0.0615
MGP	3.572
CCDC144A	-0.113833333333333
TRPC1	-0.259833333333333
SMS	-0.461333333333333
MAPK7	-0.083
RRAGC	-0.225
PARD6A	1.23816666666667
NUB1	0.339333333333333
SYNGR4	1.8745
OR11H12	0.3385
WIF1	0.435571428571429
GCH1	-0.1595
OR11H4	-0.1685
SLC44A5	1.089
GPRIN2	0.919666666666667
LOC401431	-0.2985
CPA4	-3.2525
MELK	-2.03433333333333
IL15RA	-0.59025
CUL3	1.046
HMBOX1	0.77825
PODXL	-1.4905
CCT6B	1.5
COMTD1	-0.261
MUC20	2.01933333333333
GPX2	-4.214875
ITK	-2.03875
FBXL5	2.48125
C13orf27	-2.14325
DEFA5	-0.1555
TRHDE	0.719
MTP18	-1.15616666666667
UQCRQ	0.7571
ITGB2	0.668583333333333
CSRP2BP	0.45325
TAS2R44	0.4545
PHPT1	0.647
FAM44C	-1.16
ERH	1.8555
MPHOSPH1	-1.50116666666667
MORC1	-0.4575
PARVB	-1.1105
LAMA1	-2.65733333333333
PGBD3	0.21925
GIMAP6	3.9905
AREG	-5.3445
LIPT1	-0.303
MGC99813	0.66
C1orf201	0.251166666666667
GRIN2A	-0.9702
MAN2C1	-1.096875
NSUN5	-0.698
SF3B5	0.0635
MYC	-2.814125
NRXN1	-0.0214166666666667
ZNF18	1.662
SPDYA	0.045
SLC37A1	1.4705
DECR2	0.8015
ANKRD38	1.59625
SPTLC3	1.0705
SUPT16H	0.079375
DTWD2	1.5575
ULBP1	-0.2495
ZADH1	1.26733333333333
OIP5	-2.4185
IL10RB	-0.655833333333333
OTUB2	0.87725
VWA3A	0.322833333333333
SPIC	-0.2418
OR6C4	0.168
PSCD4	0.668
DPY19L2P2	-1.6085
TRAPPC6A	0.336
C21orf2	-1.04466666666667
CEMP1	0.0235
LIN7B	0.1545
E2F7	-1.86016666666667
VCP	-0.1846875
LAMA3	1.78283333333333
BGN	2.06375
GPR160	0.0785
COCH	-1.94266666666667
GPR81	1.462
APOBEC3F	-0.84375
tcag7.1017	-0.92
C1orf32	-0.095
SCGB1D2	5.50925
FLJ43987	-0.1215
C6orf170	0.2135
KLK9	0.4705
GPD1L	0.773125
VPS37B	0.50225
ATG3	-0.930166666666667
ADAMTS17	-0.2115
KLHDC2	-0.0518333333333333
NDUFV2	0.50725
BLK	-3.0345
MATN4	-1.385
GPM6A	-0.533625
GBP4	3.04433333333333
TMEM162	0.481166666666667
PKP2	0.1115
HRASLS	2.75733333333333
MMP1	-5.468
SFXN3	-0.2417
FSD1	-2.0945
ST6GALNAC3	-1.89466666666667
CA12	3.6113
NCOA6	1.06125
C19orf58	0.4256
PPP4R1	-0.489166666666667
MAN1A2	0.581666666666667
IKBKAP	-2.40975
UPF1	0.570333333333333
KIAA1219	0.378
WNT16	0.2595
SNW1	-0.0225
IL18RAP	1.78475
RPP30	0.039
CDC40	0.789214285714286
SETD3	0.328
SLAMF6	0.016
ELK4	-0.2875
TRIM47	0.197
ACOX3	2.90375
TRIM6	1.51775
KIAA0372	0.058
TP53AP1	2.326
SMURF2	-1.00175
ADAD1	-0.26525
EBP	-1.2292
KRTAP13-2	-0.517
FLJ36874	-1.28033333333333
TOR1A	-0.593666666666667
P2RY4	1.5845
GPBP1	0.06225
TRPV1	-0.281375
ADAMTS12	1.04116666666667
PES1	-1.3749
ATG4A	0.567833333333333
MAGEA10	-4.88575
WFS1	1.79725
CC2D1B	-0.584
PABPN1	-0.312875
SLC25A30	-0.307
SLCO1C1	0.419333333333333
SLC22A5	1.71525
KIF23	-1.77633333333333
SYN2	-0.539333333333333
ASPN	8.925
CENTG2	0.4265
QSOX2	-2.2289
FLJ10815	0.438
STK24	-0.7023125
SPEG	1.286
STK10	-0.700166666666667
DACT2	-1.8665
AAAS	-0.37075
SSX3	-1.5405
ABCD3	-0.0551
C4orf12	0.01375
PARVG	0.0443333333333333
FIG4	1.52525
C9orf46	1.02
TMCO6	-0.374
IGHMBP2	-0.7135
DUS2L	-0.6905
FAM3C	-1.2025625
TMEM16D	-2.17975
DCTN4	1.24525
KCNH3	-0.533
EIF2AK2	2.17275
AP1S3	0.834125
CST4	3.598
PAM	0.1284375
NUTF2	0.33475
CITED2	1.5174
SLC39A4	0.067
C2orf52	-0.7945
GRM3	0.3345
C12orf49	-0.332875
CCDC49	-0.9944
GRAMD1B	-1.41728571428571
FNDC4	-0.11575
SIAH2	0.5415
GDPD4	0.6765
C21orf87	1.06375
ATP5A1	-0.487333333333333
C16orf63	-0.0365
LOC388135	-0.4438
ATP5J2	-0.543875
MMP3	-2.047
EMID2	-0.174666666666667
CRHR1	0.41525
WDR70	-0.11075
C13orf31	1.83825
ZFAND1	-1.49075
CCL18	2.2315
C3orf49	0.203
RINT1	0.241
KIAA0408	-1.53633333333333
F13A1	5.1088
SLC10A1	-0.5096
OGN	2.96575
GIPC2	-1.40583333333333
XPO6	-0.797666666666667
LCE1A	1.1175
FMR1	0.4798
LOC374920	0.61225
DUSP3	0.389125
ANKMY1	0.32375
C7orf50	-0.06475
BBS9	-0.6035
UNC119B	0.04225
C9orf72	-0.116875
MGC35440	0.63225
ENTPD6	-0.710125
PPP1R2P9	-0.4685
ERCC4	0.44075
FAHD2B	-0.139
HMHA1	-0.4045
HACL1	-0.82275
RAD23A	0.0986666666666667
FAM83B	0.8195
PPP5C	-1.091
RNASEH2C	0.809125
C9orf153	-0.68975
SCAMP4	0.947625
GHITM	-0.2748
NDUFB7	0.668375
ADCYAP1	-0.0536666666666667
SP110	1.506
MAP3K7IP2	1.1685
DHH	-0.0905
AGRN	-0.229071428571429
WDR33	0.4325
CEP290	1.11183333333333
PRPS1L1	-1.8785
KLRA1	-0.248
GPR97	-0.548
CHD7	-0.201583333333333
TLR10	0.34575
SLC30A8	2.083
HIC1	1.43683333333333
IAPP	0.41
RXFP4	0.339
GP1BB	1.57025
SHQ1	0.181
NKX2-3	0.412833333333333
API5	0.1325
FTHP1	-0.564
MOV10L1	1.58566666666667
TRIM6-TRIM34	2.4295
ADHFE1	1.44675
FAM117A	0.185
DDI1	0.1395
CDON	0.541333333333333
TRIM73	-0.2595
IGKC	4.311
MMP14	0.486916666666667
DYNC1LI1	0.409375
C11orf66	0.3025
TRBV3-1	-1.20925
FASTKD5	-0.34975
BIVM	-0.89775
LHX4	-1.086
CXCL2	-2.3862
RAB2B	-0.346833333333333
IZUMO1	-1.11325
MAP3K15	-2.556
FAM19A2	0.101166666666667
ZC3H8	-1.36583333333333
ZMAT1	2.621625
SPINK5L3	-2.23525
SLC10A6	0.115
APPL2	-0.512125
CARD10	-0.351833333333333
LOC402176	-1.698625
EEF1D	-0.7321
RAB6A	-0.0323
C12orf5	-0.58275
PAPOLG	1.094
MSRB2	1.7125
BCR	-0.205555555555556
PUS3	0.03325
TIAM2	0.99725
ZNF317	0.0696666666666667
CHD2	0.0100714285714286
FZD5	-2.82122727272727
NUDT8	-1.06425
ZNF763	0.348
PRC1	-2.15211111111111
ABCB9	0.563333333333333
SPATA3	0.5195
TRAK2	1.345625
STAB1	2.51175
LRRTM2	-0.607
psiTPTE22	1.77525
DBI	0.6645
SERPINA11	0.06875
NAT5	-0.65375
C20orf58	-2.63575
RPS6KA4	-0.48
FLJ90650	-0.35725
TGFBRAP1	0.75675
CHRDL2	0.061375
FAHD2A	-0.171833333333333
CNTN1	0.139
BBS4	-0.2027
TMEM181	1.39025
MINPP1	-1.1975
MPHOSPH6	-0.824083333333333
HOXC10	2.3647
ITPKB	0.704125
CLPTM1L	-0.57875
MEOX2	-0.630833333333333
ATP6V0C	0.875375
PRPF8	-0.607833333333333
TMC5	3.082
FKBP3	0.494
PLEKHB2	0.24
OR4D6	-0.8235
ZNF544	-1.2774
D2HGDH	-0.543
RPL18A	-1.6246
HEL308	-0.78175
MPP6	-3.98875
TCERG1	-1.43
KRT16	-1.63283333333333
KLF17	-2.428
KLF5	-1.319
CDR1	3.106875
VCX3A	-3.789
FBLN2	2.298875
C14orf104	-0.24225
HBE1	-5.387
OR4S2	1.4395
C1orf108	-0.996333333333333
ROBO4	3.733
CPEB4	1.10025
C11orf80	-1.30783333333333
BCKDHA	0.256666666666667
MYOC	0.435
GIF	0.299
CKMT1A	1.335
RPL3	-1.1531
THBS1	2.5925
APOO	0.43325
ARMCX1	1.78575
HSZFP36	1.17025
SNAPC5	0.08
EIF4ENIF1	0.1845
ZNF433	0.326
TNFRSF21	-0.0595
TMPRSS7	0.339
SPATA18	1.6447
HPDL	-2.391
MKL2	1.4887
TBX3	2.52492307692308
C21orf93	0.740333333333333
DAXX	0.5285
ELMO1	-0.295625
RGS13	2.73816666666667
TAF11	-1.49
UNC13A	-1.9645
LOC653314	-0.7369
ORC3L	0.69475
IMAA	-3.7605
TARBP2	-0.84225
CABIN1	0.269
TRIOBP	-0.0480625
HIST1H2AC	0.207375
RGS22	3.60566666666667
NCOA1	1.69816666666667
IL25	1.8595
SNCG	2.8305
GPR6	-0.5235
AMDHD1	-2.46133333333333
CHEK2	-0.613625
C6orf142	1.241
DRD4	1.228
C14orf68	-1.583
GDF11	-1.811
SEMG2	0.284
CD247	-2.4175
CDAN1	0.36125
RBMX2	-0.437166666666667
TGS1	-0.9215
OIT3	0.38525
SYF2	-0.9965
MCM4	-1.488125
PKHD1L1	0.462875
CEP192	-0.748333333333333
IFT88	2.41925
RPL9	-0.44
RAB32	-0.539375
DDX43	-3.78875
P2RX2	0.352333333333333
OR5D18	0.304
UBE1	-0.176833333333333
SLC24A1	1.522
ARHGAP5	-0.915
CETP	-0.47175
KIAA1731	-0.945833333333333
SLC9A4	0.495
PTPN6	0.97875
BAHD1	0.7425
GRIK3	0.5955
CACNB2	0.3499
PDE10A	0.27575
DGCR14	-0.228
PCDHB9	-0.0873333333333333
RHOQ	0.518666666666667
MAP3K4	-0.39275
KTI12	-0.119833333333333
RPL23AP13	-0.056
GNG11	0.00324999999999999
CLCN3	1.058
GPAM	-1.050125
VSTM2A	0.648
SLAMF7	1.752
INTS2	-0.914
PPP2CA	-0.8981
LRP12	0.3638
SEC14L2	1.43844444444444
DKFZP586H2123	2.95875
MC3R	0.135
CIRH1A	-1.866
HIST1H2AB	0.895
POLH	-0.583875
MGC16703	-2.82883333333333
SNAPC2	0.649
FILIP1L	1.89725
RASGRP4	0.2215
LRRC1	2.148
GAS1	1.72475
PRAC	-0.653
DGKA	0.226333333333333
NT5C3	-0.78375
PEG3	-3.46466666666667
NADK	-2.12575
PRR17	0.95475
LOC374569	-0.663
SGSH	0.765833333333333
NLRP8	0.8985
GALT	-0.6343
MCF2	0.1735
ZNF263	-1.19775
TACSTD1	1.93533333333333
TYR	-6.6191
ATP6AP2	0.67275
RNUXA	0.44975
ABHD10	0.1183
GDPD2	-1.11675
SLC35C1	-0.64075
UBE2A	0.58475
HERC5	-1.8975
FAM112B	-5.40666666666667
FBXL16	-3.9035
DKFZP434A0131	-0.81125
ELA3A	-2.9065
RBM41	-0.685875
HAO2	0.502666666666667
RNH1	-0.197
SHANK2	1.16133333333333
OSBP2	-1.086
DAK	-0.515833333333333
C3orf58	-0.334
TCL1B	-0.0295
KBTBD2	-1.15925
SUGT1L1	0.146
UBE2E2	-0.496666666666667
MYL9	3.13575
CDC23	-0.190166666666667
PBXIP1	2.0278
CXorf40B	-0.316
NBL1	0.52575
RTBDN	0.147
RAB11FIP5	0.464
TTTY13	-0.327
SCOTIN	-0.447583333333333
SOHLH1	-1.08266666666667
CDKN1A	0.427285714285714
NCK1	-0.025
ZNF550	-0.78575
SAPS3	1.61025
SPIN3	0.0461666666666667
MAGEE2	-0.78575
MIS12	-0.300833333333333
OR8H2	0.2305
KIAA0774	-1.34516666666667
UNC5D	-2.3845
CUL7	0.006
LIPC	-3.01683333333333
DIO1	2.4695
C20orf11	-0.3998
CTRL	-1.627
HS3ST2	1.14975
PAK4	1.63233333333333
CCRL1	4.05
RNF10	1.14025
ZNF567	0.36925
ZNF660	-0.4205
TCEAL3	2.12125
MAGOH	-1.60983333333333
CENPB	0.154666666666667
C19orf7	1.355875
LOC388965	0.123
ZCCHC13	0.6665
JMJD1A	-1.1224
HIST1H4H	0.4315
TBRG1	-0.7574
GPC3	-4.909375
TAF1C	-0.612375
EBNA1BP2	-1.54083333333333
CIAPIN1	-0.4205
PDGFRA	-0.495555555555556
CSTB	0.8445
CENPI	-1.97116666666667
GTF2E2	-0.4995
RPP21	-0.163
CCNF	-1.94266666666667
KCNQ3	1.2945
FAM79A	-0.06225
SLC22A12	0.34
NOVA1	-0.7355
FZD3	1.4655
AKAP8	-1.302
SOCS5	0.102
CFDP1	-1.94775
DLG5	1.492
PGM5	0.297166666666667
C1orf144	-0.6015
HDAC10	-1.797
RND2	0.047
C20orf199	-1.0515
RNMT	-0.385875
SLURP1	0.23
ASTN1	-0.3875
SH3BGR	1.92125
MYCL1	0.12725
ZHX1	1.155
CENPK	-2.10525
FOSB	0.8582
LOC643406	2.10225
C2orf59	-1.536375
TMEM135	-1.5895
SLC27A2	1.317
KRT33A	1.891
OVOL1	0.803125
PAMCI	-2.56883333333333
S100A7	-0.6065
ZNF789	-1.4255
HARS2	-0.39825
RPL23A	-1.74166666666667
TCF23	-0.20875
UPF3B	-1.456375
C17orf78	-0.3565
HLA-DOB	0.227333333333333
C14orf142	0.0538333333333333
TEKT5	1.26183333333333
DMWD	0.127
POLD1	-1.51583333333333
GSCL	-0.296
CALD1	0.929
SCRT1	0.3375
AIG1	1.8295
UNC84B	-1.72125
ZNF404	0.37775
TMED6	-2.855
KIAA1462	0.8255
LRRC27	0.913
PYGO1	0.673
PIGU	-1.25816666666667
ALAS2	-4.0215
WRNIP1	-0.277625
CNNM3	0.211
ZNF2	-0.0805
ST3GAL5	-0.46275
MRPL23	-0.44975
TSSK6	-0.02475
PSMA6	-0.4875
C16orf70	1.089
KIAA1602	0.03775
ALMS1	1.10683333333333
DCN	2.961125
TMEM132D	-1.93325
SUCLG2	0.0285
ABHD14A	0.8005
DEXI	0.2495
AMPD2	-2.14016666666667
IFNAR2	-0.423833333333333
CYB5A	2.0332
TLOC1	0.53185
NXF5	-1.20966666666667
NRBF2	-0.202875
KCTD3	1.51275
ITGAE	-0.871166666666667
SLC30A3	-2.65333333333333
ZRF1	-0.857
IFRD2	-0.799875
XAB1	-0.6335
PYCR2	0.189166666666667
SERPINB3	-5.195
TMLHE	-1.0848
GEFT	-0.0253749999999999
ABCA5	-0.07925
EMR4	-0.429666666666667
TSFM	0.142
HIST3H2BB	-0.7525
ARHGEF19	-0.64
TSPAN17	-0.619
ABCC8	4.6795
MAP1S	0.653
C22orf36	0.89025
BNC2	1.08857142857143
HIST1H4A	-0.72525
NDUFS3	-0.02
WDR3	-1.29566666666667
XKR4	-0.3605
TTC33	-1.07778571428571
STMN2	4.31475
CPN2	-0.479
HSPC105	1.16575
PCOLCE2	-4.3755
C3orf55	0.475
KLHDC9	3.05866666666667
TBC1D23	0.668125
ATXN2L	-1.07975
MAP2K3	-0.19625
SCAP	0.03225
ZNF486	1.42533333333333
C20orf96	1.56425
NARS	0.9325
ADAMTSL1	-0.445071428571429
PRCC	1.08666666666667
CCDC126	0.842666666666667
ZNF675	0.74275
CALCOCO1	-0.08775
ANKRD43	0.4655
CWF19L2	-0.952
ZBTB32	0.503333333333333
BRAF	0.65375
ODF4	0.7745
MGC14376	0.802333333333333
HORMAD1	-2.31466666666667
AAK1	0.154916666666667
PEBP1	1.895
TNFSF5IP1	0.584166666666667
DKFZp564N2472	-0.00800000000000001
RMND1	-0.00837499999999999
IGKV1-5	4.726
COL1A2	3.71591666666667
SERPINA5	1.11975
AANAT	0.285
C19orf21	1.91216666666667
GEMIN5	0.38475
UBR4	-1.252
LTBP3	0.560666666666667
AMHR2	-2.39783333333333
PROCR	-1.17225
MYBBP1A	-0.83825
C20orf39	2.2055
ZNF697	-0.841625
PASK	-0.0481
ZNF776	1.5025
RFXDC2	0.851875
KIAA0467	-0.51475
C10orf96	-1.8945
ZNF503	-0.3715
GULP1	-1.04191666666667
KCNE4	5.49683333333333
DKFZp434K191	-1.275625
LOC196913	0.3825
BHLHB4	1.8915
CH25H	0.75825
LOC81691	-2.31983333333333
ALPL	-0.0258571428571429
COL12A1	3.661375
FOLR3	-1.90733333333333
GPR123	-0.503857142857143
TRIM62	-0.0195
ABLIM1	1.0185
MAST3	-0.902
RHBDD1	0.6095
LOC338809	-0.338
RYBP	1.8185
TTC26	-0.290625
ZNF22	0.5285
ISCA2	-0.37925
RDM1	-0.91325
PIGM	0.38525
GNB3	-2.075
ACTR2	0.3105
HMGB1	0.957
EDG1	3.18333333333333
SOAT2	-3.94525
OR10AD1	-0.242
RAP1GDS1	0.84075
LCE1F	0.451
ESM1	-0.613875
RCN3	2.0415
CREBL1	-1.06175
DBNL	-1.15466666666667
PTGER3	3.8405
USP30	0.0348333333333333
BCL2L12	-0.3405
KIF26B	2.879
ZNF416	0.5745
ZNF225	-0.3375
C17orf70	0.342
ZNF554	0.84525
RAE1	-0.873
TNIK	0.583166666666667
ACTN3	0.598
MGC45922	1.402
CCNA1	-0.6415
RYK	0.603333333333333
IL26	0.3625
LRP3	1.317
QARS	-0.9535
SOX7	1.34771428571429
BID	-0.895875
OR2S2	0.366
CXCL14	3.47075
C11orf47	-2.0625
MGC29891	1.31133333333333
HSPB8	2.2559
PRDM14	-2.5505
NUFIP2	0.95625
MNAT1	-0.381875
ZDHHC2	0.68125
MBNL2	0.430125
ADD3	-0.83175
CSNK2A1P	-1.29575
KLK6	-2.1215
TMEM111	-0.1188
KIAA1279	1.2645
NUBP2	-0.0396666666666667
RAB42	-0.572
ID3	-0.6466
TM9SF1	0.09475
MDP-1	0.20575
POU4F2	0.237
IQCK	1.59275
C16orf14	-0.90175
CAPN3	-1.69275
FAM43B	0.589875
RECQL	-0.7925
AP1G1	0.595857142857143
CTNNBL1	-0.485833333333333
ECHDC1	-2.89133333333333
SMARCC1	0.5802
FOXQ1	-0.841
GNAI3	-0.754833333333333
POLG2	-2.132
CD4	0.967625
ITLN1	-0.835
EBI2	1.9625
IRF1	-0.166
PTPRE	1.8799
PTK2B	-0.37825
NXNL2	0.385
SOX4	1.02883333333333
TSPAN3	1.14
SH2D1A	-3.36666666666667
C8orf58	-0.116666666666667
USP20	-1.46975
DUSP22	-1.04458333333333
CALB1	-1.09466666666667
L3MBTL2	1.15983333333333
MCRS1	-0.368
TMEM118	-0.021
C18orf8	1.156
FLJ10241	0.123
GJA12	1.19975
PKD1	-0.904333333333333
ZFP3	-0.5185
JAM3	-0.6155
LAPTM4A	1.7483
DIRC2	0.74925
KIAA2022	2.62333333333333
MYOM1	0.024
TRPM8	-2.5495
MOP-1	1.76725
PHKG2	-0.02025
ZNF650	0.404
KIAA1522	0.87625
PSG8	-1.59816666666667
DDX19B	0.023
MOBKL1B	-0.37625
DIAPH2	-0.701333333333333
PTPN12	-0.09525
CLN8	-0.4716
CRYZL1	-0.375333333333333
CRY2	0.191583333333333
FCGR2B	2.897
PNPLA4	2.430875
ZNF454	0.3485
DKFZp434B1231	-0.22875
CLDN11	0.287
RFWD2	0.982333333333333
CIB2	0.165
MXRA8	3.0175
HRK	-0.6255
MAML2	-0.5555
C4orf31	0.659
C6orf192	0.656
COG6	-0.211625
FAM5B	0.3715
NFATC1	0.7869
SEPT10	-0.06825
SCYL1	-0.1836
RPP40	-1.0195
SCOC	-1.0186
KIAA1450	-0.06875
CTDSPL2	-0.07775
TBX5	2.9452
NAPG	0.906375
RHD	-5.1975
C14orf45	2.22283333333333
ZBTB22	-0.0195
PLCG1	-1.0355
ANKRD10	-2.0335
AQP7P2	-0.45525
TAGLN2	-0.162666666666667
HTR2C	-1.5905
SLC16A7	-0.937666666666667
C17orf83	-0.801
TSGA14	0.0721666666666667
MDH1	0.1525
PPP3R2	-0.216
DCBLD2	-1.40092857142857
RBM33	-0.133875
DPH3	-1.512
SYT10	-1.49766666666667
FMO4	2.45875
THYN1	-0.7655
DRD5	-2.5205
OTOR	2.2745
PGRMC2	-0.7167
KATNAL1	1.153125
PAQR6	-2.54225
UBE2I	-1.34475
C14orf28	0.32425
C8orf70	1.985
FLYWCH1	-0.860625
ANGPTL3	-1.97225
GLRX2	0.012
ATP11A	-1.08635714285714
ARL5B	-0.410875
MUC16	-3.71775
SLC25A5	-1.52128571428571
ACRC	-1.388
MYO1C	0.2785
FAM89B	0.7315
FAS	0.17925
KIFAP3	0.69575
GLRA2	0.3225
BTN3A2	-0.7313
CNKSR3	-1.17375
CSTF3	-0.289333333333333
ARPM1	0.901
KIAA1530	-0.639
C9orf150	2.14383333333333
PRKCI	0.82775
tcag7.1015	-1.422
SOD3	-0.83525
ZNF574	0.6885
CYP21A2	-0.0585
RPL12	-0.896
COMMD2	-0.1895
WIZ	0.02575
LOC344405	-0.62075
ALDH4A1	-0.892058823529412
CRYAB	2.24975
COPA	0.4749
PCDHGA7	1.06166666666667
KIF11	-0.980333333333333
RASD2	-0.15725
SLC26A3	-0.224
ZNF175	-0.8695
JAKMIP2	-1.76942857142857
C8orf4	2.12133333333333
PTHLH	0.79975
SLC40A1	2.00466666666667
OR7D4	0.2355
PCDHB17	0.358
CD36	3.10828571428571
C6orf203	0.6138
PRKG2	-0.361
LOC400566	2.6335
ANAPC13	0.6915
SLCO3A1	-1.2315
ZNF692	-2.125
FANCL	-0.2425
SH3GLB1	0.4155
C12orf61	-1.0025
KBTBD6	0.91825
SUPT5H	0.276625
XRCC6	-0.6548
HUS1B	2.9401
FAM133B	0.4295
LOC728276	-0.9395
KCTD18	0.58475
SOS2	1.0035
CCDC99	-1.559
C1QTNF5	3.753
NNAT	0.798833333333333
USP16	0.43575
LARS	-0.148375
ZBTB2	0.755125
ABO	-0.066
TRAF3	0.579
GALNT5	-1.3885
NAP5	2.7
ALG14	0.0631666666666667
KIAA0515	0.323769230769231
WDR75	-0.323
TEX261	-0.652333333333333
LY86	0.52775
LOC389072	-1.271
FLJ13611	-0.151
MRGPRX2	0.168
SNRPA	-0.836375
OR2G2	-0.387
GPRASP2	1.308
C7orf42	0.631
C9orf163	-0.88
CYP11B2	0.655
FCRL3	0.397666666666667
PRDX1	-0.05725
FGB	-6.69683333333333
COX17	0.850833333333333
C16orf33	-0.4025
PIWIL1	-0.0415
FOLR1	-1.2755
KIAA0082	-0.19775
FREQ	-0.960166666666667
TMCC2	-1.55666666666667
TCF12	0.740333333333333
ZNF721	1.113
FAM130A2	0.5605
POU4F1	-2.43225
SNRPF	-0.011875
SGIP1	1.8565
ZNF641	0.515666666666667
EMG1	-0.81425
PRRG4	2.4585
HIRA	-3.86925
MYNN	0.282666666666667
AEBP2	-0.365583333333333
TBXA2R	0.509333333333333
ISL2	-2.58616666666667
PCDHB11	1.1265
RNF144A	-0.600875
MARCH5	0.690875
DULLARD	-0.327
DCLRE1B	-1.21266666666667
ITGA8	1.243
TP73	-0.18025
PRKCD	1.914
NDUFB4	1.12225
