Hybridization REF	TCGA-BH-A0GY-01A-11R-A056-07
FANK1	2.4575
UBE2D2	-0.07675
PSMB10	0.18575
MYH7B	-0.436
GABARAPL2	-0.790875
MARVELD2	2.30666666666667
DGCR2	0.322833333333333
UNC45A	0.332
C6orf72	0.079
ZNF683	3.812
GIT2	-0.090125
CASK	1.18833333333333
C14orf161	4.23916666666667
LRRC44	-0.01325
TIFA	0.0682499999999999
UTP11L	-0.052375
C6orf65	-0.58025
FDPS	-1.139
DUSP9	0.052
SLC17A8	2.28133333333333
OR51G1	0.0556666666666667
NANS	-0.7355
OLFML1	1.99825
ATP10B	-1.07
NPAS3	0.2875
PRKCA	-2.6889
GGA2	0.178375
LCE4A	0.1385
SPANXN3	0.3905
CCDC115	1.266375
SDCCAG3	-1.30125
GLIPR1L1	0.0555
TTC1	0.019
C17orf76	0.56775
MAD2L2	-1.13125
HIPK1	-0.0757
LRRC3B	-0.241166666666667
CLN3	0.104045454545455
C17orf47	0.1115
FMN2	-1.297375
TUBB1	-0.353875
WAPAL	0.404166666666667
C3orf21	-0.904
SCN5A	-0.2699
SMYD1	0.189
BEX5	-1.39575
ZNF192	-2.3095
SEC22A	0.147
GRIA2	0.220142857142857
KIAA0825	-1.34675
NUSAP1	-2.76290909090909
LANCL1	-0.440125
C15orf40	-1.2071
ZNF645	0.460125
GPR61	0.16175
NLRP14	-0.2065
SNX21	-0.0684
C1QTNF8	0.434
C17orf46	0.84425
IFNA8	-0.0325
SPRR1B	-0.934666666666667
FLRT1	-0.53525
SNX17	-0.511333333333333
ASB2	-0.442
HBG1	-5.2795
RPRML	-2.2095
JOSD2	0.9135
PLSCR3	0.63125
SPOCD1	0.6135
RAB39	-0.45
GHRH	0.0543333333333333
ITIH5L	0.03075
C17orf37	0.564
SMCR8	0.34275
DPY19L2P3	-1.128
IL11RA	-0.142166666666667
GDF3	-3.65233333333333
RPS6KB1	-1.00358333333333
DNAJC19	-0.9548
TOP1	1.45375
CRCT1	-0.077875
MPST	0.280875
DPM2	-0.203625
FAM38B	-2.30333333333333
SLC18A1	-2.55433333333333
FARP1	0.826333333333333
PAX7	0.1915
TUBD1	-1.564
GNL3	-0.01475
BTG2	0.3082
NDUFS6	-0.738
C1orf79	-1.606
ERAL1	-0.216
ECHS1	0.49825
VPS4A	-0.367666666666667
CYP11A1	-0.936375
ABCC6	-1.26814285714286
PBX4	-1.397
MOSC1	-0.064875
NCF4	0.5995
HYMAI	0.5625
NAGPA	-0.019375
OTOP2	0.11775
ACOT12	-0.25575
MTHFD2L	-1.7875
LOC441376	6.401
C19orf34	-0.4045
RAB1B	-0.10475
ALDOAP2	1.1065
NTRK1	-1.10733333333333
ARTS-1	0.3687
SLC6A11	-1.3445
NAP1L2	-0.80775
CNGB1	0.3675
EPB41L4B	-0.02425
FAM134B	1.286
HS3ST3A1	-0.605833333333333
CPXM2	4.501
SIRPB2	0.321
CHORDC1	-0.143833333333333
TRIB3	-0.419166666666667
SLC2A5	1.27575
C2orf49	-0.5825
DDX5	-0.349
OR5L1	1.353
ANAPC4	-0.772833333333333
ZSWIM1	0.56275
LOC93622	0.013
KCNK3	2.329
RP11-35N6.1	-2.128
ZFP161	-0.526166666666667
AQP9	5.68125
SLC15A2	-0.643166666666667
MREG	0.833833333333333
OR9I1	0.55
PDLIM2	0.0578571428571429
ADAM7	0.088
GSTCD	0.470333333333333
WDR21A	1.559
SLC12A8	1.71416666666667
TMEM174	-0.06075
IGSF3	1.31608333333333
LRRN1	0.4385
LOC402117	-0.5475
SRPK1	-1.09666666666667
LY6K	0.65975
NFIA	2.5575
PTCD3	-0.601
LEP	2.529
PCDH21	-1.03383333333333
MAPKAPK2	0.999928571428571
NMNAT1	-0.815
LHFPL2	1.41825
C9orf43	0.4045
DIP2A	-0.467166666666667
ACTR8	0.184125
CCDC34	-0.4205
PTPN22	-0.5325
ITGA3	-1.151625
FAM129C	1.24375
RABGGTA	0.186
UNC45B	-0.08975
KIAA1033	0.267625
ZNF510	-0.606666666666667
CYP2D6	0.286666666666667
SLC26A10	-2.2035
STX8	-0.1545
LUZP1	0.092
WDR89	0.19
EIF4G3	-0.5253
C5AR1	1.942625
ZNF623	2.2635
A2M	0.5895
TGM7	-0.1245
GRPEL1	0.0203333333333333
LMNB2	-0.9059
ROCK2	0.0906666666666667
SNX16	-0.05575
CCDC66	-0.7325
ANXA3	0.53075
KIAA1609	0.612625
EED	-0.77225
RNF32	0.751833333333333
HES1	0.1256
CLC	1.042
ISL1	-0.487666666666667
KIAA0528	-0.86525
MANEA	-0.140375
C1orf61	-2.537
hCG_2001000	0.5225
RAPGEF6	-0.5264
KIAA0020	-0.710666666666667
NEIL1	0.40175
C16orf45	-1.389875
RBM10	-0.101833333333333
C10orf125	-1.731875
MRS2L	-0.56675
DNAH17	-1.921875
C19orf10	-0.22225
C1orf160	0.36175
SLFN12	1.55175
EXOC3	-0.487666666666667
HIST3H3	0.4135
NCOR2	0.1745
TNFRSF9	1.40425
MFSD8	0.8815
ALX1	-4.0135
NOL1	-0.5475
PODN	3.2095
TIAL1	-1.17425
HIST1H1E	-1.57875
NPY6R	0.362
TM4SF4	0.16775
CORO2A	-0.78625
ETNK2	1.07033333333333
APOE	0.9278
ANGPT4	-0.124
HDGF2	0.1495
G30	0.966
ST8SIA4	-0.1325
F2RL1	1.250875
FAM19A4	-3.75725
CCAR1	-0.75775
B3GNT7	0.2355
OPHN1	-0.3518
DSCR6	3.0775
C21orf13	0.658
GAS2L1	0.562333333333333
RFX3	-0.135666666666667
COPS4	-0.28175
BCHE	-4.624
BCL2	0.125125
HBZ	-2.83966666666667
ARL13B	-0.217625
MAPBPIP	0.560375
MYO15B	-0.404375
SPZ1	0.077
KIAA1324	2.07066666666667
PLCL2	-0.76275
C4orf29	-1.25375
WDFY2	-0.924375
ZNF284	-1.88
NAALADL1	0.336
DUSP5	0.498833333333333
PXDN	0.827375
SLMO1	-1.12525
TNXB	0.683
BIRC7	-0.88475
A4GALT	2.19883333333333
TIMM22	0.70875
FAM110C	0.90625
TOMM34	-0.3865
ABHD9	0.546
ADAM32	1.5875
CRHBP	-0.44875
AQP2	0.541875
LOC130355	0.87525
ZNF187	-0.509833333333333
ZNF816A	1.501
F7	0.4015
CNOT1	-0.3288
SLC13A4	0.22025
ZBTB11	-0.4715
B3GALT5	1.648
EXOC2	0.479166666666667
IRS1	0.677
TMEM1	-0.2665
MRPL34	-0.8885
SAMM50	-0.6015
CDC42EP3	-0.474875
HSF2	-0.7549
MFN2	-0.80775
TSPAN7	-1.84766666666667
NUCB1	0.948916666666667
RHOH	-1.2515
ARL16	-0.698
TACR1	-0.0257500000000001
SFRS5	-0.3515
SNX25	-0.11575
RHBDF1	1.07883333333333
PCDH18	1.3045
HMG1L1	-0.21725
MYO5C	0.07175
MAPK10	1.7755
LDHAL6A	-0.302166666666667
NUDT12	-0.255166666666667
NCAM1	-0.321428571428571
GLIS2	0.846
GGTL4	0.63575
DAPP1	0.19425
ATF7	0.4175
KIAA0748	-0.9275
NFIL3	-0.25775
TM6SF1	0.2648
SEZ6	0.224875
NANOS3	-0.207666666666667
DNAJA3	0.26
CLDN6	-2.8875
CIITA	3.1501
EPHA4	1.99733333333333
FANCC	-1.41275
CMTM3	0.43925
PSG3	0.71675
MRPL15	0.09575
C21orf59	0.443
PLCXD2	-0.24975
C2orf34	0.29275
UBE2L6	1.8245
MED14	0.2248
HP1BP3	-0.8675
C6orf208	-0.7565
TPBG	1.50625
OSR2	2.321375
XPC	-0.353166666666667
KLHL7	-0.390166666666667
CCR3	-0.799
AGTPBP1	-1.09066666666667
PCSK6	-1.0816
STAT5A	-0.8488
FAM18B	0.033
LONRF2	-0.0331666666666667
PTPN2	-0.78225
SF3A3	-0.353666666666667
EFCBP2	-0.19825
HCFC1	-0.572833333333333
AHNAK	0.65545
ACTR5	0.61475
KIF14	-2.51171428571429
TENC1	0.42475
HEATR5B	0.694
YIPF2	0.613666666666667
MYEOV2	1.22033333333333
DUSP18	1.3635
KIAA1012	-0.3095
AHR	0.530666666666667
C17orf53	-1.09083333333333
PTPRH	-2.45675
ATP6V1C1	2.1271
TAS2R3	0.7045
LOC440356	1.91975
COQ10B	0.5435
PSMF1	0.969666666666667
SORBS2	1.72933333333333
NFE2L2	-0.25725
TMCO7	-0.9265
SH3PXD2A	-0.2404
SH2D2A	-0.51425
SPINK5	-0.24225
MRPS24	-0.846
OPA3	0.6305
TRAF7	0.6975
C4orf35	0.0941666666666667
MT1G	-1.331625
MGC39545	-0.35825
HS1BP3	0.0667
OR2B2	0.232
CHRM4	-0.23
SFRP2	2.83625
RIC3	-0.847
ART1	-0.0805
C6orf1	0.1825
DUS4L	-1.449
C10orf104	-0.085
TNFAIP6	2.81375
RTEL1	1.65025
CCT4	-0.4886
ZNF709	-0.38825
CHMP6	-0.101333333333333
UPP2	0.14375
CYP19A1	-0.731875
CD151	0.2505
NDUFA13	-0.5905
ARFRP1	1.3625
FAM26B	0.55125
CRYBA1	-1.2995
MRPL41	-0.7215
NPFFR2	0.091625
HRH2	0.0375
SCAMP3	0.0576666666666667
MTMR6	0.755
MTG1	-1.18666666666667
UBTD1	2.0185
CRABP1	-1.9385
FLJ33790	1.2678
KIAA1908	-1.0705
GPR158	3.3005
PACSIN3	0.156
OMD	2.64
CATSPER1	-0.3155
HOXB8	-0.7645
FBXO46	1.8135
OAS1	1.93083333333333
SVIL	0.279
PHB2	-0.643
ADCY3	-1.196
NDRG2	1.14266666666667
ERMAP	0.4466
APBA2	-1.991
IGSF9	2.39125
WNT6	0.403714285714286
MYCBPAP	-0.98175
ATP2B2	-0.1003
CPVL	-0.7648
TRAM2	-1.10383333333333
NOP5/NOP58	-0.217
ZNRF4	0.25375
TLK1	-0.175625
MTMR12	0.174428571428571
ZNF384	-0.314333333333333
FAM9B	-3.70625
RPN1	0.3622
PMVK	0.5395
EIF3D	-0.0615
SIX2	-0.5835
HPS1	-0.247071428571429
RNF7	-0.08275
PSKH2	0.288
KCTD13	0.867333333333333
CSMD3	-0.4492
FBF1	-0.2685
IL8	-4.17775
SERPINB13	0.243090909090909
FBXL20	-0.58825
BLR1	0.66525
SH2B1	-0.009
RFNG	0.005625
RAB20	2.09116666666667
RBM7	-0.21925
POLR1A	-0.325166666666667
TMPRSS4	-0.8365
TAF9	-0.7825
TERF2	-0.142833333333333
TNFRSF1A	1.15333333333333
ACADVL	0.198
GTF2H5	0.0315
EDG8	0.781
C9orf140	-1.1615
UST6	0.205
ZBTB8OS	-1.17075
ZNF710	2.108
GPR174	-1.9675
ATP6V0A2	-0.23925
KIAA0319L	-0.931916666666667
XKRX	-0.4005
DOPEY2	2.3226
SDHD	-0.67725
SUMF1	2.449
OSM	3.315
OPN3	-0.23025
DAGLB	0.2355
PPFIBP1	0.2011
TRIM63	-1.1845
C10orf53	0.4335
LYPD3	1.35333333333333
BCL7A	0.59125
AGER	-1.3935
TCF19	-1.42325
SAT2	-0.59225
PFTK1	-0.310166666666667
GABRE	-1.040875
C15orf38	1.6721
FIS1	-0.243
KCNV2	0.05025
CLPS	2.10925
PPCDC	-0.772375
FOXN2	0.737666666666667
NT5E	-2.8281
CD83	1.112
IL18	-0.8
VPS16	0.8275
IGFBP2	0.923666666666667
NOTCH2	0.71975
SIGLEC1	3.76425
CD93	5.3225
SULF2	0.6685
CEP164	0.183125
P53AIP1	-0.168333333333333
TOR2A	-0.105
ZNF136	0.1765
MGP	3.2715
CCDC144A	-0.602666666666667
TRPC1	-1.398
SMS	0.703
MAPK7	0.00983333333333334
RRAGC	1.572
PARD6A	-0.307
NUB1	0.587833333333333
SYNGR4	0.636
OR11H12	0.5585
WIF1	1.948
GCH1	0.7755
OR11H4	0.35
SLC44A5	2.1425
GPRIN2	0.422333333333333
LOC401431	0.55375
CPA4	-2.4896
MELK	-1.97311111111111
IL15RA	0.1265
CUL3	0.154125
HMBOX1	-0.04825
PODXL	-2.92625
CCT6B	1.0415
COMTD1	0.19625
MUC20	0.9755
GPX2	-3.038875
ITK	-0.74775
FBXL5	1.866
C13orf27	-1.6715
DEFA5	0.274
TRHDE	0.142
MTP18	-0.703333333333333
UQCRQ	0.2797
ITGB2	1.68725
CSRP2BP	0.82725
TAS2R44	0.5325
PHPT1	-0.484125
FAM44C	-0.3285
ERH	0.35375
MPHOSPH1	-1.93666666666667
MORC1	-0.362
PARVB	-0.96075
LAMA1	-1.664
PGBD3	-0.399
GIMAP6	3.83975
AREG	-1.3105
LIPT1	-0.709
MGC99813	0.742
C1orf201	0.182333333333333
GRIN2A	-1.5462
MAN2C1	-0.533625
NSUN5	-0.4885
SF3B5	0.28425
MYC	-0.861375
NRXN1	-1.0157
ZNF18	0.04525
SPDYA	-0.861875
SLC37A1	1.4025
DECR2	0.07525
ANKRD38	1.12485714285714
SPTLC3	0.653
SUPT16H	-0.453625
DTWD2	1.32725
ULBP1	-0.485
ZADH1	-0.0251666666666667
OIP5	-2.3765
IL10RB	-0.00633333333333333
OTUB2	0.89375
VWA3A	0.858
SPIC	0.504833333333333
OR6C4	0.0855
PSCD4	1.03183333333333
DPY19L2P2	-1.1375
TRAPPC6A	1.78333333333333
C21orf2	-0.0984999999999999
CEMP1	1.21775
LIN7B	1.1005
E2F7	-0.751166666666667
VCP	-0.1240625
LAMA3	0.3905
BGN	2.327
GPR160	0.8945
COCH	-3.64233333333333
GPR81	1.56533333333333
APOBEC3F	-1.633
tcag7.1017	-0.9745
C1orf32	0.2335
SCGB1D2	5.23275
FLJ43987	-0.0195
C6orf170	0.4345
KLK9	0.545
GPD1L	1.1395
VPS37B	1.418
ATG3	-0.55
ADAMTS17	0.7315
KLHDC2	-0.407666666666667
NDUFV2	-0.81725
BLK	-1.9735
MATN4	-1.1285
GPM6A	0.242875
GBP4	3.48716666666667
TMEM162	0.601666666666667
PKP2	1.1085
HRASLS	1.24966666666667
MMP1	-1.279
SFXN3	-0.3371
FSD1	-1.8315
ST6GALNAC3	-2.739
CA12	3.2159
NCOA6	1.129
C19orf58	-0.239
PPP4R1	0.00100000000000001
MAN1A2	0.7035
IKBKAP	-1.8195
UPF1	-0.176
KIAA1219	1.00025
WNT16	0.4315
SNW1	-0.23525
IL18RAP	3.09975
RPP30	-0.650125
CDC40	0.254142857142857
SETD3	0.308
SLAMF6	0.30775
ELK4	-0.4045
TRIM47	0.327166666666667
ACOX3	2.85075
TRIM6	0.13875
KIAA0372	-0.865666666666666
TP53AP1	0.122125
SMURF2	-0.7745
ADAD1	0.2445
EBP	-1.3793
KRTAP13-2	-0.1615
FLJ36874	-0.366833333333333
TOR1A	-0.445166666666667
P2RY4	1.1085
GPBP1	0.398
TRPV1	0.192875
ADAMTS12	0.765166666666667
PES1	-0.1471
ATG4A	0.3225
MAGEA10	-4.15125
WFS1	1.99475
CC2D1B	0.2372
PABPN1	0.070375
SLC25A30	0.20125
SLCO1C1	-0.514166666666667
SLC22A5	1.27225
KIF23	-1.84966666666667
SYN2	-0.485333333333333
ASPN	8.119
CENTG2	0.422
QSOX2	-2.0098
FLJ10815	-0.155166666666667
STK24	-0.027875
SPEG	0.0567
STK10	0.316666666666667
DACT2	-1.502
AAAS	-0.12225
SSX3	-1.733875
ABCD3	1.8929
C4orf12	-0.366375
PARVG	0.912833333333333
FIG4	1.38
C9orf46	0.48325
TMCO6	-0.7155
IGHMBP2	-0.23775
DUS2L	-0.0325
FAM3C	-0.284875
TMEM16D	-2.56225
DCTN4	0.51525
KCNH3	1.4635
EIF2AK2	0.962
AP1S3	0.49975
CST4	0.1735
PAM	-0.1661875
NUTF2	-0.18825
CITED2	0.0337
SLC39A4	1.32775
C2orf52	-0.8095
GRM3	-0.25975
C12orf49	0.583
CCDC49	-0.2483
GRAMD1B	-1.423
FNDC4	0.93325
SIAH2	0.535125
GDPD4	-0.652
C21orf87	0.463125
ATP5A1	-1.20666666666667
C16orf63	-0.233
LOC388135	-0.787666666666667
ATP5J2	-0.4515
MMP3	-0.12475
EMID2	-0.417
CRHR1	0.376
WDR70	-0.57525
C13orf31	1.62625
ZFAND1	-0.67825
CCL18	4.51033333333333
C3orf49	0.435
RINT1	-0.3255
KIAA0408	-1.88133333333333
F13A1	4.592
SLC10A1	-0.082
OGN	2.068
GIPC2	-1.64283333333333
XPO6	-0.173166666666667
LCE1A	1.4595
FMR1	0.8036
LOC374920	-0.1345
DUSP3	0.426375
ANKMY1	0.77875
C7orf50	0.3885
BBS9	0.1434
UNC119B	-0.540875
C9orf72	-0.513875
MGC35440	-0.2215
ENTPD6	0.67375
PPP1R2P9	0.44875
ERCC4	0.5835
FAHD2B	-0.465
HMHA1	0.3435
HACL1	-0.7385
RAD23A	-0.847333333333333
FAM83B	-0.997
PPP5C	0.011
RNASEH2C	-0.315125
C9orf153	-1.2175
SCAMP4	1.3475
GHITM	0.5143
NDUFB7	-0.399875
ADCYAP1	1.41416666666667
SP110	1.74033333333333
MAP3K7IP2	0.74825
DHH	-0.076
AGRN	0.722357142857143
WDR33	-0.117166666666667
CEP290	-0.065
PRPS1L1	-1.012
KLRA1	-1.4455
GPR97	-0.266
CHD7	0.302166666666667
TLR10	1.29125
SLC30A8	4.3415
HIC1	1.54733333333333
IAPP	0.23
RXFP4	0.1065
GP1BB	1.27425
SHQ1	0.3385
NKX2-3	0.3275
API5	0.418
FTHP1	-0.014
MOV10L1	-0.3975
TRIM6-TRIM34	2.61383333333333
ADHFE1	0.136
FAM117A	-1.38125
DDI1	0.411
CDON	0.00183333333333332
TRIM73	-0.816
IGKC	4.638
MMP14	0.526083333333333
DYNC1LI1	-0.248
C11orf66	2.688
TRBV3-1	-1.264
FASTKD5	1.07325
BIVM	-3.463
LHX4	-0.441
CXCL2	-0.5601
RAB2B	-0.903
IZUMO1	-0.92875
MAP3K15	-2.589875
FAM19A2	-0.2545
ZC3H8	-0.593666666666667
ZMAT1	0.924875
SPINK5L3	-3.04066666666667
SLC10A6	0.57
APPL2	-0.160875
CARD10	-0.280333333333333
LOC402176	-0.699625
EEF1D	2.1097
RAB6A	1.1391
C12orf5	0.055
PAPOLG	0.41975
MSRB2	1.25075
BCR	1.01372222222222
PUS3	0.49325
TIAM2	-0.359
ZNF317	0.419833333333333
CHD2	0.200785714285714
FZD5	-1.93045454545455
NUDT8	-2.7135
ZNF763	-0.912
PRC1	-1.56633333333333
ABCB9	1.79333333333333
SPATA3	0.34375
TRAK2	0.1695
STAB1	3.011625
LRRTM2	-0.111333333333333
psiTPTE22	1.358
DBI	0.47775
SERPINA11	-1.9745
NAT5	1.157
C20orf58	-1.98025
RPS6KA4	0.290333333333333
FLJ90650	-0.83375
TGFBRAP1	-0.01
CHRDL2	2.369
FAHD2A	-1.1085
CNTN1	0.205
BBS4	-0.2488
TMEM181	-0.16225
MINPP1	-0.511
MPHOSPH6	-1.73625
HOXC10	2.3018
ITPKB	0.136625
CLPTM1L	0.0285
MEOX2	-0.485333333333333
ATP6V0C	1.2205
PRPF8	0.0545
TMC5	2.53425
FKBP3	-0.957
PLEKHB2	-0.199125
OR4D6	0.272
ZNF544	-0.2219
D2HGDH	-0.01075
RPL18A	-0.8993
HEL308	-0.625125
MPP6	-2.59025
TCERG1	-1.3565
KRT16	-0.395
KLF17	-0.865
KLF5	0.311125
CDR1	2.263625
VCX3A	-0.231
FBLN2	1.934375
C14orf104	-0.4215
HBE1	-4.7688
OR4S2	0.664
C1orf108	-0.0595
ROBO4	3.42716666666667
CPEB4	0.6235
C11orf80	0.544666666666667
BCKDHA	1.373
MYOC	0.97125
GIF	0.222
CKMT1A	0.6375
RPL3	-0.1966
THBS1	3.34075
APOO	-1.29925
ARMCX1	-0.716
HSZFP36	0.71125
SNAPC5	-1.198
EIF4ENIF1	0.68925
ZNF433	-0.25025
TNFRSF21	-0.419125
TMPRSS7	-0.097
SPATA18	0.8823
HPDL	-1.653
MKL2	1.3304
TBX3	-0.707846153846154
C21orf93	0.606166666666667
DAXX	-0.014
ELMO1	-0.306125
RGS13	2.43816666666667
TAF11	-0.481
UNC13A	-2.33575
LOC653314	-0.2285
ORC3L	-0.67025
IMAA	-2.2475
TARBP2	-0.006
CABIN1	-0.2222
TRIOBP	0.011625
HIST1H2AC	-0.438
RGS22	-2.45566666666667
NCOA1	0.891666666666667
IL25	0.617
SNCG	3.1375
GPR6	0.6425
AMDHD1	-0.899
CHEK2	-1.079125
C6orf142	1.51375
DRD4	0.828
C14orf68	-1.2105
GDF11	-1.30175
SEMG2	-0.479
CD247	-0.667
CDAN1	-0.12175
RBMX2	-0.0265
TGS1	-0.31975
OIT3	-0.19875
SYF2	-0.47525
MCM4	-1.503125
PKHD1L1	-0.182125
CEP192	-1.594
IFT88	1.385
RPL9	-0.169928571428571
RAB32	-0.803125
DDX43	-2.60625
P2RX2	0.858
OR5D18	-0.1395
UBE1	0.284666666666667
SLC24A1	-0.104625
ARHGAP5	0.3225
CETP	-0.9905
KIAA1731	-0.922166666666667
SLC9A4	0.4575
PTPN6	1.193
BAHD1	0.75375
GRIK3	1.771
CACNB2	-1.1397
PDE10A	-1.187
DGCR14	-0.11725
PCDHB9	-0.503
RHOQ	0.3945
MAP3K4	-0.158
KTI12	1.0225
RPL23AP13	-2.5365
GNG11	-1.2905
CLCN3	1.03633333333333
GPAM	-0.769625
VSTM2A	2.7935
SLAMF7	2.70333333333333
INTS2	-1.36825
PPP2CA	0.5421
LRP12	0.668933333333333
SEC14L2	0.748222222222222
DKFZP586H2123	2.77225
MC3R	-0.414
CIRH1A	-1.20533333333333
HIST1H2AB	0.00233333333333334
POLH	-1.246875
MGC16703	-1.6425
SNAPC2	0.184
FILIP1L	0.35125
RASGRP4	0.233
LRRC1	1.83975
GAS1	0.83475
PRAC	-1.27725
DGKA	-0.644166666666667
NT5C3	-0.50775
PEG3	2.364
NADK	-0.6405
PRR17	1.03275
LOC374569	-0.3735
SGSH	0.401833333333333
NLRP8	-0.75
GALT	-0.3856
MCF2	-1.89
ZNF263	1.48625
TACSTD1	1.317
TYR	-6.5696
ATP6AP2	0.77125
RNUXA	0.3035
ABHD10	-0.414888888888889
GDPD2	-1.24475
SLC35C1	1.181
UBE2A	0.296875
HERC5	0.0716666666666667
FAM112B	-0.761166666666667
FBXL16	0.80525
DKFZP434A0131	-1.02625
ELA3A	-2.6775
RBM41	-1.209875
HAO2	0.02475
RNH1	0.55625
SHANK2	0.975
OSBP2	-1.634875
DAK	0.039
C3orf58	0.71575
TCL1B	-0.128
KBTBD2	-0.078125
SUGT1L1	0.1155
UBE2E2	1.16066666666667
MYL9	2.933875
CDC23	-0.309166666666667
PBXIP1	1.4531
CXorf40B	1.4085
NBL1	0.93225
RTBDN	0.4605
RAB11FIP5	1.031375
TTTY13	-0.417
SCOTIN	1.07375
SOHLH1	-0.3025
CDKN1A	0.427642857142857
NCK1	-0.36975
ZNF550	0.4295
SAPS3	0.550583333333333
SPIN3	0.541666666666667
MAGEE2	-0.261
MIS12	-0.654
OR8H2	0.2485
KIAA0774	-2.41566666666667
UNC5D	-3.544
CUL7	-0.998
LIPC	-3.418
DIO1	1.10075
C20orf11	2.3772
CTRL	-0.6305
HS3ST2	2.38
PAK4	1.29883333333333
CCRL1	4.88775
RNF10	0.608
ZNF567	-0.7505
ZNF660	-0.966
TCEAL3	0.63
MAGOH	1.17216666666667
CENPB	0.844166666666667
C19orf7	0.698375
LOC388965	0.20475
ZCCHC13	0.626
JMJD1A	-1.1067
HIST1H4H	-1.066
TBRG1	-1.1786
GPC3	-4.19425
TAF1C	-0.915375
EBNA1BP2	0.188166666666667
CIAPIN1	-0.30625
PDGFRA	-0.481444444444444
CSTB	-0.1825
CENPI	-2.08683333333333
GTF2E2	-0.0443333333333333
RPP21	-0.25675
CCNF	0.0898333333333333
KCNQ3	0.8725
FAM79A	0.8655
SLC22A12	1.028
NOVA1	-1.0255
FZD3	1.1384
AKAP8	-0.203
SOCS5	0.461375
CFDP1	-0.9285
DLG5	0.88425
PGM5	0.0471666666666667
C1orf144	-0.0215
HDAC10	-1.392
RND2	-1.41725
C20orf199	-0.19575
RNMT	-0.89675
SLURP1	3.30925
ASTN1	-0.12025
SH3BGR	2.5185
MYCL1	-0.56475
ZHX1	1.68983333333333
CENPK	-2.9585
FOSB	2.2195
LOC643406	0.487125
C2orf59	-0.44225
TMEM135	0.883875
SLC27A2	-3.93725
KRT33A	2.6555
OVOL1	1.50225
PAMCI	-2.8585
S100A7	3.9985
ZNF789	-1.707
HARS2	0.35
RPL23A	-0.494333333333333
TCF23	0.45725
UPF3B	-0.999
C17orf78	-0.655
HLA-DOB	0.586
C14orf142	0.286166666666667
TEKT5	1.772
DMWD	0.6945
POLD1	-1.6235
GSCL	0.793
CALD1	-0.2265
SCRT1	0.637833333333333
AIG1	0.4035
UNC84B	0.17425
ZNF404	-2.228
TMED6	-3.76225
KIAA1462	-0.1435
LRRC27	1.46366666666667
PYGO1	-0.2135
PIGU	0.24
ALAS2	-3.6095
WRNIP1	0.423125
CNNM3	-0.332
ZNF2	0.29025
ST3GAL5	-1.50008333333333
MRPL23	0.14775
TSSK6	-0.458
PSMA6	-0.474
C16orf70	-0.5365
KIAA1602	0.5495
ALMS1	0.477666666666667
DCN	2.16025
TMEM132D	-1.336
SUCLG2	0.28175
ABHD14A	-0.24025
DEXI	0.646833333333333
AMPD2	-1.49916666666667
IFNAR2	0.0655
CYB5A	1.318
TLOC1	-0.08235
NXF5	-0.998666666666667
NRBF2	-0.07375
KCTD3	0.63325
ITGAE	-0.364833333333333
SLC30A3	-2.10466666666667
ZRF1	-0.758
IFRD2	-0.692375
XAB1	-0.12925
PYCR2	-0.921
SERPINB3	-4.037
TMLHE	0.1328
GEFT	-1.082125
ABCA5	-0.86425
EMR4	0.00500000000000005
TSFM	0.283
HIST3H2BB	-1.398
ARHGEF19	-0.46925
TSPAN17	0.121333333333333
ABCC8	0.196
MAP1S	0.195333333333333
C22orf36	1.23625
BNC2	-0.0603571428571429
HIST1H4A	-1.16375
NDUFS3	-0.031
WDR3	-0.947
XKR4	-1.17975
TTC33	-0.595357142857143
STMN2	2.48775
CPN2	-1.28
HSPC105	-1.26125
PCOLCE2	-3.402
C3orf55	1.2625
KLHDC9	2.13433333333333
TBC1D23	0.14275
ATXN2L	-1.05358333333333
MAP2K3	1.29325
SCAP	-0.3225
ZNF486	0.529666666666667
C20orf96	0.5535
NARS	-0.5685
ADAMTSL1	-0.703714285714286
PRCC	0.607
CCDC126	1.4345
ZNF675	-0.7175
CALCOCO1	0.269
ANKRD43	4.99125
CWF19L2	0.0745
ZBTB32	2.02866666666667
BRAF	-0.0415
ODF4	0.4175
MGC14376	1.52416666666667
HORMAD1	-3.27
AAK1	-0.0560833333333333
PEBP1	0.96875
TNFSF5IP1	-0.590166666666667
DKFZp564N2472	-0.21975
RMND1	-0.573125
IGKV1-5	4.92625
COL1A2	2.64233333333333
SERPINA5	-1.2635
AANAT	0.6485
C19orf21	2.22466666666667
GEMIN5	-0.09275
UBR4	-0.3535
LTBP3	0.939166666666667
AMHR2	-2.60833333333333
PROCR	-1.50325
MYBBP1A	-0.145
C20orf39	1.4335
ZNF697	-0.040125
PASK	-0.5157
ZNF776	1.78
RFXDC2	-0.29675
KIAA0467	0.01425
C10orf96	-1.74666666666667
ZNF503	-0.81
GULP1	0.532
KCNE4	-1.03483333333333
DKFZp434K191	0.898625
LOC196913	-0.046
BHLHB4	1.1765
CH25H	1.75775
LOC81691	-1.15516666666667
ALPL	0.132928571428571
COL12A1	2.503125
FOLR3	-1.667
GPR123	0.010875
TRIM62	0.448857142857143
ABLIM1	0.594333333333333
MAST3	-0.813
RHBDD1	0.418666666666667
LOC338809	-0.08
RYBP	1.094
TTC26	-0.05275
ZNF22	-0.0845
ISCA2	-0.10025
