Hybridization REF	TCGA-B6-A0RE-01A-11R-A056-07
ZNF571	0.483
P2RY6	1.97075
TRIM21	0.472666666666667
CADM3	0.273
NLRC5	0.61
ADRA2B	-0.308333333333333
LOC90835	-1.2825
PCF11	0.058
LOC400451	0.0985
GLTSCR1	0.6161
C17orf88	-0.762666666666667
CDH16	-1.8885
FGF7	0.44575
PCSK4	-1.64016666666667
NPC1L1	-1.402
TAT	0.29075
TBCA	0.175
MGC33407	0.1395
GPR115	-0.0755
CYGB	0.0755
FNBP4	-0.493666666666667
C12orf43	-0.46275
CBL	0.000700000000000017
CLECL1	0.49825
PPAPDC1A	1.86325
WDR25	-0.589
SGCA	-0.3965
C22orf29	0.322666666666667
YIPF1	0.50175
GALK2	-0.55075
RAB3B	-2.97283333333333
LOC440087	-0.01425
UCP1	-2.352
REEP5	0.3275
FADD	0.124
FOXA1	-3.686625
CACNA1A	0.146666666666667
ABI1	1.946
GRIN2D	0.80075
SLC1A4	-0.6695
LOC401127	-0.25725
HINT2	-1.15075
PLD4	-0.109333333333333
ZNF286A	0.74675
ENY2	-0.631
IL1F6	-0.157
PXDNL	3.4475
C20orf79	0.224333333333333
TNFSF13B	3.88583333333333
DENND3	0.02875
JARID1D	-3.06
HIST1H2AK	0.4065
LOC93349	-0.5527
SSH1	-0.6624
ENSA	0.655
LOC219854	-0.223166666666667
CKAP2	-0.4181
DKFZP564J102	0.6605
MGC87315	0.3655
HNRPAB	-0.28625
AMH	-1.0555
ZNF526	0.373
BRUNOL5	0.0527
CACNG3	0.0743333333333333
TRPM1	-2.0885
PPP2R1A	0.29875
COL2A1	-0.41375
DDN	-0.142166666666667
FLJ25770	0.626916666666667
HK2	-0.251857142857143
ELOVL6	-1.576125
MDK	-0.18875
EPHX1	1.8365
RASSF2	1.575
DKFZP434B0335	0.484
DLX3	-0.506625
PRTN3	-0.894
AVPR1A	-0.168
C21orf125	-1.8125
TNFAIP8	-1.368
GNB2L1	-0.74975
CALCRL	1.371
SCGB2A2	8.10666666666667
UBXD7	-0.08925
ZNF674	-0.2775
TMEM35	-0.063625
BRSK2	1.10975
HECTD3	0.890666666666667
TMEM188	-1.18381818181818
LGALS9	1.495
SCARB2	0.48325
USP34	0.43325
C17orf28	1.08375
ZDHHC23	-0.752
AQP12B	-0.626
SLC16A3	-0.568125
APLP2	1.06475
ITIH2	-6.0765
MICAL3	0.167125
TNNI3K	-0.014
HDAC2	0.81725
PRR7	0.787
THBS2	-0.072625
LOC751071	-0.793166666666667
CA2	1.01833333333333
RANBP17	1.2905
RLN3	0.1445
CRYZ	0.144666666666667
GBAS	0.582833333333333
TAS1R1	-0.686
MPZL3	0.6625
PCDH8	1.7625
HSP90B1	0.0365833333333333
KCNK15	-0.435
TNIP2	0.866
GPR146	-0.27625
NOL6	0.351125
SPC25	-2.162
STEAP2	0.837285714285714
VAMP3	-0.493333333333333
TCIRG1	-0.0165
ZP4	1.05133333333333
PARL	-0.022625
TRIM39	0.1645
KIAA1305	0.98275
CRNN	0.324166666666667
GRN	0.337
HSH2D	-1.3405
SCAMP1	0.6745625
KIAA1913	1.919
PTS	0.0695
BANP	0.470714285714286
PRKACG	0.1195
ADCY6	0.477833333333333
C16orf46	-0.7815
CYP51A1	0.141125
DDC	-1.902
ANPEP	-0.436666666666667
PROM1	4.24833333333333
SIGLEC10	1.9795
COPG	0.6925
FAM26E	1.18925
TRIP4	0.206
SNX3	0.555333333333333
C1orf175	0.2495
PPY2	-0.13225
C14orf152	0.1635
FTSJ1	0.0726666666666667
DST	0.31445
LOC554235	0.3175
GLRX5	-0.52675
C20orf12	2.0505
CAB39	0.0998333333333333
MSH2	-0.614833333333333
PIP4K2C	0.896625
CYLD	0.60775
WTAP	-0.796375
MGAT4A	0.428333333333333
TSC22D4	0.2221
CHRM2	-0.147
PPYR1	0.195666666666667
CCNH	-0.9765
RRM1	-0.8345
ECAT8	3.02525
LOC400120	0.4755
GABRA4	-0.454875
C14orf4	0.255666666666667
C1orf59	-0.32
CTDSPL	0.79525
NHEDC2	-0.432
PDE11A	-1.945125
KLHL29	0.638
CD5	-1.7568
TSPAN9	1.4143125
WDR67	-0.62225
THUMPD1	-0.4051
C18orf17	-0.339
CLYBL	-0.275
FLJ13231	0.305875
CMBL	-2.67375
LECT2	-0.06475
NKAPL	1.00783333333333
LOC654780	0.392
OR4C6	0.6755
RAB30	-0.739
TSSK4	-0.813
TMEM163	3.547
OSBPL11	0.0475833333333333
GNB5	-0.693333333333333
CCL21	0.76175
C1orf121	0.556666666666667
FMO2	3.17766666666667
RPTN	0.087
MSTN	-0.335
VCL	0.398714285714286
FYTTD1	0.20975
C11orf1	-0.68
CCDC88C	0.1573125
HFE	-0.767722222222222
MOGAT1	0.654
FAM125B	0.675166666666667
IRGQ	0.6715
RAVER2	1.134
AKAP5	-1.5815
SSSCA1	-0.25925
C11orf63	0.844625
ACTG2	1.7168
PORCN	-1.408
DTL	-1.07245454545455
TMEM151	0.69375
FAM122C	-0.7955
RSAD2	3.6416
BAT4	-0.8435
KRTDAP	-0.793333333333333
MYH8	0.238375
CRTC3	0.0805
LRRFIP2	1.0065
INTS4	-0.754666666666667
TTN	-1.76566666666667
SLC26A5	0.703
PLLP	-2.3365
RGS6	0.354625
SRGAP3	0.132625
ZNF525	0.164
NBR2	-1.2375
C13orf1	-0.0829
ZNF137	-0.286
CEP27	-1.26375
BEST2	0.48
RNF121	-0.54475
DMRTC2	0.58225
C8orf76	0.03075
BCCIP	-0.122875
MEST	0.3285
HTRA2	0.576
ANGPTL2	-0.12725
ILKAP	-0.624333333333333
ERAS	1.5075
HBS1L	-1.33525
CPA5	-0.0005
TMEM30A	0.4825
CD300LF	1.17266666666667
WISP3	6.7515
CRK	1.18314285714286
PDS5A	-0.5167
BRPF3	-0.0138333333333333
NEDD9	-0.180625
SMPDL3B	1.944
PSG6	-1.0965
PSMD13	1.338
ETV5	-1.125
OR51A4	0.266
BTBD7	-0.210166666666667
GSTO1	-1.254
hCG_16001	-0.2515
MAD2L1BP	-0.484666666666667
COX6A2	1.013
SCNN1A	-1.692
LSM1	0.0716666666666667
UGT2B11	-4.14675
IDUA	-0.1145
PPP2R3C	-0.910333333333333
COX11	-1.063
PDZK1	-4.7655
ZNF443	0.610166666666667
MGC21874	0.569666666666667
ZNF323	1.5084
KRTAP10-10	0.021
CXCL6	-0.47075
SLC34A2	3.938
LOC284402	-0.222
NPTN	-0.237666666666667
UPP1	-0.172583333333333
SLC6A9	0.3435
OR7G3	0.36175
CISD1	-0.283333333333333
ZNF545	0.276833333333333
SYT14	0.3755
NT5C3L	0.189
ZNHIT3	-1.16666666666667
SNRPD3	0.1495
KIAA0701	-0.321
UNC93B1	0.222166666666667
GMNN	-2.41575
SPCS2	0.0775
LOC388524	0.2355
NAPRT1	0.043375
PNLIPRP1	-0.10825
OR6V1	0.6995
PRKAB1	-1.14625
EYA4	-3.44233333333333
KIF20A	-0.89375
ALG10	-0.46825
ITPKC	1.019
LMX1B	1.06666666666667
RPUSD4	-0.1535
C7orf34	-0.189833333333333
DLGAP2	0.236571428571429
PFN1	0.0505
MICALL2	0.446666666666667
ZNF654	0.456
SS18L1	-0.7415
SLC16A8	0.09275
MKI67IP	0.288166666666667
ITGB3	-0.609125
TCEA3	0.26475
CEP152	-1.4818125
CLIP1	1.559375
ZNF75	0.301875
ATP5C1	1.0635
NUDT5	1.07383333333333
PSCDBP	-0.146
UBP1	0.00575000000000001
RBM27	-0.24175
C13orf15	2.778625
ZNF282	0.349166666666667
ZNF222	-0.3206
COL10A1	5.86825
PRDM15	-0.718125
TTTY5	0.056
FAM9C	-0.277166666666667
C20orf67	0.30775
GNG13	0.1935
F12	0.134
C1orf41	-0.7325
CPXCR1	0.25
GSK3A	0.119125
SUPT6H	0.257166666666667
PI16	-1.79016666666667
ELL2	-1.35008333333333
C9orf167	-2.42333333333333
PVRL3	-1.0192
FLJ38596	0.2885
ADAM20	-0.5415
GPR89A	0.635
GPR87	2.3915
ZNF30	0.136
SMR3B	0.76775
ZNF770	0.173
TRPC4AP	-0.209333333333333
DKFZP686E2158	0.2535
C2orf28	-0.432
FREM1	-3.19716666666667
LAMA4	-0.135
ADPRHL2	0.31625
EIF4G2	0.787333333333333
GUCA1A	-0.0025
CTNNA2	-1.33825
NUDT15	-0.673166666666667
CEPT1	-1.413
ZNFX1	0.0923
CCDC92	1.0095
TDRD1	-0.0095
KCNK5	0.941333333333333
ETNK1	-0.379
LTA	0.61
TTPA	0.5225
B3GALNT2	1.035625
SC65	-0.3745
PEX5L	-1.447875
EPS15L1	0.81425
MGEA5	-0.7155
HIST1H3A	0.38275
ING1	0.78575
BCAT1	-2.9285
ORC6L	-2.49709090909091
KLK11	-1.61816666666667
C19orf28	0.7035
DNER	-1.651375
MED22	-1.00528571428571
ETV6	2.87533333333333
CHAC2	-0.94775
CD300E	0.4585
CEBPB	1.65283333333333
ZNF398	0.00675000000000001
LRCH3	0.113
HMGA1	-0.122666666666667
CAPN7	-0.180166666666667
MGC5566	-3.141
CCL3	2.53575
NANOS1	0.049125
ZFYVE19	-0.4755
APITD1	-1.087
PARD3	0.283875
IRAK4	-0.406
SERPINI2	-0.169
CEP170L	-0.27625
TTC9	2.3305
MYOM3	-1.62675
MLPH	-1.9975
LOC222699	-0.136
NRG1	-0.470833333333333
TBC1D9	-1.34718181818182
TTK	-0.498666666666667
ZNF557	0.0439
DDX41	0.0756666666666667
FANK1	1.5115
UBE2D2	-0.20925
PSMB10	-0.2135
MYH7B	-1.3775
GABARAPL2	-0.606625
MARVELD2	1.57066666666667
DGCR2	0.466
UNC45A	-0.103
C6orf72	-0.12
ZNF683	3.46625
GIT2	-0.455875
CASK	2.32266666666667
C14orf161	1.88866666666667
LRRC44	-0.2185
TIFA	0.453625
UTP11L	-0.000125000000000007
C6orf65	-0.6475
FDPS	0.30275
DUSP9	-1.7809
SLC17A8	0.753
OR51G1	0.082
NANS	-0.52725
OLFML1	1.04675
ATP10B	-0.58375
NPAS3	0.92475
PRKCA	-0.4214
GGA2	-0.4204375
LCE4A	0.425
SPANXN3	0.35975
CCDC115	0.863125
SDCCAG3	-1.1705
GLIPR1L1	0.19875
TTC1	0.065
C17orf76	-1.161
MAD2L2	-0.636
HIPK1	-1.0345
LRRC3B	-0.237333333333333
CLN3	-0.672136363636364
C17orf47	-0.351
FMN2	-3.483625
TUBB1	-2.335875
WAPAL	0.0413333333333333
C3orf21	-0.203375
SCN5A	-0.4489
SMYD1	1.0725
BEX5	2.365
ZNF192	0.1615
SEC22A	0.122666666666667
GRIA2	0.379214285714286
KIAA0825	-2.29975
NUSAP1	-1.99790909090909
LANCL1	-0.315
C15orf40	-1.789
ZNF645	0.30475
GPR61	0.04225
NLRP14	-0.3135
SNX21	-0.3024
C1QTNF8	0.2295
C17orf46	0.286
IFNA8	0.6665
SPRR1B	2.2285
FLRT1	-0.332
SNX17	-0.2485
ASB2	-1.035
HBG1	-6.2475
RPRML	-1.0235
JOSD2	0.236666666666667
PLSCR3	0.3025
SPOCD1	0.0995
RAB39	-0.111
GHRH	-0.201833333333333
ITIH5L	0.10075
C17orf37	0.27525
SMCR8	0.2995
DPY19L2P3	-1.13566666666667
IL11RA	-0.770333333333333
GDF3	-4.07866666666667
RPS6KB1	-0.258916666666667
DNAJC19	-0.2212
TOP1	-0.408
CRCT1	0.198
MPST	0.250875
DPM2	0.3285
FAM38B	-2.7835
SLC18A1	-2.58066666666667
FARP1	0.859833333333333
PAX7	0.17775
TUBD1	-0.942
GNL3	0.406125
BTG2	0.154066666666667
NDUFS6	0.06075
C1orf79	-0.972
ERAL1	0.4865
ECHS1	0.57625
VPS4A	-0.0641666666666667
CYP11A1	-0.31275
ABCC6	-2.827
PBX4	-0.485
MOSC1	-1.064625
NCF4	0.44575
HYMAI	0.881
NAGPA	-0.2615
OTOP2	-0.02175
ACOT12	-0.17075
MTHFD2L	-1.219125
LOC441376	3.2825
C19orf34	0.4755
RAB1B	-0.5945
ALDOAP2	-1.383
NTRK1	-2.25116666666667
ARTS-1	-1.0361
SLC6A11	0.8875
NAP1L2	-1.653
CNGB1	0.345666666666667
EPB41L4B	0.940416666666667
FAM134B	2.108
HS3ST3A1	-1.23633333333333
CPXM2	5.6155
SIRPB2	0.5235
CHORDC1	0.00266666666666665
TRIB3	-0.573166666666667
SLC2A5	0.95775
C2orf49	-0.185166666666667
DDX5	0.50425
OR5L1	0.728
ANAPC4	-0.537166666666667
ZSWIM1	0.0795
LOC93622	-0.754875
KCNK3	-0.2322
RP11-35N6.1	-2.5
ZFP161	0.3395
AQP9	5.02075
SLC15A2	0.0145
MREG	0.122
OR9I1	0.352
PDLIM2	0.103
ADAM7	0.5795
GSTCD	-0.613
WDR21A	0.06875
SLC12A8	2.8875
TMEM174	0.14375
IGSF3	0.8735
LRRN1	2.7745
LOC402117	-0.79425
SRPK1	0.144166666666667
LY6K	1.8253125
NFIA	-0.975
PTCD3	-0.238375
LEP	1.046
PCDH21	-0.826333333333333
MAPKAPK2	1.20864285714286
NMNAT1	-1.177
LHFPL2	1.495875
C9orf43	0.398
DIP2A	0.417666666666667
ACTR8	0.72775
CCDC34	-0.18975
PTPN22	-1.570625
ITGA3	-0.984875
FAM129C	0.00524999999999998
RABGGTA	0.337166666666667
UNC45B	-0.34525
KIAA1033	0.058625
ZNF510	-0.576833333333333
CYP2D6	-0.780333333333333
SLC26A10	-1.874
STX8	-0.243
LUZP1	0.219875
WDR89	-0.0703333333333333
EIF4G3	-0.3372
C5AR1	1.322875
ZNF623	0.51
A2M	-0.44025
TGM7	0.73
GRPEL1	-0.365666666666667
LMNB2	0.3646
ROCK2	0.571666666666667
SNX16	1.036875
CCDC66	0.0745
ANXA3	1.48625
KIAA1609	0.880625
EED	-0.9395
RNF32	-0.535333333333333
HES1	1.3873
CLC	-0.386
ISL1	-0.2465
KIAA0528	-0.49325
MANEA	0.29275
C1orf61	-1.5045
hCG_2001000	0.27525
RAPGEF6	-0.9805
KIAA0020	1.41333333333333
NEIL1	0.00325
C16orf45	-2.63225
RBM10	0.243
C10orf125	-0.2155
MRS2L	-0.1415
DNAH17	0.90225
C19orf10	-0.268
C1orf160	0.104
SLFN12	-0.5525
EXOC3	0.742666666666667
HIST3H3	0.4505
NCOR2	0.0126666666666667
TNFRSF9	0.5155
MFSD8	0.41775
ALX1	-1.74633333333333
NOL1	0.105
PODN	2.56375
TIAL1	-0.85675
HIST1H1E	-0.88575
NPY6R	0.27525
TM4SF4	0.03825
CORO2A	-0.374
ETNK2	0.628833333333333
APOE	0.2881
ANGPT4	0.424
HDGF2	0.45225
G30	-0.1615
ST8SIA4	-1.137875
F2RL1	0.967
FAM19A4	-2.461
CCAR1	-0.31825
B3GNT7	0.41475
OPHN1	0.1329
DSCR6	-0.322
C21orf13	-0.600166666666667
GAS2L1	0.368083333333333
RFX3	0.163333333333333
COPS4	-1.208375
BCHE	-5.723
BCL2	-0.499
HBZ	-3.57266666666667
ARL13B	0.707375
MAPBPIP	0.3465
MYO15B	-1.29725
SPZ1	0.946
KIAA1324	0.0634444444444445
PLCL2	-0.66325
C4orf29	-1.795
WDFY2	0.377375
ZNF284	-0.2645
NAALADL1	-0.1165
DUSP5	-0.941166666666667
PXDN	1.32
SLMO1	0.753
TNXB	0.2709
BIRC7	-0.531
A4GALT	0.5655
TIMM22	1.15875
FAM110C	1.0805
TOMM34	0.254875
ABHD9	1.8835
ADAM32	2.37
CRHBP	-1.78925
AQP2	0.422875
LOC130355	0.93
ZNF187	-0.8385
ZNF816A	0.189
F7	-1.33025
CNOT1	-0.4323
SLC13A4	-0.79025
ZBTB11	-0.64
B3GALT5	-0.04
EXOC2	0.480333333333333
IRS1	-0.2668
TMEM1	0.284166666666667
MRPL34	-0.0543333333333333
SAMM50	-0.19325
CDC42EP3	0.073125
HSF2	-0.8351
MFN2	-0.963
TSPAN7	-2.8885
NUCB1	0.61725
RHOH	-3.66375
ARL16	0.116
TACR1	0.3515
SFRS5	-1.662
SNX25	-0.39275
RHBDF1	0.510666666666667
PCDH18	1.19233333333333
HMG1L1	-0.442
MYO5C	-0.49975
MAPK10	0.3875
LDHAL6A	-0.5484
NUDT12	-0.2224
NCAM1	-0.328625
GLIS2	0.529
GGTL4	0.72175
DAPP1	1.192
ATF7	0.275875
KIAA0748	-1.8205
NFIL3	0.75325
TM6SF1	-0.0756
SEZ6	0.03675
NANOS3	0.286166666666667
DNAJA3	-0.412
CLDN6	-2.15
CIITA	2.0105
EPHA4	0.288916666666667
FANCC	0.349
CMTM3	0.099625
PSG3	-0.6575
MRPL15	0.73825
C21orf59	0.0305
PLCXD2	-0.30375
C2orf34	1.0795
UBE2L6	0.351875
MED14	0.2765
HP1BP3	-0.4019
C6orf208	-0.0265
TPBG	-0.077
OSR2	-0.199125
XPC	-0.524333333333333
KLHL7	0.765583333333333
CCR3	0.803166666666667
AGTPBP1	0.0678333333333333
PCSK6	-0.453533333333333
STAT5A	-0.2262
FAM18B	-0.0515
LONRF2	-2.752
PTPN2	0.373
SF3A3	-0.2805
EFCBP2	0.41825
HCFC1	-0.0703333333333333
AHNAK	-0.183
ACTR5	0.41
KIF14	-0.471571428571429
TENC1	-0.54
HEATR5B	0.7935
YIPF2	1.3865
MYEOV2	0.539
DUSP18	0.879
KIAA1012	-0.09675
AHR	0.211666666666667
C17orf53	-0.707833333333333
PTPRH	-4.3185
ATP6V1C1	0.1278
TAS2R3	-0.175
LOC440356	-1.27875
COQ10B	0.09375
PSMF1	0.199833333333333
SORBS2	3.29041666666667
NFE2L2	-0.042
TMCO7	-0.34025
SH3PXD2A	0.1456
SH2D2A	-0.443
SPINK5	1.36475
MRPS24	0.27625
OPA3	0.2125
TRAF7	0.629166666666667
C4orf35	-0.155833333333333
MT1G	-2.173625
MGC39545	0.9875
HS1BP3	1.7028
OR2B2	0.502
CHRM4	0.1345
SFRP2	2.96708333333333
RIC3	-0.42
ART1	0.1235
C6orf1	0.498625
DUS4L	-1.304
C10orf104	-0.55625
TNFAIP6	2.69525
RTEL1	-1.18475
CCT4	-0.1363
ZNF709	-0.01925
CHMP6	0.235
UPP2	-0.06075
CYP19A1	-1.6425
CD151	0.374333333333333
NDUFA13	-0.542
ARFRP1	-0.0268333333333333
FAM26B	0.68725
CRYBA1	-2.072
MRPL41	-0.722666666666667
NPFFR2	-1.64225
HRH2	0.0415
SCAMP3	0.876666666666667
MTMR6	0.4227
MTG1	-0.573166666666667
UBTD1	1.7845
CRABP1	2.745
FLJ33790	-0.18
KIAA1908	0.355666666666667
GPR158	2.524
PACSIN3	1.08216666666667
OMD	2.37533333333333
CATSPER1	-1.05483333333333
HOXB8	-1.5275
FBXO46	0.6035
OAS1	1.154
SVIL	0.75325
PHB2	-0.3125
ADCY3	0.616
NDRG2	2.29633333333333
ERMAP	0.5638
APBA2	0.692833333333333
IGSF9	2.71425
WNT6	0.272285714285714
MYCBPAP	-0.27975
ATP2B2	-0.0135
CPVL	-1.7314
TRAM2	-1.09741666666667
NOP5/NOP58	0.4275
ZNRF4	-0.2375
TLK1	0.390875
MTMR12	1.347
ZNF384	0.246333333333333
FAM9B	-2.7875
RPN1	0.6778
PMVK	0.889
EIF3D	-0.0683
SIX2	-1.73
HPS1	0.8785
RNF7	-0.2685
PSKH2	0.2955
KCTD13	0.513666666666667
CSMD3	-0.6844
FBF1	0.4985
IL8	-4.254125
SERPINB13	1.014
FBXL20	-0.4425
BLR1	0.52375
SH2B1	-0.518666666666667
RFNG	0.935125
RAB20	0.996
RBM7	-1.21775
POLR1A	0.0761666666666667
TMPRSS4	-2.67125
TAF9	-1.1065
TERF2	-0.2155
TNFRSF1A	1.086
ACADVL	-0.0365
GTF2H5	0.13075
EDG8	-0.751833333333333
C9orf140	-0.594375
UST6	0.10475
ZBTB8OS	-0.78925
ZNF710	0.8465
GPR174	-2.337
ATP6V0A2	0.18275
KIAA0319L	0.11725
XKRX	1.7735
DOPEY2	1.7676
SDHD	-0.71
SUMF1	1.142
OSM	2.64075
OPN3	0.711
DAGLB	0.574166666666667
PPFIBP1	0.6464
TRIM63	-4.49325
C10orf53	0.2765
LYPD3	2.13783333333333
BCL7A	0.215125
AGER	-1.27566666666667
TCF19	-0.200125
SAT2	0.15675
PFTK1	1.14783333333333
GABRE	-1.31525
C15orf38	0.5079
FIS1	-0.5345
KCNV2	0.0135
CLPS	0.2145
PPCDC	-0.78775
FOXN2	0.824833333333333
NT5E	-3.4426
CD83	0.66775
IL18	0.488625
VPS16	0.43175
IGFBP2	-2.14466666666667
NOTCH2	0.07825
SIGLEC1	2.932625
CD93	4.11
SULF2	1.895
CEP164	0.368125
P53AIP1	-0.1045
TOR2A	-0.373333333333333
ZNF136	-0.15375
MGP	3.658
CCDC144A	-0.1112
TRPC1	-1.82016666666667
SMS	-0.449833333333333
MAPK7	-0.474333333333333
RRAGC	1.075
PARD6A	-0.105
NUB1	0.388833333333333
SYNGR4	0.22175
OR11H12	0.151
WIF1	1.200375
GCH1	-0.00199999999999999
OR11H4	0.403
SLC44A5	0.609
GPRIN2	1.75216666666667
LOC401431	1.08425
CPA4	0.4728
MELK	-0.670666666666667
IL15RA	1.8925
CUL3	-0.070125
HMBOX1	0.52625
PODXL	-0.9735
CCT6B	0.076
COMTD1	-0.74275
MUC20	0.949333333333333
GPX2	-4.259625
ITK	-2.0265
FBXL5	0.947
C13orf27	-0.762
DEFA5	0.3345
TRHDE	0.532
MTP18	0.0386666666666667
UQCRQ	-0.8649
ITGB2	1.08716666666667
CSRP2BP	-0.06475
TAS2R44	0.347
PHPT1	-1.155125
FAM44C	-0.607
ERH	-0.46075
MPHOSPH1	-0.657666666666667
MORC1	-0.092
PARVB	0.86975
LAMA1	-1.21225
PGBD3	-0.5915
GIMAP6	2.61075
AREG	-0.8385
LIPT1	-0.69125
MGC99813	0.00175
C1orf201	0.000999999999999996
GRIN2A	-0.914
MAN2C1	-1.3685
NSUN5	-0.17
SF3B5	0.439
MYC	-0.1591875
NRXN1	1.76675
ZNF18	-0.34825
SPDYA	-0.457
SLC37A1	1.621
DECR2	-0.67825
ANKRD38	1.528125
SPTLC3	-0.4015
SUPT16H	-0.528875
DTWD2	-0.2335
ULBP1	-0.694
ZADH1	-1.91766666666667
OIP5	-2.3185
IL10RB	-0.381333333333333
OTUB2	0.6545
VWA3A	-0.332166666666667
SPIC	0.163166666666667
OR6C4	0.162
PSCD4	0.185166666666667
DPY19L2P2	-1.148
TRAPPC6A	-0.342
C21orf2	-0.491666666666667
CEMP1	-0.17725
LIN7B	0.813
E2F7	-1.82566666666667
VCP	0.631375
LAMA3	-0.415083333333333
BGN	1.69375
GPR160	-1.0255
COCH	-5.63
GPR81	1.24833333333333
APOBEC3F	-1.01275
tcag7.1017	-0.46025
C1orf32	0.683
SCGB1D2	4.9795
FLJ43987	-0.2005
C6orf170	0.57975
KLK9	0.726
GPD1L	0.5015
VPS37B	0.396
ATG3	-0.4885
ADAMTS17	-0.3135
KLHDC2	-1.20816666666667
NDUFV2	-0.38975
BLK	-3.335
MATN4	-0.4855
GPM6A	-0.373
GBP4	2.75966666666667
TMEM162	0.1295
PKP2	1.207
HRASLS	2.16888888888889
MMP1	-1.5055
SFXN3	0.3159
FSD1	-1.93366666666667
ST6GALNAC3	-1.5335
CA12	-2.4761
NCOA6	0.62
C19orf58	0.9068
PPP4R1	0.9695
MAN1A2	0.483833333333333
IKBKAP	-1.0535
UPF1	0.0843333333333333
KIAA1219	0.402
WNT16	0.792
SNW1	-0.72125
IL18RAP	1.737
RPP30	-0.9245
CDC40	0.166642857142857
SETD3	0.058
SLAMF6	0.0405
ELK4	0.0785
TRIM47	2.279
ACOX3	1.1885
TRIM6	0.886125
KIAA0372	-1.09683333333333
TP53AP1	-0.953375
SMURF2	1.05175
ADAD1	0.03925
EBP	-0.1846
KRTAP13-2	-0.093
FLJ36874	0.032
TOR1A	-0.780333333333333
P2RY4	0.747
GPBP1	0.21925
TRPV1	-0.687
ADAMTS12	1.0575
PES1	0.563
ATG4A	0.8295
MAGEA10	-4.7525
WFS1	0.11725
CC2D1B	0.382666666666667
PABPN1	-0.073625
SLC25A30	0.21975
SLCO1C1	-0.534166666666667
SLC22A5	-0.481
KIF23	-0.8295
SYN2	-0.5875
ASPN	7.88666666666667
CENTG2	0.559
QSOX2	-1.3528
FLJ10815	0.685666666666667
STK24	0.681625
SPEG	0.53
STK10	0.4035
DACT2	-2.253
AAAS	-1.10275
SSX3	-1.159875
ABCD3	-0.4265
C4orf12	-1.2895
PARVG	0.3765
FIG4	1.26375
C9orf46	0.255
TMCO6	-0.2505
IGHMBP2	-0.46425
DUS2L	-0.468833333333333
FAM3C	0.2599375
TMEM16D	-1.576375
DCTN4	0.00675
KCNH3	-0.4285
EIF2AK2	1.47325
AP1S3	1.600625
CST4	0.5865
PAM	1.8191875
NUTF2	0.04825
CITED2	-0.5304
SLC39A4	1.13875
C2orf52	-0.601
GRM3	-0.47375
C12orf49	0.89225
CCDC49	-0.3514
GRAMD1B	-1.658375
FNDC4	2.16
SIAH2	0.117875
GDPD4	0.3675
C21orf87	0.666
ATP5A1	-0.534333333333333
C16orf63	-1.05725
LOC388135	-0.974166666666667
ATP5J2	-0.133375
MMP3	-1.244
EMID2	-0.57475
CRHR1	0.85675
WDR70	0.2415
C13orf31	1.408
ZFAND1	-0.02425
CCL18	3.95566666666667
C3orf49	-0.2025
RINT1	-1.618
KIAA0408	-1.79033333333333
F13A1	3.6279
SLC10A1	-0.004
OGN	-1.3955
GIPC2	-2.35316666666667
XPO6	-0.361
LCE1A	1.0305
FMR1	0.9877
LOC374920	-0.78
DUSP3	0.429625
ANKMY1	-0.04475
C7orf50	0.104
BBS9	0.2544
UNC119B	-0.559625
C9orf72	0.973125
MGC35440	0.7805
ENTPD6	0.389625
PPP1R2P9	0.2235
ERCC4	0.1995
FAHD2B	0.108
HMHA1	-0.5045
HACL1	-0.53125
RAD23A	0.347
FAM83B	2.07475
PPP5C	-0.2385
RNASEH2C	-0.02325
C9orf153	-0.14
SCAMP4	0.908125
GHITM	-0.1051
NDUFB7	0.127125
ADCYAP1	1.05533333333333
SP110	0.287833333333333
MAP3K7IP2	0.6105
DHH	-0.1895
AGRN	0.861857142857143
WDR33	-0.0235
CEP290	-0.411833333333333
PRPS1L1	-0.881333333333333
KLRA1	-0.203
GPR97	0.211
CHD7	0.264583333333333
TLR10	0.41725
SLC30A8	-1.434
HIC1	1.18666666666667
IAPP	0.342
RXFP4	0.111
GP1BB	0.814
SHQ1	0.1375
NKX2-3	0.0526666666666667
API5	0.35975
FTHP1	0.134
MOV10L1	0.3066
TRIM6-TRIM34	1.83783333333333
ADHFE1	2.68525
FAM117A	-1.21225
DDI1	-0.1434
CDON	-0.379333333333333
TRIM73	-1.9115
IGKC	4.3905
MMP14	0.4905
DYNC1LI1	0.707625
C11orf66	0.28625
TRBV3-1	-1.34125
FASTKD5	-0.7145
BIVM	0.4875
LHX4	-0.18125
CXCL2	-0.1738
RAB2B	-0.985833333333333
IZUMO1	-0.938
MAP3K15	-2.258375
FAM19A2	0.2745
ZC3H8	-0.400666666666667
ZMAT1	0.968875
SPINK5L3	-2.448
SLC10A6	0.116
APPL2	-1.056375
CARD10	-1.4915
LOC402176	-1.230125
EEF1D	0.1953
RAB6A	0.6757
C12orf5	0.80675
PAPOLG	0.67925
MSRB2	1.6895
BCR	1.151
PUS3	0.4895
TIAM2	2.12725
ZNF317	0.107833333333333
CHD2	-0.270428571428571
FZD5	-0.613045454545454
NUDT8	-0.3665
ZNF763	-0.1745
PRC1	-1.32011111111111
ABCB9	0.497666666666667
SPATA3	0.287
TRAK2	0.31675
STAB1	2.094
LRRTM2	-0.167
psiTPTE22	0.85875
