Hybridization REF	TCGA-AO-A0JB-01A-11R-A056-07
GGA2	-0.15975
LCE4A	0.281
SPANXN3	0.49675
CCDC115	0.147625
SDCCAG3	-0.73275
GLIPR1L1	0.496
TTC1	-1.0115
C17orf76	-0.43525
MAD2L2	-1.624
HIPK1	-0.1932
LRRC3B	0.80125
CLN3	-0.451863636363636
C17orf47	-0.357
FMN2	-2.85842857142857
TUBB1	-2.5566
WAPAL	-0.5775
C3orf21	-0.447125
SCN5A	-0.823222222222222
SMYD1	0.7875
BEX5	1.23875
ZNF192	null
SEC22A	-1.215
GRIA2	0.225153846153846
KIAA0825	-1.54566666666667
NUSAP1	-2.62718181818182
LANCL1	-2.067875
C15orf40	-0.2635
ZNF645	-0.034
GPR61	0.1415
NLRP14	-0.9
SNX21	-0.179
C1QTNF8	1.569
C17orf46	0.46375
IFNA8	-0.1445
SPRR1B	-1.7598
FLRT1	-0.342
SNX17	-1.94116666666667
ASB2	0.770166666666667
HBG1	-4.726
RPRML	-1.25725
JOSD2	0.452333333333333
PLSCR3	0.4125
SPOCD1	0.152666666666667
RAB39	-0.6075
GHRH	-0.286166666666667
ITIH5L	-0.64675
C17orf37	0.156
SMCR8	0.15175
DPY19L2P3	-1.19533333333333
IL11RA	0.0235
GDF3	-2.54616666666667
RPS6KB1	-0.663
DNAJC19	0.2661
TOP1	-0.7395
CRCT1	1.362125
MPST	0.996375
DPM2	0.13275
FAM38B	-2.46933333333333
SLC18A1	-2.5306
FARP1	1.191
PAX7	0.1415
TUBD1	0.153
GNL3	-0.139875
BTG2	0.948066666666667
NDUFS6	-1.502
C1orf79	0.26125
ERAL1	-0.85225
ECHS1	0.21675
VPS4A	0.0833333333333334
CYP11A1	-0.603625
ABCC6	-1.32228571428571
PBX4	-1.599
MOSC1	-0.316125
NCF4	-0.5845
HYMAI	0.5855
NAGPA	-0.91575
OTOP2	0.20825
ACOT12	-0.082
MTHFD2L	0.066875
LOC441376	1.155
C19orf34	-0.266
RAB1B	-1.19025
ALDOAP2	-1.521
NTRK1	-2.068
ARTS-1	-1.4307
SLC6A11	-0.8635
NAP1L2	0.26025
CNGB1	0.3746
EPB41L4B	-1.76255555555556
FAM134B	-0.723875
HS3ST3A1	-4.7885
CPXM2	5.69075
SIRPB2	0.6435
CHORDC1	-0.74
TRIB3	-1.28883333333333
SLC2A5	0.9385
C2orf49	0.238666666666667
DDX5	-1.1555
OR5L1	1.8645
ANAPC4	-0.391333333333333
ZSWIM1	1.1735
LOC93622	-0.02025
KCNK3	0.00210000000000003
RP11-35N6.1	-0.621125
ZFP161	-0.498333333333333
AQP9	0.53775
SLC15A2	-1.32233333333333
MREG	-0.443166666666667
OR9I1	0.5085
PDLIM2	-0.253875
ADAM7	-0.8215
GSTCD	-0.8924
WDR21A	0.665875
SLC12A8	0.195666666666667
TMEM174	0.74775
IGSF3	0.313416666666667
LRRN1	-1.17375
LOC402117	0.244
SRPK1	-1.57066666666667
LY6K	0.4811875
NFIA	3.6475
PTCD3	-0.317625
LEP	0.466166666666667
PCDH21	-0.527833333333333
MAPKAPK2	0.981142857142857
NMNAT1	-0.0233333333333333
LHFPL2	-0.253125
C9orf43	0.66325
DIP2A	-1.091
ACTR8	-0.958375
CCDC34	-2.46025
PTPN22	-1.09271428571429
ITGA3	0.238875
FAM129C	-1.65925
RABGGTA	-0.2325
UNC45B	-0.88225
KIAA1033	-1.113875
ZNF510	-0.11025
CYP2D6	-0.5
SLC26A10	-1.7025
STX8	-0.6305
LUZP1	-0.202125
WDR89	0.9225
EIF4G3	0.8666
C5AR1	-0.258285714285714
ZNF623	-3.633
A2M	1.58025
TGM7	0.349
GRPEL1	-0.0935
LMNB2	-0.2686
ROCK2	-0.4895
SNX16	-1.08925
CCDC66	1.45175
ANXA3	-0.17525
KIAA1609	-0.67175
EED	-1.18525
RNF32	-0.423833333333333
HES1	0.8646
CLC	-0.2658
ISL1	-1.51283333333333
KIAA0528	0.156625
MANEA	-1.903125
C1orf61	-3.2135
hCG_2001000	1.6215
RAPGEF6	-0.1242
KIAA0020	-0.330333333333333
NEIL1	2.02125
C16orf45	-0.392125
RBM10	0.523666666666667
C10orf125	-0.633375
MRS2L	-0.424
DNAH17	-0.390428571428571
C19orf10	-0.87075
C1orf160	1.76425
SLFN12	-2.164
EXOC3	-0.657666666666667
HIST3H3	0.0595
NCOR2	0.382333333333333
TNFRSF9	-1.09866666666667
MFSD8	-1.19925
ALX1	-3.818
NOL1	0.137
PODN	3
TIAL1	-2.3145
HIST1H1E	1.39975
NPY6R	0.029
TM4SF4	-0.55625
CORO2A	-0.046
ETNK2	-1.39683333333333
APOE	2.271
ANGPT4	1.2145
HDGF2	0.29575
G30	1.346
ST8SIA4	-1.2735
F2RL1	-1.09275
FAM19A4	-2.6925
CCAR1	-0.1685
B3GNT7	0.68575
OPHN1	-0.3998
DSCR6	-1.9245
C21orf13	2.80116666666667
GAS2L1	0.810272727272727
RFX3	-0.152833333333333
COPS4	-2.0045
BCHE	-5.16833333333333
BCL2	1.127
HBZ	-1.5895
ARL13B	-0.54325
MAPBPIP	0.149625
MYO15B	0.735625
SPZ1	1.8
KIAA1324	3.70077777777778
PLCL2	-2.70228571428571
C4orf29	-1.977
WDFY2	-0.771375
ZNF284	-1.321
NAALADL1	-0.327
DUSP5	-0.181833333333333
PXDN	-0.613
SLMO1	0.446
TNXB	2.0077
BIRC7	-0.826
A4GALT	1.76966666666667
TIMM22	-0.14125
FAM110C	-0.7865
TOMM34	-1.131625
ABHD9	1.381
ADAM32	2.3135
CRHBP	0.50675
AQP2	1.656125
LOC130355	-0.4995
ZNF187	-0.051
ZNF816A	-0.0585
F7	0.040375
CNOT1	-1.2453
SLC13A4	-1.08925
ZBTB11	-1.032
B3GALT5	-0.785
EXOC2	-0.498
IRS1	0.5857
TMEM1	-0.33
MRPL34	-0.0193333333333333
SAMM50	-1.212
CDC42EP3	0.544875
HSF2	-2.115
MFN2	-0.3955
TSPAN7	-0.945166666666667
NUCB1	0.505416666666667
RHOH	-1.13325
ARL16	-0.553
TACR1	-0.139
SFRS5	-0.643333333333333
SNX25	-1.093875
RHBDF1	0.307
PCDH18	0.723333333333333
HMG1L1	1.65325
MYO5C	0.300125
MAPK10	0.127
LDHAL6A	0.0675
NUDT12	-1.05833333333333
NCAM1	-0.7485
GLIS2	1.8815
GGTL4	0.836
DAPP1	-0.99025
ATF7	0.445625
KIAA0748	-1.002
NFIL3	-1.262
TM6SF1	-0.3614
SEZ6	0.222
NANOS3	1.3615
DNAJA3	-0.944
CLDN6	-2.492
CIITA	2.3676
EPHA4	-0.0220833333333333
FANCC	0.967
CMTM3	-0.49525
PSG3	0.0891250000000001
MRPL15	-1.408
C21orf59	0.31525
PLCXD2	0.665
C2orf34	-0.05025
UBE2L6	-1.120875
MED14	-0.265333333333333
HP1BP3	-0.114
C6orf208	0.311
TPBG	-0.012
OSR2	1.808625
XPC	0.346666666666667
KLHL7	-1.77333333333333
CCR3	0.260666666666667
AGTPBP1	-1.30033333333333
PCSK6	-1.42386666666667
STAT5A	-1.25
FAM18B	-1.52825
LONRF2	-1.52566666666667
PTPN2	-0.653125
SF3A3	-0.819166666666667
EFCBP2	-0.032
HCFC1	-1.53633333333333
AHNAK	0.6448
ACTR5	0.23
KIF14	-1.57071428571429
TENC1	1.43525
HEATR5B	0.288
YIPF2	0.3285
MYEOV2	0.484666666666667
DUSP18	0.78275
KIAA1012	-1.521
AHR	-0.2785
C17orf53	-1.3895
PTPRH	-1.426
ATP6V1C1	-0.9826
TAS2R3	-0.3475
LOC440356	-0.5165
COQ10B	-0.4765
PSMF1	-0.02675
SORBS2	2.6835
NFE2L2	-0.5495
TMCO7	-0.97025
SH3PXD2A	-0.7366
SH2D2A	0.0525
SPINK5	-1.49675
MRPS24	-1.0535
OPA3	2.018125
TRAF7	-1.027
C4orf35	0.9324
MT1G	1.378
MGC39545	1.9705
HS1BP3	-0.561333333333333
OR2B2	1.003
CHRM4	0.633
SFRP2	1.6695
RIC3	0.0225
ART1	0.932
C6orf1	0.839125
DUS4L	-2.8055
C10orf104	-0.6615
TNFAIP6	1.8075
RTEL1	-0.68425
CCT4	-1.1465
ZNF709	-0.353
CHMP6	1.141
UPP2	0.3095
CYP19A1	-1.682875
CD151	-0.345333333333333
NDUFA13	-0.236166666666667
ARFRP1	-1.329
FAM26B	1.50375
CRYBA1	-1.784
MRPL41	1.15566666666667
NPFFR2	-2.517
HRH2	1.491
SCAMP3	-1.33866666666667
MTMR6	-0.1135
MTG1	-1.36383333333333
UBTD1	0.7265
CRABP1	-1.609
FLJ33790	-0.2385
KIAA1908	-0.320833333333333
GPR158	-1.607
PACSIN3	0.521833333333333
OMD	0.791833333333333
CATSPER1	-1.418
HOXB8	0.789625
FBXO46	2.5485
OAS1	0.048
SVIL	-0.33275
PHB2	-0.76525
ADCY3	-0.0755
NDRG2	1.82466666666667
ERMAP	-1.2782
APBA2	-2.35966666666667
IGSF9	2.0645
WNT6	1.57364285714286
MYCBPAP	1.233
ATP2B2	0.455111111111111
CPVL	-1.4321
TRAM2	-0.746583333333333
NOP5/NOP58	2.79275
ZNRF4	0.85375
TLK1	-0.02275
MTMR12	-1.06361538461538
ZNF384	-0.6335
FAM9B	-3.469
RPN1	0.2723
PMVK	0.49525
EIF3D	-0.578
SIX2	0.07475
HPS1	0.692
RNF7	0.16925
PSKH2	0.837
KCTD13	0.349166666666667
CSMD3	-0.730111111111111
FBF1	-0.2625
IL8	-4.80975
SERPINB13	0.1558
FBXL20	-1.03175
BLR1	0.37175
SH2B1	0.269833333333333
RFNG	0.324875
RAB20	-0.273
RBM7	-3.43725
POLR1A	-1.077
TMPRSS4	-1.74125
TAF9	-2.2885
TERF2	-1.92033333333333
TNFRSF1A	1.092
ACADVL	-0.262833333333333
GTF2H5	-0.0215
EDG8	0.6218
C9orf140	0.6485
UST6	1.847
ZBTB8OS	0.118
ZNF710	1.1585
GPR174	-2.877
ATP6V0A2	-1.80775
KIAA0319L	0.505916666666667
XKRX	-1.1665
DOPEY2	-0.0269
SDHD	-1.85691666666667
SUMF1	1.40525
OSM	1.80375
OPN3	-1.01975
DAGLB	-0.122166666666667
PPFIBP1	1.0745
TRIM63	-1.763
C10orf53	0.133
LYPD3	0.710166666666667
BCL7A	-0.699125
AGER	0.3615
TCF19	-0.942875
SAT2	-0.212
PFTK1	2.37366666666667
GABRE	-1.28775
C15orf38	0.9608
FIS1	-0.8915
KCNV2	0.854666666666667
CLPS	0.4045
PPCDC	0.16825
FOXN2	0.904333333333333
NT5E	-2.94755555555556
CD83	0.15675
IL18	-1.168
VPS16	-0.2745
IGFBP2	-0.820833333333333
NOTCH2	-0.34375
SIGLEC1	2.372
CD93	5.4545
SULF2	0.195
CEP164	0.747625
P53AIP1	0.754
TOR2A	0.7555
ZNF136	1.1645
MGP	4.6762
CCDC144A	0.545833333333333
TRPC1	-0.959833333333333
SMS	-0.0496666666666667
MAPK7	-0.1685
RRAGC	-0.2085
PARD6A	-0.1575
NUB1	0.403833333333333
SYNGR4	1.883
OR11H12	0.232
WIF1	3.39725
GCH1	-1.21825
OR11H4	-0.8825
SLC44A5	-0.6855
GPRIN2	1.2495
LOC401431	1.19325
CPA4	-1.6554
MELK	-1.96144444444444
IL15RA	0.29225
CUL3	-0.542375
HMBOX1	-0.29925
PODXL	-2.1165
CCT6B	-0.7105
COMTD1	0.814
MUC20	3.4955
GPX2	-0.675875
ITK	-2.407
FBXL5	-0.15175
C13orf27	-1.249
DEFA5	-0.6805
TRHDE	-0.1235
MTP18	-0.762833333333333
UQCRQ	-0.134
ITGB2	1.187
CSRP2BP	0.17825
TAS2R44	1.8845
PHPT1	0.333875
FAM44C	-0.9845
ERH	1.64675
MPHOSPH1	-2.893
MORC1	-0.8585
PARVB	-1.82275
LAMA1	-1.45258333333333
PGBD3	-0.81025
GIMAP6	4.13275
AREG	-1.11766666666667
LIPT1	-0.997
MGC99813	0.25325
C1orf201	-0.312833333333333
GRIN2A	-1.40675
MAN2C1	0.22025
NSUN5	-0.47225
SF3B5	-0.0545
MYC	-0.441625
NRXN1	-0.360666666666667
ZNF18	0.513
SPDYA	-0.43375
SLC37A1	0.923
DECR2	0.829
ANKRD38	0.362
SPTLC3	-0.8522
SUPT16H	-0.341625
DTWD2	-2.982
ULBP1	-1.2215
ZADH1	-0.599333333333333
OIP5	-3.5535
IL10RB	-0.758833333333333
OTUB2	-0.723125
VWA3A	0.114666666666667
SPIC	-0.37525
OR6C4	-0.2955
PSCD4	0.8485
DPY19L2P2	0.651
TRAPPC6A	0.416666666666667
C21orf2	-0.261833333333333
CEMP1	0.2685
LIN7B	0.8545
E2F7	-1.24383333333333
VCP	-0.3884375
LAMA3	1.64283333333333
BGN	2.0195
GPR160	-1.35683333333333
COCH	-4.4795
GPR81	2.00816666666667
APOBEC3F	-1.353
tcag7.1017	0.05175
C1orf32	0.763
SCGB1D2	7.735
FLJ43987	-0.045
C6orf170	-1.91025
KLK9	1.081
GPD1L	0.042125
VPS37B	0.8625
ATG3	-1.9725
ADAMTS17	0.3865
KLHDC2	-1.58883333333333
NDUFV2	-0.76925
BLK	-0.88625
MATN4	0.259
GPM6A	0.250625
GBP4	3.41316666666667
TMEM162	0.494833333333333
PKP2	-0.8775
HRASLS	-2.46055555555556
MMP1	-2.7995
SFXN3	0.2723
FSD1	-0.6425
ST6GALNAC3	-1.996
CA12	3.8752
NCOA6	0.61275
C19orf58	0.1893
PPP4R1	-1.36033333333333
MAN1A2	1.5225
IKBKAP	-2.107
UPF1	0.4665
KIAA1219	-0.6495
WNT16	0.7224
SNW1	-0.937375
IL18RAP	1.60425
RPP30	-0.461
CDC40	-0.603571428571429
SETD3	0.117833333333333
SLAMF6	-0.5265
ELK4	-1.215
TRIM47	0.995333333333333
ACOX3	0.59925
TRIM6	-1.457125
KIAA0372	-2.1885
TP53AP1	1.6865
SMURF2	-1.19075
ADAD1	0.724
EBP	-0.0553
KRTAP13-2	-1.5385
FLJ36874	-1.13366666666667
TOR1A	-1.258
P2RY4	2.5285
GPBP1	0.167
TRPV1	0.112125
ADAMTS12	-0.7676
PES1	-0.1288
ATG4A	-0.215333333333333
MAGEA10	-2.715
WFS1	1.2485
CC2D1B	0.1248
PABPN1	2.079125
SLC25A30	-0.489666666666667
SLCO1C1	-0.529833333333333
SLC22A5	1.6715
KIF23	-2.65533333333333
SYN2	1.1275
ASPN	5.098
CENTG2	-1.26175
QSOX2	-1.1433
FLJ10815	-1.04233333333333
STK24	-0.024
SPEG	0.7365
STK10	-0.597
DACT2	0.687
AAAS	0.19975
SSX3	-1.11471428571429
ABCD3	-2.0549
C4orf12	-0.46325
PARVG	0.245666666666667
FIG4	-1.39475
C9orf46	-1.304
TMCO6	-0.75
IGHMBP2	-1.22325
DUS2L	-0.756166666666667
FAM3C	-2.2734375
TMEM16D	-3.76771428571429
DCTN4	0.11325
KCNH3	-0.2225
EIF2AK2	2.47775
AP1S3	-0.929375
CST4	-0.2365
PAM	-0.632533333333333
NUTF2	0.53725
CITED2	0.4055
SLC39A4	2.546
C2orf52	-0.8345
GRM3	0
C12orf49	-1.49925
CCDC49	-1.3616
GRAMD1B	-0.513875
FNDC4	0.131
SIAH2	-0.360375
GDPD4	-1.21575
C21orf87	0.7505
ATP5A1	-2.538
C16orf63	-0.90275
LOC388135	0.117
ATP5J2	-0.12225
MMP3	-0.803
EMID2	-0.00574999999999998
CRHR1	0.7995
WDR70	-0.62925
C13orf31	1.32
ZFAND1	-0.71525
CCL18	3.9225
C3orf49	0.546
RINT1	-1.3215
KIAA0408	-1.91283333333333
F13A1	2.694
SLC10A1	0.851333333333333
OGN	0.2285
GIPC2	-3.12033333333333
XPO6	-0.319
LCE1A	1.9225
FMR1	-0.1147
LOC374920	1.822
DUSP3	-0.091125
ANKMY1	-0.5845
C7orf50	0.12
BBS9	-0.5461
UNC119B	-0.749375
C9orf72	-0.81475
MGC35440	-0.65825
ENTPD6	0.027375
PPP1R2P9	-0.411666666666667
ERCC4	-0.32475
FAHD2B	-0.292
HMHA1	-0.4045
HACL1	-1.02475
RAD23A	-0.0635
FAM83B	-1.3665
PPP5C	-1.1385
RNASEH2C	0.1855
C9orf153	0.2985
SCAMP4	1.7195
GHITM	-0.3907
NDUFB7	1.15725
ADCYAP1	-0.6205
SP110	1.5375
MAP3K7IP2	0.56075
DHH	0.599
AGRN	0.724571428571428
WDR33	1.18033333333333
CEP290	-0.0733333333333333
PRPS1L1	-2.21166666666667
KLRA1	0.378
GPR97	0.871
CHD7	0.825166666666667
TLR10	-0.57
SLC30A8	-0.6555
HIC1	2.226
IAPP	2.2945
RXFP4	0.02
GP1BB	3.98575
SHQ1	-1.1585
NKX2-3	1.2032
API5	-0.57225
FTHP1	-0.1855
MOV10L1	0.8785
TRIM6-TRIM34	2.43133333333333
ADHFE1	-0.43875
FAM117A	-0.1695
DDI1	1.1175
CDON	-0.318833333333333
TRIM73	-0.893
IGKC	1.917
MMP14	-0.123166666666667
DYNC1LI1	-1.45225
C11orf66	-0.01125
TRBV3-1	-0.25775
FASTKD5	-0.904
BIVM	-2.4495
LHX4	-0.291
CXCL2	0.7159
RAB2B	-0.604333333333333
IZUMO1	-1.299
MAP3K15	-2.06142857142857
FAM19A2	-0.0791666666666666
ZC3H8	-1.44
ZMAT1	3.18325
SPINK5L3	-1.4815
SLC10A6	-0.0945
APPL2	-0.963125
CARD10	-0.252833333333333
LOC402176	-1.54475
EEF1D	1.2736
RAB6A	0.1975
C12orf5	-1.76525
PAPOLG	0.1095
MSRB2	0.5415
BCR	0.396277777777778
PUS3	0.90425
TIAM2	0.78975
ZNF317	0.7465
CHD2	-0.138769230769231
FZD5	-0.203181818181818
NUDT8	0.70225
ZNF763	-0.304
PRC1	-0.587777777777778
ABCB9	-0.04
SPATA3	-0.4975
TRAK2	-0.356625
STAB1	3.304125
LRRTM2	0.132166666666667
psiTPTE22	3.89325
DBI	-0.54575
SERPINA11	-1.8325
NAT5	-0.9305
C20orf58	-1.70225
RPS6KA4	0.429333333333333
FLJ90650	-0.8765
TGFBRAP1	0.26675
CHRDL2	-0.4435
FAHD2A	-0.800333333333333
CNTN1	-0.744333333333333
BBS4	-0.1995
TMEM181	1.1715
MINPP1	-3.11725
MPHOSPH6	0.0239166666666667
HOXC10	2.9347
ITPKB	0.3145
CLPTM1L	-1.150625
MEOX2	-0.227
ATP6V0C	0.5365
PRPF8	-0.821166666666667
TMC5	4.10225
FKBP3	-1.5235
PLEKHB2	-1.569625
OR4D6	0.7325
ZNF544	-0.00729999999999998
D2HGDH	0.657
RPL18A	0.4831
HEL308	-0.603875
MPP6	-3.206
TCERG1	-1.547
KRT16	-0.0938333333333333
KLF17	-1.91533333333333
KLF5	1.06075
CDR1	2.14157142857143
VCX3A	-0.8095
FBLN2	1.619875
C14orf104	-1.22725
HBE1	-3.7339
OR4S2	-0.018
C1orf108	-1.30133333333333
ROBO4	4.48833333333333
CPEB4	-0.403
C11orf80	-1.80183333333333
BCKDHA	0.167833333333333
MYOC	0.371333333333333
GIF	0.6655
CKMT1A	1.213
RPL3	0.2651
THBS1	2.650375
APOO	-1.11675
ARMCX1	0.59825
HSZFP36	0.48575
SNAPC5	0.09825
EIF4ENIF1	0.67825
ZNF433	-0.92875
TNFRSF21	-1.30625
TMPRSS7	1.5835
SPATA18	0.8058
HPDL	-0.1225
MKL2	0.4451
TBX3	0.499538461538462
C21orf93	1.334
DAXX	0.845
ELMO1	-0.49025
RGS13	-0.0861999999999999
TAF11	-1.73625
UNC13A	-1.639
LOC653314	-0.1254
ORC3L	-0.5195
IMAA	-0.766
TARBP2	-0.31275
CABIN1	0.6454
TRIOBP	-0.00300000000000002
HIST1H2AC	1.299
RGS22	-0.7105
NCOA1	1.3495
IL25	1.4735
SNCG	2.914
GPR6	0.414
AMDHD1	-1.60916666666667
CHEK2	-0.783375
C6orf142	0.2495
DRD4	2.41575
C14orf68	-0.7455
GDF11	-1.97825
SEMG2	0.328
CD247	-1.4645
CDAN1	-0.28875
RBMX2	-0.464666666666667
TGS1	-1.71566666666667
OIT3	1.18675
SYF2	-1.0315
MCM4	-1.263375
PKHD1L1	-0.0783333333333333
CEP192	-1.553
IFT88	0.253
RPL9	0.822928571428571
RAB32	-1.274625
DDX43	-0.68675
P2RX2	1.50833333333333
OR5D18	-0.1935
UBE1	-0.0405833333333334
SLC24A1	-0.17175
ARHGAP5	-1.2045
CETP	-1.059
KIAA1731	0.676666666666667
SLC9A4	-1.6465
PTPN6	0.91675
BAHD1	-0.28525
GRIK3	0.045
CACNB2	0.0544
PDE10A	0.33175
DGCR14	0.5655
PCDHB9	-0.0411666666666667
RHOQ	0.7815
MAP3K4	0.16525
KTI12	-0.154
RPL23AP13	-0.13375
GNG11	0.8865
CLCN3	1.536
GPAM	-1.423125
VSTM2A	-1.0265
SLAMF7	1.7505
INTS2	-2.41175
PPP2CA	-1.5894
LRP12	-1.24593333333333
SEC14L2	1.61188888888889
DKFZP586H2123	2.375
MC3R	0.249
CIRH1A	-1.9725
HIST1H2AB	1.25866666666667
POLH	-0.8605
MGC16703	-1.7895
SNAPC2	1.5165
FILIP1L	0.1565
RASGRP4	0.0355
LRRC1	0.75775
GAS1	1.22575
PRAC	0.459666666666667
DGKA	-0.866166666666667
NT5C3	-0.12525
PEG3	-2.29518181818182
NADK	-0.53575
PRR17	3.08975
LOC374569	-0.152
SGSH	0.858166666666667
NLRP8	0.7695
GALT	-0.725
MCF2	-2.437
ZNF263	-0.9165
TACSTD1	1.38883333333333
TYR	-4.9339
ATP6AP2	-1.304
RNUXA	-0.8075
ABHD10	-0.3974
GDPD2	-0.975666666666667
SLC35C1	0.4415
UBE2A	-1.431625
HERC5	-0.984666666666667
FAM112B	-3.68066666666667
FBXL16	1.2735
DKFZP434A0131	1.59125
ELA3A	-1.0545
RBM41	-1.370125
HAO2	0.926
RNH1	-0.876125
SHANK2	1.587
OSBP2	-1.464
DAK	-0.472666666666667
C3orf58	-0.43
TCL1B	1.3515
KBTBD2	-1.187125
SUGT1L1	-0.704
UBE2E2	-1.027
MYL9	3.374
CDC23	-1.99033333333333
PBXIP1	0.9333
CXorf40B	-0.1985
NBL1	0.81125
RTBDN	1.6405
RAB11FIP5	-0.065375
TTTY13	-0.121
SCOTIN	-0.136
SOHLH1	1.2812
CDKN1A	-0.938071428571429
NCK1	-0.752
ZNF550	-1.48975
SAPS3	0.143166666666667
SPIN3	-1.07683333333333
MAGEE2	-0.21375
MIS12	-1.42383333333333
OR8H2	0.3565
KIAA0774	-1.65816666666667
UNC5D	-4.264
CUL7	-0.313333333333333
LIPC	-2.76783333333333
DIO1	2.35
C20orf11	-0.8174
CTRL	-0.54625
HS3ST2	0.668
PAK4	2.57933333333333
CCRL1	0.6155
RNF10	1.004875
ZNF567	-1.006
ZNF660	-1.158
TCEAL3	-0.00375000000000001
MAGOH	0.000999999999999973
CENPB	0.768166666666667
C19orf7	1.223875
LOC388965	-0.21575
ZCCHC13	2.5675
JMJD1A	-1.5832
HIST1H4H	2.134
TBRG1	-0.9681
GPC3	-3.428
TAF1C	0.0208749999999999
EBNA1BP2	-0.813666666666667
CIAPIN1	-0.952
PDGFRA	0.472705882352941
CSTB	-0.76025
CENPI	-1.8378
GTF2E2	-1.44916666666667
RPP21	1.245
CCNF	-0.917666666666667
KCNQ3	-0.5905
FAM79A	0.12775
SLC22A12	2.559
NOVA1	0.0344000000000001
FZD3	0.1038
AKAP8	-0.956
SOCS5	-0.583625
CFDP1	-0.8815
DLG5	0.68275
PGM5	0.6538
C1orf144	0.371083333333333
HDAC10	-1.5515
RND2	-1.23025
C20orf199	0.1015
RNMT	-1.4345
SLURP1	2.514125
ASTN1	-0.32825
SH3BGR	0.79
MYCL1	-1.079125
ZHX1	-0.53
CENPK	-4.27725
FOSB	0.8396
LOC643406	-0.678
C2orf59	-1.176375
TMEM135	-1.185375
SLC27A2	-2.75875
KRT33A	0.554
OVOL1	1.22825
PAMCI	-1.45233333333333
S100A7	6.9375
ZNF789	-0.1685
HARS2	-0.719
RPL23A	0.0211666666666667
TCF23	0.801
UPF3B	0.04775
C17orf78	-0.44
HLA-DOB	0.740166666666667
C14orf142	-0.744666666666667
TEKT5	2.06116666666667
DMWD	1.513
POLD1	-0.485333333333333
GSCL	1.5655
CALD1	0.1465
SCRT1	0.973833333333333
AIG1	1.4495
UNC84B	-0.924
ZNF404	-0.298
TMED6	-4.17225
KIAA1462	-0.655
LRRC27	1.2265
PYGO1	-1.274
PIGU	-1.5795
ALAS2	-2.1025
WRNIP1	0.459125
CNNM3	-0.3395
ZNF2	-1.478
ST3GAL5	-1.35025
MRPL23	0.05875
TSSK6	0.6485
PSMA6	-1.349
C16orf70	-0.61175
KIAA1602	0.83425
ALMS1	0.4435
DCN	0.568625
TMEM132D	-1.53566666666667
SUCLG2	-1.0985
ABHD14A	0.97225
DEXI	1.05383333333333
AMPD2	-1.22183333333333
IFNAR2	-0.276
CYB5A	0.0182
TLOC1	-0.7298
NXF5	-0.530166666666667
NRBF2	-0.875375
KCTD3	0.94925
ITGAE	-1.6755
SLC30A3	-0.452666666666667
ZRF1	-0.539
IFRD2	-0.9215
XAB1	-0.9385
PYCR2	0.153
SERPINB3	-2.6345
TMLHE	-1.2904
GEFT	0.00187499999999996
ABCA5	-0.616375
EMR4	0.417
TSFM	-0.12875
HIST3H2BB	0.484
ARHGEF19	-0.026
TSPAN17	-1.60116666666667
ABCC8	2.34375
MAP1S	0.5115
C22orf36	1.354
BNC2	-0.6475
HIST1H4A	0.56525
NDUFS3	-0.4825
WDR3	-0.364666666666667
XKR4	-0.89875
TTC33	-1.14778571428571
STMN2	2.7035
CPN2	-0.275833333333333
HSPC105	0.571571428571429
PCOLCE2	-4.0745
C3orf55	-1.0945
KLHDC9	0.191333333333333
TBC1D23	-0.22975
ATXN2L	-0.109666666666667
MAP2K3	-0.0696666666666666
SCAP	-0.2565
ZNF486	1.19533333333333
C20orf96	3.938
NARS	-0.76275
ADAMTSL1	-0.674714285714286
PRCC	0.626833333333333
CCDC126	-0.79725
ZNF675	0.11075
CALCOCO1	0.607
ANKRD43	-2.595
CWF19L2	-0.557166666666667
ZBTB32	0.376166666666667
BRAF	0.14375
ODF4	0.672
MGC14376	-0.00350000000000013
HORMAD1	-1.48175
AAK1	-0.0581000000000001
PEBP1	1.35108333333333
TNFSF5IP1	-0.797
DKFZp564N2472	-0.174
RMND1	0.125875
IGKV1-5	4.623
COL1A2	2.87166666666667
SERPINA5	-1.916125
AANAT	1.098
C19orf21	-0.00999999999999997
GEMIN5	0.608
UBR4	-1.04466666666667
LTBP3	2.2525
AMHR2	-2.05216666666667
PROCR	-0.994
MYBBP1A	0.20025
C20orf39	0.0328333333333333
ZNF697	-0.85875
PASK	-1.606
ZNF776	1.309
RFXDC2	1.261875
KIAA0467	1.065
C10orf96	0.282
ZNF503	-0.11875
GULP1	-1.69208333333333
KCNE4	0.0113333333333334
DKFZp434K191	0.003875
LOC196913	null
BHLHB4	4.0555
CH25H	-0.0585
LOC81691	-1.581
ALPL	0.1895
COL12A1	1.132375
FOLR3	-1.46266666666667
GPR123	0.2545
TRIM62	-0.387857142857143
ABLIM1	0.661833333333333
MAST3	-0.37975
RHBDD1	-0.0553333333333333
LOC338809	-0.202
RYBP	1.194
TTC26	-0.573125
ZNF22	0.0773333333333333
ISCA2	-0.81025
RDM1	-2.9315
PIGM	-1.15675
GNB3	-1.2735
ACTR2	0.0175
HMGB1	1.07075
EDG1	2.97366666666667
SOAT2	-2.4515
OR10AD1	-0.7955
RAP1GDS1	0.38975
LCE1F	1.7685
ESM1	-2.760375
RCN3	2.1695
CREBL1	1.01275
DBNL	-1.23166666666667
