Hybridization REF	TCGA-BH-A0DP-01A-21R-A056-07
ALX1	-4.079
NOL1	-1.58
PODN	3.3985
TIAL1	-1.261
HIST1H1E	-0.42075
NPY6R	0.044
TM4SF4	-0.27525
CORO2A	0.59275
ETNK2	0.578833333333333
APOE	1.5934
ANGPT4	0.1335
HDGF2	-0.12225
G30	-0.379
ST8SIA4	-0.1245
F2RL1	0.991375
FAM19A4	-2.36175
CCAR1	-1.28825
B3GNT7	0.25325
OPHN1	-0.1834
DSCR6	-0.741
C21orf13	1.64966666666667
GAS2L1	0.619083333333333
RFX3	0.734166666666667
COPS4	-0.29275
BCHE	-3.8145
BCL2	2.7015
HBZ	-2.75033333333333
ARL13B	0.210125
MAPBPIP	0.6005
MYO15B	-0.747625
SPZ1	-0.126
KIAA1324	2.80422222222222
PLCL2	-0.401375
C4orf29	-0.89175
WDFY2	-0.720875
ZNF284	-0.7575
NAALADL1	0.726
DUSP5	0.647666666666667
PXDN	0.330375
SLMO1	-0.37225
TNXB	0.7288
BIRC7	-1.487
A4GALT	1.25466666666667
TIMM22	-0.1025
FAM110C	1.2835
TOMM34	-1.247125
ABHD9	0.4975
ADAM32	1.0875
CRHBP	0.16225
AQP2	0.363625
LOC130355	0.51325
ZNF187	-0.234166666666667
ZNF816A	0.3255
F7	0.953375
CNOT1	-0.6868
SLC13A4	-1.01025
ZBTB11	-0.80475
B3GALT5	-0.2645
EXOC2	0.499833333333333
IRS1	0.3236
TMEM1	-0.448166666666667
MRPL34	-0.5765
SAMM50	-0.214
CDC42EP3	0.22175
HSF2	-0.8983
MFN2	0.03925
TSPAN7	-1.30983333333333
NUCB1	0.8285
RHOH	-0.47
ARL16	-0.625
TACR1	0.268
SFRS5	-0.396833333333333
SNX25	-0.844
RHBDF1	1.5205
PCDH18	1.3935
HMG1L1	-0.6155
MYO5C	0.496375
MAPK10	2.874
LDHAL6A	-0.254
NUDT12	0.410666666666667
NCAM1	-0.353125
GLIS2	0.131
GGTL4	-0.86775
DAPP1	0.68375
ATF7	0.869375
KIAA0748	-0.74525
NFIL3	-0.312
TM6SF1	0.3523
SEZ6	-0.053
NANOS3	0.1065
DNAJA3	-0.1955
CLDN6	-3.5415
CIITA	3.8581
EPHA4	-0.17975
FANCC	-0.25525
CMTM3	0.664875
PSG3	0.22175
MRPL15	-0.70075
C21orf59	-0.9535
PLCXD2	-0.44375
C2orf34	-0.678125
UBE2L6	1.60775
MED14	-0.2865
HP1BP3	0.3349
C6orf208	-0.3185
TPBG	0.44675
OSR2	1.31
XPC	0.428666666666667
KLHL7	-0.8285
CCR3	-0.392166666666667
AGTPBP1	-1.53316666666667
PCSK6	1.18946666666667
STAT5A	-0.3557
FAM18B	0.64325
LONRF2	0.736833333333333
PTPN2	-0.459
SF3A3	-0.669666666666667
EFCBP2	-0.36925
HCFC1	-0.37
AHNAK	0.6508
ACTR5	-0.4625
KIF14	-3.38528571428571
TENC1	1.75625
HEATR5B	0.489
YIPF2	0.530166666666667
MYEOV2	0.4915
DUSP18	1.53675
KIAA1012	0.172
AHR	0.639833333333333
C17orf53	-1.44466666666667
PTPRH	-4.02175
ATP6V1C1	0.2845
TAS2R3	0.226
LOC440356	0.53975
COQ10B	0.09875
PSMF1	0.2895
SORBS2	3.24966666666667
NFE2L2	-0.09825
TMCO7	-0.60475
SH3PXD2A	0.3818
SH2D2A	-1.03975
SPINK5	-3.463
MRPS24	-0.6325
OPA3	0.387875
TRAF7	0.305
C4orf35	0.306666666666667
MT1G	-0.91375
MGC39545	0.2175
HS1BP3	0.1602
OR2B2	0.1435
CHRM4	-0.193
SFRP2	4.48983333333333
RIC3	-0.55525
ART1	0.4905
C6orf1	0.729375
DUS4L	-0.51525
C10orf104	0.36625
TNFAIP6	3.02125
RTEL1	-1.316
CCT4	-0.7862
ZNF709	-0.2495
CHMP6	-0.00183333333333334
UPP2	0.7635
CYP19A1	-2.34425
CD151	-0.146333333333333
NDUFA13	-0.662666666666667
ARFRP1	-1.0615
FAM26B	1.90225
CRYBA1	-2.128
MRPL41	-0.333666666666667
NPFFR2	0.303625
HRH2	0.17
SCAMP3	0.697666666666667
MTMR6	0.2134
MTG1	-1.3635
UBTD1	1.732
CRABP1	-2.2345
FLJ33790	1.3006
KIAA1908	0.707
GPR158	-2.51525
PACSIN3	0.310166666666667
OMD	4.54533333333333
CATSPER1	-0.2555
HOXB8	-0.153125
FBXO46	1.1045
OAS1	0.708833333333333
SVIL	0.44525
PHB2	-0.7605
ADCY3	-0.3195
NDRG2	1.75766666666667
ERMAP	0.7686
APBA2	-1.20233333333333
IGSF9	2.82725
WNT6	0.0526428571428572
MYCBPAP	2.82925
ATP2B2	-0.3181
CPVL	-0.3067
TRAM2	-0.94825
NOP5/NOP58	-0.849
ZNRF4	-0.10425
TLK1	0.48475
MTMR12	0.0681428571428571
ZNF384	-0.297833333333333
FAM9B	-3.3285
RPN1	0.424
PMVK	1.35225
EIF3D	0.5547
SIX2	-1.2285
HPS1	0.487714285714286
RNF7	0.188
PSKH2	0.453
KCTD13	-0.00350000000000001
CSMD3	-0.5735
FBF1	-0.1
IL8	-4.3735
SERPINB13	0.535636363636364
FBXL20	-0.0245
BLR1	0.44725
SH2B1	0.195
RFNG	-0.538875
RAB20	1.3115
RBM7	-0.152
POLR1A	-1.056
TMPRSS4	-3.46775
TAF9	-1.021
TERF2	0.1055
TNFRSF1A	0.853416666666667
ACADVL	-0.4695
GTF2H5	-0.37525
EDG8	-0.435333333333333
C9orf140	-2.537
UST6	-0.00866666666666666
ZBTB8OS	-0.9325
ZNF710	0.3575
GPR174	-1.326
ATP6V0A2	-0.538
KIAA0319L	0.355416666666667
XKRX	-0.0765
DOPEY2	0.6116
SDHD	-0.4845
SUMF1	1.989
OSM	2.64375
OPN3	0.61
DAGLB	-0.054
PPFIBP1	-0.0675
TRIM63	-1.68575
C10orf53	1.5485
LYPD3	1.11916666666667
BCL7A	-0.199375
AGER	-1.64033333333333
TCF19	-1.6515
SAT2	0.036
PFTK1	1.51583333333333
GABRE	-2.811875
C15orf38	1.2167
FIS1	0.374
KCNV2	-0.1805
CLPS	0.19125
PPCDC	-0.8895
FOXN2	0.477166666666667
NT5E	-3.1962
CD83	0.71475
IL18	0.9495
VPS16	0.15625
IGFBP2	-0.669666666666667
NOTCH2	0.68825
SIGLEC1	2.430375
CD93	5.898
SULF2	0.341
CEP164	0.083125
P53AIP1	0.334166666666667
TOR2A	-0.349166666666667
ZNF136	0.70525
MGP	3.896
CCDC144A	0.606666666666667
TRPC1	-0.6
SMS	-0.720333333333333
MAPK7	-0.218
RRAGC	0.75175
PARD6A	0.444
NUB1	1.24116666666667
SYNGR4	1.1635
OR11H12	0.5255
WIF1	4.407875
GCH1	-0.72275
OR11H4	0.1135
SLC44A5	2.204
GPRIN2	2.59416666666667
LOC401431	0.86625
CPA4	-2.355
MELK	-3.08066666666667
IL15RA	0.05725
CUL3	0.487375
HMBOX1	1.75875
PODXL	-1.798
CCT6B	1.47716666666667
COMTD1	-0.53725
MUC20	1.6465
GPX2	-2.928
ITK	-0.7065
FBXL5	1.23925
C13orf27	-2.3135
DEFA5	-0.4165
TRHDE	-0.1035
MTP18	-0.504166666666667
UQCRQ	0.1779
ITGB2	1.77433333333333
CSRP2BP	0.13175
TAS2R44	0.022
PHPT1	-0.1235
FAM44C	-0.0145
ERH	-0.237
MPHOSPH1	-2.32883333333333
MORC1	-0.5475
PARVB	-0.65725
LAMA1	-1.97483333333333
PGBD3	0.43125
GIMAP6	4.1665
AREG	-1.3235
LIPT1	0.2865
MGC99813	-1.396
C1orf201	0.435
GRIN2A	-0.8957
MAN2C1	-1.07525
NSUN5	-0.547
SF3B5	-0.0005
MYC	-0.794
NRXN1	1.15291666666667
ZNF18	0.57875
SPDYA	-0.66775
SLC37A1	0.794
DECR2	0.86375
ANKRD38	1.152
SPTLC3	-0.150083333333333
SUPT16H	-0.461875
DTWD2	0.5675
ULBP1	-0.4065
ZADH1	0.2695
OIP5	-3.62975
IL10RB	-0.189666666666667
OTUB2	-0.14375
VWA3A	0.958666666666666
SPIC	0.1234
OR6C4	0.4045
PSCD4	1.38716666666667
DPY19L2P2	-2.707
TRAPPC6A	0.701166666666667
C21orf2	-0.288166666666667
CEMP1	0.391
LIN7B	-0.1135
E2F7	-1.88066666666667
VCP	-0.46925
LAMA3	2.593
BGN	2.542
GPR160	1.247
COCH	-4.71383333333333
GPR81	1.89516666666667
APOBEC3F	-0.389
tcag7.1017	-0.39125
C1orf32	0.2595
SCGB1D2	7.01025
FLJ43987	-0.645
C6orf170	0.1725
KLK9	0.496
GPD1L	1.003625
VPS37B	-0.4085
ATG3	-0.481
ADAMTS17	-0.3975
KLHDC2	0.237166666666667
NDUFV2	0.1085
BLK	-1.7105
MATN4	-1.525
GPM6A	0.90625
GBP4	4.4345
TMEM162	0.0248333333333333
PKP2	1.398
HRASLS	-1.71422222222222
MMP1	-4.3845
SFXN3	0.1944
FSD1	-1.951
ST6GALNAC3	-1.6895
CA12	3.069
NCOA6	0.02175
C19orf58	-0.7169
PPP4R1	-0.0203333333333334
MAN1A2	0.6125
IKBKAP	-1.34125
UPF1	-0.0338333333333333
KIAA1219	0.12775
WNT16	0.268166666666667
SNW1	-0.08825
IL18RAP	1.84925
RPP30	-0.434875
CDC40	-0.307571428571429
SETD3	0.0881666666666667
SLAMF6	0.4035
ELK4	-0.353
TRIM47	0.3405
ACOX3	0.544
TRIM6	1.401
KIAA0372	-0.561833333333333
TP53AP1	1.535875
SMURF2	-0.47625
ADAD1	-0.23775
EBP	-1.0128
KRTAP13-2	-0.85
FLJ36874	-0.639
TOR1A	-0.233833333333333
P2RY4	0.7135
GPBP1	0.274
TRPV1	-0.1705
ADAMTS12	0.428
PES1	-0.1573
ATG4A	0.344166666666667
MAGEA10	-4.53825
WFS1	1.599
CC2D1B	-0.8135
PABPN1	-0.34375
SLC25A30	0.1765
SLCO1C1	0.0676666666666667
SLC22A5	1.06725
KIF23	-3.12216666666667
SYN2	-0.105
ASPN	9.515
CENTG2	0.70525
QSOX2	-1.8252
FLJ10815	-0.237833333333333
STK24	-0.386875
SPEG	0.0343
STK10	0.261
DACT2	-1.065
AAAS	-0.9875
SSX3	-2.191125
ABCD3	0.1299
C4orf12	-0.17725
PARVG	1.4575
FIG4	0.2
C9orf46	1.706
TMCO6	-0.96
IGHMBP2	-0.5355
DUS2L	-0.892666666666667
FAM3C	0.1058125
TMEM16D	-2.057625
DCTN4	0.72325
KCNH3	-0.2185
EIF2AK2	0.9105
AP1S3	-0.17525
CST4	0.694
PAM	0.8820625
NUTF2	-0.53875
CITED2	0.467
SLC39A4	-0.431
C2orf52	-0.6765
GRM3	-0.2665
C12orf49	0.03975
CCDC49	-0.1409
GRAMD1B	-1.91225
FNDC4	0.915
SIAH2	1.088
GDPD4	-0.028
C21orf87	0.26325
ATP5A1	-0.168833333333333
C16orf63	0.04375
LOC388135	0.0665
ATP5J2	-0.81075
MMP3	0.229
EMID2	-0.013
CRHR1	0.2565
WDR70	-0.2205
C13orf31	1.25525
ZFAND1	0.329
CCL18	4.4085
C3orf49	0.0865
RINT1	-0.4005
KIAA0408	-1.58683333333333
F13A1	5.5021
SLC10A1	-0.222166666666667
OGN	3.7435
GIPC2	-1.2755
XPO6	-0.0668333333333333
LCE1A	1.3115
FMR1	0.2592
LOC374920	0.25375
DUSP3	0.364
ANKMY1	1.35475
C7orf50	0.58225
BBS9	0.5823
UNC119B	0.013875
C9orf72	-0.198
MGC35440	-0.6195
ENTPD6	-0.3485
PPP1R2P9	0.384
ERCC4	0.514
FAHD2B	0.014
HMHA1	0.3865
HACL1	-0.4625
RAD23A	-0.5215
FAM83B	-0.71725
PPP5C	-1.44683333333333
RNASEH2C	-0.039875
C9orf153	-0.48225
SCAMP4	0.766625
GHITM	-0.0792
NDUFB7	-0.11375
ADCYAP1	0.810666666666667
SP110	1.85116666666667
MAP3K7IP2	0.444
DHH	0.2745
AGRN	0.840357142857143
WDR33	0.212833333333333
CEP290	-0.0336666666666667
PRPS1L1	-1.69583333333333
KLRA1	-1.005
GPR97	-0.2665
CHD7	-1.47091666666667
TLR10	1.98175
SLC30A8	-0.838
HIC1	1.8865
IAPP	-0.001
RXFP4	0.081
GP1BB	1.5545
SHQ1	0.4715
NKX2-3	0.394166666666667
API5	-0.436
FTHP1	0.755
MOV10L1	0.530333333333333
TRIM6-TRIM34	2.99366666666667
ADHFE1	1.1205
FAM117A	0.0865
DDI1	0.4545
CDON	0.477833333333333
TRIM73	-1.2985
IGKC	4.6805
MMP14	-0.36225
DYNC1LI1	-0.033625
C11orf66	0.2865
TRBV3-1	-0.93925
FASTKD5	-0.236
BIVM	-1.3865
LHX4	-0.19925
CXCL2	0.2062
RAB2B	-0.7045
IZUMO1	-0.8625
MAP3K15	-1.525375
FAM19A2	0.164166666666667
ZC3H8	-0.736
ZMAT1	2.315625
SPINK5L3	-2.562
SLC10A6	1.045
APPL2	0.293
CARD10	0.0861666666666667
LOC402176	-0.1325
EEF1D	1.4621
RAB6A	0.4764
C12orf5	-1.40975
PAPOLG	0.00125
MSRB2	0.85175
BCR	0.691222222222222
PUS3	0.26025
TIAM2	0.9155
ZNF317	0.257166666666667
CHD2	-0.143357142857143
FZD5	-1.57795454545455
NUDT8	-1.502
ZNF763	-0.447
PRC1	-2.89422222222222
ABCB9	-0.123
SPATA3	0.00725000000000001
TRAK2	0.330625
STAB1	3.258875
LRRTM2	-0.140333333333333
psiTPTE22	1.41025
DBI	0.64325
SERPINA11	-1.2515
NAT5	-0.01875
C20orf58	-2.2335
RPS6KA4	0.109
FLJ90650	-0.321
TGFBRAP1	0.2055
CHRDL2	1.400375
FAHD2A	-0.425166666666667
CNTN1	0.34975
BBS4	-0.1687
TMEM181	-0.97275
MINPP1	-0.9895
MPHOSPH6	-1.32191666666667
HOXC10	1.7404
ITPKB	0.367875
CLPTM1L	0.04075
MEOX2	0.998333333333333
ATP6V0C	0.22875
PRPF8	-0.3565
TMC5	4.41475
FKBP3	-0.75525
PLEKHB2	0.0855
OR4D6	0.1165
ZNF544	-0.7964
D2HGDH	-0.171875
RPL18A	0.00829999999999999
HEL308	-0.1095
MPP6	-3.7385
TCERG1	-1.62325
KRT16	-0.1355
KLF17	-0.883
KLF5	0.976875
CDR1	3.046125
VCX3A	-4.0495
FBLN2	1.925625
C14orf104	-0.585
HBE1	-4.7319
OR4S2	0.7795
C1orf108	-1.09283333333333
ROBO4	3.83233333333333
CPEB4	1.0555
C11orf80	-0.129166666666667
BCKDHA	0.498333333333333
MYOC	0.86325
GIF	-1.706
CKMT1A	0.3135
RPL3	1.0721
THBS1	2.754
APOO	-1.018
ARMCX1	2.0875
HSZFP36	0.27475
SNAPC5	-0.73975
EIF4ENIF1	0.93475
ZNF433	-0.4525
TNFRSF21	-0.02275
TMPRSS7	0.2095
SPATA18	1.1106
HPDL	-3.45
MKL2	1.7688
TBX3	1.38623076923077
C21orf93	0.0365
DAXX	-0.4135
ELMO1	0.176
RGS13	3.07566666666667
TAF11	-1.36875
UNC13A	-2.241375
LOC653314	0.148
ORC3L	-0.62875
IMAA	-1.7735
TARBP2	-0.60475
CABIN1	0.0459
TRIOBP	0.30475
HIST1H2AC	0.609375
RGS22	-1.83133333333333
NCOA1	1.20866666666667
IL25	2.404
SNCG	2.157
GPR6	0.5485
AMDHD1	-0.995833333333333
CHEK2	-1.12325
C6orf142	-0.88375
DRD4	0.736
C14orf68	-1.18125
GDF11	-2.372
SEMG2	-0.4225
CD247	-0.7895
CDAN1	-0.89925
RBMX2	0.592166666666667
TGS1	-0.54225
OIT3	-0.47075
SYF2	0.7365
MCM4	-2.0085
PKHD1L1	-0.069375
CEP192	-0.854333333333333
IFT88	0.71175
RPL9	0.811642857142857
RAB32	0.49
DDX43	-2.52475
P2RX2	0.337666666666667
OR5D18	0.657
UBE1	-0.366
SLC24A1	0.331625
ARHGAP5	0.094
CETP	-1.3555
KIAA1731	-0.493333333333333
SLC9A4	-0.00750000000000001
PTPN6	1.01375
BAHD1	-0.12075
GRIK3	0.054
CACNB2	-0.4858
PDE10A	-0.221
DGCR14	-0.0265
PCDHB9	-0.4525
RHOQ	0.642
MAP3K4	0.09325
KTI12	-0.170666666666667
RPL23AP13	-1.1895
GNG11	-0.356
CLCN3	1.17583333333333
GPAM	-0.45525
VSTM2A	0.471
SLAMF7	2.82016666666667
INTS2	-0.99875
PPP2CA	0.1359
LRP12	-0.506733333333333
SEC14L2	2.98355555555556
DKFZP586H2123	3.0325
MC3R	-0.0695
CIRH1A	-1.6895
HIST1H2AB	0.0108333333333333
POLH	-0.561375
MGC16703	-2.106
SNAPC2	0.5155
FILIP1L	1.543
RASGRP4	0.372
LRRC1	1.364
GAS1	1.06
PRAC	-0.62925
DGKA	-0.888
NT5C3	0.4735
PEG3	-3.21183333333333
NADK	-0.78
PRR17	0.17125
LOC374569	-0.2635
SGSH	-0.0293333333333333
NLRP8	-0.358
GALT	-0.6349
MCF2	-0.878
ZNF263	1.17725
TACSTD1	0.233166666666667
TYR	-6.8103
ATP6AP2	0.13625
RNUXA	-0.21375
ABHD10	-0.00299999999999998
GDPD2	-1.2565
SLC35C1	0.5605
UBE2A	0.092
HERC5	-1.473
FAM112B	-4.55583333333333
FBXL16	2.5205
DKFZP434A0131	-0.38075
ELA3A	-2.546
RBM41	-0.618
HAO2	-0.66825
RNH1	0.554375
SHANK2	1.64283333333333
OSBP2	-1.54375
DAK	0.0541666666666667
C3orf58	-0.237666666666667
TCL1B	-0.4945
KBTBD2	-0.067125
SUGT1L1	0.103
UBE2E2	0.101833333333333
MYL9	2.824875
CDC23	-0.812166666666667
PBXIP1	1.8199
CXorf40B	0.7615
NBL1	1.24575
RTBDN	0.619
RAB11FIP5	0.7
TTTY13	-1.062
SCOTIN	0.235666666666667
SOHLH1	-0.181333333333333
CDKN1A	0.0552142857142857
NCK1	0.24825
ZNF550	-1.1435
SAPS3	0.0501666666666666
SPIN3	0.364333333333333
MAGEE2	0.122
MIS12	-1.41533333333333
OR8H2	0.157
KIAA0774	-0.553833333333333
UNC5D	-1.989
CUL7	-0.782333333333333
LIPC	-3.26416666666667
DIO1	-0.4345
C20orf11	-0.177
CTRL	-0.94975
HS3ST2	2.66925
PAK4	0.488333333333333
CCRL1	3.646
RNF10	-0.031125
ZNF567	-0.03725
ZNF660	-0.3745
TCEAL3	1.94125
MAGOH	-0.232666666666667
CENPB	-0.131333333333333
C19orf7	0.8485
LOC388965	0.62375
ZCCHC13	-0.0465
JMJD1A	-0.8563
HIST1H4H	-0.7755
TBRG1	-0.657
GPC3	-4.216125
TAF1C	-1.0615
EBNA1BP2	-0.916
CIAPIN1	-0.656
PDGFRA	0.243555555555556
CSTB	-0.755625
CENPI	-2.34383333333333
GTF2E2	-0.402166666666667
RPP21	-0.9655
CCNF	-1.448
KCNQ3	0.6485
FAM79A	1.402
SLC22A12	0.2185
NOVA1	-0.820333333333333
FZD3	-0.0041
AKAP8	-0.4535
SOCS5	0.573125
CFDP1	-0.65625
DLG5	0.46375
PGM5	1.46633333333333
C1orf144	0.149916666666667
HDAC10	-1.343
RND2	-0.43125
C20orf199	-0.5545
RNMT	-0.37375
SLURP1	0.188
ASTN1	-0.0115
SH3BGR	1.0245
MYCL1	-0.7465
ZHX1	0.079
CENPK	-3.2105
FOSB	2.8557
LOC643406	0.633625
C2orf59	-0.7405
TMEM135	0.299125
SLC27A2	-2.07125
KRT33A	2.042
OVOL1	1.582375
PAMCI	-1.8285
S100A7	0.008
ZNF789	-1.0265
HARS2	0.475
RPL23A	-0.2115
TCF23	0.06275
UPF3B	-1.959375
C17orf78	-0.6515
HLA-DOB	1.22083333333333
C14orf142	-0.0153333333333333
TEKT5	0.651666666666667
DMWD	0.201
POLD1	-1.62083333333333
GSCL	0.098
CALD1	0.8538
SCRT1	0.378
AIG1	0.999
UNC84B	0.42575
ZNF404	-1.23025
TMED6	-3.7185
KIAA1462	0.6715
LRRC27	2.44266666666667
PYGO1	0.0355
PIGU	-0.877666666666667
ALAS2	-3.517
WRNIP1	-0.1745
CNNM3	0.0795
ZNF2	0.4995
ST3GAL5	-0.752833333333333
MRPL23	-0.263
TSSK6	0.0235
PSMA6	-0.83375
C16orf70	-0.75025
KIAA1602	0.10875
ALMS1	0.438166666666667
DCN	3.256875
TMEM132D	-0.6715
SUCLG2	0.341
ABHD14A	0.3115
DEXI	0.5925
AMPD2	-0.638
IFNAR2	-0.142
CYB5A	2.8805
TLOC1	0.66195
NXF5	-0.3955
NRBF2	0.114375
KCTD3	1.92525
ITGAE	-1.5995
SLC30A3	-2.007
ZRF1	-0.866
IFRD2	-0.445
XAB1	-0.49525
PYCR2	-0.199166666666667
SERPINB3	-4.8765
TMLHE	0.2868
GEFT	-0.179875
ABCA5	-1.437625
EMR4	0.565
TSFM	-0.48625
HIST3H2BB	-1.167
ARHGEF19	1.405
TSPAN17	-0.235166666666667
ABCC8	3.873
MAP1S	0.116166666666667
C22orf36	0.146
BNC2	0.817142857142857
HIST1H4A	-1.1575
NDUFS3	-0.188333333333333
WDR3	-0.601166666666667
XKR4	0.26
TTC33	-0.279153846153846
STMN2	4.63425
CPN2	-0.760166666666667
HSPC105	-0.847375
PCOLCE2	-1.56475
C3orf55	1.0185
KLHDC9	3.25116666666667
TBC1D23	0.228625
ATXN2L	-0.959083333333333
MAP2K3	0.0315833333333333
SCAP	-0.2765
ZNF486	-0.023
C20orf96	0.30525
NARS	-0.31725
ADAMTSL1	-0.752142857142857
PRCC	0.746666666666667
CCDC126	2.12641666666667
ZNF675	-0.6975
CALCOCO1	0.76425
ANKRD43	3.8305
CWF19L2	0.502
ZBTB32	1.30416666666667
BRAF	0.60725
ODF4	0.10525
MGC14376	0.568833333333333
HORMAD1	-2.5126
AAK1	0.145363636363636
PEBP1	-0.660083333333333
TNFSF5IP1	0.163666666666667
DKFZp564N2472	0.2845
RMND1	-0.183875
IGKV1-5	4.822
COL1A2	3.48383333333333
SERPINA5	-1.08725
AANAT	0.2615
C19orf21	0.802666666666667
GEMIN5	-0.04875
UBR4	-0.1735
LTBP3	1.31633333333333
AMHR2	-2.3905
PROCR	-0.3375
MYBBP1A	-1.13475
C20orf39	2.8505
ZNF697	-0.66
PASK	-0.492
ZNF776	0.414833333333333
RFXDC2	-0.278875
KIAA0467	-0.028
C10orf96	-1.92775
ZNF503	0.3375
GULP1	-0.803333333333333
KCNE4	2.56216666666667
DKFZp434K191	-1.058875
LOC196913	0.2425
BHLHB4	1.2525
CH25H	1.334
LOC81691	-0.988
ALPL	0.329928571428571
COL12A1	3.106
FOLR3	-2.391
GPR123	-0.20825
TRIM62	0.225642857142857
ABLIM1	0.944
MAST3	-0.35825
RHBDD1	0.8195
LOC338809	1.3125
RYBP	0.91125
TTC26	0.2
ZNF22	-0.250166666666667
ISCA2	0.049
RDM1	-2.13075
PIGM	1.09725
GNB3	-1.7425
ACTR2	-0.0923
HMGB1	-0.1392
EDG1	3.20766666666667
SOAT2	-3.73775
OR10AD1	0.5535
RAP1GDS1	0.4995
LCE1F	0.1395
ESM1	-2.256625
RCN3	2.302
CREBL1	-0.664
DBNL	-0.144166666666667
PTGER3	2.819375
USP30	0.174333333333333
BCL2L12	-1.21783333333333
KIF26B	2.57625
ZNF416	0.456
ZNF225	-0.072
C17orf70	-0.38225
ZNF554	0.47475
RAE1	-1.2985
TNIK	0.768333333333333
ACTN3	0.5355
MGC45922	1.3425
CCNA1	-0.0816666666666667
RYK	0.683333333333333
IL26	0.2055
LRP3	0.8885
QARS	0.20975
SOX7	1.10785714285714
BID	-0.545375
OR2S2	0.181
CXCL14	4.41825
C11orf47	-0.517
MGC29891	1.0205
HSPB8	-0.2769
PRDM14	-2.413
NUFIP2	-0.22675
MNAT1	-0.400125
ZDHHC2	-0.795166666666667
MBNL2	0.267125
ADD3	-0.871
CSNK2A1P	-0.5735
KLK6	0.146833333333333
TMEM111	0.0871
KIAA1279	0.22925
NUBP2	0.639666666666667
RAB42	-0.785
ID3	-0.7252
TM9SF1	-0.05825
MDP-1	-0.99675
POU4F2	0.1915
IQCK	1.9785
C16orf14	-0.154
CAPN3	-1.940125
FAM43B	0.194
RECQL	-0.9385
AP1G1	-0.609285714285714
CTNNBL1	-0.366833333333333
ECHDC1	-0.825166666666667
SMARCC1	-0.2626
FOXQ1	-1.22875
GNAI3	-0.452333333333333
POLG2	-2.0405
CD4	1.58025
ITLN1	-0.74125
EBI2	3.84675
IRF1	1.9965
PTPRE	2.4063
PTK2B	0.53975
NXNL2	1.6415
SOX4	0.668777777777778
TSPAN3	-0.391333333333333
SH2D1A	-2.19616666666667
C8orf58	-0.218333333333333
USP20	-0.83125
DUSP22	-0.631833333333333
CALB1	-3.28116666666667
L3MBTL2	1.02066666666667
MCRS1	-0.40025
TMEM118	-1.7805
C18orf8	0.545833333333333
FLJ10241	-0.01075
GJA12	1.25625
PKD1	-0.169333333333333
ZFP3	0.342
JAM3	-0.405875
LAPTM4A	1.2156
DIRC2	0.1465
KIAA2022	0.563
MYOM1	0.8475
TRPM8	-1.91116666666667
MOP-1	1.65725
PHKG2	-0.311875
ZNF650	0.283625
KIAA1522	1.452125
PSG8	-0.642333333333333
DDX19B	-0.325
MOBKL1B	-0.286
DIAPH2	0.538166666666667
PTPN12	0.068
CLN8	-0.3637
CRYZL1	-0.392
CRY2	1.64975
FCGR2B	4.5595
PNPLA4	1.786625
ZNF454	-0.3345
DKFZp434B1231	-0.3375
CLDN11	0.3521
RFWD2	0.684166666666667
CIB2	-0.9845
MXRA8	3.463125
HRK	-0.63225
MAML2	0.10825
C4orf31	0.4365
C6orf192	0.12425
COG6	0.326375
FAM5B	1.154
NFATC1	1.3722
SEPT10	-0.27875
SCYL1	-0.0133
RPP40	-1.4045
SCOC	-0.0321
KIAA1450	0.92625
CTDSPL2	-0.587
TBX5	2.07366666666667
NAPG	0.13
RHD	-1.899
C14orf45	2.67616666666667
ZBTB22	1.2785
PLCG1	-1.671
ANKRD10	-1.133875
AQP7P2	1.52575
TAGLN2	0.462
HTR2C	-1.64
SLC16A7	-0.174333333333333
C17orf83	-0.10875
TSGA14	0.5255
MDH1	-0.85725
PPP3R2	-0.156666666666667
DCBLD2	-1.822
RBM33	-0.468125
DPH3	-1.77525
SYT10	-1.65033333333333
FMO4	2.552875
THYN1	-0.49025
DRD5	-1.9115
OTOR	1.031
PGRMC2	0.2707
KATNAL1	-0.024125
PAQR6	-2.9265
UBE2I	-0.29875
C14orf28	0.47325
C8orf70	0.78425
FLYWCH1	-0.189125
ANGPTL3	-0.97675
GLRX2	-0.205666666666667
ATP11A	-1.19507142857143
ARL5B	-0.060625
MUC16	-2.67075
SLC25A5	-0.596642857142857
ACRC	-1.27525
MYO1C	0.1745
FAM89B	1.16883333333333
FAS	0.377625
KIFAP3	1.58675
GLRA2	1.028
BTN3A2	0.9463
CNKSR3	-0.849625
CSTF3	-0.733
ARPM1	0.9355
KIAA1530	-0.2265
C9orf150	2.48833333333333
PRKCI	0.22825
tcag7.1015	-1.535
SOD3	0.7575
ZNF574	0.32625
CYP21A2	2.9015
RPL12	0.441
COMMD2	-1.00575
WIZ	0.12025
LOC344405	-1.27725
ALDH4A1	-0.999470588235294
CRYAB	3.23075
COPA	0.750233333333333
PCDHGA7	0.642
KIF11	-1.60566666666667
RASD2	0.34325
SLC26A3	1.1725
ZNF175	-0.544
JAKMIP2	-1.72275
C8orf4	2.16366666666667
PTHLH	2.002
SLC40A1	5.76966666666667
OR7D4	0.148833333333333
PCDHB17	-0.31
CD36	3.80007142857143
C6orf203	0.0153
PRKG2	-0.4705
LOC400566	1.533
ANAPC13	0.26775
SLCO3A1	-0.611
ZNF692	-1.449
