Hybridization REF	TCGA-BH-A0DK-01A-21R-A056-07
HMBOX1	0.6495
PODXL	-1.23275
CCT6B	0.209333333333333
COMTD1	-0.50225
MUC20	0.256833333333333
GPX2	-2.921375
ITK	1.009125
FBXL5	1.719
C13orf27	-2.44975
DEFA5	0.522
TRHDE	0.201
MTP18	-0.983666666666667
UQCRQ	0.392
ITGB2	2.32316666666667
CSRP2BP	-0.02475
TAS2R44	0.149
PHPT1	0.25275
FAM44C	-0.14075
ERH	1.2385
MPHOSPH1	-0.661666666666667
MORC1	-0.3445
PARVB	-0.6505
LAMA1	-1.92458333333333
PGBD3	-0.01725
GIMAP6	4.45725
AREG	0.117666666666667
LIPT1	-0.234
MGC99813	-1.54775
C1orf201	-0.748166666666667
GRIN2A	-0.8294
MAN2C1	-1.211875
NSUN5	-0.92025
SF3B5	0.42725
MYC	-0.8464375
NRXN1	-1.00690909090909
ZNF18	0.0015
SPDYA	-0.772
SLC37A1	1.6555
DECR2	-0.355
ANKRD38	0.354166666666667
SPTLC3	-1.52333333333333
SUPT16H	-0.32825
DTWD2	0.6995
ULBP1	0.664
ZADH1	-0.3525
OIP5	-2.3285
IL10RB	0.0603333333333333
OTUB2	0.228875
VWA3A	0.172
SPIC	2.49583333333333
OR6C4	-0.071
PSCD4	1.70766666666667
DPY19L2P2	-1.3085
TRAPPC6A	0.4705
C21orf2	-0.931166666666667
CEMP1	-0.9485
LIN7B	-0.25
E2F7	-1.69816666666667
VCP	0.2301875
LAMA3	2.53425
BGN	2.158
GPR160	1.57466666666667
COCH	-4.31516666666667
GPR81	1.09733333333333
APOBEC3F	-0.58425
tcag7.1017	-0.68675
C1orf32	0.6695
SCGB1D2	5.84675
FLJ43987	0.118
C6orf170	0.608
KLK9	0.418
GPD1L	0.015125
VPS37B	0.582
ATG3	-0.290666666666667
ADAMTS17	-0.305
KLHDC2	9.25185853854297e-18
NDUFV2	-0.46075
BLK	-0.43775
MATN4	-1.5845
GPM6A	0.940714285714286
GBP4	4.63633333333333
TMEM162	0.0693333333333333
PKP2	-0.7885
HRASLS	-1.99988888888889
MMP1	-2.14925
SFXN3	0.1072
FSD1	-2.09783333333333
ST6GALNAC3	-0.935166666666667
CA12	2.3155
NCOA6	0.44575
C19orf58	0.0998
PPP4R1	0.0598333333333333
MAN1A2	0.420666666666667
IKBKAP	-1.639
UPF1	0.231666666666667
KIAA1219	0.6655
WNT16	1.04366666666667
SNW1	-0.0335
IL18RAP	3.668
RPP30	-0.709625
CDC40	0.482071428571429
SETD3	0.282333333333333
SLAMF6	2.0065
ELK4	0.081
TRIM47	1.10216666666667
ACOX3	1.93375
TRIM6	0.1
KIAA0372	-0.858833333333333
TP53AP1	1.7995
SMURF2	-0.33125
ADAD1	-0.02725
EBP	-0.7393
KRTAP13-2	-0.168
FLJ36874	-0.871166666666667
TOR1A	0.4445
P2RY4	1.4435
GPBP1	0.35175
TRPV1	-0.911125
ADAMTS12	1.10283333333333
PES1	-0.4425
ATG4A	0.4915
MAGEA10	-4.524
WFS1	1.55
CC2D1B	-0.285833333333333
PABPN1	-0.5985
SLC25A30	-0.3335
SLCO1C1	0.966166666666667
SLC22A5	0.84875
KIF23	-1.46916666666667
SYN2	0.260666666666667
ASPN	7.93666666666667
CENTG2	-0.2965
QSOX2	-1.5759
FLJ10815	-0.181666666666667
STK24	0.143125
SPEG	-0.1421
STK10	0.623666666666667
DACT2	-0.847
AAAS	-0.5845
SSX3	-1.93857142857143
ABCD3	-0.125
C4orf12	0.47875
PARVG	1.5185
FIG4	1.351
C9orf46	0.394
TMCO6	-0.992
IGHMBP2	-1.30825
DUS2L	-0.998
FAM3C	-0.1055
TMEM16D	-1.899875
DCTN4	0.9475
KCNH3	-0.0815
EIF2AK2	2.469
AP1S3	0.0305
CST4	1.5635
PAM	0.4708125
NUTF2	-0.30175
CITED2	0.586
SLC39A4	-1.18775
C2orf52	-1.9495
GRM3	-0.13
C12orf49	0.713625
CCDC49	-0.6251
GRAMD1B	-1.6065
FNDC4	0.13075
SIAH2	1.057375
GDPD4	-0.10425
C21orf87	0.093875
ATP5A1	-0.525
C16orf63	-0.9505
LOC388135	-1.38133333333333
ATP5J2	-0.556
MMP3	0.20675
EMID2	-0.13825
CRHR1	0.029
WDR70	-0.74325
C13orf31	2.08325
ZFAND1	-0.5565
CCL18	4.21433333333333
C3orf49	0.584
RINT1	-0.422
KIAA0408	-1.15816666666667
F13A1	5.1471
SLC10A1	0.00416666666666667
OGN	2.2565
GIPC2	-0.695
XPO6	-0.487166666666667
LCE1A	0.9985
FMR1	0.6007
LOC374920	-0.1815
DUSP3	-0.069125
ANKMY1	0.3265
C7orf50	0.48625
BBS9	-0.3948
UNC119B	-1.017375
C9orf72	-0.22325
MGC35440	-0.64425
ENTPD6	0.18075
PPP1R2P9	0.661
ERCC4	0.46
FAHD2B	-1.1935
HMHA1	0.349
HACL1	-0.242
RAD23A	-0.110833333333333
FAM83B	1.06475
PPP5C	-0.753
RNASEH2C	-1.52725
C9orf153	-0.073
SCAMP4	0.7325
GHITM	0.388
NDUFB7	0.287
ADCYAP1	1.12883333333333
SP110	2.63133333333333
MAP3K7IP2	0.27325
DHH	0.00249999999999999
AGRN	0.300357142857143
WDR33	0.406833333333333
CEP290	0.460166666666667
PRPS1L1	-1.7555
KLRA1	-1.247
GPR97	0.0015
CHD7	-1.26858333333333
TLR10	2.45725
SLC30A8	-1.5475
HIC1	1.84033333333333
IAPP	0.278
RXFP4	0.06225
GP1BB	1.435
SHQ1	-0.4495
NKX2-3	0.286
API5	-0.46975
FTHP1	0.3455
MOV10L1	1.651
TRIM6-TRIM34	2.04533333333333
ADHFE1	-0.47575
FAM117A	0.249
DDI1	0.267
CDON	-0.0136666666666667
TRIM73	-0.5685
IGKC	5.3805
MMP14	0.00175000000000002
DYNC1LI1	-0.549625
C11orf66	-0.18425
TRBV3-1	-0.27625
FASTKD5	-0.02825
BIVM	-2.43325
LHX4	-0.36
CXCL2	-0.8538
RAB2B	-0.702166666666667
IZUMO1	-1.0495
MAP3K15	-1.608125
FAM19A2	0.511166666666667
ZC3H8	-0.413
ZMAT1	1.79975
SPINK5L3	-3.0585
SLC10A6	1.348
APPL2	0.74475
CARD10	-0.0603333333333333
LOC402176	-0.8075
EEF1D	0.7568
RAB6A	0.192
C12orf5	-0.733875
PAPOLG	0.93125
MSRB2	0.7645
BCR	0.593
PUS3	-0.6805
TIAM2	0.21025
ZNF317	0.0393333333333333
CHD2	-0.0580714285714286
FZD5	-1.76327272727273
NUDT8	-0.4725
ZNF763	-0.0545
PRC1	-1.49133333333333
ABCB9	-0.182
SPATA3	0.2265
TRAK2	1.625875
STAB1	3.2485
LRRTM2	0.333
psiTPTE22	1.74575
DBI	0.50575
SERPINA11	-2.397
NAT5	0.10925
C20orf58	-2.815
RPS6KA4	0.056
FLJ90650	0.401
TGFBRAP1	0.2545
CHRDL2	-0.640125
FAHD2A	-1.30733333333333
CNTN1	0.39
BBS4	-0.3684
TMEM181	1.12575
MINPP1	0.27775
MPHOSPH6	-0.901416666666667
HOXC10	2.4463
ITPKB	0.101125
CLPTM1L	0.366
MEOX2	1.27883333333333
ATP6V0C	0.608875
PRPF8	-0.843166666666667
TMC5	0.7285
FKBP3	-0.126
PLEKHB2	-0.08
OR4D6	0.113
ZNF544	-0.2116
D2HGDH	-0.886625
RPL18A	-0.3321
HEL308	-0.159375
MPP6	-3.197
TCERG1	-1.52825
KRT16	-1.21683333333333
KLF17	-1.0275
KLF5	0.714375
CDR1	2.819
VCX3A	-3.98
FBLN2	2.1705
C14orf104	-0.37675
HBE1	-5.0496
OR4S2	-0.7395
C1orf108	-0.482166666666667
ROBO4	3.8965
CPEB4	0.648625
C11orf80	-0.399166666666667
BCKDHA	0.738333333333333
MYOC	0.86725
GIF	-0.691
CKMT1A	0.5355
RPL3	0.378
THBS1	3.16275
APOO	-0.58825
ARMCX1	2.699
HSZFP36	0.41675
SNAPC5	-0.34975
EIF4ENIF1	1.025
ZNF433	0.0805
TNFRSF21	-0.187
TMPRSS7	0.809
SPATA18	0.5021
HPDL	-3.407
MKL2	1.3195
TBX3	2.08084615384615
C21orf93	0.124
DAXX	0.22575
ELMO1	0.7875
RGS13	3.3675
TAF11	-0.918
UNC13A	-2.41675
LOC653314	-0.6038
ORC3L	-0.001
IMAA	-3.5095
TARBP2	-0.32825
CABIN1	-0.143
TRIOBP	0.301875
HIST1H2AC	0.4555
RGS22	2.56116666666667
NCOA1	1.05183333333333
IL25	0.9535
SNCG	0.717
GPR6	0.3655
AMDHD1	-1.30183333333333
CHEK2	-0.373875
C6orf142	-0.9805
DRD4	1.019
C14orf68	-1.32025
GDF11	-1.16125
SEMG2	-0.5565
CD247	0.92725
CDAN1	-0.48175
RBMX2	0.00633333333333333
TGS1	-0.434
OIT3	2.04325
SYF2	-0.19925
MCM4	-1.765375
PKHD1L1	0.72975
CEP192	-0.739
IFT88	-0.0945
RPL9	0.204642857142857
RAB32	0.304875
DDX43	-3.1355
P2RX2	0.170166666666667
OR5D18	0.527
UBE1	-0.03375
SLC24A1	0.734625
ARHGAP5	-0.87375
CETP	1.04475
KIAA1731	-1.0955
SLC9A4	0.5885
PTPN6	1.10375
BAHD1	0.26075
GRIK3	0.35
CACNB2	-0.5266
PDE10A	0.0515
DGCR14	-0.415
PCDHB9	1.23133333333333
RHOQ	0.976
MAP3K4	0.03025
KTI12	0.0951666666666667
RPL23AP13	-1.85725
GNG11	0.14025
CLCN3	1.32766666666667
GPAM	-0.119
VSTM2A	0.636
SLAMF7	4.23033333333333
INTS2	-0.56625
PPP2CA	-0.1586
LRP12	-0.246133333333333
SEC14L2	3.32711111111111
DKFZP586H2123	3.61
MC3R	0.118
CIRH1A	-2.17533333333333
HIST1H2AB	0.477166666666667
POLH	-0.415
MGC16703	-2.47683333333333
SNAPC2	0.657
FILIP1L	1.90025
RASGRP4	0.6755
LRRC1	2.10025
GAS1	1.1095
PRAC	-1.63
DGKA	0.0486666666666667
NT5C3	-0.08375
PEG3	-2.74883333333333
NADK	-0.72575
PRR17	0.855
LOC374569	-0.327
SGSH	0.1465
NLRP8	-0.4965
GALT	-0.2948
MCF2	-1.044
ZNF263	0.1635
TACSTD1	1.80516666666667
TYR	-6.7798
ATP6AP2	0.682
RNUXA	0.0645
ABHD10	-0.0615
GDPD2	-1.47725
SLC35C1	-0.39325
UBE2A	0.42325
HERC5	1.50683333333333
FAM112B	-4.32033333333333
FBXL16	2.08475
DKFZP434A0131	-1.09475
ELA3A	-2.646
RBM41	-1.432
HAO2	0.483
RNH1	-0.46025
SHANK2	0.765833333333333
OSBP2	-1.566625
DAK	-1.03816666666667
C3orf58	0.765916666666667
TCL1B	-0.6165
KBTBD2	-0.13975
SUGT1L1	0.28275
UBE2E2	0.168666666666667
MYL9	2.525125
CDC23	-0.785166666666667
PBXIP1	1.6697
CXorf40B	1.3245
NBL1	1.5025
RTBDN	0.3385
RAB11FIP5	0.646125
TTTY13	-0.7965
SCOTIN	0.155833333333333
SOHLH1	-1.002
CDKN1A	0.995142857142857
NCK1	0.457
ZNF550	-0.5965
SAPS3	-0.17025
SPIN3	-0.0901666666666667
MAGEE2	0.08225
MIS12	-0.171
OR8H2	0.3865
KIAA0774	-0.941166666666667
UNC5D	-2.944
CUL7	-0.224833333333333
LIPC	-3.2365
DIO1	0.2855
C20orf11	-0.2038
CTRL	-1.03875
HS3ST2	1.3915
PAK4	1.27233333333333
CCRL1	3.9135
RNF10	0.926125
ZNF567	-0.203
ZNF660	-0.8685
TCEAL3	1.186
MAGOH	-1.17566666666667
CENPB	0.109833333333333
C19orf7	0.558125
LOC388965	0.3925
ZCCHC13	-1.394
JMJD1A	-0.7323
HIST1H4H	0.725
TBRG1	-1.0154
GPC3	-3.4915
TAF1C	-0.81375
EBNA1BP2	-1.119
CIAPIN1	-1.0825
PDGFRA	0.2695
CSTB	-0.374
CENPI	-1.3935
GTF2E2	-0.374166666666667
RPP21	-0.29225
CCNF	-1.0825
KCNQ3	0.559
FAM79A	0.80175
SLC22A12	0.9465
NOVA1	0.193666666666667
FZD3	-0.4337
AKAP8	-1.09925
SOCS5	-0.129125
CFDP1	-1.3385
DLG5	0.7895
PGM5	0.630416666666667
C1orf144	0.00958333333333334
HDAC10	-1.368
RND2	-1.498
C20orf199	-1.016
RNMT	-0.317625
SLURP1	0.33775
ASTN1	0.041125
SH3BGR	0.5985
MYCL1	-0.389875
ZHX1	-0.1615
CENPK	-2.507
FOSB	2.9738
LOC643406	0.119625
C2orf59	-1.686
TMEM135	-0.7945
SLC27A2	-1.3225
KRT33A	1.3165
OVOL1	1.5335
PAMCI	-2.276
S100A7	-1.748
ZNF789	-1.6235
HARS2	0.616
RPL23A	-1.1565
TCF23	0.495
UPF3B	-1.626125
C17orf78	-1.4515
HLA-DOB	1.14216666666667
C14orf142	-0.039
TEKT5	1.39466666666667
DMWD	0.087
POLD1	-1.85016666666667
GSCL	-0.1045
CALD1	0.5637
SCRT1	0.666
AIG1	0.949
UNC84B	0.31025
ZNF404	-1.84475
TMED6	-3.8945
KIAA1462	0.87
LRRC27	1.63166666666667
PYGO1	0.185
PIGU	-0.718166666666667
ALAS2	-3.87933333333333
WRNIP1	0.149875
CNNM3	1.1405
ZNF2	0.1955
ST3GAL5	-0.40925
MRPL23	-0.42225
TSSK6	-0.145
PSMA6	-0.09475
C16orf70	-0.15725
KIAA1602	-0.24275
ALMS1	0.292666666666667
DCN	2.9705
TMEM132D	-1.2465
SUCLG2	-0.261
ABHD14A	-0.3505
DEXI	-0.3785
AMPD2	-1.091
IFNAR2	0.442833333333333
CYB5A	1.3682
TLOC1	1.58515
NXF5	-1.3055
NRBF2	0.208
KCTD3	1.395
ITGAE	-1.10433333333333
SLC30A3	-2.0575
ZRF1	-0.8515
IFRD2	-1.168
XAB1	-0.1045
PYCR2	-0.3225
SERPINB3	-4.9835
TMLHE	-1.1159
GEFT	-0.53975
ABCA5	-0.681
EMR4	-0.0208333333333333
TSFM	-0.18475
HIST3H2BB	-0.57275
ARHGEF19	0.3825
TSPAN17	0.302166666666667
ABCC8	1.04625
MAP1S	0.708666666666667
C22orf36	1.00225
BNC2	0.243214285714286
HIST1H4A	-0.5295
NDUFS3	-0.6265
WDR3	-0.648333333333333
XKR4	-1.404
TTC33	-0.467428571428571
STMN2	4.32975
CPN2	-1.11916666666667
HSPC105	-1.054625
PCOLCE2	-1.8285
C3orf55	0.8315
KLHDC9	-2.20266666666667
TBC1D23	0.830375
ATXN2L	-1.10358333333333
MAP2K3	0.0194166666666667
SCAP	-0.6895
ZNF486	-0.0318333333333333
C20orf96	1.5005
NARS	-0.09675
ADAMTSL1	-0.208928571428571
PRCC	0.878166666666667
CCDC126	1.00325
ZNF675	-0.268
CALCOCO1	0.611
ANKRD43	-0.36
CWF19L2	-0.0316666666666667
ZBTB32	2.5475
BRAF	-0.35975
ODF4	0.3725
MGC14376	0.575666666666667
HORMAD1	-2.57166666666667
AAK1	-0.338363636363636
PEBP1	0.8845
TNFSF5IP1	0.186333333333333
DKFZp564N2472	0.416
RMND1	1.458375
IGKV1-5	4.86525
COL1A2	2.84841666666667
SERPINA5	0.45475
AANAT	0.263
C19orf21	1.42583333333333
GEMIN5	0.0715
UBR4	-0.5535
LTBP3	0.417
AMHR2	-2.69683333333333
PROCR	-0.07975
MYBBP1A	-1.39975
C20orf39	-0.744666666666667
ZNF697	0.382875
PASK	0.0099
ZNF776	1.15483333333333
RFXDC2	0.2735
KIAA0467	-0.369
C10orf96	-2.68233333333333
ZNF503	-1.2105
GULP1	-0.625083333333333
KCNE4	3.85683333333333
DKFZp434K191	-1.644125
LOC196913	0.244
BHLHB4	1.457
CH25H	1.74575
LOC81691	-1.86283333333333
ALPL	0.800642857142857
COL12A1	3.29225
FOLR3	-2.57716666666667
GPR123	-0.1655
TRIM62	0.42
ABLIM1	0.291
MAST3	-0.189
RHBDD1	0.733
LOC338809	0.563
RYBP	0.69275
TTC26	-0.640625
ZNF22	-0.462166666666667
ISCA2	-0.13775
RDM1	-2.786
PIGM	0.79775
GNB3	-1.6085
ACTR2	0.5676
HMGB1	0.0257
EDG1	4.43583333333333
SOAT2	-3.19875
OR10AD1	-0.011
RAP1GDS1	0.609666666666667
LCE1F	0.2505
ESM1	0.162625
RCN3	2.0965
CREBL1	-0.637
DBNL	-0.3055
PTGER3	3.318625
USP30	0.3275
BCL2L12	-0.608333333333333
KIF26B	3.057
ZNF416	0.95925
ZNF225	0.0385
C17orf70	0.133
ZNF554	0.55425
RAE1	-0.885166666666667
TNIK	0.272666666666667
ACTN3	0.6835
MGC45922	1.684
CCNA1	-0.0486666666666667
RYK	0.324333333333333
IL26	0.619
LRP3	1.2375
QARS	-0.86775
SOX7	1.30057142857143
BID	-0.333375
OR2S2	-0.554
CXCL14	4.27
C11orf47	-0.7215
MGC29891	0.144833333333333
HSPB8	0.1946
PRDM14	-3.107
NUFIP2	0.055
MNAT1	-1.102875
ZDHHC2	-0.5195
MBNL2	0.52775
ADD3	0.633375
CSNK2A1P	-0.537
KLK6	-0.466666666666667
TMEM111	0.2143
KIAA1279	1.2525
NUBP2	0.0173333333333333
RAB42	-1.21525
ID3	-0.6216
TM9SF1	0.2835
MDP-1	-0.39875
POU4F2	0.284666666666667
IQCK	0.5015
C16orf14	-0.523
CAPN3	-1.92425
FAM43B	0.35525
RECQL	-0.66525
AP1G1	-0.419642857142857
CTNNBL1	-0.555666666666667
ECHDC1	-0.7055
SMARCC1	-0.3399
FOXQ1	-1.023375
GNAI3	0.364166666666667
POLG2	-1.58275
CD4	1.884625
ITLN1	-0.6915
EBI2	5.2545
IRF1	1.3805
PTPRE	2.0555
PTK2B	-0.106
NXNL2	1.0585
SOX4	1.34655555555556
TSPAN3	0.775166666666667
SH2D1A	-0.337666666666667
C8orf58	0.113333333333333
USP20	-0.75725
DUSP22	-0.448833333333333
CALB1	-2.89233333333333
L3MBTL2	1.188
MCRS1	-0.11875
TMEM118	-0.702333333333333
C18orf8	0.791166666666666
FLJ10241	-0.0185
GJA12	0.569
PKD1	-0.780166666666667
ZFP3	0.378
JAM3	-0.16075
LAPTM4A	1.5862
DIRC2	0.6355
KIAA2022	2.833
MYOM1	0.763166666666667
TRPM8	-2.71533333333333
MOP-1	1.80225
PHKG2	-0.205
ZNF650	0.44925
KIAA1522	1.047625
PSG8	-2.208
DDX19B	-0.996
MOBKL1B	-0.21675
DIAPH2	0.2275
PTPN12	-0.04225
CLN8	-1.3755
CRYZL1	-0.336333333333333
CRY2	0.385666666666667
FCGR2B	3.98933333333333
PNPLA4	1.026125
ZNF454	-0.472
DKFZp434B1231	-0.40325
CLDN11	0.3464
RFWD2	0.686
CIB2	-0.306666666666667
MXRA8	2.8635
HRK	-0.597
MAML2	0.26675
C4orf31	0.72975
C6orf192	0.14775
COG6	0.384
FAM5B	1.96025
NFATC1	1.4557
SEPT10	-0.94575
SCYL1	-0.4436
RPP40	-1.56925
SCOC	0.4142
KIAA1450	0.66
CTDSPL2	-0.1685
TBX5	2.203
NAPG	0.414375
RHD	-4.598
C14orf45	2.10533333333333
ZBTB22	0.9145
PLCG1	-0.824
ANKRD10	-1.924625
AQP7P2	2.0105
TAGLN2	0.148
HTR2C	-1.53383333333333
SLC16A7	0.0966666666666667
C17orf83	-0.587666666666667
TSGA14	-0.65
MDH1	-0.3075
PPP3R2	0.0863333333333333
DCBLD2	-1.16007142857143
RBM33	-0.289375
DPH3	-1.1735
SYT10	-1.9434
FMO4	2.319625
THYN1	-1.172
DRD5	-1.653
OTOR	0.42775
PGRMC2	0.8916
KATNAL1	-0.3225
PAQR6	-2.312
UBE2I	-0.5105
C14orf28	0.14225
C8orf70	0.8105
FLYWCH1	-0.802875
ANGPTL3	-1.46525
GLRX2	-0.313666666666667
ATP11A	-0.830142857142857
ARL5B	0.451625
MUC16	-2.2605
SLC25A5	-0.774857142857143
ACRC	-1.235
MYO1C	-0.25625
FAM89B	2.00016666666667
FAS	1.29375
KIFAP3	0.883
GLRA2	0.8925
BTN3A2	0.9242
CNKSR3	0.39675
CSTF3	-0.822666666666667
ARPM1	0.394
KIAA1530	-1.0415
C9orf150	1.586
PRKCI	1.1475
tcag7.1015	-1.69975
SOD3	0.5585
ZNF574	0.79275
CYP21A2	0.78425
RPL12	0.1945
COMMD2	-0.94675
WIZ	0.48525
LOC344405	-1.22175
ALDH4A1	-1.01476470588235
CRYAB	3.14925
COPA	0.767633333333333
PCDHGA7	1.10783333333333
KIF11	-0.65375
RASD2	0.44
SLC26A3	-0.3525
ZNF175	-0.13
JAKMIP2	-0.79025
C8orf4	3.18316666666667
PTHLH	1.639
SLC40A1	2.47683333333333
OR7D4	0.355
PCDHB17	0.711
CD36	4.62407142857143
C6orf203	0.5469
PRKG2	-0.519
LOC400566	1.99575
ANAPC13	0.75325
SLCO3A1	0.06075
ZNF692	-1.7835
FANCL	-1.338
SH3GLB1	0.8585
C12orf61	-0.771
KBTBD6	0.4035
SUPT5H	0.153625
XRCC6	-0.1142
HUS1B	0.207
FAM133B	-0.338071428571429
LOC728276	-0.113
KCTD18	0.60575
SOS2	0.769
CCDC99	-1.79125
C1QTNF5	3.5305
NNAT	1.94933333333333
USP16	-0.016
LARS	-0.888
ZBTB2	0.969875
ABO	0.314333333333333
TRAF3	0.47275
GALNT5	-1.758
NAP5	1.23375
ALG14	0.8685
KIAA0515	0.229653846153846
WDR75	-0.562833333333333
TEX261	-0.44725
LY86	1.17925
LOC389072	-0.493
FLJ13611	0.376
MRGPRX2	0.1205
SNRPA	-0.71325
OR2G2	0.144
GPRASP2	0.7375
C7orf42	0.4812
C9orf163	-0.667
CYP11B2	0.439
FCRL3	2.26683333333333
PRDX1	0.386
FGB	-6.97383333333333
COX17	0.440833333333333
C16orf33	-0.58025
PIWIL1	-0.352833333333333
FOLR1	-2.592
KIAA0082	0.06625
FREQ	-0.994166666666667
TMCC2	-1.11433333333333
TCF12	0.403083333333333
ZNF721	0.7225
FAM130A2	0.44125
POU4F1	-2.65425
SNRPF	-0.695625
SGIP1	1.68783333333333
ZNF641	0.974666666666667
EMG1	-1.3415
PRRG4	0.5045
HIRA	-3.54375
MYNN	0.839333333333333
AEBP2	-0.285166666666667
TBXA2R	0.628833333333333
ISL2	-1.68316666666667
PCDHB11	1.3795
RNF144A	-0.541
MARCH5	1.033
DULLARD	-0.0488333333333333
DCLRE1B	-0.496333333333333
ITGA8	1.43
TP73	0.114625
PRKCD	1.24125
NDUFB4	0.23825
ATP13A4	2.107375
ANTXR2	-0.0461666666666667
COL4A3	-0.539833333333333
MYO10	-2.4308
SLC6A18	0.562
PEX1	-0.29175
TMEM74	-1.68
RBM19	0.401
TAPBP	0.85915
RUNX1	1.046375
MID1	-1.38716666666667
GPR64	-0.442333333333333
RASEF	3.65125
GABRG1	0.69
MYO16	-2.364
DBF4	-1.28616666666667
TSHZ2	3.50425
RIPK2	0.18175
PPTC7	0.642
KIF4B	-0.431
LRRC31	3.899875
ZNF540	1.10275
EFNB3	-0.00583333333333336
LOH12CR1	-0.28075
STON2	0.6865
GLP1R	0.518
CSTF2T	-0.194625
IREB2	-0.903375
GRSF1	0.007
PDCD7	-0.3615
LRRC43	-0.199
CNR1	0.474166666666667
IL1F7	-0.2765
C12orf64	-0.07225
FAM69B	-0.931
NR2E1	-3.01033333333333
MS4A6A	3.4206
FTL	-0.5913
C7orf36	0.0015
PCLO	1.5623
DYRK2	1.16833333333333
ARIH2	-0.871625
SAMD7	0.208
SCNN1D	-1.56125
SLC32A1	-0.779375
C22orf25	-0.301
MRPS18A	0.341
GPR112	-0.227
EARS2	-0.7285
ERN2	1.0815
ATPBD3	-0.0303333333333333
PRH2	-0.549
CDKN2D	0.00666666666666667
PGLYRP2	0.17675
TRIM40	0.13075
SEC14L3	0.561
SLC22A1	-0.51
BTN2A3	-0.0925
RASA4	1.16575
CCNL2	-1.7385
MYBPC3	0.4475
GJA4	4.1445
CDC42SE1	1.139375
TRPV2	-0.8375
MYPN	-4.3549
SIM1	0.132
CDADC1	-0.0971666666666667
ZFHX4	2.1515
NIBP	0.859666666666667
ADAMTS19	-1.7055
ABTB2	-1.76725
TSPYL2	-0.399375
EIF2S3	-0.5333
SOX30	-0.155
AP2A1	0.271333333333333
DKFZP564O0523	0.337166666666667
LOC285398	-0.37625
CDH18	-5.072
CHL1	1.637625
GATS	-0.1776
TBC1D2B	0.218833333333333
OR1J1	0.857
GSN	1.86966666666667
DPCR1	-0.150625
GARNL4	-1.47166666666667
SMARCA5	-0.07525
PLEKHG3	0.0375
ZBTB45	0.802
FRMD6	-0.238333333333333
PLS1	-1.70166666666667
DGKZ	0.2285
EFNA1	1.0911
WDR85	-0.942625
ANK2	0.35325
PAGE4	-0.665
SENP6	0.945333333333333
AKR7A2	-0.534166666666667
FKBP10	-1.60675
VEGFC	-0.317666666666667
LARP1	0.188625
SRBD1	0.55475
ITGB6	1.61375
SLC1A2	-1.63569230769231
INVS	-0.6625
MPO	0.44425
MOBKL3	0.1117
CUTL2	-1.083375
KLK2	0.0474166666666667
VIM	-0.4685
REG1B	0.0865
PCDHGC4	0.3685
C3orf34	-0.690833333333333
SUMO3	0.315333333333333
CST9L	4.1135
MLL4	-0.44125
SPR	0.875166666666667
SAMD9L	2.19575
ABCE1	-0.26125
SUPT3H	-0.567
ACTBL1	2.1965
ADAMTS4	1.44783333333333
SLIT3	3.14125
RHEBL1	-1.043
NPM2	-2.11775
MAN1C1	0.9345
KIAA1856	1.3545
HSPA6	3.87575
LOC388152	-0.5405
C10orf140	-0.56875
ZDHHC12	0.211
LIN7A	-0.1437
PHC2	0.524416666666667
SPHK1	-0.73625
TRIM26	0.4875
FAM83E	2.0465
C18orf24	-0.8845
ZNF578	-0.1765
ORAI1	0.2875
RUVBL1	-0.90325
C7orf20	-0.827333333333333
APAF1	-0.1405
SLC36A4	-1.5615
MYH11	4.46716666666667
NEK1	0.7714
MPP2	-1.061125
C12orf24	-3.22925
TNK2	0.6226875
ZNF289	-0.84075
MATN3	-0.165428571428571
IFNGR2	1.21416666666667
ITPR1	0.9325
EBF3	4.1158
TBC1D20	-0.1772
OR10P1	0.40225
DDAH2	1.9895
SHPRH	-0.137
STX7	-0.241
LOC554248	-2.63175
BCAR1	-0.0775
ATXN3	0.530333333333333
TRIM27	0.162
CDC42EP2	0.254
CHP	0.211857142857143
SOX17	3.254625
ZNF259	-1.22966666666667
CHCHD1	0.51575
ZDHHC19	-0.163
GBP2	3.073
GARNL3	0.50425
MRC2	0.58825
C1orf52	-0.7715
AOF2	-1.15566666666667
LRPPRC	-0.0318
ACVR1C	1.6035
TM4SF18	3.46566666666667
TMEM169	-0.456666666666667
PPP1R16A	-0.795625
EBF1	2.13483333333333
RRS1	-0.341333333333333
SNX2	-0.185
OR2T2	-0.166
RBX1	0.3455
ANKRD54	0.447166666666667
TSNAX	0.122833333333333
TMEM83	-2.53225
ZBTB7A	1.2355
ATM	-1.76490909090909
LOC338328	2.1975
TIE1	2.29583333333333
HIST1H3G	0.0075
PASD1	-4.63266666666667
TINAG	0.5305
PCDHAC2	0.6855
LRRC15	0.42925
WBSCR17	-0.33825
TFF2	0.106
PARP2	-0.92125
NDFIP2	-0.694
PCDHGB2	0.647
WDR60	-0.93875
MAP7D2	-2.17233333333333
USP45	-1.36725
GSDML	-2.1265
TNS1	0.1317
PLCD4	-1.1145
IQCD	1.535
SMPX	-2.193
CD9	0.0698333333333333
SRGN	2.385125
CASP7	0.83325
INOC1	0.00499999999999999
DKFZp451M2119	-1.39575
VMAC	1.7175
USP53	0.9985
CAMK1G	-0.30475
TMEM106A	-0.156833333333333
CDC20	-1.7553
ACSL5	0.1415
CBWD5	-1.914375
