Hybridization REF	TCGA-AN-A041-01A-11R-A034-07
MRPL23	-0.561
TSSK6	0.227
PSMA6	-0.3415
C16orf70	0.614
KIAA1602	-0.288
ALMS1	0.279
DCN	3.194375
TMEM132D	-0.94375
SUCLG2	-0.0845
ABHD14A	-0.11175
DEXI	0.0945
AMPD2	-1.02566666666667
IFNAR2	0.713
CYB5A	1.0885
TLOC1	0.7091
NXF5	-0.849
NRBF2	0.246
KCTD3	1.9445
ITGAE	-1.26933333333333
SLC30A3	-2.4265
ZRF1	-1.1045
IFRD2	-0.67925
XAB1	0.00975
PYCR2	0.4205
SERPINB3	-3.1205
TMLHE	-0.1816
GEFT	-1.22525
ABCA5	-0.95675
EMR4	0.049
TSFM	-0.30575
HIST3H2BB	0.95125
ARHGEF19	-0.68125
TSPAN17	0.266833333333333
ABCC8	4.6435
MAP1S	0.968833333333333
C22orf36	2.41
BNC2	0.858071428571429
HIST1H4A	-0.81125
NDUFS3	-0.367
WDR3	-0.543666666666667
XKR4	-0.48625
TTC33	-1.00757142857143
STMN2	4.68175
CPN2	-0.550666666666667
HSPC105	0.38425
PCOLCE2	-6.37
C3orf55	1.379
KLHDC9	1.93016666666667
TBC1D23	0.43925
ATXN2L	-0.632083333333333
MAP2K3	-0.431166666666667
SCAP	0.0905
ZNF486	1.62466666666667
C20orf96	0.962
NARS	0.25975
ADAMTSL1	-0.692357142857143
PRCC	0.694166666666667
CCDC126	1.91225
ZNF675	0.6085
CALCOCO1	1.19875
ANKRD43	-0.44875
CWF19L2	-0.310166666666667
ZBTB32	0.4845
BRAF	1.181
ODF4	0.14525
MGC14376	0.7965
HORMAD1	0.576166666666667
AAK1	-0.252
PEBP1	0.0915
TNFSF5IP1	0.0458333333333333
DKFZp564N2472	0.42725
RMND1	-0.356125
IGKV1-5	4.16975
COL1A2	3.94625
SERPINA5	2.455
AANAT	0.1735
C19orf21	0.105
GEMIN5	-0.218
UBR4	-0.193333333333333
LTBP3	1.313
AMHR2	-2.74966666666667
PROCR	-0.07225
MYBBP1A	-1.34625
C20orf39	2.326
ZNF697	-0.0125
PASK	0.3105
ZNF776	0.960833333333333
RFXDC2	-0.405
KIAA0467	-0.15475
C10orf96	-1.8795
ZNF503	-1.51325
GULP1	0.22175
KCNE4	0.6035
DKFZp434K191	2.126625
LOC196913	-0.1385
BHLHB4	0.9625
CH25H	-0.81625
LOC81691	-0.363333333333333
ALPL	0.756928571428571
COL12A1	3.218875
FOLR3	-1.35816666666667
GPR123	-0.087375
TRIM62	0.557071428571429
ABLIM1	-0.752
MAST3	0.02625
RHBDD1	0.457833333333333
LOC338809	-0.2535
RYBP	0.55925
TTC26	-0.564625
ZNF22	0.0126666666666667
ISCA2	-0.03025
RDM1	-1.966
PIGM	1.434
GNB3	-1.1845
ACTR2	0.6241
HMGB1	0.63765
EDG1	2.90266666666667
SOAT2	-3.15225
OR10AD1	0.833
RAP1GDS1	-0.1725
LCE1F	0.3765
ESM1	1.046875
RCN3	2.623
CREBL1	-0.22975
DBNL	0.370333333333333
PTGER3	1.053125
USP30	0.143666666666667
BCL2L12	-1.19783333333333
KIF26B	2.47175
ZNF416	0.9885
ZNF225	0.486
C17orf70	0.2475
ZNF554	0.228
RAE1	0.0828333333333333
TNIK	0.790833333333333
ACTN3	0.8475
MGC45922	0.8625
CCNA1	-0.419666666666667
RYK	0.303333333333333
IL26	-0.278
LRP3	0.606
QARS	0.402
SOX7	1.33992857142857
BID	-0.74525
OR2S2	0.4685
CXCL14	2.6275
C11orf47	-1.1575
MGC29891	0.725166666666667
HSPB8	2.7915
PRDM14	-1.688
NUFIP2	0.61075
MNAT1	0.00600000000000001
ZDHHC2	-0.975416666666667
MBNL2	1.072875
ADD3	0.8205
CSNK2A1P	0.13525
KLK6	-2.26216666666667
TMEM111	0.0727
KIAA1279	1.724
NUBP2	0.241166666666667
RAB42	-1.35275
ID3	-0.1388
TM9SF1	0.997
MDP-1	-0.226
POU4F2	0.24775
IQCK	0.8985
C16orf14	-0.634
CAPN3	-1.82925
FAM43B	-0.187875
RECQL	-0.5725
AP1G1	-0.178214285714286
CTNNBL1	0.0565
ECHDC1	-0.666333333333333
SMARCC1	0.2325
FOXQ1	-0.7205
GNAI3	-0.5285
POLG2	-0.64575
CD4	1.17
ITLN1	-0.151
EBI2	2.69925
IRF1	0.957
PTPRE	2.0301
PTK2B	-0.238
NXNL2	-1.5125
SOX4	1.56944444444444
TSPAN3	-1.05933333333333
SH2D1A	-4.144
C8orf58	-0.554666666666667
USP20	-0.9885
DUSP22	-1.3055
CALB1	-2.48616666666667
L3MBTL2	1.65691666666667
MCRS1	0.3925
TMEM118	-1.42466666666667
C18orf8	0.82
FLJ10241	-0.07525
GJA12	0.58975
PKD1	0.00900000000000001
ZFP3	0.3755
JAM3	-0.442375
LAPTM4A	1.4742
DIRC2	1.021
KIAA2022	-0.7285
MYOM1	0.476833333333333
TRPM8	-2.74316666666667
MOP-1	1.10775
PHKG2	0.0915
ZNF650	0.621
KIAA1522	0.45325
PSG8	-2.02166666666667
DDX19B	-0.009
MOBKL1B	-0.31825
DIAPH2	-0.678916666666667
PTPN12	0.77325
CLN8	0.3883
CRYZL1	-0.405
CRY2	0.445916666666667
FCGR2B	3.76416666666667
PNPLA4	1.28675
ZNF454	-0.0755
DKFZp434B1231	-0.15575
CLDN11	-0.0521
RFWD2	0.742333333333333
CIB2	1.10766666666667
MXRA8	4.781875
HRK	-1.136375
MAML2	-0.4265
C4orf31	0.97425
C6orf192	-1.46775
COG6	0.876375
FAM5B	-0.913
NFATC1	0.9792
SEPT10	-1.04975
SCYL1	0.3076
RPP40	-1.83975
SCOC	0.2647
KIAA1450	0.78175
CTDSPL2	-0.2845
TBX5	1.94066666666667
NAPG	-0.404375
RHD	-4.99925
C14orf45	1.212
ZBTB22	1.195
PLCG1	-0.125
ANKRD10	-0.189875
AQP7P2	-0.3695
TAGLN2	0.539166666666667
HTR2C	1.88833333333333
SLC16A7	-1.244
C17orf83	0.40775
TSGA14	-0.685166666666667
MDH1	-0.2265
PPP3R2	0.450166666666667
DCBLD2	-1.72692857142857
RBM33	-0.34825
DPH3	-1.44875
SYT10	-0.909
FMO4	2.103875
THYN1	-1.38025
DRD5	-1.9385
OTOR	1.870375
PGRMC2	-0.3241
KATNAL1	-0.488625
PAQR6	-1.6235
UBE2I	-0.34525
C14orf28	0.87125
C8orf70	-0.10725
FLYWCH1	-0.044375
ANGPTL3	-1.166
GLRX2	0.037
ATP11A	0.4035
ARL5B	0.21775
MUC16	0.97875
SLC25A5	-0.877857142857143
ACRC	-1.0875
MYO1C	0.216625
FAM89B	0.995666666666667
FAS	0.12825
KIFAP3	1.79175
GLRA2	-0.0085
BTN3A2	-0.6569
CNKSR3	-1.36975
CSTF3	-1.02883333333333
ARPM1	0.12775
KIAA1530	-0.021
C9orf150	0.8625
PRKCI	0.74475
tcag7.1015	-1.00575
SOD3	-0.34975
ZNF574	0.66
CYP21A2	-0.67725
RPL12	-0.48775
COMMD2	-0.183
WIZ	0.11
LOC344405	-0.132
ALDH4A1	0.312764705882353
CRYAB	1.9615
COPA	0.592666666666667
PCDHGA7	0.5605
KIF11	-1.4635
RASD2	0.0605
SLC26A3	0.731
ZNF175	-0.266
JAKMIP2	-0.785875
C8orf4	1.19716666666667
PTHLH	0.76425
SLC40A1	2.57241666666667
OR7D4	0.428666666666667
PCDHB17	-0.262
CD36	1.5815
C6orf203	-0.1786
PRKG2	-0.1975
LOC400566	-0.1925
ANAPC13	-0.00325
SLCO3A1	-0.423
ZNF692	-1.3145
FANCL	-1.045
SH3GLB1	0.54925
C12orf61	0.059
KBTBD6	1.6055
SUPT5H	0.347125
XRCC6	-0.8069
HUS1B	3.5408
FAM133B	-0.397928571428571
LOC728276	-0.5035
KCTD18	0.83925
SOS2	0.863833333333333
CCDC99	-2.07025
C1QTNF5	3.623
NNAT	-0.1825
USP16	0.294
LARS	-1.182625
ZBTB2	-0.0525
ABO	0.0345
TRAF3	0.05175
GALNT5	-0.646
NAP5	0.30425
ALG14	0.281833333333333
KIAA0515	-0.0933846153846154
WDR75	-0.780166666666667
TEX261	0.00358333333333334
LY86	0.44875
LOC389072	-0.0635
FLJ13611	0.126
MRGPRX2	0.299
SNRPA	-0.86475
OR2G2	0.1965
GPRASP2	-0.142
C7orf42	0.3985
C9orf163	-0.7575
CYP11B2	-0.326
FCRL3	0.5905
PRDX1	-1.16875
FGB	-7.05916666666667
COX17	0.735166666666667
C16orf33	-0.0195
PIWIL1	-0.052
FOLR1	-1.15366666666667
KIAA0082	0.114
FREQ	-0.888166666666667
TMCC2	-0.387
TCF12	0.621833333333333
ZNF721	0.29325
FAM130A2	0.653
POU4F1	-2.5605
SNRPF	-0.995625
SGIP1	2.74366666666667
ZNF641	1.29516666666667
EMG1	-0.682625
PRRG4	0.411
HIRA	-2.34575
MYNN	0.426
AEBP2	0.09325
TBXA2R	0.461333333333333
ISL2	-1.26483333333333
PCDHB11	0.103
RNF144A	-0.075375
MARCH5	0.8615
DULLARD	-0.200833333333333
DCLRE1B	-0.698333333333333
ITGA8	1.2695
TP73	-0.140625
PRKCD	2.49925
NDUFB4	0.08875
ATP13A4	1.508875
ANTXR2	-0.427333333333333
COL4A3	-0.366833333333333
MYO10	-0.9136
SLC6A18	0.40525
PEX1	-0.6085
TMEM74	-1.2175
RBM19	0.035
TAPBP	1.3596
RUNX1	1.30875
MID1	-2.48083333333333
GPR64	-0.4055
RASEF	1.80825
GABRG1	0.304375
MYO16	0.118
DBF4	-1.58366666666667
TSHZ2	2.48225
RIPK2	-0.911375
PPTC7	0.2845
KIF4B	-1.0905
LRRC31	0.050625
ZNF540	0.5135
EFNB3	0.0425
LOH12CR1	-0.69025
STON2	-0.492
GLP1R	1.74275
CSTF2T	0.522625
IREB2	-1.074375
GRSF1	-0.59925
PDCD7	-0.597333333333333
LRRC43	0.258
CNR1	0.389
IL1F7	-0.311
C12orf64	0.48775
FAM69B	-0.50975
NR2E1	-1.98833333333333
MS4A6A	2.3536
FTL	-0.7066
C7orf36	-0.40175
PCLO	0.8614
DYRK2	1.4115
ARIH2	-0.373
SAMD7	-0.202
SCNN1D	-1.065
SLC32A1	-1.147625
C22orf25	0.935333333333333
MRPS18A	-0.2552
GPR112	-0.0515
EARS2	-0.88275
ERN2	0.5405
ATPBD3	-0.612166666666667
PRH2	-0.9315
CDKN2D	-0.801833333333333
PGLYRP2	0.62325
TRIM40	0.25975
SEC14L3	-0.719166666666667
SLC22A1	-0.7645
BTN2A3	0.09825
RASA4	0.1005
CCNL2	-0.717
MYBPC3	2.562
GJA4	3.78875
CDC42SE1	1.513125
TRPV2	-0.79625
MYPN	-4.2102
SIM1	0.2015
CDADC1	-0.183416666666667
ZFHX4	1.96775
NIBP	0.219333333333333
ADAMTS19	-1.525
ABTB2	-0.452
TSPYL2	-0.206875
EIF2S3	-1.0811
SOX30	-0.08725
AP2A1	0.4795
DKFZP564O0523	0.0121666666666667
LOC285398	-0.20575
CDH18	-5.3215
CHL1	0.651625
GATS	-0.2404
TBC1D2B	0.6455
OR1J1	-0.075
GSN	1.63833333333333
DPCR1	0.1315
GARNL4	-0.937333333333333
SMARCA5	-0.2555
PLEKHG3	1.177
ZBTB45	0.923
FRMD6	-0.263666666666667
PLS1	-2.30983333333333
DGKZ	0.768833333333333
EFNA1	2.1058
WDR85	-0.93675
ANK2	0.08725
PAGE4	1.442
SENP6	0.336833333333333
AKR7A2	0.319
FKBP10	-1.96225
VEGFC	-0.866333333333333
LARP1	-0.286125
SRBD1	0.08775
ITGB6	2.72825
SLC1A2	-0.934357142857143
INVS	-1.32666666666667
MPO	0.22625
MOBKL3	0.4962
CUTL2	-1.91675
KLK2	0.159
VIM	0.261
REG1B	0.2045
PCDHGC4	-0.12625
C3orf34	-0.364666666666667
SUMO3	-0.664
CST9L	1.99325
MLL4	0.1495
SPR	2.25266666666667
SAMD9L	0.18975
ABCE1	-0.85225
SUPT3H	-1.2225
ACTBL1	1.24025
ADAMTS4	1.0585
SLIT3	2.78775
RHEBL1	-1.447
NPM2	-2.32275
MAN1C1	0.693125
KIAA1856	1.10258333333333
HSPA6	0.62725
LOC388152	-0.0205
C10orf140	-1.48625
ZDHHC12	-0.088
LIN7A	0.0047
PHC2	0.493166666666667
SPHK1	0.73425
TRIM26	0.6365
FAM83E	0.6175
C18orf24	-1.88
ZNF578	0.390166666666667
ORAI1	0.28875
RUVBL1	0.3265
C7orf20	-0.0946666666666667
APAF1	-0.5635
SLC36A4	-1.70366666666667
MYH11	4.5745
NEK1	-0.0464
MPP2	-0.078
C12orf24	-3.96075
TNK2	0.6335
ZNF289	-0.24475
MATN3	0.187
IFNGR2	1.30066666666667
ITPR1	0.442375
EBF3	2.5607
TBC1D20	0.3301
OR10P1	0.24575
DDAH2	0.3975
SHPRH	-0.54175
STX7	-0.6305
LOC554248	-2.3675
BCAR1	0.34075
ATXN3	0.14275
TRIM27	0.55475
CDC42EP2	0.126
CHP	0.0604285714285714
SOX17	2.61475
ZNF259	-0.983666666666667
CHCHD1	0.411375
ZDHHC19	0.5325
GBP2	1.6315
GARNL3	-0.7635
MRC2	0.97325
C1orf52	-0.96975
AOF2	-1.00966666666667
LRPPRC	-0.1458
ACVR1C	-1.41916666666667
TM4SF18	3.2915
TMEM169	0.150666666666667
PPP1R16A	-0.927
EBF1	1.401
RRS1	-0.435166666666667
SNX2	-0.37125
OR2T2	-0.2035
RBX1	-0.03
ANKRD54	0.925166666666667
TSNAX	0.481666666666667
TMEM83	-2.05425
ZBTB7A	1.4275
ATM	-2.30775
LOC338328	1.882
TIE1	2.30766666666667
HIST1H3G	0.823833333333333
PASD1	-4.87633333333333
TINAG	0.71425
PCDHAC2	0.094
LRRC15	1.29825
WBSCR17	-0.296
TFF2	0.5845
PARP2	-0.97775
NDFIP2	1.24725
PCDHGB2	-0.019
WDR60	0.1635
MAP7D2	-2.0464
USP45	-1.7875
GSDML	0.2535
TNS1	0.4115
PLCD4	0.74925
IQCD	0.476166666666667
SMPX	-3.0115
CD9	0.692
SRGN	0.11925
CASP7	0.624625
INOC1	0.291833333333333
DKFZp451M2119	-1.605875
VMAC	1.3105
USP53	1.037
CAMK1G	-0.288125
TMEM106A	0.671
CDC20	-2.2829
ACSL5	-1.60033333333333
CBWD5	-0.879875
C1orf87	-1.31483333333333
KIAA1274	0.508
PRUNE2	-1.93971428571429
LYPLA2	0.0258333333333333
DOK6	-0.285166666666667
GPR149	-0.14075
FAM30A	1.12125
TMEM129	-0.04125
SLC35B3	1.6055
ACPP	1.7467
LOC200261	-1.2615
SLC4A7	-0.2394
CCDC40	3.037
GART	-1.110375
THOP1	-0.78925
SCARB1	-0.38175
CACNA1F	-0.07825
TRIAP1	-0.2155
SYT14L	-0.0295
SFRS8	0.0446666666666667
PBOV1	-0.0215
GOLSYN	0.546
GJB7	-2.2585
CAMK2N1	0.327166666666667
GREM1	3.8735
FLJ20433	0.921
QPCT	-2.099375
PRKAG2	0.797166666666667
H2AFX	-1.5145
C6orf154	0.1675
PLOD3	-0.92925
ZBTB39	0.246
WASF3	-1.1585
DRG1	-0.367
PRR4	-1.1985
SPCS1	-0.4625
KDELR3	1.36316666666667
SRP19	-0.188666666666667
GABRA6	0.01425
MFSD1	0.80775
MMEL1	2.7965
PDXDC2	-0.5113
BUB1	-3.26277777777778
RNF138	-0.83
MYLPF	-0.8105
AIF1	0.0364999999999999
DYNLRB1	0.5311
HCN3	-1.26633333333333
HIST1H2AI	1.263
MAP4K5	0.46475
LASP1	1.670375
LOC130951	-0.0395
PLAA	0.345
KRT6A	-2.415
C6orf117	-3.039625
ARHGAP23	-0.2415
PTF1A	-0.071
GPHA2	-0.295
LCE3B	0.3335
MCL1	0.237857142857143
EHBP1	-1.06325
PRNP	-0.9406875
ZSCAN1	0.18575
C1orf113	-0.987166666666667
FOXA3	-3.590625
NEB	-0.4265
ASGR1	-4.84116666666667
CTGF	1.96066666666667
RAB17	0.179666666666667
MST101	0.08625
JARID1B	0.8245
USP37	0.6156
PTBP1	-0.8155
PTPN7	-0.933333333333333
CDC7	-1.66416666666667
SNX7	0.469
ZNF335	0.0885
CPT2	-0.145
HEATR1	-0.900125
HSPC152	0.227
C5orf40	-0.04425
PSME1	0.789
STAG3	-2.5445
TMEM154	1.34633333333333
KLHL32	-0.680333333333333
TSGA10IP	-1.467
SUV420H2	-0.685333333333333
SF1	-0.0136
2'-PDE	0.1645625
PNLIPRP2	-1.774
TRSPAP1	-0.222166666666667
NUP210	-0.158333333333333
ANP32C	-1.17283333333333
RAB11B	0.642666666666667
ASB15	0.8435
ITGB3BP	-1.7615
UBASH3A	-1.71325
YWHAB	0.701625
TPRX1	-0.15725
LY6G5C	0.49475
SLC7A2	-0.28325
CLK1	0.2943
HSD3B7	0.762333333333333
VDR	1.64425
C16orf74	0.112
ACE	0.73775
PSMA2	-0.575333333333333
CCDC131	-0.2625
ZNF213	1.16183333333333
EML2	0.62475
ALS2CR13	0.303
GLYATL1	-4.074
DSPP	0.3355
DHFRL1	0.056
C10orf30	-2.16366666666667
SH3RF2	-2.25433333333333
LOC197322	0.1145
DLL3	-1.511875
TIGD7	-0.656
GFRA3	0.3465
CPA1	0.339666666666667
RTN4	-0.1725
PPT2	-1.31783333333333
FASLG	2.01725
FOXP4	0.9455
RPL26	-0.6652
GNL3L	-1.29983333333333
FMR1NB	-0.370666666666667
CD163	6.1535
SGPP2	0.43575
GIMAP2	1.12075
CD37	0.980166666666667
DPT	2.58691666666667
NBLA00301	1.8125
RGS5	2.91733333333333
C9orf4	0.452
ACTL8	-4.26483333333333
PRKAR2B	0.780625
OPLAH	-0.0983333333333333
C20orf134	1.68425
SPACA5	-0.3125
TBL1X	0.1595
TSPYL3	0.588
CHCHD3	-0.762
CRKRS	0.683333333333333
GPR65	4.4925
DFFA	-0.661375
FUT1	1.0055
C6orf204	-0.913
TMEM51	0.54725
ZNF580	0.1455
CMTM2	0.77125
C20orf200	-0.466
EZH1	0.2405
FDX1L	-0.943625
MRPL32	-0.657
PCAF	-0.5492
ALOX15B	1.55283333333333
CD59	0.0954583333333333
CDK9	0.09775
ERP29	-0.2435
TTR	0.7615
BCMO1	0.6955
DDIT4	-2.1955
PTGDS	1.37725
C3orf63	-0.432
BST2	0.050375
CYP1A2	-0.632333333333333
C5orf25	-0.8165
STX1A	-0.787529411764706
OR2A12	0.0975
SH3BP5L	0.90725
SERINC5	0.30775
USP6	-0.1554
MRPL3	-0.221833333333333
POMP	0.6665
INPP4B	0.794875
GMPPB	0.98025
EAPP	0.215
AHSA1	-0.454
ABCA11	-0.517
SLC5A6	0.254833333333333
HIVEP2	0.3095
SUMO2	0.272125
KIAA1822L	0.142666666666667
C11orf67	-0.22175
TXK	-0.405375
PHCA	0.1775625
ICAM4	-2.64283333333333
FPGS	-0.144833333333333
SNRPA1	-1.42925
KCNJ4	-0.828
KIF6	-0.3086
HIST1H2BG	-0.442333333333333
SLC5A5	0.433
ZNF354B	-0.3795
IL12RB2	-0.57275
C11orf76	0.1815
GAL3ST2	0.00449999999999995
AIFM2	-1.257375
SYNC1	-0.29675
UBL3	1.58875
PIK3CG	-1.2725
NLN	-1.0287
BCORL1	0.3155
CD5L	-0.1335
ZNF238	-0.917666666666667
KIAA1394	-0.7515
C16orf55	-0.8209
CYP3A7	-2.99375
KRTAP3-1	-2.5335
TFDP1	0.666166666666667
MND1	-3.57625
NODAL	0.0168333333333333
GTPBP4	-0.33475
TUBGCP2	0.847
SLITRK5	-2.957
CIC	0.43125
CD79A	0.753166666666667
SAMD14	1.599
TNPO3	-0.364
OR10G3	-0.08
OR10G8	0.0135
CCDC111	0.04
HOXC9	0.93425
DCUN1D1	0.03325
CYB5R1	1.90475
TSR2	0.40025
DAB2IP	1.118
SLC6A5	-0.155
RAB3D	0.56825
DCUN1D4	-1.18433333333333
ERBB3	1.312
SDC1	2.27375
ATP6V1H	0.319666666666667
SYK	0.825
ST20	-1.33225
C13orf30	0.6495
WDR40A	0.587666666666667
ADMR	0.0845
LOC388335	0.60075
ACSM1	2.01
TDG	0.314583333333333
FLJ11235	0.2075
MRPS5	-0.8735
AGPAT2	0.1425
SLC12A1	0.115625
CYP27A1	1.138
THAP7	-0.5665
XPO1	-0.523416666666667
ALMS1L	0.410333333333333
C1orf2	-0.313
ZNF777	-0.543333333333333
CAMK2A	-0.00166666666666667
SMC1B	-0.831
IHPK2	-0.254
LEMD1	-4.511
NKD2	0.7019
CLU	-0.692428571428571
ARMETL1	-1.467
PABPC4	-0.77
CXCL12	1.91366666666667
TFAP2C	0.0253
TTTY8	0.3215
ABCB10	-0.6163
ENDOD1	0.959166666666667
IDI1	-0.868
KCTD6	1.124
CCDC105	-0.4145
ULBP2	-1.04666666666667
ZDHHC5	0.51325
WNT8A	-0.4575
COMMD10	-0.084
KLHL12	-0.1685
GPR50	0.945
NR5A2	-0.122625
OXGR1	-0.306
EHD3	0.8655
CAPRIN2	-0.985125
KLRC3	-3.04325
SF3B1	0.509642857142857
IPO7	-0.7025
ALDH1A1	-1.4955
ANKRD5	1.6245
TSNARE1	0.102
DDEFL1	0.277
RNASEL	1.7445
DNAH9	-1.26175
HELLS	-1.97375
TNS4	-0.991
NAV1	0.9333
KIAA1409	-1.10925
C20orf26	4.2005
TUBG1	-0.50175
IRX2	-0.59875
CNGA4	0.34
MGC50559	0.299166666666667
OR4K17	0.121
TM2D2	0.190083333333333
FAM32A	0.11325
TXNDC14	-0.2575
CCBL1	-1.9965
ANK1	-2.5975
PRSS23	-0.44675
PPM1L	0.061
SPATA20	1.23
APCS	-0.024
C14orf122	-0.486833333333333
PSMB5	-0.072125
C6orf10	0.024
SETDB2	0.602666666666667
SPNS3	-1.549
SGMS2	-0.494666666666667
MXD3	-1.29116666666667
MON2	0.2509
CARTPT	0.429
HNF4A	-1.104
RABEP1	0.29295
TNFRSF10B	-1.27725
USH1G	0.231
PPAP2B	-0.971666666666667
TMEM16K	0.2465
CTDSP1	0.810333333333333
CDK5R1	0.0316666666666667
GABRR1	-0.1355
OPN1LW	0.1935
FAM98C	1.073125
DBN1	0.090875
ACAD10	0.465416666666667
QTRTD1	0.263
WNK3	-1.75166666666667
RPS19	-0.528125
C1QB	2.77325
OTUD5	0.02725
SLC41A2	2.56216666666667
TMEM22	-1.13133333333333
KHSRP	-0.6535
TNFRSF11A	1.1575
FBL	-0.9315
IBTK	-0.134833333333333
OXER1	-0.2205
CBLN4	1.582875
GPR172B	1.29716666666667
CFTR	-1.661
VSX1	1.4125
CAMK1D	-1.08075
LOXL3	-2.591
RTP4	0.59325
SLFNL1	-0.43
KIAA0828	0.74125
PAR5	0.3545
LOC723972	-1.28675
GDI2	0.1555
CEBPA	0.537
MLF2	0.0948333333333333
AFMID	-1.9175
ALOX12B	-0.1545
BPHL	-0.000249999999999992
COX5B	-0.10675
S100A10	-0.6093
THOC6	-0.269
NHN1	0.594
RRP12	-0.5555
ARID3B	-1.79825
CD3G	-2.92483333333333
KIAA0133	-0.21925
NAT11	-0.988333333333333
PPAT	-1.8005
SIRT3	-0.373
TCERG1L	0.2115
NIPA1	0.0149
DPP8	0.4221
IL7R	-0.583166666666667
ZFP64	0.278083333333333
DMAP1	-0.5285
TRMT12	1.2215
TLR4	1.2456
WFIKKN2	0.26975
RAB12	0.486166666666667
DDX51	-0.364666666666667
KIAA1086	-2.99275
ZNF295	-0.805833333333333
ACVR2B	-0.8415
LOC494150	-0.47725
ZNF517	-0.0735
DNASE1L2	-0.528833333333333
SUFU	0.523333333333333
LOC283677	-0.148
LMO3	1.05966666666667
PPP2R5D	-0.1375
ZNF587	0.6625
HIST4H4	0.77075
CYP2C8	-0.1185
C1orf80	0.247333333333333
DOCK5	-0.784833333333333
C9orf24	-0.44025
OR5AR1	0.3035
C11orf24	-0.50875
UNQ1940	-0.52775
CAP2	-0.945
TIMM44	-1.23475
DSEL	-1.7452
ROM1	-0.87575
FBXO4	0.326375
MYLC2PL	-1.99925
MLH3	0.8737
NOX1	1.52383333333333
DPEP2	1.85425
DNAJB5	0.24775
RLTPR	-0.02
MBIP	-0.517166666666667
COPB1	0.12
SFTPA1B	0.1255
C10orf4	-0.4432
PRELID1	-0.5475
NOLA1	-0.36025
C19orf24	-0.88075
TLR9	-1.9285
HLA-DMA	2.8375
HCRP1	-0.3455
GPR137	0.756166666666667
ITGA11	0.899
PHF13	0.113
MARK4	0.451833333333333
METTL4	-1.092
MBD3	-0.4073
LOC134145	-0.000125
FGF3	0.10225
SLC35A3	1.6105
CLEC16A	0.46675
AMOTL1	-0.898
FLJ31438	0.3365
PAICS	-1.486875
TOMM40L	0.131
MMD	-2.83425
KLK10	-0.9271
NIT2	0.5055
SERPINB10	0.20375
KLF15	-0.2149
CCDC5	0.04075
WSB2	0.07575
ME3	0.74375
CACYBP	-0.642583333333333
TCTN2	0.926
JAK1	1.27
C2orf25	-0.10625
GPD2	0.5485
FBXL11	0.674
CDV3	-0.334916666666667
GALNT11	1.0375
NDUFA12L	-1.8095
FLOT1	0.113571428571429
TOR1AIP2	-0.133
MMP25	3.4905
C1orf164	0.201
CHST5	-0.32075
LYRM4	-0.62535
GPER	0.38925
HIPK2	-0.859
DAP	0.3179
ZMIZ1	0.971666666666667
DDX58	2.114375
DCC1	-3.04675
AKT1	0.63375
ENPP6	0.847166666666667
ERVWE1	-0.213166666666667
CDC34	-1.359
RNF125	-1.62725
CASC1	0.50775
SHROOM2	0.5915
RRM2B	0.813
COL6A3	2.594875
TMEFF1	-1.86475
PLEKHA4	-0.1009
LYSMD1	0.393333333333333
SEPT1	-0.7935
AOF1	0.80575
GNPAT	0.32425
WDR18	-1.587
HSD17B12	-1.03816666666667
HIST1H2BM	1.03466666666667
INDOL1	-0.644833333333333
SUDS3	0.2325
C1orf192	0.4005
CYP2B6	-0.88175
TBC1D2	1.85283333333333
SLC25A12	-0.3305
ERCC6L	-1.96716666666667
MGC10814	-0.677666666666667
POLR2C	-0.530333333333333
ZNF77	0.169666666666667
EIF3K	-0.1136
HPX	-0.5035
ANKRD27	0.66875
MALAT1	0.4658125
PLB1	0.315333333333333
HRNBP3	-0.86125
CPSF4	-0.4515
OR52N2	0.1775
PIP5KL1	-1.027
GH1	0.0175
HPS5	-0.756
SLFN5	-0.049
POP5	-0.705166666666667
OVOS2	-2.63383333333333
C20orf108	-0.89525
MARS	-0.61875
CLRN3	2.3895
ARSE	-0.0801666666666667
PPIE	-0.495166666666667
PHACS	-0.369833333333333
GP5	0.0645
IL8RB	0.521333333333333
FCRLA	-2.086125
ARRDC1	0.5731
KRTAP9-4	0.51425
ZNF613	1.019
OR11A1	0.1005
TMEM132B	-2.31175
PGLS	1.4045
BSND	-2.77566666666667
KCNK18	0.3825
FOXD4	0.116
SV2C	0.9795
LCN2	-0.609333333333333
ZNF490	0.6104
C3orf15	1.6222
CACNA2D4	-1.06083333333333
CBX5	-0.919
MAGEB4	0.2375
BOLA1	0.7835
PPP2R5E	0.27825
COL5A1	2.20275
ASB7	-0.1975
SFT2D1	-0.15375
DERL1	-1.0599
RABL2A	0.617666666666667
MOAP1	0.8595
KIAA1545	0.908833333333333
F3	-0.1455
PLEKHM2	-0.39225
CCDC89	0.9875
EFCAB1	0.847125
TMEM48	-1.51975
SEPHS2	1.5155
PYGM	0.09325
PRICKLE1	2.2065
WNT5B	-0.96
TAS2R38	0.249
IMP5	-0.1025
KHDRBS1	0.1437
LARS2	-1.00833333333333
C3orf28	-1.933
FTCD	-3.6875
C10orf68	1.30083333333333
DGAT2L3	1.131
PSEN1	1.147
MGC33657	0.17825
PLA2G4B	-0.1765
CDKN2A	-0.579583333333333
DLX1	-3.19025
TSHB	0.2715
C18orf37	0.0205
