Hybridization REF	TCGA-A2-A0CT-01A-31R-A056-07
ID3	-1.2893
TM9SF1	1.0265
MDP-1	1.149
POU4F2	0.31425
IQCK	1.30275
C16orf14	0.03575
CAPN3	-2.19175
FAM43B	-0.13525
RECQL	-0.8615
AP1G1	-0.392
CTNNBL1	0.325666666666667
ECHDC1	-0.946666666666667
SMARCC1	-0.514
FOXQ1	-1.79175
GNAI3	0.503166666666667
POLG2	-1.35175
CD4	0.742625
ITLN1	-1.40525
EBI2	4.056
IRF1	-0.3675
PTPRE	1.3665
PTK2B	-0.2975
NXNL2	-1.0225
SOX4	-0.469277777777778
TSPAN3	-0.4375
SH2D1A	-3.90116666666667
C8orf58	0.3315
USP20	-1.1705
DUSP22	-1.69766666666667
CALB1	-2.50483333333333
L3MBTL2	0.0690833333333333
MCRS1	0.012
TMEM118	-0.784333333333333
C18orf8	0.549
FLJ10241	0.48725
GJA12	0.79575
PKD1	-0.906166666666667
ZFP3	1.72
JAM3	-1.159125
LAPTM4A	1.1378
DIRC2	1.37225
KIAA2022	2.3385
MYOM1	0.633833333333333
TRPM8	-2.7545
MOP-1	0.21875
PHKG2	-0.1035
ZNF650	1.135625
KIAA1522	0.90175
PSG8	-2.02533333333333
DDX19B	-0.509
MOBKL1B	-0.249
DIAPH2	-0.334416666666667
PTPN12	1.041
CLN8	0.5189
CRYZL1	0.373833333333333
CRY2	1.18183333333333
FCGR2B	3.928
PNPLA4	1.19175
ZNF454	0.3545
DKFZp434B1231	0.00724999999999999
CLDN11	0.5817
RFWD2	0.5405
CIB2	-0.4225
MXRA8	1.9355
HRK	-0.617
MAML2	-0.948
C4orf31	-0.053
C6orf192	-1.16725
COG6	-0.00837499999999999
FAM5B	2.05475
NFATC1	0.6746
SEPT10	-0.4525
SCYL1	0.1024
RPP40	-1.55175
SCOC	2.2373
KIAA1450	1.45875
CTDSPL2	-0.375
TBX5	1.57183333333333
NAPG	0.889875
RHD	-4.9585
C14orf45	1.65633333333333
ZBTB22	2.153
PLCG1	-0.971
ANKRD10	-2.32875
AQP7P2	-0.144
TAGLN2	0.208166666666667
HTR2C	-1.36816666666667
SLC16A7	-0.727
C17orf83	0.17525
TSGA14	-0.757166666666667
MDH1	-0.4145
PPP3R2	0.350166666666667
DCBLD2	-1.97607142857143
RBM33	-0.274625
DPH3	-0.97125
SYT10	-1.0845
FMO4	3.113125
THYN1	-1.20925
DRD5	-2.4655
OTOR	2.39025
PGRMC2	1.1028
KATNAL1	-1.41075
PAQR6	-2.40925
UBE2I	-0.54225
C14orf28	0.47125
C8orf70	1.84625
FLYWCH1	-0.496875
ANGPTL3	-0.8875
GLRX2	0.0223333333333333
ATP11A	-1.60992857142857
ARL5B	0.945875
MUC16	-2.3635
SLC25A5	-1.10592857142857
ACRC	-2.7465
MYO1C	-0.883875
FAM89B	1.21
FAS	-0.193875
KIFAP3	1.33625
GLRA2	0.104
BTN3A2	-1.0062
CNKSR3	-2.238375
CSTF3	-0.440833333333333
ARPM1	0.27925
KIAA1530	-0.4775
C9orf150	3.28
PRKCI	0.88375
tcag7.1015	-1.253
SOD3	-1.3065
ZNF574	0.4535
CYP21A2	1.122
RPL12	-0.977
COMMD2	-0.16725
WIZ	1.00225
LOC344405	-1.24425
ALDH4A1	-0.361764705882353
CRYAB	1.2605
COPA	0.652966666666667
PCDHGA7	0.114333333333333
KIF11	-1.41141666666667
RASD2	-0.145
SLC26A3	2.5175
ZNF175	0.498
JAKMIP2	-2.690625
C8orf4	2.44216666666667
PTHLH	-0.4495
SLC40A1	2.01991666666667
OR7D4	0.5915
PCDHB17	-0.1815
CD36	0.610785714285714
C6orf203	0.8911
PRKG2	-0.6075
LOC400566	0.57975
ANAPC13	0.15975
SLCO3A1	-1.01175
ZNF692	-1.8555
FANCL	-1.8125
SH3GLB1	0.06025
C12orf61	-0.2045
KBTBD6	0.11
SUPT5H	0.19575
XRCC6	-0.0746
HUS1B	-1.0996
FAM133B	0.344928571428571
LOC728276	0.141
KCTD18	1.35525
SOS2	0.563166666666667
CCDC99	-1.46575
C1QTNF5	2.6505
NNAT	0.0661666666666667
USP16	-0.4645
LARS	-0.240875
ZBTB2	1.586875
ABO	0.138666666666667
TRAF3	1.0695
GALNT5	-2.3775
NAP5	0.648625
ALG14	0.933833333333333
KIAA0515	-0.473192307692308
WDR75	-0.9645
TEX261	-0.291833333333333
LY86	0.98025
LOC389072	-0.599
FLJ13611	0.502
MRGPRX2	0.5945
SNRPA	-1.136375
OR2G2	0.7345
GPRASP2	1.22575
C7orf42	-0.0332
C9orf163	-0.5655
CYP11B2	0.7995
FCRL3	0.0165
PRDX1	-0.6265
FGB	-6.87366666666667
COX17	0.5985
C16orf33	0.4085
PIWIL1	0.315166666666667
FOLR1	-2.79983333333333
KIAA0082	0.6915
FREQ	-1.62483333333333
TMCC2	-0.9105
TCF12	0.0133333333333333
ZNF721	0.47
FAM130A2	0.48275
POU4F1	-2.752
SNRPF	-0.7205
SGIP1	0.772
ZNF641	1.20133333333333
EMG1	0.563625
PRRG4	2.007
HIRA	-3.144
MYNN	0.508166666666667
AEBP2	0.236916666666667
TBXA2R	0.721833333333333
ISL2	-1.4845
PCDHB11	0.26
RNF144A	-0.442
MARCH5	0.316375
DULLARD	-0.9415
DCLRE1B	-0.557166666666667
ITGA8	2.0245
TP73	0.02175
PRKCD	1.44325
NDUFB4	0.75975
ATP13A4	-0.2875
ANTXR2	-0.852833333333333
COL4A3	-0.432
MYO10	-3.0082
SLC6A18	0.4945
PEX1	1.65325
TMEM74	-1.574
RBM19	0.5845
TAPBP	0.5501
RUNX1	-1.377875
MID1	-2.1235
GPR64	-2.26966666666667
RASEF	3.93375
GABRG1	0.226625
MYO16	-1.83875
DBF4	-1.01283333333333
TSHZ2	2.07975
RIPK2	0.674625
PPTC7	0.1165
KIF4B	-0.8355
LRRC31	0.10375
ZNF540	2.1395
EFNB3	-0.405333333333333
LOH12CR1	0.343625
STON2	-0.0898333333333333
GLP1R	1.30275
CSTF2T	0.98575
IREB2	-1.379375
GRSF1	0.42325
PDCD7	-0.857166666666667
LRRC43	-1.0485
CNR1	2.39666666666667
IL1F7	-0.412
C12orf64	-0.10625
FAM69B	-0.18525
NR2E1	-2.08733333333333
MS4A6A	2.5637
FTL	-1.2079
C7orf36	1.27625
PCLO	2.1395
DYRK2	0.76525
ARIH2	-1.0265
SAMD7	0.125
SCNN1D	-0.92675
SLC32A1	-1.153125
C22orf25	-0.033
MRPS18A	0.7727
GPR112	0.7275
EARS2	-0.0075
ERN2	-0.261
ATPBD3	0.528833333333333
PRH2	0.146
CDKN2D	0.451833333333333
PGLYRP2	0.15875
TRIM40	0.33775
SEC14L3	0.5455
SLC22A1	-0.238
BTN2A3	-0.3475
RASA4	0.13675
CCNL2	-1.6175
MYBPC3	0.4125
GJA4	3.77125
CDC42SE1	1.187875
TRPV2	-1.949
MYPN	-4.2611
SIM1	0.304
CDADC1	0.225416666666667
ZFHX4	1.196
NIBP	1.46133333333333
ADAMTS19	1.63975
ABTB2	-0.7405
TSPYL2	-0.725625
EIF2S3	-1.1297
SOX30	-0.3695
AP2A1	0.348166666666667
DKFZP564O0523	1.80866666666667
LOC285398	-0.3635
CDH18	-0.1895
CHL1	0.351625
GATS	0.0903
TBC1D2B	-0.268166666666667
OR1J1	-0.019
GSN	0.571
DPCR1	0.187
GARNL4	-0.643833333333333
SMARCA5	0.05025
PLEKHG3	0.285833333333333
ZBTB45	0.5435
FRMD6	0.267666666666667
PLS1	0.404666666666667
DGKZ	0.0681666666666667
EFNA1	1.1298
WDR85	-1.091625
ANK2	0.08025
PAGE4	-0.546166666666667
SENP6	1.32516666666667
AKR7A2	-0.757166666666667
FKBP10	-1.618
VEGFC	-2.06833333333333
LARP1	-0.1994375
SRBD1	-0.228
ITGB6	1.532
SLC1A2	-0.0630714285714286
INVS	-0.816166666666667
MPO	-0.57175
MOBKL3	0.6082
CUTL2	-2.325125
KLK2	-0.0605
VIM	-1.1485
REG1B	0.3285
PCDHGC4	-0.185333333333333
C3orf34	-1.11816666666667
SUMO3	-0.0101666666666667
CST9L	0.39525
MLL4	-0.7145
SPR	1.30916666666667
SAMD9L	0.70925
ABCE1	0.157
SUPT3H	-2.00116666666667
ACTBL1	-0.20775
ADAMTS4	0.593
SLIT3	2.41825
RHEBL1	-1.43775
NPM2	-1.48775
MAN1C1	0.467875
KIAA1856	0.316916666666667
HSPA6	-0.5905
LOC388152	-1.2295
C10orf140	0.43025
ZDHHC12	-0.4795
LIN7A	1.1406
PHC2	-0.44525
SPHK1	-1.23975
TRIM26	0.1349375
FAM83E	-0.468
C18orf24	-1.1705
ZNF578	0.952166666666667
ORAI1	-0.1365
RUVBL1	-0.0949166666666667
C7orf20	-1.30183333333333
APAF1	-1.081
SLC36A4	-2.216
MYH11	4.28833333333333
NEK1	0.9545
MPP2	-0.39875
C12orf24	-1.232
TNK2	-0.2743125
ZNF289	0.72675
MATN3	-1.25542857142857
IFNGR2	0.469833333333333
ITPR1	1.3885
EBF3	3.1094
TBC1D20	0.574
OR10P1	0.49475
DDAH2	1.5045
SHPRH	-0.120125
STX7	-0.65
LOC554248	-2.0255
BCAR1	-0.964
ATXN3	0.157333333333333
TRIM27	0.005
CDC42EP2	0.5465
CHP	-0.729928571428571
SOX17	0.94725
ZNF259	-1.08616666666667
CHCHD1	0.787875
ZDHHC19	0.015
GBP2	1.812
GARNL3	1.185
MRC2	-0.70875
C1orf52	-0.0865
AOF2	-1.32183333333333
LRPPRC	0.2055
ACVR1C	-1.14666666666667
TM4SF18	3.1955
TMEM169	-0.4245
PPP1R16A	0.135375
EBF1	0.345333333333333
RRS1	0.8485
SNX2	0.45425
OR2T2	0.0265
RBX1	0.9165
ANKRD54	-0.0888333333333333
TSNAX	1.16983333333333
TMEM83	0.56
ZBTB7A	1.03925
ATM	-2.16866666666667
LOC338328	2.25416666666667
TIE1	1.2195
HIST1H3G	-0.124166666666667
PASD1	-4.6795
TINAG	0.4825
PCDHAC2	0.518
LRRC15	-0.576375
WBSCR17	-1.17925
TFF2	-0.5635
PARP2	-0.94125
NDFIP2	0.151
PCDHGB2	-0.2175
WDR60	-0.3815
MAP7D2	-2.0669
USP45	-1.0605
GSDML	-0.90075
TNS1	-0.0953
PLCD4	1.4205
IQCD	1.52966666666667
SMPX	-2.58125
CD9	2.31266666666667
SRGN	0.943125
CASP7	0.8445
INOC1	-0.588333333333333
DKFZp451M2119	-0.517875
VMAC	2.1535
USP53	0.6736
CAMK1G	-0.580375
TMEM106A	0.929333333333333
CDC20	-2.1978
ACSL5	-1.82
CBWD5	-1.129375
C1orf87	-2.18183333333333
KIAA1274	1.012
PRUNE2	-2.12928571428571
LYPLA2	-0.781
DOK6	-1.8935
GPR149	0.07325
FAM30A	0.157
TMEM129	0.7995
SLC35B3	1.352
ACPP	-0.3689
LOC200261	-2.164
SLC4A7	0.4274
CCDC40	2.02925
GART	-1.4985
THOP1	-1.4685
SCARB1	-1.4445
CACNA1F	0.8335
TRIAP1	0.0845
SYT14L	-0.234
SFRS8	-0.0371666666666667
PBOV1	0.16775
GOLSYN	1.66375
GJB7	-1.1845
CAMK2N1	1.96858333333333
GREM1	2.96358333333333
FLJ20433	0.779
QPCT	-3.529375
PRKAG2	0.663833333333333
H2AFX	-0.30625
C6orf154	2.54275
PLOD3	-1.9115
ZBTB39	-0.379
WASF3	-0.447416666666667
DRG1	0.68375
PRR4	-0.0625
SPCS1	-0.4005
KDELR3	-1.11316666666667
SRP19	-0.0815
GABRA6	-0.32425
MFSD1	0.69275
MMEL1	2.53175
PDXDC2	-0.7193
BUB1	-3.10844444444444
RNF138	-1.00125
MYLPF	-0.768833333333333
AIF1	0.135666666666667
DYNLRB1	1.3147
HCN3	-0.937666666666667
HIST1H2AI	2.31425
MAP4K5	-0.17775
LASP1	1.32375
LOC130951	0.371
PLAA	1.029375
KRT6A	-2.902
C6orf117	-2.831125
ARHGAP23	-1.235
PTF1A	0.7675
GPHA2	0.077
LCE3B	0.4845
MCL1	0.319642857142857
EHBP1	-0.268083333333333
PRNP	-0.475125
ZSCAN1	1.05375
C1orf113	-0.477666666666667
FOXA3	-2.597875
NEB	-1.01075
ASGR1	-5.10183333333333
CTGF	1.37666666666667
RAB17	0.787333333333333
MST101	0.64175
JARID1B	0.496
USP37	0.7476
PTBP1	-0.925166666666667
PTPN7	-1.17816666666667
CDC7	-0.910833333333333
SNX7	-0.4385
ZNF335	-0.10375
CPT2	-0.20425
HEATR1	-1.15125
HSPC152	1.006875
C5orf40	0.0575
PSME1	0.4605
STAG3	-1.847
TMEM154	0.0918333333333333
KLHL32	-0.176666666666667
TSGA10IP	-1.0445
SUV420H2	-0.934333333333333
SF1	-0.1434
2'-PDE	0.466875
PNLIPRP2	2.321
TRSPAP1	-0.396333333333333
NUP210	-0.457666666666667
ANP32C	-1.45966666666667
RAB11B	1.0855
ASB15	-0.213
ITGB3BP	-1.44775
UBASH3A	-2.24375
YWHAB	0.496
TPRX1	0.01875
LY6G5C	0.857625
SLC7A2	-0.79925
CLK1	0.35
HSD3B7	0.5905
VDR	1.982
C16orf74	-0.81475
ACE	0.1515
PSMA2	0.750833333333333
CCDC131	-0.25125
ZNF213	0.144166666666667
EML2	0.897
ALS2CR13	-0.6255
GLYATL1	2.91125
DSPP	-0.0805
DHFRL1	-0.373375
C10orf30	-2.23633333333333
SH3RF2	-1.99533333333333
LOC197322	-0.727
DLL3	-0.781125
TIGD7	1.30925
GFRA3	0.24275
CPA1	-0.0896666666666667
RTN4	-1.022
PPT2	-0.977833333333333
FASLG	1.54208333333333
FOXP4	1.4865
RPL26	0.0617
GNL3L	-1.89016666666667
FMR1NB	-0.274333333333333
CD163	6.86725
SGPP2	0.086
GIMAP2	0.29875
CD37	0.859333333333333
DPT	1.79975
NBLA00301	1.37375
RGS5	3.07016666666667
C9orf4	-0.9495
ACTL8	-3.79616666666667
PRKAR2B	-0.1755
OPLAH	0.927333333333333
C20orf134	2.62525
SPACA5	-0.298
TBL1X	-0.0163333333333333
TSPYL3	1.8475
CHCHD3	-1.2485
CRKRS	0.618333333333333
GPR65	4.89975
DFFA	-0.617875
FUT1	1.70125
C6orf204	-0.402
TMEM51	-1.2705
ZNF580	-0.8115
CMTM2	0.26325
C20orf200	0.03
EZH1	0.457166666666667
FDX1L	0.295875
MRPL32	0.87125
PCAF	0.3167
ALOX15B	1.15683333333333
CD59	0.850541666666667
CDK9	0.595375
ERP29	-0.0238333333333333
TTR	-6.20475
BCMO1	0.239
DDIT4	-2.1084
PTGDS	2.04225
C3orf63	-0.232333333333333
BST2	-0.364125
CYP1A2	-0.824
C5orf25	0.00274999999999999
STX1A	-1.91323529411765
OR2A12	0.0135
SH3BP5L	0.27725
SERINC5	-0.209125
USP6	0.3375
MRPL3	0.0251666666666667
POMP	-0.44775
INPP4B	1.42325
GMPPB	-0.96025
EAPP	0.882
AHSA1	-0.0125
ABCA11	0.5095
SLC5A6	0.0143333333333333
HIVEP2	-0.519
SUMO2	0.592625
KIAA1822L	-2.11683333333333
C11orf67	0.70775
TXK	-0.8065
PHCA	0.43975
ICAM4	-2.74366666666667
FPGS	-0.705166666666667
SNRPA1	-1.4685
KCNJ4	-1.595
KIF6	2.3152
HIST1H2BG	-0.864666666666667
SLC5A5	0.303
ZNF354B	0.432833333333333
IL12RB2	-0.69375
C11orf76	0.1005
GAL3ST2	0.4065
AIFM2	-1.527875
SYNC1	-0.69875
UBL3	-0.213375
PIK3CG	-0.987166666666667
NLN	-1.1069
BCORL1	1.162
CD5L	0.0235
ZNF238	-1.00933333333333
KIAA1394	-0.75
C16orf55	-0.6831
CYP3A7	-1.33625
KRTAP3-1	-2.1195
TFDP1	-1.39283333333333
MND1	-1.86725
NODAL	-0.313333333333333
GTPBP4	-1.111
TUBGCP2	0.34325
SLITRK5	-2.09925
CIC	-0.026
CD79A	0.1865
SAMD14	0.0555
TNPO3	-1.4875
OR10G3	0.347
OR10G8	0.069
CCDC111	0.4515
HOXC9	0.39075
DCUN1D1	0.18725
CYB5R1	3.4025
TSR2	1.0055
DAB2IP	-0.7159
SLC6A5	0.256
RAB3D	1.8945
DCUN1D4	-0.593166666666667
ERBB3	1.37508333333333
SDC1	1.40183333333333
ATP6V1H	1.84166666666667
SYK	0.711
ST20	-0.4945
C13orf30	0.48
WDR40A	0.691333333333333
ADMR	0.0045
LOC388335	1.098
ACSM1	0.1185
TDG	0.279083333333333
FLJ11235	1.28125
MRPS5	-0.657333333333333
AGPAT2	-0.832
SLC12A1	0.150125
CYP27A1	-0.23375
THAP7	-0.69125
XPO1	-0.598166666666667
ALMS1L	-0.246166666666667
C1orf2	0.24425
ZNF777	-1.53616666666667
CAMK2A	0.553833333333333
SMC1B	0.076875
IHPK2	-1.17246666666667
LEMD1	-3.921
NKD2	-0.9463
CLU	2.15657142857143
ARMETL1	0.579
PABPC4	-1.25625
CXCL12	1.23983333333333
TFAP2C	1.4009
TTTY8	-0.8385
ABCB10	-1.9562
ENDOD1	-0.747333333333333
IDI1	-0.6905
KCTD6	2.399
CCDC105	0.5525
ULBP2	-2.0595
ZDHHC5	0.6115
WNT8A	-0.22175
COMMD10	1.023
KLHL12	0.822625
GPR50	0.1955
NR5A2	-0.225375
OXGR1	0.796166666666667
EHD3	0.04475
CAPRIN2	-1.427375
KLRC3	2.65475
SF3B1	0.189428571428571
IPO7	1.16
ALDH1A1	-0.594
ANKRD5	2.11475
TSNARE1	0.4475
DDEFL1	0.44125
RNASEL	0.977
DNAH9	-0.672
HELLS	-1.082
TNS4	-0.277
NAV1	-0.2214
KIAA1409	-0.35625
C20orf26	4.16766666666667
TUBG1	-0.17175
IRX2	2.636
CNGA4	-0.464
MGC50559	1.9975
OR4K17	0.336833333333333
TM2D2	2.22991666666667
FAM32A	0.53275
TXNDC14	0.369
CCBL1	-1.186
ANK1	2.3054
PRSS23	-3.07625
PPM1L	0.0655
SPATA20	0.58725
APCS	-0.3595
C14orf122	-0.528
PSMB5	0.371
C6orf10	0.243111111111111
SETDB2	-0.133166666666667
SPNS3	-1.5115
SGMS2	0.069
MXD3	-1.43
MON2	0.3306
CARTPT	0.39375
HNF4A	-1.3395
RABEP1	1.71615
TNFRSF10B	-1.232125
USH1G	0.9495
PPAP2B	-0.819166666666666
TMEM16K	0.36475
CTDSP1	0.630166666666667
CDK5R1	0.0413333333333333
GABRR1	0.0935
OPN1LW	0.1835
FAM98C	1.403375
DBN1	-0.837375
ACAD10	-0.249166666666667
QTRTD1	-0.17875
WNK3	1.01183333333333
RPS19	-0.28325
C1QB	2.857
OTUD5	-0.455375
SLC41A2	-0.632666666666667
TMEM22	-1.83833333333333
KHSRP	-0.462583333333333
TNFRSF11A	0.160833333333333
FBL	-0.508833333333333
IBTK	0.187166666666667
OXER1	-0.204
CBLN4	1.247
GPR172B	2.64383333333333
CFTR	-1.43
VSX1	1.7795
CAMK1D	0.0955
LOXL3	-2.23675
RTP4	2.25475
SLFNL1	-0.326
KIAA0828	-0.875
PAR5	0.449
LOC723972	-1.4385
GDI2	-0.177625
CEBPA	0.3598
MLF2	-0.133333333333333
AFMID	0.16075
ALOX12B	1.892
BPHL	-0.396
COX5B	-0.18175
S100A10	-0.9839
THOC6	0.2815
NHN1	-0.7465
RRP12	-0.351333333333333
ARID3B	-3.205
CD3G	-2.99166666666667
KIAA0133	-1.22425
NAT11	-0.608
PPAT	0.505833333333333
SIRT3	1.8042
TCERG1L	-1.866
NIPA1	-0.0566
DPP8	-0.563
IL7R	-1.81616666666667
ZFP64	0.701
DMAP1	-0.4401
TRMT12	1.86325
TLR4	1.0561
WFIKKN2	0.26775
RAB12	-0.64
DDX51	-0.475666666666667
KIAA1086	0.6175
ZNF295	-0.501333333333333
ACVR2B	-0.400285714285714
LOC494150	0.166125
ZNF517	0.298
DNASE1L2	-2.42216666666667
SUFU	0.3955
LOC283677	0.245
LMO3	1.82416666666667
PPP2R5D	0.106333333333333
ZNF587	0.6814
HIST4H4	0.36475
CYP2C8	0.28825
C1orf80	-0.143833333333333
DOCK5	0.294833333333333
C9orf24	-0.694
OR5AR1	0.9365
C11orf24	-0.25225
UNQ1940	-0.3705
CAP2	0.986833333333333
TIMM44	-0.73825
DSEL	-1.5292
ROM1	0.29075
FBXO4	0.620375
MYLC2PL	-1.96625
MLH3	0.7333
NOX1	0.544666666666667
DPEP2	1.4125
DNAJB5	-0.38725
RLTPR	0.68
MBIP	0.2205
COPB1	1.0105
SFTPA1B	0.1025
C10orf4	1.4754
PRELID1	-0.56425
NOLA1	-0.437
C19orf24	0.26175
TLR9	-2.062
HLA-DMA	2.36783333333333
HCRP1	0.526
GPR137	0.834166666666667
ITGA11	-2.36966666666667
PHF13	0.145
MARK4	0.710333333333333
METTL4	0.07775
MBD3	-0.6723
LOC134145	0.858375
FGF3	0.8195
SLC35A3	1.1515
CLEC16A	-0.862
AMOTL1	-0.980583333333333
FLJ31438	-0.93175
PAICS	-1.060375
TOMM40L	-0.0685
MMD	0.096
KLK10	-1.3965
NIT2	0.170333333333333
SERPINB10	0.65775
KLF15	0.3898
CCDC5	-0.367
WSB2	-0.306625
ME3	-0.60825
CACYBP	0.18475
TCTN2	0.7215
JAK1	0.436875
C2orf25	0.15825
GPD2	1.79
FBXL11	1.197
CDV3	-0.307166666666667
GALNT11	-0.008
NDUFA12L	-0.0734
FLOT1	0.749214285714286
TOR1AIP2	1.287
MMP25	1.61625
C1orf164	-0.4753
CHST5	-0.31375
LYRM4	-0.9989
GPER	-2.69575
HIPK2	0.351666666666667
DAP	-0.9282
ZMIZ1	0.398
DDX58	0.237625
DCC1	-1.629
AKT1	-0.315875
ENPP6	0.113166666666667
ERVWE1	-0.730833333333333
CDC34	-0.22825
RNF125	-3.198
CASC1	3.08025
SHROOM2	0.85225
RRM2B	1.21033333333333
COL6A3	1.356875
TMEFF1	-2.5525
PLEKHA4	-0.8362
LYSMD1	1.62933333333333
SEPT1	-1.50266666666667
AOF1	0.45225
GNPAT	-0.37075
WDR18	-0.06775
HSD17B12	-0.126166666666667
HIST1H2BM	0.5795
INDOL1	-0.874333333333333
SUDS3	0.619
C1orf192	-0.0685
CYP2B6	-0.68025
TBC1D2	1.40366666666667
SLC25A12	-1.082
ERCC6L	-0.9305
MGC10814	-1.3305
POLR2C	-1.287
ZNF77	0.497166666666667
EIF3K	0.0922
HPX	4.81175
ANKRD27	0.4995
MALAT1	0.7679375
PLB1	0.69
HRNBP3	-0.524
CPSF4	-0.0315
OR52N2	0.0625
PIP5KL1	-0.96225
GH1	-0.142
HPS5	0.44275
SLFN5	0.134625
POP5	-0.7015
OVOS2	-4.51616666666667
C20orf108	1.112875
MARS	-0.92425
CLRN3	1.34383333333333
ARSE	-1.56966666666667
PPIE	-0.910166666666667
PHACS	-1.09583333333333
GP5	-1.3665
IL8RB	0.647666666666667
FCRLA	-2.321
ARRDC1	0.3819
KRTAP9-4	0.2275
ZNF613	2.7825
OR11A1	0.328
TMEM132B	-2.25525
PGLS	0.3395
BSND	-2.9925
KCNK18	-0.142
FOXD4	0.3895
SV2C	-0.584
LCN2	-1.70666666666667
ZNF490	0.8574
C3orf15	1.9196
CACNA2D4	-2.078
CBX5	-0.653
MAGEB4	0.079
BOLA1	0.92475
PPP2R5E	0.3595
COL5A1	0.257083333333333
ASB7	-0.225
SFT2D1	-0.168
DERL1	0.8637
RABL2A	0.139833333333333
MOAP1	1.4415
KIAA1545	0.0153333333333333
F3	-0.04825
PLEKHM2	-0.94575
CCDC89	0.2945
EFCAB1	1.07025
TMEM48	-1.457
SEPHS2	1.1925
PYGM	-0.427
PRICKLE1	1.724
WNT5B	-2.265
TAS2R38	1.141
IMP5	0.12725
KHDRBS1	0.0998
LARS2	-0.799
C3orf28	-0.42225
FTCD	-3.6205
C10orf68	0.212666666666667
DGAT2L3	0.22575
PSEN1	1.11533333333333
MGC33657	0.276666666666667
PLA2G4B	-0.0720000000000001
CDKN2A	-1.70675
DLX1	-2.9765
TSHB	0.103
C18orf37	1.093
MEX3C	0.599875
MAMDC2	0.832
PDIA4	-1.23166666666667
ATP5E	-1.29
CASP2	-0.868571428571429
SERBP1	-0.426538461538462
ZNF341	0.255333333333333
TESC	-2.5715
TMEM31	0.36775
OR51I2	0.1885
YTHDC1	0.868571428571429
JUN	2.24533333333333
AGMAT	-3.45566666666667
PCNXL2	-0.55025
ATAD5	-0.829375
STK38	-0.338
AZI1	0.0905
RBP1	3.093
C4orf26	-1.48475
KIAA1026	0.319125
TMEM101	3.141
HSFX1	0.211
TREX1	0.475
C18orf10	-0.3702
TRIM15	-3.5895
CA6	0.214571428571429
CEP57	-1.6325
AR	3.57766666666667
SESN2	-0.921833333333333
KIF3C	-0.5405
EPB41L5	1.441875
ARHGEF10	-0.956636363636364
POLR3D	0.78125
INDO	-2.20783333333333
GABRA3	-0.3945
SCG5	-1.3821
E2F3	-0.5764
TIGD5	1.69075
FGD6	0.617916666666667
KLHL3	-1.33575
SCGB3A2	-2.569
URP2	-0.679833333333333
ATP6V1B1	0.1844
CALML6	-0.8095
LOC100049076	2.166
TMF1	0.31625
LOC388503	0.087
CDH5	2.736
RPS6KC1	0.465333333333333
DAAM1	1.0497
TNFRSF10D	-1.02825
GSTT1	0.8898
INPP5A	-0.1055
TRAF3IP1	1.0366
SMARCE1	0.666928571428572
VRK1	-1.102
TTC16	0.491
AARS	-1.45433333333333
ARHGAP27	0.555333333333333
ZAK	-0.592142857142857
ACSM2B	-2.5655
TRAP1	-0.759666666666667
MRPL53	0.62425
RNF44	-0.547
NPTXR	0.906
DPYSL3	-0.366166666666667
APP	0.9253
GLS2	-0.235333333333333
MNX1	-3.16033333333333
CMTM7	-1.02425
OR10A7	-0.013
NYD-SP21	2.17366666666667
ORC5L	-0.674
SLC16A10	-1.914625
TMEM178	-0.3
LOC441601	-4.455
PTGIS	0.3835
KBTBD7	1.08775
C19orf41	-0.221
CEACAM3	-0.158833333333333
KRT23	-2.81675
SERHL	2.8075
PNKD	-0.246625
UBC	0.576
ATRN	0.611875
HAPLN1	0.5105
RANGAP1	-1.21
C10orf26	1.3345
KCNA7	-0.72975
SRY	-0.2025
LOC376693	-0.1965
HIST1H2BF	0.641
CDCA8	-1.92916666666667
MLC1	-1.18625
TNIP3	0.18925
OR4D1	0.4645
IFT52	0.691666666666667
GOLT1A	0.7815
UTP20	0.224
RP3-402G11.5	-1.010125
PRSS33	-1.5915
PMPCA	-0.82
APOB48R	1.38016666666667
GLTP	0.071
MPL	0.01175
C9orf78	-0.44225
ADAM12	0.29875
CSPG4	-1.96
LOC144305	0.2705
KRTAP4-10	-0.505444444444444
PAK1	-1.325
ADCY7	-1.3113
TAS2R43	0.6015
FRAS1	-2.25692857142857
PPP1R14A	0.289166666666667
OR2B6	-1.10225
ATP13A1	0.254833333333333
SIDT1	2.16025
C1RL	1.07916666666667
PRKRA	-0.916
TLN1	-0.3364
RP11-50D16.3	-0.41
MITF	-2.33
GYS1	-0.44125
LYG1	-2.44483333333333
NSMCE4A	-0.5107
DNAI1	1.105
HOXD11	-2.022
FNBP1L	1.768
DHX35	-0.86
LCE3E	0.416125
SLC33A1	1.03625
DCLK3	0.518
TRIM33	-0.485833333333333
TMCC3	2.2375
FBXO42	0.121166666666667
C1orf27	1.317
C17orf50	0.1195
RNF14	1.13116666666667
SLC4A8	2.21125
RAB3IP	0.1539
COX6C	0.901142857142857
PCSK1	-4.166
SLC13A1	-0.4065
ARF6	0.904
KIAA1009	-0.373875
HOXA13	-3.33475
HMGN1	-0.00912500000000001
CXADR	0.453916666666667
MGC14436	-0.0325
UTF1	0.133
TSC22D1	0.753
BZRAP1	1.88366666666667
PUF60	0.79575
SHC1	-0.59925
HOOK3	1.6065
