Hybridization REF	TCGA-BH-A0AW-01A-11R-A056-07
PLEKHB2	-0.491625
OR4D6	0.7445
ZNF544	-0.2692
D2HGDH	-0.049
RPL18A	0.2525
HEL308	-0.955375
MPP6	-3.17925
TCERG1	-2.0355
KRT16	-1.82933333333333
KLF17	-0.9075
KLF5	0.66025
CDR1	2.57025
VCX3A	-3.3605
FBLN2	1.78725
C14orf104	-0.81275
HBE1	-4.4084
OR4S2	0.582
C1orf108	-0.0573333333333333
ROBO4	4.19366666666667
CPEB4	0.25025
C11orf80	0.569166666666667
BCKDHA	0.6865
MYOC	0.376
GIF	0.543
CKMT1A	1.4115
RPL3	0.0276
THBS1	2.12425
APOO	-0.10875
ARMCX1	2.44775
HSZFP36	0.8995
SNAPC5	-0.4675
EIF4ENIF1	0.727
ZNF433	0.44475
TNFRSF21	-0.000875000000000001
TMPRSS7	0.965
SPATA18	-0.3443
HPDL	-0.8415
MKL2	0.5364
TBX3	0.0385384615384615
C21orf93	1.10266666666667
DAXX	0.09975
ELMO1	0.000625000000000001
RGS13	1.58283333333333
TAF11	-0.36175
UNC13A	-1.483625
LOC653314	0.3293
ORC3L	-0.046
IMAA	-2.8835
TARBP2	0.0795
CABIN1	-0.4993
TRIOBP	0.024625
HIST1H2AC	1.02025
RGS22	-2.237
NCOA1	1.8785
IL25	0.44
SNCG	0.3085
GPR6	1.0615
AMDHD1	-1.95166666666667
CHEK2	-0.93325
C6orf142	-0.339
DRD4	1.41975
C14orf68	-0.6585
GDF11	-0.95275
SEMG2	0.9615
CD247	0.8575
CDAN1	-0.0655
RBMX2	-0.391833333333333
TGS1	-0.9315
OIT3	1.17175
SYF2	-0.48925
MCM4	-0.72925
PKHD1L1	0.505125
CEP192	-0.548333333333333
IFT88	-0.337
RPL9	0.186571428571429
RAB32	0.451875
DDX43	1.391
P2RX2	0.704166666666667
OR5D18	0.385
UBE1	-0.066
SLC24A1	-0.3695
ARHGAP5	-1.824
CETP	0.811
KIAA1731	-0.669666666666667
SLC9A4	0.165
PTPN6	1.499
BAHD1	0.357
GRIK3	0.497
CACNB2	-1.2112
PDE10A	0.1715
DGCR14	0.33775
PCDHB9	-0.389666666666667
RHOQ	1.35066666666667
MAP3K4	0.05725
KTI12	-0.0565
RPL23AP13	-1.79925
GNG11	-0.49
CLCN3	1.647
GPAM	-0.761875
VSTM2A	0.775
SLAMF7	4.39666666666667
INTS2	-0.85475
PPP2CA	-0.4613
LRP12	-0.912
SEC14L2	-0.266888888888889
DKFZP586H2123	2.015
MC3R	-0.2345
CIRH1A	-1.44283333333333
HIST1H2AB	1.1545
POLH	-1.1395
MGC16703	-2.0985
SNAPC2	0.069
FILIP1L	1.023
RASGRP4	0.926
LRRC1	1.82525
GAS1	0.364
PRAC	-1.483
DGKA	-0.165666666666667
NT5C3	-0.94825
PEG3	-3.53875
NADK	-0.27325
PRR17	2.07825
LOC374569	-0.2975
SGSH	1.22266666666667
NLRP8	0.034
GALT	-0.5375
MCF2	-0.386
ZNF263	0.158
TACSTD1	2.11066666666667
TYR	-5.8593
ATP6AP2	0.44325
RNUXA	-0.31075
ABHD10	-0.1781
GDPD2	-0.43125
SLC35C1	0.44275
UBE2A	0.359125
HERC5	-0.918333333333333
FAM112B	-3.92783333333333
FBXL16	0.36075
DKFZP434A0131	-0.64525
ELA3A	-1.9245
RBM41	-1.859375
HAO2	-0.0735
RNH1	-0.73725
SHANK2	1.23583333333333
OSBP2	-0.753375
DAK	0.164166666666667
C3orf58	0.314333333333333
TCL1B	-0.6925
KBTBD2	-0.73825
SUGT1L1	-0.5445
UBE2E2	-0.381833333333333
MYL9	2.249
CDC23	-1.25333333333333
PBXIP1	1.631
CXorf40B	1.374
NBL1	0.87125
RTBDN	0.634
RAB11FIP5	-0.065
TTTY13	-0.652
SCOTIN	0.514166666666667
SOHLH1	1.59966666666667
CDKN1A	-0.931714285714286
NCK1	-0.01775
ZNF550	-1.31
SAPS3	0.311
SPIN3	-0.164
MAGEE2	-0.2455
MIS12	-0.802833333333333
OR8H2	0.3975
KIAA0774	-1.97966666666667
UNC5D	-2.3895
CUL7	-0.167166666666667
LIPC	-2.79166666666667
DIO1	-2.41225
C20orf11	0.1832
CTRL	-0.58075
HS3ST2	4.07975
PAK4	1.80616666666667
CCRL1	3.4555
RNF10	0.742125
ZNF567	-0.12975
ZNF660	-3.5925
TCEAL3	0.8715
MAGOH	-0.128666666666667
CENPB	0.739
C19orf7	0.5065
LOC388965	0.506
ZCCHC13	-1.8865
JMJD1A	-1.2085
HIST1H4H	1.7995
TBRG1	-1.5781
GPC3	-4.60925
TAF1C	-0.9015
EBNA1BP2	-0.887833333333333
CIAPIN1	-0.68975
PDGFRA	-0.124555555555556
CSTB	-0.355625
CENPI	-1.63266666666667
GTF2E2	-0.669833333333333
RPP21	0.85425
CCNF	-0.683166666666667
KCNQ3	0.121
FAM79A	1.19125
SLC22A12	1.3885
NOVA1	-0.614333333333333
FZD3	1.4011
AKAP8	-0.419
SOCS5	0.188625
CFDP1	-1.33325
DLG5	0.0395
PGM5	0.15375
C1orf144	0.6
HDAC10	-1.521
RND2	-1.16225
C20orf199	-1.5425
RNMT	-0.0595
SLURP1	1.769875
ASTN1	-1.036875
SH3BGR	0.625
MYCL1	0.645
ZHX1	-0.113833333333333
CENPK	-3.321
FOSB	-0.1341
LOC643406	0.31775
C2orf59	-0.787625
TMEM135	0.092125
SLC27A2	-0.1555
KRT33A	0.8585
OVOL1	1.016625
PAMCI	-2.85783333333333
S100A7	1.273
ZNF789	-1.847
HARS2	-0.5105
RPL23A	0.293166666666667
TCF23	0.39025
UPF3B	-1.489875
C17orf78	-0.3445
HLA-DOB	1.41566666666667
C14orf142	0.211666666666667
TEKT5	2.461
DMWD	0.684
POLD1	-1.71983333333333
GSCL	0.164
CALD1	-0.2063
SCRT1	0.915666666666667
AIG1	2.34775
UNC84B	-0.102
ZNF404	0.82725
TMED6	-3.67725
KIAA1462	0.1535
LRRC27	1.21566666666667
PYGO1	0.205
PIGU	0.099
ALAS2	-3.179
WRNIP1	-0.220375
CNNM3	0.9635
ZNF2	0.2255
ST3GAL5	-0.44275
MRPL23	0.34175
TSSK6	-0.633
PSMA6	-0.32625
C16orf70	-0.402
KIAA1602	0.15975
ALMS1	0.367333333333333
DCN	2.64
TMEM132D	-1.01025
SUCLG2	-0.18275
ABHD14A	0.46775
DEXI	0.483166666666667
AMPD2	-1.74783333333333
IFNAR2	0.1085
CYB5A	0.8275
TLOC1	0.26595
NXF5	-0.289166666666667
NRBF2	-0.127375
KCTD3	0.022
ITGAE	-0.549166666666667
SLC30A3	-1.71933333333333
ZRF1	-1.155
IFRD2	-0.692875
XAB1	-0.2975
PYCR2	-0.663833333333333
SERPINB3	-3.8665
TMLHE	0.6392
GEFT	-0.896625
ABCA5	-0.647
EMR4	0.0555
TSFM	-0.6015
HIST3H2BB	0.26825
ARHGEF19	0.51975
TSPAN17	-0.136
ABCC8	1.1925
MAP1S	0.365
C22orf36	2.66525
BNC2	-0.716714285714286
HIST1H4A	0.06575
NDUFS3	-0.330833333333333
WDR3	-0.950333333333333
XKR4	-1.1095
TTC33	-0.217857142857143
STMN2	4.0385
CPN2	-0.483
HSPC105	1.368875
PCOLCE2	-3.98625
C3orf55	-0.1365
KLHDC9	2.11366666666667
TBC1D23	0.0315
ATXN2L	-1.108
MAP2K3	0.770666666666667
SCAP	-0.02175
ZNF486	1.7725
C20orf96	1.6925
NARS	-0.766
ADAMTSL1	-0.7485
PRCC	0.761333333333333
CCDC126	1.042
ZNF675	0.18725
CALCOCO1	-0.20825
ANKRD43	4.113
CWF19L2	-0.382833333333333
ZBTB32	2.3885
BRAF	0.508
ODF4	0.51775
MGC14376	0.181666666666667
HORMAD1	-2.894
AAK1	0.0924166666666667
PEBP1	1.18516666666667
TNFSF5IP1	0.379666666666667
DKFZp564N2472	0.09325
RMND1	-0.00399999999999996
IGKV1-5	5.52875
COL1A2	2.21125
SERPINA5	-3.5725
AANAT	1.93
C19orf21	0.548333333333333
GEMIN5	-0.01425
UBR4	-0.2775
LTBP3	0.677166666666667
AMHR2	-2.31583333333333
PROCR	-1.20275
MYBBP1A	-0.773
C20orf39	1.1525
ZNF697	0.61725
PASK	-0.5227
ZNF776	1.18266666666667
RFXDC2	-0.856875
KIAA0467	-0.6465
C10orf96	-1.736
ZNF503	-1.09475
GULP1	-0.260416666666667
KCNE4	-0.2045
DKFZp434K191	-1.76375
LOC196913	0.303
BHLHB4	2.2015
CH25H	1.6145
LOC81691	-0.336833333333333
ALPL	0.0896428571428571
COL12A1	1.785375
FOLR3	-2.40283333333333
GPR123	0.0387142857142857
TRIM62	0.933071428571428
ABLIM1	0.815666666666667
MAST3	-0.047
RHBDD1	0.280166666666667
LOC338809	-0.0800000000000001
RYBP	0.9265
TTC26	-0.652
ZNF22	0.264
ISCA2	-0.28575
RDM1	-0.21275
PIGM	1.276
GNB3	-1.044
ACTR2	0.984
HMGB1	0.1537
EDG1	3.481
SOAT2	-2.44525
OR10AD1	-0.5335
RAP1GDS1	0.666833333333333
LCE1F	0.868
ESM1	-0.94675
RCN3	2.3345
CREBL1	-0.32775
DBNL	-0.307166666666667
PTGER3	0.924375
USP30	0.206833333333333
BCL2L12	-0.0473333333333333
KIF26B	2.03
ZNF416	1.3265
ZNF225	0.0185
C17orf70	1.00925
ZNF554	0.63
RAE1	-0.7805
TNIK	0.231166666666667
ACTN3	-0.269
MGC45922	2.374
CCNA1	-1.10633333333333
RYK	0.138833333333333
IL26	0.829
LRP3	2.06783333333333
QARS	-0.3245
SOX7	1.244
BID	-0.14675
OR2S2	-0.403
CXCL14	3.33725
C11orf47	-0.422
MGC29891	0.478
HSPB8	-0.0194
PRDM14	-1.8235
NUFIP2	0.82825
MNAT1	-0.7235
ZDHHC2	-0.850416666666667
MBNL2	-0.26
ADD3	-1.180875
CSNK2A1P	-0.10625
KLK6	-2.07383333333333
TMEM111	0.2096
KIAA1279	-0.23475
NUBP2	0.992166666666667
RAB42	0.38175
ID3	-0.6683
TM9SF1	0.08975
MDP-1	-0.40475
POU4F2	0.3485
IQCK	1.27775
C16orf14	-0.11925
CAPN3	-1.549375
FAM43B	0.417125
RECQL	-1.24325
AP1G1	0.3405
CTNNBL1	-0.2545
ECHDC1	-1.45083333333333
SMARCC1	0.1473
FOXQ1	-1.73475
GNAI3	0.635166666666667
POLG2	-2.099
CD4	2.2145
ITLN1	1.34375
EBI2	4.7145
IRF1	1.47875
PTPRE	1.3503
PTK2B	-0.11225
NXNL2	-0.367
SOX4	0.0707777777777778
TSPAN3	-1.30966666666667
SH2D1A	-0.1625
C8orf58	-0.766666666666667
USP20	-0.771
DUSP22	-0.505416666666667
CALB1	-2.236
L3MBTL2	0.417333333333334
MCRS1	-0.455
TMEM118	-0.653166666666667
C18orf8	0.427833333333333
FLJ10241	-0.180875
GJA12	1.38025
PKD1	-0.579
ZFP3	0.338
JAM3	-1.31225
LAPTM4A	1.1559
DIRC2	0.298
KIAA2022	2.16183333333333
MYOM1	0.0253333333333333
TRPM8	-2.41116666666667
MOP-1	2.7475
PHKG2	-0.022875
ZNF650	0.491
KIAA1522	1.0505
PSG8	-1.95633333333333
DDX19B	-0.299
MOBKL1B	-0.31825
DIAPH2	-0.4845
PTPN12	-0.58325
CLN8	-0.0988
CRYZL1	-0.868833333333333
CRY2	0.326666666666667
FCGR2B	4.072
PNPLA4	1.473875
ZNF454	-0.781
DKFZp434B1231	0.03
CLDN11	0.2349
RFWD2	0.587
CIB2	0.971
MXRA8	3.207875
HRK	0.208
MAML2	-1.2085
C4orf31	-1.6475
C6orf192	-0.0335
COG6	-0.219125
FAM5B	-0.71525
NFATC1	0.7942
SEPT10	-0.9295
SCYL1	-0.2629
RPP40	0.0405
SCOC	0.1293
KIAA1450	1.2335
CTDSPL2	-0.52475
TBX5	1.78983333333333
NAPG	0.9815
RHD	-4.18725
C14orf45	0.4875
ZBTB22	0.9755
PLCG1	-0.882
ANKRD10	-1.962125
AQP7P2	-0.021
TAGLN2	-0.00766666666666667
HTR2C	-1.09016666666667
SLC16A7	-1.21666666666667
C17orf83	-0.83475
TSGA14	0.00408333333333333
MDH1	-0.3635
PPP3R2	0.435166666666667
DCBLD2	-1.26764285714286
RBM33	-1.003375
DPH3	-1.053
SYT10	-1.73133333333333
FMO4	3.730625
THYN1	-0.73325
DRD5	-1.4045
OTOR	1.20425
PGRMC2	-0.331
KATNAL1	-1.4785
PAQR6	-2.46775
UBE2I	0.05325
C14orf28	0.53
C8orf70	1.44
FLYWCH1	-0.212125
ANGPTL3	-0.72475
GLRX2	0.725333333333333
ATP11A	-1.43107142857143
ARL5B	0.483125
MUC16	0.33525
SLC25A5	-0.469428571428571
ACRC	-0.71575
MYO1C	-0.38975
FAM89B	2.16866666666667
FAS	0.136375
KIFAP3	0.96475
GLRA2	-1.072
BTN3A2	0.41
CNKSR3	0.773
CSTF3	-0.360666666666667
ARPM1	0.3715
KIAA1530	-0.686
C9orf150	0.168666666666667
PRKCI	0.4085
tcag7.1015	-1.19125
SOD3	-0.22
ZNF574	0.9155
CYP21A2	1.65075
RPL12	0.133
COMMD2	-1.38875
WIZ	-0.126
LOC344405	-2.75125
ALDH4A1	1.63064705882353
CRYAB	1.6395
COPA	0.613
PCDHGA7	1.50666666666667
KIF11	-1.28691666666667
RASD2	-0.033125
SLC26A3	-0.08
ZNF175	0.047
JAKMIP2	-1.401125
C8orf4	-0.0355
PTHLH	0.17225
SLC40A1	2.35041666666667
OR7D4	0.442666666666667
PCDHB17	0.193
CD36	1.64378571428571
C6orf203	1.6701
PRKG2	-0.2055
LOC400566	-0.185
ANAPC13	0.26875
SLCO3A1	-0.25875
ZNF692	-1.5575
FANCL	-1.2475
SH3GLB1	0.685
C12orf61	-0.8845
KBTBD6	0.18175
SUPT5H	0.45075
XRCC6	-0.4977
HUS1B	-0.7059
FAM133B	-0.194
LOC728276	0.2045
KCTD18	0.19175
SOS2	0.323833333333333
CCDC99	-2.42325
C1QTNF5	3.5745
NNAT	0.316
USP16	-0.48475
LARS	-0.6035
ZBTB2	0.848625
ABO	0.0703333333333333
TRAF3	-0.27575
GALNT5	-2.5885
NAP5	0.748
ALG14	0.8245
KIAA0515	0.00111538461538463
WDR75	-0.489333333333333
TEX261	0.0655833333333333
LY86	1.82525
LOC389072	-1.543
FLJ13611	0.11625
MRGPRX2	0.7745
SNRPA	-0.708625
OR2G2	0.5445
GPRASP2	0.99925
C7orf42	0.2802
C9orf163	-0.077
CYP11B2	0.674
FCRL3	2.6465
PRDX1	0.01425
FGB	-6.25566666666667
COX17	0.53
C16orf33	0.42125
PIWIL1	-0.964666666666667
FOLR1	-2.14083333333333
KIAA0082	-0.68025
FREQ	-0.324833333333333
TMCC2	-1.6845
TCF12	-0.391666666666667
ZNF721	-0.192
FAM130A2	0.49325
POU4F1	-2.595
SNRPF	-0.548
SGIP1	0.434666666666667
ZNF641	0.3775
EMG1	-0.749625
PRRG4	1.3905
HIRA	-3.739
MYNN	0.241
AEBP2	-0.887416666666667
TBXA2R	0.6705
ISL2	-0.986166666666667
PCDHB11	0.1835
RNF144A	0.22775
MARCH5	-0.023375
DULLARD	-0.6725
DCLRE1B	-0.7575
ITGA8	0.65325
TP73	-0.174125
PRKCD	1.20725
NDUFB4	0.9855
ATP13A4	1.763
ANTXR2	-0.1485
COL4A3	-1.35666666666667
MYO10	-0.8629
SLC6A18	1.26775
PEX1	-0.33125
TMEM74	-1.45216666666667
RBM19	0.4875
TAPBP	0.81335
RUNX1	-0.9875
MID1	-1.83941666666667
GPR64	-1.22266666666667
RASEF	4.11225
GABRG1	-0.17175
MYO16	-0.9025
DBF4	-0.7745
TSHZ2	2.4255
RIPK2	0.480625
PPTC7	-0.399333333333333
KIF4B	-0.445
LRRC31	2.9555
ZNF540	1.394
EFNB3	-0.0385000000000001
LOH12CR1	1.565125
STON2	0.0506666666666667
GLP1R	1.0035
CSTF2T	0.373875
IREB2	-0.94875
GRSF1	-0.7605
PDCD7	-1.40483333333333
LRRC43	0.2695
CNR1	0.622
IL1F7	-0.332
C12orf64	-0.624
FAM69B	-0.1255
NR2E1	-1.7415
MS4A6A	3.5363
FTL	0.0764
C7orf36	-0.3265
PCLO	1.0707
DYRK2	1.10208333333333
ARIH2	-0.484
SAMD7	0.416
SCNN1D	-0.87775
SLC32A1	-0.1445
C22orf25	-0.177166666666667
MRPS18A	0.4572
GPR112	0.851
EARS2	-1.05775
ERN2	1.78
ATPBD3	0.510166666666667
PRH2	0.071
CDKN2D	0.0998333333333333
PGLYRP2	-1.1005
TRIM40	0.65775
SEC14L3	0.172333333333333
SLC22A1	0.99075
BTN2A3	-0.16925
RASA4	-0.06475
CCNL2	-0.924583333333333
MYBPC3	0.8605
GJA4	4.355
CDC42SE1	2.047625
TRPV2	-0.14225
MYPN	-3.3637
SIM1	-0.18
CDADC1	-0.493333333333333
ZFHX4	0.85525
NIBP	1.35883333333333
ADAMTS19	0.0415
ABTB2	-0.406
TSPYL2	-0.65525
EIF2S3	-0.8157
SOX30	0.319
AP2A1	-0.180166666666667
DKFZP564O0523	-0.0816666666666667
LOC285398	-0.12775
CDH18	-3.89425
CHL1	0.810125
GATS	0.0359
TBC1D2B	-0.00233333333333332
OR1J1	0.95
GSN	0.8165
DPCR1	-0.056125
GARNL4	-0.721333333333333
SMARCA5	-0.0635
PLEKHG3	0.2
ZBTB45	1.19
FRMD6	-1.03116666666667
PLS1	-1.6335
DGKZ	1.3235
EFNA1	1.0701
WDR85	-0.849125
ANK2	-0.3255
PAGE4	-1.20666666666667
SENP6	-0.299666666666667
AKR7A2	-0.255166666666667
FKBP10	-2.29725
VEGFC	-0.636833333333333
LARP1	-0.0728125
SRBD1	0.26625
ITGB6	5.07575
SLC1A2	-0.522285714285714
INVS	-0.87
MPO	0.24375
MOBKL3	0.3901
CUTL2	-1.112625
KLK2	-0.0693333333333333
VIM	-1.372
REG1B	-0.00299999999999998
PCDHGC4	0.5845
C3orf34	-0.574666666666667
SUMO3	0.638833333333333
CST9L	-1.85625
MLL4	-0.50075
SPR	0.0653333333333333
SAMD9L	0.93425
ABCE1	-0.01775
SUPT3H	-1.9125
ACTBL1	-1.8235
ADAMTS4	1.062
SLIT3	3.3275
RHEBL1	-1.14025
NPM2	-1.8325
MAN1C1	2.219625
KIAA1856	1.53391666666667
HSPA6	-0.043
LOC388152	-1.341
C10orf140	-1.8835
ZDHHC12	0.0515
LIN7A	3.1009
PHC2	-0.0114166666666667
SPHK1	-0.581
TRIM26	0.6233125
FAM83E	0.5305
C18orf24	-1.48383333333333
ZNF578	0.569166666666667
ORAI1	0.6345
RUVBL1	-1.34316666666667
C7orf20	-0.154
APAF1	-1.031
SLC36A4	-0.723833333333333
MYH11	5.51133333333333
NEK1	0.2447
MPP2	-1.63825
C12orf24	-3.62325
TNK2	1.131625
ZNF289	-0.60175
MATN3	-1.90014285714286
IFNGR2	0.472333333333333
ITPR1	0.09525
EBF3	2.2942
TBC1D20	0.8629
OR10P1	0.83025
DDAH2	2.15775
SHPRH	-0.20275
STX7	0.821
LOC554248	-2.3405
BCAR1	0.21775
ATXN3	-0.108166666666667
TRIM27	0.1915
CDC42EP2	0.8425
CHP	0.8595
SOX17	2.996875
ZNF259	-0.6635
CHCHD1	0.861625
ZDHHC19	0.7955
GBP2	3.422
GARNL3	1.648875
MRC2	-0.07725
C1orf52	-0.74375
AOF2	-0.956666666666667
LRPPRC	0.0393
ACVR1C	-0.0428333333333333
TM4SF18	3.1345
TMEM169	-0.829
PPP1R16A	0.0675
EBF1	0.285666666666667
RRS1	-0.498666666666667
SNX2	-0.27375
OR2T2	0.878
RBX1	-0.80475
ANKRD54	0.245166666666667
TSNAX	-0.0426666666666667
TMEM83	-1.20225
ZBTB7A	1.1865
ATM	-1.16025
LOC338328	2.4835
TIE1	1.83383333333333
HIST1H3G	0.893833333333333
PASD1	-3.77333333333333
TINAG	0.609
PCDHAC2	0.2825
LRRC15	0.390625
WBSCR17	-0.202
TFF2	0.9425
PARP2	-1.22275
NDFIP2	-0.300875
PCDHGB2	-0.445
WDR60	-0.73025
MAP7D2	-1.7115
USP45	-1.13375
GSDML	0.871
TNS1	-0.1742
PLCD4	-0.599
IQCD	1.84366666666667
SMPX	-2.28675
CD9	0.949833333333333
SRGN	2.122375
CASP7	-0.018375
INOC1	-0.274333333333333
DKFZp451M2119	-1.8625
VMAC	1.918
USP53	-0.5844
CAMK1G	-0.1135
TMEM106A	-0.0858333333333333
CDC20	-1.2807
ACSL5	0.0146666666666667
CBWD5	-1.73925
C1orf87	-0.456166666666667
KIAA1274	0.265
PRUNE2	-1.90669230769231
LYPLA2	-0.0296666666666667
DOK6	0.748
GPR149	-0.5645
FAM30A	4.991
TMEM129	0.11725
SLC35B3	0.3865
ACPP	0.2454
LOC200261	-3.1525
SLC4A7	-0.0656
CCDC40	2.85
GART	-1.794375
THOP1	-1.12975
SCARB1	-1.412875
CACNA1F	-0.171
TRIAP1	-0.483
SYT14L	-0.3495
SFRS8	-0.721166666666667
PBOV1	0.3905
GOLSYN	0.91125
GJB7	-2.161
CAMK2N1	1.51241666666667
GREM1	3.46008333333333
FLJ20433	0.81625
QPCT	-3.145375
PRKAG2	0.775833333333333
H2AFX	0.192375
C6orf154	-0.34125
PLOD3	-1.325
ZBTB39	-0.713833333333333
WASF3	-0.00658333333333334
DRG1	-0.64775
PRR4	-0.5545
SPCS1	-0.777
KDELR3	-0.9515
SRP19	0.2065
GABRA6	0.50125
MFSD1	0.59675
MMEL1	3.16825
PDXDC2	-0.4689
BUB1	-2.07188888888889
RNF138	-1.2055
MYLPF	-0.964166666666667
AIF1	1.38083333333333
DYNLRB1	0.6912
HCN3	-0.8925
HIST1H2AI	1.30975
MAP4K5	-0.66375
LASP1	1.104
LOC130951	-0.035
PLAA	0.3215
KRT6A	-2.174
C6orf117	-1.936
ARHGAP23	-1.416
PTF1A	-0.76
GPHA2	-0.44225
LCE3B	0.6695
MCL1	0.142571428571429
EHBP1	-0.762
PRNP	-0.6805625
ZSCAN1	0.5995
C1orf113	0.0954999999999999
FOXA3	-2.9435
NEB	-0.33975
ASGR1	-4.35683333333333
CTGF	0.779
RAB17	-0.7795
MST101	-0.7585
JARID1B	1.348
USP37	-0.6945
PTBP1	-0.345166666666667
PTPN7	0.786333333333333
CDC7	-1.93
SNX7	-0.17
ZNF335	0.0585
CPT2	0.05575
HEATR1	-0.4615
HSPC152	0.07825
C5orf40	-0.1325
PSME1	0.0235
STAG3	-0.85775
TMEM154	0.4715
KLHL32	-0.264666666666667
TSGA10IP	-0.6675
SUV420H2	-0.5615
SF1	-1.4669
2'-PDE	0.149625
PNLIPRP2	-1.0555
TRSPAP1	0.09775
NUP210	-1.4535
ANP32C	-2.03133333333333
RAB11B	0.702833333333333
ASB15	-0.536
ITGB3BP	-1.384
UBASH3A	0.8385
YWHAB	0.341125
TPRX1	0.14975
LY6G5C	0.948875
SLC7A2	-0.323625
CLK1	-0.3872
HSD3B7	0.0583333333333333
VDR	2.38575
C16orf74	0.46125
ACE	0.862
PSMA2	-0.587333333333333
CCDC131	-0.895
ZNF213	0.686333333333333
EML2	-1.254
ALS2CR13	0.370666666666667
GLYATL1	-0.1675
DSPP	0.98
DHFRL1	-0.88575
C10orf30	0.628333333333333
SH3RF2	0.077
LOC197322	-0.285333333333333
DLL3	-1.472
TIGD7	-0.12875
GFRA3	0.6035
CPA1	-0.118
RTN4	-1.16483333333333
PPT2	-1.89066666666667
FASLG	4.22108333333333
FOXP4	1.75775
RPL26	-0.3137
GNL3L	-1.27316666666667
FMR1NB	-0.222
CD163	8.10775
SGPP2	3.92425
GIMAP2	1.8085
CD37	2.2265
DPT	4.45216666666667
NBLA00301	0.99525
RGS5	2.26016666666667
C9orf4	0.9035
ACTL8	-0.878833333333333
PRKAR2B	0.982875
OPLAH	-1.76616666666667
C20orf134	2.703
SPACA5	0.18875
TBL1X	-0.126666666666667
TSPYL3	-0.343
CHCHD3	-1.03525
CRKRS	2.7675
GPR65	5.86
DFFA	-0.621125
FUT1	0.3495
C6orf204	-0.3475
TMEM51	1.20575
ZNF580	0.5475
CMTM2	-0.5425
C20orf200	-0.509
EZH1	-0.844666666666667
FDX1L	-0.546375
MRPL32	-0.158
PCAF	-0.2937
ALOX15B	5.60016666666667
CD59	0.212
CDK9	0.214625
ERP29	-0.131
TTR	-4.62175
BCMO1	-0.6145
DDIT4	-0.9283
PTGDS	4.29575
C3orf63	-0.1995
BST2	-0.976
CYP1A2	-1.25533333333333
C5orf25	-1.502
STX1A	-0.468235294117647
OR2A12	0.0755
SH3BP5L	0.156
SERINC5	1.208625
USP6	-0.5512
MRPL3	-0.644
POMP	0.373125
INPP4B	-0.15475
GMPPB	0.23525
EAPP	-0.0555
AHSA1	-1.06325
ABCA11	-1.118
SLC5A6	1.37233333333333
HIVEP2	1.68475
SUMO2	0.3725
KIAA1822L	0.814
C11orf67	1.571
TXK	0.452875
PHCA	-0.2378125
ICAM4	-1.87333333333333
FPGS	0.259333333333333
SNRPA1	-1.20875
KCNJ4	-1.2135
KIF6	-0.34
HIST1H2BG	0.245333333333333
SLC5A5	0.4495
ZNF354B	-0.506833333333333
IL12RB2	2.28425
C11orf76	0.5885
GAL3ST2	1.4525
AIFM2	-1.365
SYNC1	-0.27525
UBL3	0.044625
PIK3CG	-0.261833333333333
NLN	-0.148
BCORL1	0.50025
CD5L	0.29075
ZNF238	-0.505
KIAA1394	-0.8325
C16orf55	-0.3465
CYP3A7	-2.2595
KRTAP3-1	-2.133
TFDP1	-1.13033333333333
MND1	-1.3645
NODAL	-0.435666666666667
GTPBP4	-1.12375
TUBGCP2	0.18525
SLITRK5	-3.48225
CIC	0.30725
CD79A	2.2085
SAMD14	0.970166666666667
TNPO3	-0.933
OR10G3	0.806
OR10G8	0.6085
CCDC111	-0.8035
HOXC9	2.036
DCUN1D1	0.7285
CYB5R1	1.9345
TSR2	0.32525
DAB2IP	-0.0764
SLC6A5	0.249
RAB3D	2.927
DCUN1D4	-0.842
ERBB3	0.39175
SDC1	2.83275
ATP6V1H	0.294
SYK	2.539
ST20	-0.15025
C13orf30	0.3455
WDR40A	-0.358333333333333
ADMR	0.2455
LOC388335	2.8775
ACSM1	1.8975
TDG	-0.0769166666666666
FLJ11235	1.75075
MRPS5	-1.02266666666667
AGPAT2	0.3115
SLC12A1	2.573
CYP27A1	0.18175
THAP7	-0.56625
XPO1	-0.41
ALMS1L	0.623166666666667
C1orf2	-0.114125
ZNF777	0.140833333333333
CAMK2A	0.3595
SMC1B	2.047125
IHPK2	0.136466666666667
LEMD1	-3.43475
NKD2	0.0909000000000001
CLU	1.91535714285714
ARMETL1	-1.655
PABPC4	-1.298
CXCL12	2.58116666666667
TFAP2C	1.2584
TTTY8	0.845
ABCB10	-1.2139
ENDOD1	0.5275
IDI1	-1.4995
KCTD6	0.646666666666667
CCDC105	-1.083
ULBP2	-1.81783333333333
ZDHHC5	0.89975
WNT8A	-0.83825
COMMD10	-0.10825
KLHL12	-0.5225
GPR50	0.406
NR5A2	0.043875
OXGR1	0.2335
EHD3	-0.054
CAPRIN2	-1.44575
KLRC3	-2.1295
SF3B1	0.120714285714286
IPO7	0.461
ALDH1A1	0.342
ANKRD5	1.620375
TSNARE1	0.397
DDEFL1	1.4295
RNASEL	-0.0356666666666667
DNAH9	-0.78775
HELLS	-2.22925
TNS4	-0.786
NAV1	-0.0973
KIAA1409	-1.373
C20orf26	3.07
TUBG1	-1.3885
IRX2	1.343
CNGA4	-0.12
MGC50559	1.041
OR4K17	0.321833333333333
TM2D2	0.410583333333333
FAM32A	-0.1115
TXNDC14	-0.532
CCBL1	-1.525
ANK1	-2.2306
