Hybridization REF	TCGA-B6-A0IK-01A-12R-A056-07
MAP4K5	0.0585
LASP1	1.857125
LOC130951	0.01
PLAA	0.38425
KRT6A	3.8105
C6orf117	0.8905
ARHGAP23	-0.379
PTF1A	0.773
GPHA2	-0.58675
LCE3B	0.1145
MCL1	0.541857142857143
EHBP1	-0.942416666666667
PRNP	-0.1695
ZSCAN1	0.9155
C1orf113	0.917833333333333
FOXA3	0.674
NEB	-1.0915
ASGR1	-5.51016666666667
CTGF	1.048
RAB17	1.16333333333333
MST101	-0.02875
JARID1B	0.6914
USP37	0.1637
PTBP1	-0.1385
PTPN7	-0.943333333333333
CDC7	-1.49583333333333
SNX7	-0.63425
ZNF335	0.338
CPT2	0.25625
HEATR1	-0.90175
HSPC152	-0.992
C5orf40	0.27975
PSME1	-0.2765
STAG3	-1.94125
TMEM154	0.576
KLHL32	-0.470833333333333
TSGA10IP	-1.099
SUV420H2	-0.311833333333333
SF1	-0.9903
2'-PDE	-0.1189375
PNLIPRP2	0.462
TRSPAP1	0.00433333333333333
NUP210	-0.100166666666667
ANP32C	-1.8595
RAB11B	0.398333333333333
ASB15	0.6485
ITGB3BP	-1.7895
UBASH3A	-0.92775
YWHAB	0.496
TPRX1	0.046
LY6G5C	0.493125
SLC7A2	-2.964375
CLK1	-0.3778
HSD3B7	0.419
VDR	1.82625
C16orf74	0.946
ACE	1.12733333333333
PSMA2	-0.0763333333333333
CCDC131	-0.845125
ZNF213	0.38
EML2	-0.57025
ALS2CR13	0.218666666666667
GLYATL1	-0.24925
DSPP	-0.1075
DHFRL1	0.140375
C10orf30	-1.46933333333333
SH3RF2	0.35
LOC197322	0.456833333333333
DLL3	-1.721125
TIGD7	0.638
GFRA3	-0.08575
CPA1	-0.398833333333333
RTN4	-0.534166666666667
PPT2	-1.74383333333333
FASLG	2.13508333333333
FOXP4	1.6355
RPL26	-0.5032
GNL3L	-1.50983333333333
FMR1NB	-1.473
CD163	7.69775
SGPP2	2.2785
GIMAP2	-0.49475
CD37	0.6865
DPT	2.94933333333333
NBLA00301	2.1525
RGS5	0.92775
C9orf4	0.6205
ACTL8	2.21066666666667
PRKAR2B	-1.352125
OPLAH	-1.01
C20orf134	1.65525
SPACA5	0.038
TBL1X	-0.668333333333333
TSPYL3	0.662
CHCHD3	-0.11025
CRKRS	0.269
GPR65	4.00175
DFFA	-0.8225
FUT1	0.81
C6orf204	-0.897666666666667
TMEM51	0.667
ZNF580	-0.467
CMTM2	-0.51275
C20orf200	0.0915
EZH1	-0.329166666666667
FDX1L	-0.130375
MRPL32	-0.36125
PCAF	-1.1948
ALOX15B	0.101833333333333
CD59	0.521833333333333
CDK9	1.354125
ERP29	0.268666666666667
TTR	-4.38625
BCMO1	1.555
DDIT4	-1.3919
PTGDS	2.9235
C3orf63	-1.111
BST2	-1.17475
CYP1A2	-0.1185
C5orf25	-1.067
STX1A	0.0963529411764706
OR2A12	-0.1505
SH3BP5L	0.218
SERINC5	0.08375
USP6	0.0229
MRPL3	0.2875
POMP	0.887
INPP4B	-0.947625
GMPPB	0.84875
EAPP	0.58725
AHSA1	-0.02325
ABCA11	-0.1145
SLC5A6	1.03641666666667
HIVEP2	1.20075
SUMO2	-0.041375
KIAA1822L	-0.381666666666667
C11orf67	-0.6035
TXK	-0.234875
PHCA	-0.4449375
ICAM4	-2.7885
FPGS	0.971333333333333
SNRPA1	-1.0355
KCNJ4	-2.0465
KIF6	-0.8583
HIST1H2BG	0.551833333333333
SLC5A5	0.3725
ZNF354B	-1.01483333333333
IL12RB2	-0.1835
C11orf76	0.761833333333333
GAL3ST2	0.978
AIFM2	-1.25675
SYNC1	0.35125
UBL3	1.229125
PIK3CG	-1.8685
NLN	-0.0686
BCORL1	0.70625
CD5L	-0.6315
ZNF238	1.31916666666667
KIAA1394	-0.63375
C16orf55	0.7008
CYP3A7	-1.7655
KRTAP3-1	-2.941
TFDP1	-0.609333333333333
MND1	-2.854
NODAL	-0.491166666666667
GTPBP4	-1.19975
TUBGCP2	0.772
SLITRK5	-1.50075
CIC	0.8635
CD79A	1.448
SAMD14	0.6975
TNPO3	0.378
OR10G3	-1.0065
OR10G8	0.036
CCDC111	-0.833
HOXC9	1.67075
DCUN1D1	1.04258333333333
CYB5R1	1.35375
TSR2	0.7805
DAB2IP	1.4714
SLC6A5	0.132
RAB3D	2.06675
DCUN1D4	-1.11566666666667
ERBB3	1.25141666666667
SDC1	3.27666666666667
ATP6V1H	-0.559
SYK	1.8045
ST20	1.34675
C13orf30	0.0395
WDR40A	0.0148333333333333
ADMR	0.443
LOC388335	0.69475
ACSM1	-0.692
TDG	0.329
FLJ11235	0.38075
MRPS5	-0.272333333333333
AGPAT2	1.25066666666667
SLC12A1	1.439625
CYP27A1	-1.681
THAP7	-0.64875
XPO1	-0.242833333333333
ALMS1L	0.186
C1orf2	-0.357
ZNF777	-0.0543333333333333
CAMK2A	0.403333333333333
SMC1B	1.1735
IHPK2	-0.667666666666667
LEMD1	-0.3565
NKD2	0.0154999999999999
CLU	1.00885714285714
ARMETL1	-1.5185
PABPC4	-0.81375
CXCL12	1.32466666666667
TFAP2C	1.0168
TTTY8	0.9795
ABCB10	-2.1118
ENDOD1	-0.444333333333333
IDI1	-1.7555
KCTD6	-0.917
CCDC105	0.947
ULBP2	2.7945
ZDHHC5	0.4555
WNT8A	0.07825
COMMD10	-0.2435
KLHL12	-0.579
GPR50	0.143
NR5A2	0.034625
OXGR1	0.257333333333333
EHD3	-0.05175
CAPRIN2	-1.704125
KLRC3	-4.40925
SF3B1	0.458571428571429
IPO7	-0.12325
ALDH1A1	-2.36983333333333
ANKRD5	0.311375
TSNARE1	0.242
DDEFL1	0.957
RNASEL	1.063
DNAH9	-1.33925
HELLS	-2.156
TNS4	1.465
NAV1	-0.4755
KIAA1409	-0.385333333333333
C20orf26	1.4775
TUBG1	-1.44275
IRX2	1.1945
CNGA4	0.217
MGC50559	-0.0631666666666666
OR4K17	0.502833333333333
TM2D2	1.30383333333333
FAM32A	0.37225
TXNDC14	-0.33875
CCBL1	-1.4255
ANK1	-2.4457
PRSS23	-2.702875
PPM1L	0.734
SPATA20	0.82775
APCS	0.41425
C14orf122	0.206166666666667
PSMB5	0.315
C6orf10	0.1271
SETDB2	-0.2005
SPNS3	-0.90775
SGMS2	0.451166666666667
MXD3	-1.1325
MON2	-0.3308
CARTPT	0.064
HNF4A	-1.18516666666667
RABEP1	-0.3693
TNFRSF10B	-2.007
USH1G	0.4505
PPAP2B	-1.733
TMEM16K	0.03725
CTDSP1	0.801
CDK5R1	0.3185
GABRR1	-0.361
OPN1LW	0.011
FAM98C	0.966625
DBN1	1.031125
ACAD10	0.338583333333333
QTRTD1	0.43825
WNK3	-2.02983333333333
RPS19	-0.421125
C1QB	3.573375
OTUD5	-0.06425
SLC41A2	1.1425
TMEM22	-2.66666666666667
KHSRP	-0.0965
TNFRSF11A	-0.489166666666667
FBL	-0.6385
IBTK	0.213
OXER1	-0.077
CBLN4	-0.607
GPR172B	0.459
CFTR	0.36075
VSX1	0.69
CAMK1D	0.0025
LOXL3	-3.308
RTP4	0.184
SLFNL1	0.1795
KIAA0828	0.592125
PAR5	-0.933
LOC723972	-1.68425
GDI2	0.012125
CEBPA	1.2064
MLF2	0.1175
AFMID	-1.2645
ALOX12B	0.13275
BPHL	-0.5045
COX5B	0.1325
S100A10	0.8262
THOC6	0.62675
NHN1	0.775
RRP12	-0.448666666666667
ARID3B	-2.368
CD3G	-2.20066666666667
KIAA0133	-0.627
NAT11	-1.39166666666667
PPAT	-1.13233333333333
SIRT3	-0.4762
TCERG1L	-2.39725
NIPA1	0.5164
DPP8	0.2154
IL7R	0.6835
ZFP64	0.309666666666667
DMAP1	-0.2509
TRMT12	1.92275
TLR4	0.9451
WFIKKN2	0.50925
RAB12	-0.948166666666667
DDX51	-0.4395
KIAA1086	-2.576
ZNF295	0.149
ACVR2B	-0.643857142857143
LOC494150	-0.213875
ZNF517	-0.446
DNASE1L2	-2.42983333333333
SUFU	0.321916666666667
LOC283677	0.721
LMO3	-0.131
PPP2R5D	-0.0303333333333333
ZNF587	0.0834999999999999
HIST4H4	0.2665
CYP2C8	-0.658
C1orf80	0.289666666666667
DOCK5	-0.324333333333333
C9orf24	-0.75325
OR5AR1	-0.25
C11orf24	-0.55325
UNQ1940	-0.75425
CAP2	-0.575
TIMM44	0.2775
DSEL	-2.1073
ROM1	0.34525
FBXO4	-0.628375
MYLC2PL	-1.78225
MLH3	0.365
NOX1	0.369833333333333
DPEP2	1.31475
DNAJB5	0.31525
RLTPR	0.0675
MBIP	-0.550166666666667
COPB1	-0.335333333333333
SFTPA1B	0.3075
C10orf4	-0.2248
PRELID1	0.2545
NOLA1	-1.15025
C19orf24	0.89625
TLR9	-1.4775
HLA-DMA	2.70975
HCRP1	-0.3835
GPR137	0.184
ITGA11	0.0448333333333333
PHF13	0.27
MARK4	0.658666666666667
METTL4	-0.39525
MBD3	0.1019
LOC134145	-0.334875
FGF3	0.44975
SLC35A3	1.040875
CLEC16A	-0.188
AMOTL1	-1.53433333333333
FLJ31438	-0.811
PAICS	-1.95125
TOMM40L	-0.3645
MMD	-1.69625
KLK10	0.9935
NIT2	0.329166666666667
SERPINB10	0.55025
KLF15	-1.1306
CCDC5	-2.181
WSB2	1.526375
ME3	-0.66375
CACYBP	-1.01375
TCTN2	0.723
JAK1	1.19475
C2orf25	-0.267
GPD2	0.80875
FBXL11	0.225333333333333
CDV3	-0.000916666666666651
GALNT11	0.776
NDUFA12L	-1.4341
FLOT1	-0.317428571428571
TOR1AIP2	0.1135
MMP25	1.29725
C1orf164	-0.1024
CHST5	-0.404
LYRM4	-0.89365
GPER	-1.2705
HIPK2	1.27358333333333
DAP	0.7255
ZMIZ1	-0.029
DDX58	1.14175
DCC1	-2.97875
AKT1	1.279
ENPP6	-0.079
ERVWE1	-0.943333333333333
CDC34	0.79725
RNF125	-1.73975
CASC1	2.075
SHROOM2	-0.17275
RRM2B	-0.828
COL6A3	0.9745
TMEFF1	-2.02825
PLEKHA4	0.2813
LYSMD1	0.578833333333333
SEPT1	-0.927666666666667
AOF1	0.19
GNPAT	-0.3365
WDR18	-0.1105
HSD17B12	-0.769333333333333
HIST1H2BM	0.419
INDOL1	0.312
SUDS3	0.79325
C1orf192	0.6775
CYP2B6	-0.50175
TBC1D2	1.89916666666667
SLC25A12	-1.16675
ERCC6L	-0.697166666666667
MGC10814	-1.5135
POLR2C	-0.399
ZNF77	-0.289333333333333
EIF3K	0.479
HPX	0.751
ANKRD27	-0.31125
MALAT1	-1.14575
PLB1	0.9475
HRNBP3	-1.0005
CPSF4	-0.6225
OR52N2	0.397
PIP5KL1	-0.57975
GH1	0.33725
HPS5	-0.98825
SLFN5	1.0315
POP5	-0.472
OVOS2	-4.08966666666667
C20orf108	-0.108375
MARS	0.33475
CLRN3	0.619666666666667
ARSE	-2.297
PPIE	0.62
PHACS	-1.224
GP5	-0.3885
IL8RB	1.10583333333333
FCRLA	-1.37425
ARRDC1	1.6638
KRTAP9-4	0.8815
ZNF613	1.443
OR11A1	0.5635
TMEM132B	-3.657125
PGLS	0.85325
BSND	-2.64666666666667
KCNK18	0.8955
FOXD4	1.35125
SV2C	-0.32925
LCN2	5.99316666666667
ZNF490	1.1669
C3orf15	-0.0333
CACNA2D4	-2.45066666666667
CBX5	-0.80925
MAGEB4	0.14625
BOLA1	-0.582
PPP2R5E	0.0175
COL5A1	1.459
ASB7	-0.440833333333333
SFT2D1	0.330375
DERL1	0.3859
RABL2A	0.764833333333333
MOAP1	0.5655
KIAA1545	1.61766666666667
F3	1.64925
PLEKHM2	-0.34375
CCDC89	0.929
EFCAB1	1.61025
TMEM48	-0.95
SEPHS2	0.34725
PYGM	-1.22775
PRICKLE1	1.883
WNT5B	2.10425
TAS2R38	-0.5575
IMP5	-0.0545
KHDRBS1	0.1423
LARS2	-1.2005
C3orf28	-0.84875
FTCD	-3.3105
C10orf68	-0.0501666666666667
DGAT2L3	-0.1055
PSEN1	0.932
MGC33657	-0.22825
PLA2G4B	0.3495
CDKN2A	-0.391583333333333
DLX1	-2.8845
TSHB	0.5565
C18orf37	-0.0985
MEX3C	-0.10825
MAMDC2	-0.952
PDIA4	0.618833333333333
ATP5E	-0.0125
CASP2	0.314285714285714
SERBP1	0.312615384615385
ZNF341	0.334833333333333
TESC	-2.7045
TMEM31	-0.54425
OR51I2	0.718
YTHDC1	0.385357142857143
JUN	0.288333333333333
AGMAT	-3.76666666666667
PCNXL2	-0.20275
ATAD5	-2.7565
STK38	0.633875
AZI1	0.643625
RBP1	1.0525
C4orf26	-0.44525
KIAA1026	1.123
TMEM101	-1.6815
HSFX1	0.4125
TREX1	0.95125
C18orf10	-1.674
TRIM15	-3.446625
CA6	0.321142857142857
CEP57	-1.674125
AR	2.12316666666667
SESN2	-0.982
KIF3C	0.374375
EPB41L5	-0.057125
ARHGEF10	-1.50509090909091
POLR3D	-0.475625
INDO	-0.328666666666667
GABRA3	-1.2295
SCG5	-1.1416
E2F3	-0.141
TIGD5	-0.51675
FGD6	2.02866666666667
KLHL3	-0.563142857142857
SCGB3A2	-1.4005
URP2	0.0251666666666667
ATP6V1B1	-0.2836
CALML6	-1.6475
LOC100049076	-0.924
TMF1	0.026
LOC388503	-0.204
CDH5	3.402
RPS6KC1	-0.467666666666667
DAAM1	1.2531
TNFRSF10D	-0.514
GSTT1	0.7831
INPP5A	0.172
TRAF3IP1	1.3528
SMARCE1	-0.755214285714286
VRK1	-1.4945
TTC16	1.3775
AARS	-0.38
ARHGAP27	1.55416666666667
ZAK	-0.643785714285714
ACSM2B	-2.83525
TRAP1	-0.707833333333333
MRPL53	-0.3585
RNF44	-0.21975
NPTXR	1.38575
DPYSL3	0.312166666666667
APP	1.5948
GLS2	-0.0946666666666667
MNX1	1.108
CMTM7	-1.24925
OR10A7	0.2765
NYD-SP21	3.17283333333333
ORC5L	0.06025
SLC16A10	-2.461
TMEM178	-0.7805
LOC441601	-5.094
PTGIS	0.135
KBTBD7	0.97725
C19orf41	-0.0170000000000001
CEACAM3	2.97991666666667
KRT23	1.28025
SERHL	3.6715
PNKD	0.981
UBC	0.62875
ATRN	-0.806625
HAPLN1	6.3605
RANGAP1	0.066
C10orf26	1.39416666666667
KCNA7	-0.905
SRY	-0.82
LOC376693	-0.167
HIST1H2BF	0.5685
CDCA8	-1.20633333333333
MLC1	-2.01575
TNIP3	1.46025
OR4D1	0.711
IFT52	-0.209
GOLT1A	0.730333333333333
UTP20	-0.0535
RP3-402G11.5	-0.23825
PRSS33	-2.1925
PMPCA	0.4275
APOB48R	1.3515
GLTP	1.1695
MPL	0.0365
C9orf78	0.4895
ADAM12	0.47025
CSPG4	-1.6885
LOC144305	-1.54
KRTAP4-10	0.2153
PAK1	-0.5855
ADCY7	-0.8229
TAS2R43	0.0805
FRAS1	-0.827785714285714
PPP1R14A	0.2885
OR2B6	-1.93475
ATP13A1	0.660833333333333
SIDT1	3.36325
C1RL	0.1735
PRKRA	-0.3235
TLN1	0.1701
RP11-50D16.3	-0.18875
MITF	-1.86758333333333
GYS1	0.2785
LYG1	-1.14216666666667
NSMCE4A	-0.7243
DNAI1	0.187
HOXD11	-0.7735
FNBP1L	1.6774
DHX35	-0.4025
LCE3E	0.76725
SLC33A1	0.694
DCLK3	-0.162
TRIM33	-1.02466666666667
TMCC3	0.986333333333334
FBXO42	0.337333333333333
C1orf27	-0.5392
C17orf50	0.6155
RNF14	1.45941666666667
SLC4A8	-0.735125
RAB3IP	-0.0771
COX6C	-0.679785714285714
PCSK1	-3.1093
SLC13A1	0.146571428571429
ARF6	1.1135
KIAA1009	-0.14275
HOXA13	-1.3975
HMGN1	0.56325
CXADR	0.223416666666667
MGC14436	0.0005
UTF1	1.255
TSC22D1	1.3713
BZRAP1	-0.884833333333333
PUF60	-0.517583333333333
SHC1	0.96075
HOOK3	0.4825
LIMS2	1.34616666666667
BAHCC1	-0.1645
CLCC1	1.079
ENTPD3	5.511
SMO	-2.2815
PIK3R5	0.72975
CDC14A	-1.051
KRT1	1.89375
ENOX2	1.05916666666667
FLJ22655	0.2385
FPRL1	-0.076
INTS6	1.6467
ZCCHC5	0.3755
SMC3	-1.616
C6orf123	1.22716666666667
FLJ20160	1.69475
LOC653391	-0.889333333333333
GSS	0.01725
NT5M	-0.85025
SIX5	0.9385
TAF5	-0.8635
KCNA1	-0.53
ANLN	-1.72883333333333
MGC45491	-0.5288
SSTR2	1.30525
LYPD4	0.3
TH1L	-0.205875
CHRNA5	-1.2365
PNMA6A	2.0285
FLJ16369	-0.171
DLX2	-2.1989
C6orf108	-0.1585
ALDH3A2	-0.0976666666666667
CLEC1B	0.0680000000000001
LEPREL2	-1.40975
FOXJ1	0.7474
OR1D4	0.6365
PPIL4	-0.0185
MTRR	-0.701
SLC27A3	1.87033333333333
HTR7	-1.45633333333333
MIB2	-0.0205
BHMT	-1.55633333333333
A2ML1	1.4245
MSMB	-2.652
KIAA1383	1.15571428571429
TRUB2	0.41875
PF4	0.126333333333333
IL1F5	0.5045
LRRC37B2	-1.4835
IPO4	0.08525
FIGF	0.27525
QDPR	-0.74025
ZNF598	-0.03825
BOP1	-0.926375
MAPK12	-0.1885
POLR1E	-1.733875
CEECAM1	-0.1155
INSRR	0.114666666666667
SIPA1	-0.20475
ULK4	0.0553333333333333
BTN3A1	-0.8202
FABP5	-1.8666
KBTBD3	0.276833333333333
SORT1	0.45725
YWHAQ	0.1195625
LRIT1	0.125
KIAA1704	-0.5168
MEIS2	-0.5798
ENOSF1	0.270666666666667
PCDH7	-0.427071428571429
FZD9	-0.854333333333333
RPLP1	0.275
ZNF75A	0.22725
P4HA3	3.130625
NKX6-1	0.67625
CTA-216E10.6	0.149333333333333
IFT140	0.4145
DENND1A	0.249833333333333
ALCAM	3.5802
ABHD2	-0.141409090909091
QPRT	-1.71383333333333
TRAM1	0.412214285714286
ATP1B4	1.16175
NUP37	-1.53025
SAA3P	-0.1005
SLC22A6	0.70775
KIAA0265	0.2825
ZNF41	-0.6335
ADAM19	0.3448
ERAF	-1.4485
DEFB119	1.2407
DNMT3B	-4.2365
SNF1LK2	-0.26825
MGC24039	-1.68416666666667
TAS2R48	-0.88
PNLDC1	1.07
ADAMTS16	-0.0966249999999999
TMEM92	-0.867833333333333
CCT8	-0.114666666666667
POGZ	-0.26975
N-PAC	0.40025
GUCA1B	-0.729333333333333
ZZEF1	0.1185
OR2C3	-0.13
ZNF334	-2.24233333333333
RANBP6	0.35875
LDHB	-3.38616666666667
BAMBI	-0.26875
RAB5B	1.38975
FOXB1	1.67075
MRPS12	0.227
MRGPRF	0.32575
CRIPT	-0.38
CYP2D7P1	-0.34
RYR1	1.01875
NDUFA2	0.6945
TRIP12	0.713583333333333
KCNE3	1.97483333333333
MOBKL2B	-0.8801
MIOX	-0.1955
ACOT7	-0.28
FGF6	0.4475
RASSF5	0.0455
ATAD3B	-0.5465
IKZF3	0.1795
H3F3B	-0.297714285714286
C6orf91	1.5045
SEC11C	0.054
TMEM14C	-1.97675
KIAA1632	-1.02975
SLC38A4	-0.887
FGFR3	0.925416666666667
HES7	1.70575
HINT3	-0.31575
ARIH1	0.2265
FLJ35880	-3.27925
C1orf129	-0.204
POU6F1	-1.16225
RPL32	-0.41625
BBS1	-0.117333333333333
RGPD5	0.2125
SULT1C2	-1.31925
KDELC1	-2.45325
PIP5K3	-1.33916666666667
CHI3L1	1.9718
CSDA	-0.59225
VTCN1	1.99625
WDR62	-0.36975
TMEM170	-0.50225
KIF2A	-1.42225
C6orf182	-1.59133333333333
ARL6IP6	-1.193
ZCCHC9	-0.902
RARB	-0.586666666666667
ZNF320	0.443125
DHX15	-0.329
PICALM	-0.2715
CNOT6	0.390083333333333
HIST1H1A	0.27525
ZNF702	-0.316833333333333
OR1E2	1.0795
HLF	-1.1789
LOC442582	-2.3945
KIAA0494	0.852375
TCF4	0.062
APOBEC3B	-0.5065
FAM54B	0.40675
MYH2	-2.4095
FXN	0.051
C12orf59	0.489
PAEP	-1.37325
SPG11	0.310125
VN1R4	0.20475
KCNJ13	2.68825
NOC3L	-1.4055
C5orf36	-0.567
CPAMD8	0.36
MLN	-0.5286
FLJ11184	-0.524
TIAM1	0.890166666666667
OR10J3	0.221
OR52E2	-0.774
PBX1	2.5619
UBL7	-0.505833333333333
PXMP2	-0.351
SYTL1	0.3475
FAM126B	0.3705
ZNF711	-0.761875
GGA1	-0.481
VAMP4	-0.618166666666667
BCAP29	-0.1074
C20orf19	-2.331875
ZNF275	-0.11925
NEK6	2.64175
SETD8	0.12225
HEXIM1	1.17566666666667
SULT1A2	-0.2535
KLHL9	0.36
SLC39A12	0.387
ARHGEF16	2.0115
SCN1A	-0.0315
HNRPH1	0.0696666666666667
C9orf103	0.167
ECE1	0.693833333333333
MED18	-2.6015
TEX13B	0.851
SNN	0.6405
C6orf62	1.05877777777778
WNT3A	0.7836
IL22RA2	2.1545
MGC21881	0.55275
GABBR1	-0.74675
YIPF6	0.40075
PROX1	0.0236666666666667
PPP1R1B	3.6355
LANCL2	0.8544
SCN3A	-2.31183333333333
SSRP1	-1.21116666666667
ASXL2	-0.20075
RPE65	0.8255
SNAI1	-0.0925
EFNA2	0.282
CLDN9	0.950125
TP53I13	0.334625
LOC375748	0.6695
C9orf7	2.20775
C14orf178	-0.8115
GC	-0.213
IER3	-0.6855
KCTD10	1.044875
FLJ45717	1.44975
ADC	0.508666666666667
LOC285908	-1.02716666666667
MLL3	-0.03975
KIAA1787	-0.32075
MGC31957	-1.82375
MUC5B	1.793
ZNF193	-0.06175
CSRP1	2.09375
MOSPD1	-0.111833333333333
C21orf49	0.3805
RAD1	-0.8585
ANKRD34	-0.60625
NFRKB	-0.561
FANCA	-2.74425
VTI1A	0.130857142857143
PCBP3	0.0856666666666667
BFSP2	-0.8555
ZNF354C	0.0194999999999999
FRMPD4	-0.65125
IKBKG	0.863833333333333
LOC441046	-1.3225
UNQ9438	0.270666666666667
TM4SF20	0.055
MAGEC1	-4.8455
AMMECR1	1.248375
GLDN	0.31975
TTC30B	0.44475
SEC13	0.4696
EGF	0.258875
HAGH	0.10275
VSIG1	0.9274
NHLH2	0.527
NCAPD3	-1.724
MGC16121	-1.945
HIATL2	0.33775
BRCC3	0.405833333333333
LCE2D	1.1955
TMEM79	2.50375
GTF3C5	0.39525
AKR1C4	-0.70375
C3orf59	0.857
RBM26	-0.3475
DUSP14	-0.455
AP4M1	0.294833333333333
RIMBP2	-1.24083333333333
ABCC2	-3.7625
DNAJC16	0.479666666666667
TTC12	0.627
SNX13	-0.258833333333333
C6orf168	2.036
C1orf100	-2.12175
CSPP1	-1.04475
LRRC56	-0.51925
OR1J2	0.636
THY1	0.2388
KIT	0.528166666666667
TBC1D8	0.354
EPHA7	0.2385
SOLH	0.21075
SVIP	-0.34125
ZNF294	0.15975
HAND2	1.30583333333333
CENTB2	1.20483333333333
MARVELD3	3.399
CREB3	0.427166666666667
KRTAP1-5	-3.76666666666667
OR8K1	0.355
MED25	0.573333333333333
FDX1	-0.592333333333333
FAM19A1	0.4335
IL13RA1	1.9582
ZNF627	0.737
NHP2L1	0.10325
EIF2B2	0.236375
ZNF593	0.62625
WIPI2	0.42575
RANBP1	-0.318
TAS2R7	0.931
LOC283514	1.2135
CSNK2B	-0.2998
CFHR1	0.462
DKFZP434O047	-0.0131666666666667
WBP11	-0.66675
TEX2	1.21725
GALNT2	-0.806333333333333
FLJ33360	0.591
WNT9A	0.79575
IL29	-0.5005
STK3	-0.510666666666667
REPS2	0.12675
FAM78A	-0.95325
MGC3207	-1.3525
FCGR3A	6.916
H2AFY2	0.82125
RNF150	-0.9515
CCNK	0.205625
VEZT	1.1505
FSHR	0.2025
C1orf66	-0.166166666666667
LCE2B	0.1445
CD200	-0.9825
ORMDL1	0.19475
OR51S1	0.4635
KRT83	2.1835
COL19A1	-0.62775
POL3S	-0.30675
ZNF468	0.6315
BAG3	0.316
C1GALT1	-1.53925
CA5A	-4.31425
DKK4	-1.0105
SGK2	-2.13875
PIK3C2G	2.49
USP11	0.33275
IMPA2	-1.69125
PRKDC	-1.18242857142857
MSR1	3.16325
PDCD6IP	0.280666666666667
FAM122A	-0.29125
ZNF740	-0.1475
ATXN2	0.1985
SLC17A4	0.3238
RAXL1	-0.8785
RS1	0.235
NET1	0.199666666666667
NPY1R	-2.2325
MVD	-0.46
C11orf61	-1.79971428571429
CHDH	-0.975
GCNT2	0.458857142857143
LGALS12	-0.905
IK	0.299333333333333
C7orf41	0.630555555555556
SURF4	1.17066666666667
C1orf91	0.209666666666667
BCS1L	-0.275666666666667
C20orf141	0.703
BCAS2	-0.37125
ACE2	2.9495
ICT1	0.4415
CD79B	1.77725
MRPS9	-0.574
AADACL1	-0.13525
IRS2	-1.413
LUZP2	-1.273
TMEM148	0.111
ZNF514	-0.329333333333333
ADCK2	0.7681
ZKSCAN1	-0.164642857142857
FASTKD2	-0.207125
KCNMB3	-0.0881666666666667
POFUT2	0.4566
GNG2	-1.2662
OR6Y1	-0.359
FAM26A	-1.34925
CAND2	-2.18075
FLYWCH2	0.99475
BCL6	1.255
MDH2	0.648714285714286
DRP2	-0.133
TPD52L1	1.936625
TXNL4A	-1.039375
OR3A1	0.467333333333333
C22orf9	1.21
RAB25	2.7715
PCTK3	-1.0945
POR	1.458
ARPP-19	0.607916666666667
SREBF2	0.8575
ZWINT	-1.53866666666667
TRUB1	0.115125
ENPP2	1.07133333333333
UXT	-0.5475
ALG11	-0.00600000000000001
SMCR7	0.895
SLC31A2	1.38
USMG5	-0.48425
ZNF780B	-0.76925
APEX1	0.320375
THSD3	-2.775
CEP68	-0.2233
NY-SAR-48	-0.358
ZIC3	-3.19683333333333
LPAL2	0.423375
MRPL11	-1.23133333333333
VPS53	-1.33233333333333
MPDU1	-0.0895
UBL4B	0.32175
LASS3	0.0315000000000001
GAST	0.861833333333333
SPERT	1.74183333333333
UBE2L3	1.042875
MLSTD2	-0.860666666666667
ADRA1D	0.915
FZD10	-1.96666666666667
ATP6V1E1	0.902625
SAR1A	0.24575
MCTP2	-0.601333333333333
TMEM5	-0.3745
BIRC2	-1.23783333333333
TMEFF2	-3.2044
NLGN3	-0.827166666666666
LMX1A	0.14225
C19orf51	-0.02425
LOH3CR2A	0.603666666666667
SLC9A3R2	1.08133333333333
TIMP1	0.589333333333333
PFN4	-0.33475
UCK1	0.62275
TPST2	-0.264
AQP6	-0.333333333333333
OR1N2	1.202
KCNIP1	-0.7865
SFTPG	0.389333333333333
KIAA0087	0.2475
UBXD3	2.0211
ABT1	1.237
RIPK5	-0.475428571428572
SMG1	-0.8284
BTBD8	-2.875
PIP5K1C	1.3928
POU2F2	1.0878
C17orf57	0.2975
TSPAN14	0.00790000000000001
NUDT16	0.472166666666667
GPT	-0.526
PDK4	-1.3819
ELL3	2.018375
NNMT	1.0405
NUFIP1	-0.43775
RHBDL1	1.8525
FILIP1	1.1424
C17orf56	-1.58975
C8orf73	0.88975
FLJ21438	0.38625
TBC1D10A	1.637
ERGIC3	0.00383333333333333
CREB3L4	1.98225
TARBP1	-1.00475
C1orf9	0.16125
COLEC12	-3.13083333333333
FBXO30	-0.10975
TNFRSF25	-1.10425
UBE2T	-1.73166666666667
SLC2A1	0.2059
RPH3A	0.26775
LSAMP	-3.4645
CER1	-0.154
ATP2A3	1.5889
SGK	-2.4615
CCR7	3.841
ZIK1	-1.77125
RECQL5	-0.473
HSD17B7P2	-0.731
MTERFD1	-1.4575
ANGPTL1	-0.848333333333333
NLRX1	-0.298666666666667
FHOD3	-0.0561666666666667
PSG7	-0.90925
ARHGEF5	2.05625
C14orf21	0.602333333333333
FGD2	1.32175
OR5T2	0.43275
P2RY14	2.55783333333333
