Hybridization REF	TCGA-AO-A0JL-01A-11R-A056-07
IQCD	0.593166666666667
SMPX	-2.2945
CD9	-0.722166666666667
SRGN	0.21875
CASP7	0.288625
INOC1	0.0656666666666667
DKFZp451M2119	-0.749
VMAC	1.1585
USP53	0.5492
CAMK1G	0.890375
TMEM106A	-1.05833333333333
CDC20	-0.435
ACSL5	-1.37016666666667
CBWD5	-1.043625
C1orf87	-1.53366666666667
KIAA1274	1.39875
PRUNE2	-0.907857142857143
LYPLA2	-1.09066666666667
DOK6	-2.34633333333333
GPR149	0.3745
FAM30A	0.7895
TMEM129	1.36225
SLC35B3	-1.53825
ACPP	-1.9579
LOC200261	-1.6455
SLC4A7	-0.00209999999999999
CCDC40	-0.33125
GART	-1.79
THOP1	-0.23675
SCARB1	-0.676625
CACNA1F	-0.25825
TRIAP1	-0.925166666666667
SYT14L	-0.704
SFRS8	0.343333333333333
PBOV1	-0.16925
GOLSYN	0.06525
GJB7	-3.8125
CAMK2N1	-0.267166666666667
GREM1	2.78125
FLJ20433	1.018
QPCT	-3.687875
PRKAG2	1.5415
H2AFX	-0.355
C6orf154	-0.6875
PLOD3	0.27575
ZBTB39	-0.117166666666667
WASF3	0.641916666666667
DRG1	-1.99775
PRR4	2.1345
SPCS1	-1.2595
KDELR3	0.764833333333333
SRP19	-0.514666666666667
GABRA6	1.76875
MFSD1	-0.07325
MMEL1	1.83875
PDXDC2	0.5804
BUB1	-1.20411111111111
RNF138	-0.74075
MYLPF	0.0968
AIF1	-0.426666666666667
DYNLRB1	0.7477
HCN3	0.9478
HIST1H2AI	0.1785
MAP4K5	-0.286583333333333
LASP1	0.89125
LOC130951	0.0715
PLAA	0.956625
KRT6A	-0.523
C6orf117	-1.31525
ARHGAP23	-0.2765
PTF1A	-0.767
GPHA2	-1.5145
LCE3B	-0.55925
MCL1	0.196357142857143
EHBP1	-0.320416666666667
PRNP	-0.1848125
ZSCAN1	0.804
C1orf113	0.1125
FOXA3	-3.39825
NEB	-0.39
ASGR1	-3.21316666666667
CTGF	1.02783333333333
RAB17	0.3005
MST101	-0.61975
JARID1B	1.9942
USP37	-0.6675
PTBP1	-0.101
PTPN7	-1.978
CDC7	-1.706
SNX7	-1.84625
ZNF335	0.4985
CPT2	-1.812
HEATR1	0.445875
HSPC152	0.3465
C5orf40	-0.58
PSME1	-1.33766666666667
STAG3	-0.543
TMEM154	0.962666666666667
KLHL32	-0.8262
TSGA10IP	-0.3625
SUV420H2	0.202666666666667
SF1	-1.1317
2'-PDE	-0.016625
PNLIPRP2	-3.368
TRSPAP1	-0.612916666666667
NUP210	-1.41833333333333
ANP32C	-1.398
RAB11B	1.159
ASB15	0.886
ITGB3BP	-1.884
UBASH3A	-1.969
YWHAB	0.503625
TPRX1	-0.27375
LY6G5C	-1.77814285714286
SLC7A2	-2.501
CLK1	-0.307
HSD3B7	-0.220166666666667
VDR	2.115
C16orf74	1.96425
ACE	-0.0055
PSMA2	-1.58333333333333
CCDC131	-0.411625
ZNF213	1.02316666666667
EML2	-0.5195
ALS2CR13	0.732
GLYATL1	0.009
DSPP	1.068
DHFRL1	-0.43975
C10orf30	2.0725
SH3RF2	1.34283333333333
LOC197322	-0.233166666666667
DLL3	-1.18225
TIGD7	1.41475
GFRA3	0.8525
CPA1	0.00299999999999999
RTN4	-1.86783333333333
PPT2	-0.712666666666667
FASLG	1.12536363636364
FOXP4	1.68375
RPL26	-0.1584
GNL3L	-0.987
FMR1NB	-0.8614
CD163	7.426
SGPP2	1.5455
GIMAP2	-1.15425
CD37	-0.0461666666666667
DPT	1.21725
NBLA00301	0.205666666666667
RGS5	2.70625
C9orf4	0.7685
ACTL8	-0.629333333333333
PRKAR2B	0.074375
OPLAH	-1.20866666666667
C20orf134	0.76875
SPACA5	-0.12475
TBL1X	0.66
TSPYL3	0.845
CHCHD3	-1.58925
CRKRS	0.270833333333333
GPR65	2.31825
DFFA	-0.359875
FUT1	0.94325
C6orf204	-1.017
TMEM51	0.38875
ZNF580	0.8895
CMTM2	0.644
C20orf200	-1.8515
EZH1	-0.5035
FDX1L	-0.074375
MRPL32	-0.0845
PCAF	-0.4247
ALOX15B	0.266333333333333
CD59	0.768291666666667
CDK9	-0.14225
ERP29	-0.302666666666667
TTR	-3.62975
BCMO1	-0.6535
DDIT4	1.3299
PTGDS	2.11775
C3orf63	-0.562166666666667
BST2	-2.2835
CYP1A2	0.166
C5orf25	0.16125
STX1A	0.0609411764705882
OR2A12	-1.123
SH3BP5L	2.01225
SERINC5	0.375375
USP6	-0.5717
MRPL3	-0.694
POMP	-0.51875
INPP4B	-1.65625
GMPPB	-1.54975
EAPP	-0.7505
AHSA1	-1.917
ABCA11	0.6005
SLC5A6	-0.31175
HIVEP2	1.8515
SUMO2	-0.728
KIAA1822L	1.53266666666667
C11orf67	0.9025
TXK	-0.965714285714286
PHCA	-1.34464285714286
ICAM4	-3.2205
FPGS	0.0366666666666667
SNRPA1	-0.88675
KCNJ4	-1.23575
KIF6	-1.6132
HIST1H2BG	-0.0721666666666667
SLC5A5	0.32675
ZNF354B	0.0513333333333334
IL12RB2	2.5155
C11orf76	0.8225
GAL3ST2	0.0495
AIFM2	-0.346625
SYNC1	-0.974875
UBL3	-1.518375
PIK3CG	-2.657
NLN	-1.298
BCORL1	1.5655
CD5L	1.8525
ZNF238	2.085
KIAA1394	0.203
C16orf55	0.539
CYP3A7	-2.25725
KRTAP3-1	-2.529
TFDP1	-1.38383333333333
MND1	-1.0305
NODAL	-0.564666666666667
GTPBP4	-0.9205
TUBGCP2	-0.767
SLITRK5	1.969
CIC	0.56725
CD79A	0.792666666666667
SAMD14	1.367
TNPO3	-2.126
OR10G3	-1.4685
OR10G8	-0.38
CCDC111	-1.325
HOXC9	2.97325
DCUN1D1	0.362583333333333
CYB5R1	1.711
TSR2	-0.1705
DAB2IP	1.5061
SLC6A5	0.4015
RAB3D	0.683
DCUN1D4	-0.717833333333333
ERBB3	0.13775
SDC1	1.572
ATP6V1H	1.19916666666667
SYK	0.3895
ST20	-0.51875
C13orf30	-0.672
WDR40A	0.1955
ADMR	-0.067
LOC388335	3.9425
ACSM1	-0.3305
TDG	0.106916666666667
FLJ11235	2.17525
MRPS5	-0.956833333333333
AGPAT2	-0.598833333333333
SLC12A1	3.195
CYP27A1	-1.03675
THAP7	-1.43375
XPO1	-0.749583333333333
ALMS1L	0.2655
C1orf2	0.913375
ZNF777	1.43183333333333
CAMK2A	-0.922
SMC1B	4.547625
IHPK2	0.658266666666667
LEMD1	0.24525
NKD2	0.666
CLU	0.410428571428572
ARMETL1	-0.135
PABPC4	-2.5495
CXCL12	1.10083333333333
TFAP2C	3.2872
TTTY8	-2.621
ABCB10	-0.6523
ENDOD1	-0.0616666666666667
IDI1	-3.1055
KCTD6	-0.0218333333333333
CCDC105	0.098
ULBP2	-1.44333333333333
ZDHHC5	1.15275
WNT8A	-0.063
COMMD10	-2.09425
KLHL12	-0.061125
GPR50	0.4915
NR5A2	-0.033
OXGR1	-0.234666666666667
EHD3	-0.63725
CAPRIN2	0.38075
KLRC3	-4.1725
SF3B1	-0.638571428571429
IPO7	-0.4495
ALDH1A1	-1.3325
ANKRD5	0.235625
TSNARE1	-0.0885
DDEFL1	1.0625
RNASEL	0.546666666666667
DNAH9	0.029
HELLS	-1.903
TNS4	5.1075
NAV1	0.4263
KIAA1409	-0.5375
C20orf26	-0.337333333333333
TUBG1	-1.81125
IRX2	4.598
CNGA4	0.301
MGC50559	0.567
OR4K17	-0.503333333333333
TM2D2	-0.71225
FAM32A	-1.30125
TXNDC14	-2.03875
CCBL1	-1.038
ANK1	-1.7946
PRSS23	-1.482375
PPM1L	0
SPATA20	-0.613
APCS	-1.0835
C14orf122	-0.711666666666667
PSMB5	0.165
C6orf10	0.56375
SETDB2	-0.723333333333333
SPNS3	-1.221
SGMS2	-0.259833333333333
MXD3	0.456666666666667
MON2	-0.6444
CARTPT	0.431
HNF4A	-1.81016666666667
RABEP1	-0.83055
TNFRSF10B	-0.862125
USH1G	0.261
PPAP2B	-1.93983333333333
TMEM16K	0.376
CTDSP1	0.506833333333333
CDK5R1	0.258333333333333
GABRR1	0.548
OPN1LW	0.961
FAM98C	1.11975
DBN1	0.76425
ACAD10	-0.662090909090909
QTRTD1	-0.278
WNK3	0.631333333333333
RPS19	0.1335
C1QB	3.480125
OTUD5	-0.216375
SLC41A2	0.877333333333333
TMEM22	-2.147
KHSRP	0.899666666666667
TNFRSF11A	1.451
FBL	-1.2345
IBTK	-1.04183333333333
OXER1	0.5185
CBLN4	-0.499375
GPR172B	4.42333333333333
CFTR	-1.0715
VSX1	5.967
CAMK1D	1.5025
LOXL3	-3.168
RTP4	0.726
SLFNL1	0.44525
KIAA0828	0.238
PAR5	-0.0225
LOC723972	-1.4185
GDI2	-0.584875
CEBPA	1.5343
MLF2	0.650333333333333
AFMID	-1.1075
ALOX12B	-0.431
BPHL	0.062125
COX5B	0.664
S100A10	-0.1311
THOC6	0.944
NHN1	0.39675
RRP12	-0.727
ARID3B	-2.333
CD3G	-3.15033333333333
KIAA0133	0.75975
NAT11	-0.8415
PPAT	-0.287833333333333
SIRT3	-0.4229
TCERG1L	-2.46825
NIPA1	-2.37175
DPP8	-1.1129
IL7R	-0.680833333333333
ZFP64	-0.0634166666666666
DMAP1	-0.099
TRMT12	0.0285
TLR4	-0.0863
WFIKKN2	-0.385
RAB12	0.363166666666667
DDX51	0.465166666666667
KIAA1086	-2.5535
ZNF295	-0.277666666666667
ACVR2B	-0.962571428571428
LOC494150	-0.965875
ZNF517	-1.1505
DNASE1L2	-0.3855
SUFU	0.975545454545454
LOC283677	0.3625
LMO3	0.669333333333333
PPP2R5D	0.656
ZNF587	0.6026
HIST4H4	-0.17075
CYP2C8	0.45425
C1orf80	-0.602333333333333
DOCK5	-1.43333333333333
C9orf24	-0.37875
OR5AR1	1.6875
C11orf24	0.216
UNQ1940	-0.82975
CAP2	-0.225833333333333
TIMM44	-0.54075
DSEL	-1.4779
ROM1	0.282
FBXO4	-1.8115
MYLC2PL	-1.35825
MLH3	-0.634
NOX1	0.577166666666667
DPEP2	0.695
DNAJB5	1.59525
RLTPR	-0.0785
MBIP	-1.059
COPB1	-1.52616666666667
SFTPA1B	0.447
C10orf4	-0.1745
PRELID1	-1.17125
NOLA1	1.504
C19orf24	0.6515
TLR9	-0.521
HLA-DMA	2.34008333333333
HCRP1	-1.519
GPR137	-0.627166666666667
ITGA11	-0.614166666666667
PHF13	0.0651666666666667
MARK4	1.502
METTL4	0.73025
MBD3	0.4126
LOC134145	-0.206857142857143
FGF3	0.0555
SLC35A3	-1.992625
CLEC16A	2.97775
AMOTL1	0.12425
FLJ31438	0.36725
PAICS	-0.167125
TOMM40L	1.90766666666667
MMD	-2.00075
KLK10	3.7712
NIT2	0.0501666666666667
SERPINB10	1.41475
KLF15	0.0126
CCDC5	-1.82425
WSB2	-0.590875
ME3	-0.547875
CACYBP	-0.140333333333333
TCTN2	-0.411
JAK1	0.088
C2orf25	-2.02325
GPD2	0.64
FBXL11	-0.299333333333333
CDV3	-0.96975
GALNT11	1.094625
NDUFA12L	-1.0545
FLOT1	-0.8095
TOR1AIP2	0.71475
MMP25	-0.22375
C1orf164	0.068
CHST5	1.46925
LYRM4	0.0984
GPER	-1.00425
HIPK2	1.93125
DAP	0.3134
ZMIZ1	1.3705
DDX58	-0.372125
DCC1	-1.07075
AKT1	-0.67425
ENPP6	0.7336
ERVWE1	0.00883333333333332
CDC34	0.51425
RNF125	0.42125
CASC1	1.98525
SHROOM2	-0.35425
RRM2B	0.876333333333333
COL6A3	0.446
TMEFF1	-1.391
PLEKHA4	0.8969
LYSMD1	2.40233333333333
SEPT1	-0.779833333333333
AOF1	-0.238
GNPAT	0.086
WDR18	0.484
HSD17B12	-0.8765
HIST1H2BM	-0.145833333333333
INDOL1	-0.92875
SUDS3	1.1445
C1orf192	1.8285
CYP2B6	-1.64325
TBC1D2	-0.1175
SLC25A12	-0.838375
ERCC6L	-1.84583333333333
MGC10814	-0.548166666666667
POLR2C	-0.723333333333333
ZNF77	0.622333333333333
EIF3K	-1.0306
HPX	-0.88725
ANKRD27	-0.023125
MALAT1	0.54425
PLB1	0.547833333333333
HRNBP3	-1.09975
CPSF4	-0.59675
OR52N2	-0.31
PIP5KL1	-0.91075
GH1	0.50125
HPS5	-1.275
SLFN5	0.954375
POP5	-0.412833333333333
OVOS2	-2.26166666666667
C20orf108	-0.09625
MARS	-2.18875
CLRN3	-0.327166666666667
ARSE	-1.42883333333333
PPIE	-0.900666666666667
PHACS	0.494166666666667
GP5	0.855
IL8RB	0.432
FCRLA	-1.916875
ARRDC1	0.1878
KRTAP9-4	-0.39925
ZNF613	0.522
OR11A1	0.123
TMEM132B	-2.29571428571429
PGLS	0.61475
BSND	-1.309
KCNK18	0.753
FOXD4	0.93425
SV2C	-0.489
LCN2	3.29916666666667
ZNF490	-0.2691
C3orf15	0.7624
CACNA2D4	-2.04483333333333
CBX5	-0.91025
MAGEB4	0.40475
BOLA1	1.52875
PPP2R5E	-0.3985
COL5A1	1.01283333333333
ASB7	0.278
SFT2D1	-1.44885714285714
DERL1	0.5489
RABL2A	1.0345
MOAP1	-1.70325
KIAA1545	1.962
F3	-1.1305
PLEKHM2	-0.64775
CCDC89	0.2185
EFCAB1	1.15914285714286
TMEM48	-1.64625
SEPHS2	-0.73125
PYGM	-0.64575
PRICKLE1	1.70375
WNT5B	-1.38975
TAS2R38	2.206
IMP5	0.5455
KHDRBS1	0.1432
LARS2	-0.602833333333333
C3orf28	-0.97975
FTCD	-1.9165
C10orf68	0.559166666666667
DGAT2L3	1.4445
PSEN1	-0.84825
MGC33657	1.12425
PLA2G4B	0.921333333333333
CDKN2A	-2.4005
DLX1	-0.86075
TSHB	0.525
C18orf37	-0.13
MEX3C	0.1835
MAMDC2	-2.072
PDIA4	0.725916666666667
ATP5E	0.42225
CASP2	0.625142857142857
SERBP1	-0.0720384615384616
ZNF341	0.0615
TESC	-1.6735
TMEM31	-0.165
OR51I2	0.2965
YTHDC1	0.677571428571428
JUN	0.491333333333333
AGMAT	-2.439
PCNXL2	-0.09375
ATAD5	-0.80625
STK38	0.64
AZI1	0.3325
RBP1	4.892
C4orf26	-0.23
KIAA1026	2.676625
TMEM101	-0.327
HSFX1	-2.864
TREX1	1.34375
C18orf10	-0.5212
TRIM15	-2.7805
CA6	0.5754
CEP57	-1.29042857142857
AR	1.131
SESN2	-1.23566666666667
KIF3C	-0.1185
EPB41L5	-0.36925
ARHGEF10	-0.0440909090909091
POLR3D	-0.963
INDO	-1.15066666666667
GABRA3	-0.345
SCG5	-0.645
E2F3	1.5839
TIGD5	2.76075
FGD6	0.2155
KLHL3	0.0535
SCGB3A2	-0.7705
URP2	-0.434833333333333
ATP6V1B1	1.3816
CALML6	1.1835
LOC100049076	-0.0235
TMF1	-1.102
LOC388503	-0.98475
CDH5	4.18425
RPS6KC1	0.466333333333333
DAAM1	0.3003
TNFRSF10D	-0.449666666666667
GSTT1	1.7239
INPP5A	-0.8105
TRAF3IP1	0.838
SMARCE1	1.39357142857143
VRK1	-1.5005
TTC16	-1.168
AARS	-0.708666666666666
ARHGAP27	0.366666666666667
ZAK	-0.394785714285714
ACSM2B	-2.54825
TRAP1	-0.9115
MRPL53	0.315375
RNF44	-0.302
NPTXR	0.35
DPYSL3	1.5105
APP	2.1895
GLS2	-2.34266666666667
MNX1	0.632833333333333
CMTM7	1.872
OR10A7	-0.1595
NYD-SP21	2.25533333333333
ORC5L	-1.83125
SLC16A10	-1.17475
TMEM178	-1.0165
LOC441601	-3.7545
PTGIS	2.5335
KBTBD7	0.295
C19orf41	0.0345
CEACAM3	-0.7055
KRT23	4.76075
SERHL	0.15
PNKD	0.0546875
UBC	0.198
ATRN	-0.38775
HAPLN1	1.38775
RANGAP1	-1.754
C10orf26	0.288833333333333
KCNA7	-0.9435
SRY	3.1325
LOC376693	-0.535
HIST1H2BF	-0.024
CDCA8	-1.006
MLC1	4.36775
TNIP3	0.629
OR4D1	1.1695
IFT52	-1.72966666666667
GOLT1A	1.966
UTP20	0.01275
RP3-402G11.5	0.58475
PRSS33	5.68425
PMPCA	-1.233
APOB48R	0.986166666666667
GLTP	-0.69
MPL	-0.494
C9orf78	-1.09925
ADAM12	0.274125
CSPG4	0.343
LOC144305	-0.7545
KRTAP4-10	0.7788
PAK1	-1.01475
ADCY7	0.5118
TAS2R43	0.38
FRAS1	-2.29630769230769
PPP1R14A	2.72933333333333
OR2B6	-1.54025
ATP13A1	0.205833333333333
SIDT1	-2.79675
C1RL	1.60166666666667
PRKRA	-0.542
TLN1	0.325
RP11-50D16.3	-0.853916666666667
MITF	-1.78725
GYS1	-0.12875
LYG1	-0.1325
NSMCE4A	-0.9973
DNAI1	-0.97175
HOXD11	-3.4685
FNBP1L	2.211
DHX35	-0.164
LCE3E	1.58425
SLC33A1	-0.08575
DCLK3	1.23416666666667
TRIM33	-0.113333333333333
TMCC3	1.4175
FBXO42	0.6695
C1orf27	0.2499
C17orf50	0.859
RNF14	-0.386333333333333
SLC4A8	-1.53657142857143
RAB3IP	-1.2248
COX6C	0.561071428571429
PCSK1	-2.18722222222222
SLC13A1	0.231375
ARF6	0.421
KIAA1009	0.121125
HOXA13	-2.83966666666667
HMGN1	-1.31675
CXADR	-3.22675
MGC14436	0.7075
UTF1	2.1515
TSC22D1	-0.442
BZRAP1	2.58033333333333
PUF60	1.46291666666667
SHC1	0.22475
HOOK3	2.3805
LIMS2	1.72916666666667
BAHCC1	0.602333333333333
CLCC1	0.471
ENTPD3	0.443833333333333
SMO	2.77725
PIK3R5	-0.231
CDC14A	-1.21108333333333
KRT1	-1.663
ENOX2	-0.200166666666667
FLJ22655	3.21775
FPRL1	-0.1345
INTS6	0.3355
ZCCHC5	0.771
SMC3	-1.47825
C6orf123	1.86583333333333
FLJ20160	0.7285
LOC653391	0.863666666666667
GSS	0.14925
NT5M	0.05775
SIX5	0.29625
TAF5	-1.358
KCNA1	1.70866666666667
ANLN	-0.286
MGC45491	-2.2267
SSTR2	2.5975
LYPD4	-0.59275
TH1L	-1.139625
CHRNA5	-2.5485
PNMA6A	-2.11975
FLJ16369	-0.8935
DLX2	-0.9572
C6orf108	1.60575
ALDH3A2	-1.90033333333333
CLEC1B	1.09325
LEPREL2	-0.34175
FOXJ1	-0.5279
OR1D4	0.5085
PPIL4	-0.7445
MTRR	-0.8605
SLC27A3	0.4835
HTR7	-1.40166666666667
MIB2	-0.691875
BHMT	-1.36333333333333
A2ML1	1.617
MSMB	-2.990625
KIAA1383	1.650125
TRUB2	0.0295
PF4	2.29916666666667
IL1F5	0.532333333333333
LRRC37B2	0.5765
IPO4	-1.04
FIGF	3.068
QDPR	-1.53625
ZNF598	-0.61375
BOP1	1.378625
MAPK12	-1.46533333333333
POLR1E	-1.082625
CEECAM1	-1.39283333333333
INSRR	0.7352
SIPA1	1.719
ULK4	-1.4498
BTN3A1	-0.833
FABP5	2.0462
KBTBD3	-0.171666666666667
SORT1	0.6805
YWHAQ	-0.909375
LRIT1	0.8215
KIAA1704	-0.7494
MEIS2	-2.44033333333333
ENOSF1	0.393666666666667
PCDH7	-0.601571428571429
FZD9	4.49883333333333
RPLP1	1.13083333333333
ZNF75A	1.124
P4HA3	2.12975
NKX6-1	0.102
CTA-216E10.6	0.187166666666667
IFT140	1.34875
DENND1A	-0.327333333333333
ALCAM	-0.0243
ABHD2	-0.355857142857143
QPRT	-0.666
TRAM1	0.130142857142857
ATP1B4	0.198285714285714
NUP37	-2.41025
SAA3P	-0.963
SLC22A6	0.266
KIAA0265	0.736375
ZNF41	-0.2395
ADAM19	0.721555555555556
ERAF	-1.18075
DEFB119	0.956333333333333
DNMT3B	0.734333333333333
SNF1LK2	-1.15775
MGC24039	-1.97375
TAS2R48	-1.2358
PNLDC1	0.13325
ADAMTS16	-0.0935
TMEM92	-0.822166666666667
CCT8	-0.839333333333333
POGZ	1.81716666666667
N-PAC	0.27975
GUCA1B	-0.691166666666667
ZZEF1	0.302666666666667
OR2C3	0.80725
ZNF334	1.66833333333333
RANBP6	-0.84225
LDHB	-1.40691666666667
BAMBI	0.278125
RAB5B	0.78875
FOXB1	2.76625
MRPS12	-0.45375
MRGPRF	0.424125
CRIPT	-1.1485
CYP2D7P1	0.217
RYR1	0.01575
NDUFA2	0.742125
TRIP12	-1.04075
KCNE3	4.64283333333333
MOBKL2B	1.0316
MIOX	-0.79875
ACOT7	-1.4395
FGF6	-0.714
RASSF5	0.0451
ATAD3B	0.364
IKZF3	1.227
H3F3B	-1.16457142857143
C6orf91	1.709
SEC11C	-0.939
TMEM14C	-1.2475
KIAA1632	-0.106125
SLC38A4	-0.55125
FGFR3	-2.08041666666667
HES7	2.96
HINT3	-0.4805
ARIH1	-2.052
FLJ35880	-1.258
C1orf129	2.319
POU6F1	0.041125
RPL32	-0.649375
BBS1	0.7265
RGPD5	0.582
SULT1C2	-1.08133333333333
KDELC1	-1.108
PIP5K3	-2.5428
CHI3L1	5.1279
CSDA	0.129916666666667
VTCN1	5.411
WDR62	-0.54225
TMEM170	-0.2355
KIF2A	-2.35925
C6orf182	-1.62666666666667
ARL6IP6	-1.7585
ZCCHC9	-1.986
RARB	0.0348333333333333
ZNF320	-0.266666666666667
DHX15	-1.42825
PICALM	-1.392
CNOT6	-0.724916666666667
HIST1H1A	4.747
ZNF702	-0.317333333333333
OR1E2	0.164
HLF	-0.1629
LOC442582	-0.012
KIAA0494	-0.112875
TCF4	0.105
APOBEC3B	-0.57675
FAM54B	-0.289
MYH2	-2.693
FXN	0.24
C12orf59	-0.2795
PAEP	-0.5505
SPG11	-0.724375
VN1R4	1.4425
KCNJ13	-0.823666666666667
NOC3L	-1.16525
C5orf36	-0.673
CPAMD8	4.6945
MLN	-1.41366666666667
FLJ11184	-0.02275
TIAM1	-0.107
OR10J3	1.214
OR52E2	-0.768
PBX1	1.5574
UBL7	-1.3235
PXMP2	-1.172
SYTL1	0.439333333333333
FAM126B	-0.90425
ZNF711	-0.43975
GGA1	0.024
VAMP4	0.631
BCAP29	-0.9461
C20orf19	-0.15175
ZNF275	-0.62825
NEK6	-0.467
SETD8	-0.0674166666666667
HEXIM1	-0.215666666666667
SULT1A2	0.080625
KLHL9	1.422
SLC39A12	1.03875
ARHGEF16	0.457166666666667
SCN1A	0.3828
HNRPH1	-0.216916666666667
C9orf103	0.1725
ECE1	-0.449
MED18	-1.90225
TEX13B	1.459
SNN	3.749
C6orf62	0.214944444444444
WNT3A	0.2895
IL22RA2	1.335
MGC21881	-0.464
GABBR1	2.19475
YIPF6	-1.25125
PROX1	-2.6716
PPP1R1B	5.382
LANCL2	0.6108
SCN3A	-2.14483333333333
SSRP1	-1.45133333333333
ASXL2	-1.44625
RPE65	-1.023
SNAI1	0.70925
EFNA2	0.52
CLDN9	0.201875
TP53I13	1.5325
LOC375748	-1.0125
C9orf7	0.57375
C14orf178	-1.6755
GC	-0.4965
IER3	-0.615666666666667
KCTD10	0.63525
FLJ45717	2.38675
ADC	0.174833333333333
LOC285908	0.296083333333333
MLL3	0.908375
KIAA1787	0.45525
MGC31957	-1.97525
MUC5B	1.83418181818182
ZNF193	1.29125
CSRP1	0.6325
MOSPD1	-0.793166666666667
C21orf49	-0.3865
RAD1	-1.365
ANKRD34	-1.53266666666667
NFRKB	-1.068
FANCA	-0.433
VTI1A	0.188071428571429
PCBP3	-1.22083333333333
BFSP2	-1.84575
ZNF354C	0.504875
FRMPD4	0.3675
IKBKG	-0.454666666666667
LOC441046	-1.86
UNQ9438	0.8835
TM4SF20	0.1755
MAGEC1	-4.49675
AMMECR1	-1.5225
GLDN	-1.63425
TTC30B	0.62225
SEC13	-1.2973
EGF	6.194
HAGH	0.36575
VSIG1	1.77466666666667
NHLH2	0.60975
NCAPD3	-1.35075
MGC16121	-0.88675
HIATL2	0.0045
BRCC3	-0.965666666666667
LCE2D	2.526
TMEM79	2.3105
GTF3C5	-0.56875
AKR1C4	-1.289
C3orf59	-0.971125
RBM26	-0.92625
DUSP14	0.492
AP4M1	0.3875
RIMBP2	-1.66516666666667
ABCC2	-2.65833333333333
DNAJC16	-0.124666666666667
TTC12	-0.088
SNX13	-0.552666666666667
C6orf168	1.41525
C1orf100	-1.5255
CSPP1	-0.0299166666666666
LRRC56	1.921
OR1J2	0.2145
THY1	1.4581
KIT	6.36133333333333
TBC1D8	0.15275
EPHA7	-2.00466666666667
SOLH	0.26775
SVIP	-0.01
ZNF294	-1.28275
HAND2	-1.47483333333333
CENTB2	-0.275833333333333
MARVELD3	3.40425
CREB3	0.392333333333333
KRTAP1-5	-3.49225
OR8K1	-0.2715
MED25	0.559833333333333
FDX1	-0.621
FAM19A1	-0.70375
IL13RA1	-0.154
ZNF627	-0.1375
NHP2L1	-0.783375
EIF2B2	-1.499875
ZNF593	0.91125
WIPI2	0.376083333333333
RANBP1	-0.89425
TAS2R7	0.729
LOC283514	0.7805
CSNK2B	-0.4307
CFHR1	0.6775
DKFZP434O047	-0.285
WBP11	-1.43025
TEX2	0.24175
GALNT2	0.102166666666667
FLJ33360	1.31175
WNT9A	0.0909999999999999
IL29	0.0595
STK3	1.21866666666667
REPS2	0.48025
FAM78A	-0.69775
MGC3207	0.274
FCGR3A	7.43075
H2AFY2	3.58925
RNF150	-0.2155
CCNK	-0.567125
VEZT	-0.13
FSHR	-0.206
C1orf66	0.602166666666667
LCE2B	0.6282
CD200	0.72625
ORMDL1	-0.755625
OR51S1	-2.2915
KRT83	1.591
COL19A1	0.46125
POL3S	-0.15375
ZNF468	-0.702166666666667
BAG3	-0.318875
C1GALT1	-1.42975
CA5A	-3.5215
DKK4	0.083
SGK2	0.0607500000000001
PIK3C2G	6.89025
USP11	0.8665
IMPA2	0.1405
PRKDC	0.419285714285714
MSR1	1.51228571428571
PDCD6IP	-1.28666666666667
FAM122A	-0.096
ZNF740	-1.96825
ATXN2	-0.0506666666666667
SLC17A4	0.354166666666667
RAXL1	0.173833333333333
RS1	0.29275
NET1	1.46683333333333
NPY1R	2.70483333333333
MVD	-1.168
C11orf61	-1.246
CHDH	0.2185
GCNT2	0.846
LGALS12	-0.69625
IK	-0.836166666666667
C7orf41	1.205
SURF4	-0.375166666666667
C1orf91	0.400666666666667
BCS1L	0.2415
C20orf141	1.20616666666667
BCAS2	-1.5855
ACE2	2.9715
ICT1	-0.189
CD79B	0.35475
MRPS9	0.5835
AADACL1	-1.52675
IRS2	-1.318625
LUZP2	-2.876
TMEM148	-0.397
ZNF514	0.246
ADCK2	-0.7218
ZKSCAN1	-0.166214285714286
FASTKD2	-0.61525
KCNMB3	0.0103333333333333
POFUT2	-0.453
GNG2	-0.889
OR6Y1	1.287
FAM26A	-1.129
CAND2	-2.1365
FLYWCH2	1.4505
BCL6	3.117
MDH2	-0.104571428571429
DRP2	-0.3085
TPD52L1	0.449375
TXNL4A	-0.3785
OR3A1	-0.3505
C22orf9	0.23
RAB25	2.317
PCTK3	0.3385
POR	0.975
ARPP-19	-1.135
SREBF2	-0.506125
ZWINT	-1.38283333333333
TRUB1	0.23975
ENPP2	1.9345
UXT	-0.994833333333333
ALG11	-1.998
SMCR7	0.95875
SLC31A2	1.02425
USMG5	0.0775
ZNF780B	0.87775
APEX1	0.6385
THSD3	-2.23725
CEP68	1.0214
NY-SAR-48	0.0575
ZIC3	-5.18433333333333
LPAL2	0.026125
MRPL11	-1.02216666666667
VPS53	-1.21883333333333
MPDU1	-0.002375
UBL4B	0.925
LASS3	-0.943333333333333
GAST	1.0685
SPERT	0.0144000000000001
UBE2L3	0.43
MLSTD2	-0.941
ADRA1D	0.9715
FZD10	-1.27466666666667
ATP6V1E1	-1.04725
SAR1A	0.8394375
