Hybridization REF	TCGA-A8-A0AB-01A-11R-A034-07
HRASLS	2.43511111111111
MMP1	-2.64075
SFXN3	-1.0794
FSD1	-2.1485
ST6GALNAC3	-2.26583333333333
CA12	3.2318
NCOA6	0.305
C19orf58	-0.5009
PPP4R1	0.0675
MAN1A2	0.417333333333333
IKBKAP	-0.82325
UPF1	0.0733333333333333
KIAA1219	0.317
WNT16	-0.0246666666666667
SNW1	-0.692875
IL18RAP	0.69075
RPP30	-0.26775
CDC40	0.469714285714286
SETD3	-0.0478333333333333
SLAMF6	-0.33075
ELK4	-0.522
TRIM47	-0.704
ACOX3	2.519625
TRIM6	0.377125
KIAA0372	0.110833333333333
TP53AP1	1.833
SMURF2	-0.13675
ADAD1	0.1315
EBP	-0.8408
KRTAP13-2	0.004
FLJ36874	-1.45883333333333
TOR1A	-0.335333333333333
P2RY4	0.4445
GPBP1	0.4945
TRPV1	-0.167
ADAMTS12	0.0683333333333333
PES1	-0.5412
ATG4A	0.9275
MAGEA10	-4.48425
WFS1	1.80475
CC2D1B	-0.715166666666667
PABPN1	-0.818625
SLC25A30	-0.1545
SLCO1C1	-0.127166666666667
SLC22A5	1.667
KIF23	-1.85283333333333
SYN2	-0.622333333333333
ASPN	6.50933333333333
CENTG2	0.57975
QSOX2	-1.8437
FLJ10815	-0.0968333333333333
STK24	0.0791875
SPEG	0.2458
STK10	-0.544833333333333
DACT2	-2.1735
AAAS	-1.12925
SSX3	-1.31675
ABCD3	1.0712
C4orf12	0.148375
PARVG	-0.4165
FIG4	1.61375
C9orf46	1.3885
TMCO6	-0.793
IGHMBP2	-0.96225
DUS2L	-1.22666666666667
FAM3C	0.7595625
TMEM16D	-2.051875
DCTN4	0.791
KCNH3	-0.5105
EIF2AK2	-0.448
AP1S3	0.226625
CST4	1.121
PAM	-0.2829375
NUTF2	-0.93925
CITED2	0.4944
SLC39A4	0.401
C2orf52	-0.792
GRM3	0.3865
C12orf49	0.71875
CCDC49	-0.000800000000000004
GRAMD1B	-1.931625
FNDC4	-0.1165
SIAH2	-0.347125
GDPD4	0.11375
C21orf87	0.60425
ATP5A1	0.0113333333333333
C16orf63	0.36825
LOC388135	-0.708833333333333
ATP5J2	-0.407125
MMP3	-1.73275
EMID2	-0.33575
CRHR1	0.21025
WDR70	0.0495
C13orf31	0.62775
ZFAND1	-0.42675
CCL18	2.07933333333333
C3orf49	-0.019
RINT1	-0.006
KIAA0408	-1.80666666666667
F13A1	3.7607
SLC10A1	0.0848333333333333
OGN	1.1495
GIPC2	-1.817
XPO6	0.0881666666666667
LCE1A	0.178
FMR1	0.3742
LOC374920	0.0655
DUSP3	-0.237125
ANKMY1	0.12325
C7orf50	-0.09275
BBS9	-0.33
UNC119B	0.00312500000000001
C9orf72	-0.078
MGC35440	0.18925
ENTPD6	-0.4645
PPP1R2P9	0.1125
ERCC4	0.6885
FAHD2B	-0.4305
HMHA1	-0.1415
HACL1	-0.01
RAD23A	-0.748833333333333
FAM83B	-0.7855
PPP5C	-1.27933333333333
RNASEH2C	-0.01075
C9orf153	-0.09475
SCAMP4	0.426625
GHITM	0.3851
NDUFB7	0.239625
ADCYAP1	0.872
SP110	-0.844333333333333
MAP3K7IP2	1.6385
DHH	0.053
AGRN	0.536642857142857
WDR33	-0.0636666666666667
CEP290	0.685666666666667
PRPS1L1	-1.67866666666667
KLRA1	0.5025
GPR97	-0.24
CHD7	0.0275
TLR10	0.0955
SLC30A8	-0.9975
HIC1	0.779
IAPP	-0.194
RXFP4	0.286
GP1BB	0.23125
SHQ1	1.1145
NKX2-3	0.168166666666667
API5	-0.5855
FTHP1	1.0325
MOV10L1	0.212
TRIM6-TRIM34	0.459833333333333
ADHFE1	0.494
FAM117A	0.52675
DDI1	0.2458
CDON	-0.711833333333333
TRIM73	-0.708
IGKC	3.3655
MMP14	-0.484333333333333
DYNC1LI1	-2.3445
C11orf66	0.51525
TRBV3-1	-1.42025
FASTKD5	0.21575
BIVM	-1.316
LHX4	-0.05575
CXCL2	-1.0694
RAB2B	-1.19333333333333
IZUMO1	-0.51825
MAP3K15	-2.038875
FAM19A2	0.351666666666667
ZC3H8	-0.153666666666667
ZMAT1	2.7765
SPINK5L3	-1.907
SLC10A6	0.5055
APPL2	0.473625
CARD10	-0.101166666666667
LOC402176	0.088
EEF1D	0.153
RAB6A	0.5942
C12orf5	-0.574
PAPOLG	0.141
MSRB2	0.84025
BCR	0.284555555555556
PUS3	-0.424
TIAM2	-0.4305
ZNF317	0.372
CHD2	-0.369642857142857
FZD5	-2.78672727272727
NUDT8	-2.16825
ZNF763	0.36
PRC1	-1.43222222222222
ABCB9	-0.895666666666667
SPATA3	0.058
TRAK2	0.087625
STAB1	2.38475
LRRTM2	0.132666666666667
psiTPTE22	0.36125
DBI	0.9065
SERPINA11	-0.79275
NAT5	0.41275
C20orf58	-1.83275
RPS6KA4	-0.4425
FLJ90650	-0.31975
TGFBRAP1	0.389
CHRDL2	-0.237375
FAHD2A	-0.586
CNTN1	-0.048
BBS4	0.2242
TMEM181	0.50125
MINPP1	0.062
MPHOSPH6	0.633416666666666
HOXC10	0.0308
ITPKB	0.537625
CLPTM1L	-0.3595
MEOX2	-0.909333333333334
ATP6V0C	0.7695
PRPF8	-0.580833333333333
TMC5	3.8995
FKBP3	-1.0715
PLEKHB2	-0.6605
OR4D6	-0.00700000000000001
ZNF544	-0.7238
D2HGDH	-0.138625
RPL18A	-0.2856
HEL308	-0.00625
MPP6	-2.5435
TCERG1	-1.019
KRT16	-0.831833333333333
KLF17	-0.12
KLF5	-0.067875
CDR1	1.595125
VCX3A	-3.9045
FBLN2	0.977
C14orf104	-0.8525
HBE1	-4.6701
OR4S2	0.682
C1orf108	-0.506
ROBO4	2.75266666666667
CPEB4	0.903125
C11orf80	-0.5185
BCKDHA	0.782
MYOC	0.399
GIF	0.026
CKMT1A	1.0785
RPL3	0.2704
THBS1	2.055125
APOO	-0.463
ARMCX1	2.21475
HSZFP36	0.58225
SNAPC5	-0.3075
EIF4ENIF1	1.41475
ZNF433	0.192
TNFRSF21	-0.744625
TMPRSS7	-0.5105
SPATA18	1.0474
HPDL	-1.3415
MKL2	2.1881
TBX3	2.32946153846154
C21orf93	0.0475
DAXX	0.222
ELMO1	-0.7365
RGS13	1.70466666666667
TAF11	-0.33075
UNC13A	-2.241
LOC653314	0.00790000000000002
ORC3L	0.30575
IMAA	-2.6315
TARBP2	-0.65725
CABIN1	-0.4873
TRIOBP	-0.00899999999999999
HIST1H2AC	-0.314375
RGS22	-1.35983333333333
NCOA1	1.04516666666667
IL25	1.6005
SNCG	1.3625
GPR6	0.501
AMDHD1	-0.904
CHEK2	-0.30925
C6orf142	-0.5165
DRD4	0.11925
C14orf68	-1.0665
GDF11	-1.423
SEMG2	-0.284
CD247	-3.621
CDAN1	-0.39475
RBMX2	0.28
TGS1	-0.35625
OIT3	0.02825
SYF2	0.59475
MCM4	-2.230625
PKHD1L1	-0.025125
CEP192	-0.165666666666667
IFT88	1.29875
RPL9	0.650928571428571
RAB32	0.255625
DDX43	-2.44525
P2RX2	0.291666666666667
OR5D18	0.069
UBE1	-0.113833333333333
SLC24A1	1.393
ARHGAP5	-0.38575
CETP	-1.13125
KIAA1731	-0.615333333333333
SLC9A4	0.4465
PTPN6	0.49475
BAHD1	0.38925
GRIK3	0.194
CACNB2	-0.3057
PDE10A	2.47125
DGCR14	-0.30325
PCDHB9	-1.19566666666667
RHOQ	-0.0336666666666667
MAP3K4	0.25075
KTI12	-0.275333333333333
RPL23AP13	-0.66675
GNG11	-1.626
CLCN3	1.65816666666667
GPAM	-0.391875
VSTM2A	0.3625
SLAMF7	0.5055
INTS2	-0.19325
PPP2CA	0.7128
LRP12	-0.421266666666667
SEC14L2	2.71644444444444
DKFZP586H2123	1.51575
MC3R	0.046
CIRH1A	-1.8085
HIST1H2AB	-0.266166666666667
POLH	-0.6195
MGC16703	-1.99633333333333
SNAPC2	0.4875
FILIP1L	-0.11975
RASGRP4	0.0345
LRRC1	2.7055
GAS1	0.683
PRAC	-0.928
DGKA	-0.544333333333333
NT5C3	-0.659
PEG3	-0.735083333333333
NADK	-1.01575
PRR17	-0.768
LOC374569	-0.29975
SGSH	0.401666666666667
NLRP8	0.296
GALT	-1.6388
MCF2	-0.5745
ZNF263	0.60225
TACSTD1	1.03083333333333
TYR	-6.2239
ATP6AP2	1.02
RNUXA	0.0095
ABHD10	0.228
GDPD2	-1.19575
SLC35C1	-1.0205
UBE2A	0.253125
HERC5	-2.99283333333333
FAM112B	-4.66616666666667
FBXL16	1.236
DKFZP434A0131	-0.49275
ELA3A	-2.323
RBM41	-0.10925
HAO2	0.26575
RNH1	-0.455875
SHANK2	2.448
OSBP2	-1.211375
DAK	-0.809333333333333
C3orf58	-0.397416666666667
TCL1B	-0.188
KBTBD2	-0.198625
SUGT1L1	0.442
UBE2E2	0.466833333333333
MYL9	1.76725
CDC23	-0.378333333333333
PBXIP1	1.5318
CXorf40B	1.7165
NBL1	0.75775
RTBDN	-0.0255
RAB11FIP5	-0.026125
TTTY13	-0.8025
SCOTIN	-0.0833333333333333
SOHLH1	-0.763333333333333
CDKN1A	-1.37035714285714
NCK1	0.10975
ZNF550	-0.02125
SAPS3	0.670583333333333
SPIN3	1.2505
MAGEE2	0.35525
MIS12	-0.680333333333333
OR8H2	0.301
KIAA0774	0.2185
UNC5D	-2.218
CUL7	-0.014
LIPC	-3.80433333333333
DIO1	0.713
C20orf11	-0.0108
CTRL	-1.0075
HS3ST2	1.508
PAK4	0.620666666666667
CCRL1	2.078
RNF10	0.4055
ZNF567	0.6025
ZNF660	-0.9065
TCEAL3	1.5895
MAGOH	0.297
CENPB	-0.490166666666667
C19orf7	0.789125
LOC388965	0.69475
ZCCHC13	0.0475
JMJD1A	-0.7818
HIST1H4H	-0.919
TBRG1	-0.7983
GPC3	-3.75675
TAF1C	-0.941375
EBNA1BP2	-0.456333333333333
CIAPIN1	-0.6875
PDGFRA	-0.792722222222222
CSTB	-0.47525
CENPI	-1.4545
GTF2E2	-0.328
RPP21	-0.2455
CCNF	-0.718333333333333
KCNQ3	0.62
FAM79A	0.95375
SLC22A12	0.2435
NOVA1	-0.112833333333333
FZD3	1.7948
AKAP8	-0.318
SOCS5	0.830875
CFDP1	-0.6865
DLG5	0.432
PGM5	0.0264166666666667
C1orf144	0.0390833333333334
HDAC10	-1.5925
RND2	0.6365
C20orf199	-1.299
RNMT	-0.07875
SLURP1	0.5025
ASTN1	-0.274375
SH3BGR	1.15825
MYCL1	1.639625
ZHX1	0.415166666666667
CENPK	-2.09725
FOSB	0.0161
LOC643406	0.120625
C2orf59	-0.8725
TMEM135	0.64825
SLC27A2	-0.80525
KRT33A	1.7725
OVOL1	1.57425
PAMCI	-2.82366666666667
S100A7	-1.3305
ZNF789	-0.59
HARS2	0.486
RPL23A	-0.540833333333333
TCF23	0.049
UPF3B	-1.06525
C17orf78	0.514
HLA-DOB	-0.390166666666667
C14orf142	0.166
TEKT5	1.706
DMWD	0.0415
POLD1	-1.46416666666667
GSCL	0.1565
CALD1	-0.3116
SCRT1	0.215
AIG1	2.3895
UNC84B	-0.9055
ZNF404	-2.391
TMED6	-3.6975
KIAA1462	-0.3865
LRRC27	1.68916666666667
PYGO1	-0.3705
PIGU	-0.4545
ALAS2	-3.67166666666667
WRNIP1	0.179125
CNNM3	-0.209
ZNF2	0.26375
ST3GAL5	-0.327583333333333
MRPL23	-0.522
TSSK6	0.07575
PSMA6	-1.05625
C16orf70	-0.36525
KIAA1602	-0.078
ALMS1	0.344166666666667
DCN	1.932125
TMEM132D	-0.4915
SUCLG2	0.8525
ABHD14A	0.477
DEXI	0.758666666666667
AMPD2	-0.840333333333333
IFNAR2	-1.19516666666667
CYB5A	3.0664
TLOC1	0.9168
NXF5	-0.585833333333333
NRBF2	-0.2375
KCTD3	2.303
ITGAE	-0.4755
SLC30A3	-1.85016666666667
ZRF1	-0.7295
IFRD2	-0.63475
XAB1	-0.06875
PYCR2	-0.296833333333333
SERPINB3	-4.1595
TMLHE	0.4271
GEFT	-0.529125
ABCA5	-0.5225
EMR4	0.198666666666667
TSFM	0.135
HIST3H2BB	-1.99075
ARHGEF19	1.25425
TSPAN17	-0.167333333333333
ABCC8	4.35775
MAP1S	0.248166666666667
C22orf36	0.92375
BNC2	-0.102071428571429
HIST1H4A	-0.71475
NDUFS3	-0.820333333333333
WDR3	-0.388333333333333
XKR4	-0.49525
TTC33	0.0174285714285714
STMN2	1.95725
CPN2	-1.051
HSPC105	1.666625
PCOLCE2	-2.945
C3orf55	1.7065
KLHDC9	3.92866666666667
TBC1D23	0.365
ATXN2L	-0.870916666666667
MAP2K3	0.174416666666667
SCAP	0.11325
ZNF486	0.258333333333333
C20orf96	-0.505
NARS	-0.003
ADAMTSL1	-0.963
PRCC	1.05033333333333
CCDC126	1.14466666666667
ZNF675	-0.00675000000000001
CALCOCO1	0.52575
ANKRD43	2.885
CWF19L2	-0.436333333333333
ZBTB32	0.183333333333333
BRAF	0.24625
ODF4	1.07225
MGC14376	0.0223333333333333
HORMAD1	-2.76033333333333
AAK1	0.0494166666666667
PEBP1	1.08683333333333
TNFSF5IP1	0.0271666666666667
DKFZp564N2472	0.37325
RMND1	1.807
IGKV1-5	3.6745
COL1A2	2.18233333333333
SERPINA5	-0.94225
AANAT	0.3325
C19orf21	0.524833333333333
GEMIN5	-0.299
UBR4	-0.625333333333333
LTBP3	0.713333333333333
AMHR2	-2.21683333333333
PROCR	-1.45575
MYBBP1A	-1.113
C20orf39	0.386
ZNF697	-0.080375
PASK	-0.7491
ZNF776	0.474833333333333
RFXDC2	0.00375000000000001
KIAA0467	-0.36575
C10orf96	-1.04325
ZNF503	-2.159
GULP1	-1.70075
KCNE4	-1.145
DKFZp434K191	-0.871375
LOC196913	0.066
BHLHB4	0.3035
CH25H	-0.138
LOC81691	-0.862
ALPL	-0.176214285714286
COL12A1	2.242875
FOLR3	-2.577
GPR123	0.047625
TRIM62	0.247642857142857
ABLIM1	1.10566666666667
MAST3	-0.575
RHBDD1	1.05116666666667
LOC338809	-0.0125
RYBP	1.18675
TTC26	-0.051375
ZNF22	0.306
ISCA2	-0.49025
RDM1	0.006
PIGM	1.84675
GNB3	-1.654
ACTR2	-0.1304
HMGB1	0.898
EDG1	1.70466666666667
SOAT2	-2.6615
OR10AD1	0.6075
RAP1GDS1	1.03733333333333
LCE1F	0.1965
ESM1	-0.282875
RCN3	1.2585
CREBL1	-0.5295
DBNL	-0.6695
PTGER3	2.899
USP30	0.4415
BCL2L12	-0.616666666666667
KIF26B	2.82125
ZNF416	-0.0465
ZNF225	-0.164
C17orf70	0.594
ZNF554	1.36875
RAE1	-0.782
TNIK	0.967666666666667
ACTN3	-0.5625
MGC45922	0.317
CCNA1	-0.736333333333333
RYK	1.20083333333333
IL26	-0.29
LRP3	0.652
QARS	-0.43625
SOX7	0.115
BID	0.287
OR2S2	0.105
CXCL14	5.68075
C11orf47	-0.727
MGC29891	0.971166666666667
HSPB8	1.3849
PRDM14	-1.0855
NUFIP2	0.75325
MNAT1	-0.644875
ZDHHC2	-2.1075
MBNL2	-0.250375
ADD3	-1.36075
CSNK2A1P	-0.577
KLK6	-1.12466666666667
TMEM111	0.8156
KIAA1279	0.41
NUBP2	0.376833333333333
RAB42	-1.1955
ID3	-1.7733
TM9SF1	-0.71925
MDP-1	-1.044
POU4F2	0.263
IQCK	1.9275
C16orf14	-0.215
CAPN3	-1.8085
FAM43B	-0.46325
RECQL	-0.5655
AP1G1	-0.332071428571429
CTNNBL1	-0.745666666666667
ECHDC1	-2.32183333333333
SMARCC1	0.181
FOXQ1	-1.381375
GNAI3	0.354833333333333
POLG2	-0.84475
CD4	0.432
ITLN1	-0.7115
EBI2	1.14975
IRF1	-1.039
PTPRE	1.7113
PTK2B	-1.29675
NXNL2	1.383
SOX4	1.94861111111111
TSPAN3	0.341833333333333
SH2D1A	-3.97366666666667
C8orf58	0.049
USP20	-1.17475
DUSP22	-0.7185
CALB1	-2.03033333333333
L3MBTL2	0.9865
MCRS1	-0.345
TMEM118	-0.0413333333333333
C18orf8	0.312
FLJ10241	0.156125
GJA12	0.15225
PKD1	-0.2455
ZFP3	0.4375
JAM3	-1.43725
LAPTM4A	1.008
DIRC2	0.8975
KIAA2022	1.0065
MYOM1	-0.192166666666667
TRPM8	-2.46716666666667
MOP-1	0.6705
PHKG2	0.04125
ZNF650	0.63075
KIAA1522	1.340875
PSG8	-1.6425
DDX19B	-0.6435
MOBKL1B	-0.1785
DIAPH2	-0.303333333333333
PTPN12	0.7455
CLN8	0.5007
CRYZL1	0.2885
CRY2	0.207
FCGR2B	2.50833333333333
PNPLA4	1.707375
ZNF454	-0.4265
DKFZp434B1231	-0.36775
CLDN11	0.4686
RFWD2	1.14083333333333
CIB2	-0.932666666666667
MXRA8	2.149375
HRK	-0.603
MAML2	-0.8725
C4orf31	-1.53975
C6orf192	0.9675
COG6	0.133625
FAM5B	4.01225
NFATC1	1.1455
SEPT10	-0.06475
SCYL1	-0.4689
RPP40	-0.74575
SCOC	0.6402
KIAA1450	1.07225
CTDSPL2	-0.0365
TBX5	1.002
NAPG	0.100125
RHD	-4.60175
C14orf45	1.68033333333333
ZBTB22	1.1615
PLCG1	-1.3875
ANKRD10	-0.2235
AQP7P2	0.56125
TAGLN2	0.436
HTR2C	-0.9015
SLC16A7	-1.21633333333333
C17orf83	0.13075
TSGA14	0.284
MDH1	-0.6775
PPP3R2	0.0685
DCBLD2	-0.975214285714286
RBM33	-0.597625
DPH3	-1.558
SYT10	-0.773166666666667
FMO4	1.68275
THYN1	-0.925
DRD5	-2.1515
OTOR	0.95125
PGRMC2	0.8842
KATNAL1	-0.058875
PAQR6	-1.4675
UBE2I	0.33325
C14orf28	-0.0925
C8orf70	0.567
FLYWCH1	-0.123125
ANGPTL3	-1.33275
GLRX2	-0.278833333333333
ATP11A	-1.52864285714286
ARL5B	-0.21925
MUC16	-2.93575
SLC25A5	-0.664714285714286
ACRC	-0.54425
MYO1C	-0.673
FAM89B	1.15066666666667
FAS	-0.316
KIFAP3	1.82725
GLRA2	-0.9675
BTN3A2	-2.0185
CNKSR3	-0.776625
CSTF3	-0.717833333333333
ARPM1	0.9025
KIAA1530	-0.2825
C9orf150	1.623
PRKCI	0.5735
tcag7.1015	-1.087
SOD3	-0.509
ZNF574	0.50475
CYP21A2	1.09825
RPL12	-0.07225
COMMD2	-0.444
WIZ	1.04175
LOC344405	-2.48575
ALDH4A1	0.341117647058824
CRYAB	1.67175
COPA	0.736566666666667
PCDHGA7	0.0761666666666667
KIF11	-1.22958333333333
RASD2	0.67175
SLC26A3	1.542
ZNF175	0.0475
JAKMIP2	-2.676375
C8orf4	1.54866666666667
PTHLH	0.76525
SLC40A1	4.95333333333333
OR7D4	0.386166666666667
PCDHB17	0.1485
CD36	2.95092857142857
C6orf203	1.456
PRKG2	0.0525
LOC400566	2.088
ANAPC13	0.477
SLCO3A1	-2.026
ZNF692	-0.8205
FANCL	-0.262
SH3GLB1	0.27875
C12orf61	-0.1695
KBTBD6	-0.74325
SUPT5H	-0.102625
XRCC6	-0.2044
HUS1B	-0.392
FAM133B	0.00207142857142857
LOC728276	0.444
KCTD18	0.87375
SOS2	0.3715
CCDC99	-1.46325
C1QTNF5	2.8295
NNAT	0.564166666666667
USP16	0.2345
LARS	-0.35175
ZBTB2	1.578875
ABO	0.453833333333333
TRAF3	0.0355
GALNT5	-2.748
NAP5	0.677375
ALG14	1.367
KIAA0515	0.0917692307692308
WDR75	-0.753333333333333
TEX261	-0.287916666666667
LY86	0.54925
LOC389072	-1.107
FLJ13611	0.4005
MRGPRX2	1.0605
SNRPA	-1.116375
OR2G2	0.2665
GPRASP2	1.87025
C7orf42	0.7838
C9orf163	-0.892
CYP11B2	0.551
FCRL3	-0.122666666666667
PRDX1	-0.36925
FGB	-6.41283333333333
COX17	0.385666666666667
C16orf33	0.21275
PIWIL1	-0.2165
FOLR1	-2.8305
KIAA0082	-0.517
FREQ	-0.601333333333333
TMCC2	-2.04216666666667
TCF12	0.328416666666667
ZNF721	0.85925
FAM130A2	0.21075
POU4F1	-2.15775
SNRPF	-0.78125
SGIP1	1.15916666666667
ZNF641	1.10833333333333
EMG1	-0.227125
PRRG4	0.238
HIRA	-2.98275
MYNN	0.869333333333333
AEBP2	0.730666666666667
TBXA2R	-0.150666666666667
ISL2	-1.07616666666667
PCDHB11	-0.2515
RNF144A	-0.487875
MARCH5	0.916
DULLARD	-0.511666666666667
DCLRE1B	-0.473833333333333
ITGA8	0.28375
TP73	-0.417125
PRKCD	1.487
NDUFB4	-0.0695
ATP13A4	1.7885
ANTXR2	-0.5985
COL4A3	-0.667333333333333
MYO10	-0.8931
SLC6A18	0.31475
PEX1	0.6065
TMEM74	-1.2665
RBM19	-0.0485
TAPBP	-0.08995
RUNX1	0.647375
MID1	-2.393
GPR64	-1.56683333333333
RASEF	3.3345
GABRG1	-0.08875
MYO16	-0.572
DBF4	-1.40983333333333
TSHZ2	2.06775
RIPK2	-0.1585
PPTC7	-0.0346666666666667
KIF4B	-0.9225
LRRC31	1.84375
ZNF540	0.81425
EFNB3	-0.110666666666667
LOH12CR1	0.798625
STON2	-0.287
GLP1R	0.268
CSTF2T	-0.275125
IREB2	-0.892625
GRSF1	0.41475
PDCD7	-0.766833333333333
LRRC43	1.1935
CNR1	-0.2475
IL1F7	-0.453
C12orf64	-0.82775
FAM69B	-0.0075
NR2E1	-2.19266666666667
MS4A6A	1.346
FTL	-1.0877
C7orf36	0.34375
PCLO	1.1817
DYRK2	0.6635
ARIH2	0.113
SAMD7	0.22
SCNN1D	-0.7225
SLC32A1	-0.687625
C22orf25	-0.848333333333333
MRPS18A	0.1056
GPR112	-0.31
EARS2	0.92125
ERN2	0.1185
ATPBD3	0.136
PRH2	-0.1425
CDKN2D	-0.551833333333333
PGLYRP2	2.87825
TRIM40	0.06675
SEC14L3	0.0163333333333333
SLC22A1	-0.74425
BTN2A3	-0.614
RASA4	-0.1615
CCNL2	-1.10491666666667
MYBPC3	0.2675
GJA4	2.314
CDC42SE1	1.112
TRPV2	-2.293
MYPN	-3.6174
SIM1	0.285
CDADC1	-0.806583333333333
ZFHX4	0.41325
NIBP	1.01566666666667
ADAMTS19	-0.26975
ABTB2	-2.09375
TSPYL2	-0.929875
EIF2S3	-0.7718
SOX30	0.02875
AP2A1	-0.836666666666667
DKFZP564O0523	0.570333333333333
LOC285398	0.2305
CDH18	-5.161
CHL1	2.2295
GATS	-0.6867
TBC1D2B	-0.3995
OR1J1	-0.3875
GSN	0.0753333333333333
DPCR1	-0.06725
GARNL4	-0.884833333333333
SMARCA5	-0.13825
PLEKHG3	0.304333333333333
ZBTB45	1.381
FRMD6	0.542666666666667
PLS1	-0.243666666666667
DGKZ	-0.565666666666667
EFNA1	2.023
WDR85	-1.02
ANK2	0.17525
PAGE4	-0.882166666666667
SENP6	1.30383333333333
AKR7A2	0.1595
FKBP10	-1.19
VEGFC	-1.792
LARP1	-0.49825
SRBD1	0.095
ITGB6	3.76375
SLC1A2	-0.499571428571429
INVS	-1.092
MPO	0.0825
MOBKL3	-0.0671
CUTL2	-1.0905
KLK2	-0.0413333333333333
VIM	-1.6755
REG1B	0.116166666666667
PCDHGC4	0.02875
C3orf34	-0.247166666666667
SUMO3	0.323333333333333
CST9L	-0.09425
MLL4	-0.46525
SPR	0.0376666666666667
SAMD9L	-0.24025
ABCE1	-0.0605
SUPT3H	-0.493833333333333
ACTBL1	-0.81125
ADAMTS4	1.82883333333333
SLIT3	2.50575
RHEBL1	-1.48475
NPM2	-2.0565
MAN1C1	0.66975
KIAA1856	0.9605
HSPA6	0.7
LOC388152	-1.414
C10orf140	-2.05825
ZDHHC12	-0.7635
LIN7A	-1.8394
PHC2	-0.0928333333333333
SPHK1	-0.56825
TRIM26	0.401125
FAM83E	-0.3535
C18orf24	-1.426
ZNF578	0.467333333333333
ORAI1	-0.75025
RUVBL1	-0.580083333333333
C7orf20	-0.594
APAF1	-1.1735
SLC36A4	-2.44766666666667
MYH11	3.74766666666667
NEK1	0.8658
MPP2	1.571
C12orf24	-2.42925
TNK2	0.50575
ZNF289	-1.54675
MATN3	-0.980285714285714
IFNGR2	1.30566666666667
ITPR1	1.021625
EBF3	1.76
TBC1D20	-0.2939
OR10P1	0.25725
DDAH2	1.468
SHPRH	0.625625
STX7	0.0375
LOC554248	-1.33625
BCAR1	-0.97975
ATXN3	-1.13758333333333
TRIM27	-0.74825
CDC42EP2	0.753
CHP	0.0609285714285714
SOX17	1.21175
ZNF259	-1.23866666666667
CHCHD1	0.60725
ZDHHC19	0.229
GBP2	1.0665
GARNL3	1.419125
MRC2	-0.38575
C1orf52	-0.773
AOF2	-0.426833333333333
LRPPRC	-0.4179
ACVR1C	-0.297166666666667
TM4SF18	1.97033333333333
TMEM169	-0.260666666666667
PPP1R16A	-0.18175
EBF1	-0.425666666666667
RRS1	-0.4635
SNX2	0.0345
OR2T2	0.3555
RBX1	-0.08575
ANKRD54	0.0861666666666667
TSNAX	1.07933333333333
TMEM83	-1.8775
ZBTB7A	0.39
ATM	-2.46216666666667
LOC338328	1.88383333333333
TIE1	0.4715
HIST1H3G	-0.432166666666667
PASD1	-4.4275
TINAG	0.5385
PCDHAC2	-0.3315
LRRC15	0.146875
WBSCR17	-1.33875
TFF2	-0.334
PARP2	-0.89225
NDFIP2	0.30775
PCDHGB2	-0.3445
WDR60	0.31575
MAP7D2	-1.1595
USP45	-1.05325
GSDML	-0.8515
TNS1	-0.2722
PLCD4	0.08575
IQCD	0.886833333333333
SMPX	-3.30775
CD9	1.40583333333333
SRGN	-0.66275
CASP7	-0.07575
INOC1	-0.0668333333333333
DKFZp451M2119	-2.017
VMAC	1.504
USP53	0.2681
CAMK1G	-0.755375
TMEM106A	-0.137166666666667
CDC20	-2.1632
ACSL5	-1.04183333333333
CBWD5	0.16625
C1orf87	-0.904833333333333
KIAA1274	-0.31875
PRUNE2	-2.24878571428571
LYPLA2	-0.6
DOK6	-1.6155
GPR149	-0.08825
FAM30A	0.65125
TMEM129	0.73325
SLC35B3	1.425
ACPP	-0.0889
LOC200261	-0.8465
SLC4A7	-0.7844
CCDC40	2.55875
GART	-0.911125
THOP1	-1.28825
SCARB1	-1.27625
CACNA1F	0.077
TRIAP1	0.133666666666667
SYT14L	0.0575
SFRS8	-0.271
PBOV1	0.33275
GOLSYN	2.3595
GJB7	-1.4655
CAMK2N1	0.963333333333333
GREM1	2.05658333333333
FLJ20433	0.55275
QPCT	-1.49375
PRKAG2	1.18683333333333
H2AFX	-1.530875
C6orf154	0.88675
PLOD3	-1.30275
ZBTB39	-0.260166666666667
WASF3	0.840416666666667
DRG1	-0.22425
PRR4	-0.0365
SPCS1	0.18375
KDELR3	0.147
SRP19	-0.08
GABRA6	0.196
MFSD1	1.14275
MMEL1	1.59625
PDXDC2	0.2324
BUB1	-2.91211111111111
RNF138	0.146
MYLPF	-0.605
AIF1	-0.475666666666667
DYNLRB1	0.0162
HCN3	-0.942666666666667
HIST1H2AI	-0.39775
MAP4K5	-0.224
LASP1	0.6985
LOC130951	1.1945
PLAA	0.221125
KRT6A	-1.488
C6orf117	-2.44775
ARHGAP23	-1.149
PTF1A	0.002
GPHA2	-0.93825
LCE3B	0.14675
MCL1	0.6125
EHBP1	-0.759916666666667
PRNP	-1.4166875
ZSCAN1	0.31975
C1orf113	0.767166666666667
FOXA3	-3.72925
NEB	-0.37225
ASGR1	-5.4685
CTGF	0.2465
RAB17	0.642333333333333
MST101	0.3485
JARID1B	2.1013
USP37	-0.0175
PTBP1	-0.869833333333333
PTPN7	-1.56766666666667
CDC7	-1.8915
SNX7	0.45475
