Hybridization REF	TCGA-AO-A0JA-01A-11R-A056-07
CDAN1	-0.37225
RBMX2	0.261666666666667
TGS1	-1.17325
OIT3	0.597
SYF2	0.0785
MCM4	-2.985125
PKHD1L1	-0.0598333333333333
CEP192	-1.4575
IFT88	-0.31575
RPL9	0.207285714285714
RAB32	0.488875
DDX43	-0.764
P2RX2	0.57
OR5D18	0.9665
UBE1	0.432166666666667
SLC24A1	1.392625
ARHGAP5	-1.915
CETP	-0.458
KIAA1731	-1.39666666666667
SLC9A4	0.2595
PTPN6	1.1115
BAHD1	1.062
GRIK3	0.5045
CACNB2	-0.6988
PDE10A	-0.1075
DGCR14	-0.03475
PCDHB9	1.522
RHOQ	1.064
MAP3K4	0.001
KTI12	-0.722666666666667
RPL23AP13	-2.408
GNG11	-0.71425
CLCN3	1.36583333333333
GPAM	-0.63175
VSTM2A	0.436
SLAMF7	2.79466666666667
INTS2	-0.839
PPP2CA	0.9959
LRP12	-0.5394
SEC14L2	0.873333333333333
DKFZP586H2123	2.517
MC3R	-0.6995
CIRH1A	-1.666
HIST1H2AB	0.675333333333333
POLH	-0.816625
MGC16703	-1.63016666666667
SNAPC2	0.326
FILIP1L	1.05325
RASGRP4	0.7595
LRRC1	2.36425
GAS1	1.61725
PRAC	-1.3005
DGKA	0.3555
NT5C3	-0.613
PEG3	-3.36566666666667
NADK	-0.541
PRR17	1.07175
LOC374569	0.00900000000000001
SGSH	0.5555
NLRP8	0.334
GALT	0.0125
MCF2	-0.7225
ZNF263	0.6945
TACSTD1	2.04516666666667
TYR	-6.1403
ATP6AP2	0.20175
RNUXA	-0.8505
ABHD10	-0.7313
GDPD2	-1.473
SLC35C1	-0.1235
UBE2A	0.309625
HERC5	-0.502666666666667
FAM112B	-4.1915
FBXL16	1.4105
DKFZP434A0131	-0.9485
ELA3A	-2.539
RBM41	-0.41575
HAO2	-0.8785
RNH1	0.746875
SHANK2	0.762666666666667
OSBP2	-1.786125
DAK	0.353166666666667
C3orf58	-0.180166666666667
TCL1B	-1.196
KBTBD2	-0.523125
SUGT1L1	0.50675
UBE2E2	0.570666666666667
MYL9	2.98625
CDC23	-0.6005
PBXIP1	2.8237
CXorf40B	2.139
NBL1	1.7855
RTBDN	0.3505
RAB11FIP5	0.382375
TTTY13	-1.1585
SCOTIN	0.454
SOHLH1	0.293333333333333
CDKN1A	0.944428571428572
NCK1	-0.246
ZNF550	-0.2975
SAPS3	0.894583333333333
SPIN3	0.533
MAGEE2	0.84275
MIS12	-1.40683333333333
OR8H2	0.4635
KIAA0774	0.1275
UNC5D	-2.4555
CUL7	0.4245
LIPC	-3.11333333333333
DIO1	-1.5925
C20orf11	0.6411
CTRL	-1.12025
HS3ST2	1.3835
PAK4	1.388
CCRL1	2.2345
RNF10	0.68375
ZNF567	-0.07775
ZNF660	-1.3265
TCEAL3	1.63225
MAGOH	0.0343333333333333
CENPB	0.400666666666667
C19orf7	1.17925
LOC388965	0.255
ZCCHC13	0.633
JMJD1A	-1.1219
HIST1H4H	0.1665
TBRG1	-1.1174
GPC3	-4.87075
TAF1C	-0.63975
EBNA1BP2	-1.44966666666667
CIAPIN1	-0.58275
PDGFRA	0.379
CSTB	-0.371375
CENPI	-1.1585
GTF2E2	-0.0218333333333333
RPP21	-0.24975
CCNF	-0.42
KCNQ3	0.993
FAM79A	0.98175
SLC22A12	0.6255
NOVA1	-0.803833333333333
FZD3	1.2567
AKAP8	-0.254
SOCS5	0.48025
CFDP1	-0.5795
DLG5	0.3905
PGM5	0.452666666666667
C1orf144	0.282583333333333
HDAC10	-1.26
RND2	-1.0705
C20orf199	-1.7865
RNMT	-1.064125
SLURP1	2.669125
ASTN1	0.00650000000000003
SH3BGR	3.01225
MYCL1	-0.965125
ZHX1	-0.238333333333333
CENPK	-2.913
FOSB	0.8222
LOC643406	0.6185
C2orf59	-0.681625
TMEM135	-0.90625
SLC27A2	-3.68375
KRT33A	1.6875
OVOL1	1.59525
PAMCI	-2.6445
S100A7	4.914
ZNF789	-0.9735
HARS2	0.91325
RPL23A	-1.02833333333333
TCF23	0.531
UPF3B	-2.06875
C17orf78	-0.654
HLA-DOB	1.31866666666667
C14orf142	0.142666666666667
TEKT5	1.56516666666667
DMWD	0.464
POLD1	-2.10066666666667
GSCL	-0.5665
CALD1	0.5178
SCRT1	0.5725
AIG1	1.397
UNC84B	0.54525
ZNF404	0.7205
TMED6	-3.20075
KIAA1462	1.3895
LRRC27	0.578
PYGO1	0.997
PIGU	-0.303
ALAS2	-3.4745
WRNIP1	-0.148625
CNNM3	0.269
ZNF2	0.73775
ST3GAL5	0.182916666666667
MRPL23	0.08325
TSSK6	-0.60575
PSMA6	-0.1395
C16orf70	-0.43375
KIAA1602	0.3165
ALMS1	0.230166666666667
DCN	3.753625
TMEM132D	-0.72975
SUCLG2	-0.19575
ABHD14A	0.24475
DEXI	-0.103
AMPD2	-0.91
IFNAR2	-0.497666666666667
CYB5A	2.5615
TLOC1	0.5985
NXF5	-0.0783333333333334
NRBF2	-0.16125
KCTD3	1.04625
ITGAE	-0.930833333333333
SLC30A3	-2.14183333333333
ZRF1	-0.9085
IFRD2	-1.036875
XAB1	0.03275
PYCR2	-0.288833333333333
SERPINB3	-5.602
TMLHE	0.8185
GEFT	-0.0775
ABCA5	-1.116875
EMR4	-0.869
TSFM	0.00275
HIST3H2BB	-0.60125
ARHGEF19	0.16975
TSPAN17	0.407833333333333
ABCC8	1.97475
MAP1S	0.739666666666667
C22orf36	1.23225
BNC2	0.217357142857143
HIST1H4A	-0.75225
NDUFS3	-0.368833333333333
WDR3	-1.333
XKR4	-0.9315
TTC33	-0.27
STMN2	4.0345
CPN2	-0.863166666666667
HSPC105	-0.314125
PCOLCE2	-3.62875
C3orf55	0.592
KLHDC9	1.9705
TBC1D23	0.174125
ATXN2L	-1.0745
MAP2K3	-0.483166666666667
SCAP	-0.5045
ZNF486	-0.313166666666667
C20orf96	-0.458
NARS	-0.98975
ADAMTSL1	-0.3325
PRCC	1.01316666666667
CCDC126	2.80483333333333
ZNF675	-0.53475
CALCOCO1	0.46125
ANKRD43	0.9095
CWF19L2	-0.047
ZBTB32	1.20416666666667
BRAF	1.289
ODF4	0.7135
MGC14376	0.149833333333333
HORMAD1	-2.46133333333333
AAK1	-0.0684166666666667
PEBP1	0.808083333333333
TNFSF5IP1	-0.564833333333333
DKFZp564N2472	0.494
RMND1	0.576
IGKV1-5	4.61675
COL1A2	3.671
SERPINA5	-2.340375
AANAT	0.2815
C19orf21	0.0351666666666667
GEMIN5	-0.586
UBR4	-0.307
LTBP3	1.54766666666667
AMHR2	-2.39283333333333
PROCR	-0.78725
MYBBP1A	-0.97475
C20orf39	1.84166666666667
ZNF697	-0.385625
PASK	-0.3971
ZNF776	0.858833333333333
RFXDC2	-0.089
KIAA0467	-0.49125
C10orf96	-1.947
ZNF503	-1.4015
GULP1	-0.369916666666667
KCNE4	2.1435
DKFZp434K191	-0.939
LOC196913	-1.063
BHLHB4	1.151
CH25H	0.541
LOC81691	-1.24033333333333
ALPL	-0.488285714285714
COL12A1	3.5525
FOLR3	-2.0935
GPR123	-0.0635
TRIM62	0.621214285714286
ABLIM1	0.366
MAST3	-0.536
RHBDD1	0.842666666666667
LOC338809	-0.725
RYBP	0.00925
TTC26	-0.050375
ZNF22	-0.816666666666667
ISCA2	0.356
RDM1	-2.87175
PIGM	1.43325
GNB3	-1.1005
ACTR2	0.5821
HMGB1	0.591
EDG1	3.25833333333333
SOAT2	-3.05025
OR10AD1	0.069
RAP1GDS1	1.15175
LCE1F	0.7195
ESM1	-0.3385
RCN3	2.4215
CREBL1	-0.417
DBNL	0.294333333333333
PTGER3	2.97575
USP30	0.616
BCL2L12	-0.631
KIF26B	2.2725
ZNF416	0.681
ZNF225	-0.317
C17orf70	0.6295
ZNF554	0.7485
RAE1	-0.698
TNIK	2.701
ACTN3	0.7945
MGC45922	1.368
CCNA1	0.286833333333333
RYK	-0.0586666666666667
IL26	0.141
LRP3	1.47666666666667
QARS	-0.5385
SOX7	0.452071428571429
BID	-0.498375
OR2S2	-0.304
CXCL14	4.01375
C11orf47	-0.925
MGC29891	1.021
HSPB8	0.1021
PRDM14	-0.9965
NUFIP2	-0.82825
MNAT1	0.04525
ZDHHC2	0.02625
MBNL2	0.97175
ADD3	-1.03725
CSNK2A1P	-0.062
KLK6	-0.740833333333333
TMEM111	0.7054
KIAA1279	-0.1465
NUBP2	0.436333333333333
RAB42	-1.24025
ID3	-0.5656
TM9SF1	0.9635
MDP-1	0.0755
POU4F2	0.22575
IQCK	1.18075
C16orf14	-0.69475
CAPN3	-1.987625
FAM43B	0.558625
RECQL	-0.9155
AP1G1	0.204857142857143
CTNNBL1	0.286166666666667
ECHDC1	-0.372333333333333
SMARCC1	-0.9603
FOXQ1	-0.836
GNAI3	-0.2855
POLG2	-2.134
CD4	1.477625
ITLN1	0.146
EBI2	3.30625
IRF1	0.70875
PTPRE	0.4269
PTK2B	0.69225
NXNL2	0.3335
SOX4	2.07472222222222
TSPAN3	-0.0775
SH2D1A	-2.81883333333333
C8orf58	0.133166666666667
USP20	-0.42825
DUSP22	-0.468166666666667
CALB1	-2.27233333333333
L3MBTL2	0.7815
MCRS1	-0.1615
TMEM118	-0.3895
C18orf8	-0.0891666666666667
FLJ10241	0.24475
GJA12	1.87325
PKD1	-0.407666666666667
ZFP3	0.059
JAM3	-0.388625
LAPTM4A	1.7472
DIRC2	0.42275
KIAA2022	0.802833333333333
MYOM1	0.482833333333333
TRPM8	-1.986
MOP-1	1.736
PHKG2	0.233
ZNF650	0.42225
KIAA1522	0.681
PSG8	-1.46966666666667
DDX19B	-0.1705
MOBKL1B	0.48575
DIAPH2	-1.06958333333333
PTPN12	0.17925
CLN8	-0.4226
CRYZL1	-0.125
CRY2	0.984666666666667
FCGR2B	4.56883333333333
PNPLA4	1.269125
ZNF454	-0.753
DKFZp434B1231	-0.0755
CLDN11	0.6904
RFWD2	0.593666666666667
CIB2	-0.818
MXRA8	3.392375
HRK	-0.697625
MAML2	0.246
C4orf31	1.2995
C6orf192	0.68825
COG6	1.02275
FAM5B	-0.483
NFATC1	0.3785
SEPT10	-0.279
SCYL1	0.6065
RPP40	-1.14575
SCOC	0.7419
KIAA1450	0.00200000000000001
CTDSPL2	0.07375
TBX5	2.0308
NAPG	-0.37725
RHD	-4.511
C14orf45	1.31983333333333
ZBTB22	1.5385
PLCG1	-0.7655
ANKRD10	-0.721625
AQP7P2	0.1265
TAGLN2	0.0913333333333333
HTR2C	-1.27933333333333
SLC16A7	-1.64933333333333
C17orf83	0.34425
TSGA14	-0.645166666666667
MDH1	-0.675
PPP3R2	0.349
DCBLD2	-2.02042857142857
RBM33	-0.03925
DPH3	-2.0265
SYT10	-0.921666666666667
FMO4	1.937
THYN1	-0.6365
DRD5	-2.096
OTOR	3.291625
PGRMC2	1.7458
KATNAL1	-0.4805
PAQR6	-0.72125
UBE2I	-0.00849999999999999
C14orf28	0.57225
C8orf70	-0.413
FLYWCH1	-0.47475
ANGPTL3	-0.63475
GLRX2	0.301
ATP11A	-0.536142857142857
ARL5B	0.67475
MUC16	-2.754
SLC25A5	-0.928
ACRC	-1.8925
MYO1C	-0.21
FAM89B	1.86533333333333
FAS	0.33475
KIFAP3	1.14175
GLRA2	1.238
BTN3A2	0.0236
CNKSR3	-0.07875
CSTF3	-1.19266666666667
ARPM1	0.4925
KIAA1530	-0.5365
C9orf150	1.9615
PRKCI	0.07675
tcag7.1015	-0.98925
SOD3	-0.32725
ZNF574	0.9485
CYP21A2	3.48025
RPL12	-0.724
COMMD2	-1.2405
WIZ	0.847
LOC344405	-1.00275
ALDH4A1	-0.179941176470588
CRYAB	2.2045
COPA	1.01723333333333
PCDHGA7	1.49833333333333
KIF11	-1.21991666666667
RASD2	0.58725
SLC26A3	0.5405
ZNF175	-1.3485
JAKMIP2	-2.693625
C8orf4	1.03116666666667
PTHLH	0.2815
SLC40A1	1.91191666666667
OR7D4	0.645166666666667
PCDHB17	0.217
CD36	3.93742857142857
C6orf203	0.5123
PRKG2	0.9055
LOC400566	1.7705
ANAPC13	-0.478
SLCO3A1	-0.918
ZNF692	-0.8445
FANCL	-0.7385
SH3GLB1	0.219
C12orf61	-0.4515
KBTBD6	-0.4835
SUPT5H	0.221875
XRCC6	-0.2912
HUS1B	1.7757
FAM133B	-0.830428571428572
LOC728276	-0.089
KCTD18	0.84775
SOS2	0.797166666666667
CCDC99	-2.2545
C1QTNF5	3.8935
NNAT	1.00433333333333
USP16	0.18175
LARS	-0.764625
ZBTB2	0.254625
ABO	-0.120666666666667
TRAF3	-0.0265
GALNT5	-1.51
NAP5	1.56425
ALG14	0.439
KIAA0515	0.0135
WDR75	-1.419
TEX261	0.38725
LY86	1.514
LOC389072	-1.4135
FLJ13611	0.441
MRGPRX2	0.412
SNRPA	-0.989875
OR2G2	0.347
GPRASP2	1.4155
C7orf42	0.8363
C9orf163	-0.651
CYP11B2	1.2595
FCRL3	1.47416666666667
PRDX1	-0.63175
FGB	-2.61666666666667
COX17	-0.220666666666667
C16orf33	-0.19175
PIWIL1	-0.206833333333333
FOLR1	-2.175
KIAA0082	-0.03925
FREQ	-0.580333333333333
TMCC2	-1.24266666666667
TCF12	-0.132333333333333
ZNF721	0.24375
FAM130A2	0.19375
POU4F1	-2.473
SNRPF	-1.08125
SGIP1	1.88983333333333
ZNF641	1.27066666666667
EMG1	-0.003
PRRG4	0.206
HIRA	-4.181
MYNN	0.446
AEBP2	-0.219666666666667
TBXA2R	0.496166666666667
ISL2	-1.6425
PCDHB11	2.282
RNF144A	-0.340375
MARCH5	0.14775
DULLARD	-0.192666666666667
DCLRE1B	-1.3415
ITGA8	0.129
TP73	-0.00537499999999999
PRKCD	1.33125
NDUFB4	-0.6095
ATP13A4	3.5185
ANTXR2	-0.4505
COL4A3	-1.46833333333333
MYO10	-0.557
SLC6A18	0.84975
PEX1	-0.0365
TMEM74	-1.90983333333333
RBM19	0.3215
TAPBP	0.9373
RUNX1	0.9955
MID1	-1.31483333333333
GPR64	-1.029
RASEF	2.012
GABRG1	0.0687142857142857
MYO16	-1.26566666666667
DBF4	-1.9755
TSHZ2	3.3315
RIPK2	0.343
PPTC7	-0.545333333333333
KIF4B	-0.315
LRRC31	4.3395
ZNF540	0.047
EFNB3	0.479166666666667
LOH12CR1	0.85675
STON2	0.171833333333333
GLP1R	0.28325
CSTF2T	-0.26725
IREB2	-0.456125
GRSF1	-0.03475
PDCD7	-1.30533333333333
LRRC43	-2.4745
CNR1	0.210333333333333
IL1F7	-0.6305
C12orf64	0.30525
FAM69B	-0.6825
NR2E1	-2.42466666666667
MS4A6A	3.1872
FTL	-0.0923
C7orf36	-0.26275
PCLO	0.8582
DYRK2	0.686333333333333
ARIH2	-1.1255
SAMD7	-0.3355
SCNN1D	-0.9995
SLC32A1	-0.793571428571428
C22orf25	-0.00783333333333334
MRPS18A	0.3029
GPR112	0.0245
EARS2	-1.06375
ERN2	1.0745
ATPBD3	0.1605
PRH2	0.6745
CDKN2D	-0.356
PGLYRP2	1.9495
TRIM40	0.668333333333333
SEC14L3	0.218333333333333
SLC22A1	-0.415
BTN2A3	-0.225
RASA4	-0.1175
CCNL2	-1.44075
MYBPC3	0.6175
GJA4	3.89825
CDC42SE1	1.624875
TRPV2	-0.97975
MYPN	-3.4706
SIM1	0.4045
CDADC1	-0.1635
ZFHX4	1.3365
NIBP	0.873833333333333
ADAMTS19	-3.312
ABTB2	-1.3755
TSPYL2	-0.66125
EIF2S3	-0.1172
SOX30	0.094
AP2A1	0.0876666666666667
DKFZP564O0523	0.528166666666667
LOC285398	0.44525
CDH18	-4.954
CHL1	1.163375
GATS	-0.86
TBC1D2B	0.4905
OR1J1	0.094
GSN	1.61283333333333
DPCR1	-0.146428571428571
GARNL4	-0.4965
SMARCA5	-0.14125
PLEKHG3	0.9335
ZBTB45	1.3325
FRMD6	0.0678333333333333
PLS1	0.289666666666667
DGKZ	0.4345
EFNA1	1.1847
WDR85	-0.457
ANK2	0.51525
PAGE4	-0.653833333333333
SENP6	0.7795
AKR7A2	0.0663333333333333
FKBP10	-1.74975
VEGFC	-0.325833333333333
LARP1	0.10325
SRBD1	0.41925
ITGB6	4.14875
SLC1A2	-1.05246153846154
INVS	-0.326166666666667
MPO	-0.02275
MOBKL3	0.3591
CUTL2	-1.382875
KLK2	-0.369
VIM	-1.005
REG1B	0.0533333333333334
PCDHGC4	-0.025
C3orf34	-1.15566666666667
SUMO3	0.022
CST9L	2.45425
MLL4	0.05875
SPR	1.63883333333333
SAMD9L	1.93775
ABCE1	-0.7165
SUPT3H	-0.1
ACTBL1	0.66525
ADAMTS4	1.73383333333333
SLIT3	3.40375
RHEBL1	-1.7075
NPM2	-0.89975
MAN1C1	1.87375
KIAA1856	1.3235
HSPA6	0.55175
LOC388152	-1.3795
C10orf140	-0.77
ZDHHC12	0.5905
LIN7A	-1.6979
PHC2	0.417916666666667
SPHK1	0.069
TRIM26	0.952125
FAM83E	1.3035
C18orf24	-1.73516666666667
ZNF578	0.177166666666667
ORAI1	0.116
RUVBL1	-1.33033333333333
C7orf20	-0.519333333333333
APAF1	-1.272
SLC36A4	-1.81266666666667
MYH11	4.484
NEK1	0.8229
MPP2	-0.642625
C12orf24	-3.472
TNK2	0.815875
ZNF289	-0.16475
MATN3	0.378857142857143
IFNGR2	0.996666666666667
ITPR1	0.538875
EBF3	3.0228
TBC1D20	0.6016
OR10P1	0.3095
DDAH2	1.8265
SHPRH	-0.844625
STX7	0.3705
LOC554248	-2.0345
BCAR1	0.1525
ATXN3	0.0536666666666667
TRIM27	-0.155
CDC42EP2	0.669
CHP	0.889714285714286
SOX17	2.31375
ZNF259	-1.18816666666667
CHCHD1	0.219375
ZDHHC19	-0.0625
GBP2	2.52
GARNL3	1.80525
MRC2	1.235
C1orf52	-1.15325
AOF2	-0.455166666666667
LRPPRC	-0.3969
ACVR1C	-0.8555
TM4SF18	2.2215
TMEM169	-1.148
PPP1R16A	0.16675
EBF1	1.09716666666667
RRS1	-1.51866666666667
SNX2	-0.482
OR2T2	-0.153
RBX1	-0.715
ANKRD54	-0.0438333333333333
TSNAX	0.714
TMEM83	-1.79875
ZBTB7A	0.32925
ATM	-2.087
LOC338328	3.02933333333333
TIE1	1.82783333333333
HIST1H3G	0.2255
PASD1	-4.26816666666667
TINAG	0.756333333333333
PCDHAC2	0.2155
LRRC15	1.667125
WBSCR17	-0.7515
TFF2	0.7295
PARP2	-0.67925
NDFIP2	0.2875
PCDHGB2	2.0595
WDR60	-0.69125
MAP7D2	-1.2767
USP45	-1.23
GSDML	-1.972
TNS1	0.2933
PLCD4	0.3655
IQCD	0.591666666666667
SMPX	-3.008
CD9	2.12616666666667
SRGN	1.351
CASP7	0.545375
INOC1	0.242166666666667
DKFZp451M2119	-1.510125
VMAC	2.118
USP53	0.2945
CAMK1G	-0.604625
TMEM106A	-0.208333333333333
CDC20	-2.0698
ACSL5	-0.9905
CBWD5	-0.528875
C1orf87	-1.23783333333333
KIAA1274	1.5505
PRUNE2	-2.24028571428571
LYPLA2	0.124833333333333
DOK6	-0.519
GPR149	-0.088
FAM30A	2.06725
TMEM129	0.51975
SLC35B3	1.24975
ACPP	1.0276
LOC200261	-2.4845
SLC4A7	0.2173
CCDC40	1.66125
GART	-1.18525
THOP1	-0.864
SCARB1	-0.251125
CACNA1F	0.04675
TRIAP1	-0.0273333333333333
SYT14L	-2.314
SFRS8	-0.761666666666667
PBOV1	-0.0675
GOLSYN	0.685
GJB7	-2.103
CAMK2N1	0.454416666666667
GREM1	3.29083333333333
FLJ20433	0.89475
QPCT	-2.250375
PRKAG2	1.02566666666667
H2AFX	-1.05875
C6orf154	1.2915
PLOD3	-0.924
ZBTB39	-0.907666666666667
WASF3	-0.897666666666667
DRG1	-0.74375
PRR4	0.2895
SPCS1	-1.1255
KDELR3	1.03116666666667
SRP19	0.1455
GABRA6	0.24575
MFSD1	0.3055
MMEL1	1.47225
PDXDC2	-0.7621
BUB1	-2.10911111111111
RNF138	-1.093625
MYLPF	-0.511166666666667
AIF1	1.27266666666667
DYNLRB1	0.7522
HCN3	-1.34333333333333
HIST1H2AI	0.2985
MAP4K5	0.104833333333333
LASP1	0.370625
LOC130951	-0.0205
PLAA	-0.073125
KRT6A	-0.685
C6orf117	-1.585
ARHGAP23	-0.9475
PTF1A	0.969
GPHA2	-0.86125
LCE3B	0.0625
MCL1	1.08671428571429
EHBP1	-1.18075
PRNP	-0.499375
ZSCAN1	0.527
C1orf113	-0.186333333333333
FOXA3	-3.375125
NEB	0.14725
ASGR1	-4.85833333333333
CTGF	3.21816666666667
RAB17	0.8185
MST101	-0.37
JARID1B	1.4839
USP37	-0.4931
PTBP1	0.1435
PTPN7	-0.4815
CDC7	-2.74866666666667
SNX7	0.308
ZNF335	0.2345
CPT2	-0.4135
HEATR1	-0.730125
HSPC152	-0.060375
C5orf40	-0.0815
PSME1	0.790833333333333
STAG3	-1.68125
TMEM154	2.11766666666667
KLHL32	-0.193333333333333
TSGA10IP	-1.391
SUV420H2	0.0905
SF1	-1.0198
2'-PDE	-0.128875
PNLIPRP2	-1.4165
TRSPAP1	-0.525833333333333
NUP210	-0.6345
ANP32C	-1.31483333333333
RAB11B	1.05916666666667
ASB15	0.693
ITGB3BP	-2.7005
UBASH3A	-1.00675
YWHAB	0.641125
TPRX1	-0.044
LY6G5C	0.044875
SLC7A2	0.84375
CLK1	-0.6237
HSD3B7	1.32133333333333
VDR	2.1825
C16orf74	0.47575
ACE	0.57175
PSMA2	-0.0658333333333333
CCDC131	-1.422375
ZNF213	1.54866666666667
EML2	-0.528
ALS2CR13	0.758166666666667
GLYATL1	1.495
DSPP	-1.0135
DHFRL1	-0.53
C10orf30	-0.0316666666666667
SH3RF2	0.373166666666667
LOC197322	-0.170666666666667
DLL3	-1.90175
TIGD7	0.8395
GFRA3	0.19125
CPA1	0.235333333333333
RTN4	0.737
PPT2	-1.77483333333333
FASLG	2.20533333333333
FOXP4	1.117125
RPL26	-0.0289
GNL3L	-1.82883333333333
FMR1NB	-0.0113333333333333
CD163	6.951
SGPP2	1.73575
GIMAP2	1.83825
CD37	1.69766666666667
DPT	4.35008333333333
NBLA00301	2.2775
RGS5	3.00733333333333
C9orf4	0.6825
ACTL8	-3.41033333333333
PRKAR2B	1.707625
OPLAH	0.448833333333333
C20orf134	0.5775
SPACA5	-0.744
TBL1X	-0.140333333333333
TSPYL3	1.0835
CHCHD3	-1.02475
CRKRS	-0.211333333333333
GPR65	5.51625
DFFA	-0.969625
FUT1	0.7725
C6orf204	-1.08116666666667
TMEM51	0.39475
ZNF580	0.23275
CMTM2	0.2045
C20orf200	-1.1635
EZH1	-0.574666666666667
FDX1L	0.00525
MRPL32	-0.552
PCAF	-1.5927
ALOX15B	1.913
CD59	0.079
CDK9	0.84375
ERP29	-0.161666666666667
TTR	-5.79325
BCMO1	0.167
DDIT4	-0.1299
PTGDS	2.31725
C3orf63	-0.199666666666667
BST2	1.280375
CYP1A2	-0.358166666666667
C5orf25	-0.16725
STX1A	-1.09676470588235
OR2A12	-0.154
SH3BP5L	0.255
SERINC5	0.69275
USP6	-1.2281
MRPL3	-0.773666666666667
POMP	0.509625
INPP4B	1.06175
GMPPB	0.23875
EAPP	0.88625
AHSA1	-0.60725
ABCA11	0.107
SLC5A6	0.73775
HIVEP2	0.69275
SUMO2	0.420875
KIAA1822L	1.02983333333333
C11orf67	0.68225
TXK	-0.520125
PHCA	-0.882375
ICAM4	-2.51083333333333
FPGS	0.444833333333333
SNRPA1	-0.95925
KCNJ4	-0.737
KIF6	-0.3428
HIST1H2BG	-1.19083333333333
SLC5A5	0.3605
ZNF354B	-0.726666666666667
IL12RB2	-0.091
C11orf76	0.7555
GAL3ST2	0.338
AIFM2	-1.47675
SYNC1	-0.91975
UBL3	0.864125
PIK3CG	-1.06516666666667
NLN	-0.749
BCORL1	0.1805
CD5L	-0.46125
ZNF238	1.00516666666667
KIAA1394	-0.25825
C16orf55	-0.6471
CYP3A7	-0.131
KRTAP3-1	-2.7605
TFDP1	-0.629333333333333
MND1	-2.3295
NODAL	-0.1005
GTPBP4	-1.02375
TUBGCP2	0.448
SLITRK5	0.54325
CIC	0.6925
CD79A	1.12983333333333
SAMD14	0.706666666666667
TNPO3	-0.1165
OR10G3	1.268
OR10G8	0.0465
CCDC111	-0.7585
HOXC9	1.149
DCUN1D1	1.15033333333333
CYB5R1	2.55
TSR2	0.232
DAB2IP	0.1949
SLC6A5	-0.0195
RAB3D	2.7455
DCUN1D4	-0.566833333333333
ERBB3	1.69366666666667
SDC1	2.88025
ATP6V1H	-0.622166666666667
SYK	1.5255
ST20	-0.1115
C13orf30	0.19
WDR40A	0.575
ADMR	0.3905
LOC388335	1.72475
ACSM1	3.221
TDG	-0.489916666666667
FLJ11235	0.33675
MRPS5	-0.823166666666667
AGPAT2	0.933166666666667
SLC12A1	1.837125
CYP27A1	-0.5765
THAP7	-1.0705
XPO1	-0.30125
ALMS1L	0.0045
C1orf2	0.109625
ZNF777	0.854833333333333
CAMK2A	-0.0523333333333333
SMC1B	-1.082
IHPK2	-0.1856
LEMD1	-2.93875
NKD2	0.5589
CLU	0.490785714285714
ARMETL1	-0.51
PABPC4	-1.5435
CXCL12	2.165
TFAP2C	1.128
TTTY8	0.3845
ABCB10	-0.7013
ENDOD1	0.8155
IDI1	-1.447
KCTD6	0.314
CCDC105	0.815
ULBP2	-1.253
ZDHHC5	-0.16
WNT8A	-0.5305
COMMD10	0.37975
KLHL12	0.59575
GPR50	0.187
NR5A2	-0.156714285714286
OXGR1	1.9765
EHD3	0.3555
CAPRIN2	-0.916375
KLRC3	-4.0845
SF3B1	0.193857142857143
IPO7	-0.836
ALDH1A1	0.194166666666667
ANKRD5	0.977875
TSNARE1	0.265
DDEFL1	1.37425
RNASEL	1.271
DNAH9	-0.839
HELLS	-2.479
TNS4	1.1985
NAV1	-0.5828
KIAA1409	-0.91925
C20orf26	1.16266666666667
TUBG1	-1.0335
IRX2	1.21875
CNGA4	0.043
MGC50559	0.655
OR4K17	0.230333333333333
TM2D2	1.17041666666667
FAM32A	0.3435
TXNDC14	-0.98
CCBL1	-1.4
ANK1	-2.2213
PRSS23	-0.576625
PPM1L	-0.6315
SPATA20	0.3775
APCS	-0.2055
C14orf122	0.187666666666667
PSMB5	0.206875
C6orf10	0.7744
SETDB2	0.523333333333333
SPNS3	-1.19575
SGMS2	0.9995
MXD3	-0.625666666666667
MON2	-0.1711
CARTPT	0.0115
HNF4A	-1.35316666666667
RABEP1	0.66565
TNFRSF10B	-0.06375
USH1G	0.2635
PPAP2B	-1.07383333333333
TMEM16K	-0.11725
CTDSP1	1.25233333333333
CDK5R1	-0.4355
GABRR1	-0.3405
OPN1LW	-0.213
FAM98C	0.7925
DBN1	0.83675
ACAD10	-0.692
QTRTD1	-1.05825
WNK3	-0.953
RPS19	-0.449875
C1QB	3.4155
OTUD5	0.058875
SLC41A2	0.302
TMEM22	-1.94566666666667
KHSRP	-0.399916666666667
TNFRSF11A	-0.44
FBL	-0.913333333333333
IBTK	-0.0493333333333333
OXER1	0.0165
CBLN4	1.310375
GPR172B	1.28833333333333
CFTR	2.05575
VSX1	1.785
CAMK1D	-0.11575
LOXL3	-2.43875
RTP4	2.1125
SLFNL1	-0.215
KIAA0828	-0.2165
PAR5	1.707
LOC723972	-1.2375
GDI2	0.48575
CEBPA	1.785
MLF2	0.533166666666667
AFMID	-0.1655
ALOX12B	-0.36675
BPHL	-0.32225
COX5B	-0.16225
S100A10	-0.8337
THOC6	0.392
NHN1	-0.137
RRP12	-1.26483333333333
ARID3B	-2.00775
CD3G	-1.92716666666667
KIAA0133	-0.23475
